Date,Symbol,Available Supply,Unlocked Supply,Mining,Platform,Investor/Strategic and Contributor
Nov 26 2020,KDA,0,91158263.25,26274835.25,0,64883428.00
Nov 22 2020,KDA,0,90463475.38,26015585.52,0,64447889.87
Nov 17 2020,KDA,0,88677314.65,25694387.40,0,62982927.24
Nov 12 2020,KDA,0,84749910.13,25379872.08,0,59370038.05
Nov 08 2020,KDA,0,81607986.52,25128259.82,0,56479726.69
Nov 03 2020,KDA,0,77680582.00,24813744.50,0,52866837.50
Oct 29 2020,KDA,0,73753177.48,24499229.18,0,49253948.31
Oct 24 2020,KDA,0,69825772.97,24184713.85,0,45641059.11
Oct 20 2020,KDA,0,66683849.35,23933101.60,0,42750747.76
Oct 15 2020,KDA,0,64997480.50,23610589.35,0,41386891.15
Oct 10 2020,KDA,0,64271555.50,23284649.85,0,40986905.65
Oct 06 2020,KDA,0,63690815.50,23023898.25,0,40666917.25
Oct 01 2020,KDA,0,62964890.50,22697958.75,0,40266931.75
Sep 26 2020,KDA,0,62238965.50,22372019.25,0,39866946.25
Sep 21 2020,KDA,0,61513040.50,22046079.75,0,39466960.75
Sep 17 2020,KDA,0,60939052.00,21788208.82,0,39150843.18
Sep 12 2020,KDA,0,60235632.00,21471871.56,0,38763760.44
Sep 07 2020,KDA,0,59532212.00,21155534.31,0,38376677.69
Sep 03 2020,KDA,0,58969476.00,20902464.50,0,38067011.50
Aug 29 2020,KDA,0,58266056.00,20586127.24,0,37679928.76
Aug 24 2020,KDA,0,57562636.00,20269789.98,0,37292846.02
Aug 19 2020,KDA,0,56859216.00,19953452.73,0,36905763.27
Aug 15 2020,KDA,0,56295839.16,19699742.19,0,36596096.97
Aug 10 2020,KDA,0,55591503.68,19382489.61,0,36209014.06
Aug 05 2020,KDA,0,54887168.19,19065237.03,0,35821931.16
Aug 01 2020,KDA,0,54323699.81,18811434.97,0,35512264.84
Jul 27 2020,KDA,0,53619364.32,18494182.39,0,35125181.94
Jul 22 2020,KDA,0,52915028.84,18176929.81,0,34738099.03
Jul 17 2020,KDA,0,52203365.70,17856220.35,0,34347145.35
Jul 13 2020,KDA,0,51620356.90,17593199.95,0,34027156.95
Jul 08 2020,KDA,0,50891595.90,17264424.45,0,33627171.45
Jul 03 2020,KDA,0,50162834.90,16935648.95,0,33227185.95
Jun 29 2020,KDA,0,49579826.10,16672628.55,0,32907197.55
Jun 24 2020,KDA,0,48851065.10,16343853.05,0,32507212.05
Jun 19 2020,KDA,0,48122304.10,16015077.55,0,32107226.55
Jun 14 2020,KDA,0,47268710.81,15695018.56,0,31573692.24
Jun 10 2020,KDA,0,46574739.97,15439746.18,0,31134993.79
Jun 05 2020,KDA,0,45707276.42,15120655.69,0,30586620.73
May 31 2020,KDA,0,44839812.87,14801565.21,0,30038247.66
May 27 2020,KDA,0,44145842.03,14546292.82,0,29599549.21
May 22 2020,KDA,0,43278378.48,14227202.34,0,29051176.15
May 17 2020,KDA,0,42401954.35,13904635.00,0,28497319.35
May 12 2020,KDA,0,41504622.18,13573955.00,0,27930667.18
May 08 2020,KDA,0,40786756.45,13309411.00,0,27477345.45
May 03 2020,KDA,0,39889424.28,12978731.00,0,26910693.28
Apr 28 2020,KDA,0,38992092.12,12648051.00,0,26344041.12
Apr 24 2020,KDA,0,38274226.38,12383507.00,0,25890719.38
Apr 19 2020,KDA,0,37376894.22,12052827.00,0,25324067.22
Apr 14 2020,KDA,0,36504780.26,11730914.02,0,24773866.24
Apr 09 2020,KDA,0,35635468.32,11409975.15,0,24225493.18
Apr 05 2020,KDA,0,34940018.77,11153224.05,0,23786794.73
Mar 31 2020,KDA,0,34070706.84,10832285.18,0,23238421.66
Mar 26 2020,KDA,0,33201394.90,10511346.31,0,22690048.60
Mar 22 2020,KDA,0,32505945.35,10254595.21,0,22251350.15
Mar 17 2020,KDA,0,31560860.16,9926718.71,0,21634141.45
Mar 12 2020,KDA,0,30438970.67,9582654.40,0,20856316.28
Mar 07 2020,KDA,0,29317081.19,9238590.09,0,20078491.10
Mar 03 2020,KDA,0,28419569.60,8963338.64,0,19456230.97
Feb 27 2020,KDA,0,27297680.12,8619274.33,0,18678405.79
Feb 22 2020,KDA,0,26175790.64,8275210.02,0,17900580.62
Feb 18 2020,KDA,0,25390468.00,8034365.00,0,17356103.00
Feb 13 2020,KDA,0,24234982.94,7679286.95,0,16555695.98
Feb 08 2020,KDA,0,23184541.97,7356488.73,0,15828053.24
Feb 03 2020,KDA,0,22134101.00,7033690.50,0,15100410.50
Jan 30 2020,KDA,0,21293748.23,6775451.92,0,14518296.31
Jan 25 2020,KDA,0,20243307.26,6452653.69,0,13790653.56
Jan 20 2020,KDA,0,19192866.29,6129855.47,0,13063010.82
Jan 16 2020,KDA,0,18083229.81,5871150.35,0,12212079.45
Jan 11 2020,KDA,0,16494221.42,5547419.06,0,10946802.35
Jan 06 2020,KDA,0,14905213.03,5223687.77,0,9681525.26
Jan 01 2020,KDA,0,13316204.65,4899956.48,0,8416248.16
Dec 28 2019,KDA,0,12044997.94,4640971.45,0,7404026.48
Dec 23 2019,KDA,0,10455989.55,4317240.16,0,6138749.39
Dec 18 2019,KDA,0,9025882.00,4025882.00,0,5000000.00
Dec 14 2019,KDA,0,7973940.85,3723940.85,0,4250000.00
Dec 09 2019,KDA,0,6805117.35,3388450.68,0,3416666.67
Dec 04 2019,KDA,0,5636293.85,3052960.52,0,2583333.33
Nov 29 2019,KDA,0,4467470.35,2717470.35,0,1750000.00
Nov 25 2019,KDA,0,3532411.55,2449078.22,0,1083333.33
Nov 20 2019,KDA,0,2363588.05,2113588.05,0,250000.00
Nov 15 2019,KDA,0,1785673.47,1785673.47,0,0
Nov 11 2019,KDA,0,1525939.15,1525939.15,0,0
Nov 06 2019,KDA,0,1201271.24,1201271.24,0,0
Nov 01 2019,KDA,0,876603.34,876603.34,0,0
Oct 27 2019,KDA,0,551935.44,551935.44,0,0
Oct 23 2019,KDA,0,292201.11,292201.11,0,0
Oct 18 2019,KDA,0.00,0.00,0,0,0
