Date,Symbol,Available Supply,Unlocked Supply,Decentraland DAO,Decentraland Foundation,Team,Crowdsale
Aug 06 2026,MANA,1781926768.09,1781926768.09,143173913.04,143173913.04,375578942.00,1120000000.00
Aug 01 2026,MANA,1781319713.12,1781319713.12,142870385.56,142870385.56,375578942.00,1120000000.00
Jul 27 2026,MANA,1780712658.16,1780712658.16,142566858.08,142566858.08,375578942.00,1120000000.00
Jul 21 2026,MANA,1779984192.21,1779984192.21,142202625.10,142202625.10,375578942.00,1120000000.00
Jul 16 2026,MANA,1779377137.24,1779377137.24,141899097.62,141899097.62,375578942.00,1120000000.00
Jul 11 2026,MANA,1778770082.28,1778770082.28,141595570.14,141595570.14,375578942.00,1120000000.00
Jul 06 2026,MANA,1778163027.32,1778163027.32,141292042.66,141292042.66,375578942.00,1120000000.00
Jul 01 2026,MANA,1777555972.35,1777555972.35,140988515.18,140988515.18,375578942.00,1120000000.00
Jun 25 2026,MANA,1776827506.40,1776827506.40,140624282.20,140624282.20,375578942.00,1120000000.00
Jun 20 2026,MANA,1776220451.43,1776220451.43,140320754.72,140320754.72,375578942.00,1120000000.00
Jun 15 2026,MANA,1775613396.47,1775613396.47,140017227.24,140017227.24,375578942.00,1120000000.00
Jun 10 2026,MANA,1775006341.51,1775006341.51,139713699.75,139713699.75,375578942.00,1120000000.00
Jun 04 2026,MANA,1774277875.55,1774277875.55,139349466.78,139349466.78,375578942.00,1120000000.00
May 30 2026,MANA,1773670820.59,1773670820.59,139045939.29,139045939.29,375578942.00,1120000000.00
May 25 2026,MANA,1773063765.63,1773063765.63,138742411.81,138742411.81,375578942.00,1120000000.00
May 20 2026,MANA,1772456710.66,1772456710.66,138438884.33,138438884.33,375578942.00,1120000000.00
May 14 2026,MANA,1771728244.71,1771728244.71,138074651.35,138074651.35,375578942.00,1120000000.00
May 09 2026,MANA,1771121189.74,1771121189.74,137771123.87,137771123.87,375578942.00,1120000000.00
May 04 2026,MANA,1770514134.78,1770514134.78,137467596.39,137467596.39,375578942.00,1120000000.00
Apr 29 2026,MANA,1769907079.82,1769907079.82,137164068.91,137164068.91,375578942.00,1120000000.00
Apr 23 2026,MANA,1769178613.86,1769178613.86,136799835.93,136799835.93,375578942.00,1120000000.00
Apr 18 2026,MANA,1768571558.90,1768571558.90,136496308.45,136496308.45,375578942.00,1120000000.00
Apr 13 2026,MANA,1767964503.94,1767964503.94,136192780.97,136192780.97,375578942.00,1120000000.00
Apr 08 2026,MANA,1767357448.97,1767357448.97,135889253.49,135889253.49,375578942.00,1120000000.00
Apr 03 2026,MANA,1766750394.01,1766750394.01,135585726.00,135585726.00,375578942.00,1120000000.00
Mar 28 2026,MANA,1766021928.05,1766021928.05,135221493.03,135221493.03,375578942.00,1120000000.00
Mar 23 2026,MANA,1765414873.09,1765414873.09,134917965.55,134917965.55,375578942.00,1120000000.00
Mar 18 2026,MANA,1764807818.13,1764807818.13,134614438.06,134614438.06,375578942.00,1120000000.00
Mar 13 2026,MANA,1764200763.16,1764200763.16,134310910.58,134310910.58,375578942.00,1120000000.00
Mar 07 2026,MANA,1763472297.21,1763472297.21,133946677.60,133946677.60,375578942.00,1120000000.00
Mar 02 2026,MANA,1762865242.25,1762865242.25,133643150.12,133643150.12,375578942.00,1120000000.00
Feb 25 2026,MANA,1762258187.28,1762258187.28,133339622.64,133339622.64,375578942.00,1120000000.00
Feb 20 2026,MANA,1761651132.32,1761651132.32,133036095.16,133036095.16,375578942.00,1120000000.00
Feb 14 2026,MANA,1760922666.36,1760922666.36,132671862.18,132671862.18,375578942.00,1120000000.00
Feb 09 2026,MANA,1760315611.40,1760315611.40,132368334.70,132368334.70,375578942.00,1120000000.00
Feb 04 2026,MANA,1759708556.44,1759708556.44,132064807.22,132064807.22,375578942.00,1120000000.00
Jan 30 2026,MANA,1759101501.47,1759101501.47,131761279.74,131761279.74,375578942.00,1120000000.00
Jan 24 2026,MANA,1758373035.52,1758373035.52,131397046.76,131397046.76,375578942.00,1120000000.00
Jan 19 2026,MANA,1757765980.56,1757765980.56,131093519.28,131093519.28,375578942.00,1120000000.00
Jan 14 2026,MANA,1757158925.59,1757158925.59,130789991.80,130789991.80,375578942.00,1120000000.00
Jan 09 2026,MANA,1756551870.63,1756551870.63,130486464.32,130486464.32,375578942.00,1120000000.00
Jan 04 2026,MANA,1755944815.67,1755944815.67,130182936.83,130182936.83,375578942.00,1120000000.00
Dec 29 2025,MANA,1755216349.71,1755216349.71,129818703.86,129818703.86,375578942.00,1120000000.00
Dec 24 2025,MANA,1754609294.75,1754609294.75,129515176.37,129515176.37,375578942.00,1120000000.00
Dec 19 2025,MANA,1754002239.79,1754002239.79,129211648.89,129211648.89,375578942.00,1120000000.00
Dec 14 2025,MANA,1753395184.82,1753395184.82,128908121.41,128908121.41,375578942.00,1120000000.00
Dec 08 2025,MANA,1752666718.87,1752666718.87,128543888.43,128543888.43,375578942.00,1120000000.00
Dec 03 2025,MANA,1752059663.90,1752059663.90,128240360.95,128240360.95,375578942.00,1120000000.00
Nov 28 2025,MANA,1751452608.94,1751452608.94,127936833.47,127936833.47,375578942.00,1120000000.00
Nov 23 2025,MANA,1750845553.98,1750845553.98,127633305.99,127633305.99,375578942.00,1120000000.00
Nov 17 2025,MANA,1750117088.02,1750117088.02,127269073.01,127269073.01,375578942.00,1120000000.00
Nov 12 2025,MANA,1749510033.06,1749510033.06,126965545.53,126965545.53,375578942.00,1120000000.00
Nov 07 2025,MANA,1748902978.10,1748902978.10,126662018.05,126662018.05,375578942.00,1120000000.00
Nov 02 2025,MANA,1748295923.13,1748295923.13,126358490.57,126358490.57,375578942.00,1120000000.00
Oct 28 2025,MANA,1747688868.17,1747688868.17,126054963.08,126054963.08,375578942.00,1120000000.00
Oct 22 2025,MANA,1746960402.21,1746960402.21,125690730.11,125690730.11,375578942.00,1120000000.00
Oct 17 2025,MANA,1746353347.25,1746353347.25,125387202.63,125387202.63,375578942.00,1120000000.00
Oct 12 2025,MANA,1745746292.29,1745746292.29,125083675.14,125083675.14,375578942.00,1120000000.00
Oct 07 2025,MANA,1745139237.32,1745139237.32,124780147.66,124780147.66,375578942.00,1120000000.00
Oct 01 2025,MANA,1744410771.37,1744410771.37,124415914.68,124415914.68,375578942.00,1120000000.00
Sep 26 2025,MANA,1743803716.41,1743803716.41,124112387.20,124112387.20,375578942.00,1120000000.00
Sep 21 2025,MANA,1743196661.44,1743196661.44,123808859.72,123808859.72,375578942.00,1120000000.00
Sep 16 2025,MANA,1742589606.48,1742589606.48,123505332.24,123505332.24,375578942.00,1120000000.00
Sep 10 2025,MANA,1741861140.52,1741861140.52,123141099.26,123141099.26,375578942.00,1120000000.00
Sep 05 2025,MANA,1741254085.56,1741254085.56,122837571.78,122837571.78,375578942.00,1120000000.00
Aug 31 2025,MANA,1740647030.60,1740647030.60,122534044.30,122534044.30,375578942.00,1120000000.00
Aug 26 2025,MANA,1740039975.63,1740039975.63,122230516.82,122230516.82,375578942.00,1120000000.00
Aug 20 2025,MANA,1739311509.68,1739311509.68,121866283.84,121866283.84,375578942.00,1120000000.00
Aug 15 2025,MANA,1738704454.72,1738704454.72,121562756.36,121562756.36,375578942.00,1120000000.00
Aug 10 2025,MANA,1738097399.75,1738097399.75,121259228.88,121259228.88,375578942.00,1120000000.00
Aug 05 2025,MANA,1737490344.79,1737490344.79,120955701.39,120955701.39,375578942.00,1120000000.00
Jul 31 2025,MANA,1736883289.83,1736883289.83,120652173.91,120652173.91,375578942.00,1120000000.00
Jul 25 2025,MANA,1736154823.87,1736154823.87,120287940.94,120287940.94,375578942.00,1120000000.00
Jul 20 2025,MANA,1735547768.91,1735547768.91,119984413.45,119984413.45,375578942.00,1120000000.00
Jul 15 2025,MANA,1734940713.94,1734940713.94,119680885.97,119680885.97,375578942.00,1120000000.00
Jul 10 2025,MANA,1734333658.98,1734333658.98,119377358.49,119377358.49,375578942.00,1120000000.00
Jul 04 2025,MANA,1733605193.03,1733605193.03,119013125.51,119013125.51,375578942.00,1120000000.00
Jun 29 2025,MANA,1732998138.06,1732998138.06,118709598.03,118709598.03,375578942.00,1120000000.00
Jun 24 2025,MANA,1732391083.10,1732391083.10,118406070.55,118406070.55,375578942.00,1120000000.00
Jun 19 2025,MANA,1731784028.14,1731784028.14,118102543.07,118102543.07,375578942.00,1120000000.00
Jun 13 2025,MANA,1731055562.18,1731055562.18,117738310.09,117738310.09,375578942.00,1120000000.00
Jun 08 2025,MANA,1730448507.22,1730448507.22,117434782.61,117434782.61,375578942.00,1120000000.00
Jun 03 2025,MANA,1729841452.25,1729841452.25,117131255.13,117131255.13,375578942.00,1120000000.00
May 29 2025,MANA,1729234397.29,1729234397.29,116827727.65,116827727.65,375578942.00,1120000000.00
May 24 2025,MANA,1728627342.33,1728627342.33,116524200.16,116524200.16,375578942.00,1120000000.00
May 18 2025,MANA,1727898876.37,1727898876.37,116159967.19,116159967.19,375578942.00,1120000000.00
May 13 2025,MANA,1727291821.41,1727291821.41,115856439.70,115856439.70,375578942.00,1120000000.00
May 08 2025,MANA,1726684766.45,1726684766.45,115552912.22,115552912.22,375578942.00,1120000000.00
May 03 2025,MANA,1726077711.48,1726077711.48,115249384.74,115249384.74,375578942.00,1120000000.00
Apr 27 2025,MANA,1725349245.53,1725349245.53,114885151.76,114885151.76,375578942.00,1120000000.00
Apr 22 2025,MANA,1724742190.56,1724742190.56,114581624.28,114581624.28,375578942.00,1120000000.00
Apr 17 2025,MANA,1724135135.60,1724135135.60,114278096.80,114278096.80,375578942.00,1120000000.00
Apr 12 2025,MANA,1723528080.64,1723528080.64,113974569.32,113974569.32,375578942.00,1120000000.00
Apr 06 2025,MANA,1722799614.68,1722799614.68,113610336.34,113610336.34,375578942.00,1120000000.00
Apr 01 2025,MANA,1722192559.72,1722192559.72,113306808.86,113306808.86,375578942.00,1120000000.00
Mar 27 2025,MANA,1721585504.76,1721585504.76,113003281.38,113003281.38,375578942.00,1120000000.00
Mar 22 2025,MANA,1720978449.79,1720978449.79,112699753.90,112699753.90,375578942.00,1120000000.00
Mar 16 2025,MANA,1720249983.84,1720249983.84,112335520.92,112335520.92,375578942.00,1120000000.00
Mar 11 2025,MANA,1719642928.87,1719642928.87,112031993.44,112031993.44,375578942.00,1120000000.00
Mar 06 2025,MANA,1719035873.91,1719035873.91,111728465.96,111728465.96,375578942.00,1120000000.00
Mar 01 2025,MANA,1718428818.95,1718428818.95,111424938.47,111424938.47,375578942.00,1120000000.00
Feb 24 2025,MANA,1717821763.99,1717821763.99,111121410.99,111121410.99,375578942.00,1120000000.00
Feb 18 2025,MANA,1717093298.03,1717093298.03,110757178.01,110757178.01,375578942.00,1120000000.00
Feb 13 2025,MANA,1716486243.07,1716486243.07,110453650.53,110453650.53,375578942.00,1120000000.00
Feb 08 2025,MANA,1715879188.10,1715879188.10,110150123.05,110150123.05,375578942.00,1120000000.00
Feb 03 2025,MANA,1715272133.14,1715272133.14,109846595.57,109846595.57,375578942.00,1120000000.00
Jan 28 2025,MANA,1714543667.18,1714543667.18,109482362.59,109482362.59,375578942.00,1120000000.00
Jan 23 2025,MANA,1713936612.22,1713936612.22,109178835.11,109178835.11,375578942.00,1120000000.00
Jan 18 2025,MANA,1713329557.26,1713329557.26,108875307.63,108875307.63,375578942.00,1120000000.00
Jan 13 2025,MANA,1712722502.30,1712722502.30,108571780.15,108571780.15,375578942.00,1120000000.00
Jan 07 2025,MANA,1711994036.34,1711994036.34,108207547.17,108207547.17,375578942.00,1120000000.00
Jan 02 2025,MANA,1711386981.38,1711386981.38,107904019.69,107904019.69,375578942.00,1120000000.00
Dec 28 2024,MANA,1710776501.76,1710776501.76,107600492.21,107600492.21,375575517.34,1120000000.00
Dec 23 2024,MANA,1710162597.48,1710162597.48,107296964.73,107296964.73,375568668.03,1120000000.00
Dec 18 2024,MANA,1709548693.20,1709548693.20,106993437.24,106993437.24,375561818.71,1120000000.00
Dec 12 2024,MANA,1708704681.60,1708704681.60,106629204.27,106629204.27,375446273.07,1120000000.00
Dec 07 2024,MANA,1708008218.51,1708008218.51,106325676.78,106325676.78,375356864.94,1120000000.00
Dec 02 2024,MANA,1707311755.41,1707311755.41,106022149.30,106022149.30,375267456.81,1120000000.00
Nov 27 2024,MANA,1706615292.32,1706615292.32,105718621.82,105718621.82,375178048.67,1120000000.00
Nov 21 2024,MANA,1705779536.60,1705779536.60,105354388.84,105354388.84,375070758.92,1120000000.00
Nov 16 2024,MANA,1705083073.51,1705083073.51,105050861.36,105050861.36,374981350.78,1120000000.00
Nov 11 2024,MANA,1704386610.41,1704386610.41,104747333.88,104747333.88,374891942.65,1120000000.00
Nov 06 2024,MANA,1703690147.32,1703690147.32,104443806.40,104443806.40,374802534.52,1120000000.00
Oct 31 2024,MANA,1702854391.60,1702854391.60,104079573.42,104079573.42,374695244.76,1120000000.00
Oct 26 2024,MANA,1702157928.51,1702157928.51,103776045.94,103776045.94,374605836.63,1120000000.00
Oct 21 2024,MANA,1701461465.41,1701461465.41,103472518.46,103472518.46,374516428.49,1120000000.00
Oct 16 2024,MANA,1700765002.31,1700765002.31,103168990.98,103168990.98,374427020.36,1120000000.00
Oct 10 2024,MANA,1699929246.60,1699929246.60,102804758.00,102804758.00,374319730.60,1120000000.00
Oct 05 2024,MANA,1699232783.50,1699232783.50,102501230.52,102501230.52,374230322.47,1120000000.00
Sep 30 2024,MANA,1698536320.41,1698536320.41,102197703.04,102197703.04,374140914.34,1120000000.00
Sep 25 2024,MANA,1697839857.31,1697839857.31,101894175.55,101894175.55,374051506.21,1120000000.00
Sep 20 2024,MANA,1697143394.22,1697143394.22,101590648.07,101590648.07,373962098.07,1120000000.00
Sep 14 2024,MANA,1696307638.50,1696307638.50,101226415.09,101226415.09,373854808.31,1120000000.00
Sep 09 2024,MANA,1695611175.41,1695611175.41,100922887.61,100922887.61,373765400.18,1120000000.00
Sep 04 2024,MANA,1694914712.31,1694914712.31,100619360.13,100619360.13,373675992.05,1120000000.00
Aug 30 2024,MANA,1694218249.22,1694218249.22,100315832.65,100315832.65,373586583.92,1120000000.00
Aug 24 2024,MANA,1693382493.50,1693382493.50,99951599.67,99951599.67,373479294.16,1120000000.00
Aug 19 2024,MANA,1692686030.41,1692686030.41,99648072.19,99648072.19,373389886.03,1120000000.00
Aug 14 2024,MANA,1691989567.31,1691989567.31,99344544.71,99344544.71,373300477.89,1120000000.00
Aug 09 2024,MANA,1691293104.22,1691293104.22,99041017.23,99041017.23,373211069.76,1120000000.00
Aug 03 2024,MANA,1690457348.50,1690457348.50,98676784.25,98676784.25,373103780.00,1120000000.00
Jul 29 2024,MANA,1689760885.41,1689760885.41,98373256.77,98373256.77,373014371.87,1120000000.00
Jul 24 2024,MANA,1689064422.31,1689064422.31,98069729.29,98069729.29,372924963.74,1120000000.00
Jul 19 2024,MANA,1688367959.21,1688367959.21,97766201.80,97766201.80,372835555.61,1120000000.00
Jul 14 2024,MANA,1687671496.12,1687671496.12,97462674.32,97462674.32,372746147.47,1120000000.00
Jul 08 2024,MANA,1686835740.40,1686835740.40,97098441.35,97098441.35,372638857.71,1120000000.00
Jul 03 2024,MANA,1686139277.31,1686139277.31,96794913.86,96794913.86,372549449.58,1120000000.00
Jun 28 2024,MANA,1685442814.21,1685442814.21,96491386.38,96491386.38,372460041.45,1120000000.00
Jun 23 2024,MANA,1684746351.12,1684746351.12,96187858.90,96187858.90,372370633.32,1120000000.00
Jun 17 2024,MANA,1683910595.40,1683910595.40,95823625.92,95823625.92,372263343.56,1120000000.00
Jun 12 2024,MANA,1683214132.31,1683214132.31,95520098.44,95520098.44,372173935.43,1120000000.00
Jun 07 2024,MANA,1682517669.21,1682517669.21,95216570.96,95216570.96,372084527.29,1120000000.00
Jun 02 2024,MANA,1681821206.12,1681821206.12,94913043.48,94913043.48,371995119.16,1120000000.00
May 27 2024,MANA,1680985450.40,1680985450.40,94548810.50,94548810.50,371887829.40,1120000000.00
May 22 2024,MANA,1680288987.31,1680288987.31,94245283.02,94245283.02,371798421.27,1120000000.00
May 17 2024,MANA,1679592524.21,1679592524.21,93941755.54,93941755.54,371709013.14,1120000000.00
May 12 2024,MANA,1678896061.12,1678896061.12,93638228.06,93638228.06,371619605.00,1120000000.00
May 06 2024,MANA,1678060305.40,1678060305.40,93273995.08,93273995.08,371512315.25,1120000000.00
May 01 2024,MANA,1677363842.31,1677363842.31,92970467.60,92970467.60,371422907.11,1120000000.00
Apr 26 2024,MANA,1676667379.21,1676667379.21,92666940.11,92666940.11,371333498.98,1120000000.00
Apr 21 2024,MANA,1675970916.11,1675970916.11,92363412.63,92363412.63,371244090.85,1120000000.00
Apr 16 2024,MANA,1675274453.02,1675274453.02,92059885.15,92059885.15,371154682.72,1120000000.00
Apr 10 2024,MANA,1674438697.30,1674438697.30,91695652.17,91695652.17,371047392.96,1120000000.00
Apr 05 2024,MANA,1673742234.21,1673742234.21,91392124.69,91392124.69,370957984.82,1120000000.00
Mar 31 2024,MANA,1673045771.11,1673045771.11,91088597.21,91088597.21,370868576.69,1120000000.00
Mar 26 2024,MANA,0,1672349308.02,90785069.73,90785069.73,370779168.56,1120000000.00
Mar 20 2024,MANA,0,1671513552.30,90420836.75,90420836.75,370671878.80,1120000000.00
Mar 15 2024,MANA,0,1670817089.21,90117309.27,90117309.27,370582470.67,1120000000.00
Mar 10 2024,MANA,0,1670120626.11,89813781.79,89813781.79,370493062.54,1120000000.00
Mar 05 2024,MANA,0,1669424163.02,89510254.31,89510254.31,370403654.40,1120000000.00
Feb 28 2024,MANA,0,1668588407.30,89146021.33,89146021.33,370296364.64,1120000000.00
Feb 23 2024,MANA,0,1667891944.21,88842493.85,88842493.85,370206956.51,1120000000.00
Feb 18 2024,MANA,0,1667195481.11,88538966.37,88538966.37,370117548.38,1120000000.00
Feb 13 2024,MANA,0,1666499018.02,88235438.88,88235438.88,370028140.25,1120000000.00
Feb 08 2024,MANA,0,1665802554.92,87931911.40,87931911.40,369938732.11,1120000000.00
Feb 02 2024,MANA,0,1664966799.21,87567678.42,87567678.42,369831442.36,1120000000.00
Jan 28 2024,MANA,0,1664270336.11,87264150.94,87264150.94,369742034.22,1120000000.00
Jan 23 2024,MANA,0,1663573873.01,86960623.46,86960623.46,369652626.09,1120000000.00
Jan 18 2024,MANA,0,1662877409.92,86657095.98,86657095.98,369563217.96,1120000000.00
Jan 12 2024,MANA,0,1662041654.20,86292863.00,86292863.00,369455928.20,1120000000.00
Jan 07 2024,MANA,0,1661345191.11,85989335.52,85989335.52,369366520.07,1120000000.00
Jan 02 2024,MANA,0,1659393287.21,85685808.04,85685808.04,368021671.13,1120000000.00
Dec 28 2023,MANA,0,1657555514.29,85382280.56,85382280.56,366790953.18,1120000000.00
Dec 22 2023,MANA,0,1655350186.80,85018047.58,85018047.58,365314091.64,1120000000.00
Dec 17 2023,MANA,0,1653512413.88,84714520.10,84714520.10,364083373.68,1120000000.00
Dec 12 2023,MANA,0,1651674640.96,84410992.62,84410992.62,362852655.73,1120000000.00
Dec 07 2023,MANA,0,1649836868.05,84107465.14,84107465.14,361621937.78,1120000000.00
Dec 01 2023,MANA,0,1647631540.55,83743232.16,83743232.16,360145076.23,1120000000.00
Nov 26 2023,MANA,0,1645793767.63,83439704.68,83439704.68,358914358.28,1120000000.00
Nov 21 2023,MANA,0,1643955994.72,83136177.19,83136177.19,357683640.33,1120000000.00
Nov 16 2023,MANA,0,1642118221.80,82832649.71,82832649.71,356452922.37,1120000000.00
Nov 11 2023,MANA,0,1640280448.88,82529122.23,82529122.23,355222204.42,1120000000.00
Nov 05 2023,MANA,0,1638075121.38,82164889.25,82164889.25,353745342.88,1120000000.00
Oct 31 2023,MANA,0,1636237348.47,81861361.77,81861361.77,352514624.92,1120000000.00
Oct 26 2023,MANA,0,1634399575.55,81557834.29,81557834.29,351283906.97,1120000000.00
Oct 21 2023,MANA,0,1632561802.63,81254306.81,81254306.81,350053189.02,1120000000.00
Oct 15 2023,MANA,0,1630356475.14,80890073.83,80890073.83,348576327.47,1120000000.00
Oct 10 2023,MANA,0,1628518702.22,80586546.35,80586546.35,347345609.52,1120000000.00
Oct 05 2023,MANA,0,1626680929.30,80283018.87,80283018.87,346114891.57,1120000000.00
Sep 30 2023,MANA,0,1624843156.39,79979491.39,79979491.39,344884173.61,1120000000.00
Sep 24 2023,MANA,0,1622637828.89,79615258.41,79615258.41,343407312.07,1120000000.00
Sep 19 2023,MANA,0,1620800055.97,79311730.93,79311730.93,342176594.12,1120000000.00
Sep 14 2023,MANA,0,1618962283.06,79008203.45,79008203.45,340945876.16,1120000000.00
Sep 09 2023,MANA,0,1617124510.14,78704675.96,78704675.96,339715158.21,1120000000.00
Sep 04 2023,MANA,0,1615286737.22,78401148.48,78401148.48,338484440.26,1120000000.00
Sep 04 2023,MANA,0,1615286737.22,78401148.48,78401148.48,338484440.26,1120000000.00
Aug 29 2023,MANA,0,1613081409.72,78036915.50,78036915.50,337007578.71,1120000000.00
Aug 24 2023,MANA,0,1611243636.81,77733388.02,77733388.02,335776860.76,1120000000.00
Aug 19 2023,MANA,0,1609405863.89,77429860.54,77429860.54,334546142.81,1120000000.00
Aug 14 2023,MANA,0,1607568090.98,77126333.06,77126333.06,333315424.86,1120000000.00
Aug 08 2023,MANA,0,1605362763.48,76762100.08,76762100.08,331838563.31,1120000000.00
Aug 03 2023,MANA,0,1603524990.56,76458572.60,76458572.60,330607845.36,1120000000.00
Jul 29 2023,MANA,0,1601687217.64,76155045.12,76155045.12,329377127.41,1120000000.00
Jul 24 2023,MANA,0,1599849444.73,75851517.64,75851517.64,328146409.45,1120000000.00
Jul 18 2023,MANA,0,1597644117.23,75487284.66,75487284.66,326669547.91,1120000000.00
Jul 13 2023,MANA,0,1595806344.31,75183757.18,75183757.18,325438829.96,1120000000.00
Jul 08 2023,MANA,0,1593968571.40,74880229.70,74880229.70,324208112.00,1120000000.00
Jul 03 2023,MANA,0,1592130798.48,74576702.21,74576702.21,322977394.05,1120000000.00
Jun 27 2023,MANA,0,1589925470.98,74212469.24,74212469.24,321500532.51,1120000000.00
Jun 22 2023,MANA,0,1588087698.06,73908941.76,73908941.76,320269814.55,1120000000.00
Jun 17 2023,MANA,0,1586249925.15,73605414.27,73605414.27,319039096.60,1120000000.00
Jun 12 2023,MANA,0,1584412152.23,73301886.79,73301886.79,317808378.65,1120000000.00
Jun 07 2023,MANA,0,1582574379.32,72998359.31,72998359.31,316577660.69,1120000000.00
Jun 01 2023,MANA,0,1580369051.82,72634126.33,72634126.33,315100799.15,1120000000.00
May 27 2023,MANA,0,1578531278.90,72330598.85,72330598.85,313870081.20,1120000000.00
May 22 2023,MANA,0,1576693505.98,72027071.37,72027071.37,312639363.24,1120000000.00
May 17 2023,MANA,0,1574855733.07,71723543.89,71723543.89,311408645.29,1120000000.00
May 11 2023,MANA,0,1572650405.57,71359310.91,71359310.91,309931783.75,1120000000.00
May 06 2023,MANA,0,1570812632.65,71055783.43,71055783.43,308701065.79,1120000000.00
May 01 2023,MANA,0,1568974859.74,70752255.95,70752255.95,307470347.84,1120000000.00
Apr 26 2023,MANA,0,1567137086.82,70448728.47,70448728.47,306239629.89,1120000000.00
Apr 20 2023,MANA,0,1564931759.32,70084495.49,70084495.49,304762768.34,1120000000.00
Apr 15 2023,MANA,0,1563093986.40,69780968.01,69780968.01,303532050.39,1120000000.00
Apr 10 2023,MANA,0,1561256213.49,69477440.53,69477440.53,302301332.44,1120000000.00
Apr 05 2023,MANA,0,1559418440.57,69173913.04,69173913.04,301070614.48,1120000000.00
Mar 31 2023,MANA,0,1557580667.66,68870385.56,68870385.56,299839896.53,1120000000.00
Mar 25 2023,MANA,0,1555375340.16,68506152.58,68506152.58,298363034.99,1120000000.00
Mar 20 2023,MANA,0,1553537567.24,68202625.10,68202625.10,297132317.04,1120000000.00
Mar 15 2023,MANA,0,1551699794.32,67899097.62,67899097.62,295901599.08,1120000000.00
Mar 10 2023,MANA,0,1549862021.41,67595570.14,67595570.14,294670881.13,1120000000.00
Mar 04 2023,MANA,0,1547656693.91,67231337.16,67231337.16,293194019.59,1120000000.00
Feb 27 2023,MANA,0,1545818920.99,66927809.68,66927809.68,291963301.63,1120000000.00
Feb 22 2023,MANA,0,1543981148.08,66624282.20,66624282.20,290732583.68,1120000000.00
Feb 17 2023,MANA,0,1542143375.16,66320754.72,66320754.72,289501865.73,1120000000.00
Feb 11 2023,MANA,0,1539938047.66,65956521.74,65956521.74,288025004.18,1120000000.00
Feb 06 2023,MANA,0,1538100274.74,65652994.26,65652994.26,286794286.23,1120000000.00
Feb 01 2023,MANA,0,1536262501.83,65349466.78,65349466.78,285563568.28,1120000000.00
Jan 27 2023,MANA,0,1534424728.91,65045939.29,65045939.29,284332850.32,1120000000.00
Jan 21 2023,MANA,0,1532219401.41,64681706.32,64681706.32,282855988.78,1120000000.00
Jan 16 2023,MANA,0,1530381628.50,64378178.84,64378178.84,281625270.83,1120000000.00
Jan 11 2023,MANA,0,1528543855.58,64074651.35,64074651.35,280394552.87,1120000000.00
Jan 06 2023,MANA,0,1526706082.66,63771123.87,63771123.87,279163834.92,1120000000.00
Jan 01 2023,MANA,0,1524868309.75,63467596.39,63467596.39,277933116.97,1120000000.00
Dec 26 2022,MANA,0,1522197327.09,63103363.41,63103363.41,275990600.26,1120000000.00
Dec 21 2022,MANA,0,1519843013.69,62799835.93,62799835.93,274243341.83,1120000000.00
Dec 16 2022,MANA,0,1517488700.30,62496308.45,62496308.45,272496083.40,1120000000.00
Dec 11 2022,MANA,0,1515134386.91,62192780.97,62192780.97,270748824.98,1120000000.00
Dec 05 2022,MANA,0,1512309210.84,61828547.99,61828547.99,268652114.86,1120000000.00
Nov 30 2022,MANA,0,1509954897.45,61525020.51,61525020.51,266904856.43,1120000000.00
Nov 25 2022,MANA,0,1507600584.06,61221493.03,61221493.03,265157598.01,1120000000.00
Nov 20 2022,MANA,0,1505246270.67,60917965.55,60917965.55,263410339.58,1120000000.00
Nov 14 2022,MANA,0,1502421094.60,60553732.57,60553732.57,261313629.46,1120000000.00
Nov 09 2022,MANA,0,1500066781.21,60250205.09,60250205.09,259566371.04,1120000000.00
Nov 04 2022,MANA,0,1497712467.82,59946677.60,59946677.60,257819112.61,1120000000.00
Oct 30 2022,MANA,0,1495351633.98,59643150.12,59643150.12,256065333.73,1120000000.00
Oct 25 2022,MANA,0,1492975585.77,59339622.64,59339622.64,254296340.48,1120000000.00
Oct 19 2022,MANA,0,1490124327.91,58975389.66,58975389.66,252173548.58,1120000000.00
Oct 14 2022,MANA,0,1487748279.70,58671862.18,58671862.18,250404555.33,1120000000.00
Oct 09 2022,MANA,0,1485372231.49,58368334.70,58368334.70,248635562.08,1120000000.00
Oct 04 2022,MANA,0,1482996183.27,58064807.22,58064807.22,246866568.83,1120000000.00
Sep 28 2022,MANA,0,1480144925.42,57700574.24,57700574.24,244743776.93,1120000000.00
Sep 23 2022,MANA,0,1477768877.20,57397046.76,57397046.76,242974783.68,1120000000.00
Sep 18 2022,MANA,0,1475392828.99,57093519.28,57093519.28,241205790.43,1120000000.00
Sep 13 2022,MANA,0,1473016780.78,56789991.80,56789991.80,239436797.18,1120000000.00
Sep 07 2022,MANA,0,1470165522.92,56425758.82,56425758.82,237314005.28,1120000000.00
Sep 02 2022,MANA,0,1467789474.71,56122231.34,56122231.34,235545012.03,1120000000.00
Aug 28 2022,MANA,0,1465413426.50,55818703.86,55818703.86,233776018.78,1120000000.00
Aug 23 2022,MANA,0,1463037378.28,55515176.37,55515176.37,232007025.53,1120000000.00
Aug 17 2022,MANA,0,1460186120.43,55150943.40,55150943.40,229884233.64,1120000000.00
Aug 12 2022,MANA,0,1457810072.21,54847415.91,54847415.91,228115240.39,1120000000.00
