Date,Symbol,Available Supply,Unlocked Supply,Founder’s Node Operators,Gala Games Conservatorship.
May 27 2023,GALA,0,8904108720.85,4452054360.42,4452054360.42
May 23 2023,GALA,0,8869862148.84,4434931074.42,4434931074.42
May 19 2023,GALA,0,8835615576.83,4417807788.41,4417807788.41
May 16 2023,GALA,0,8809930647.82,4404965323.91,4404965323.91
May 12 2023,GALA,0,8775684075.81,4387842037.90,4387842037.90
May 08 2023,GALA,0,8741437503.80,4370718751.90,4370718751.90
May 04 2023,GALA,0,8707190931.79,4353595465.89,4353595465.89
Apr 30 2023,GALA,0,8672944359.78,4336472179.89,4336472179.89
Apr 27 2023,GALA,0,8647259430.77,4323629715.38,4323629715.38
Apr 23 2023,GALA,0,8613012858.76,4306506429.38,4306506429.38
Apr 19 2023,GALA,0,8578766286.75,4289383143.37,4289383143.37
Apr 15 2023,GALA,0,8544519714.73,4272259857.37,4272259857.37
Apr 12 2023,GALA,0,8518834785.73,4259417392.86,4259417392.86
Apr 08 2023,GALA,0,8484588213.72,4242294106.86,4242294106.86
Apr 04 2023,GALA,0,8450341641.70,4225170820.85,4225170820.85
Mar 31 2023,GALA,0,8416095069.69,4208047534.85,4208047534.85
Mar 27 2023,GALA,0,8381848497.68,4190924248.84,4190924248.84
Mar 24 2023,GALA,0,8356163568.67,4178081784.34,4178081784.34
Mar 20 2023,GALA,0,8321916996.66,4160958498.33,4160958498.33
Mar 16 2023,GALA,0,8287670424.65,4143835212.33,4143835212.33
Mar 12 2023,GALA,0,8253423852.64,4126711926.32,4126711926.32
Mar 08 2023,GALA,0,8219177280.63,4109588640.32,4109588640.32
Mar 05 2023,GALA,0,8193492351.62,4096746175.81,4096746175.81
Mar 01 2023,GALA,0,8159245779.61,4079622889.81,4079622889.81
Feb 25 2023,GALA,0,8124999207.60,4062499603.80,4062499603.80
Feb 21 2023,GALA,0,8090752635.59,4045376317.79,4045376317.79
Feb 17 2023,GALA,0,8056506063.58,4028253031.79,4028253031.79
Feb 14 2023,GALA,0,8030821134.57,4015410567.28,4015410567.28
Feb 10 2023,GALA,0,7996574562.56,3998287281.28,3998287281.28
Feb 06 2023,GALA,0,7962327990.55,3981163995.27,3981163995.27
Feb 02 2023,GALA,0,7928081418.54,3964040709.27,3964040709.27
Jan 29 2023,GALA,0,7893834846.53,3946917423.26,3946917423.26
Jan 26 2023,GALA,0,7868149917.52,3934074958.76,3934074958.76
Jan 22 2023,GALA,0,7833903345.51,3916951672.75,3916951672.75
Jan 18 2023,GALA,0,7799656773.50,3899828386.75,3899828386.75
Jan 14 2023,GALA,0,7765410201.48,3882705100.74,3882705100.74
Jan 11 2023,GALA,0,7739725272.48,3869862636.24,3869862636.24
Jan 07 2023,GALA,0,7705478700.47,3852739350.23,3852739350.23
Jan 03 2023,GALA,0,7671232128.45,3835616064.23,3835616064.23
Dec 30 2022,GALA,0,7636985556.44,3818492778.22,3818492778.22
Dec 26 2022,GALA,0,7602738984.43,3801369492.22,3801369492.22
Dec 23 2022,GALA,0,7577054055.42,3788527027.71,3788527027.71
Dec 19 2022,GALA,0,7542807483.41,3771403741.71,3771403741.71
Dec 15 2022,GALA,0,7508560911.40,3754280455.70,3754280455.70
Dec 11 2022,GALA,0,7474314339.39,3737157169.70,3737157169.70
Dec 07 2022,GALA,0,7440067767.38,3720033883.69,3720033883.69
Dec 04 2022,GALA,0,7414382838.37,3707191419.19,3707191419.19
Nov 30 2022,GALA,0,7380136266.36,3690068133.18,3690068133.18
Nov 26 2022,GALA,0,7345889694.35,3672944847.18,3672944847.18
Nov 22 2022,GALA,0,7311643122.34,3655821561.17,3655821561.17
Nov 18 2022,GALA,0,7277396550.33,3638698275.16,3638698275.16
Nov 15 2022,GALA,0,7251711621.32,3625855810.66,3625855810.66
Nov 11 2022,GALA,0,7217465049.31,3608732524.65,3608732524.65
Nov 07 2022,GALA,0,7183218477.30,3591609238.65,3591609238.65
Nov 03 2022,GALA,0,7148971905.29,3574485952.64,3574485952.64
Oct 30 2022,GALA,0,7114725333.28,3557362666.64,3557362666.64
Oct 27 2022,GALA,0,7089040404.27,3544520202.13,3544520202.13
Oct 23 2022,GALA,0,7054793832.26,3527396916.13,3527396916.13
Oct 19 2022,GALA,0,7020547260.25,3510273630.12,3510273630.12
Oct 15 2022,GALA,0,6986300688.24,3493150344.12,3493150344.12
Oct 11 2022,GALA,0,6952054116.22,3476027058.11,3476027058.11
Oct 08 2022,GALA,0,6926369187.22,3463184593.61,3463184593.61
Oct 04 2022,GALA,0,6892122615.21,3446061307.60,3446061307.60
Sep 30 2022,GALA,0,6857876043.19,3428938021.60,3428938021.60
Sep 26 2022,GALA,0,6823629471.18,3411814735.59,3411814735.59
Sep 23 2022,GALA,0,6797944542.18,3398972271.09,3398972271.09
Sep 19 2022,GALA,0,6763697970.16,3381848985.08,3381848985.08
Sep 15 2022,GALA,0,6729451398.15,3364725699.08,3364725699.08
Sep 11 2022,GALA,0,6695204826.14,3347602413.07,3347602413.07
Sep 07 2022,GALA,0,6660958254.13,3330479127.07,3330479127.07
Sep 04 2022,GALA,0,6635273325.12,3317636662.56,3317636662.56
Aug 31 2022,GALA,0,6601026753.11,3300513376.56,3300513376.56
Aug 27 2022,GALA,0,6566780181.10,3283390090.55,3283390090.55
Aug 23 2022,GALA,0,6532533609.09,3266266804.55,3266266804.55
Aug 19 2022,GALA,0,6498287037.08,3249143518.54,3249143518.54
Aug 16 2022,GALA,0,6472602108.07,3236301054.04,3236301054.04
Aug 12 2022,GALA,0,6438355536.06,3219177768.03,3219177768.03
Aug 08 2022,GALA,0,6404108964.05,3202054482.02,3202054482.02
Aug 04 2022,GALA,0,6369862392.04,3184931196.02,3184931196.02
Jul 31 2022,GALA,0,6335615820.03,3167807910.01,3167807910.01
Jul 28 2022,GALA,0,6309930891.02,3154965445.51,3154965445.51
Jul 24 2022,GALA,0,6275684319.01,3137842159.50,3137842159.50
Jul 20 2022,GALA,0,6232872193.68,3116436096.84,3116436096.84
Jul 16 2022,GALA,0,6164363408.41,3082181704.20,3082181704.20
Jul 12 2022,GALA,0,6095854623.13,3047927311.57,3047927311.57
Jul 09 2022,GALA,0,6044473034.17,3022236517.09,3022236517.09
Jul 05 2022,GALA,0,5975964248.90,2987982124.45,2987982124.45
Jul 01 2022,GALA,0,5907455463.62,2953727731.81,2953727731.81
Jun 27 2022,GALA,0,5838946678.35,2919473339.17,2919473339.17
Jun 24 2022,GALA,0,5787565089.39,2893782544.70,2893782544.70
Jun 20 2022,GALA,0,5719056304.12,2859528152.06,2859528152.06
Jun 16 2022,GALA,0,5650547518.84,2825273759.42,2825273759.42
Jun 12 2022,GALA,0,5582038733.57,2791019366.78,2791019366.78
Jun 08 2022,GALA,0,5513529948.29,2756764974.15,2756764974.15
Jun 05 2022,GALA,0,5462148359.34,2731074179.67,2731074179.67
Jun 01 2022,GALA,0,5393639574.06,2696819787.03,2696819787.03
May 28 2022,GALA,0,5325130788.79,2662565394.39,2662565394.39
May 24 2022,GALA,0,5256622003.51,2628311001.75,2628311001.75
May 20 2022,GALA,0,5188113218.23,2594056609.12,2594056609.12
May 17 2022,GALA,0,5136731629.28,2568365814.64,2568365814.64
May 13 2022,GALA,0,5068222844.00,2534111422.00,2534111422.00
May 09 2022,GALA,0,4999714058.73,2499857029.36,2499857029.36
May 05 2022,GALA,0,4931205273.45,2465602636.73,2465602636.73
May 01 2022,GALA,0,4862696488.18,2431348244.09,2431348244.09
Apr 28 2022,GALA,0,4811314899.22,2405657449.61,2405657449.61
Apr 24 2022,GALA,0,4742806113.95,2371403056.97,2371403056.97
Apr 20 2022,GALA,0,4674297328.67,2337148664.34,2337148664.34
Apr 16 2022,GALA,0,4605788543.40,2302894271.70,2302894271.70
Apr 12 2022,GALA,0,4537279758.12,2268639879.06,2268639879.06
Apr 09 2022,GALA,0,4485898169.16,2242949084.58,2242949084.58
Apr 05 2022,GALA,0,4417389383.89,2208694691.94,2208694691.94
Apr 01 2022,GALA,0,4348880598.61,2174440299.31,2174440299.31
Mar 28 2022,GALA,0,4280371813.34,2140185906.67,2140185906.67
Mar 25 2022,GALA,0,4228990224.38,2114495112.19,2114495112.19
Mar 21 2022,GALA,0,4160481439.11,2080240719.55,2080240719.55
Mar 17 2022,GALA,0,4091972653.83,2045986326.92,2045986326.92
Mar 13 2022,GALA,0,4023463868.56,2011731934.28,2011731934.28
Mar 09 2022,GALA,0,3954955083.28,1977477541.64,1977477541.64
Mar 06 2022,GALA,0,3903573494.33,1951786747.16,1951786747.16
Mar 02 2022,GALA,0,3835064709.05,1917532354.53,1917532354.53
Feb 26 2022,GALA,0,3766555923.77,1883277961.89,1883277961.89
Feb 22 2022,GALA,0,3698047138.50,1849023569.25,1849023569.25
Feb 18 2022,GALA,0,3629538353.22,1814769176.61,1814769176.61
Feb 15 2022,GALA,0,3578156764.27,1789078382.13,1789078382.13
Feb 11 2022,GALA,0,3509647978.99,1754823989.50,1754823989.50
Feb 07 2022,GALA,0,3441139193.72,1720569596.86,1720569596.86
Feb 03 2022,GALA,0,3372630408.44,1686315204.22,1686315204.22
Jan 30 2022,GALA,0,3304121623.17,1652060811.58,1652060811.58
Jan 27 2022,GALA,0,3252740034.21,1626370017.11,1626370017.11
Jan 23 2022,GALA,0,3184231248.94,1592115624.47,1592115624.47
Jan 19 2022,GALA,0,3115722463.66,1557861231.83,1557861231.83
Jan 15 2022,GALA,0,3047213678.39,1523606839.19,1523606839.19
Jan 11 2022,GALA,0,2978704893.11,1489352446.56,1489352446.56
Jan 08 2022,GALA,0,2927323304.15,1463661652.08,1463661652.08
Jan 04 2022,GALA,0,2858814518.88,1429407259.44,1429407259.44
Dec 31 2021,GALA,0,2790305733.60,1395152866.80,1395152866.80
Dec 27 2021,GALA,0,2721796948.33,1360898474.16,1360898474.16
Dec 23 2021,GALA,0,2653288163.05,1326644081.53,1326644081.53
Dec 20 2021,GALA,0,2601906574.10,1300953287.05,1300953287.05
Dec 16 2021,GALA,0,2533397788.82,1266698894.41,1266698894.41
Dec 12 2021,GALA,0,2464889003.55,1232444501.77,1232444501.77
Dec 08 2021,GALA,0,2396380218.27,1198190109.14,1198190109.14
Dec 05 2021,GALA,0,2344998629.31,1172499314.66,1172499314.66
Dec 01 2021,GALA,0,2276489844.04,1138244922.02,1138244922.02
Nov 27 2021,GALA,0,2207981058.76,1103990529.38,1103990529.38
Nov 23 2021,GALA,0,2139472273.49,1069736136.74,1069736136.74
Nov 19 2021,GALA,0,2070963488.21,1035481744.11,1035481744.11
Nov 16 2021,GALA,0,2019581899.26,1009790949.63,1009790949.63
Nov 12 2021,GALA,0,1951073113.98,975536556.99,975536556.99
Nov 08 2021,GALA,0,1882564328.71,941282164.35,941282164.35
Nov 04 2021,GALA,0,1814055543.43,907027771.72,907027771.72
Oct 31 2021,GALA,0,1745546758.16,872773379.08,872773379.08
Oct 28 2021,GALA,0,1694165169.20,847082584.60,847082584.60
Oct 24 2021,GALA,0,1625656383.93,812828191.96,812828191.96
Oct 20 2021,GALA,0,1557147598.65,778573799.33,778573799.33
Oct 16 2021,GALA,0,1488638813.38,744319406.69,744319406.69
Oct 12 2021,GALA,0,1420130028.10,710065014.05,710065014.05
Oct 09 2021,GALA,0,1368748439.14,684374219.57,684374219.57
Oct 05 2021,GALA,0,1300239653.87,650119826.93,650119826.93
Oct 01 2021,GALA,0,1231730868.59,615865434.30,615865434.30
Sep 27 2021,GALA,0,1163222083.32,581611041.66,581611041.66
Sep 23 2021,GALA,0,1094713298.04,547356649.02,547356649.02
Sep 20 2021,GALA,0,1043331709.09,521665854.54,521665854.54
Sep 16 2021,GALA,0,974822923.81,487411461.91,487411461.91
Sep 12 2021,GALA,0,906314138.54,453157069.27,453157069.27
Sep 08 2021,GALA,0,837805353.26,418902676.63,418902676.63
Sep 05 2021,GALA,0,786423764.30,393211882.15,393211882.15
Sep 01 2021,GALA,0,717914979.03,358957489.51,358957489.51
Aug 28 2021,GALA,0,649406193.75,324703096.88,324703096.88
Aug 24 2021,GALA,0,580897408.48,290448704.24,290448704.24
Aug 20 2021,GALA,0,512388623.20,256194311.60,256194311.60
Aug 17 2021,GALA,0,461007034.25,230503517.12,230503517.12
Aug 13 2021,GALA,0,392498248.97,196249124.49,196249124.49
Aug 09 2021,GALA,0,323989463.70,161994731.85,161994731.85
Aug 05 2021,GALA,0,255480678.42,127740339.21,127740339.21
Aug 01 2021,GALA,0,186971893.15,93485946.57,93485946.57
Jul 29 2021,GALA,0,135590304.19,67795152.10,67795152.10
Jul 25 2021,GALA,0,67081518.92,33540759.46,33540759.46
Jul 21 2021,GALA,0.00,0.00,0,0
