Date,Symbol,Available Supply,Unlocked Supply,Founder’s Node Operators,Gala Games Conservatorship.
Oct 21 2030,GALA,12480133092.00,12480133092.00,6240066546.00,6240066546.00
Oct 17 2030,GALA,12480133092.00,12480133092.00,6240066546.00,6240066546.00
Oct 13 2030,GALA,12480133092.00,12480133092.00,6240066546.00,6240066546.00
Oct 10 2030,GALA,12480133092.00,12480133092.00,6240066546.00,6240066546.00
Oct 06 2030,GALA,12480133092.00,12480133092.00,6240066546.00,6240066546.00
Oct 02 2030,GALA,12480133092.00,12480133092.00,6240066546.00,6240066546.00
Sep 28 2030,GALA,12480133092.00,12480133092.00,6240066546.00,6240066546.00
Sep 24 2030,GALA,12480133092.00,12480133092.00,6240066546.00,6240066546.00
Sep 21 2030,GALA,12480133092.00,12480133092.00,6240066546.00,6240066546.00
Sep 17 2030,GALA,12480133092.00,12480133092.00,6240066546.00,6240066546.00
Sep 13 2030,GALA,12480133092.00,12480133092.00,6240066546.00,6240066546.00
Sep 09 2030,GALA,12480133092.00,12480133092.00,6240066546.00,6240066546.00
Sep 05 2030,GALA,12480133092.00,12480133092.00,6240066546.00,6240066546.00
Sep 02 2030,GALA,12480133092.00,12480133092.00,6240066546.00,6240066546.00
Aug 29 2030,GALA,12480133092.00,12480133092.00,6240066546.00,6240066546.00
Aug 25 2030,GALA,12480133092.00,12480133092.00,6240066546.00,6240066546.00
Aug 21 2030,GALA,12480133092.00,12480133092.00,6240066546.00,6240066546.00
Aug 18 2030,GALA,12480133092.00,12480133092.00,6240066546.00,6240066546.00
Aug 14 2030,GALA,12480133092.00,12480133092.00,6240066546.00,6240066546.00
Aug 10 2030,GALA,12480133092.00,12480133092.00,6240066546.00,6240066546.00
Aug 06 2030,GALA,12480133092.00,12480133092.00,6240066546.00,6240066546.00
Aug 02 2030,GALA,12480133092.00,12480133092.00,6240066546.00,6240066546.00
Jul 30 2030,GALA,12480133092.00,12480133092.00,6240066546.00,6240066546.00
Jul 26 2030,GALA,12480133092.00,12480133092.00,6240066546.00,6240066546.00
Jul 22 2030,GALA,12480133092.00,12480133092.00,6240066546.00,6240066546.00
Jul 18 2030,GALA,12479932428.49,12479932428.49,6239966214.25,6239966214.25
Jul 14 2030,GALA,12479664877.15,12479664877.15,6239832438.58,6239832438.58
Jul 11 2030,GALA,12479464213.64,12479464213.64,6239732106.82,6239732106.82
Jul 07 2030,GALA,12479196662.30,12479196662.30,6239598331.15,6239598331.15
Jul 03 2030,GALA,12478929110.96,12478929110.96,6239464555.48,6239464555.48
Jun 29 2030,GALA,12478661559.62,12478661559.62,6239330779.81,6239330779.81
Jun 25 2030,GALA,12478394008.27,12478394008.27,6239197004.14,6239197004.14
Jun 22 2030,GALA,12478193344.77,12478193344.77,6239096672.38,6239096672.38
Jun 18 2030,GALA,12477925793.43,12477925793.43,6238962896.71,6238962896.71
Jun 14 2030,GALA,12477658242.08,12477658242.08,6238829121.04,6238829121.04
Jun 10 2030,GALA,12477390690.74,12477390690.74,6238695345.37,6238695345.37
Jun 06 2030,GALA,12477123139.40,12477123139.40,6238561569.70,6238561569.70
Jun 03 2030,GALA,12476922475.89,12476922475.89,6238461237.95,6238461237.95
May 30 2030,GALA,12476654924.55,12476654924.55,6238327462.27,6238327462.27
May 26 2030,GALA,12476387373.21,12476387373.21,6238193686.60,6238193686.60
May 22 2030,GALA,12476119821.86,12476119821.86,6238059910.93,6238059910.93
May 19 2030,GALA,12475919158.36,12475919158.36,6237959579.18,6237959579.18
May 15 2030,GALA,12475651607.01,12475651607.01,6237825803.51,6237825803.51
May 11 2030,GALA,12475384055.67,12475384055.67,6237692027.84,6237692027.84
May 07 2030,GALA,12475116504.33,12475116504.33,6237558252.16,6237558252.16
May 03 2030,GALA,12474848952.99,12474848952.99,6237424476.49,6237424476.49
Apr 30 2030,GALA,12474648289.48,12474648289.48,6237324144.74,6237324144.74
Apr 26 2030,GALA,12474380738.14,12474380738.14,6237190369.07,6237190369.07
Apr 22 2030,GALA,12474113186.80,12474113186.80,6237056593.40,6237056593.40
Apr 18 2030,GALA,12473845635.45,12473845635.45,6236922817.73,6236922817.73
Apr 14 2030,GALA,12473578084.11,12473578084.11,6236789042.06,6236789042.06
Apr 11 2030,GALA,12473377420.60,12473377420.60,6236688710.30,6236688710.30
Apr 07 2030,GALA,12473109869.26,12473109869.26,6236554934.63,6236554934.63
Apr 03 2030,GALA,12472842317.92,12472842317.92,6236421158.96,6236421158.96
Mar 30 2030,GALA,12472574766.58,12472574766.58,6236287383.29,6236287383.29
Mar 26 2030,GALA,12472307215.23,12472307215.23,6236153607.62,6236153607.62
Mar 23 2030,GALA,12472106551.73,12472106551.73,6236053275.86,6236053275.86
Mar 19 2030,GALA,12471839000.38,12471839000.38,6235919500.19,6235919500.19
Mar 15 2030,GALA,12471571449.04,12471571449.04,6235785724.52,6235785724.52
Mar 11 2030,GALA,12471303897.70,12471303897.70,6235651948.85,6235651948.85
Mar 07 2030,GALA,12471036346.36,12471036346.36,6235518173.18,6235518173.18
Mar 04 2030,GALA,12470835682.85,12470835682.85,6235417841.42,6235417841.42
Feb 28 2030,GALA,12470568131.51,12470568131.51,6235284065.75,6235284065.75
Feb 24 2030,GALA,12470300580.16,12470300580.16,6235150290.08,6235150290.08
Feb 20 2030,GALA,12470033028.82,12470033028.82,6235016514.41,6235016514.41
Feb 16 2030,GALA,12469765477.48,12469765477.48,6234882738.74,6234882738.74
Feb 13 2030,GALA,12469564813.97,12469564813.97,6234782406.99,6234782406.99
Feb 09 2030,GALA,12469297262.63,12469297262.63,6234648631.32,6234648631.32
Feb 05 2030,GALA,12469029711.29,12469029711.29,6234514855.64,6234514855.64
Feb 01 2030,GALA,12468762159.95,12468762159.95,6234381079.97,6234381079.97
Jan 29 2030,GALA,12468561496.44,12468561496.44,6234280748.22,6234280748.22
Jan 25 2030,GALA,12468293945.10,12468293945.10,6234146972.55,6234146972.55
Jan 21 2030,GALA,12468026393.75,12468026393.75,6234013196.88,6234013196.88
Jan 17 2030,GALA,12467758842.41,12467758842.41,6233879421.21,6233879421.21
Jan 13 2030,GALA,12467491291.07,12467491291.07,6233745645.53,6233745645.53
Jan 10 2030,GALA,12467290627.56,12467290627.56,6233645313.78,6233645313.78
Jan 06 2030,GALA,12467023076.22,12467023076.22,6233511538.11,6233511538.11
Jan 02 2030,GALA,12466755524.88,12466755524.88,6233377762.44,6233377762.44
Dec 29 2029,GALA,12466487973.53,12466487973.53,6233243986.77,6233243986.77
Dec 25 2029,GALA,12466220422.19,12466220422.19,6233110211.10,6233110211.10
Dec 22 2029,GALA,12466019758.69,12466019758.69,6233009879.34,6233009879.34
Dec 18 2029,GALA,12465752207.34,12465752207.34,6232876103.67,6232876103.67
Dec 14 2029,GALA,12465484656.00,12465484656.00,6232742328.00,6232742328.00
Dec 10 2029,GALA,12465217104.66,12465217104.66,6232608552.33,6232608552.33
Dec 06 2029,GALA,12464949553.32,12464949553.32,6232474776.66,6232474776.66
Dec 03 2029,GALA,12464748889.81,12464748889.81,6232374444.90,6232374444.90
Nov 29 2029,GALA,12464481338.47,12464481338.47,6232240669.23,6232240669.23
Nov 25 2029,GALA,12464213787.12,12464213787.12,6232106893.56,6232106893.56
Nov 21 2029,GALA,12463946235.78,12463946235.78,6231973117.89,6231973117.89
Nov 17 2029,GALA,12463678684.44,12463678684.44,6231839342.22,6231839342.22
Nov 14 2029,GALA,12463478020.93,12463478020.93,6231739010.47,6231739010.47
Nov 10 2029,GALA,12463210469.59,12463210469.59,6231605234.79,6231605234.79
Nov 06 2029,GALA,12462942918.25,12462942918.25,6231471459.12,6231471459.12
Nov 02 2029,GALA,12462675366.90,12462675366.90,6231337683.45,6231337683.45
Oct 30 2029,GALA,12462474703.40,12462474703.40,6231237351.70,6231237351.70
Oct 26 2029,GALA,12462207152.06,12462207152.06,6231103576.03,6231103576.03
Oct 22 2029,GALA,12461939600.71,12461939600.71,6230969800.36,6230969800.36
Oct 18 2029,GALA,12461672049.37,12461672049.37,6230836024.69,6230836024.69
Oct 14 2029,GALA,12461404498.03,12461404498.03,6230702249.01,6230702249.01
Oct 11 2029,GALA,12461203834.52,12461203834.52,6230601917.26,6230601917.26
Oct 07 2029,GALA,12460936283.18,12460936283.18,6230468141.59,6230468141.59
Oct 03 2029,GALA,12460668731.84,12460668731.84,6230334365.92,6230334365.92
Sep 29 2029,GALA,12460401180.49,12460401180.49,6230200590.25,6230200590.25
Sep 25 2029,GALA,12460133629.15,12460133629.15,6230066814.58,6230066814.58
Sep 22 2029,GALA,12459932965.64,12459932965.64,6229966482.82,6229966482.82
Sep 18 2029,GALA,12459665414.30,12459665414.30,6229832707.15,6229832707.15
Sep 14 2029,GALA,12459397862.96,12459397862.96,6229698931.48,6229698931.48
Sep 10 2029,GALA,12459130311.62,12459130311.62,6229565155.81,6229565155.81
Sep 06 2029,GALA,12458862760.27,12458862760.27,6229431380.14,6229431380.14
Sep 03 2029,GALA,12458662096.77,12458662096.77,6229331048.38,6229331048.38
Aug 30 2029,GALA,12458394545.43,12458394545.43,6229197272.71,6229197272.71
Aug 26 2029,GALA,12458126994.08,12458126994.08,6229063497.04,6229063497.04
Aug 22 2029,GALA,12457859442.74,12457859442.74,6228929721.37,6228929721.37
Aug 18 2029,GALA,12457591891.40,12457591891.40,6228795945.70,6228795945.70
Aug 15 2029,GALA,12457391227.89,12457391227.89,6228695613.95,6228695613.95
Aug 11 2029,GALA,12457123676.55,12457123676.55,6228561838.27,6228561838.27
Aug 07 2029,GALA,12456856125.21,12456856125.21,6228428062.60,6228428062.60
Aug 03 2029,GALA,12456588573.86,12456588573.86,6228294286.93,6228294286.93
Jul 31 2029,GALA,12456387910.36,12456387910.36,6228193955.18,6228193955.18
Jul 27 2029,GALA,12456120359.01,12456120359.01,6228060179.51,6228060179.51
Jul 23 2029,GALA,12455852807.67,12455852807.67,6227926403.84,6227926403.84
Jul 19 2029,GALA,12455451480.66,12455451480.66,6227725740.33,6227725740.33
Jul 15 2029,GALA,12454916377.97,12454916377.97,6227458188.99,6227458188.99
Jul 12 2029,GALA,12454515050.96,12454515050.96,6227257525.48,6227257525.48
Jul 08 2029,GALA,12453979948.27,12453979948.27,6226989974.14,6226989974.14
Jul 04 2029,GALA,12453444845.59,12453444845.59,6226722422.79,6226722422.79
Jun 30 2029,GALA,12452909742.90,12452909742.90,6226454871.45,6226454871.45
Jun 26 2029,GALA,12452374640.22,12452374640.22,6226187320.11,6226187320.11
Jun 23 2029,GALA,12451973313.21,12451973313.21,6225986656.60,6225986656.60
Jun 19 2029,GALA,12451438210.52,12451438210.52,6225719105.26,6225719105.26
Jun 15 2029,GALA,12450903107.84,12450903107.84,6225451553.92,6225451553.92
Jun 11 2029,GALA,12450368005.15,12450368005.15,6225184002.58,6225184002.58
Jun 07 2029,GALA,12449832902.47,12449832902.47,6224916451.23,6224916451.23
Jun 04 2029,GALA,12449431575.45,12449431575.45,6224715787.73,6224715787.73
May 31 2029,GALA,12448896472.77,12448896472.77,6224448236.38,6224448236.38
May 27 2029,GALA,12448361370.08,12448361370.08,6224180685.04,6224180685.04
May 23 2029,GALA,12447826267.40,12447826267.40,6223913133.70,6223913133.70
May 19 2029,GALA,12447291164.71,12447291164.71,6223645582.36,6223645582.36
May 16 2029,GALA,12446889837.70,12446889837.70,6223444918.85,6223444918.85
May 12 2029,GALA,12446354735.01,12446354735.01,6223177367.51,6223177367.51
May 08 2029,GALA,12445819632.33,12445819632.33,6222909816.16,6222909816.16
May 04 2029,GALA,12445284529.64,12445284529.64,6222642264.82,6222642264.82
Apr 30 2029,GALA,12444749426.96,12444749426.96,6222374713.48,6222374713.48
Apr 27 2029,GALA,12444348099.95,12444348099.95,6222174049.97,6222174049.97
Apr 23 2029,GALA,12443812997.26,12443812997.26,6221906498.63,6221906498.63
Apr 19 2029,GALA,12443277894.58,12443277894.58,6221638947.29,6221638947.29
Apr 15 2029,GALA,12442742791.89,12442742791.89,6221371395.95,6221371395.95
Apr 12 2029,GALA,12442341464.88,12442341464.88,6221170732.44,6221170732.44
Apr 08 2029,GALA,12441806362.19,12441806362.19,6220903181.10,6220903181.10
Apr 04 2029,GALA,12441271259.51,12441271259.51,6220635629.75,6220635629.75
Mar 31 2029,GALA,12440736156.82,12440736156.82,6220368078.41,6220368078.41
Mar 27 2029,GALA,12440201054.14,12440201054.14,6220100527.07,6220100527.07
Mar 24 2029,GALA,12439799727.12,12439799727.12,6219899863.56,6219899863.56
Mar 20 2029,GALA,12439264624.44,12439264624.44,6219632312.22,6219632312.22
Mar 16 2029,GALA,12438729521.75,12438729521.75,6219364760.88,6219364760.88
Mar 12 2029,GALA,12438194419.07,12438194419.07,6219097209.53,6219097209.53
Mar 08 2029,GALA,12437659316.38,12437659316.38,6218829658.19,6218829658.19
Mar 05 2029,GALA,12437257989.37,12437257989.37,6218628994.69,6218628994.69
Mar 01 2029,GALA,12436722886.69,12436722886.69,6218361443.34,6218361443.34
Feb 25 2029,GALA,12436187784.00,12436187784.00,6218093892.00,6218093892.00
Feb 21 2029,GALA,12435652681.32,12435652681.32,6217826340.66,6217826340.66
Feb 17 2029,GALA,12435117578.63,12435117578.63,6217558789.32,6217558789.32
Feb 14 2029,GALA,12434716251.62,12434716251.62,6217358125.81,6217358125.81
Feb 10 2029,GALA,12434181148.93,12434181148.93,6217090574.47,6217090574.47
Feb 06 2029,GALA,12433646046.25,12433646046.25,6216823023.12,6216823023.12
Feb 02 2029,GALA,12433110943.56,12433110943.56,6216555471.78,6216555471.78
Jan 29 2029,GALA,12432575840.88,12432575840.88,6216287920.44,6216287920.44
Jan 26 2029,GALA,12432174513.86,12432174513.86,6216087256.93,6216087256.93
Jan 22 2029,GALA,12431639411.18,12431639411.18,6215819705.59,6215819705.59
Jan 18 2029,GALA,12431104308.49,12431104308.49,6215552154.25,6215552154.25
Jan 14 2029,GALA,12430569205.81,12430569205.81,6215284602.90,6215284602.90
Jan 11 2029,GALA,12430167878.80,12430167878.80,6215083939.40,6215083939.40
Jan 07 2029,GALA,12429632776.11,12429632776.11,6214816388.06,6214816388.06
Jan 03 2029,GALA,12429097673.43,12429097673.43,6214548836.71,6214548836.71
Dec 30 2028,GALA,12428562570.74,12428562570.74,6214281285.37,6214281285.37
Dec 26 2028,GALA,12428027468.06,12428027468.06,6214013734.03,6214013734.03
Dec 23 2028,GALA,12427626141.04,12427626141.04,6213813070.52,6213813070.52
Dec 19 2028,GALA,12427091038.36,12427091038.36,6213545519.18,6213545519.18
Dec 15 2028,GALA,12426555935.67,12426555935.67,6213277967.84,6213277967.84
Dec 11 2028,GALA,12426020832.99,12426020832.99,6213010416.49,6213010416.49
Dec 07 2028,GALA,12425485730.30,12425485730.30,6212742865.15,6212742865.15
Dec 04 2028,GALA,12425084403.29,12425084403.29,6212542201.64,6212542201.64
Nov 30 2028,GALA,12424549300.60,12424549300.60,6212274650.30,6212274650.30
Nov 26 2028,GALA,12424014197.92,12424014197.92,6212007098.96,6212007098.96
Nov 22 2028,GALA,12423479095.23,12423479095.23,6211739547.62,6211739547.62
Nov 18 2028,GALA,12422943992.55,12422943992.55,6211471996.27,6211471996.27
Nov 15 2028,GALA,12422542665.53,12422542665.53,6211271332.77,6211271332.77
Nov 11 2028,GALA,12422007562.85,12422007562.85,6211003781.42,6211003781.42
Nov 07 2028,GALA,12421472460.16,12421472460.16,6210736230.08,6210736230.08
Nov 03 2028,GALA,12420937357.48,12420937357.48,6210468678.74,6210468678.74
Oct 30 2028,GALA,12420402254.80,12420402254.80,6210201127.40,6210201127.40
Oct 27 2028,GALA,12420000927.78,12420000927.78,6210000463.89,6210000463.89
Oct 23 2028,GALA,12419465825.10,12419465825.10,6209732912.55,6209732912.55
Oct 19 2028,GALA,12418930722.41,12418930722.41,6209465361.21,6209465361.21
Oct 15 2028,GALA,12418395619.73,12418395619.73,6209197809.86,6209197809.86
Oct 11 2028,GALA,12417860517.04,12417860517.04,6208930258.52,6208930258.52
Oct 08 2028,GALA,12417459190.03,12417459190.03,6208729595.01,6208729595.01
Oct 04 2028,GALA,12416924087.34,12416924087.34,6208462043.67,6208462043.67
Sep 30 2028,GALA,12416388984.66,12416388984.66,6208194492.33,6208194492.33
Sep 26 2028,GALA,12415853881.97,12415853881.97,6207926940.99,6207926940.99
Sep 23 2028,GALA,12415452554.96,12415452554.96,6207726277.48,6207726277.48
Sep 19 2028,GALA,12414917452.27,12414917452.27,6207458726.14,6207458726.14
Sep 15 2028,GALA,12414382349.59,12414382349.59,6207191174.79,6207191174.79
Sep 11 2028,GALA,12413847246.90,12413847246.90,6206923623.45,6206923623.45
Sep 07 2028,GALA,12413312144.22,12413312144.22,6206656072.11,6206656072.11
Sep 04 2028,GALA,12412910817.21,12412910817.21,6206455408.60,6206455408.60
Aug 31 2028,GALA,12412375714.52,12412375714.52,6206187857.26,6206187857.26
Aug 27 2028,GALA,12411840611.84,12411840611.84,6205920305.92,6205920305.92
Aug 23 2028,GALA,12411305509.15,12411305509.15,6205652754.58,6205652754.58
Aug 19 2028,GALA,12410770406.47,12410770406.47,6205385203.23,6205385203.23
Aug 16 2028,GALA,12410369079.45,12410369079.45,6205184539.73,6205184539.73
Aug 12 2028,GALA,12409833976.77,12409833976.77,6204916988.38,6204916988.38
Aug 08 2028,GALA,12409298874.08,12409298874.08,6204649437.04,6204649437.04
Aug 04 2028,GALA,12408763771.40,12408763771.40,6204381885.70,6204381885.70
Jul 31 2028,GALA,12408228668.71,12408228668.71,6204114334.36,6204114334.36
Jul 28 2028,GALA,12407827341.70,12407827341.70,6203913670.85,6203913670.85
Jul 24 2028,GALA,12407292239.01,12407292239.01,6203646119.51,6203646119.51
Jul 20 2028,GALA,12406623360.66,12406623360.66,6203311680.33,6203311680.33
Jul 16 2028,GALA,12405553155.28,12405553155.28,6202776577.64,6202776577.64
Jul 12 2028,GALA,12404482949.90,12404482949.90,6202241474.95,6202241474.95
Jul 09 2028,GALA,12403680295.87,12403680295.87,6201840147.93,6201840147.93
Jul 05 2028,GALA,12402610090.49,12402610090.49,6201305045.25,6201305045.25
Jul 01 2028,GALA,12401539885.12,12401539885.12,6200769942.56,6200769942.56
Jun 27 2028,GALA,12400469679.74,12400469679.74,6200234839.87,6200234839.87
Jun 24 2028,GALA,12399667025.71,12399667025.71,6199833512.85,6199833512.85
Jun 20 2028,GALA,12398596820.33,12398596820.33,6199298410.16,6199298410.16
Jun 16 2028,GALA,12397526614.95,12397526614.95,6198763307.48,6198763307.48
Jun 12 2028,GALA,12396456409.57,12396456409.57,6198228204.79,6198228204.79
Jun 08 2028,GALA,12395386204.20,12395386204.20,6197693102.10,6197693102.10
Jun 05 2028,GALA,12394583550.16,12394583550.16,6197291775.08,6197291775.08
Jun 01 2028,GALA,12393513344.79,12393513344.79,6196756672.39,6196756672.39
May 28 2028,GALA,12392443139.41,12392443139.41,6196221569.71,6196221569.71
May 24 2028,GALA,12391372934.03,12391372934.03,6195686467.02,6195686467.02
May 20 2028,GALA,12390302728.66,12390302728.66,6195151364.33,6195151364.33
May 17 2028,GALA,12389500074.62,12389500074.62,6194750037.31,6194750037.31
May 13 2028,GALA,12388429869.25,12388429869.25,6194214934.62,6194214934.62
May 09 2028,GALA,12387359663.87,12387359663.87,6193679831.93,6193679831.93
May 05 2028,GALA,12386289458.49,12386289458.49,6193144729.25,6193144729.25
May 01 2028,GALA,12385219253.12,12385219253.12,6192609626.56,6192609626.56
Apr 28 2028,GALA,12384416599.08,12384416599.08,6192208299.54,6192208299.54
Apr 24 2028,GALA,12383346393.71,12383346393.71,6191673196.85,6191673196.85
Apr 20 2028,GALA,12382276188.33,12382276188.33,6191138094.16,6191138094.16
Apr 16 2028,GALA,12381205982.95,12381205982.95,6190602991.48,6190602991.48
Apr 12 2028,GALA,12380135777.57,12380135777.57,6190067888.79,6190067888.79
Apr 09 2028,GALA,12379333123.54,12379333123.54,6189666561.77,6189666561.77
Apr 05 2028,GALA,12378262918.16,12378262918.16,6189131459.08,6189131459.08
Apr 01 2028,GALA,12377192712.79,12377192712.79,6188596356.39,6188596356.39
Mar 28 2028,GALA,12376122507.41,12376122507.41,6188061253.71,6188061253.71
Mar 24 2028,GALA,12375052302.03,12375052302.03,6187526151.02,6187526151.02
Mar 21 2028,GALA,12374249648.00,12374249648.00,6187124824.00,6187124824.00
Mar 17 2028,GALA,12373179442.62,12373179442.62,6186589721.31,6186589721.31
Mar 13 2028,GALA,12372109237.25,12372109237.25,6186054618.62,6186054618.62
Mar 09 2028,GALA,12371039031.87,12371039031.87,6185519515.93,6185519515.93
Mar 06 2028,GALA,12370236377.84,12370236377.84,6185118188.92,6185118188.92
Mar 02 2028,GALA,12369166172.46,12369166172.46,6184583086.23,6184583086.23
Feb 27 2028,GALA,12368095967.08,12368095967.08,6184047983.54,6184047983.54
Feb 23 2028,GALA,12367025761.71,12367025761.71,6183512880.85,6183512880.85
Feb 19 2028,GALA,12365955556.33,12365955556.33,6182977778.16,6182977778.16
Feb 16 2028,GALA,12365152902.30,12365152902.30,6182576451.15,6182576451.15
Feb 12 2028,GALA,12364082696.92,12364082696.92,6182041348.46,6182041348.46
Feb 08 2028,GALA,12363012491.54,12363012491.54,6181506245.77,6181506245.77
Feb 04 2028,GALA,12361942286.16,12361942286.16,6180971143.08,6180971143.08
Jan 31 2028,GALA,12360872080.79,12360872080.79,6180436040.39,6180436040.39
Jan 28 2028,GALA,12360069426.75,12360069426.75,6180034713.38,6180034713.38
Jan 24 2028,GALA,12358999221.38,12358999221.38,6179499610.69,6179499610.69
Jan 20 2028,GALA,12357929016.00,12357929016.00,6178964508.00,6178964508.00
Jan 16 2028,GALA,12356858810.62,12356858810.62,6178429405.31,6178429405.31
Jan 12 2028,GALA,12355788605.25,12355788605.25,6177894302.62,6177894302.62
Jan 09 2028,GALA,12354985951.21,12354985951.21,6177492975.61,6177492975.61
Jan 05 2028,GALA,12353915745.84,12353915745.84,6176957872.92,6176957872.92
Jan 01 2028,GALA,12352845540.46,12352845540.46,6176422770.23,6176422770.23
Dec 28 2027,GALA,12351775335.08,12351775335.08,6175887667.54,6175887667.54
Dec 24 2027,GALA,12350705129.71,12350705129.71,6175352564.85,6175352564.85
Dec 21 2027,GALA,12349902475.67,12349902475.67,6174951237.84,6174951237.84
Dec 17 2027,GALA,12348832270.30,12348832270.30,6174416135.15,6174416135.15
Dec 13 2027,GALA,12347762064.92,12347762064.92,6173881032.46,6173881032.46
Dec 09 2027,GALA,12346691859.54,12346691859.54,6173345929.77,6173345929.77
Dec 06 2027,GALA,12345889205.51,12345889205.51,6172944602.75,6172944602.75
Dec 02 2027,GALA,12344819000.13,12344819000.13,6172409500.07,6172409500.07
Nov 28 2027,GALA,12343748794.75,12343748794.75,6171874397.38,6171874397.38
Nov 24 2027,GALA,12342678589.38,12342678589.38,6171339294.69,6171339294.69
Nov 20 2027,GALA,12341608384.00,12341608384.00,6170804192.00,6170804192.00
Nov 17 2027,GALA,12340805729.97,12340805729.97,6170402864.98,6170402864.98
Nov 13 2027,GALA,12339735524.59,12339735524.59,6169867762.30,6169867762.30
Nov 09 2027,GALA,12338665319.21,12338665319.21,6169332659.61,6169332659.61
Nov 05 2027,GALA,12337595113.84,12337595113.84,6168797556.92,6168797556.92
Nov 01 2027,GALA,12336524908.46,12336524908.46,6168262454.23,6168262454.23
Oct 29 2027,GALA,12335722254.43,12335722254.43,6167861127.21,6167861127.21
Oct 25 2027,GALA,12334652049.05,12334652049.05,6167326024.52,6167326024.52
Oct 21 2027,GALA,12333581843.67,12333581843.67,6166790921.84,6166790921.84
Oct 17 2027,GALA,12332511638.30,12332511638.30,6166255819.15,6166255819.15
Oct 13 2027,GALA,12331441432.92,12331441432.92,6165720716.46,6165720716.46
Oct 10 2027,GALA,12330638778.89,12330638778.89,6165319389.44,6165319389.44
Oct 06 2027,GALA,12329568573.51,12329568573.51,6164784286.75,6164784286.75
Oct 02 2027,GALA,12328498368.13,12328498368.13,6164249184.07,6164249184.07
Sep 28 2027,GALA,12327428162.75,12327428162.75,6163714081.38,6163714081.38
Sep 24 2027,GALA,12326357957.38,12326357957.38,6163178978.69,6163178978.69
Sep 21 2027,GALA,12325555303.34,12325555303.34,6162777651.67,6162777651.67
Sep 17 2027,GALA,12324485097.97,12324485097.97,6162242548.98,6162242548.98
Sep 13 2027,GALA,12323414892.59,12323414892.59,6161707446.30,6161707446.30
Sep 09 2027,GALA,12322344687.21,12322344687.21,6161172343.61,6161172343.61
Sep 05 2027,GALA,12321274481.84,12321274481.84,6160637240.92,6160637240.92
Sep 02 2027,GALA,12320471827.80,12320471827.80,6160235913.90,6160235913.90
Aug 29 2027,GALA,12319401622.43,12319401622.43,6159700811.21,6159700811.21
Aug 25 2027,GALA,12318331417.05,12318331417.05,6159165708.52,6159165708.52
Aug 21 2027,GALA,12317261211.67,12317261211.67,6158630605.84,6158630605.84
Aug 18 2027,GALA,12316458557.64,12316458557.64,6158229278.82,6158229278.82
Aug 14 2027,GALA,12315388352.26,12315388352.26,6157694176.13,6157694176.13
Aug 10 2027,GALA,12314318146.89,12314318146.89,6157159073.44,6157159073.44
Aug 06 2027,GALA,12313247941.51,12313247941.51,6156623970.75,6156623970.75
Aug 02 2027,GALA,12312177736.13,12312177736.13,6156088868.07,6156088868.07
Jul 30 2027,GALA,12311375082.10,12311375082.10,6155687541.05,6155687541.05
Jul 26 2027,GALA,12310304876.72,12310304876.72,6155152438.36,6155152438.36
Jul 22 2027,GALA,12309234671.34,12309234671.34,6154617335.67,6154617335.67
Jul 18 2027,GALA,12307361811.95,12307361811.95,6153680905.97,6153680905.97
Jul 14 2027,GALA,12305221401.21,12305221401.21,6152610700.60,6152610700.60
Jul 11 2027,GALA,12303616093.15,12303616093.15,6151808046.58,6151808046.58
Jul 07 2027,GALA,12301475682.41,12301475682.41,6150737841.21,6150737841.21
Jul 03 2027,GALA,12299335271.67,12299335271.67,6149667635.84,6149667635.84
Jun 29 2027,GALA,12297194860.93,12297194860.93,6148597430.47,6148597430.47
Jun 25 2027,GALA,12295054450.19,12295054450.19,6147527225.10,6147527225.10
Jun 22 2027,GALA,12293449142.14,12293449142.14,6146724571.07,6146724571.07
Jun 18 2027,GALA,12291308731.40,12291308731.40,6145654365.70,6145654365.70
Jun 14 2027,GALA,12289168320.66,12289168320.66,6144584160.33,6144584160.33
Jun 10 2027,GALA,12287027909.92,12287027909.92,6143513954.96,6143513954.96
Jun 06 2027,GALA,12284887499.18,12284887499.18,6142443749.59,6142443749.59
Jun 03 2027,GALA,12283282191.12,12283282191.12,6141641095.56,6141641095.56
May 30 2027,GALA,12281141780.38,12281141780.38,6140570890.19,6140570890.19
May 26 2027,GALA,12279001369.64,12279001369.64,6139500684.82,6139500684.82
May 22 2027,GALA,12276860958.90,12276860958.90,6138430479.45,6138430479.45
May 19 2027,GALA,12275255650.85,12275255650.85,6137627825.42,6137627825.42
May 15 2027,GALA,12273115240.11,12273115240.11,6136557620.05,6136557620.05
May 11 2027,GALA,12270974829.37,12270974829.37,6135487414.69,6135487414.69
May 07 2027,GALA,12268834418.63,12268834418.63,6134417209.32,6134417209.32
May 03 2027,GALA,12266694007.89,12266694007.89,6133347003.95,6133347003.95
Apr 30 2027,GALA,12265088699.84,12265088699.84,6132544349.92,6132544349.92
Apr 26 2027,GALA,12262948289.10,12262948289.10,6131474144.55,6131474144.55
Apr 22 2027,GALA,12260807878.36,12260807878.36,6130403939.18,6130403939.18
Apr 18 2027,GALA,12258667467.62,12258667467.62,6129333733.81,6129333733.81
Apr 14 2027,GALA,12256527056.88,12256527056.88,6128263528.44,6128263528.44
Apr 11 2027,GALA,12254921748.82,12254921748.82,6127460874.41,6127460874.41
