Date,Symbol,Available Supply,Unlocked Supply,Crowdloan Participants,Strategic Partners,Acala Team,Ecosystem Development,Reserve
Aug 04 2024,ACA,804383562.00,804383562.00,144383562.00,291300000.00,202500000.00,50000000.00,116200000.00
Aug 01 2024,ACA,804383562.00,804383562.00,144383562.00,291300000.00,202500000.00,50000000.00,116200000.00
Jul 30 2024,ACA,804383562.00,804383562.00,144383562.00,291300000.00,202500000.00,50000000.00,116200000.00
Jul 27 2024,ACA,804383562.00,804383562.00,144383562.00,291300000.00,202500000.00,50000000.00,116200000.00
Jul 24 2024,ACA,799726027.00,799726027.00,139726027.00,291300000.00,202500000.00,50000000.00,116200000.00
Jul 22 2024,ACA,799726027.00,799726027.00,139726027.00,291300000.00,202500000.00,50000000.00,116200000.00
Jul 19 2024,ACA,799726027.00,799726027.00,139726027.00,291300000.00,202500000.00,50000000.00,116200000.00
Jul 16 2024,ACA,799726027.00,799726027.00,139726027.00,291300000.00,202500000.00,50000000.00,116200000.00
Jul 13 2024,ACA,799726027.00,799726027.00,139726027.00,291300000.00,202500000.00,50000000.00,116200000.00
Jul 11 2024,ACA,799726027.00,799726027.00,139726027.00,291300000.00,202500000.00,50000000.00,116200000.00
Jul 08 2024,ACA,799726027.00,799726027.00,139726027.00,291300000.00,202500000.00,50000000.00,116200000.00
Jul 05 2024,ACA,799726027.00,799726027.00,139726027.00,291300000.00,202500000.00,50000000.00,116200000.00
Jul 03 2024,ACA,799726027.00,799726027.00,139726027.00,291300000.00,202500000.00,50000000.00,116200000.00
Jun 30 2024,ACA,772292694.00,772292694.00,139726027.00,275116667.00,191250000.00,50000000.00,116200000.00
Jun 27 2024,ACA,772292694.00,772292694.00,139726027.00,275116667.00,191250000.00,50000000.00,116200000.00
Jun 24 2024,ACA,767635160.00,767635160.00,135068493.00,275116667.00,191250000.00,50000000.00,116200000.00
Jun 22 2024,ACA,767635160.00,767635160.00,135068493.00,275116667.00,191250000.00,50000000.00,116200000.00
Jun 19 2024,ACA,767635160.00,767635160.00,135068493.00,275116667.00,191250000.00,50000000.00,116200000.00
Jun 16 2024,ACA,767635160.00,767635160.00,135068493.00,275116667.00,191250000.00,50000000.00,116200000.00
Jun 13 2024,ACA,767635160.00,767635160.00,135068493.00,275116667.00,191250000.00,50000000.00,116200000.00
Jun 11 2024,ACA,767635160.00,767635160.00,135068493.00,275116667.00,191250000.00,50000000.00,116200000.00
Jun 08 2024,ACA,767635160.00,767635160.00,135068493.00,275116667.00,191250000.00,50000000.00,116200000.00
Jun 05 2024,ACA,767635160.00,767635160.00,135068493.00,275116667.00,191250000.00,50000000.00,116200000.00
Jun 03 2024,ACA,767635160.00,767635160.00,135068493.00,275116667.00,191250000.00,50000000.00,116200000.00
May 31 2024,ACA,740201826.00,740201826.00,135068493.00,258933333.00,180000000.00,50000000.00,116200000.00
May 28 2024,ACA,740201826.00,740201826.00,135068493.00,258933333.00,180000000.00,50000000.00,116200000.00
May 25 2024,ACA,740201826.00,740201826.00,135068493.00,258933333.00,180000000.00,50000000.00,116200000.00
May 23 2024,ACA,735544292.00,735544292.00,130410959.00,258933333.00,180000000.00,50000000.00,116200000.00
May 20 2024,ACA,735544292.00,735544292.00,130410959.00,258933333.00,180000000.00,50000000.00,116200000.00
May 17 2024,ACA,735544292.00,735544292.00,130410959.00,258933333.00,180000000.00,50000000.00,116200000.00
May 14 2024,ACA,735544292.00,735544292.00,130410959.00,258933333.00,180000000.00,50000000.00,116200000.00
May 12 2024,ACA,735544292.00,735544292.00,130410959.00,258933333.00,180000000.00,50000000.00,116200000.00
May 09 2024,ACA,735544292.00,735544292.00,130410959.00,258933333.00,180000000.00,50000000.00,116200000.00
May 06 2024,ACA,735544292.00,735544292.00,130410959.00,258933333.00,180000000.00,50000000.00,116200000.00
May 04 2024,ACA,735544292.00,735544292.00,130410959.00,258933333.00,180000000.00,50000000.00,116200000.00
May 01 2024,ACA,735544292.00,735544292.00,130410959.00,258933333.00,180000000.00,50000000.00,116200000.00
Apr 28 2024,ACA,708110959.00,708110959.00,130410959.00,242750000.00,168750000.00,50000000.00,116200000.00
Apr 25 2024,ACA,708110959.00,708110959.00,130410959.00,242750000.00,168750000.00,50000000.00,116200000.00
Apr 23 2024,ACA,703453425.00,703453425.00,125753425.00,242750000.00,168750000.00,50000000.00,116200000.00
Apr 20 2024,ACA,703453425.00,703453425.00,125753425.00,242750000.00,168750000.00,50000000.00,116200000.00
Apr 17 2024,ACA,703453425.00,703453425.00,125753425.00,242750000.00,168750000.00,50000000.00,116200000.00
Apr 14 2024,ACA,703453425.00,703453425.00,125753425.00,242750000.00,168750000.00,50000000.00,116200000.00
Apr 12 2024,ACA,703453425.00,703453425.00,125753425.00,242750000.00,168750000.00,50000000.00,116200000.00
Apr 09 2024,ACA,703453425.00,703453425.00,125753425.00,242750000.00,168750000.00,50000000.00,116200000.00
Apr 06 2024,ACA,703453425.00,703453425.00,125753425.00,242750000.00,168750000.00,50000000.00,116200000.00
Apr 04 2024,ACA,703453425.00,703453425.00,125753425.00,242750000.00,168750000.00,50000000.00,116200000.00
Apr 01 2024,ACA,703453425.00,703453425.00,125753425.00,242750000.00,168750000.00,50000000.00,116200000.00
Mar 29 2024,ACA,0,676020092.00,125753425.00,226566667.00,157500000.00,50000000.00,116200000.00
Mar 26 2024,ACA,0,676020092.00,125753425.00,226566667.00,157500000.00,50000000.00,116200000.00
Mar 24 2024,ACA,0,671362557.00,121095890.00,226566667.00,157500000.00,50000000.00,116200000.00
Mar 21 2024,ACA,0,671362557.00,121095890.00,226566667.00,157500000.00,50000000.00,116200000.00
Mar 18 2024,ACA,0,671362557.00,121095890.00,226566667.00,157500000.00,50000000.00,116200000.00
Mar 16 2024,ACA,0,671362557.00,121095890.00,226566667.00,157500000.00,50000000.00,116200000.00
Mar 13 2024,ACA,0,671362557.00,121095890.00,226566667.00,157500000.00,50000000.00,116200000.00
Mar 10 2024,ACA,0,671362557.00,121095890.00,226566667.00,157500000.00,50000000.00,116200000.00
Mar 07 2024,ACA,0,671362557.00,121095890.00,226566667.00,157500000.00,50000000.00,116200000.00
Mar 05 2024,ACA,0,671362557.00,121095890.00,226566667.00,157500000.00,50000000.00,116200000.00
Mar 02 2024,ACA,0,671362557.00,121095890.00,226566667.00,157500000.00,50000000.00,116200000.00
Feb 28 2024,ACA,0,643929223.00,121095890.00,210383333.00,146250000.00,50000000.00,116200000.00
Feb 25 2024,ACA,0,643929223.00,121095890.00,210383333.00,146250000.00,50000000.00,116200000.00
Feb 23 2024,ACA,0,639271689.00,116438356.00,210383333.00,146250000.00,50000000.00,116200000.00
Feb 20 2024,ACA,0,639271689.00,116438356.00,210383333.00,146250000.00,50000000.00,116200000.00
Feb 17 2024,ACA,0,639271689.00,116438356.00,210383333.00,146250000.00,50000000.00,116200000.00
Feb 15 2024,ACA,0,639271689.00,116438356.00,210383333.00,146250000.00,50000000.00,116200000.00
Feb 12 2024,ACA,0,639271689.00,116438356.00,210383333.00,146250000.00,50000000.00,116200000.00
Feb 09 2024,ACA,0,639271689.00,116438356.00,210383333.00,146250000.00,50000000.00,116200000.00
Feb 06 2024,ACA,0,639271689.00,116438356.00,210383333.00,146250000.00,50000000.00,116200000.00
Feb 04 2024,ACA,0,639271689.00,116438356.00,210383333.00,146250000.00,50000000.00,116200000.00
Feb 01 2024,ACA,0,639271689.00,116438356.00,210383333.00,146250000.00,50000000.00,116200000.00
Jan 29 2024,ACA,0,611838356.00,116438356.00,194200000.00,135000000.00,50000000.00,116200000.00
Jan 26 2024,ACA,0,611838356.00,116438356.00,194200000.00,135000000.00,50000000.00,116200000.00
Jan 24 2024,ACA,0,607180822.00,111780822.00,194200000.00,135000000.00,50000000.00,116200000.00
Jan 21 2024,ACA,0,607180822.00,111780822.00,194200000.00,135000000.00,50000000.00,116200000.00
Jan 18 2024,ACA,0,607180822.00,111780822.00,194200000.00,135000000.00,50000000.00,116200000.00
Jan 16 2024,ACA,0,607180822.00,111780822.00,194200000.00,135000000.00,50000000.00,116200000.00
Jan 13 2024,ACA,0,607180822.00,111780822.00,194200000.00,135000000.00,50000000.00,116200000.00
Jan 10 2024,ACA,0,607180822.00,111780822.00,194200000.00,135000000.00,50000000.00,116200000.00
Jan 07 2024,ACA,0,607180822.00,111780822.00,194200000.00,135000000.00,50000000.00,116200000.00
Jan 05 2024,ACA,0,607180822.00,111780822.00,194200000.00,135000000.00,50000000.00,116200000.00
Jan 02 2024,ACA,0,607180822.00,111780822.00,194200000.00,135000000.00,50000000.00,116200000.00
Dec 30 2023,ACA,0,579747489.00,111780822.00,178016667.00,123750000.00,50000000.00,116200000.00
Dec 27 2023,ACA,0,579747489.00,111780822.00,178016667.00,123750000.00,50000000.00,116200000.00
Dec 25 2023,ACA,0,579747489.00,111780822.00,178016667.00,123750000.00,50000000.00,116200000.00
Dec 22 2023,ACA,0,575089955.00,107123288.00,178016667.00,123750000.00,50000000.00,116200000.00
Dec 19 2023,ACA,0,575089955.00,107123288.00,178016667.00,123750000.00,50000000.00,116200000.00
Dec 17 2023,ACA,0,575089955.00,107123288.00,178016667.00,123750000.00,50000000.00,116200000.00
Dec 14 2023,ACA,0,575089955.00,107123288.00,178016667.00,123750000.00,50000000.00,116200000.00
Dec 11 2023,ACA,0,575089955.00,107123288.00,178016667.00,123750000.00,50000000.00,116200000.00
Dec 08 2023,ACA,0,575089955.00,107123288.00,178016667.00,123750000.00,50000000.00,116200000.00
Dec 06 2023,ACA,0,575089955.00,107123288.00,178016667.00,123750000.00,50000000.00,116200000.00
Dec 03 2023,ACA,0,575089955.00,107123288.00,178016667.00,123750000.00,50000000.00,116200000.00
Nov 30 2023,ACA,0,547656621.00,107123288.00,161833333.00,112500000.00,50000000.00,116200000.00
Nov 28 2023,ACA,0,547656621.00,107123288.00,161833333.00,112500000.00,50000000.00,116200000.00
Nov 25 2023,ACA,0,547656621.00,107123288.00,161833333.00,112500000.00,50000000.00,116200000.00
Nov 22 2023,ACA,0,542999086.00,102465753.00,161833333.00,112500000.00,50000000.00,116200000.00
Nov 19 2023,ACA,0,542999086.00,102465753.00,161833333.00,112500000.00,50000000.00,116200000.00
Nov 17 2023,ACA,0,542999086.00,102465753.00,161833333.00,112500000.00,50000000.00,116200000.00
Nov 14 2023,ACA,0,542999086.00,102465753.00,161833333.00,112500000.00,50000000.00,116200000.00
Nov 11 2023,ACA,0,542999086.00,102465753.00,161833333.00,112500000.00,50000000.00,116200000.00
Nov 08 2023,ACA,0,542999086.00,102465753.00,161833333.00,112500000.00,50000000.00,116200000.00
Nov 06 2023,ACA,0,542999086.00,102465753.00,161833333.00,112500000.00,50000000.00,116200000.00
Nov 03 2023,ACA,0,542999086.00,102465753.00,161833333.00,112500000.00,50000000.00,116200000.00
Oct 31 2023,ACA,0,515565753.00,102465753.00,145650000.00,101250000.00,50000000.00,116200000.00
Oct 29 2023,ACA,0,515565753.00,102465753.00,145650000.00,101250000.00,50000000.00,116200000.00
Oct 26 2023,ACA,0,515565753.00,102465753.00,145650000.00,101250000.00,50000000.00,116200000.00
Oct 23 2023,ACA,0,510908219.00,97808219.00,145650000.00,101250000.00,50000000.00,116200000.00
Oct 20 2023,ACA,0,510908219.00,97808219.00,145650000.00,101250000.00,50000000.00,116200000.00
Oct 18 2023,ACA,0,510908219.00,97808219.00,145650000.00,101250000.00,50000000.00,116200000.00
Oct 15 2023,ACA,0,510908219.00,97808219.00,145650000.00,101250000.00,50000000.00,116200000.00
Oct 12 2023,ACA,0,510908219.00,97808219.00,145650000.00,101250000.00,50000000.00,116200000.00
Oct 09 2023,ACA,0,510908219.00,97808219.00,145650000.00,101250000.00,50000000.00,116200000.00
Oct 07 2023,ACA,0,510908219.00,97808219.00,145650000.00,101250000.00,50000000.00,116200000.00
Oct 04 2023,ACA,0,510908219.00,97808219.00,145650000.00,101250000.00,50000000.00,116200000.00
Oct 01 2023,ACA,0,510908219.00,97808219.00,145650000.00,101250000.00,50000000.00,116200000.00
Sep 29 2023,ACA,0,483474886.00,97808219.00,129466667.00,90000000.00,50000000.00,116200000.00
Sep 26 2023,ACA,0,483474886.00,97808219.00,129466667.00,90000000.00,50000000.00,116200000.00
Sep 23 2023,ACA,0,478817352.00,93150685.00,129466667.00,90000000.00,50000000.00,116200000.00
Sep 20 2023,ACA,0,478817352.00,93150685.00,129466667.00,90000000.00,50000000.00,116200000.00
Sep 18 2023,ACA,0,478817352.00,93150685.00,129466667.00,90000000.00,50000000.00,116200000.00
Sep 15 2023,ACA,0,478817352.00,93150685.00,129466667.00,90000000.00,50000000.00,116200000.00
Sep 12 2023,ACA,0,478817352.00,93150685.00,129466667.00,90000000.00,50000000.00,116200000.00
Sep 09 2023,ACA,0,478817352.00,93150685.00,129466667.00,90000000.00,50000000.00,116200000.00
Sep 07 2023,ACA,0,478817352.00,93150685.00,129466667.00,90000000.00,50000000.00,116200000.00
Sep 04 2023,ACA,0,478817352.00,93150685.00,129466667.00,90000000.00,50000000.00,116200000.00
Sep 01 2023,ACA,0,478817352.00,93150685.00,129466667.00,90000000.00,50000000.00,116200000.00
Aug 30 2023,ACA,0,451384018.00,93150685.00,113283333.00,78750000.00,50000000.00,116200000.00
Aug 27 2023,ACA,0,451384018.00,93150685.00,113283333.00,78750000.00,50000000.00,116200000.00
Aug 24 2023,ACA,0,446726484.00,88493151.00,113283333.00,78750000.00,50000000.00,116200000.00
Aug 21 2023,ACA,0,446726484.00,88493151.00,113283333.00,78750000.00,50000000.00,116200000.00
Aug 19 2023,ACA,0,446726484.00,88493151.00,113283333.00,78750000.00,50000000.00,116200000.00
Aug 16 2023,ACA,0,446726484.00,88493151.00,113283333.00,78750000.00,50000000.00,116200000.00
Aug 13 2023,ACA,0,446726484.00,88493151.00,113283333.00,78750000.00,50000000.00,116200000.00
Aug 11 2023,ACA,0,446726484.00,88493151.00,113283333.00,78750000.00,50000000.00,116200000.00
Aug 08 2023,ACA,0,446726484.00,88493151.00,113283333.00,78750000.00,50000000.00,116200000.00
Aug 05 2023,ACA,0,446726484.00,88493151.00,113283333.00,78750000.00,50000000.00,116200000.00
Aug 02 2023,ACA,0,446726484.00,88493151.00,113283333.00,78750000.00,50000000.00,116200000.00
Jul 31 2023,ACA,0,419293151.00,88493151.00,97100000.00,67500000.00,50000000.00,116200000.00
Jul 28 2023,ACA,0,419293151.00,88493151.00,97100000.00,67500000.00,50000000.00,116200000.00
Jul 25 2023,ACA,0,419293151.00,88493151.00,97100000.00,67500000.00,50000000.00,116200000.00
Jul 22 2023,ACA,0,414635616.00,83835616.00,97100000.00,67500000.00,50000000.00,116200000.00
Jul 20 2023,ACA,0,414635616.00,83835616.00,97100000.00,67500000.00,50000000.00,116200000.00
Jul 17 2023,ACA,0,414635616.00,83835616.00,97100000.00,67500000.00,50000000.00,116200000.00
Jul 14 2023,ACA,0,414635616.00,83835616.00,97100000.00,67500000.00,50000000.00,116200000.00
Jul 12 2023,ACA,0,414635616.00,83835616.00,97100000.00,67500000.00,50000000.00,116200000.00
Jul 09 2023,ACA,0,414635616.00,83835616.00,97100000.00,67500000.00,50000000.00,116200000.00
Jul 06 2023,ACA,0,414635616.00,83835616.00,97100000.00,67500000.00,50000000.00,116200000.00
Jul 03 2023,ACA,0,414635616.00,83835616.00,97100000.00,67500000.00,50000000.00,116200000.00
Jul 01 2023,ACA,0,414635616.00,83835616.00,97100000.00,67500000.00,50000000.00,116200000.00
Jun 28 2023,ACA,0,387202283.00,83835616.00,80916667.00,56250000.00,50000000.00,116200000.00
Jun 25 2023,ACA,0,387202283.00,83835616.00,80916667.00,56250000.00,50000000.00,116200000.00
Jun 22 2023,ACA,0,382544749.00,79178082.00,80916667.00,56250000.00,50000000.00,116200000.00
Jun 20 2023,ACA,0,382544749.00,79178082.00,80916667.00,56250000.00,50000000.00,116200000.00
Jun 17 2023,ACA,0,382544749.00,79178082.00,80916667.00,56250000.00,50000000.00,116200000.00
Jun 14 2023,ACA,0,382544749.00,79178082.00,80916667.00,56250000.00,50000000.00,116200000.00
Jun 12 2023,ACA,0,382544749.00,79178082.00,80916667.00,56250000.00,50000000.00,116200000.00
Jun 09 2023,ACA,0,382544749.00,79178082.00,80916667.00,56250000.00,50000000.00,116200000.00
Jun 06 2023,ACA,0,382544749.00,79178082.00,80916667.00,56250000.00,50000000.00,116200000.00
Jun 03 2023,ACA,0,382544749.00,79178082.00,80916667.00,56250000.00,50000000.00,116200000.00
Jun 01 2023,ACA,0,382544749.00,79178082.00,80916667.00,56250000.00,50000000.00,116200000.00
May 29 2023,ACA,0,355111415.00,79178082.00,64733333.00,45000000.00,50000000.00,116200000.00
May 26 2023,ACA,0,355111415.00,79178082.00,64733333.00,45000000.00,50000000.00,116200000.00
May 23 2023,ACA,0,350453881.00,74520548.00,64733333.00,45000000.00,50000000.00,116200000.00
May 21 2023,ACA,0,350453881.00,74520548.00,64733333.00,45000000.00,50000000.00,116200000.00
May 18 2023,ACA,0,350453881.00,74520548.00,64733333.00,45000000.00,50000000.00,116200000.00
May 15 2023,ACA,0,350453881.00,74520548.00,64733333.00,45000000.00,50000000.00,116200000.00
May 13 2023,ACA,0,350453881.00,74520548.00,64733333.00,45000000.00,50000000.00,116200000.00
May 10 2023,ACA,0,350453881.00,74520548.00,64733333.00,45000000.00,50000000.00,116200000.00
May 07 2023,ACA,0,350453881.00,74520548.00,64733333.00,45000000.00,50000000.00,116200000.00
May 04 2023,ACA,0,350453881.00,74520548.00,64733333.00,45000000.00,50000000.00,116200000.00
May 02 2023,ACA,0,350453881.00,74520548.00,64733333.00,45000000.00,50000000.00,116200000.00
Apr 29 2023,ACA,0,323020548.00,74520548.00,48550000.00,33750000.00,50000000.00,116200000.00
Apr 26 2023,ACA,0,323020548.00,74520548.00,48550000.00,33750000.00,50000000.00,116200000.00
Apr 24 2023,ACA,0,318363014.00,69863014.00,48550000.00,33750000.00,50000000.00,116200000.00
Apr 21 2023,ACA,0,318363014.00,69863014.00,48550000.00,33750000.00,50000000.00,116200000.00
Apr 18 2023,ACA,0,318363014.00,69863014.00,48550000.00,33750000.00,50000000.00,116200000.00
Apr 15 2023,ACA,0,318363014.00,69863014.00,48550000.00,33750000.00,50000000.00,116200000.00
Apr 13 2023,ACA,0,318363014.00,69863014.00,48550000.00,33750000.00,50000000.00,116200000.00
Apr 10 2023,ACA,0,318363014.00,69863014.00,48550000.00,33750000.00,50000000.00,116200000.00
Apr 07 2023,ACA,0,318363014.00,69863014.00,48550000.00,33750000.00,50000000.00,116200000.00
Apr 04 2023,ACA,0,318363014.00,69863014.00,48550000.00,33750000.00,50000000.00,116200000.00
Apr 02 2023,ACA,0,318363014.00,69863014.00,48550000.00,33750000.00,50000000.00,116200000.00
Mar 30 2023,ACA,0,290929681.00,69863014.00,32366667.00,22500000.00,50000000.00,116200000.00
Mar 27 2023,ACA,0,290929681.00,69863014.00,32366667.00,22500000.00,50000000.00,116200000.00
Mar 25 2023,ACA,0,290929681.00,69863014.00,32366667.00,22500000.00,50000000.00,116200000.00
Mar 22 2023,ACA,0,286272146.00,65205479.00,32366667.00,22500000.00,50000000.00,116200000.00
Mar 19 2023,ACA,0,286272146.00,65205479.00,32366667.00,22500000.00,50000000.00,116200000.00
Mar 16 2023,ACA,0,286272146.00,65205479.00,32366667.00,22500000.00,50000000.00,116200000.00
Mar 14 2023,ACA,0,286272146.00,65205479.00,32366667.00,22500000.00,50000000.00,116200000.00
Mar 11 2023,ACA,0,286272146.00,65205479.00,32366667.00,22500000.00,50000000.00,116200000.00
Mar 08 2023,ACA,0,286272146.00,65205479.00,32366667.00,22500000.00,50000000.00,116200000.00
Mar 05 2023,ACA,0,286272146.00,65205479.00,32366667.00,22500000.00,50000000.00,116200000.00
Mar 03 2023,ACA,0,286272146.00,65205479.00,32366667.00,22500000.00,50000000.00,116200000.00
Feb 28 2023,ACA,0,254222145.00,65205479.00,16183333.00,11250000.00,48611111.00,112972222.00
Feb 25 2023,ACA,0,254222145.00,65205479.00,16183333.00,11250000.00,48611111.00,112972222.00
Feb 23 2023,ACA,0,249564611.00,60547945.00,16183333.00,11250000.00,48611111.00,112972222.00
Feb 20 2023,ACA,0,249564611.00,60547945.00,16183333.00,11250000.00,48611111.00,112972222.00
Feb 17 2023,ACA,0,249564611.00,60547945.00,16183333.00,11250000.00,48611111.00,112972222.00
Feb 14 2023,ACA,0,249564611.00,60547945.00,16183333.00,11250000.00,48611111.00,112972222.00
Feb 12 2023,ACA,0,249564611.00,60547945.00,16183333.00,11250000.00,48611111.00,112972222.00
Feb 09 2023,ACA,0,249564611.00,60547945.00,16183333.00,11250000.00,48611111.00,112972222.00
Feb 06 2023,ACA,0,249564611.00,60547945.00,16183333.00,11250000.00,48611111.00,112972222.00
Feb 03 2023,ACA,0,249564611.00,60547945.00,16183333.00,11250000.00,48611111.00,112972222.00
Feb 01 2023,ACA,0,249564611.00,60547945.00,16183333.00,11250000.00,48611111.00,112972222.00
Jan 29 2023,ACA,0,217514611.00,60547945.00,0,0,47222222.00,109744444.00
Jan 26 2023,ACA,0,217514611.00,60547945.00,0,0,47222222.00,109744444.00
Jan 24 2023,ACA,0,212857077.00,55890411.00,0,0,47222222.00,109744444.00
Jan 21 2023,ACA,0,212857077.00,55890411.00,0,0,47222222.00,109744444.00
Jan 18 2023,ACA,0,212857077.00,55890411.00,0,0,47222222.00,109744444.00
Jan 15 2023,ACA,0,212857077.00,55890411.00,0,0,47222222.00,109744444.00
Jan 13 2023,ACA,0,212857077.00,55890411.00,0,0,47222222.00,109744444.00
Jan 10 2023,ACA,0,212857077.00,55890411.00,0,0,47222222.00,109744444.00
Jan 07 2023,ACA,0,212857077.00,55890411.00,0,0,47222222.00,109744444.00
Jan 05 2023,ACA,0,212857077.00,55890411.00,0,0,47222222.00,109744444.00
Jan 02 2023,ACA,0,212857077.00,55890411.00,0,0,47222222.00,109744444.00
Dec 30 2022,ACA,0,208240411.00,55890411.00,0,0,45833333.00,106516667.00
Dec 27 2022,ACA,0,208240411.00,55890411.00,0,0,45833333.00,106516667.00
Dec 25 2022,ACA,0,208240411.00,55890411.00,0,0,45833333.00,106516667.00
Dec 22 2022,ACA,0,203582877.00,51232877.00,0,0,45833333.00,106516667.00
Dec 19 2022,ACA,0,203582877.00,51232877.00,0,0,45833333.00,106516667.00
Dec 16 2022,ACA,0,203582877.00,51232877.00,0,0,45833333.00,106516667.00
Dec 14 2022,ACA,0,203582877.00,51232877.00,0,0,45833333.00,106516667.00
Dec 11 2022,ACA,0,203582877.00,51232877.00,0,0,45833333.00,106516667.00
Dec 08 2022,ACA,0,203582877.00,51232877.00,0,0,45833333.00,106516667.00
Dec 06 2022,ACA,0,203582877.00,51232877.00,0,0,45833333.00,106516667.00
Dec 03 2022,ACA,0,203582877.00,51232877.00,0,0,45833333.00,106516667.00
Nov 30 2022,ACA,0,198966210.00,51232877.00,0,0,44444444.00,103288889.00
Nov 27 2022,ACA,0,198966210.00,51232877.00,0,0,44444444.00,103288889.00
Nov 25 2022,ACA,0,198966210.00,51232877.00,0,0,44444444.00,103288889.00
Nov 22 2022,ACA,0,194308675.00,46575342.00,0,0,44444444.00,103288889.00
Nov 19 2022,ACA,0,194308675.00,46575342.00,0,0,44444444.00,103288889.00
Nov 16 2022,ACA,0,194308675.00,46575342.00,0,0,44444444.00,103288889.00
Nov 14 2022,ACA,0,194308675.00,46575342.00,0,0,44444444.00,103288889.00
Nov 11 2022,ACA,0,194308675.00,46575342.00,0,0,44444444.00,103288889.00
Nov 08 2022,ACA,0,194308675.00,46575342.00,0,0,44444444.00,103288889.00
Nov 06 2022,ACA,0,194308675.00,46575342.00,0,0,44444444.00,103288889.00
Nov 03 2022,ACA,0,194308675.00,46575342.00,0,0,44444444.00,103288889.00
Oct 31 2022,ACA,0,189692009.00,46575342.00,0,0,43055556.00,100061111.00
Oct 28 2022,ACA,0,189692009.00,46575342.00,0,0,43055556.00,100061111.00
Oct 26 2022,ACA,0,189692009.00,46575342.00,0,0,43055556.00,100061111.00
Oct 23 2022,ACA,0,185034475.00,41917808.00,0,0,43055556.00,100061111.00
Oct 20 2022,ACA,0,185034475.00,41917808.00,0,0,43055556.00,100061111.00
Oct 17 2022,ACA,0,185034475.00,41917808.00,0,0,43055556.00,100061111.00
Oct 15 2022,ACA,0,185034475.00,41917808.00,0,0,43055556.00,100061111.00
Oct 12 2022,ACA,0,185034475.00,41917808.00,0,0,43055556.00,100061111.00
Oct 09 2022,ACA,0,185034475.00,41917808.00,0,0,43055556.00,100061111.00
Oct 07 2022,ACA,0,185034475.00,41917808.00,0,0,43055556.00,100061111.00
Oct 04 2022,ACA,0,185034475.00,41917808.00,0,0,43055556.00,100061111.00
Oct 01 2022,ACA,0,185034475.00,41917808.00,0,0,43055556.00,100061111.00
Sep 28 2022,ACA,0,180417808.00,41917808.00,0,0,41666667.00,96833333.00
Sep 26 2022,ACA,0,180417808.00,41917808.00,0,0,41666667.00,96833333.00
Sep 23 2022,ACA,0,175760274.00,37260274.00,0,0,41666667.00,96833333.00
Sep 20 2022,ACA,0,175760274.00,37260274.00,0,0,41666667.00,96833333.00
Sep 18 2022,ACA,0,175760274.00,37260274.00,0,0,41666667.00,96833333.00
Sep 15 2022,ACA,0,175760274.00,37260274.00,0,0,41666667.00,96833333.00
Sep 12 2022,ACA,0,175760274.00,37260274.00,0,0,41666667.00,96833333.00
Sep 09 2022,ACA,0,175760274.00,37260274.00,0,0,41666667.00,96833333.00
Sep 07 2022,ACA,0,175760274.00,37260274.00,0,0,41666667.00,96833333.00
Sep 04 2022,ACA,0,175760274.00,37260274.00,0,0,41666667.00,96833333.00
Sep 01 2022,ACA,0,175760274.00,37260274.00,0,0,41666667.00,96833333.00
Aug 29 2022,ACA,0,171143608.00,37260274.00,0,0,40277778.00,93605556.00
Aug 27 2022,ACA,0,171143608.00,37260274.00,0,0,40277778.00,93605556.00
Aug 24 2022,ACA,0,166486074.00,32602740.00,0,0,40277778.00,93605556.00
Aug 21 2022,ACA,0,166486074.00,32602740.00,0,0,40277778.00,93605556.00
Aug 19 2022,ACA,0,166486074.00,32602740.00,0,0,40277778.00,93605556.00
Aug 16 2022,ACA,0,166486074.00,32602740.00,0,0,40277778.00,93605556.00
Aug 13 2022,ACA,0,166486074.00,32602740.00,0,0,40277778.00,93605556.00
Aug 10 2022,ACA,0,166486074.00,32602740.00,0,0,40277778.00,93605556.00
Aug 08 2022,ACA,0,166486074.00,32602740.00,0,0,40277778.00,93605556.00
Aug 05 2022,ACA,0,166486074.00,32602740.00,0,0,40277778.00,93605556.00
Aug 02 2022,ACA,0,166486074.00,32602740.00,0,0,40277778.00,93605556.00
Jul 30 2022,ACA,0,161869407.00,32602740.00,0,0,38888889.00,90377778.00
Jul 28 2022,ACA,0,161869407.00,32602740.00,0,0,38888889.00,90377778.00
Jul 25 2022,ACA,0,161869407.00,32602740.00,0,0,38888889.00,90377778.00
Jul 22 2022,ACA,0,157211872.00,27945205.00,0,0,38888889.00,90377778.00
Jul 20 2022,ACA,0,157211872.00,27945205.00,0,0,38888889.00,90377778.00
Jul 17 2022,ACA,0,157211872.00,27945205.00,0,0,38888889.00,90377778.00
Jul 14 2022,ACA,0,157211872.00,27945205.00,0,0,38888889.00,90377778.00
Jul 11 2022,ACA,0,157211872.00,27945205.00,0,0,38888889.00,90377778.00
Jul 09 2022,ACA,0,157211872.00,27945205.00,0,0,38888889.00,90377778.00
Jul 06 2022,ACA,0,157211872.00,27945205.00,0,0,38888889.00,90377778.00
Jul 03 2022,ACA,0,157211872.00,27945205.00,0,0,38888889.00,90377778.00
Jun 30 2022,ACA,0,152595205.00,27945205.00,0,0,37500000.00,87150000.00
Jun 28 2022,ACA,0,152595205.00,27945205.00,0,0,37500000.00,87150000.00
