Date,Symbol,Available Supply,Unlocked Supply,Team,Investors,Reserve,Ecosystem,Binance Launchpool,Community,DAC and Nodes
Dec 04 2026,XAI,1378321428.61,1378321428.61,404761904.80,519750000.00,40500000.00,161309523.81,75000000.00,125000000.00,52000000.00
Dec 03 2026,XAI,1378321428.61,1378321428.61,404761904.80,519750000.00,40500000.00,161309523.81,75000000.00,125000000.00,52000000.00
Dec 01 2026,XAI,1378321428.61,1378321428.61,404761904.80,519750000.00,40500000.00,161309523.81,75000000.00,125000000.00,52000000.00
Nov 30 2026,XAI,1378321428.61,1378321428.61,404761904.80,519750000.00,40500000.00,161309523.81,75000000.00,125000000.00,52000000.00
Nov 28 2026,XAI,1378321428.61,1378321428.61,404761904.80,519750000.00,40500000.00,161309523.81,75000000.00,125000000.00,52000000.00
Nov 26 2026,XAI,1378321428.61,1378321428.61,404761904.80,519750000.00,40500000.00,161309523.81,75000000.00,125000000.00,52000000.00
Nov 25 2026,XAI,1378321428.61,1378321428.61,404761904.80,519750000.00,40500000.00,161309523.81,75000000.00,125000000.00,52000000.00
Nov 23 2026,XAI,1378321428.61,1378321428.61,404761904.80,519750000.00,40500000.00,161309523.81,75000000.00,125000000.00,52000000.00
Nov 22 2026,XAI,1378321428.61,1378321428.61,404761904.80,519750000.00,40500000.00,161309523.81,75000000.00,125000000.00,52000000.00
Nov 20 2026,XAI,1378321428.61,1378321428.61,404761904.80,519750000.00,40500000.00,161309523.81,75000000.00,125000000.00,52000000.00
Nov 19 2026,XAI,1378321428.61,1378321428.61,404761904.80,519750000.00,40500000.00,161309523.81,75000000.00,125000000.00,52000000.00
Nov 17 2026,XAI,1378321428.61,1378321428.61,404761904.80,519750000.00,40500000.00,161309523.81,75000000.00,125000000.00,52000000.00
Nov 16 2026,XAI,1378321428.61,1378321428.61,404761904.80,519750000.00,40500000.00,161309523.81,75000000.00,125000000.00,52000000.00
Nov 14 2026,XAI,1378321428.61,1378321428.61,404761904.80,519750000.00,40500000.00,161309523.81,75000000.00,125000000.00,52000000.00
Nov 13 2026,XAI,1378321428.61,1378321428.61,404761904.80,519750000.00,40500000.00,161309523.81,75000000.00,125000000.00,52000000.00
Nov 11 2026,XAI,1378321428.61,1378321428.61,404761904.80,519750000.00,40500000.00,161309523.81,75000000.00,125000000.00,52000000.00
Nov 10 2026,XAI,1378321428.61,1378321428.61,404761904.80,519750000.00,40500000.00,161309523.81,75000000.00,125000000.00,52000000.00
Nov 08 2026,XAI,1363142857.19,1363142857.19,392857142.90,519750000.00,40500000.00,158035714.29,75000000.00,125000000.00,52000000.00
Nov 07 2026,XAI,1363142857.19,1363142857.19,392857142.90,519750000.00,40500000.00,158035714.29,75000000.00,125000000.00,52000000.00
Nov 05 2026,XAI,1363142857.19,1363142857.19,392857142.90,519750000.00,40500000.00,158035714.29,75000000.00,125000000.00,52000000.00
Nov 03 2026,XAI,1363142857.19,1363142857.19,392857142.90,519750000.00,40500000.00,158035714.29,75000000.00,125000000.00,52000000.00
Nov 02 2026,XAI,1363142857.19,1363142857.19,392857142.90,519750000.00,40500000.00,158035714.29,75000000.00,125000000.00,52000000.00
Oct 31 2026,XAI,1363142857.19,1363142857.19,392857142.90,519750000.00,40500000.00,158035714.29,75000000.00,125000000.00,52000000.00
Oct 30 2026,XAI,1363142857.19,1363142857.19,392857142.90,519750000.00,40500000.00,158035714.29,75000000.00,125000000.00,52000000.00
Oct 28 2026,XAI,1363142857.19,1363142857.19,392857142.90,519750000.00,40500000.00,158035714.29,75000000.00,125000000.00,52000000.00
Oct 27 2026,XAI,1363142857.19,1363142857.19,392857142.90,519750000.00,40500000.00,158035714.29,75000000.00,125000000.00,52000000.00
Oct 25 2026,XAI,1363142857.19,1363142857.19,392857142.90,519750000.00,40500000.00,158035714.29,75000000.00,125000000.00,52000000.00
Oct 24 2026,XAI,1363142857.19,1363142857.19,392857142.90,519750000.00,40500000.00,158035714.29,75000000.00,125000000.00,52000000.00
Oct 22 2026,XAI,1363142857.19,1363142857.19,392857142.90,519750000.00,40500000.00,158035714.29,75000000.00,125000000.00,52000000.00
Oct 21 2026,XAI,1363142857.19,1363142857.19,392857142.90,519750000.00,40500000.00,158035714.29,75000000.00,125000000.00,52000000.00
Oct 19 2026,XAI,1363142857.19,1363142857.19,392857142.90,519750000.00,40500000.00,158035714.29,75000000.00,125000000.00,52000000.00
Oct 18 2026,XAI,1363142857.19,1363142857.19,392857142.90,519750000.00,40500000.00,158035714.29,75000000.00,125000000.00,52000000.00
Oct 16 2026,XAI,1363142857.19,1363142857.19,392857142.90,519750000.00,40500000.00,158035714.29,75000000.00,125000000.00,52000000.00
Oct 14 2026,XAI,1363142857.19,1363142857.19,392857142.90,519750000.00,40500000.00,158035714.29,75000000.00,125000000.00,52000000.00
Oct 13 2026,XAI,1363142857.19,1363142857.19,392857142.90,519750000.00,40500000.00,158035714.29,75000000.00,125000000.00,52000000.00
Oct 11 2026,XAI,1363142857.19,1363142857.19,392857142.90,519750000.00,40500000.00,158035714.29,75000000.00,125000000.00,52000000.00
Oct 10 2026,XAI,1363142857.19,1363142857.19,392857142.90,519750000.00,40500000.00,158035714.29,75000000.00,125000000.00,52000000.00
Oct 08 2026,XAI,1347964285.76,1347964285.76,380952381.00,519750000.00,40500000.00,154761904.76,75000000.00,125000000.00,52000000.00
Oct 07 2026,XAI,1347964285.76,1347964285.76,380952381.00,519750000.00,40500000.00,154761904.76,75000000.00,125000000.00,52000000.00
Oct 05 2026,XAI,1347964285.76,1347964285.76,380952381.00,519750000.00,40500000.00,154761904.76,75000000.00,125000000.00,52000000.00
Oct 04 2026,XAI,1347964285.76,1347964285.76,380952381.00,519750000.00,40500000.00,154761904.76,75000000.00,125000000.00,52000000.00
Oct 02 2026,XAI,1347964285.76,1347964285.76,380952381.00,519750000.00,40500000.00,154761904.76,75000000.00,125000000.00,52000000.00
Oct 01 2026,XAI,1347964285.76,1347964285.76,380952381.00,519750000.00,40500000.00,154761904.76,75000000.00,125000000.00,52000000.00
Sep 29 2026,XAI,1347964285.76,1347964285.76,380952381.00,519750000.00,40500000.00,154761904.76,75000000.00,125000000.00,52000000.00
Sep 28 2026,XAI,1347964285.76,1347964285.76,380952381.00,519750000.00,40500000.00,154761904.76,75000000.00,125000000.00,52000000.00
Sep 26 2026,XAI,1347964285.76,1347964285.76,380952381.00,519750000.00,40500000.00,154761904.76,75000000.00,125000000.00,52000000.00
Sep 24 2026,XAI,1347964285.76,1347964285.76,380952381.00,519750000.00,40500000.00,154761904.76,75000000.00,125000000.00,52000000.00
Sep 23 2026,XAI,1347964285.76,1347964285.76,380952381.00,519750000.00,40500000.00,154761904.76,75000000.00,125000000.00,52000000.00
Sep 21 2026,XAI,1347964285.76,1347964285.76,380952381.00,519750000.00,40500000.00,154761904.76,75000000.00,125000000.00,52000000.00
Sep 20 2026,XAI,1347964285.76,1347964285.76,380952381.00,519750000.00,40500000.00,154761904.76,75000000.00,125000000.00,52000000.00
Sep 18 2026,XAI,1347964285.76,1347964285.76,380952381.00,519750000.00,40500000.00,154761904.76,75000000.00,125000000.00,52000000.00
Sep 17 2026,XAI,1347964285.76,1347964285.76,380952381.00,519750000.00,40500000.00,154761904.76,75000000.00,125000000.00,52000000.00
Sep 15 2026,XAI,1347964285.76,1347964285.76,380952381.00,519750000.00,40500000.00,154761904.76,75000000.00,125000000.00,52000000.00
Sep 14 2026,XAI,1347964285.76,1347964285.76,380952381.00,519750000.00,40500000.00,154761904.76,75000000.00,125000000.00,52000000.00
Sep 12 2026,XAI,1347964285.76,1347964285.76,380952381.00,519750000.00,40500000.00,154761904.76,75000000.00,125000000.00,52000000.00
Sep 11 2026,XAI,1347964285.76,1347964285.76,380952381.00,519750000.00,40500000.00,154761904.76,75000000.00,125000000.00,52000000.00
Sep 09 2026,XAI,1347964285.76,1347964285.76,380952381.00,519750000.00,40500000.00,154761904.76,75000000.00,125000000.00,52000000.00
Sep 08 2026,XAI,1332785714.24,1332785714.24,369047619.00,519750000.00,40500000.00,151488095.24,75000000.00,125000000.00,52000000.00
Sep 06 2026,XAI,1332785714.24,1332785714.24,369047619.00,519750000.00,40500000.00,151488095.24,75000000.00,125000000.00,52000000.00
Sep 05 2026,XAI,1332785714.24,1332785714.24,369047619.00,519750000.00,40500000.00,151488095.24,75000000.00,125000000.00,52000000.00
Sep 03 2026,XAI,1332785714.24,1332785714.24,369047619.00,519750000.00,40500000.00,151488095.24,75000000.00,125000000.00,52000000.00
Sep 01 2026,XAI,1332785714.24,1332785714.24,369047619.00,519750000.00,40500000.00,151488095.24,75000000.00,125000000.00,52000000.00
Aug 31 2026,XAI,1332785714.24,1332785714.24,369047619.00,519750000.00,40500000.00,151488095.24,75000000.00,125000000.00,52000000.00
Aug 29 2026,XAI,1332785714.24,1332785714.24,369047619.00,519750000.00,40500000.00,151488095.24,75000000.00,125000000.00,52000000.00
Aug 28 2026,XAI,1332785714.24,1332785714.24,369047619.00,519750000.00,40500000.00,151488095.24,75000000.00,125000000.00,52000000.00
Aug 26 2026,XAI,1332785714.24,1332785714.24,369047619.00,519750000.00,40500000.00,151488095.24,75000000.00,125000000.00,52000000.00
Aug 25 2026,XAI,1332785714.24,1332785714.24,369047619.00,519750000.00,40500000.00,151488095.24,75000000.00,125000000.00,52000000.00
Aug 23 2026,XAI,1332785714.24,1332785714.24,369047619.00,519750000.00,40500000.00,151488095.24,75000000.00,125000000.00,52000000.00
Aug 22 2026,XAI,1332785714.24,1332785714.24,369047619.00,519750000.00,40500000.00,151488095.24,75000000.00,125000000.00,52000000.00
Aug 20 2026,XAI,1332785714.24,1332785714.24,369047619.00,519750000.00,40500000.00,151488095.24,75000000.00,125000000.00,52000000.00
Aug 19 2026,XAI,1332785714.24,1332785714.24,369047619.00,519750000.00,40500000.00,151488095.24,75000000.00,125000000.00,52000000.00
Aug 17 2026,XAI,1332785714.24,1332785714.24,369047619.00,519750000.00,40500000.00,151488095.24,75000000.00,125000000.00,52000000.00
Aug 16 2026,XAI,1332785714.24,1332785714.24,369047619.00,519750000.00,40500000.00,151488095.24,75000000.00,125000000.00,52000000.00
Aug 14 2026,XAI,1332785714.24,1332785714.24,369047619.00,519750000.00,40500000.00,151488095.24,75000000.00,125000000.00,52000000.00
Aug 12 2026,XAI,1332785714.24,1332785714.24,369047619.00,519750000.00,40500000.00,151488095.24,75000000.00,125000000.00,52000000.00
Aug 11 2026,XAI,1332785714.24,1332785714.24,369047619.00,519750000.00,40500000.00,151488095.24,75000000.00,125000000.00,52000000.00
Aug 09 2026,XAI,1332785714.24,1332785714.24,369047619.00,519750000.00,40500000.00,151488095.24,75000000.00,125000000.00,52000000.00
Aug 08 2026,XAI,1317607142.81,1317607142.81,357142857.10,519750000.00,40500000.00,148214285.71,75000000.00,125000000.00,52000000.00
Aug 06 2026,XAI,1317607142.81,1317607142.81,357142857.10,519750000.00,40500000.00,148214285.71,75000000.00,125000000.00,52000000.00
Aug 05 2026,XAI,1317607142.81,1317607142.81,357142857.10,519750000.00,40500000.00,148214285.71,75000000.00,125000000.00,52000000.00
Aug 03 2026,XAI,1317607142.81,1317607142.81,357142857.10,519750000.00,40500000.00,148214285.71,75000000.00,125000000.00,52000000.00
Aug 02 2026,XAI,1317607142.81,1317607142.81,357142857.10,519750000.00,40500000.00,148214285.71,75000000.00,125000000.00,52000000.00
Jul 31 2026,XAI,1317607142.81,1317607142.81,357142857.10,519750000.00,40500000.00,148214285.71,75000000.00,125000000.00,52000000.00
Jul 30 2026,XAI,1317607142.81,1317607142.81,357142857.10,519750000.00,40500000.00,148214285.71,75000000.00,125000000.00,52000000.00
Jul 28 2026,XAI,1317607142.81,1317607142.81,357142857.10,519750000.00,40500000.00,148214285.71,75000000.00,125000000.00,52000000.00
Jul 27 2026,XAI,1317607142.81,1317607142.81,357142857.10,519750000.00,40500000.00,148214285.71,75000000.00,125000000.00,52000000.00
Jul 25 2026,XAI,1317607142.81,1317607142.81,357142857.10,519750000.00,40500000.00,148214285.71,75000000.00,125000000.00,52000000.00
Jul 23 2026,XAI,1317607142.81,1317607142.81,357142857.10,519750000.00,40500000.00,148214285.71,75000000.00,125000000.00,52000000.00
Jul 22 2026,XAI,1317607142.81,1317607142.81,357142857.10,519750000.00,40500000.00,148214285.71,75000000.00,125000000.00,52000000.00
Jul 20 2026,XAI,1317607142.81,1317607142.81,357142857.10,519750000.00,40500000.00,148214285.71,75000000.00,125000000.00,52000000.00
Jul 19 2026,XAI,1317607142.81,1317607142.81,357142857.10,519750000.00,40500000.00,148214285.71,75000000.00,125000000.00,52000000.00
Jul 17 2026,XAI,1317607142.81,1317607142.81,357142857.10,519750000.00,40500000.00,148214285.71,75000000.00,125000000.00,52000000.00
Jul 16 2026,XAI,1317607142.81,1317607142.81,357142857.10,519750000.00,40500000.00,148214285.71,75000000.00,125000000.00,52000000.00
Jul 14 2026,XAI,1317607142.81,1317607142.81,357142857.10,519750000.00,40500000.00,148214285.71,75000000.00,125000000.00,52000000.00
Jul 13 2026,XAI,1317607142.81,1317607142.81,357142857.10,519750000.00,40500000.00,148214285.71,75000000.00,125000000.00,52000000.00
Jul 11 2026,XAI,1317607142.81,1317607142.81,357142857.10,519750000.00,40500000.00,148214285.71,75000000.00,125000000.00,52000000.00
Jul 10 2026,XAI,1317607142.81,1317607142.81,357142857.10,519750000.00,40500000.00,148214285.71,75000000.00,125000000.00,52000000.00
Jul 08 2026,XAI,1285103571.39,1285103571.39,345238095.20,502425000.00,40500000.00,144940476.19,75000000.00,125000000.00,52000000.00
Jul 07 2026,XAI,1285103571.39,1285103571.39,345238095.20,502425000.00,40500000.00,144940476.19,75000000.00,125000000.00,52000000.00
Jul 05 2026,XAI,1285103571.39,1285103571.39,345238095.20,502425000.00,40500000.00,144940476.19,75000000.00,125000000.00,52000000.00
Jul 04 2026,XAI,1285103571.39,1285103571.39,345238095.20,502425000.00,40500000.00,144940476.19,75000000.00,125000000.00,52000000.00
Jul 02 2026,XAI,1285103571.39,1285103571.39,345238095.20,502425000.00,40500000.00,144940476.19,75000000.00,125000000.00,52000000.00
Jun 30 2026,XAI,1285103571.39,1285103571.39,345238095.20,502425000.00,40500000.00,144940476.19,75000000.00,125000000.00,52000000.00
Jun 29 2026,XAI,1285103571.39,1285103571.39,345238095.20,502425000.00,40500000.00,144940476.19,75000000.00,125000000.00,52000000.00
Jun 27 2026,XAI,1285103571.39,1285103571.39,345238095.20,502425000.00,40500000.00,144940476.19,75000000.00,125000000.00,52000000.00
Jun 26 2026,XAI,1285103571.39,1285103571.39,345238095.20,502425000.00,40500000.00,144940476.19,75000000.00,125000000.00,52000000.00
Jun 24 2026,XAI,1285103571.39,1285103571.39,345238095.20,502425000.00,40500000.00,144940476.19,75000000.00,125000000.00,52000000.00
Jun 23 2026,XAI,1285103571.39,1285103571.39,345238095.20,502425000.00,40500000.00,144940476.19,75000000.00,125000000.00,52000000.00
Jun 21 2026,XAI,1285103571.39,1285103571.39,345238095.20,502425000.00,40500000.00,144940476.19,75000000.00,125000000.00,52000000.00
Jun 20 2026,XAI,1285103571.39,1285103571.39,345238095.20,502425000.00,40500000.00,144940476.19,75000000.00,125000000.00,52000000.00
Jun 18 2026,XAI,1285103571.39,1285103571.39,345238095.20,502425000.00,40500000.00,144940476.19,75000000.00,125000000.00,52000000.00
Jun 17 2026,XAI,1285103571.39,1285103571.39,345238095.20,502425000.00,40500000.00,144940476.19,75000000.00,125000000.00,52000000.00
Jun 15 2026,XAI,1285103571.39,1285103571.39,345238095.20,502425000.00,40500000.00,144940476.19,75000000.00,125000000.00,52000000.00
Jun 14 2026,XAI,1285103571.39,1285103571.39,345238095.20,502425000.00,40500000.00,144940476.19,75000000.00,125000000.00,52000000.00
Jun 12 2026,XAI,1285103571.39,1285103571.39,345238095.20,502425000.00,40500000.00,144940476.19,75000000.00,125000000.00,52000000.00
Jun 10 2026,XAI,1285103571.39,1285103571.39,345238095.20,502425000.00,40500000.00,144940476.19,75000000.00,125000000.00,52000000.00
Jun 09 2026,XAI,1285103571.39,1285103571.39,345238095.20,502425000.00,40500000.00,144940476.19,75000000.00,125000000.00,52000000.00
Jun 07 2026,XAI,1252599999.97,1252599999.97,333333333.30,485100000.00,40500000.00,141666666.67,75000000.00,125000000.00,52000000.00
Jun 06 2026,XAI,1252599999.97,1252599999.97,333333333.30,485100000.00,40500000.00,141666666.67,75000000.00,125000000.00,52000000.00
Jun 04 2026,XAI,1252599999.97,1252599999.97,333333333.30,485100000.00,40500000.00,141666666.67,75000000.00,125000000.00,52000000.00
Jun 03 2026,XAI,1252599999.97,1252599999.97,333333333.30,485100000.00,40500000.00,141666666.67,75000000.00,125000000.00,52000000.00
Jun 01 2026,XAI,1252599999.97,1252599999.97,333333333.30,485100000.00,40500000.00,141666666.67,75000000.00,125000000.00,52000000.00
May 31 2026,XAI,1252599999.97,1252599999.97,333333333.30,485100000.00,40500000.00,141666666.67,75000000.00,125000000.00,52000000.00
May 29 2026,XAI,1252599999.97,1252599999.97,333333333.30,485100000.00,40500000.00,141666666.67,75000000.00,125000000.00,52000000.00
May 28 2026,XAI,1252599999.97,1252599999.97,333333333.30,485100000.00,40500000.00,141666666.67,75000000.00,125000000.00,52000000.00
May 26 2026,XAI,1252599999.97,1252599999.97,333333333.30,485100000.00,40500000.00,141666666.67,75000000.00,125000000.00,52000000.00
May 25 2026,XAI,1252599999.97,1252599999.97,333333333.30,485100000.00,40500000.00,141666666.67,75000000.00,125000000.00,52000000.00
May 23 2026,XAI,1252599999.97,1252599999.97,333333333.30,485100000.00,40500000.00,141666666.67,75000000.00,125000000.00,52000000.00
May 21 2026,XAI,1252599999.97,1252599999.97,333333333.30,485100000.00,40500000.00,141666666.67,75000000.00,125000000.00,52000000.00
May 20 2026,XAI,1252599999.97,1252599999.97,333333333.30,485100000.00,40500000.00,141666666.67,75000000.00,125000000.00,52000000.00
May 18 2026,XAI,1252599999.97,1252599999.97,333333333.30,485100000.00,40500000.00,141666666.67,75000000.00,125000000.00,52000000.00
May 17 2026,XAI,1252599999.97,1252599999.97,333333333.30,485100000.00,40500000.00,141666666.67,75000000.00,125000000.00,52000000.00
May 15 2026,XAI,1252599999.97,1252599999.97,333333333.30,485100000.00,40500000.00,141666666.67,75000000.00,125000000.00,52000000.00
May 14 2026,XAI,1252599999.97,1252599999.97,333333333.30,485100000.00,40500000.00,141666666.67,75000000.00,125000000.00,52000000.00
May 12 2026,XAI,1252599999.97,1252599999.97,333333333.30,485100000.00,40500000.00,141666666.67,75000000.00,125000000.00,52000000.00
May 11 2026,XAI,1252599999.97,1252599999.97,333333333.30,485100000.00,40500000.00,141666666.67,75000000.00,125000000.00,52000000.00
May 09 2026,XAI,1252599999.97,1252599999.97,333333333.30,485100000.00,40500000.00,141666666.67,75000000.00,125000000.00,52000000.00
May 08 2026,XAI,1220096428.54,1220096428.54,321428571.40,467775000.00,40500000.00,138392857.14,75000000.00,125000000.00,52000000.00
May 06 2026,XAI,1220096428.54,1220096428.54,321428571.40,467775000.00,40500000.00,138392857.14,75000000.00,125000000.00,52000000.00
May 05 2026,XAI,1220096428.54,1220096428.54,321428571.40,467775000.00,40500000.00,138392857.14,75000000.00,125000000.00,52000000.00
May 03 2026,XAI,1220096428.54,1220096428.54,321428571.40,467775000.00,40500000.00,138392857.14,75000000.00,125000000.00,52000000.00
May 02 2026,XAI,1220096428.54,1220096428.54,321428571.40,467775000.00,40500000.00,138392857.14,75000000.00,125000000.00,52000000.00
Apr 30 2026,XAI,1220096428.54,1220096428.54,321428571.40,467775000.00,40500000.00,138392857.14,75000000.00,125000000.00,52000000.00
Apr 28 2026,XAI,1220096428.54,1220096428.54,321428571.40,467775000.00,40500000.00,138392857.14,75000000.00,125000000.00,52000000.00
Apr 27 2026,XAI,1220096428.54,1220096428.54,321428571.40,467775000.00,40500000.00,138392857.14,75000000.00,125000000.00,52000000.00
Apr 25 2026,XAI,1220096428.54,1220096428.54,321428571.40,467775000.00,40500000.00,138392857.14,75000000.00,125000000.00,52000000.00
Apr 24 2026,XAI,1220096428.54,1220096428.54,321428571.40,467775000.00,40500000.00,138392857.14,75000000.00,125000000.00,52000000.00
Apr 22 2026,XAI,1220096428.54,1220096428.54,321428571.40,467775000.00,40500000.00,138392857.14,75000000.00,125000000.00,52000000.00
Apr 21 2026,XAI,1220096428.54,1220096428.54,321428571.40,467775000.00,40500000.00,138392857.14,75000000.00,125000000.00,52000000.00
Apr 19 2026,XAI,1220096428.54,1220096428.54,321428571.40,467775000.00,40500000.00,138392857.14,75000000.00,125000000.00,52000000.00
Apr 18 2026,XAI,1220096428.54,1220096428.54,321428571.40,467775000.00,40500000.00,138392857.14,75000000.00,125000000.00,52000000.00
Apr 16 2026,XAI,1220096428.54,1220096428.54,321428571.40,467775000.00,40500000.00,138392857.14,75000000.00,125000000.00,52000000.00
Apr 15 2026,XAI,1220096428.54,1220096428.54,321428571.40,467775000.00,40500000.00,138392857.14,75000000.00,125000000.00,52000000.00
Apr 13 2026,XAI,1220096428.54,1220096428.54,321428571.40,467775000.00,40500000.00,138392857.14,75000000.00,125000000.00,52000000.00
Apr 12 2026,XAI,1220096428.54,1220096428.54,321428571.40,467775000.00,40500000.00,138392857.14,75000000.00,125000000.00,52000000.00
Apr 10 2026,XAI,1220096428.54,1220096428.54,321428571.40,467775000.00,40500000.00,138392857.14,75000000.00,125000000.00,52000000.00
Apr 08 2026,XAI,1187592857.12,1187592857.12,309523809.50,450450000.00,40500000.00,135119047.62,75000000.00,125000000.00,52000000.00
Apr 07 2026,XAI,1187592857.12,1187592857.12,309523809.50,450450000.00,40500000.00,135119047.62,75000000.00,125000000.00,52000000.00
Apr 05 2026,XAI,1187592857.12,1187592857.12,309523809.50,450450000.00,40500000.00,135119047.62,75000000.00,125000000.00,52000000.00
Apr 04 2026,XAI,1187592857.12,1187592857.12,309523809.50,450450000.00,40500000.00,135119047.62,75000000.00,125000000.00,52000000.00
Apr 02 2026,XAI,1187592857.12,1187592857.12,309523809.50,450450000.00,40500000.00,135119047.62,75000000.00,125000000.00,52000000.00
Apr 01 2026,XAI,1187592857.12,1187592857.12,309523809.50,450450000.00,40500000.00,135119047.62,75000000.00,125000000.00,52000000.00
Mar 30 2026,XAI,1187592857.12,1187592857.12,309523809.50,450450000.00,40500000.00,135119047.62,75000000.00,125000000.00,52000000.00
Mar 29 2026,XAI,1187592857.12,1187592857.12,309523809.50,450450000.00,40500000.00,135119047.62,75000000.00,125000000.00,52000000.00
Mar 27 2026,XAI,1187592857.12,1187592857.12,309523809.50,450450000.00,40500000.00,135119047.62,75000000.00,125000000.00,52000000.00
Mar 26 2026,XAI,1187592857.12,1187592857.12,309523809.50,450450000.00,40500000.00,135119047.62,75000000.00,125000000.00,52000000.00
Mar 24 2026,XAI,1187592857.12,1187592857.12,309523809.50,450450000.00,40500000.00,135119047.62,75000000.00,125000000.00,52000000.00
Mar 23 2026,XAI,1187592857.12,1187592857.12,309523809.50,450450000.00,40500000.00,135119047.62,75000000.00,125000000.00,52000000.00
Mar 21 2026,XAI,1187592857.12,1187592857.12,309523809.50,450450000.00,40500000.00,135119047.62,75000000.00,125000000.00,52000000.00
Mar 20 2026,XAI,1187592857.12,1187592857.12,309523809.50,450450000.00,40500000.00,135119047.62,75000000.00,125000000.00,52000000.00
Mar 18 2026,XAI,1187592857.12,1187592857.12,309523809.50,450450000.00,40500000.00,135119047.62,75000000.00,125000000.00,52000000.00
Mar 16 2026,XAI,1187592857.12,1187592857.12,309523809.50,450450000.00,40500000.00,135119047.62,75000000.00,125000000.00,52000000.00
Mar 15 2026,XAI,1187592857.12,1187592857.12,309523809.50,450450000.00,40500000.00,135119047.62,75000000.00,125000000.00,52000000.00
Mar 13 2026,XAI,1187592857.12,1187592857.12,309523809.50,450450000.00,40500000.00,135119047.62,75000000.00,125000000.00,52000000.00
Mar 12 2026,XAI,1187592857.12,1187592857.12,309523809.50,450450000.00,40500000.00,135119047.62,75000000.00,125000000.00,52000000.00
Mar 10 2026,XAI,1187592857.12,1187592857.12,309523809.50,450450000.00,40500000.00,135119047.62,75000000.00,125000000.00,52000000.00
Mar 09 2026,XAI,1187592857.12,1187592857.12,309523809.50,450450000.00,40500000.00,135119047.62,75000000.00,125000000.00,52000000.00
Mar 07 2026,XAI,1155089285.70,1155089285.70,297619047.60,433125000.00,40500000.00,131845238.10,75000000.00,125000000.00,52000000.00
Mar 06 2026,XAI,1155089285.70,1155089285.70,297619047.60,433125000.00,40500000.00,131845238.10,75000000.00,125000000.00,52000000.00
Mar 04 2026,XAI,1155089285.70,1155089285.70,297619047.60,433125000.00,40500000.00,131845238.10,75000000.00,125000000.00,52000000.00
Mar 03 2026,XAI,1155089285.70,1155089285.70,297619047.60,433125000.00,40500000.00,131845238.10,75000000.00,125000000.00,52000000.00
Mar 01 2026,XAI,1155089285.70,1155089285.70,297619047.60,433125000.00,40500000.00,131845238.10,75000000.00,125000000.00,52000000.00
Feb 28 2026,XAI,1155089285.70,1155089285.70,297619047.60,433125000.00,40500000.00,131845238.10,75000000.00,125000000.00,52000000.00
Feb 26 2026,XAI,1155089285.70,1155089285.70,297619047.60,433125000.00,40500000.00,131845238.10,75000000.00,125000000.00,52000000.00
Feb 24 2026,XAI,1155089285.70,1155089285.70,297619047.60,433125000.00,40500000.00,131845238.10,75000000.00,125000000.00,52000000.00
Feb 23 2026,XAI,1155089285.70,1155089285.70,297619047.60,433125000.00,40500000.00,131845238.10,75000000.00,125000000.00,52000000.00
Feb 21 2026,XAI,1155089285.70,1155089285.70,297619047.60,433125000.00,40500000.00,131845238.10,75000000.00,125000000.00,52000000.00
Feb 20 2026,XAI,1155089285.70,1155089285.70,297619047.60,433125000.00,40500000.00,131845238.10,75000000.00,125000000.00,52000000.00
Feb 18 2026,XAI,1155089285.70,1155089285.70,297619047.60,433125000.00,40500000.00,131845238.10,75000000.00,125000000.00,52000000.00
Feb 17 2026,XAI,1155089285.70,1155089285.70,297619047.60,433125000.00,40500000.00,131845238.10,75000000.00,125000000.00,52000000.00
Feb 15 2026,XAI,1155089285.70,1155089285.70,297619047.60,433125000.00,40500000.00,131845238.10,75000000.00,125000000.00,52000000.00
Feb 14 2026,XAI,1155089285.70,1155089285.70,297619047.60,433125000.00,40500000.00,131845238.10,75000000.00,125000000.00,52000000.00
Feb 12 2026,XAI,1155089285.70,1155089285.70,297619047.60,433125000.00,40500000.00,131845238.10,75000000.00,125000000.00,52000000.00
Feb 11 2026,XAI,1155089285.70,1155089285.70,297619047.60,433125000.00,40500000.00,131845238.10,75000000.00,125000000.00,52000000.00
Feb 09 2026,XAI,1155089285.70,1155089285.70,297619047.60,433125000.00,40500000.00,131845238.10,75000000.00,125000000.00,52000000.00
Feb 08 2026,XAI,1122585714.27,1122585714.27,285714285.70,415800000.00,40500000.00,128571428.57,75000000.00,125000000.00,52000000.00
Feb 06 2026,XAI,1122585714.27,1122585714.27,285714285.70,415800000.00,40500000.00,128571428.57,75000000.00,125000000.00,52000000.00
Feb 04 2026,XAI,1122585714.27,1122585714.27,285714285.70,415800000.00,40500000.00,128571428.57,75000000.00,125000000.00,52000000.00
Feb 03 2026,XAI,1122585714.27,1122585714.27,285714285.70,415800000.00,40500000.00,128571428.57,75000000.00,125000000.00,52000000.00
Feb 01 2026,XAI,1122585714.27,1122585714.27,285714285.70,415800000.00,40500000.00,128571428.57,75000000.00,125000000.00,52000000.00
Jan 31 2026,XAI,1122585714.27,1122585714.27,285714285.70,415800000.00,40500000.00,128571428.57,75000000.00,125000000.00,52000000.00
Jan 29 2026,XAI,1122585714.27,1122585714.27,285714285.70,415800000.00,40500000.00,128571428.57,75000000.00,125000000.00,52000000.00
