Date,Symbol,Available Supply,Unlocked Supply,Team,Investors,Reserve,Ecosystem,Binance Launchpool,Community,DAC and Nodes
Aug 15 2027,XAI,1499750000.00,1499750000.00,500000000.00,519750000.00,40500000.00,187500000.00,75000000.00,125000000.00,52000000.00
Aug 13 2027,XAI,1499750000.00,1499750000.00,500000000.00,519750000.00,40500000.00,187500000.00,75000000.00,125000000.00,52000000.00
Aug 12 2027,XAI,1499750000.00,1499750000.00,500000000.00,519750000.00,40500000.00,187500000.00,75000000.00,125000000.00,52000000.00
Aug 10 2027,XAI,1499750000.00,1499750000.00,500000000.00,519750000.00,40500000.00,187500000.00,75000000.00,125000000.00,52000000.00
Aug 09 2027,XAI,1499750000.00,1499750000.00,500000000.00,519750000.00,40500000.00,187500000.00,75000000.00,125000000.00,52000000.00
Aug 07 2027,XAI,1499750000.00,1499750000.00,500000000.00,519750000.00,40500000.00,187500000.00,75000000.00,125000000.00,52000000.00
Aug 05 2027,XAI,1499750000.00,1499750000.00,500000000.00,519750000.00,40500000.00,187500000.00,75000000.00,125000000.00,52000000.00
Aug 04 2027,XAI,1499750000.00,1499750000.00,500000000.00,519750000.00,40500000.00,187500000.00,75000000.00,125000000.00,52000000.00
Aug 02 2027,XAI,1499750000.00,1499750000.00,500000000.00,519750000.00,40500000.00,187500000.00,75000000.00,125000000.00,52000000.00
Aug 01 2027,XAI,1499750000.00,1499750000.00,500000000.00,519750000.00,40500000.00,187500000.00,75000000.00,125000000.00,52000000.00
Jul 30 2027,XAI,1499750000.00,1499750000.00,500000000.00,519750000.00,40500000.00,187500000.00,75000000.00,125000000.00,52000000.00
Jul 29 2027,XAI,1499750000.00,1499750000.00,500000000.00,519750000.00,40500000.00,187500000.00,75000000.00,125000000.00,52000000.00
Jul 27 2027,XAI,1499750000.00,1499750000.00,500000000.00,519750000.00,40500000.00,187500000.00,75000000.00,125000000.00,52000000.00
Jul 26 2027,XAI,1499750000.00,1499750000.00,500000000.00,519750000.00,40500000.00,187500000.00,75000000.00,125000000.00,52000000.00
Jul 24 2027,XAI,1499750000.00,1499750000.00,500000000.00,519750000.00,40500000.00,187500000.00,75000000.00,125000000.00,52000000.00
Jul 23 2027,XAI,1499750000.00,1499750000.00,500000000.00,519750000.00,40500000.00,187500000.00,75000000.00,125000000.00,52000000.00
Jul 21 2027,XAI,1499750000.00,1499750000.00,500000000.00,519750000.00,40500000.00,187500000.00,75000000.00,125000000.00,52000000.00
Jul 20 2027,XAI,1499750000.00,1499750000.00,500000000.00,519750000.00,40500000.00,187500000.00,75000000.00,125000000.00,52000000.00
Jul 18 2027,XAI,1499750000.00,1499750000.00,500000000.00,519750000.00,40500000.00,187500000.00,75000000.00,125000000.00,52000000.00
Jul 16 2027,XAI,1499750000.00,1499750000.00,500000000.00,519750000.00,40500000.00,187500000.00,75000000.00,125000000.00,52000000.00
Jul 15 2027,XAI,1499750000.00,1499750000.00,500000000.00,519750000.00,40500000.00,187500000.00,75000000.00,125000000.00,52000000.00
Jul 13 2027,XAI,1499750000.00,1499750000.00,500000000.00,519750000.00,40500000.00,187500000.00,75000000.00,125000000.00,52000000.00
Jul 12 2027,XAI,1499750000.00,1499750000.00,500000000.00,519750000.00,40500000.00,187500000.00,75000000.00,125000000.00,52000000.00
Jul 10 2027,XAI,1499750000.00,1499750000.00,500000000.00,519750000.00,40500000.00,187500000.00,75000000.00,125000000.00,52000000.00
Jul 09 2027,XAI,1499750000.00,1499750000.00,500000000.00,519750000.00,40500000.00,187500000.00,75000000.00,125000000.00,52000000.00
Jul 07 2027,XAI,1484571428.58,1484571428.58,488095238.10,519750000.00,40500000.00,184226190.48,75000000.00,125000000.00,52000000.00
Jul 06 2027,XAI,1484571428.58,1484571428.58,488095238.10,519750000.00,40500000.00,184226190.48,75000000.00,125000000.00,52000000.00
Jul 04 2027,XAI,1484571428.58,1484571428.58,488095238.10,519750000.00,40500000.00,184226190.48,75000000.00,125000000.00,52000000.00
Jul 03 2027,XAI,1484571428.58,1484571428.58,488095238.10,519750000.00,40500000.00,184226190.48,75000000.00,125000000.00,52000000.00
Jul 01 2027,XAI,1484571428.58,1484571428.58,488095238.10,519750000.00,40500000.00,184226190.48,75000000.00,125000000.00,52000000.00
Jun 30 2027,XAI,1484571428.58,1484571428.58,488095238.10,519750000.00,40500000.00,184226190.48,75000000.00,125000000.00,52000000.00
Jun 28 2027,XAI,1484571428.58,1484571428.58,488095238.10,519750000.00,40500000.00,184226190.48,75000000.00,125000000.00,52000000.00
Jun 27 2027,XAI,1484571428.58,1484571428.58,488095238.10,519750000.00,40500000.00,184226190.48,75000000.00,125000000.00,52000000.00
Jun 25 2027,XAI,1484571428.58,1484571428.58,488095238.10,519750000.00,40500000.00,184226190.48,75000000.00,125000000.00,52000000.00
Jun 23 2027,XAI,1484571428.58,1484571428.58,488095238.10,519750000.00,40500000.00,184226190.48,75000000.00,125000000.00,52000000.00
Jun 22 2027,XAI,1484571428.58,1484571428.58,488095238.10,519750000.00,40500000.00,184226190.48,75000000.00,125000000.00,52000000.00
Jun 20 2027,XAI,1484571428.58,1484571428.58,488095238.10,519750000.00,40500000.00,184226190.48,75000000.00,125000000.00,52000000.00
Jun 19 2027,XAI,1484571428.58,1484571428.58,488095238.10,519750000.00,40500000.00,184226190.48,75000000.00,125000000.00,52000000.00
Jun 17 2027,XAI,1484571428.58,1484571428.58,488095238.10,519750000.00,40500000.00,184226190.48,75000000.00,125000000.00,52000000.00
Jun 16 2027,XAI,1484571428.58,1484571428.58,488095238.10,519750000.00,40500000.00,184226190.48,75000000.00,125000000.00,52000000.00
Jun 14 2027,XAI,1484571428.58,1484571428.58,488095238.10,519750000.00,40500000.00,184226190.48,75000000.00,125000000.00,52000000.00
Jun 13 2027,XAI,1484571428.58,1484571428.58,488095238.10,519750000.00,40500000.00,184226190.48,75000000.00,125000000.00,52000000.00
Jun 11 2027,XAI,1484571428.58,1484571428.58,488095238.10,519750000.00,40500000.00,184226190.48,75000000.00,125000000.00,52000000.00
Jun 10 2027,XAI,1484571428.58,1484571428.58,488095238.10,519750000.00,40500000.00,184226190.48,75000000.00,125000000.00,52000000.00
Jun 08 2027,XAI,1469392857.15,1469392857.15,476190476.20,519750000.00,40500000.00,180952380.95,75000000.00,125000000.00,52000000.00
Jun 07 2027,XAI,1469392857.15,1469392857.15,476190476.20,519750000.00,40500000.00,180952380.95,75000000.00,125000000.00,52000000.00
Jun 05 2027,XAI,1469392857.15,1469392857.15,476190476.20,519750000.00,40500000.00,180952380.95,75000000.00,125000000.00,52000000.00
Jun 03 2027,XAI,1469392857.15,1469392857.15,476190476.20,519750000.00,40500000.00,180952380.95,75000000.00,125000000.00,52000000.00
Jun 02 2027,XAI,1469392857.15,1469392857.15,476190476.20,519750000.00,40500000.00,180952380.95,75000000.00,125000000.00,52000000.00
May 31 2027,XAI,1469392857.15,1469392857.15,476190476.20,519750000.00,40500000.00,180952380.95,75000000.00,125000000.00,52000000.00
May 30 2027,XAI,1469392857.15,1469392857.15,476190476.20,519750000.00,40500000.00,180952380.95,75000000.00,125000000.00,52000000.00
May 28 2027,XAI,1469392857.15,1469392857.15,476190476.20,519750000.00,40500000.00,180952380.95,75000000.00,125000000.00,52000000.00
May 27 2027,XAI,1469392857.15,1469392857.15,476190476.20,519750000.00,40500000.00,180952380.95,75000000.00,125000000.00,52000000.00
May 25 2027,XAI,1469392857.15,1469392857.15,476190476.20,519750000.00,40500000.00,180952380.95,75000000.00,125000000.00,52000000.00
May 24 2027,XAI,1469392857.15,1469392857.15,476190476.20,519750000.00,40500000.00,180952380.95,75000000.00,125000000.00,52000000.00
May 22 2027,XAI,1469392857.15,1469392857.15,476190476.20,519750000.00,40500000.00,180952380.95,75000000.00,125000000.00,52000000.00
May 21 2027,XAI,1469392857.15,1469392857.15,476190476.20,519750000.00,40500000.00,180952380.95,75000000.00,125000000.00,52000000.00
May 19 2027,XAI,1469392857.15,1469392857.15,476190476.20,519750000.00,40500000.00,180952380.95,75000000.00,125000000.00,52000000.00
May 18 2027,XAI,1469392857.15,1469392857.15,476190476.20,519750000.00,40500000.00,180952380.95,75000000.00,125000000.00,52000000.00
May 16 2027,XAI,1469392857.15,1469392857.15,476190476.20,519750000.00,40500000.00,180952380.95,75000000.00,125000000.00,52000000.00
May 14 2027,XAI,1469392857.15,1469392857.15,476190476.20,519750000.00,40500000.00,180952380.95,75000000.00,125000000.00,52000000.00
May 13 2027,XAI,1469392857.15,1469392857.15,476190476.20,519750000.00,40500000.00,180952380.95,75000000.00,125000000.00,52000000.00
May 11 2027,XAI,1469392857.15,1469392857.15,476190476.20,519750000.00,40500000.00,180952380.95,75000000.00,125000000.00,52000000.00
May 10 2027,XAI,1469392857.15,1469392857.15,476190476.20,519750000.00,40500000.00,180952380.95,75000000.00,125000000.00,52000000.00
May 08 2027,XAI,1454214285.73,1454214285.73,464285714.30,519750000.00,40500000.00,177678571.43,75000000.00,125000000.00,52000000.00
May 07 2027,XAI,1454214285.73,1454214285.73,464285714.30,519750000.00,40500000.00,177678571.43,75000000.00,125000000.00,52000000.00
May 05 2027,XAI,1454214285.73,1454214285.73,464285714.30,519750000.00,40500000.00,177678571.43,75000000.00,125000000.00,52000000.00
May 04 2027,XAI,1454214285.73,1454214285.73,464285714.30,519750000.00,40500000.00,177678571.43,75000000.00,125000000.00,52000000.00
May 02 2027,XAI,1454214285.73,1454214285.73,464285714.30,519750000.00,40500000.00,177678571.43,75000000.00,125000000.00,52000000.00
May 01 2027,XAI,1454214285.73,1454214285.73,464285714.30,519750000.00,40500000.00,177678571.43,75000000.00,125000000.00,52000000.00
Apr 29 2027,XAI,1454214285.73,1454214285.73,464285714.30,519750000.00,40500000.00,177678571.43,75000000.00,125000000.00,52000000.00
Apr 28 2027,XAI,1454214285.73,1454214285.73,464285714.30,519750000.00,40500000.00,177678571.43,75000000.00,125000000.00,52000000.00
Apr 26 2027,XAI,1454214285.73,1454214285.73,464285714.30,519750000.00,40500000.00,177678571.43,75000000.00,125000000.00,52000000.00
Apr 25 2027,XAI,1454214285.73,1454214285.73,464285714.30,519750000.00,40500000.00,177678571.43,75000000.00,125000000.00,52000000.00
Apr 23 2027,XAI,1454214285.73,1454214285.73,464285714.30,519750000.00,40500000.00,177678571.43,75000000.00,125000000.00,52000000.00
Apr 21 2027,XAI,1454214285.73,1454214285.73,464285714.30,519750000.00,40500000.00,177678571.43,75000000.00,125000000.00,52000000.00
Apr 20 2027,XAI,1454214285.73,1454214285.73,464285714.30,519750000.00,40500000.00,177678571.43,75000000.00,125000000.00,52000000.00
Apr 18 2027,XAI,1454214285.73,1454214285.73,464285714.30,519750000.00,40500000.00,177678571.43,75000000.00,125000000.00,52000000.00
Apr 17 2027,XAI,1454214285.73,1454214285.73,464285714.30,519750000.00,40500000.00,177678571.43,75000000.00,125000000.00,52000000.00
Apr 15 2027,XAI,1454214285.73,1454214285.73,464285714.30,519750000.00,40500000.00,177678571.43,75000000.00,125000000.00,52000000.00
Apr 14 2027,XAI,1454214285.73,1454214285.73,464285714.30,519750000.00,40500000.00,177678571.43,75000000.00,125000000.00,52000000.00
Apr 12 2027,XAI,1454214285.73,1454214285.73,464285714.30,519750000.00,40500000.00,177678571.43,75000000.00,125000000.00,52000000.00
Apr 11 2027,XAI,1454214285.73,1454214285.73,464285714.30,519750000.00,40500000.00,177678571.43,75000000.00,125000000.00,52000000.00
Apr 09 2027,XAI,1454214285.73,1454214285.73,464285714.30,519750000.00,40500000.00,177678571.43,75000000.00,125000000.00,52000000.00
Apr 08 2027,XAI,1439035714.30,1439035714.30,452380952.40,519750000.00,40500000.00,174404761.90,75000000.00,125000000.00,52000000.00
Apr 06 2027,XAI,1439035714.30,1439035714.30,452380952.40,519750000.00,40500000.00,174404761.90,75000000.00,125000000.00,52000000.00
Apr 05 2027,XAI,1439035714.30,1439035714.30,452380952.40,519750000.00,40500000.00,174404761.90,75000000.00,125000000.00,52000000.00
Apr 03 2027,XAI,1439035714.30,1439035714.30,452380952.40,519750000.00,40500000.00,174404761.90,75000000.00,125000000.00,52000000.00
Apr 01 2027,XAI,1439035714.30,1439035714.30,452380952.40,519750000.00,40500000.00,174404761.90,75000000.00,125000000.00,52000000.00
Mar 31 2027,XAI,1439035714.30,1439035714.30,452380952.40,519750000.00,40500000.00,174404761.90,75000000.00,125000000.00,52000000.00
Mar 29 2027,XAI,1439035714.30,1439035714.30,452380952.40,519750000.00,40500000.00,174404761.90,75000000.00,125000000.00,52000000.00
Mar 28 2027,XAI,1439035714.30,1439035714.30,452380952.40,519750000.00,40500000.00,174404761.90,75000000.00,125000000.00,52000000.00
Mar 26 2027,XAI,1439035714.30,1439035714.30,452380952.40,519750000.00,40500000.00,174404761.90,75000000.00,125000000.00,52000000.00
Mar 25 2027,XAI,1439035714.30,1439035714.30,452380952.40,519750000.00,40500000.00,174404761.90,75000000.00,125000000.00,52000000.00
Mar 23 2027,XAI,1439035714.30,1439035714.30,452380952.40,519750000.00,40500000.00,174404761.90,75000000.00,125000000.00,52000000.00
Mar 22 2027,XAI,1439035714.30,1439035714.30,452380952.40,519750000.00,40500000.00,174404761.90,75000000.00,125000000.00,52000000.00
Mar 20 2027,XAI,1439035714.30,1439035714.30,452380952.40,519750000.00,40500000.00,174404761.90,75000000.00,125000000.00,52000000.00
Mar 19 2027,XAI,1439035714.30,1439035714.30,452380952.40,519750000.00,40500000.00,174404761.90,75000000.00,125000000.00,52000000.00
Mar 17 2027,XAI,1439035714.30,1439035714.30,452380952.40,519750000.00,40500000.00,174404761.90,75000000.00,125000000.00,52000000.00
Mar 16 2027,XAI,1439035714.30,1439035714.30,452380952.40,519750000.00,40500000.00,174404761.90,75000000.00,125000000.00,52000000.00
Mar 14 2027,XAI,1439035714.30,1439035714.30,452380952.40,519750000.00,40500000.00,174404761.90,75000000.00,125000000.00,52000000.00
Mar 13 2027,XAI,1439035714.30,1439035714.30,452380952.40,519750000.00,40500000.00,174404761.90,75000000.00,125000000.00,52000000.00
Mar 11 2027,XAI,1439035714.30,1439035714.30,452380952.40,519750000.00,40500000.00,174404761.90,75000000.00,125000000.00,52000000.00
Mar 09 2027,XAI,1439035714.30,1439035714.30,452380952.40,519750000.00,40500000.00,174404761.90,75000000.00,125000000.00,52000000.00
Mar 08 2027,XAI,1423857142.88,1423857142.88,440476190.50,519750000.00,40500000.00,171130952.38,75000000.00,125000000.00,52000000.00
Mar 06 2027,XAI,1423857142.88,1423857142.88,440476190.50,519750000.00,40500000.00,171130952.38,75000000.00,125000000.00,52000000.00
Mar 05 2027,XAI,1423857142.88,1423857142.88,440476190.50,519750000.00,40500000.00,171130952.38,75000000.00,125000000.00,52000000.00
Mar 03 2027,XAI,1423857142.88,1423857142.88,440476190.50,519750000.00,40500000.00,171130952.38,75000000.00,125000000.00,52000000.00
Mar 02 2027,XAI,1423857142.88,1423857142.88,440476190.50,519750000.00,40500000.00,171130952.38,75000000.00,125000000.00,52000000.00
Feb 28 2027,XAI,1423857142.88,1423857142.88,440476190.50,519750000.00,40500000.00,171130952.38,75000000.00,125000000.00,52000000.00
Feb 27 2027,XAI,1423857142.88,1423857142.88,440476190.50,519750000.00,40500000.00,171130952.38,75000000.00,125000000.00,52000000.00
Feb 25 2027,XAI,1423857142.88,1423857142.88,440476190.50,519750000.00,40500000.00,171130952.38,75000000.00,125000000.00,52000000.00
Feb 24 2027,XAI,1423857142.88,1423857142.88,440476190.50,519750000.00,40500000.00,171130952.38,75000000.00,125000000.00,52000000.00
Feb 22 2027,XAI,1423857142.88,1423857142.88,440476190.50,519750000.00,40500000.00,171130952.38,75000000.00,125000000.00,52000000.00
Feb 21 2027,XAI,1423857142.88,1423857142.88,440476190.50,519750000.00,40500000.00,171130952.38,75000000.00,125000000.00,52000000.00
Feb 19 2027,XAI,1423857142.88,1423857142.88,440476190.50,519750000.00,40500000.00,171130952.38,75000000.00,125000000.00,52000000.00
Feb 17 2027,XAI,1423857142.88,1423857142.88,440476190.50,519750000.00,40500000.00,171130952.38,75000000.00,125000000.00,52000000.00
Feb 16 2027,XAI,1423857142.88,1423857142.88,440476190.50,519750000.00,40500000.00,171130952.38,75000000.00,125000000.00,52000000.00
Feb 14 2027,XAI,1423857142.88,1423857142.88,440476190.50,519750000.00,40500000.00,171130952.38,75000000.00,125000000.00,52000000.00
Feb 13 2027,XAI,1423857142.88,1423857142.88,440476190.50,519750000.00,40500000.00,171130952.38,75000000.00,125000000.00,52000000.00
Feb 11 2027,XAI,1423857142.88,1423857142.88,440476190.50,519750000.00,40500000.00,171130952.38,75000000.00,125000000.00,52000000.00
Feb 10 2027,XAI,1423857142.88,1423857142.88,440476190.50,519750000.00,40500000.00,171130952.38,75000000.00,125000000.00,52000000.00
Feb 08 2027,XAI,1408678571.46,1408678571.46,428571428.60,519750000.00,40500000.00,167857142.86,75000000.00,125000000.00,52000000.00
Feb 07 2027,XAI,1408678571.46,1408678571.46,428571428.60,519750000.00,40500000.00,167857142.86,75000000.00,125000000.00,52000000.00
Feb 05 2027,XAI,1408678571.46,1408678571.46,428571428.60,519750000.00,40500000.00,167857142.86,75000000.00,125000000.00,52000000.00
Feb 04 2027,XAI,1408678571.46,1408678571.46,428571428.60,519750000.00,40500000.00,167857142.86,75000000.00,125000000.00,52000000.00
Feb 02 2027,XAI,1408678571.46,1408678571.46,428571428.60,519750000.00,40500000.00,167857142.86,75000000.00,125000000.00,52000000.00
Feb 01 2027,XAI,1408678571.46,1408678571.46,428571428.60,519750000.00,40500000.00,167857142.86,75000000.00,125000000.00,52000000.00
Jan 30 2027,XAI,1408678571.46,1408678571.46,428571428.60,519750000.00,40500000.00,167857142.86,75000000.00,125000000.00,52000000.00
Jan 28 2027,XAI,1408678571.46,1408678571.46,428571428.60,519750000.00,40500000.00,167857142.86,75000000.00,125000000.00,52000000.00
Jan 27 2027,XAI,1408678571.46,1408678571.46,428571428.60,519750000.00,40500000.00,167857142.86,75000000.00,125000000.00,52000000.00
Jan 25 2027,XAI,1408678571.46,1408678571.46,428571428.60,519750000.00,40500000.00,167857142.86,75000000.00,125000000.00,52000000.00
Jan 24 2027,XAI,1408678571.46,1408678571.46,428571428.60,519750000.00,40500000.00,167857142.86,75000000.00,125000000.00,52000000.00
Jan 22 2027,XAI,1408678571.46,1408678571.46,428571428.60,519750000.00,40500000.00,167857142.86,75000000.00,125000000.00,52000000.00
Jan 21 2027,XAI,1408678571.46,1408678571.46,428571428.60,519750000.00,40500000.00,167857142.86,75000000.00,125000000.00,52000000.00
Jan 19 2027,XAI,1408678571.46,1408678571.46,428571428.60,519750000.00,40500000.00,167857142.86,75000000.00,125000000.00,52000000.00
Jan 18 2027,XAI,1408678571.46,1408678571.46,428571428.60,519750000.00,40500000.00,167857142.86,75000000.00,125000000.00,52000000.00
Jan 16 2027,XAI,1408678571.46,1408678571.46,428571428.60,519750000.00,40500000.00,167857142.86,75000000.00,125000000.00,52000000.00
Jan 15 2027,XAI,1408678571.46,1408678571.46,428571428.60,519750000.00,40500000.00,167857142.86,75000000.00,125000000.00,52000000.00
Jan 13 2027,XAI,1408678571.46,1408678571.46,428571428.60,519750000.00,40500000.00,167857142.86,75000000.00,125000000.00,52000000.00
Jan 12 2027,XAI,1408678571.46,1408678571.46,428571428.60,519750000.00,40500000.00,167857142.86,75000000.00,125000000.00,52000000.00
Jan 10 2027,XAI,1408678571.46,1408678571.46,428571428.60,519750000.00,40500000.00,167857142.86,75000000.00,125000000.00,52000000.00
Jan 09 2027,XAI,1408678571.46,1408678571.46,428571428.60,519750000.00,40500000.00,167857142.86,75000000.00,125000000.00,52000000.00
Jan 07 2027,XAI,1393500000.03,1393500000.03,416666666.70,519750000.00,40500000.00,164583333.33,75000000.00,125000000.00,52000000.00
Jan 05 2027,XAI,1393500000.03,1393500000.03,416666666.70,519750000.00,40500000.00,164583333.33,75000000.00,125000000.00,52000000.00
Jan 04 2027,XAI,1393500000.03,1393500000.03,416666666.70,519750000.00,40500000.00,164583333.33,75000000.00,125000000.00,52000000.00
Jan 02 2027,XAI,1393500000.03,1393500000.03,416666666.70,519750000.00,40500000.00,164583333.33,75000000.00,125000000.00,52000000.00
Jan 01 2027,XAI,1393500000.03,1393500000.03,416666666.70,519750000.00,40500000.00,164583333.33,75000000.00,125000000.00,52000000.00
Dec 30 2026,XAI,1393500000.03,1393500000.03,416666666.70,519750000.00,40500000.00,164583333.33,75000000.00,125000000.00,52000000.00
Dec 29 2026,XAI,1393500000.03,1393500000.03,416666666.70,519750000.00,40500000.00,164583333.33,75000000.00,125000000.00,52000000.00
Dec 27 2026,XAI,1393500000.03,1393500000.03,416666666.70,519750000.00,40500000.00,164583333.33,75000000.00,125000000.00,52000000.00
Dec 26 2026,XAI,1393500000.03,1393500000.03,416666666.70,519750000.00,40500000.00,164583333.33,75000000.00,125000000.00,52000000.00
Dec 24 2026,XAI,1393500000.03,1393500000.03,416666666.70,519750000.00,40500000.00,164583333.33,75000000.00,125000000.00,52000000.00
Dec 23 2026,XAI,1393500000.03,1393500000.03,416666666.70,519750000.00,40500000.00,164583333.33,75000000.00,125000000.00,52000000.00
Dec 21 2026,XAI,1393500000.03,1393500000.03,416666666.70,519750000.00,40500000.00,164583333.33,75000000.00,125000000.00,52000000.00
Dec 20 2026,XAI,1393500000.03,1393500000.03,416666666.70,519750000.00,40500000.00,164583333.33,75000000.00,125000000.00,52000000.00
Dec 18 2026,XAI,1393500000.03,1393500000.03,416666666.70,519750000.00,40500000.00,164583333.33,75000000.00,125000000.00,52000000.00
Dec 16 2026,XAI,1393500000.03,1393500000.03,416666666.70,519750000.00,40500000.00,164583333.33,75000000.00,125000000.00,52000000.00
Dec 15 2026,XAI,1393500000.03,1393500000.03,416666666.70,519750000.00,40500000.00,164583333.33,75000000.00,125000000.00,52000000.00
Dec 13 2026,XAI,1393500000.03,1393500000.03,416666666.70,519750000.00,40500000.00,164583333.33,75000000.00,125000000.00,52000000.00
Dec 12 2026,XAI,1393500000.03,1393500000.03,416666666.70,519750000.00,40500000.00,164583333.33,75000000.00,125000000.00,52000000.00
Dec 10 2026,XAI,1393500000.03,1393500000.03,416666666.70,519750000.00,40500000.00,164583333.33,75000000.00,125000000.00,52000000.00
Dec 09 2026,XAI,1393500000.03,1393500000.03,416666666.70,519750000.00,40500000.00,164583333.33,75000000.00,125000000.00,52000000.00
Dec 07 2026,XAI,1378321428.61,1378321428.61,404761904.80,519750000.00,40500000.00,161309523.81,75000000.00,125000000.00,52000000.00
Dec 06 2026,XAI,1378321428.61,1378321428.61,404761904.80,519750000.00,40500000.00,161309523.81,75000000.00,125000000.00,52000000.00
