Date,Symbol,Available Supply,Unlocked Supply,Mining Reserve (TBD),Simple Minting,Baseline Minting,Protocol Labs Team and Contributors,Filecoin Foundation,Protocol Labs,Fundraising 36 months,Fundraising 24 months,Fundraising 12 months,Fundraising 6 months
Aug 25 2032,FIL,1610646583.99,1310646583.99,300000000.00,254022354.01,456624229.98,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Aug 14 2032,FIL,1609060553.09,1309060553.09,300000000.00,253595802.92,455464750.17,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Aug 02 2032,FIL,1607330337.56,1307330337.56,300000000.00,253130474.45,454199863.11,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jul 22 2032,FIL,1605744306.66,1305744306.66,300000000.00,252703923.36,453040383.30,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jul 11 2032,FIL,1604158275.75,1304158275.75,300000000.00,252277372.26,451880903.49,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jun 30 2032,FIL,1602572244.85,1302572244.85,300000000.00,251850821.17,450721423.68,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jun 18 2032,FIL,1600842029.32,1300842029.32,300000000.00,251385492.70,449456536.62,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jun 07 2032,FIL,1599255998.42,1299255998.42,300000000.00,250958941.61,448297056.81,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
May 27 2032,FIL,1597669967.51,1297669967.51,300000000.00,250532390.51,447137577.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
May 16 2032,FIL,1596083936.61,1296083936.61,300000000.00,250105839.42,445978097.19,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
May 05 2032,FIL,1594497905.71,1294497905.71,300000000.00,249679288.32,444818617.39,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Apr 23 2032,FIL,1592767690.18,1292767690.18,300000000.00,249213959.85,443553730.32,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Apr 12 2032,FIL,1591181659.27,1291181659.27,300000000.00,248787408.76,442394250.51,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Apr 01 2032,FIL,1589595628.37,1289595628.37,300000000.00,248360857.66,441234770.70,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Mar 21 2032,FIL,1588009597.47,1288009597.47,300000000.00,247934306.57,440075290.90,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Mar 09 2032,FIL,1586279381.94,1286279381.94,300000000.00,247468978.10,438810403.83,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 27 2032,FIL,1584693351.03,1284693351.03,300000000.00,247042427.01,437650924.02,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 16 2032,FIL,1583107320.13,1283107320.13,300000000.00,246615875.91,436491444.22,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 05 2032,FIL,1581521289.23,1281521289.23,300000000.00,246189324.82,435331964.41,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 25 2032,FIL,1579935258.32,1279935258.32,300000000.00,245762773.72,434172484.60,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 13 2032,FIL,1578205042.79,1278205042.79,300000000.00,245297445.26,432907597.54,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 02 2032,FIL,1576619011.89,1276619011.89,300000000.00,244870894.16,431748117.73,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 22 2031,FIL,1575032980.98,1275032980.98,300000000.00,244444343.07,430588637.92,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 11 2031,FIL,1573446950.08,1273446950.08,300000000.00,244017791.97,429429158.11,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 29 2031,FIL,1571716734.55,1271716734.55,300000000.00,243552463.50,428164271.05,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 18 2031,FIL,1570130703.65,1270130703.65,300000000.00,243125912.41,427004791.24,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 07 2031,FIL,1568544672.74,1268544672.74,300000000.00,242699361.31,425845311.43,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Oct 27 2031,FIL,1566958641.84,1266958641.84,300000000.00,242272810.22,424685831.62,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Oct 16 2031,FIL,1565372610.94,1265372610.94,300000000.00,241846259.12,423526351.81,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Oct 04 2031,FIL,1563642395.41,1263642395.41,300000000.00,241380930.66,422261464.75,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Sep 23 2031,FIL,1562056364.50,1262056364.50,300000000.00,240954379.56,421101984.94,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Sep 12 2031,FIL,1560470333.60,1260470333.60,300000000.00,240527828.47,419942505.13,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Sep 01 2031,FIL,1558884302.70,1258884302.70,300000000.00,240101277.37,418783025.33,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Aug 20 2031,FIL,1557154087.17,1257154087.17,300000000.00,239635948.91,417518138.26,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Aug 09 2031,FIL,1555568056.26,1255568056.26,300000000.00,239209397.81,416358658.45,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jul 29 2031,FIL,1553982025.36,1253982025.36,300000000.00,238782846.72,415199178.64,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jul 18 2031,FIL,1552395994.46,1252395994.46,300000000.00,238356295.62,414039698.84,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jul 07 2031,FIL,1550809963.55,1250809963.55,300000000.00,237929744.53,412880219.03,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jun 25 2031,FIL,1549079748.02,1249079748.02,300000000.00,237464416.06,411615331.96,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jun 14 2031,FIL,1547493717.12,1247493717.12,300000000.00,237037864.96,410455852.16,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jun 03 2031,FIL,1545907686.22,1245907686.22,300000000.00,236611313.87,409296372.35,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
May 23 2031,FIL,1544321655.31,1244321655.31,300000000.00,236184762.77,408136892.54,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
May 11 2031,FIL,1542591439.78,1242591439.78,300000000.00,235719434.31,406872005.48,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Apr 30 2031,FIL,1541005408.88,1241005408.88,300000000.00,235292883.21,405712525.67,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Apr 19 2031,FIL,1539419377.98,1239419377.98,300000000.00,234866332.12,404553045.86,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Apr 08 2031,FIL,1537833347.07,1237833347.07,300000000.00,234439781.02,403393566.05,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Mar 28 2031,FIL,1536247316.17,1236247316.17,300000000.00,234013229.93,402234086.24,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Mar 16 2031,FIL,1534517100.64,1234517100.64,300000000.00,233547901.46,400969199.18,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Mar 05 2031,FIL,1532931069.74,1232931069.74,300000000.00,233121350.36,399809719.37,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 22 2031,FIL,1531345038.83,1231345038.83,300000000.00,232694799.27,398650239.56,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 11 2031,FIL,1529759007.93,1229759007.93,300000000.00,232268248.18,397490759.75,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 30 2031,FIL,1528028792.40,1228028792.40,300000000.00,231802919.71,396225872.69,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 19 2031,FIL,1526442761.49,1226442761.49,300000000.00,231376368.61,395066392.88,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 08 2031,FIL,1524856730.59,1224856730.59,300000000.00,230949817.52,393906913.07,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 28 2030,FIL,1523270699.69,1223270699.69,300000000.00,230523266.42,392747433.26,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 17 2030,FIL,1521684668.78,1221684668.78,300000000.00,230096715.33,391587953.46,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 05 2030,FIL,1519954453.25,1219954453.25,300000000.00,229631386.86,390323066.39,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 24 2030,FIL,1518368422.35,1218368422.35,300000000.00,229204835.77,389163586.58,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 13 2030,FIL,1516782391.45,1216782391.45,300000000.00,228778284.67,388004106.78,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 02 2030,FIL,1515196360.54,1215196360.54,300000000.00,228351733.58,386844626.97,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Oct 21 2030,FIL,1513466145.01,1213466145.01,300000000.00,227886405.11,385579739.90,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Oct 10 2030,FIL,1511880114.11,1211880114.11,300000000.00,227459854.01,384420260.10,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Sep 29 2030,FIL,1510294083.21,1210294083.21,300000000.00,227033302.92,383260780.29,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Sep 18 2030,FIL,1508708052.30,1208708052.30,300000000.00,226606751.82,382101300.48,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Sep 07 2030,FIL,1507122021.40,1207122021.40,300000000.00,226180200.73,380941820.67,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Aug 26 2030,FIL,1505391805.87,1205391805.87,300000000.00,225714872.26,379676933.61,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Aug 15 2030,FIL,1503805774.97,1203805774.97,300000000.00,225288321.17,378517453.80,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Aug 04 2030,FIL,1502219744.06,1202219744.06,300000000.00,224861770.07,377357973.99,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jul 24 2030,FIL,1500633713.16,1200633713.16,300000000.00,224435218.98,376198494.18,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jul 12 2030,FIL,1498903497.63,1198903497.63,300000000.00,223969890.51,374933607.12,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jul 01 2030,FIL,1497317466.73,1197317466.73,300000000.00,223543339.42,373774127.31,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jun 20 2030,FIL,1495731435.82,1195731435.82,300000000.00,223116788.32,372614647.50,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jun 09 2030,FIL,1494145404.92,1194145404.92,300000000.00,222690237.23,371455167.69,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
May 29 2030,FIL,1492559374.02,1192559374.02,300000000.00,222263686.13,370295687.88,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
May 17 2030,FIL,1490829158.49,1190829158.49,300000000.00,221798357.66,369030800.82,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
May 06 2030,FIL,1489243127.58,1189243127.58,300000000.00,221371806.57,367871321.01,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Apr 25 2030,FIL,1487657096.68,1187657096.68,300000000.00,220945255.47,366711841.20,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Apr 14 2030,FIL,1486071065.78,1186071065.78,300000000.00,220518704.38,365552361.40,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Apr 02 2030,FIL,1484340850.25,1184340850.25,300000000.00,220053375.91,364287474.33,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Mar 22 2030,FIL,1482754819.34,1182754819.34,300000000.00,219626824.82,363127994.52,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Mar 11 2030,FIL,1481168788.44,1181168788.44,300000000.00,219200273.72,361968514.72,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 28 2030,FIL,1479582757.54,1179582757.54,300000000.00,218773722.63,360809034.91,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 17 2030,FIL,1477996726.63,1177996726.63,300000000.00,218347171.53,359649555.10,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 05 2030,FIL,1476266511.10,1176266511.10,300000000.00,217881843.07,358384668.04,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 25 2030,FIL,1474680480.20,1174680480.20,300000000.00,217455291.97,357225188.23,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 14 2030,FIL,1473094449.29,1173094449.29,300000000.00,217028740.88,356065708.42,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 03 2030,FIL,1471508418.39,1171508418.39,300000000.00,216602189.78,354906228.61,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 22 2029,FIL,1469778202.86,1169778202.86,300000000.00,216136861.31,353641341.55,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 11 2029,FIL,1468192171.96,1168192171.96,300000000.00,215710310.22,352481861.74,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 30 2029,FIL,1466606141.05,1166606141.05,300000000.00,215283759.12,351322381.93,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 19 2029,FIL,1465020110.15,1165020110.15,300000000.00,214857208.03,350162902.12,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 08 2029,FIL,1463434079.25,1163434079.25,300000000.00,214430656.93,349003422.31,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Oct 27 2029,FIL,1461703863.72,1161703863.72,300000000.00,213965328.47,347738535.25,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Oct 16 2029,FIL,1460117832.81,1160117832.81,300000000.00,213538777.37,346579055.44,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Oct 05 2029,FIL,1458531801.91,1158531801.91,300000000.00,213112226.28,345419575.63,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Sep 24 2029,FIL,1456945771.01,1156945771.01,300000000.00,212685675.18,344260095.82,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Sep 12 2029,FIL,1455215555.48,1155215555.48,300000000.00,212220346.72,342995208.76,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Sep 01 2029,FIL,1453629524.57,1153629524.57,300000000.00,211793795.62,341835728.95,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Aug 21 2029,FIL,1452043493.67,1152043493.67,300000000.00,211367244.53,340676249.14,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Aug 10 2029,FIL,1450457462.77,1150457462.77,300000000.00,210940693.43,339516769.34,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jul 30 2029,FIL,1448871431.86,1148871431.86,300000000.00,210514142.34,338357289.53,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jul 18 2029,FIL,1447141216.33,1147141216.33,300000000.00,210048813.87,337092402.46,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jul 07 2029,FIL,1445555185.43,1145555185.43,300000000.00,209622262.77,335932922.66,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jun 26 2029,FIL,1443969154.53,1143969154.53,300000000.00,209195711.68,334773442.85,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jun 15 2029,FIL,1442383123.62,1142383123.62,300000000.00,208769160.58,333613963.04,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jun 03 2029,FIL,1440652908.09,1140652908.09,300000000.00,208303832.12,332349075.98,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
May 23 2029,FIL,1439066877.19,1139066877.19,300000000.00,207877281.02,331189596.17,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
May 12 2029,FIL,1437480846.29,1137480846.29,300000000.00,207450729.93,330030116.36,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
May 01 2029,FIL,1435894815.38,1135894815.38,300000000.00,207024178.83,328870636.55,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Apr 20 2029,FIL,1434308784.48,1134308784.48,300000000.00,206597627.74,327711156.74,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Apr 08 2029,FIL,1432578568.95,1132578568.95,300000000.00,206132299.27,326446269.68,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Mar 28 2029,FIL,1430992538.05,1130992538.05,300000000.00,205705748.18,325286789.87,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Mar 17 2029,FIL,1429406507.14,1129406507.14,300000000.00,205279197.08,324127310.06,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Mar 06 2029,FIL,1427820476.24,1127820476.24,300000000.00,204852645.99,322967830.25,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 22 2029,FIL,1426090260.71,1126090260.71,300000000.00,204387317.52,321702943.19,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 11 2029,FIL,1424504229.80,1124504229.80,300000000.00,203960766.42,320543463.38,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 31 2029,FIL,1422918198.90,1122918198.90,300000000.00,203534215.33,319383983.57,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 20 2029,FIL,1421332168.00,1121332168.00,300000000.00,203107664.23,318224503.76,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 09 2029,FIL,1419746137.09,1119746137.09,300000000.00,202681113.14,317065023.96,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 28 2028,FIL,1418015921.56,1118015921.56,300000000.00,202215784.67,315800136.89,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 17 2028,FIL,1416429890.66,1116429890.66,300000000.00,201789233.58,314640657.08,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 06 2028,FIL,1414843859.76,1114843859.76,300000000.00,201362682.48,313481177.28,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 25 2028,FIL,1413257828.85,1113257828.85,300000000.00,200936131.39,312321697.47,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 13 2028,FIL,1411527613.32,1111527613.32,300000000.00,200470802.92,311056810.40,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 02 2028,FIL,1409941582.42,1109941582.42,300000000.00,200044251.82,309897330.60,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Oct 22 2028,FIL,1408355551.52,1108355551.52,300000000.00,199617700.73,308737850.79,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Oct 11 2028,FIL,1406769520.61,1106769520.61,300000000.00,199191149.64,307578370.98,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Sep 30 2028,FIL,1405183489.71,1105183489.71,300000000.00,198764598.54,306418891.17,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Sep 18 2028,FIL,1403453274.18,1103453274.18,300000000.00,198299270.07,305154004.11,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Sep 07 2028,FIL,1401867243.28,1101867243.28,300000000.00,197872718.98,303994524.30,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Aug 27 2028,FIL,1400281212.37,1100281212.37,300000000.00,197446167.88,302835044.49,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Aug 16 2028,FIL,1398695181.47,1098695181.47,300000000.00,197019616.79,301675564.68,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Aug 04 2028,FIL,1396964965.94,1096964965.94,300000000.00,196554288.32,300410677.62,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jul 24 2028,FIL,1395378935.04,1095378935.04,300000000.00,196127737.23,299251197.81,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jul 13 2028,FIL,1393792904.13,1093792904.13,300000000.00,195701186.13,298091718.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jul 02 2028,FIL,1392206873.23,1092206873.23,300000000.00,195274635.04,296932238.19,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jun 21 2028,FIL,1390620842.33,1090620842.33,300000000.00,194848083.94,295772758.38,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jun 09 2028,FIL,1388890626.80,1088890626.80,300000000.00,194382755.47,294507871.32,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
May 29 2028,FIL,1387304595.89,1087304595.89,300000000.00,193956204.38,293348391.51,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
May 18 2028,FIL,1385718564.99,1085718564.99,300000000.00,193529653.28,292188911.70,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
May 07 2028,FIL,1384132534.09,1084132534.09,300000000.00,193103102.19,291029431.90,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Apr 25 2028,FIL,1382402318.55,1082402318.55,300000000.00,192637773.72,289764544.83,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Apr 14 2028,FIL,1380816287.65,1080816287.65,300000000.00,192211222.63,288605065.02,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Apr 03 2028,FIL,1379230256.75,1079230256.75,300000000.00,191784671.53,287445585.22,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Mar 23 2028,FIL,1377644225.85,1077644225.85,300000000.00,191358120.44,286286105.41,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Mar 12 2028,FIL,1376058194.94,1076058194.94,300000000.00,190931569.34,285126625.60,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 29 2028,FIL,1374327979.41,1074327979.41,300000000.00,190466240.88,283861738.54,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 18 2028,FIL,1372741948.51,1072741948.51,300000000.00,190039689.78,282702258.73,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 07 2028,FIL,1371155917.60,1071155917.60,300000000.00,189613138.69,281542778.92,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 27 2028,FIL,1369569886.70,1069569886.70,300000000.00,189186587.59,280383299.11,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 15 2028,FIL,1367839671.17,1067839671.17,300000000.00,188721259.12,279118412.05,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 04 2028,FIL,1366253640.27,1066253640.27,300000000.00,188294708.03,277958932.24,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 24 2027,FIL,1364667609.36,1064667609.36,300000000.00,187868156.93,276799452.43,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 13 2027,FIL,1363081578.46,1063081578.46,300000000.00,187441605.84,275639972.62,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 02 2027,FIL,1361495547.56,1061495547.56,300000000.00,187015054.74,274480492.81,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 20 2027,FIL,1359765332.03,1059765332.03,300000000.00,186549726.28,273215605.75,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 09 2027,FIL,1358179301.12,1058179301.12,300000000.00,186123175.18,272056125.94,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Oct 29 2027,FIL,1356593270.22,1056593270.22,300000000.00,185696624.09,270896646.13,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Oct 18 2027,FIL,1355007239.32,1055007239.32,300000000.00,185270072.99,269737166.32,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
