Date,Symbol,Available Supply,Unlocked Supply,Foundation,Staking Reward,Airdrop,Strategic Partners,Team,Public Sale Option A2,Incentivized Testnet Program,Public Sale Option A1,Seed Sale,Private Sale,Community & Development Endowment,Public Sale Option B
Mar 19 2029,AVAX,661199200.00,661199200.00,56671200.00,311200000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Mar 15 2029,AVAX,660799200.00,660799200.00,56671200.00,310800000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Mar 11 2029,AVAX,660399200.00,660399200.00,56671200.00,310400000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Mar 06 2029,AVAX,659899200.00,659899200.00,56671200.00,309900000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Mar 02 2029,AVAX,659499200.00,659499200.00,56671200.00,309500000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Feb 26 2029,AVAX,659099200.00,659099200.00,56671200.00,309100000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Feb 22 2029,AVAX,658699200.00,658699200.00,56671200.00,308700000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Feb 18 2029,AVAX,658299200.00,658299200.00,56671200.00,308300000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Feb 14 2029,AVAX,657899200.00,657899200.00,56671200.00,307900000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Feb 10 2029,AVAX,657499200.00,657499200.00,56671200.00,307500000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Feb 05 2029,AVAX,656999200.00,656999200.00,56671200.00,307000000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Feb 01 2029,AVAX,656599200.00,656599200.00,56671200.00,306600000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jan 28 2029,AVAX,656199200.00,656199200.00,56671200.00,306200000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jan 24 2029,AVAX,654132400.00,654132400.00,55004400.00,305800000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jan 20 2029,AVAX,653732400.00,653732400.00,55004400.00,305400000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jan 16 2029,AVAX,653332400.00,653332400.00,55004400.00,305000000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jan 12 2029,AVAX,652932400.00,652932400.00,55004400.00,304600000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jan 07 2029,AVAX,652432400.00,652432400.00,55004400.00,304100000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jan 03 2029,AVAX,652032400.00,652032400.00,55004400.00,303700000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Dec 30 2028,AVAX,651632400.00,651632400.00,55004400.00,303300000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Dec 26 2028,AVAX,651232400.00,651232400.00,55004400.00,302900000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Dec 22 2028,AVAX,650832400.00,650832400.00,55004400.00,302500000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Dec 18 2028,AVAX,650432400.00,650432400.00,55004400.00,302100000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Dec 14 2028,AVAX,650032400.00,650032400.00,55004400.00,301700000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Dec 09 2028,AVAX,649532400.00,649532400.00,55004400.00,301200000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Dec 05 2028,AVAX,649132400.00,649132400.00,55004400.00,300800000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Dec 01 2028,AVAX,648732400.00,648732400.00,55004400.00,300400000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Nov 27 2028,AVAX,648332400.00,648332400.00,55004400.00,300000000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Nov 23 2028,AVAX,647932400.00,647932400.00,55004400.00,299600000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Nov 19 2028,AVAX,647532400.00,647532400.00,55004400.00,299200000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Nov 15 2028,AVAX,647132400.00,647132400.00,55004400.00,298800000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Nov 10 2028,AVAX,646632400.00,646632400.00,55004400.00,298300000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Nov 06 2028,AVAX,646232400.00,646232400.00,55004400.00,297900000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Nov 02 2028,AVAX,645832400.00,645832400.00,55004400.00,297500000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Oct 29 2028,AVAX,645432400.00,645432400.00,55004400.00,297100000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Oct 25 2028,AVAX,643365600.00,643365600.00,53337600.00,296700000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Oct 21 2028,AVAX,642965600.00,642965600.00,53337600.00,296300000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Oct 17 2028,AVAX,642565600.00,642565600.00,53337600.00,295900000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Oct 12 2028,AVAX,642065600.00,642065600.00,53337600.00,295400000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Oct 08 2028,AVAX,641665600.00,641665600.00,53337600.00,295000000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Oct 04 2028,AVAX,641265600.00,641265600.00,53337600.00,294600000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Sep 30 2028,AVAX,640865600.00,640865600.00,53337600.00,294200000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Sep 26 2028,AVAX,640465600.00,640465600.00,53337600.00,293800000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Sep 22 2028,AVAX,640065600.00,640065600.00,53337600.00,293400000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Sep 18 2028,AVAX,639665600.00,639665600.00,53337600.00,293000000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Sep 13 2028,AVAX,639165600.00,639165600.00,53337600.00,292500000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Sep 09 2028,AVAX,638765600.00,638765600.00,53337600.00,292100000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Sep 05 2028,AVAX,638365600.00,638365600.00,53337600.00,291700000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Sep 01 2028,AVAX,637965600.00,637965600.00,53337600.00,291300000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Aug 28 2028,AVAX,637565600.00,637565600.00,53337600.00,290900000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Aug 24 2028,AVAX,637165600.00,637165600.00,53337600.00,290500000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Aug 20 2028,AVAX,636765600.00,636765600.00,53337600.00,290100000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Aug 15 2028,AVAX,636265600.00,636265600.00,53337600.00,289600000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Aug 11 2028,AVAX,635865600.00,635865600.00,53337600.00,289200000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Aug 07 2028,AVAX,635465600.00,635465600.00,53337600.00,288800000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Aug 03 2028,AVAX,635065600.00,635065600.00,53337600.00,288400000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jul 30 2028,AVAX,634665600.00,634665600.00,53337600.00,288000000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jul 26 2028,AVAX,632598800.00,632598800.00,51670800.00,287600000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jul 22 2028,AVAX,632198800.00,632198800.00,51670800.00,287200000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jul 17 2028,AVAX,631698800.00,631698800.00,51670800.00,286700000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jul 13 2028,AVAX,631298800.00,631298800.00,51670800.00,286300000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jul 09 2028,AVAX,630898800.00,630898800.00,51670800.00,285900000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jul 05 2028,AVAX,630498800.00,630498800.00,51670800.00,285500000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jul 01 2028,AVAX,630098800.00,630098800.00,51670800.00,285100000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jun 27 2028,AVAX,629698800.00,629698800.00,51670800.00,284700000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jun 23 2028,AVAX,629298800.00,629298800.00,51670800.00,284300000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jun 18 2028,AVAX,628798800.00,628798800.00,51670800.00,283800000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jun 14 2028,AVAX,628398800.00,628398800.00,51670800.00,283400000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jun 10 2028,AVAX,627998800.00,627998800.00,51670800.00,283000000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jun 06 2028,AVAX,627598800.00,627598800.00,51670800.00,282600000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jun 02 2028,AVAX,627198800.00,627198800.00,51670800.00,282200000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
May 29 2028,AVAX,626798800.00,626798800.00,51670800.00,281800000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
May 25 2028,AVAX,626398800.00,626398800.00,51670800.00,281400000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
May 20 2028,AVAX,625898800.00,625898800.00,51670800.00,280900000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
May 16 2028,AVAX,625498800.00,625498800.00,51670800.00,280500000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
May 12 2028,AVAX,625098800.00,625098800.00,51670800.00,280100000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
May 08 2028,AVAX,624698800.00,624698800.00,51670800.00,279700000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
May 04 2028,AVAX,624298800.00,624298800.00,51670800.00,279300000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Apr 30 2028,AVAX,622232000.00,622232000.00,50004000.00,278900000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Apr 26 2028,AVAX,621832000.00,621832000.00,50004000.00,278500000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Apr 21 2028,AVAX,621332000.00,621332000.00,50004000.00,278000000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Apr 17 2028,AVAX,620932000.00,620932000.00,50004000.00,277600000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Apr 13 2028,AVAX,620532000.00,620532000.00,50004000.00,277200000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Apr 09 2028,AVAX,620132000.00,620132000.00,50004000.00,276800000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Apr 05 2028,AVAX,619732000.00,619732000.00,50004000.00,276400000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Apr 01 2028,AVAX,619332000.00,619332000.00,50004000.00,276000000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Mar 28 2028,AVAX,618932000.00,618932000.00,50004000.00,275600000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Mar 23 2028,AVAX,618432000.00,618432000.00,50004000.00,275100000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Mar 19 2028,AVAX,618032000.00,618032000.00,50004000.00,274700000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Mar 15 2028,AVAX,617632000.00,617632000.00,50004000.00,274300000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Mar 11 2028,AVAX,617232000.00,617232000.00,50004000.00,273900000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Mar 07 2028,AVAX,616832000.00,616832000.00,50004000.00,273500000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Mar 03 2028,AVAX,616432000.00,616432000.00,50004000.00,273100000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Feb 28 2028,AVAX,616032000.00,616032000.00,50004000.00,272700000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Feb 23 2028,AVAX,615532000.00,615532000.00,50004000.00,272200000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Feb 19 2028,AVAX,615132000.00,615132000.00,50004000.00,271800000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Feb 15 2028,AVAX,614732000.00,614732000.00,50004000.00,271400000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Feb 11 2028,AVAX,614332000.00,614332000.00,50004000.00,271000000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Feb 07 2028,AVAX,613932000.00,613932000.00,50004000.00,270600000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Feb 03 2028,AVAX,613532000.00,613532000.00,50004000.00,270200000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jan 30 2028,AVAX,611465200.00,611465200.00,48337200.00,269800000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jan 25 2028,AVAX,610965200.00,610965200.00,48337200.00,269300000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jan 21 2028,AVAX,610565200.00,610565200.00,48337200.00,268900000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jan 17 2028,AVAX,610165200.00,610165200.00,48337200.00,268500000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jan 13 2028,AVAX,609765200.00,609765200.00,48337200.00,268100000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jan 09 2028,AVAX,609365200.00,609365200.00,48337200.00,267700000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jan 05 2028,AVAX,608965200.00,608965200.00,48337200.00,267300000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jan 01 2028,AVAX,608565200.00,608565200.00,48337200.00,266900000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Dec 27 2027,AVAX,608065200.00,608065200.00,48337200.00,266400000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Dec 23 2027,AVAX,607665200.00,607665200.00,48337200.00,266000000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Dec 19 2027,AVAX,607265200.00,607265200.00,48337200.00,265600000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Dec 15 2027,AVAX,606865200.00,606865200.00,48337200.00,265200000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Dec 11 2027,AVAX,606465200.00,606465200.00,48337200.00,264800000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Dec 07 2027,AVAX,606065200.00,606065200.00,48337200.00,264400000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Dec 03 2027,AVAX,605665200.00,605665200.00,48337200.00,264000000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Nov 28 2027,AVAX,605165200.00,605165200.00,48337200.00,263500000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Nov 24 2027,AVAX,604765200.00,604765200.00,48337200.00,263100000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Nov 20 2027,AVAX,604365200.00,604365200.00,48337200.00,262700000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Nov 16 2027,AVAX,603965200.00,603965200.00,48337200.00,262300000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Nov 12 2027,AVAX,603565200.00,603565200.00,48337200.00,261900000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Nov 08 2027,AVAX,603165200.00,603165200.00,48337200.00,261500000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Nov 04 2027,AVAX,602765200.00,602765200.00,48337200.00,261100000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Oct 30 2027,AVAX,600598400.00,600598400.00,46670400.00,260600000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Oct 26 2027,AVAX,600198400.00,600198400.00,46670400.00,260200000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Oct 22 2027,AVAX,599798400.00,599798400.00,46670400.00,259800000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Oct 18 2027,AVAX,599398400.00,599398400.00,46670400.00,259400000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Oct 14 2027,AVAX,598998400.00,598998400.00,46670400.00,259000000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Oct 10 2027,AVAX,598598400.00,598598400.00,46670400.00,258600000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Oct 05 2027,AVAX,598098400.00,598098400.00,46670400.00,258100000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Oct 01 2027,AVAX,597698400.00,597698400.00,46670400.00,257700000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Sep 27 2027,AVAX,597298400.00,597298400.00,46670400.00,257300000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Sep 23 2027,AVAX,596898400.00,596898400.00,46670400.00,256900000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Sep 19 2027,AVAX,596498400.00,596498400.00,46670400.00,256500000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Sep 15 2027,AVAX,596098400.00,596098400.00,46670400.00,256100000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Sep 11 2027,AVAX,595698400.00,595698400.00,46670400.00,255700000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Sep 06 2027,AVAX,595198400.00,595198400.00,46670400.00,255200000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Sep 02 2027,AVAX,594798400.00,594798400.00,46670400.00,254800000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Aug 29 2027,AVAX,594398400.00,594398400.00,46670400.00,254400000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Aug 25 2027,AVAX,593998400.00,593998400.00,46670400.00,254000000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Aug 21 2027,AVAX,593598400.00,593598400.00,46670400.00,253600000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Aug 17 2027,AVAX,593198400.00,593198400.00,46670400.00,253200000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
