Date,Symbol,Available Supply,Unlocked Supply,Foundation,Staking Reward,Airdrop,Strategic Partners,Team,Public Sale Option A2,Incentivized Testnet Program,Public Sale Option A1,Seed Sale,Private Sale,Community & Development Endowment,Public Sale Option B
Mar 06 2030,AVAX,703066400.00,703066400.00,63338400.00,346400000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Mar 02 2030,AVAX,702666400.00,702666400.00,63338400.00,346000000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Feb 26 2030,AVAX,702266400.00,702266400.00,63338400.00,345600000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Feb 22 2030,AVAX,701866400.00,701866400.00,63338400.00,345200000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Feb 18 2030,AVAX,701466400.00,701466400.00,63338400.00,344800000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Feb 13 2030,AVAX,700966400.00,700966400.00,63338400.00,344300000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Feb 09 2030,AVAX,700566400.00,700566400.00,63338400.00,343900000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Feb 05 2030,AVAX,700166400.00,700166400.00,63338400.00,343500000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Feb 01 2030,AVAX,699766400.00,699766400.00,63338400.00,343100000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jan 28 2030,AVAX,699366400.00,699366400.00,63338400.00,342700000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jan 24 2030,AVAX,698966400.00,698966400.00,63338400.00,342300000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jan 20 2030,AVAX,696899600.00,696899600.00,61671600.00,341900000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jan 15 2030,AVAX,696399600.00,696399600.00,61671600.00,341400000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jan 11 2030,AVAX,695999600.00,695999600.00,61671600.00,341000000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jan 07 2030,AVAX,695599600.00,695599600.00,61671600.00,340600000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jan 03 2030,AVAX,695199600.00,695199600.00,61671600.00,340200000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Dec 30 2029,AVAX,694799600.00,694799600.00,61671600.00,339800000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Dec 26 2029,AVAX,694399600.00,694399600.00,61671600.00,339400000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Dec 22 2029,AVAX,693999600.00,693999600.00,61671600.00,339000000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Dec 17 2029,AVAX,693499600.00,693499600.00,61671600.00,338500000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Dec 13 2029,AVAX,693099600.00,693099600.00,61671600.00,338100000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Dec 09 2029,AVAX,692699600.00,692699600.00,61671600.00,337700000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Dec 05 2029,AVAX,692299600.00,692299600.00,61671600.00,337300000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Dec 01 2029,AVAX,691899600.00,691899600.00,61671600.00,336900000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Nov 27 2029,AVAX,691499600.00,691499600.00,61671600.00,336500000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Nov 23 2029,AVAX,691099600.00,691099600.00,61671600.00,336100000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Nov 18 2029,AVAX,690599600.00,690599600.00,61671600.00,335600000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Nov 14 2029,AVAX,690199600.00,690199600.00,61671600.00,335200000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Nov 10 2029,AVAX,689799600.00,689799600.00,61671600.00,334800000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Nov 06 2029,AVAX,689399600.00,689399600.00,61671600.00,334400000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Nov 02 2029,AVAX,688999600.00,688999600.00,61671600.00,334000000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Oct 29 2029,AVAX,688599600.00,688599600.00,61671600.00,333600000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Oct 25 2029,AVAX,688199600.00,688199600.00,61671600.00,333200000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Oct 20 2029,AVAX,686032800.00,686032800.00,60004800.00,332700000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Oct 16 2029,AVAX,685632800.00,685632800.00,60004800.00,332300000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Oct 12 2029,AVAX,685232800.00,685232800.00,60004800.00,331900000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Oct 08 2029,AVAX,684832800.00,684832800.00,60004800.00,331500000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Oct 04 2029,AVAX,684432800.00,684432800.00,60004800.00,331100000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Sep 30 2029,AVAX,684032800.00,684032800.00,60004800.00,330700000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Sep 25 2029,AVAX,683532800.00,683532800.00,60004800.00,330200000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Sep 21 2029,AVAX,683132800.00,683132800.00,60004800.00,329800000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Sep 17 2029,AVAX,682732800.00,682732800.00,60004800.00,329400000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Sep 13 2029,AVAX,682332800.00,682332800.00,60004800.00,329000000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Sep 09 2029,AVAX,681932800.00,681932800.00,60004800.00,328600000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Sep 05 2029,AVAX,681532800.00,681532800.00,60004800.00,328200000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Sep 01 2029,AVAX,681132800.00,681132800.00,60004800.00,327800000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Aug 27 2029,AVAX,680632800.00,680632800.00,60004800.00,327300000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Aug 23 2029,AVAX,680232800.00,680232800.00,60004800.00,326900000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Aug 19 2029,AVAX,679832800.00,679832800.00,60004800.00,326500000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Aug 15 2029,AVAX,679432800.00,679432800.00,60004800.00,326100000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Aug 11 2029,AVAX,679032800.00,679032800.00,60004800.00,325700000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Aug 07 2029,AVAX,678632800.00,678632800.00,60004800.00,325300000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Aug 03 2029,AVAX,678232800.00,678232800.00,60004800.00,324900000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jul 29 2029,AVAX,677732800.00,677732800.00,60004800.00,324400000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jul 25 2029,AVAX,677332800.00,677332800.00,60004800.00,324000000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jul 21 2029,AVAX,675266000.00,675266000.00,58338000.00,323600000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jul 17 2029,AVAX,674866000.00,674866000.00,58338000.00,323200000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jul 13 2029,AVAX,674466000.00,674466000.00,58338000.00,322800000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jul 09 2029,AVAX,674066000.00,674066000.00,58338000.00,322400000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jul 05 2029,AVAX,673666000.00,673666000.00,58338000.00,322000000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jun 30 2029,AVAX,673166000.00,673166000.00,58338000.00,321500000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jun 26 2029,AVAX,672766000.00,672766000.00,58338000.00,321100000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jun 22 2029,AVAX,672366000.00,672366000.00,58338000.00,320700000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jun 18 2029,AVAX,671966000.00,671966000.00,58338000.00,320300000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jun 14 2029,AVAX,671566000.00,671566000.00,58338000.00,319900000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jun 10 2029,AVAX,671166000.00,671166000.00,58338000.00,319500000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jun 06 2029,AVAX,670766000.00,670766000.00,58338000.00,319100000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Jun 01 2029,AVAX,670266000.00,670266000.00,58338000.00,318600000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
May 28 2029,AVAX,669866000.00,669866000.00,58338000.00,318200000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
May 24 2029,AVAX,669466000.00,669466000.00,58338000.00,317800000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
May 20 2029,AVAX,669066000.00,669066000.00,58338000.00,317400000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
May 16 2029,AVAX,668666000.00,668666000.00,58338000.00,317000000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
May 12 2029,AVAX,668266000.00,668266000.00,58338000.00,316600000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
May 08 2029,AVAX,667866000.00,667866000.00,58338000.00,316200000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
May 03 2029,AVAX,667366000.00,667366000.00,58338000.00,315700000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Apr 29 2029,AVAX,666966000.00,666966000.00,58338000.00,315300000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Apr 25 2029,AVAX,664899200.00,664899200.00,56671200.00,314900000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Apr 21 2029,AVAX,664499200.00,664499200.00,56671200.00,314500000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Apr 17 2029,AVAX,664099200.00,664099200.00,56671200.00,314100000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Apr 13 2029,AVAX,663699200.00,663699200.00,56671200.00,313700000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Apr 09 2029,AVAX,663299200.00,663299200.00,56671200.00,313300000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Apr 04 2029,AVAX,662799200.00,662799200.00,56671200.00,312800000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Mar 31 2029,AVAX,662399200.00,662399200.00,56671200.00,312400000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Mar 27 2029,AVAX,661999200.00,661999200.00,56671200.00,312000000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
Mar 23 2029,AVAX,661599200.00,661599200.00,56671200.00,311600000.00,18000000.00,36000000.00,72000000.00,59760000.00,1944000.00,7200000.00,18000000.00,25200000.00,50400000.00,4824000.00
