Date,Symbol,Available Supply,Unlocked Supply,Community Issuance,Team and Advisors,Service Providers,Liquity AG Endowment,Investors,LUSD:ETH Uniswap LPs,Community Reserve
Feb 19 2033,LQTY,99991224.32,99991224.32,31991224.32,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Feb 13 2033,LQTY,99991095.89,99991095.89,31991095.89,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Feb 07 2033,LQTY,99990967.47,99990967.47,31990967.47,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Feb 01 2033,LQTY,99990839.04,99990839.04,31990839.04,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jan 25 2033,LQTY,99990689.21,99990689.21,31990689.21,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jan 19 2033,LQTY,99990560.79,99990560.79,31990560.79,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jan 13 2033,LQTY,99990432.36,99990432.36,31990432.36,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jan 07 2033,LQTY,99990303.94,99990303.94,31990303.94,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Dec 31 2032,LQTY,99990154.11,99990154.11,31990154.11,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Dec 25 2032,LQTY,99990025.68,99990025.68,31990025.68,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Dec 19 2032,LQTY,99989897.26,99989897.26,31989897.26,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Dec 13 2032,LQTY,99989768.84,99989768.84,31989768.84,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Dec 06 2032,LQTY,99989619.01,99989619.01,31989619.01,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Nov 30 2032,LQTY,99989490.58,99989490.58,31989490.58,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Nov 24 2032,LQTY,99989362.16,99989362.16,31989362.16,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Nov 18 2032,LQTY,99989233.73,99989233.73,31989233.73,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Nov 11 2032,LQTY,99989083.90,99989083.90,31989083.90,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Nov 05 2032,LQTY,99988955.48,99988955.48,31988955.48,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Oct 30 2032,LQTY,99988827.05,99988827.05,31988827.05,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Oct 24 2032,LQTY,99988698.63,99988698.63,31988698.63,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Oct 17 2032,LQTY,99988548.80,99988548.80,31988548.80,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Oct 11 2032,LQTY,99988420.38,99988420.38,31988420.38,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Oct 05 2032,LQTY,99988291.95,99988291.95,31988291.95,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Sep 29 2032,LQTY,99988163.53,99988163.53,31988163.53,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Sep 22 2032,LQTY,99988013.70,99988013.70,31988013.70,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Sep 16 2032,LQTY,99987885.27,99987885.27,31987885.27,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Sep 10 2032,LQTY,99987756.85,99987756.85,31987756.85,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Sep 04 2032,LQTY,99987628.42,99987628.42,31987628.42,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Aug 28 2032,LQTY,99987478.60,99987478.60,31987478.60,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Aug 22 2032,LQTY,99987350.17,99987350.17,31987350.17,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Aug 16 2032,LQTY,99987221.75,99987221.75,31987221.75,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Aug 10 2032,LQTY,99987093.32,99987093.32,31987093.32,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Aug 03 2032,LQTY,99986943.49,99986943.49,31986943.49,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jul 28 2032,LQTY,99986815.07,99986815.07,31986815.07,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jul 22 2032,LQTY,99986686.64,99986686.64,31986686.64,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jul 16 2032,LQTY,99986558.22,99986558.22,31986558.22,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jul 09 2032,LQTY,99986408.39,99986408.39,31986408.39,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jul 03 2032,LQTY,99986279.97,99986279.97,31986279.97,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jun 27 2032,LQTY,99986151.54,99986151.54,31986151.54,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jun 21 2032,LQTY,99986023.12,99986023.12,31986023.12,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jun 14 2032,LQTY,99985873.29,99985873.29,31985873.29,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jun 08 2032,LQTY,99985744.86,99985744.86,31985744.86,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jun 02 2032,LQTY,99985616.44,99985616.44,31985616.44,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
May 27 2032,LQTY,99985488.01,99985488.01,31985488.01,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
May 20 2032,LQTY,99985338.18,99985338.18,31985338.18,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
May 14 2032,LQTY,99985209.76,99985209.76,31985209.76,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
May 08 2032,LQTY,99985081.34,99985081.34,31985081.34,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
May 02 2032,LQTY,99984952.91,99984952.91,31984952.91,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Apr 25 2032,LQTY,99984803.08,99984803.08,31984803.08,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Apr 19 2032,LQTY,99984674.66,99984674.66,31984674.66,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Apr 13 2032,LQTY,99984546.23,99984546.23,31984546.23,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Apr 07 2032,LQTY,99984417.81,99984417.81,31984417.81,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Mar 31 2032,LQTY,99984161.54,99984161.54,31984161.54,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Mar 25 2032,LQTY,99983905.40,99983905.40,31983905.40,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Mar 19 2032,LQTY,99983649.25,99983649.25,31983649.25,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Mar 13 2032,LQTY,99983393.10,99983393.10,31983393.10,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Mar 06 2032,LQTY,99983094.26,99983094.26,31983094.26,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Feb 29 2032,LQTY,99982838.11,99982838.11,31982838.11,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Feb 23 2032,LQTY,99982581.97,99982581.97,31982581.97,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Feb 17 2032,LQTY,99982325.82,99982325.82,31982325.82,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Feb 10 2032,LQTY,99982026.98,99982026.98,31982026.98,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Feb 04 2032,LQTY,99981770.83,99981770.83,31981770.83,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jan 29 2032,LQTY,99981514.69,99981514.69,31981514.69,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jan 23 2032,LQTY,99981258.54,99981258.54,31981258.54,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jan 16 2032,LQTY,99980959.70,99980959.70,31980959.70,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jan 10 2032,LQTY,99980703.55,99980703.55,31980703.55,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jan 04 2032,LQTY,99980447.40,99980447.40,31980447.40,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Dec 29 2031,LQTY,99980191.26,99980191.26,31980191.26,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Dec 22 2031,LQTY,99979892.42,99979892.42,31979892.42,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Dec 16 2031,LQTY,99979636.27,99979636.27,31979636.27,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Dec 10 2031,LQTY,99979380.12,99979380.12,31979380.12,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Dec 04 2031,LQTY,99979123.98,99979123.98,31979123.98,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Nov 27 2031,LQTY,99978825.14,99978825.14,31978825.14,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Nov 21 2031,LQTY,99978568.99,99978568.99,31978568.99,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Nov 15 2031,LQTY,99978312.84,99978312.84,31978312.84,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Nov 09 2031,LQTY,99978056.69,99978056.69,31978056.69,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Nov 02 2031,LQTY,99977757.86,99977757.86,31977757.86,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Oct 27 2031,LQTY,99977501.71,99977501.71,31977501.71,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Oct 21 2031,LQTY,99977245.56,99977245.56,31977245.56,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Oct 15 2031,LQTY,99976989.41,99976989.41,31976989.41,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Oct 08 2031,LQTY,99976690.57,99976690.57,31976690.57,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Oct 02 2031,LQTY,99976434.43,99976434.43,31976434.43,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Sep 26 2031,LQTY,99976178.28,99976178.28,31976178.28,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Sep 20 2031,LQTY,99975922.13,99975922.13,31975922.13,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Sep 13 2031,LQTY,99975623.29,99975623.29,31975623.29,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Sep 07 2031,LQTY,99975367.14,99975367.14,31975367.14,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Sep 01 2031,LQTY,99975111.00,99975111.00,31975111.00,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Aug 26 2031,LQTY,99974854.85,99974854.85,31974854.85,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Aug 19 2031,LQTY,99974556.01,99974556.01,31974556.01,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Aug 13 2031,LQTY,99974299.86,99974299.86,31974299.86,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Aug 07 2031,LQTY,99974043.72,99974043.72,31974043.72,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Aug 01 2031,LQTY,99973787.57,99973787.57,31973787.57,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jul 25 2031,LQTY,99973488.73,99973488.73,31973488.73,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jul 19 2031,LQTY,99973232.58,99973232.58,31973232.58,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jul 13 2031,LQTY,99972976.43,99972976.43,31972976.43,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jul 07 2031,LQTY,99972720.29,99972720.29,31972720.29,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jun 30 2031,LQTY,99972421.45,99972421.45,31972421.45,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jun 24 2031,LQTY,99972165.30,99972165.30,31972165.30,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jun 18 2031,LQTY,99971909.15,99971909.15,31971909.15,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jun 12 2031,LQTY,99971653.01,99971653.01,31971653.01,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jun 05 2031,LQTY,99971354.17,99971354.17,31971354.17,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
May 30 2031,LQTY,99971098.02,99971098.02,31971098.02,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
May 24 2031,LQTY,99970841.87,99970841.87,31970841.87,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
May 18 2031,LQTY,99970585.72,99970585.72,31970585.72,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
May 11 2031,LQTY,99970286.89,99970286.89,31970286.89,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
May 05 2031,LQTY,99970030.74,99970030.74,31970030.74,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Apr 29 2031,LQTY,99969774.59,99969774.59,31969774.59,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Apr 23 2031,LQTY,99969518.44,99969518.44,31969518.44,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Apr 16 2031,LQTY,99969219.60,99969219.60,31969219.60,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Apr 10 2031,LQTY,99968963.46,99968963.46,31968963.46,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Apr 04 2031,LQTY,99968664.38,99968664.38,31968664.38,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Mar 29 2031,LQTY,99968150.68,99968150.68,31968150.68,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Mar 22 2031,LQTY,99967551.37,99967551.37,31967551.37,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Mar 16 2031,LQTY,99967037.67,99967037.67,31967037.67,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Mar 10 2031,LQTY,99966523.97,99966523.97,31966523.97,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Mar 04 2031,LQTY,99966010.27,99966010.27,31966010.27,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Feb 25 2031,LQTY,99965410.96,99965410.96,31965410.96,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Feb 19 2031,LQTY,99964897.26,99964897.26,31964897.26,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Feb 13 2031,LQTY,99964383.56,99964383.56,31964383.56,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Feb 07 2031,LQTY,99963869.86,99963869.86,31963869.86,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jan 31 2031,LQTY,99963270.55,99963270.55,31963270.55,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jan 25 2031,LQTY,99962756.85,99962756.85,31962756.85,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jan 19 2031,LQTY,99962243.15,99962243.15,31962243.15,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jan 13 2031,LQTY,99961729.45,99961729.45,31961729.45,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jan 06 2031,LQTY,99961130.14,99961130.14,31961130.14,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Dec 31 2030,LQTY,99960616.44,99960616.44,31960616.44,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Dec 25 2030,LQTY,99960102.74,99960102.74,31960102.74,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Dec 19 2030,LQTY,99959589.04,99959589.04,31959589.04,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Dec 12 2030,LQTY,99958989.73,99958989.73,31958989.73,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Dec 06 2030,LQTY,99958476.03,99958476.03,31958476.03,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Nov 30 2030,LQTY,99957962.33,99957962.33,31957962.33,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Nov 24 2030,LQTY,99957448.63,99957448.63,31957448.63,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Nov 17 2030,LQTY,99956849.32,99956849.32,31956849.32,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Nov 11 2030,LQTY,99956335.62,99956335.62,31956335.62,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Nov 05 2030,LQTY,99955821.92,99955821.92,31955821.92,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Oct 30 2030,LQTY,99955308.22,99955308.22,31955308.22,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Oct 23 2030,LQTY,99954708.90,99954708.90,31954708.90,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Oct 17 2030,LQTY,99954195.21,99954195.21,31954195.21,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Oct 11 2030,LQTY,99953681.51,99953681.51,31953681.51,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Oct 05 2030,LQTY,99953167.81,99953167.81,31953167.81,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Sep 28 2030,LQTY,99952568.49,99952568.49,31952568.49,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Sep 22 2030,LQTY,99952054.79,99952054.79,31952054.79,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Sep 16 2030,LQTY,99951541.10,99951541.10,31951541.10,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Sep 10 2030,LQTY,99951027.40,99951027.40,31951027.40,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Sep 03 2030,LQTY,99950428.08,99950428.08,31950428.08,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Aug 28 2030,LQTY,99949914.38,99949914.38,31949914.38,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Aug 22 2030,LQTY,99949400.68,99949400.68,31949400.68,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Aug 16 2030,LQTY,99948886.99,99948886.99,31948886.99,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Aug 09 2030,LQTY,99948287.67,99948287.67,31948287.67,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Aug 03 2030,LQTY,99947773.97,99947773.97,31947773.97,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jul 28 2030,LQTY,99947260.27,99947260.27,31947260.27,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jul 22 2030,LQTY,99946746.58,99946746.58,31946746.58,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jul 15 2030,LQTY,99946147.26,99946147.26,31946147.26,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jul 09 2030,LQTY,99945633.56,99945633.56,31945633.56,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jul 03 2030,LQTY,99945119.86,99945119.86,31945119.86,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jun 27 2030,LQTY,99944606.16,99944606.16,31944606.16,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jun 20 2030,LQTY,99944006.85,99944006.85,31944006.85,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jun 14 2030,LQTY,99943493.15,99943493.15,31943493.15,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jun 08 2030,LQTY,99942979.45,99942979.45,31942979.45,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jun 02 2030,LQTY,99942465.75,99942465.75,31942465.75,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
May 26 2030,LQTY,99941866.44,99941866.44,31941866.44,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
May 20 2030,LQTY,99941352.74,99941352.74,31941352.74,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
May 14 2030,LQTY,99940839.04,99940839.04,31940839.04,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
May 07 2030,LQTY,99940239.73,99940239.73,31940239.73,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
May 01 2030,LQTY,99939726.03,99939726.03,31939726.03,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Apr 25 2030,LQTY,99939212.33,99939212.33,31939212.33,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Apr 19 2030,LQTY,99938698.63,99938698.63,31938698.63,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Apr 12 2030,LQTY,99938099.32,99938099.32,31938099.32,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Apr 06 2030,LQTY,99937585.62,99937585.62,31937585.62,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Mar 31 2030,LQTY,99936643.84,99936643.84,31936643.84,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Mar 25 2030,LQTY,99935616.44,99935616.44,31935616.44,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Mar 18 2030,LQTY,99934417.81,99934417.81,31934417.81,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Mar 12 2030,LQTY,99933390.41,99933390.41,31933390.41,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Mar 06 2030,LQTY,99932363.01,99932363.01,31932363.01,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Feb 28 2030,LQTY,99931335.62,99931335.62,31931335.62,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Feb 21 2030,LQTY,99930136.99,99930136.99,31930136.99,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Feb 15 2030,LQTY,99929109.59,99929109.59,31929109.59,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Feb 09 2030,LQTY,99928082.19,99928082.19,31928082.19,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Feb 03 2030,LQTY,99927054.79,99927054.79,31927054.79,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jan 27 2030,LQTY,99925856.16,99925856.16,31925856.16,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jan 21 2030,LQTY,99924828.77,99924828.77,31924828.77,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jan 15 2030,LQTY,99923801.37,99923801.37,31923801.37,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jan 09 2030,LQTY,99922773.97,99922773.97,31922773.97,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jan 02 2030,LQTY,99921575.34,99921575.34,31921575.34,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Dec 27 2029,LQTY,99920547.95,99920547.95,31920547.95,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Dec 21 2029,LQTY,99919520.55,99919520.55,31919520.55,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Dec 15 2029,LQTY,99918493.15,99918493.15,31918493.15,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Dec 08 2029,LQTY,99917294.52,99917294.52,31917294.52,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Dec 02 2029,LQTY,99916267.12,99916267.12,31916267.12,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Nov 26 2029,LQTY,99915239.73,99915239.73,31915239.73,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Nov 20 2029,LQTY,99914212.33,99914212.33,31914212.33,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Nov 13 2029,LQTY,99913013.70,99913013.70,31913013.70,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Nov 07 2029,LQTY,99911986.30,99911986.30,31911986.30,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Nov 01 2029,LQTY,99910958.90,99910958.90,31910958.90,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Oct 26 2029,LQTY,99909931.51,99909931.51,31909931.51,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Oct 19 2029,LQTY,99908732.88,99908732.88,31908732.88,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Oct 13 2029,LQTY,99907705.48,99907705.48,31907705.48,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Oct 07 2029,LQTY,99906678.08,99906678.08,31906678.08,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Oct 01 2029,LQTY,99905650.68,99905650.68,31905650.68,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Sep 24 2029,LQTY,99904452.05,99904452.05,31904452.05,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Sep 18 2029,LQTY,99903424.66,99903424.66,31903424.66,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Sep 12 2029,LQTY,99902397.26,99902397.26,31902397.26,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Sep 06 2029,LQTY,99901369.86,99901369.86,31901369.86,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Aug 30 2029,LQTY,99900171.23,99900171.23,31900171.23,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Aug 24 2029,LQTY,99899143.84,99899143.84,31899143.84,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
