Date,Symbol,Available Supply,Unlocked Supply,Annual Inflation,Public Presale,Team,Foundation,Pre-Seed,Seed,Early Community,Public
Sep 15 2023,AZERO,0,278495843.68,41575925.81,55000000.00,11075975.36,25843942.51,50000000.00,50000000.00,15000000.00,30000000.00
Sep 12 2023,AZERO,0,278085075.05,41329428.23,55000000.00,11026694.05,25728952.77,50000000.00,50000000.00,15000000.00,30000000.00
Sep 08 2023,AZERO,0,277537383.54,41000764.78,55000000.00,10960985.63,25575633.13,50000000.00,50000000.00,15000000.00,30000000.00
Sep 04 2023,AZERO,0,276989692.03,40672101.34,55000000.00,10895277.21,25422313.48,50000000.00,50000000.00,15000000.00,30000000.00
Aug 31 2023,AZERO,0,276442000.52,40343437.89,55000000.00,10829568.79,25268993.84,50000000.00,50000000.00,15000000.00,30000000.00
Aug 28 2023,AZERO,0,276031231.89,40096940.31,55000000.00,10780287.47,25154004.11,50000000.00,50000000.00,15000000.00,30000000.00
Aug 24 2023,AZERO,0,275483540.38,39768276.86,55000000.00,10714579.06,25000684.46,50000000.00,50000000.00,15000000.00,30000000.00
Aug 20 2023,AZERO,0,274935848.87,39439613.42,55000000.00,10648870.64,24847364.82,50000000.00,50000000.00,15000000.00,30000000.00
Aug 16 2023,AZERO,0,274388157.37,39110949.97,55000000.00,10583162.22,24694045.17,50000000.00,50000000.00,15000000.00,30000000.00
Aug 13 2023,AZERO,0,273977388.74,38864452.39,55000000.00,10533880.90,24579055.44,50000000.00,50000000.00,15000000.00,30000000.00
Aug 09 2023,AZERO,0,273429697.23,38535788.95,55000000.00,10468172.48,24425735.80,50000000.00,50000000.00,15000000.00,30000000.00
Aug 05 2023,AZERO,0,272882005.72,38207125.50,55000000.00,10402464.07,24272416.15,50000000.00,50000000.00,15000000.00,30000000.00
Aug 01 2023,AZERO,0,272334314.21,37878462.05,55000000.00,10336755.65,24119096.51,50000000.00,50000000.00,15000000.00,30000000.00
Jul 29 2023,AZERO,0,271923545.58,37631964.47,55000000.00,10287474.33,24004106.78,50000000.00,50000000.00,15000000.00,30000000.00
Jul 25 2023,AZERO,0,271375854.07,37303301.03,55000000.00,10221765.91,23850787.13,50000000.00,50000000.00,15000000.00,30000000.00
Jul 21 2023,AZERO,0,270828162.56,36974637.58,55000000.00,10156057.49,23697467.49,50000000.00,50000000.00,15000000.00,30000000.00
Jul 17 2023,AZERO,0,270280471.06,36645974.14,55000000.00,10090349.08,23544147.84,50000000.00,50000000.00,15000000.00,30000000.00
Jul 14 2023,AZERO,0,269869702.42,36399476.55,55000000.00,10041067.76,23429158.11,50000000.00,50000000.00,15000000.00,30000000.00
Jul 10 2023,AZERO,0,269322010.92,36070813.11,55000000.00,9975359.34,23275838.47,50000000.00,50000000.00,15000000.00,30000000.00
Jul 06 2023,AZERO,0,268774319.41,35742149.66,55000000.00,9909650.92,23122518.82,50000000.00,50000000.00,15000000.00,30000000.00
Jul 02 2023,AZERO,0,268226627.90,35413486.22,55000000.00,9843942.51,22969199.18,50000000.00,50000000.00,15000000.00,30000000.00
Jun 29 2023,AZERO,0,267815859.27,35166988.63,55000000.00,9794661.19,22854209.45,50000000.00,50000000.00,15000000.00,30000000.00
Jun 25 2023,AZERO,0,267268167.76,34838325.19,55000000.00,9728952.77,22700889.80,50000000.00,50000000.00,15000000.00,30000000.00
Jun 21 2023,AZERO,0,266720476.25,34509661.74,55000000.00,9663244.35,22547570.16,50000000.00,50000000.00,15000000.00,30000000.00
Jun 17 2023,AZERO,0,266172784.74,34180998.30,55000000.00,9597535.93,22394250.51,50000000.00,50000000.00,15000000.00,30000000.00
Jun 14 2023,AZERO,0,265762016.11,33934500.71,55000000.00,9548254.62,22279260.78,50000000.00,50000000.00,15000000.00,30000000.00
Jun 10 2023,AZERO,0,265214324.61,33605837.27,55000000.00,9482546.20,22125941.14,50000000.00,50000000.00,15000000.00,30000000.00
Jun 06 2023,AZERO,0,264666633.10,33277173.82,55000000.00,9416837.78,21972621.49,50000000.00,50000000.00,15000000.00,30000000.00
Jun 02 2023,AZERO,0,264118941.59,32948510.38,55000000.00,9351129.36,21819301.85,50000000.00,50000000.00,15000000.00,30000000.00
May 30 2023,AZERO,0,263708172.96,32702012.79,55000000.00,9301848.05,21704312.11,50000000.00,50000000.00,15000000.00,30000000.00
May 26 2023,AZERO,0,263160481.45,32373349.35,55000000.00,9236139.63,21550992.47,50000000.00,50000000.00,15000000.00,30000000.00
May 22 2023,AZERO,0,262612789.94,32044685.90,55000000.00,9170431.21,21397672.83,50000000.00,50000000.00,15000000.00,30000000.00
May 18 2023,AZERO,0,262065098.43,31716022.46,55000000.00,9104722.79,21244353.18,50000000.00,50000000.00,15000000.00,30000000.00
May 15 2023,AZERO,0,261654329.80,31469524.87,55000000.00,9055441.48,21129363.45,50000000.00,50000000.00,15000000.00,30000000.00
May 11 2023,AZERO,0,261106638.29,31140861.43,55000000.00,8989733.06,20976043.81,50000000.00,50000000.00,15000000.00,30000000.00
May 07 2023,AZERO,0,260558946.79,30812197.98,55000000.00,8924024.64,20822724.16,50000000.00,50000000.00,15000000.00,30000000.00
May 03 2023,AZERO,0,260011255.28,30483534.54,55000000.00,8858316.22,20669404.52,50000000.00,50000000.00,15000000.00,30000000.00
Apr 30 2023,AZERO,0,259600486.65,30237036.95,55000000.00,8809034.91,20554414.78,50000000.00,50000000.00,15000000.00,30000000.00
Apr 26 2023,AZERO,0,259052795.14,29908373.51,55000000.00,8743326.49,20401095.14,50000000.00,50000000.00,15000000.00,30000000.00
Apr 22 2023,AZERO,0,258505103.63,29579710.06,55000000.00,8677618.07,20247775.50,50000000.00,50000000.00,15000000.00,30000000.00
Apr 18 2023,AZERO,0,257957412.12,29251046.62,55000000.00,8611909.65,20094455.85,50000000.00,50000000.00,15000000.00,30000000.00
Apr 15 2023,AZERO,0,257546643.49,29004549.04,55000000.00,8562628.34,19979466.12,50000000.00,50000000.00,15000000.00,30000000.00
Apr 11 2023,AZERO,0,256998951.98,28675885.59,55000000.00,8496919.92,19826146.48,50000000.00,50000000.00,15000000.00,30000000.00
Apr 07 2023,AZERO,0,256451260.48,28347222.15,55000000.00,8431211.50,19672826.83,50000000.00,50000000.00,15000000.00,30000000.00
Apr 04 2023,AZERO,0,256040491.84,28100724.56,55000000.00,8381930.18,19557837.10,50000000.00,50000000.00,15000000.00,30000000.00
Mar 31 2023,AZERO,0,255492800.34,27772061.12,55000000.00,8316221.77,19404517.45,50000000.00,50000000.00,15000000.00,30000000.00
Mar 27 2023,AZERO,0,254945108.83,27443397.67,55000000.00,8250513.35,19251197.81,50000000.00,50000000.00,15000000.00,30000000.00
Mar 23 2023,AZERO,0,254397417.32,27114734.23,55000000.00,8184804.93,19097878.17,50000000.00,50000000.00,15000000.00,30000000.00
Mar 20 2023,AZERO,0,253986648.69,26868236.64,55000000.00,8135523.61,18982888.43,50000000.00,50000000.00,15000000.00,30000000.00
Mar 16 2023,AZERO,0,253438957.18,26539573.20,55000000.00,8069815.20,18829568.79,50000000.00,50000000.00,15000000.00,30000000.00
Mar 12 2023,AZERO,0,252891265.67,26210909.75,55000000.00,8004106.78,18676249.14,50000000.00,50000000.00,15000000.00,30000000.00
Mar 08 2023,AZERO,0,252343574.16,25882246.31,55000000.00,7938398.36,18522929.50,50000000.00,50000000.00,15000000.00,30000000.00
Mar 05 2023,AZERO,0,251932805.53,25635748.72,55000000.00,7889117.04,18407939.77,50000000.00,50000000.00,15000000.00,30000000.00
Mar 01 2023,AZERO,0,251385114.02,25307085.28,55000000.00,7823408.62,18254620.12,50000000.00,50000000.00,15000000.00,30000000.00
Feb 25 2023,AZERO,0,250837422.52,24978421.83,55000000.00,7757700.21,18101300.48,50000000.00,50000000.00,15000000.00,30000000.00
Feb 21 2023,AZERO,0,250289731.01,24649758.39,55000000.00,7691991.79,17947980.84,50000000.00,50000000.00,15000000.00,30000000.00
Feb 18 2023,AZERO,0,249878962.38,24403260.80,55000000.00,7642710.47,17832991.10,50000000.00,50000000.00,15000000.00,30000000.00
Feb 14 2023,AZERO,0,249331270.87,24074597.36,55000000.00,7577002.05,17679671.46,50000000.00,50000000.00,15000000.00,30000000.00
Feb 10 2023,AZERO,0,248783579.36,23745933.91,55000000.00,7511293.63,17526351.81,50000000.00,50000000.00,15000000.00,30000000.00
Feb 06 2023,AZERO,0,248017069.47,23417270.47,55000000.00,7445585.22,17373032.17,49781181.62,50000000.00,15000000.00,30000000.00
Feb 03 2023,AZERO,0,247442187.06,23170772.88,55000000.00,7396303.90,17258042.44,49617067.83,50000000.00,15000000.00,30000000.00
Jan 30 2023,AZERO,0,246675677.17,22842109.44,55000000.00,7330595.48,17104722.79,49398249.45,50000000.00,15000000.00,30000000.00
Jan 26 2023,AZERO,0,245909167.28,22513445.99,55000000.00,7264887.06,16951403.15,49179431.07,50000000.00,15000000.00,30000000.00
Jan 22 2023,AZERO,0,245142657.39,22184782.55,55000000.00,7199178.64,16798083.50,48960612.69,50000000.00,15000000.00,30000000.00
Jan 19 2023,AZERO,0,244567774.97,21938284.96,55000000.00,7149897.33,16683093.77,48796498.91,50000000.00,15000000.00,30000000.00
Jan 15 2023,AZERO,0,243801265.08,21609621.52,55000000.00,7084188.91,16529774.13,48577680.53,50000000.00,15000000.00,30000000.00
Jan 11 2023,AZERO,0,243034755.19,21280958.07,55000000.00,7018480.49,16376454.48,48358862.14,50000000.00,15000000.00,30000000.00
Jan 07 2023,AZERO,0,242268245.31,20952294.63,55000000.00,6952772.07,16223134.84,48140043.76,50000000.00,15000000.00,30000000.00
Jan 04 2023,AZERO,0,241693362.89,20705797.05,55000000.00,6903490.76,16108145.11,47975929.98,50000000.00,15000000.00,30000000.00
Dec 31 2022,AZERO,0,240926853.00,20377133.60,55000000.00,6837782.34,15954825.46,47757111.60,50000000.00,15000000.00,30000000.00
Dec 27 2022,AZERO,0,240160343.11,20048470.15,55000000.00,6772073.92,15801505.82,47538293.22,50000000.00,15000000.00,30000000.00
Dec 23 2022,AZERO,0,239393833.22,19719806.71,55000000.00,6706365.50,15648186.17,47319474.84,50000000.00,15000000.00,30000000.00
Dec 20 2022,AZERO,0,238818950.81,19473309.13,55000000.00,6657084.19,15533196.44,47155361.05,50000000.00,15000000.00,30000000.00
Dec 16 2022,AZERO,0,238052440.92,19144645.68,55000000.00,6591375.77,15379876.80,46936542.67,50000000.00,15000000.00,30000000.00
Dec 12 2022,AZERO,0,237285931.03,18815982.24,55000000.00,6525667.35,15226557.15,46717724.29,50000000.00,15000000.00,30000000.00
Dec 08 2022,AZERO,0,236519421.14,18487318.79,55000000.00,6459958.93,15073237.51,46498905.91,50000000.00,15000000.00,30000000.00
Dec 05 2022,AZERO,0,235944538.72,18240821.21,55000000.00,6410677.62,14958247.78,46334792.12,50000000.00,15000000.00,30000000.00
Dec 01 2022,AZERO,0,235178028.83,17912157.76,55000000.00,6344969.20,14804928.13,46115973.74,50000000.00,15000000.00,30000000.00
Nov 27 2022,AZERO,0,234411518.94,17583494.32,55000000.00,6279260.78,14651608.49,45897155.36,50000000.00,15000000.00,30000000.00
Nov 23 2022,AZERO,0,233645009.06,17254830.87,55000000.00,6213552.36,14498288.84,45678336.98,50000000.00,15000000.00,30000000.00
Nov 20 2022,AZERO,0,233070126.64,17008333.29,55000000.00,6164271.05,14383299.11,45514223.19,50000000.00,15000000.00,30000000.00
Nov 16 2022,AZERO,0,232303616.75,16679669.84,55000000.00,6098562.63,14229979.47,45295404.81,50000000.00,15000000.00,30000000.00
Nov 12 2022,AZERO,0,231537106.86,16351006.40,55000000.00,6032854.21,14076659.82,45076586.43,50000000.00,15000000.00,30000000.00
Nov 08 2022,AZERO,0,230729426.07,16022342.95,54849315.07,6000000.00,14000000.00,44857768.05,50000000.00,15000000.00,30000000.00
Nov 05 2022,AZERO,0,230092787.31,15775845.37,54623287.67,6000000.00,14000000.00,44693654.27,50000000.00,15000000.00,30000000.00
Nov 01 2022,AZERO,0,229243935.62,15447181.92,54321917.81,6000000.00,14000000.00,44474835.89,50000000.00,15000000.00,30000000.00
Oct 28 2022,AZERO,0,228395083.93,15118518.48,54020547.95,6000000.00,14000000.00,44256017.51,50000000.00,15000000.00,30000000.00
Oct 24 2022,AZERO,0,227546232.24,14789855.03,53719178.08,6000000.00,14000000.00,44037199.12,50000000.00,15000000.00,30000000.00
Oct 21 2022,AZERO,0,226909593.47,14543357.45,53493150.68,6000000.00,14000000.00,43873085.34,50000000.00,15000000.00,30000000.00
Oct 17 2022,AZERO,0,226060741.78,14214694.00,53191780.82,6000000.00,14000000.00,43654266.96,50000000.00,15000000.00,30000000.00
Oct 13 2022,AZERO,0,225211890.09,13886030.56,52890410.96,6000000.00,14000000.00,43435448.58,50000000.00,15000000.00,30000000.00
Oct 09 2022,AZERO,0,224363038.41,13557367.11,52589041.10,6000000.00,14000000.00,43216630.20,50000000.00,15000000.00,30000000.00
Oct 06 2022,AZERO,0,223726399.64,13310869.53,52363013.70,6000000.00,14000000.00,43052516.41,50000000.00,15000000.00,30000000.00
Oct 02 2022,AZERO,0,222877547.95,12982206.08,52061643.84,6000000.00,14000000.00,42833698.03,50000000.00,15000000.00,30000000.00
Sep 28 2022,AZERO,0,222028696.26,12653542.64,51760273.97,6000000.00,14000000.00,42614879.65,50000000.00,15000000.00,30000000.00
Sep 24 2022,AZERO,0,221179844.57,12324879.19,51458904.11,6000000.00,14000000.00,42396061.27,50000000.00,15000000.00,30000000.00
Sep 21 2022,AZERO,0,220543205.81,12078381.61,51232876.71,6000000.00,14000000.00,42231947.48,50000000.00,15000000.00,30000000.00
Sep 17 2022,AZERO,0,219694354.12,11749718.16,50931506.85,6000000.00,14000000.00,42013129.10,50000000.00,15000000.00,30000000.00
Sep 13 2022,AZERO,0,218845502.43,11421054.72,50630136.99,6000000.00,14000000.00,41794310.72,50000000.00,15000000.00,30000000.00
Sep 09 2022,AZERO,0,217996650.74,11092391.27,50328767.12,6000000.00,14000000.00,41575492.34,50000000.00,15000000.00,30000000.00
Sep 06 2022,AZERO,0,217360011.97,10845893.69,50102739.73,6000000.00,14000000.00,41411378.56,50000000.00,15000000.00,30000000.00
Sep 02 2022,AZERO,0,216511160.28,10517230.25,49801369.86,6000000.00,14000000.00,41192560.18,50000000.00,15000000.00,30000000.00
Aug 29 2022,AZERO,0,215662308.59,10188566.80,49500000.00,6000000.00,14000000.00,40973741.79,50000000.00,15000000.00,30000000.00
Aug 25 2022,AZERO,0,214813456.91,9859903.35,49198630.14,6000000.00,14000000.00,40754923.41,50000000.00,15000000.00,30000000.00
Aug 22 2022,AZERO,0,214176818.14,9613405.77,48972602.74,6000000.00,14000000.00,40590809.63,50000000.00,15000000.00,30000000.00
Aug 18 2022,AZERO,0,213327966.45,9284742.33,48671232.88,6000000.00,14000000.00,40371991.25,50000000.00,15000000.00,30000000.00
Aug 14 2022,AZERO,0,212479114.76,8956078.88,48369863.01,6000000.00,14000000.00,40153172.87,50000000.00,15000000.00,30000000.00
Aug 10 2022,AZERO,0,211630263.07,8627415.44,48068493.15,6000000.00,14000000.00,39934354.49,50000000.00,15000000.00,30000000.00
Aug 07 2022,AZERO,0,210993624.31,8380917.85,47842465.75,6000000.00,14000000.00,39770240.70,50000000.00,15000000.00,30000000.00
Aug 03 2022,AZERO,0,210144772.62,8052254.41,47541095.89,6000000.00,14000000.00,39551422.32,50000000.00,15000000.00,30000000.00
Jul 30 2022,AZERO,0,209295920.93,7723590.96,47239726.03,6000000.00,14000000.00,39332603.94,50000000.00,15000000.00,30000000.00
Jul 26 2022,AZERO,0,208447069.24,7394927.52,46938356.16,6000000.00,14000000.00,39113785.56,50000000.00,15000000.00,30000000.00
Jul 23 2022,AZERO,0,207810430.47,7148429.93,46712328.77,6000000.00,14000000.00,38949671.77,50000000.00,15000000.00,30000000.00
Jul 19 2022,AZERO,0,206961578.78,6819766.49,46410958.90,6000000.00,14000000.00,38730853.39,50000000.00,15000000.00,30000000.00
Jul 15 2022,AZERO,0,206112727.09,6491103.04,46109589.04,6000000.00,14000000.00,38512035.01,50000000.00,15000000.00,30000000.00
Jul 12 2022,AZERO,0,205476088.33,6244605.46,45883561.64,6000000.00,14000000.00,38347921.23,50000000.00,15000000.00,30000000.00
Jul 08 2022,AZERO,0,204627236.64,5915942.01,45582191.78,6000000.00,14000000.00,38129102.84,50000000.00,15000000.00,30000000.00
Jul 04 2022,AZERO,0,203778384.95,5587278.57,45280821.92,6000000.00,14000000.00,37910284.46,50000000.00,15000000.00,30000000.00
Jun 30 2022,AZERO,0,202929533.26,5258615.12,44979452.05,6000000.00,14000000.00,37691466.08,50000000.00,15000000.00,30000000.00
Jun 27 2022,AZERO,0,202292894.49,5012117.54,44753424.66,6000000.00,14000000.00,37527352.30,50000000.00,15000000.00,30000000.00
Jun 23 2022,AZERO,0,201444042.80,4683454.09,44452054.79,6000000.00,14000000.00,37308533.92,50000000.00,15000000.00,30000000.00
Jun 19 2022,AZERO,0,200595191.12,4354790.65,44150684.93,6000000.00,14000000.00,37089715.54,50000000.00,15000000.00,30000000.00
Jun 15 2022,AZERO,0,199746339.43,4026127.20,43849315.07,6000000.00,14000000.00,36870897.16,50000000.00,15000000.00,30000000.00
Jun 12 2022,AZERO,0,199109700.66,3779629.62,43623287.67,6000000.00,14000000.00,36706783.37,50000000.00,15000000.00,30000000.00
Jun 08 2022,AZERO,0,198260848.97,3450966.17,43321917.81,6000000.00,14000000.00,36487964.99,50000000.00,15000000.00,30000000.00
Jun 04 2022,AZERO,0,197411997.28,3122302.73,43020547.95,6000000.00,14000000.00,36269146.61,50000000.00,15000000.00,30000000.00
May 31 2022,AZERO,0,196563145.59,2793639.28,42719178.08,6000000.00,14000000.00,36050328.23,50000000.00,15000000.00,30000000.00
May 28 2022,AZERO,0,195926506.83,2547141.70,42493150.68,6000000.00,14000000.00,35886214.44,50000000.00,15000000.00,30000000.00
May 24 2022,AZERO,0,195077655.14,2218478.25,42191780.82,6000000.00,14000000.00,35667396.06,50000000.00,15000000.00,30000000.00
May 20 2022,AZERO,0,194228803.45,1889814.81,41890410.96,6000000.00,14000000.00,35448577.68,50000000.00,15000000.00,30000000.00
May 16 2022,AZERO,0,193379951.76,1561151.36,41589041.10,6000000.00,14000000.00,35229759.30,50000000.00,15000000.00,30000000.00
May 13 2022,AZERO,0,192743312.99,1314653.78,41363013.70,6000000.00,14000000.00,35065645.51,50000000.00,15000000.00,30000000.00
May 09 2022,AZERO,0,191814350.81,985990.34,41061643.84,6000000.00,14000000.00,34846827.13,49919889.50,15000000.00,30000000.00
May 05 2022,AZERO,0,190645057.13,657326.89,40760273.97,6000000.00,14000000.00,34628008.75,49599447.51,15000000.00,30000000.00
May 01 2022,AZERO,0,189475763.45,328663.45,40458904.11,6000000.00,14000000.00,34409190.37,49279005.52,15000000.00,30000000.00
Apr 28 2022,AZERO,0,188598793.19,82165.86,40232876.71,6000000.00,14000000.00,34245076.59,49038674.03,15000000.00,30000000.00
Apr 24 2022,AZERO,0,187675997.10,0,39931506.85,6000000.00,14000000.00,34026258.21,48718232.04,15000000.00,30000000.00
Apr 20 2022,AZERO,0,186835366.87,0,39630136.99,6000000.00,14000000.00,33807439.82,48397790.06,15000000.00,30000000.00
Apr 16 2022,AZERO,0,185994736.63,0,39328767.12,6000000.00,14000000.00,33588621.44,48077348.07,15000000.00,30000000.00
Apr 13 2022,AZERO,0,185364263.96,0,39102739.73,6000000.00,14000000.00,33424507.66,47837016.57,15000000.00,30000000.00
Apr 09 2022,AZERO,0,184523633.73,0,38801369.86,6000000.00,14000000.00,33205689.28,47516574.59,15000000.00,30000000.00
Apr 05 2022,AZERO,0,183683003.49,0,38500000.00,6000000.00,14000000.00,32986870.90,47196132.60,15000000.00,30000000.00
Apr 01 2022,AZERO,0,182842373.26,0,38198630.14,6000000.00,14000000.00,32768052.52,46875690.61,15000000.00,30000000.00
Mar 29 2022,AZERO,0,182211900.59,0,37972602.74,6000000.00,14000000.00,32603938.73,46635359.12,15000000.00,30000000.00
Mar 25 2022,AZERO,0,181371270.35,0,37671232.88,6000000.00,14000000.00,32385120.35,46314917.13,15000000.00,30000000.00
Mar 21 2022,AZERO,0,180530640.12,0,37369863.01,6000000.00,14000000.00,32166301.97,45994475.14,15000000.00,30000000.00
Mar 17 2022,AZERO,0,179690009.89,0,37068493.15,6000000.00,14000000.00,31947483.59,45674033.15,15000000.00,30000000.00
Mar 14 2022,AZERO,0,179059537.21,0,36842465.75,6000000.00,14000000.00,31783369.80,45433701.66,15000000.00,30000000.00
Mar 10 2022,AZERO,0,178218906.98,0,36541095.89,6000000.00,14000000.00,31564551.42,45113259.67,15000000.00,30000000.00
Mar 06 2022,AZERO,0,177378276.75,0,36239726.03,6000000.00,14000000.00,31345733.04,44792817.68,15000000.00,30000000.00
Mar 02 2022,AZERO,0,176537646.52,0,35938356.16,6000000.00,14000000.00,31126914.66,44472375.69,15000000.00,30000000.00
Feb 27 2022,AZERO,0,175907173.84,0,35712328.77,6000000.00,14000000.00,30962800.88,44232044.20,15000000.00,30000000.00
Feb 23 2022,AZERO,0,175066543.61,0,35410958.90,6000000.00,14000000.00,30743982.49,43911602.21,15000000.00,30000000.00
Feb 19 2022,AZERO,0,174225913.38,0,35109589.04,6000000.00,14000000.00,30525164.11,43591160.22,15000000.00,30000000.00
Feb 15 2022,AZERO,0,173385283.14,0,34808219.18,6000000.00,14000000.00,30306345.73,43270718.23,15000000.00,30000000.00
Feb 12 2022,AZERO,0,172754810.47,0,34582191.78,6000000.00,14000000.00,30142231.95,43030386.74,15000000.00,30000000.00
Feb 08 2022,AZERO,0,171914180.24,0,34280821.92,6000000.00,14000000.00,29923413.57,42709944.75,15000000.00,30000000.00
Feb 04 2022,AZERO,0,171073550.00,0,33979452.05,6000000.00,14000000.00,29704595.19,42389502.76,15000000.00,30000000.00
Jan 31 2022,AZERO,0,170232919.77,0,33678082.19,6000000.00,14000000.00,29485776.81,42069060.77,15000000.00,30000000.00
Jan 28 2022,AZERO,0,169602447.10,0,33452054.79,6000000.00,14000000.00,29321663.02,41828729.28,15000000.00,30000000.00
Jan 24 2022,AZERO,0,168761816.86,0,33150684.93,6000000.00,14000000.00,29102844.64,41508287.29,15000000.00,30000000.00
Jan 20 2022,AZERO,0,167921186.63,0,32849315.07,6000000.00,14000000.00,28884026.26,41187845.30,15000000.00,30000000.00
Jan 16 2022,AZERO,0,167080556.40,0,32547945.21,6000000.00,14000000.00,28665207.88,40867403.31,15000000.00,30000000.00
Jan 13 2022,AZERO,0,166450083.72,0,32321917.81,6000000.00,14000000.00,28501094.09,40627071.82,15000000.00,30000000.00
Jan 09 2022,AZERO,0,165609453.49,0,32020547.95,6000000.00,14000000.00,28282275.71,40306629.83,15000000.00,30000000.00
Jan 05 2022,AZERO,0,164768823.26,0,31719178.08,6000000.00,14000000.00,28063457.33,39986187.85,15000000.00,30000000.00
Jan 01 2022,AZERO,0,163928193.03,0,31417808.22,6000000.00,14000000.00,27844638.95,39665745.86,15000000.00,30000000.00
Dec 29 2021,AZERO,0,163297720.35,0,31191780.82,6000000.00,14000000.00,27680525.16,39425414.36,15000000.00,30000000.00
Dec 25 2021,AZERO,0,162457090.12,0,30890410.96,6000000.00,14000000.00,27461706.78,39104972.38,15000000.00,30000000.00
Dec 21 2021,AZERO,0,161616459.89,0,30589041.10,6000000.00,14000000.00,27242888.40,38784530.39,15000000.00,30000000.00
Dec 17 2021,AZERO,0,160775829.65,0,30287671.23,6000000.00,14000000.00,27024070.02,38464088.40,15000000.00,30000000.00
Dec 14 2021,AZERO,0,160145356.98,0,30061643.84,6000000.00,14000000.00,26859956.24,38223756.91,15000000.00,30000000.00
Dec 10 2021,AZERO,0,159304726.75,0,29760273.97,6000000.00,14000000.00,26641137.86,37903314.92,15000000.00,30000000.00
Dec 06 2021,AZERO,0,158464096.51,0,29458904.11,6000000.00,14000000.00,26422319.47,37582872.93,15000000.00,30000000.00
Dec 02 2021,AZERO,0,157623466.28,0,29157534.25,6000000.00,14000000.00,26203501.09,37262430.94,15000000.00,30000000.00
Nov 29 2021,AZERO,0,156992993.61,0,28931506.85,6000000.00,14000000.00,26039387.31,37022099.45,15000000.00,30000000.00
Nov 25 2021,AZERO,0,156152363.37,0,28630136.99,6000000.00,14000000.00,25820568.93,36701657.46,15000000.00,30000000.00
Nov 21 2021,AZERO,0,155311733.14,0,28328767.12,6000000.00,14000000.00,25601750.55,36381215.47,15000000.00,30000000.00
Nov 17 2021,AZERO,0,154471102.91,0,28027397.26,6000000.00,14000000.00,25382932.17,36060773.48,15000000.00,30000000.00
Nov 14 2021,AZERO,0,153840630.23,0,27801369.86,6000000.00,14000000.00,25218818.38,35820441.99,15000000.00,30000000.00
Nov 10 2021,AZERO,0,153000000.00,0,27500000.00,6000000.00,14000000.00,25000000.00,35500000.00,15000000.00,30000000.00
