Date,Symbol,Available Supply,Unlocked Supply,Team,Advisors,Gameplay Rewards,Community & Ecosystem,Pre-Sale,Airdrop,Launch Partners / CEXs
Sep 30 2028,MAVIA,209165001.00,209165001.00,42500000.00,5795453.00,20108680.00,88260868.00,37500000.00,8750000.00,6250000.00
Sep 27 2028,MAVIA,209165001.00,209165001.00,42500000.00,5795453.00,20108680.00,88260868.00,37500000.00,8750000.00,6250000.00
Sep 25 2028,MAVIA,209165001.00,209165001.00,42500000.00,5795453.00,20108680.00,88260868.00,37500000.00,8750000.00,6250000.00
Sep 22 2028,MAVIA,209165001.00,209165001.00,42500000.00,5795453.00,20108680.00,88260868.00,37500000.00,8750000.00,6250000.00
Sep 20 2028,MAVIA,209165001.00,209165001.00,42500000.00,5795453.00,20108680.00,88260868.00,37500000.00,8750000.00,6250000.00
Sep 17 2028,MAVIA,209165001.00,209165001.00,42500000.00,5795453.00,20108680.00,88260868.00,37500000.00,8750000.00,6250000.00
Sep 15 2028,MAVIA,209165001.00,209165001.00,42500000.00,5795453.00,20108680.00,88260868.00,37500000.00,8750000.00,6250000.00
Sep 12 2028,MAVIA,209165001.00,209165001.00,42500000.00,5795453.00,20108680.00,88260868.00,37500000.00,8750000.00,6250000.00
Sep 10 2028,MAVIA,209165001.00,209165001.00,42500000.00,5795453.00,20108680.00,88260868.00,37500000.00,8750000.00,6250000.00
Sep 07 2028,MAVIA,209165001.00,209165001.00,42500000.00,5795453.00,20108680.00,88260868.00,37500000.00,8750000.00,6250000.00
Sep 05 2028,MAVIA,209165001.00,209165001.00,42500000.00,5795453.00,20108680.00,88260868.00,37500000.00,8750000.00,6250000.00
Sep 02 2028,MAVIA,209165001.00,209165001.00,42500000.00,5795453.00,20108680.00,88260868.00,37500000.00,8750000.00,6250000.00
Aug 31 2028,MAVIA,209165001.00,209165001.00,42500000.00,5795453.00,20108680.00,88260868.00,37500000.00,8750000.00,6250000.00
Aug 29 2028,MAVIA,209165001.00,209165001.00,42500000.00,5795453.00,20108680.00,88260868.00,37500000.00,8750000.00,6250000.00
Aug 26 2028,MAVIA,209165001.00,209165001.00,42500000.00,5795453.00,20108680.00,88260868.00,37500000.00,8750000.00,6250000.00
Aug 24 2028,MAVIA,209165001.00,209165001.00,42500000.00,5795453.00,20108680.00,88260868.00,37500000.00,8750000.00,6250000.00
Aug 21 2028,MAVIA,209165001.00,209165001.00,42500000.00,5795453.00,20108680.00,88260868.00,37500000.00,8750000.00,6250000.00
Aug 19 2028,MAVIA,209165001.00,209165001.00,42500000.00,5795453.00,20108680.00,88260868.00,37500000.00,8750000.00,6250000.00
Aug 16 2028,MAVIA,209165001.00,209165001.00,42500000.00,5795453.00,20108680.00,88260868.00,37500000.00,8750000.00,6250000.00
Aug 14 2028,MAVIA,209165001.00,209165001.00,42500000.00,5795453.00,20108680.00,88260868.00,37500000.00,8750000.00,6250000.00
Aug 11 2028,MAVIA,209165001.00,209165001.00,42500000.00,5795453.00,20108680.00,88260868.00,37500000.00,8750000.00,6250000.00
Aug 09 2028,MAVIA,209165001.00,209165001.00,42500000.00,5795453.00,20108680.00,88260868.00,37500000.00,8750000.00,6250000.00
Aug 06 2028,MAVIA,209165001.00,209165001.00,42500000.00,5795453.00,20108680.00,88260868.00,37500000.00,8750000.00,6250000.00
Aug 04 2028,MAVIA,200998006.00,200998006.00,40000000.00,5454544.00,19130420.00,83913042.00,37500000.00,8750000.00,6250000.00
Aug 01 2028,MAVIA,200998006.00,200998006.00,40000000.00,5454544.00,19130420.00,83913042.00,37500000.00,8750000.00,6250000.00
Jul 30 2028,MAVIA,200998006.00,200998006.00,40000000.00,5454544.00,19130420.00,83913042.00,37500000.00,8750000.00,6250000.00
Jul 28 2028,MAVIA,200998006.00,200998006.00,40000000.00,5454544.00,19130420.00,83913042.00,37500000.00,8750000.00,6250000.00
Jul 25 2028,MAVIA,200998006.00,200998006.00,40000000.00,5454544.00,19130420.00,83913042.00,37500000.00,8750000.00,6250000.00
Jul 23 2028,MAVIA,200998006.00,200998006.00,40000000.00,5454544.00,19130420.00,83913042.00,37500000.00,8750000.00,6250000.00
Jul 20 2028,MAVIA,200998006.00,200998006.00,40000000.00,5454544.00,19130420.00,83913042.00,37500000.00,8750000.00,6250000.00
Jul 18 2028,MAVIA,200998006.00,200998006.00,40000000.00,5454544.00,19130420.00,83913042.00,37500000.00,8750000.00,6250000.00
Jul 15 2028,MAVIA,200998006.00,200998006.00,40000000.00,5454544.00,19130420.00,83913042.00,37500000.00,8750000.00,6250000.00
Jul 13 2028,MAVIA,200998006.00,200998006.00,40000000.00,5454544.00,19130420.00,83913042.00,37500000.00,8750000.00,6250000.00
Jul 10 2028,MAVIA,200998006.00,200998006.00,40000000.00,5454544.00,19130420.00,83913042.00,37500000.00,8750000.00,6250000.00
Jul 08 2028,MAVIA,200998006.00,200998006.00,40000000.00,5454544.00,19130420.00,83913042.00,37500000.00,8750000.00,6250000.00
Jul 05 2028,MAVIA,200998006.00,200998006.00,40000000.00,5454544.00,19130420.00,83913042.00,37500000.00,8750000.00,6250000.00
Jul 03 2028,MAVIA,200998006.00,200998006.00,40000000.00,5454544.00,19130420.00,83913042.00,37500000.00,8750000.00,6250000.00
Jun 30 2028,MAVIA,200998006.00,200998006.00,40000000.00,5454544.00,19130420.00,83913042.00,37500000.00,8750000.00,6250000.00
Jun 28 2028,MAVIA,200998006.00,200998006.00,40000000.00,5454544.00,19130420.00,83913042.00,37500000.00,8750000.00,6250000.00
Jun 26 2028,MAVIA,200998006.00,200998006.00,40000000.00,5454544.00,19130420.00,83913042.00,37500000.00,8750000.00,6250000.00
Jun 23 2028,MAVIA,200998006.00,200998006.00,40000000.00,5454544.00,19130420.00,83913042.00,37500000.00,8750000.00,6250000.00
Jun 21 2028,MAVIA,200998006.00,200998006.00,40000000.00,5454544.00,19130420.00,83913042.00,37500000.00,8750000.00,6250000.00
Jun 18 2028,MAVIA,200998006.00,200998006.00,40000000.00,5454544.00,19130420.00,83913042.00,37500000.00,8750000.00,6250000.00
Jun 16 2028,MAVIA,200998006.00,200998006.00,40000000.00,5454544.00,19130420.00,83913042.00,37500000.00,8750000.00,6250000.00
Jun 13 2028,MAVIA,200998006.00,200998006.00,40000000.00,5454544.00,19130420.00,83913042.00,37500000.00,8750000.00,6250000.00
Jun 11 2028,MAVIA,200998006.00,200998006.00,40000000.00,5454544.00,19130420.00,83913042.00,37500000.00,8750000.00,6250000.00
Jun 08 2028,MAVIA,200998006.00,200998006.00,40000000.00,5454544.00,19130420.00,83913042.00,37500000.00,8750000.00,6250000.00
Jun 06 2028,MAVIA,200998006.00,200998006.00,40000000.00,5454544.00,19130420.00,83913042.00,37500000.00,8750000.00,6250000.00
Jun 03 2028,MAVIA,200998006.00,200998006.00,40000000.00,5454544.00,19130420.00,83913042.00,37500000.00,8750000.00,6250000.00
Jun 01 2028,MAVIA,200998006.00,200998006.00,40000000.00,5454544.00,19130420.00,83913042.00,37500000.00,8750000.00,6250000.00
May 30 2028,MAVIA,200998006.00,200998006.00,40000000.00,5454544.00,19130420.00,83913042.00,37500000.00,8750000.00,6250000.00
May 27 2028,MAVIA,200998006.00,200998006.00,40000000.00,5454544.00,19130420.00,83913042.00,37500000.00,8750000.00,6250000.00
May 25 2028,MAVIA,200998006.00,200998006.00,40000000.00,5454544.00,19130420.00,83913042.00,37500000.00,8750000.00,6250000.00
May 22 2028,MAVIA,200998006.00,200998006.00,40000000.00,5454544.00,19130420.00,83913042.00,37500000.00,8750000.00,6250000.00
May 20 2028,MAVIA,200998006.00,200998006.00,40000000.00,5454544.00,19130420.00,83913042.00,37500000.00,8750000.00,6250000.00
May 17 2028,MAVIA,200998006.00,200998006.00,40000000.00,5454544.00,19130420.00,83913042.00,37500000.00,8750000.00,6250000.00
May 15 2028,MAVIA,200998006.00,200998006.00,40000000.00,5454544.00,19130420.00,83913042.00,37500000.00,8750000.00,6250000.00
May 12 2028,MAVIA,200998006.00,200998006.00,40000000.00,5454544.00,19130420.00,83913042.00,37500000.00,8750000.00,6250000.00
May 10 2028,MAVIA,200998006.00,200998006.00,40000000.00,5454544.00,19130420.00,83913042.00,37500000.00,8750000.00,6250000.00
May 07 2028,MAVIA,200998006.00,200998006.00,40000000.00,5454544.00,19130420.00,83913042.00,37500000.00,8750000.00,6250000.00
May 05 2028,MAVIA,192831011.00,192831011.00,37500000.00,5113635.00,18152160.00,79565216.00,37500000.00,8750000.00,6250000.00
May 02 2028,MAVIA,192831011.00,192831011.00,37500000.00,5113635.00,18152160.00,79565216.00,37500000.00,8750000.00,6250000.00
Apr 30 2028,MAVIA,192831011.00,192831011.00,37500000.00,5113635.00,18152160.00,79565216.00,37500000.00,8750000.00,6250000.00
Apr 28 2028,MAVIA,192831011.00,192831011.00,37500000.00,5113635.00,18152160.00,79565216.00,37500000.00,8750000.00,6250000.00
Apr 25 2028,MAVIA,192831011.00,192831011.00,37500000.00,5113635.00,18152160.00,79565216.00,37500000.00,8750000.00,6250000.00
Apr 23 2028,MAVIA,192831011.00,192831011.00,37500000.00,5113635.00,18152160.00,79565216.00,37500000.00,8750000.00,6250000.00
Apr 20 2028,MAVIA,192831011.00,192831011.00,37500000.00,5113635.00,18152160.00,79565216.00,37500000.00,8750000.00,6250000.00
Apr 18 2028,MAVIA,192831011.00,192831011.00,37500000.00,5113635.00,18152160.00,79565216.00,37500000.00,8750000.00,6250000.00
Apr 15 2028,MAVIA,192831011.00,192831011.00,37500000.00,5113635.00,18152160.00,79565216.00,37500000.00,8750000.00,6250000.00
Apr 13 2028,MAVIA,192831011.00,192831011.00,37500000.00,5113635.00,18152160.00,79565216.00,37500000.00,8750000.00,6250000.00
Apr 10 2028,MAVIA,192831011.00,192831011.00,37500000.00,5113635.00,18152160.00,79565216.00,37500000.00,8750000.00,6250000.00
Apr 08 2028,MAVIA,192831011.00,192831011.00,37500000.00,5113635.00,18152160.00,79565216.00,37500000.00,8750000.00,6250000.00
Apr 05 2028,MAVIA,192831011.00,192831011.00,37500000.00,5113635.00,18152160.00,79565216.00,37500000.00,8750000.00,6250000.00
Apr 03 2028,MAVIA,192831011.00,192831011.00,37500000.00,5113635.00,18152160.00,79565216.00,37500000.00,8750000.00,6250000.00
Mar 31 2028,MAVIA,192831011.00,192831011.00,37500000.00,5113635.00,18152160.00,79565216.00,37500000.00,8750000.00,6250000.00
Mar 29 2028,MAVIA,192831011.00,192831011.00,37500000.00,5113635.00,18152160.00,79565216.00,37500000.00,8750000.00,6250000.00
Mar 27 2028,MAVIA,192831011.00,192831011.00,37500000.00,5113635.00,18152160.00,79565216.00,37500000.00,8750000.00,6250000.00
Mar 24 2028,MAVIA,192831011.00,192831011.00,37500000.00,5113635.00,18152160.00,79565216.00,37500000.00,8750000.00,6250000.00
Mar 22 2028,MAVIA,192831011.00,192831011.00,37500000.00,5113635.00,18152160.00,79565216.00,37500000.00,8750000.00,6250000.00
Mar 19 2028,MAVIA,192831011.00,192831011.00,37500000.00,5113635.00,18152160.00,79565216.00,37500000.00,8750000.00,6250000.00
Mar 17 2028,MAVIA,192831011.00,192831011.00,37500000.00,5113635.00,18152160.00,79565216.00,37500000.00,8750000.00,6250000.00
Mar 14 2028,MAVIA,192831011.00,192831011.00,37500000.00,5113635.00,18152160.00,79565216.00,37500000.00,8750000.00,6250000.00
Mar 12 2028,MAVIA,192831011.00,192831011.00,37500000.00,5113635.00,18152160.00,79565216.00,37500000.00,8750000.00,6250000.00
Mar 09 2028,MAVIA,192831011.00,192831011.00,37500000.00,5113635.00,18152160.00,79565216.00,37500000.00,8750000.00,6250000.00
Mar 07 2028,MAVIA,192831011.00,192831011.00,37500000.00,5113635.00,18152160.00,79565216.00,37500000.00,8750000.00,6250000.00
Mar 04 2028,MAVIA,192831011.00,192831011.00,37500000.00,5113635.00,18152160.00,79565216.00,37500000.00,8750000.00,6250000.00
Mar 02 2028,MAVIA,192831011.00,192831011.00,37500000.00,5113635.00,18152160.00,79565216.00,37500000.00,8750000.00,6250000.00
Feb 28 2028,MAVIA,192831011.00,192831011.00,37500000.00,5113635.00,18152160.00,79565216.00,37500000.00,8750000.00,6250000.00
Feb 26 2028,MAVIA,192831011.00,192831011.00,37500000.00,5113635.00,18152160.00,79565216.00,37500000.00,8750000.00,6250000.00
Feb 24 2028,MAVIA,192831011.00,192831011.00,37500000.00,5113635.00,18152160.00,79565216.00,37500000.00,8750000.00,6250000.00
Feb 21 2028,MAVIA,192831011.00,192831011.00,37500000.00,5113635.00,18152160.00,79565216.00,37500000.00,8750000.00,6250000.00
Feb 19 2028,MAVIA,192831011.00,192831011.00,37500000.00,5113635.00,18152160.00,79565216.00,37500000.00,8750000.00,6250000.00
Feb 16 2028,MAVIA,192831011.00,192831011.00,37500000.00,5113635.00,18152160.00,79565216.00,37500000.00,8750000.00,6250000.00
Feb 14 2028,MAVIA,192831011.00,192831011.00,37500000.00,5113635.00,18152160.00,79565216.00,37500000.00,8750000.00,6250000.00
Feb 11 2028,MAVIA,192831011.00,192831011.00,37500000.00,5113635.00,18152160.00,79565216.00,37500000.00,8750000.00,6250000.00
Feb 09 2028,MAVIA,192831011.00,192831011.00,37500000.00,5113635.00,18152160.00,79565216.00,37500000.00,8750000.00,6250000.00
Feb 06 2028,MAVIA,192831011.00,192831011.00,37500000.00,5113635.00,18152160.00,79565216.00,37500000.00,8750000.00,6250000.00
Feb 04 2028,MAVIA,184664016.00,184664016.00,35000000.00,4772726.00,17173900.00,75217390.00,37500000.00,8750000.00,6250000.00
Feb 01 2028,MAVIA,184664016.00,184664016.00,35000000.00,4772726.00,17173900.00,75217390.00,37500000.00,8750000.00,6250000.00
Jan 30 2028,MAVIA,184664016.00,184664016.00,35000000.00,4772726.00,17173900.00,75217390.00,37500000.00,8750000.00,6250000.00
Jan 27 2028,MAVIA,184664016.00,184664016.00,35000000.00,4772726.00,17173900.00,75217390.00,37500000.00,8750000.00,6250000.00
Jan 25 2028,MAVIA,184664016.00,184664016.00,35000000.00,4772726.00,17173900.00,75217390.00,37500000.00,8750000.00,6250000.00
Jan 23 2028,MAVIA,184664016.00,184664016.00,35000000.00,4772726.00,17173900.00,75217390.00,37500000.00,8750000.00,6250000.00
Jan 20 2028,MAVIA,184664016.00,184664016.00,35000000.00,4772726.00,17173900.00,75217390.00,37500000.00,8750000.00,6250000.00
Jan 18 2028,MAVIA,184664016.00,184664016.00,35000000.00,4772726.00,17173900.00,75217390.00,37500000.00,8750000.00,6250000.00
Jan 15 2028,MAVIA,184664016.00,184664016.00,35000000.00,4772726.00,17173900.00,75217390.00,37500000.00,8750000.00,6250000.00
Jan 13 2028,MAVIA,184664016.00,184664016.00,35000000.00,4772726.00,17173900.00,75217390.00,37500000.00,8750000.00,6250000.00
Jan 10 2028,MAVIA,184664016.00,184664016.00,35000000.00,4772726.00,17173900.00,75217390.00,37500000.00,8750000.00,6250000.00
Jan 08 2028,MAVIA,184664016.00,184664016.00,35000000.00,4772726.00,17173900.00,75217390.00,37500000.00,8750000.00,6250000.00
Jan 05 2028,MAVIA,184664016.00,184664016.00,35000000.00,4772726.00,17173900.00,75217390.00,37500000.00,8750000.00,6250000.00
Jan 03 2028,MAVIA,184664016.00,184664016.00,35000000.00,4772726.00,17173900.00,75217390.00,37500000.00,8750000.00,6250000.00
Dec 31 2027,MAVIA,184664016.00,184664016.00,35000000.00,4772726.00,17173900.00,75217390.00,37500000.00,8750000.00,6250000.00
Dec 29 2027,MAVIA,184664016.00,184664016.00,35000000.00,4772726.00,17173900.00,75217390.00,37500000.00,8750000.00,6250000.00
Dec 27 2027,MAVIA,184664016.00,184664016.00,35000000.00,4772726.00,17173900.00,75217390.00,37500000.00,8750000.00,6250000.00
Dec 24 2027,MAVIA,184664016.00,184664016.00,35000000.00,4772726.00,17173900.00,75217390.00,37500000.00,8750000.00,6250000.00
Dec 22 2027,MAVIA,184664016.00,184664016.00,35000000.00,4772726.00,17173900.00,75217390.00,37500000.00,8750000.00,6250000.00
Dec 19 2027,MAVIA,184664016.00,184664016.00,35000000.00,4772726.00,17173900.00,75217390.00,37500000.00,8750000.00,6250000.00
Dec 17 2027,MAVIA,184664016.00,184664016.00,35000000.00,4772726.00,17173900.00,75217390.00,37500000.00,8750000.00,6250000.00
Dec 14 2027,MAVIA,184664016.00,184664016.00,35000000.00,4772726.00,17173900.00,75217390.00,37500000.00,8750000.00,6250000.00
Dec 12 2027,MAVIA,184664016.00,184664016.00,35000000.00,4772726.00,17173900.00,75217390.00,37500000.00,8750000.00,6250000.00
Dec 09 2027,MAVIA,184664016.00,184664016.00,35000000.00,4772726.00,17173900.00,75217390.00,37500000.00,8750000.00,6250000.00
Dec 07 2027,MAVIA,184664016.00,184664016.00,35000000.00,4772726.00,17173900.00,75217390.00,37500000.00,8750000.00,6250000.00
Dec 04 2027,MAVIA,184664016.00,184664016.00,35000000.00,4772726.00,17173900.00,75217390.00,37500000.00,8750000.00,6250000.00
Dec 02 2027,MAVIA,184664016.00,184664016.00,35000000.00,4772726.00,17173900.00,75217390.00,37500000.00,8750000.00,6250000.00
Nov 29 2027,MAVIA,184664016.00,184664016.00,35000000.00,4772726.00,17173900.00,75217390.00,37500000.00,8750000.00,6250000.00
Nov 27 2027,MAVIA,184664016.00,184664016.00,35000000.00,4772726.00,17173900.00,75217390.00,37500000.00,8750000.00,6250000.00
Nov 25 2027,MAVIA,184664016.00,184664016.00,35000000.00,4772726.00,17173900.00,75217390.00,37500000.00,8750000.00,6250000.00
Nov 22 2027,MAVIA,184664016.00,184664016.00,35000000.00,4772726.00,17173900.00,75217390.00,37500000.00,8750000.00,6250000.00
Nov 20 2027,MAVIA,184664016.00,184664016.00,35000000.00,4772726.00,17173900.00,75217390.00,37500000.00,8750000.00,6250000.00
Nov 17 2027,MAVIA,184664016.00,184664016.00,35000000.00,4772726.00,17173900.00,75217390.00,37500000.00,8750000.00,6250000.00
Nov 15 2027,MAVIA,184664016.00,184664016.00,35000000.00,4772726.00,17173900.00,75217390.00,37500000.00,8750000.00,6250000.00
Nov 12 2027,MAVIA,184664016.00,184664016.00,35000000.00,4772726.00,17173900.00,75217390.00,37500000.00,8750000.00,6250000.00
Nov 10 2027,MAVIA,184664016.00,184664016.00,35000000.00,4772726.00,17173900.00,75217390.00,37500000.00,8750000.00,6250000.00
Nov 07 2027,MAVIA,184664016.00,184664016.00,35000000.00,4772726.00,17173900.00,75217390.00,37500000.00,8750000.00,6250000.00
Nov 05 2027,MAVIA,174163669.00,174163669.00,32500000.00,4431817.00,16195640.00,70869564.00,35166648.00,8750000.00,6250000.00
Nov 02 2027,MAVIA,174163669.00,174163669.00,32500000.00,4431817.00,16195640.00,70869564.00,35166648.00,8750000.00,6250000.00
Oct 31 2027,MAVIA,174163669.00,174163669.00,32500000.00,4431817.00,16195640.00,70869564.00,35166648.00,8750000.00,6250000.00
Oct 28 2027,MAVIA,174163669.00,174163669.00,32500000.00,4431817.00,16195640.00,70869564.00,35166648.00,8750000.00,6250000.00
Oct 26 2027,MAVIA,174163669.00,174163669.00,32500000.00,4431817.00,16195640.00,70869564.00,35166648.00,8750000.00,6250000.00
Oct 24 2027,MAVIA,174163669.00,174163669.00,32500000.00,4431817.00,16195640.00,70869564.00,35166648.00,8750000.00,6250000.00
Oct 21 2027,MAVIA,174163669.00,174163669.00,32500000.00,4431817.00,16195640.00,70869564.00,35166648.00,8750000.00,6250000.00
Oct 19 2027,MAVIA,174163669.00,174163669.00,32500000.00,4431817.00,16195640.00,70869564.00,35166648.00,8750000.00,6250000.00
Oct 16 2027,MAVIA,174163669.00,174163669.00,32500000.00,4431817.00,16195640.00,70869564.00,35166648.00,8750000.00,6250000.00
Oct 14 2027,MAVIA,174163669.00,174163669.00,32500000.00,4431817.00,16195640.00,70869564.00,35166648.00,8750000.00,6250000.00
Oct 11 2027,MAVIA,174163669.00,174163669.00,32500000.00,4431817.00,16195640.00,70869564.00,35166648.00,8750000.00,6250000.00
Oct 09 2027,MAVIA,174163669.00,174163669.00,32500000.00,4431817.00,16195640.00,70869564.00,35166648.00,8750000.00,6250000.00
Oct 06 2027,MAVIA,174163669.00,174163669.00,32500000.00,4431817.00,16195640.00,70869564.00,35166648.00,8750000.00,6250000.00
Oct 04 2027,MAVIA,174163669.00,174163669.00,32500000.00,4431817.00,16195640.00,70869564.00,35166648.00,8750000.00,6250000.00
Oct 01 2027,MAVIA,174163669.00,174163669.00,32500000.00,4431817.00,16195640.00,70869564.00,35166648.00,8750000.00,6250000.00
Sep 29 2027,MAVIA,174163669.00,174163669.00,32500000.00,4431817.00,16195640.00,70869564.00,35166648.00,8750000.00,6250000.00
Sep 26 2027,MAVIA,174163669.00,174163669.00,32500000.00,4431817.00,16195640.00,70869564.00,35166648.00,8750000.00,6250000.00
Sep 24 2027,MAVIA,174163669.00,174163669.00,32500000.00,4431817.00,16195640.00,70869564.00,35166648.00,8750000.00,6250000.00
Sep 22 2027,MAVIA,174163669.00,174163669.00,32500000.00,4431817.00,16195640.00,70869564.00,35166648.00,8750000.00,6250000.00
Sep 19 2027,MAVIA,174163669.00,174163669.00,32500000.00,4431817.00,16195640.00,70869564.00,35166648.00,8750000.00,6250000.00
Sep 17 2027,MAVIA,174163669.00,174163669.00,32500000.00,4431817.00,16195640.00,70869564.00,35166648.00,8750000.00,6250000.00
Sep 14 2027,MAVIA,174163669.00,174163669.00,32500000.00,4431817.00,16195640.00,70869564.00,35166648.00,8750000.00,6250000.00
Sep 12 2027,MAVIA,174163669.00,174163669.00,32500000.00,4431817.00,16195640.00,70869564.00,35166648.00,8750000.00,6250000.00
Sep 09 2027,MAVIA,174163669.00,174163669.00,32500000.00,4431817.00,16195640.00,70869564.00,35166648.00,8750000.00,6250000.00
Sep 07 2027,MAVIA,174163669.00,174163669.00,32500000.00,4431817.00,16195640.00,70869564.00,35166648.00,8750000.00,6250000.00
Sep 04 2027,MAVIA,174163669.00,174163669.00,32500000.00,4431817.00,16195640.00,70869564.00,35166648.00,8750000.00,6250000.00
Sep 02 2027,MAVIA,174163669.00,174163669.00,32500000.00,4431817.00,16195640.00,70869564.00,35166648.00,8750000.00,6250000.00
Aug 30 2027,MAVIA,174163669.00,174163669.00,32500000.00,4431817.00,16195640.00,70869564.00,35166648.00,8750000.00,6250000.00
Aug 28 2027,MAVIA,174163669.00,174163669.00,32500000.00,4431817.00,16195640.00,70869564.00,35166648.00,8750000.00,6250000.00
Aug 26 2027,MAVIA,174163669.00,174163669.00,32500000.00,4431817.00,16195640.00,70869564.00,35166648.00,8750000.00,6250000.00
Aug 23 2027,MAVIA,174163669.00,174163669.00,32500000.00,4431817.00,16195640.00,70869564.00,35166648.00,8750000.00,6250000.00
Aug 21 2027,MAVIA,174163669.00,174163669.00,32500000.00,4431817.00,16195640.00,70869564.00,35166648.00,8750000.00,6250000.00
Aug 18 2027,MAVIA,174163669.00,174163669.00,32500000.00,4431817.00,16195640.00,70869564.00,35166648.00,8750000.00,6250000.00
Aug 16 2027,MAVIA,174163669.00,174163669.00,32500000.00,4431817.00,16195640.00,70869564.00,35166648.00,8750000.00,6250000.00
Aug 13 2027,MAVIA,174163669.00,174163669.00,32500000.00,4431817.00,16195640.00,70869564.00,35166648.00,8750000.00,6250000.00
Aug 11 2027,MAVIA,174163669.00,174163669.00,32500000.00,4431817.00,16195640.00,70869564.00,35166648.00,8750000.00,6250000.00
Aug 08 2027,MAVIA,174163669.00,174163669.00,32500000.00,4431817.00,16195640.00,70869564.00,35166648.00,8750000.00,6250000.00
Aug 06 2027,MAVIA,174163669.00,174163669.00,32500000.00,4431817.00,16195640.00,70869564.00,35166648.00,8750000.00,6250000.00
Aug 03 2027,MAVIA,163663342.00,163663342.00,30000000.00,4090908.00,15217380.00,66521738.00,32833316.00,8750000.00,6250000.00
Aug 01 2027,MAVIA,163663342.00,163663342.00,30000000.00,4090908.00,15217380.00,66521738.00,32833316.00,8750000.00,6250000.00
Jul 29 2027,MAVIA,163663342.00,163663342.00,30000000.00,4090908.00,15217380.00,66521738.00,32833316.00,8750000.00,6250000.00
Jul 27 2027,MAVIA,163663342.00,163663342.00,30000000.00,4090908.00,15217380.00,66521738.00,32833316.00,8750000.00,6250000.00
Jul 25 2027,MAVIA,163663342.00,163663342.00,30000000.00,4090908.00,15217380.00,66521738.00,32833316.00,8750000.00,6250000.00
Jul 22 2027,MAVIA,163663342.00,163663342.00,30000000.00,4090908.00,15217380.00,66521738.00,32833316.00,8750000.00,6250000.00
Jul 20 2027,MAVIA,163663342.00,163663342.00,30000000.00,4090908.00,15217380.00,66521738.00,32833316.00,8750000.00,6250000.00
Jul 17 2027,MAVIA,163663342.00,163663342.00,30000000.00,4090908.00,15217380.00,66521738.00,32833316.00,8750000.00,6250000.00
Jul 15 2027,MAVIA,163663342.00,163663342.00,30000000.00,4090908.00,15217380.00,66521738.00,32833316.00,8750000.00,6250000.00
Jul 12 2027,MAVIA,163663342.00,163663342.00,30000000.00,4090908.00,15217380.00,66521738.00,32833316.00,8750000.00,6250000.00
Jul 10 2027,MAVIA,163663342.00,163663342.00,30000000.00,4090908.00,15217380.00,66521738.00,32833316.00,8750000.00,6250000.00
Jul 07 2027,MAVIA,163663342.00,163663342.00,30000000.00,4090908.00,15217380.00,66521738.00,32833316.00,8750000.00,6250000.00
Jul 05 2027,MAVIA,163663342.00,163663342.00,30000000.00,4090908.00,15217380.00,66521738.00,32833316.00,8750000.00,6250000.00
Jul 02 2027,MAVIA,163663342.00,163663342.00,30000000.00,4090908.00,15217380.00,66521738.00,32833316.00,8750000.00,6250000.00
Jun 30 2027,MAVIA,163663342.00,163663342.00,30000000.00,4090908.00,15217380.00,66521738.00,32833316.00,8750000.00,6250000.00
Jun 27 2027,MAVIA,163663342.00,163663342.00,30000000.00,4090908.00,15217380.00,66521738.00,32833316.00,8750000.00,6250000.00
Jun 25 2027,MAVIA,163663342.00,163663342.00,30000000.00,4090908.00,15217380.00,66521738.00,32833316.00,8750000.00,6250000.00
Jun 23 2027,MAVIA,163663342.00,163663342.00,30000000.00,4090908.00,15217380.00,66521738.00,32833316.00,8750000.00,6250000.00
Jun 20 2027,MAVIA,163663342.00,163663342.00,30000000.00,4090908.00,15217380.00,66521738.00,32833316.00,8750000.00,6250000.00
Jun 18 2027,MAVIA,163663342.00,163663342.00,30000000.00,4090908.00,15217380.00,66521738.00,32833316.00,8750000.00,6250000.00
Jun 15 2027,MAVIA,163663342.00,163663342.00,30000000.00,4090908.00,15217380.00,66521738.00,32833316.00,8750000.00,6250000.00
Jun 13 2027,MAVIA,163663342.00,163663342.00,30000000.00,4090908.00,15217380.00,66521738.00,32833316.00,8750000.00,6250000.00
Jun 10 2027,MAVIA,163663342.00,163663342.00,30000000.00,4090908.00,15217380.00,66521738.00,32833316.00,8750000.00,6250000.00
Jun 08 2027,MAVIA,163663342.00,163663342.00,30000000.00,4090908.00,15217380.00,66521738.00,32833316.00,8750000.00,6250000.00
Jun 05 2027,MAVIA,163663342.00,163663342.00,30000000.00,4090908.00,15217380.00,66521738.00,32833316.00,8750000.00,6250000.00
Jun 03 2027,MAVIA,163663342.00,163663342.00,30000000.00,4090908.00,15217380.00,66521738.00,32833316.00,8750000.00,6250000.00
May 31 2027,MAVIA,163663342.00,163663342.00,30000000.00,4090908.00,15217380.00,66521738.00,32833316.00,8750000.00,6250000.00
May 29 2027,MAVIA,163663342.00,163663342.00,30000000.00,4090908.00,15217380.00,66521738.00,32833316.00,8750000.00,6250000.00
May 26 2027,MAVIA,163663342.00,163663342.00,30000000.00,4090908.00,15217380.00,66521738.00,32833316.00,8750000.00,6250000.00
May 24 2027,MAVIA,163663342.00,163663342.00,30000000.00,4090908.00,15217380.00,66521738.00,32833316.00,8750000.00,6250000.00
