Date,Symbol,Available Supply,Unlocked Supply,Team,Advisors,Gameplay Rewards,Community & Ecosystem,Pre-Sale,Airdrop,Launch Partners / CEXs
Jun 12 2029,MAVIA,233665986.00,233665986.00,50000000.00,6818180.00,23043460.00,101304346.00,37500000.00,8750000.00,6250000.00
Jun 10 2029,MAVIA,233665986.00,233665986.00,50000000.00,6818180.00,23043460.00,101304346.00,37500000.00,8750000.00,6250000.00
Jun 07 2029,MAVIA,233665986.00,233665986.00,50000000.00,6818180.00,23043460.00,101304346.00,37500000.00,8750000.00,6250000.00
Jun 05 2029,MAVIA,233665986.00,233665986.00,50000000.00,6818180.00,23043460.00,101304346.00,37500000.00,8750000.00,6250000.00
Jun 03 2029,MAVIA,233665986.00,233665986.00,50000000.00,6818180.00,23043460.00,101304346.00,37500000.00,8750000.00,6250000.00
May 31 2029,MAVIA,233665986.00,233665986.00,50000000.00,6818180.00,23043460.00,101304346.00,37500000.00,8750000.00,6250000.00
May 29 2029,MAVIA,233665986.00,233665986.00,50000000.00,6818180.00,23043460.00,101304346.00,37500000.00,8750000.00,6250000.00
May 26 2029,MAVIA,233665986.00,233665986.00,50000000.00,6818180.00,23043460.00,101304346.00,37500000.00,8750000.00,6250000.00
May 24 2029,MAVIA,233665986.00,233665986.00,50000000.00,6818180.00,23043460.00,101304346.00,37500000.00,8750000.00,6250000.00
May 21 2029,MAVIA,233665986.00,233665986.00,50000000.00,6818180.00,23043460.00,101304346.00,37500000.00,8750000.00,6250000.00
May 19 2029,MAVIA,233665986.00,233665986.00,50000000.00,6818180.00,23043460.00,101304346.00,37500000.00,8750000.00,6250000.00
May 16 2029,MAVIA,233665986.00,233665986.00,50000000.00,6818180.00,23043460.00,101304346.00,37500000.00,8750000.00,6250000.00
May 14 2029,MAVIA,233665986.00,233665986.00,50000000.00,6818180.00,23043460.00,101304346.00,37500000.00,8750000.00,6250000.00
May 11 2029,MAVIA,233665986.00,233665986.00,50000000.00,6818180.00,23043460.00,101304346.00,37500000.00,8750000.00,6250000.00
May 09 2029,MAVIA,233665986.00,233665986.00,50000000.00,6818180.00,23043460.00,101304346.00,37500000.00,8750000.00,6250000.00
May 06 2029,MAVIA,233665986.00,233665986.00,50000000.00,6818180.00,23043460.00,101304346.00,37500000.00,8750000.00,6250000.00
May 04 2029,MAVIA,225498991.00,225498991.00,47500000.00,6477271.00,22065200.00,96956520.00,37500000.00,8750000.00,6250000.00
May 02 2029,MAVIA,225498991.00,225498991.00,47500000.00,6477271.00,22065200.00,96956520.00,37500000.00,8750000.00,6250000.00
Apr 29 2029,MAVIA,225498991.00,225498991.00,47500000.00,6477271.00,22065200.00,96956520.00,37500000.00,8750000.00,6250000.00
Apr 27 2029,MAVIA,225498991.00,225498991.00,47500000.00,6477271.00,22065200.00,96956520.00,37500000.00,8750000.00,6250000.00
Apr 24 2029,MAVIA,225498991.00,225498991.00,47500000.00,6477271.00,22065200.00,96956520.00,37500000.00,8750000.00,6250000.00
Apr 22 2029,MAVIA,225498991.00,225498991.00,47500000.00,6477271.00,22065200.00,96956520.00,37500000.00,8750000.00,6250000.00
Apr 19 2029,MAVIA,225498991.00,225498991.00,47500000.00,6477271.00,22065200.00,96956520.00,37500000.00,8750000.00,6250000.00
Apr 17 2029,MAVIA,225498991.00,225498991.00,47500000.00,6477271.00,22065200.00,96956520.00,37500000.00,8750000.00,6250000.00
Apr 14 2029,MAVIA,225498991.00,225498991.00,47500000.00,6477271.00,22065200.00,96956520.00,37500000.00,8750000.00,6250000.00
Apr 12 2029,MAVIA,225498991.00,225498991.00,47500000.00,6477271.00,22065200.00,96956520.00,37500000.00,8750000.00,6250000.00
Apr 09 2029,MAVIA,225498991.00,225498991.00,47500000.00,6477271.00,22065200.00,96956520.00,37500000.00,8750000.00,6250000.00
Apr 07 2029,MAVIA,225498991.00,225498991.00,47500000.00,6477271.00,22065200.00,96956520.00,37500000.00,8750000.00,6250000.00
Apr 04 2029,MAVIA,225498991.00,225498991.00,47500000.00,6477271.00,22065200.00,96956520.00,37500000.00,8750000.00,6250000.00
Apr 02 2029,MAVIA,225498991.00,225498991.00,47500000.00,6477271.00,22065200.00,96956520.00,37500000.00,8750000.00,6250000.00
Mar 31 2029,MAVIA,225498991.00,225498991.00,47500000.00,6477271.00,22065200.00,96956520.00,37500000.00,8750000.00,6250000.00
Mar 28 2029,MAVIA,225498991.00,225498991.00,47500000.00,6477271.00,22065200.00,96956520.00,37500000.00,8750000.00,6250000.00
Mar 26 2029,MAVIA,225498991.00,225498991.00,47500000.00,6477271.00,22065200.00,96956520.00,37500000.00,8750000.00,6250000.00
Mar 23 2029,MAVIA,225498991.00,225498991.00,47500000.00,6477271.00,22065200.00,96956520.00,37500000.00,8750000.00,6250000.00
Mar 21 2029,MAVIA,225498991.00,225498991.00,47500000.00,6477271.00,22065200.00,96956520.00,37500000.00,8750000.00,6250000.00
Mar 18 2029,MAVIA,225498991.00,225498991.00,47500000.00,6477271.00,22065200.00,96956520.00,37500000.00,8750000.00,6250000.00
Mar 16 2029,MAVIA,225498991.00,225498991.00,47500000.00,6477271.00,22065200.00,96956520.00,37500000.00,8750000.00,6250000.00
Mar 13 2029,MAVIA,225498991.00,225498991.00,47500000.00,6477271.00,22065200.00,96956520.00,37500000.00,8750000.00,6250000.00
Mar 11 2029,MAVIA,225498991.00,225498991.00,47500000.00,6477271.00,22065200.00,96956520.00,37500000.00,8750000.00,6250000.00
Mar 08 2029,MAVIA,225498991.00,225498991.00,47500000.00,6477271.00,22065200.00,96956520.00,37500000.00,8750000.00,6250000.00
Mar 06 2029,MAVIA,225498991.00,225498991.00,47500000.00,6477271.00,22065200.00,96956520.00,37500000.00,8750000.00,6250000.00
Mar 03 2029,MAVIA,225498991.00,225498991.00,47500000.00,6477271.00,22065200.00,96956520.00,37500000.00,8750000.00,6250000.00
Mar 01 2029,MAVIA,225498991.00,225498991.00,47500000.00,6477271.00,22065200.00,96956520.00,37500000.00,8750000.00,6250000.00
Feb 27 2029,MAVIA,225498991.00,225498991.00,47500000.00,6477271.00,22065200.00,96956520.00,37500000.00,8750000.00,6250000.00
Feb 24 2029,MAVIA,225498991.00,225498991.00,47500000.00,6477271.00,22065200.00,96956520.00,37500000.00,8750000.00,6250000.00
Feb 22 2029,MAVIA,225498991.00,225498991.00,47500000.00,6477271.00,22065200.00,96956520.00,37500000.00,8750000.00,6250000.00
Feb 19 2029,MAVIA,225498991.00,225498991.00,47500000.00,6477271.00,22065200.00,96956520.00,37500000.00,8750000.00,6250000.00
Feb 17 2029,MAVIA,225498991.00,225498991.00,47500000.00,6477271.00,22065200.00,96956520.00,37500000.00,8750000.00,6250000.00
Feb 14 2029,MAVIA,225498991.00,225498991.00,47500000.00,6477271.00,22065200.00,96956520.00,37500000.00,8750000.00,6250000.00
Feb 12 2029,MAVIA,225498991.00,225498991.00,47500000.00,6477271.00,22065200.00,96956520.00,37500000.00,8750000.00,6250000.00
Feb 09 2029,MAVIA,225498991.00,225498991.00,47500000.00,6477271.00,22065200.00,96956520.00,37500000.00,8750000.00,6250000.00
Feb 07 2029,MAVIA,225498991.00,225498991.00,47500000.00,6477271.00,22065200.00,96956520.00,37500000.00,8750000.00,6250000.00
Feb 04 2029,MAVIA,217331996.00,217331996.00,45000000.00,6136362.00,21086940.00,92608694.00,37500000.00,8750000.00,6250000.00
Feb 02 2029,MAVIA,217331996.00,217331996.00,45000000.00,6136362.00,21086940.00,92608694.00,37500000.00,8750000.00,6250000.00
Jan 31 2029,MAVIA,217331996.00,217331996.00,45000000.00,6136362.00,21086940.00,92608694.00,37500000.00,8750000.00,6250000.00
Jan 28 2029,MAVIA,217331996.00,217331996.00,45000000.00,6136362.00,21086940.00,92608694.00,37500000.00,8750000.00,6250000.00
Jan 26 2029,MAVIA,217331996.00,217331996.00,45000000.00,6136362.00,21086940.00,92608694.00,37500000.00,8750000.00,6250000.00
Jan 23 2029,MAVIA,217331996.00,217331996.00,45000000.00,6136362.00,21086940.00,92608694.00,37500000.00,8750000.00,6250000.00
Jan 21 2029,MAVIA,217331996.00,217331996.00,45000000.00,6136362.00,21086940.00,92608694.00,37500000.00,8750000.00,6250000.00
Jan 18 2029,MAVIA,217331996.00,217331996.00,45000000.00,6136362.00,21086940.00,92608694.00,37500000.00,8750000.00,6250000.00
Jan 16 2029,MAVIA,217331996.00,217331996.00,45000000.00,6136362.00,21086940.00,92608694.00,37500000.00,8750000.00,6250000.00
Jan 13 2029,MAVIA,217331996.00,217331996.00,45000000.00,6136362.00,21086940.00,92608694.00,37500000.00,8750000.00,6250000.00
Jan 11 2029,MAVIA,217331996.00,217331996.00,45000000.00,6136362.00,21086940.00,92608694.00,37500000.00,8750000.00,6250000.00
Jan 08 2029,MAVIA,217331996.00,217331996.00,45000000.00,6136362.00,21086940.00,92608694.00,37500000.00,8750000.00,6250000.00
Jan 06 2029,MAVIA,217331996.00,217331996.00,45000000.00,6136362.00,21086940.00,92608694.00,37500000.00,8750000.00,6250000.00
Jan 03 2029,MAVIA,217331996.00,217331996.00,45000000.00,6136362.00,21086940.00,92608694.00,37500000.00,8750000.00,6250000.00
Jan 01 2029,MAVIA,217331996.00,217331996.00,45000000.00,6136362.00,21086940.00,92608694.00,37500000.00,8750000.00,6250000.00
Dec 30 2028,MAVIA,217331996.00,217331996.00,45000000.00,6136362.00,21086940.00,92608694.00,37500000.00,8750000.00,6250000.00
Dec 27 2028,MAVIA,217331996.00,217331996.00,45000000.00,6136362.00,21086940.00,92608694.00,37500000.00,8750000.00,6250000.00
Dec 25 2028,MAVIA,217331996.00,217331996.00,45000000.00,6136362.00,21086940.00,92608694.00,37500000.00,8750000.00,6250000.00
Dec 22 2028,MAVIA,217331996.00,217331996.00,45000000.00,6136362.00,21086940.00,92608694.00,37500000.00,8750000.00,6250000.00
Dec 20 2028,MAVIA,217331996.00,217331996.00,45000000.00,6136362.00,21086940.00,92608694.00,37500000.00,8750000.00,6250000.00
Dec 17 2028,MAVIA,217331996.00,217331996.00,45000000.00,6136362.00,21086940.00,92608694.00,37500000.00,8750000.00,6250000.00
Dec 15 2028,MAVIA,217331996.00,217331996.00,45000000.00,6136362.00,21086940.00,92608694.00,37500000.00,8750000.00,6250000.00
Dec 12 2028,MAVIA,217331996.00,217331996.00,45000000.00,6136362.00,21086940.00,92608694.00,37500000.00,8750000.00,6250000.00
Dec 10 2028,MAVIA,217331996.00,217331996.00,45000000.00,6136362.00,21086940.00,92608694.00,37500000.00,8750000.00,6250000.00
Dec 07 2028,MAVIA,217331996.00,217331996.00,45000000.00,6136362.00,21086940.00,92608694.00,37500000.00,8750000.00,6250000.00
Dec 05 2028,MAVIA,217331996.00,217331996.00,45000000.00,6136362.00,21086940.00,92608694.00,37500000.00,8750000.00,6250000.00
Dec 02 2028,MAVIA,217331996.00,217331996.00,45000000.00,6136362.00,21086940.00,92608694.00,37500000.00,8750000.00,6250000.00
Nov 30 2028,MAVIA,217331996.00,217331996.00,45000000.00,6136362.00,21086940.00,92608694.00,37500000.00,8750000.00,6250000.00
Nov 28 2028,MAVIA,217331996.00,217331996.00,45000000.00,6136362.00,21086940.00,92608694.00,37500000.00,8750000.00,6250000.00
Nov 25 2028,MAVIA,217331996.00,217331996.00,45000000.00,6136362.00,21086940.00,92608694.00,37500000.00,8750000.00,6250000.00
Nov 23 2028,MAVIA,217331996.00,217331996.00,45000000.00,6136362.00,21086940.00,92608694.00,37500000.00,8750000.00,6250000.00
Nov 20 2028,MAVIA,217331996.00,217331996.00,45000000.00,6136362.00,21086940.00,92608694.00,37500000.00,8750000.00,6250000.00
Nov 18 2028,MAVIA,217331996.00,217331996.00,45000000.00,6136362.00,21086940.00,92608694.00,37500000.00,8750000.00,6250000.00
Nov 15 2028,MAVIA,217331996.00,217331996.00,45000000.00,6136362.00,21086940.00,92608694.00,37500000.00,8750000.00,6250000.00
Nov 13 2028,MAVIA,217331996.00,217331996.00,45000000.00,6136362.00,21086940.00,92608694.00,37500000.00,8750000.00,6250000.00
Nov 10 2028,MAVIA,217331996.00,217331996.00,45000000.00,6136362.00,21086940.00,92608694.00,37500000.00,8750000.00,6250000.00
Nov 08 2028,MAVIA,217331996.00,217331996.00,45000000.00,6136362.00,21086940.00,92608694.00,37500000.00,8750000.00,6250000.00
Nov 05 2028,MAVIA,209165001.00,209165001.00,42500000.00,5795453.00,20108680.00,88260868.00,37500000.00,8750000.00,6250000.00
Nov 03 2028,MAVIA,209165001.00,209165001.00,42500000.00,5795453.00,20108680.00,88260868.00,37500000.00,8750000.00,6250000.00
Oct 31 2028,MAVIA,209165001.00,209165001.00,42500000.00,5795453.00,20108680.00,88260868.00,37500000.00,8750000.00,6250000.00
Oct 29 2028,MAVIA,209165001.00,209165001.00,42500000.00,5795453.00,20108680.00,88260868.00,37500000.00,8750000.00,6250000.00
Oct 27 2028,MAVIA,209165001.00,209165001.00,42500000.00,5795453.00,20108680.00,88260868.00,37500000.00,8750000.00,6250000.00
Oct 24 2028,MAVIA,209165001.00,209165001.00,42500000.00,5795453.00,20108680.00,88260868.00,37500000.00,8750000.00,6250000.00
Oct 22 2028,MAVIA,209165001.00,209165001.00,42500000.00,5795453.00,20108680.00,88260868.00,37500000.00,8750000.00,6250000.00
Oct 19 2028,MAVIA,209165001.00,209165001.00,42500000.00,5795453.00,20108680.00,88260868.00,37500000.00,8750000.00,6250000.00
Oct 17 2028,MAVIA,209165001.00,209165001.00,42500000.00,5795453.00,20108680.00,88260868.00,37500000.00,8750000.00,6250000.00
Oct 14 2028,MAVIA,209165001.00,209165001.00,42500000.00,5795453.00,20108680.00,88260868.00,37500000.00,8750000.00,6250000.00
Oct 12 2028,MAVIA,209165001.00,209165001.00,42500000.00,5795453.00,20108680.00,88260868.00,37500000.00,8750000.00,6250000.00
Oct 09 2028,MAVIA,209165001.00,209165001.00,42500000.00,5795453.00,20108680.00,88260868.00,37500000.00,8750000.00,6250000.00
Oct 07 2028,MAVIA,209165001.00,209165001.00,42500000.00,5795453.00,20108680.00,88260868.00,37500000.00,8750000.00,6250000.00
Oct 04 2028,MAVIA,209165001.00,209165001.00,42500000.00,5795453.00,20108680.00,88260868.00,37500000.00,8750000.00,6250000.00
Oct 02 2028,MAVIA,209165001.00,209165001.00,42500000.00,5795453.00,20108680.00,88260868.00,37500000.00,8750000.00,6250000.00
