Date,Symbol,Available Supply,Unlocked Supply,Current Investors,Current and Future Team,Liquidity Mining Participants,Community Treasury,Retroactive Airdrop Recipients,Initial Market Makers,Corporate Property
Mar 02 2023,RBN,0,683804564.16,88577291.38,135818513.66,10000000.00,329408759.12,30000000.00,10000000.00,80000000.00
Feb 28 2023,RBN,0,682396121.24,88303693.57,135398997.01,10000000.00,328693430.66,30000000.00,10000000.00,80000000.00
Feb 27 2023,RBN,0,681691899.78,88166894.66,135189238.69,10000000.00,328335766.42,30000000.00,10000000.00,80000000.00
Feb 26 2023,RBN,0,680987678.32,88030095.76,134979480.37,10000000.00,327978102.19,30000000.00,10000000.00,80000000.00
Feb 24 2023,RBN,0,679579235.40,87756497.95,134559963.73,10000000.00,327262773.72,30000000.00,10000000.00,80000000.00
Feb 23 2023,RBN,0,678875013.94,87619699.04,134350205.41,10000000.00,326905109.49,30000000.00,10000000.00,80000000.00
Feb 22 2023,RBN,0,678170792.48,87482900.14,134140447.08,10000000.00,326547445.26,30000000.00,10000000.00,80000000.00
Feb 20 2023,RBN,0,676762349.56,87209302.33,133720930.44,10000000.00,325832116.79,30000000.00,10000000.00,80000000.00
Feb 19 2023,RBN,0,676058128.10,87072503.42,133511172.12,10000000.00,325474452.55,30000000.00,10000000.00,80000000.00
Feb 18 2023,RBN,0,675353906.63,86935704.51,133301413.80,10000000.00,325116788.32,30000000.00,10000000.00,80000000.00
Feb 16 2023,RBN,0,673945463.71,86662106.70,132881897.16,10000000.00,324401459.85,30000000.00,10000000.00,80000000.00
Feb 15 2023,RBN,0,673241242.25,86525307.80,132672138.83,10000000.00,324043795.62,30000000.00,10000000.00,80000000.00
Feb 14 2023,RBN,0,672537020.79,86388508.89,132462380.51,10000000.00,323686131.39,30000000.00,10000000.00,80000000.00
Feb 12 2023,RBN,0,671128577.87,86114911.08,132042863.87,10000000.00,322970802.92,30000000.00,10000000.00,80000000.00
Feb 11 2023,RBN,0,670424356.41,85978112.18,131833105.55,10000000.00,322613138.69,30000000.00,10000000.00,80000000.00
Feb 10 2023,RBN,0,669720134.95,85841313.27,131623347.23,10000000.00,322255474.45,30000000.00,10000000.00,80000000.00
Feb 08 2023,RBN,0,668311692.03,85567715.46,131203830.58,10000000.00,321540145.99,30000000.00,10000000.00,80000000.00
Feb 07 2023,RBN,0,667607470.57,85430916.55,130994072.26,10000000.00,321182481.75,30000000.00,10000000.00,80000000.00
Feb 06 2023,RBN,0,666903249.11,85294117.65,130784313.94,10000000.00,320824817.52,30000000.00,10000000.00,80000000.00
Feb 04 2023,RBN,0,665494806.19,85020519.84,130364797.30,10000000.00,320109489.05,30000000.00,10000000.00,80000000.00
Feb 03 2023,RBN,0,664790584.72,84883720.93,130155038.98,10000000.00,319751824.82,30000000.00,10000000.00,80000000.00
Feb 02 2023,RBN,0,664086363.26,84746922.02,129945280.66,10000000.00,319394160.58,30000000.00,10000000.00,80000000.00
Jan 31 2023,RBN,0,662677920.34,84473324.21,129525764.01,10000000.00,318678832.12,30000000.00,10000000.00,80000000.00
Jan 30 2023,RBN,0,661973698.88,84336525.31,129316005.69,10000000.00,318321167.88,30000000.00,10000000.00,80000000.00
Jan 29 2023,RBN,0,661269477.42,84199726.40,129106247.37,10000000.00,317963503.65,30000000.00,10000000.00,80000000.00
Jan 27 2023,RBN,0,659861034.50,83926128.59,128686730.73,10000000.00,317248175.18,30000000.00,10000000.00,80000000.00
Jan 26 2023,RBN,0,659156813.04,83789329.69,128476972.40,10000000.00,316890510.95,30000000.00,10000000.00,80000000.00
Jan 25 2023,RBN,0,658452591.58,83652530.78,128267214.08,10000000.00,316532846.72,30000000.00,10000000.00,80000000.00
Jan 23 2023,RBN,0,657044148.66,83378932.97,127847697.44,10000000.00,315817518.25,30000000.00,10000000.00,80000000.00
Jan 22 2023,RBN,0,656339927.20,83242134.06,127637939.12,10000000.00,315459854.01,30000000.00,10000000.00,80000000.00
Jan 21 2023,RBN,0,655635705.74,83105335.16,127428180.80,10000000.00,315102189.78,30000000.00,10000000.00,80000000.00
Jan 19 2023,RBN,0,654227262.81,82831737.35,127008664.15,10000000.00,314386861.31,30000000.00,10000000.00,80000000.00
Jan 18 2023,RBN,0,653523041.35,82694938.44,126798905.83,10000000.00,314029197.08,30000000.00,10000000.00,80000000.00
Jan 17 2023,RBN,0,652818819.89,82558139.53,126589147.51,10000000.00,313671532.85,30000000.00,10000000.00,80000000.00
Jan 15 2023,RBN,0,651410376.97,82284541.72,126169630.87,10000000.00,312956204.38,30000000.00,10000000.00,80000000.00
Jan 14 2023,RBN,0,650706155.51,82147742.82,125959872.55,10000000.00,312598540.15,30000000.00,10000000.00,80000000.00
Jan 13 2023,RBN,0,650001934.05,82010943.91,125750114.23,10000000.00,312240875.91,30000000.00,10000000.00,80000000.00
Jan 11 2023,RBN,0,648593491.13,81737346.10,125330597.58,10000000.00,311525547.45,30000000.00,10000000.00,80000000.00
Jan 10 2023,RBN,0,647889269.67,81600547.20,125120839.26,10000000.00,311167883.21,30000000.00,10000000.00,80000000.00
Jan 09 2023,RBN,0,647185048.21,81463748.29,124911080.94,10000000.00,310810218.98,30000000.00,10000000.00,80000000.00
Jan 07 2023,RBN,0,645776605.29,81190150.48,124491564.30,10000000.00,310094890.51,30000000.00,10000000.00,80000000.00
Jan 06 2023,RBN,0,645072383.83,81053351.57,124281805.98,10000000.00,309737226.28,30000000.00,10000000.00,80000000.00
Jan 05 2023,RBN,0,644368162.37,80916552.67,124072047.65,10000000.00,309379562.04,30000000.00,10000000.00,80000000.00
Jan 03 2023,RBN,0,642959719.44,80642954.86,123652531.01,10000000.00,308664233.58,30000000.00,10000000.00,80000000.00
Jan 02 2023,RBN,0,642255497.98,80506155.95,123442772.69,10000000.00,308306569.34,30000000.00,10000000.00,80000000.00
Jan 01 2023,RBN,0,641551276.52,80369357.05,123233014.37,10000000.00,307948905.11,30000000.00,10000000.00,80000000.00
Dec 30 2022,RBN,0,640142833.60,80095759.23,122813497.73,10000000.00,307233576.64,30000000.00,10000000.00,80000000.00
Dec 29 2022,RBN,0,639438612.14,79958960.33,122603739.40,10000000.00,306875912.41,30000000.00,10000000.00,80000000.00
Dec 28 2022,RBN,0,638734390.68,79822161.42,122393981.08,10000000.00,306518248.18,30000000.00,10000000.00,80000000.00
Dec 26 2022,RBN,0,637325947.76,79548563.61,121974464.44,10000000.00,305802919.71,30000000.00,10000000.00,80000000.00
Dec 25 2022,RBN,0,636621726.30,79411764.71,121764706.12,10000000.00,305445255.47,30000000.00,10000000.00,80000000.00
Dec 24 2022,RBN,0,635917504.84,79274965.80,121554947.80,10000000.00,305087591.24,30000000.00,10000000.00,80000000.00
Dec 22 2022,RBN,0,634509061.92,79001367.99,121135431.15,10000000.00,304372262.77,30000000.00,10000000.00,80000000.00
Dec 21 2022,RBN,0,633804840.46,78864569.08,120925672.83,10000000.00,304014598.54,30000000.00,10000000.00,80000000.00
Dec 20 2022,RBN,0,633100618.99,78727770.18,120715914.51,10000000.00,303656934.31,30000000.00,10000000.00,80000000.00
Dec 18 2022,RBN,0,631692176.07,78454172.37,120296397.87,10000000.00,302941605.84,30000000.00,10000000.00,80000000.00
Dec 17 2022,RBN,0,630987954.61,78317373.46,120086639.55,10000000.00,302583941.61,30000000.00,10000000.00,80000000.00
Dec 16 2022,RBN,0,630283733.15,78180574.56,119876881.22,10000000.00,302226277.37,30000000.00,10000000.00,80000000.00
Dec 14 2022,RBN,0,628875290.23,77906976.74,119457364.58,10000000.00,301510948.91,30000000.00,10000000.00,80000000.00
Dec 13 2022,RBN,0,628171068.77,77770177.84,119247606.26,10000000.00,301153284.67,30000000.00,10000000.00,80000000.00
Dec 12 2022,RBN,0,627466847.31,77633378.93,119037847.94,10000000.00,300795620.44,30000000.00,10000000.00,80000000.00
Dec 10 2022,RBN,0,626058404.39,77359781.12,118618331.30,10000000.00,300080291.97,30000000.00,10000000.00,80000000.00
Dec 09 2022,RBN,0,625354182.93,77222982.22,118408572.97,10000000.00,299722627.74,30000000.00,10000000.00,80000000.00
Dec 08 2022,RBN,0,624649961.47,77086183.31,118198814.65,10000000.00,299364963.50,30000000.00,10000000.00,80000000.00
Dec 08 2022,RBN,0,624649961.47,77086183.31,118198814.65,10000000.00,299364963.50,30000000.00,10000000.00,80000000.00
Dec 06 2022,RBN,0,623241518.55,76812585.50,117779298.01,10000000.00,298649635.04,30000000.00,10000000.00,80000000.00
Dec 05 2022,RBN,0,622537297.08,76675786.59,117569539.69,10000000.00,298291970.80,30000000.00,10000000.00,80000000.00
Dec 04 2022,RBN,0,621833075.62,76538987.69,117359781.37,10000000.00,297934306.57,30000000.00,10000000.00,80000000.00
Dec 02 2022,RBN,0,620424632.70,76265389.88,116940264.72,10000000.00,297218978.10,30000000.00,10000000.00,80000000.00
Dec 01 2022,RBN,0,619720411.24,76128590.97,116730506.40,10000000.00,296861313.87,30000000.00,10000000.00,80000000.00
Nov 30 2022,RBN,0,619016189.78,75991792.07,116520748.08,10000000.00,296503649.64,30000000.00,10000000.00,80000000.00
Nov 28 2022,RBN,0,617607746.86,75718194.25,116101231.44,10000000.00,295788321.17,30000000.00,10000000.00,80000000.00
Nov 27 2022,RBN,0,616903525.40,75581395.35,115891473.12,10000000.00,295430656.93,30000000.00,10000000.00,80000000.00
Nov 26 2022,RBN,0,616199303.94,75444596.44,115681714.79,10000000.00,295072992.70,30000000.00,10000000.00,80000000.00
Nov 24 2022,RBN,0,614790861.02,75170998.63,115262198.15,10000000.00,294357664.23,30000000.00,10000000.00,80000000.00
Nov 23 2022,RBN,0,614086639.56,75034199.73,115052439.83,10000000.00,294000000.00,30000000.00,10000000.00,80000000.00
Nov 22 2022,RBN,0,613382418.10,74897400.82,114842681.51,10000000.00,293642335.77,30000000.00,10000000.00,80000000.00
Nov 20 2022,RBN,0,611973975.17,74623803.01,114423164.87,10000000.00,292927007.30,30000000.00,10000000.00,80000000.00
Nov 19 2022,RBN,0,611269753.71,74487004.10,114213406.54,10000000.00,292569343.07,30000000.00,10000000.00,80000000.00
Nov 18 2022,RBN,0,610565532.25,74350205.20,114003648.22,10000000.00,292211678.83,30000000.00,10000000.00,80000000.00
Nov 16 2022,RBN,0,609157089.33,74076607.39,113584131.58,10000000.00,291496350.36,30000000.00,10000000.00,80000000.00
Nov 15 2022,RBN,0,608452867.87,73939808.48,113374373.26,10000000.00,291138686.13,30000000.00,10000000.00,80000000.00
Nov 14 2022,RBN,0,607748646.41,73803009.58,113164614.94,10000000.00,290781021.90,30000000.00,10000000.00,80000000.00
Nov 12 2022,RBN,0,606340203.49,73529411.76,112745098.29,10000000.00,290065693.43,30000000.00,10000000.00,80000000.00
Nov 11 2022,RBN,0,605635982.03,73392612.86,112535339.97,10000000.00,289708029.20,30000000.00,10000000.00,80000000.00
Nov 10 2022,RBN,0,604931760.57,73255813.95,112325581.65,10000000.00,289350364.96,30000000.00,10000000.00,80000000.00
Nov 08 2022,RBN,0,603523317.65,72982216.14,111906065.01,10000000.00,288635036.50,30000000.00,10000000.00,80000000.00
Nov 07 2022,RBN,0,602819096.19,72845417.24,111696306.69,10000000.00,288277372.26,30000000.00,10000000.00,80000000.00
Nov 06 2022,RBN,0,602114874.73,72708618.33,111486548.37,10000000.00,287919708.03,30000000.00,10000000.00,80000000.00
Nov 04 2022,RBN,0,600706431.80,72435020.52,111067031.72,10000000.00,287204379.56,30000000.00,10000000.00,80000000.00
Nov 03 2022,RBN,0,600002210.34,72298221.61,110857273.40,10000000.00,286846715.33,30000000.00,10000000.00,80000000.00
Nov 02 2022,RBN,0,599297988.88,72161422.71,110647515.08,10000000.00,286489051.09,30000000.00,10000000.00,80000000.00
Oct 31 2022,RBN,0,597889545.96,71887824.90,110227998.44,10000000.00,285773722.63,30000000.00,10000000.00,80000000.00
Oct 30 2022,RBN,0,597185324.50,71751025.99,110018240.11,10000000.00,285416058.39,30000000.00,10000000.00,80000000.00
Oct 29 2022,RBN,0,596481103.04,71614227.09,109808481.79,10000000.00,285058394.16,30000000.00,10000000.00,80000000.00
Oct 27 2022,RBN,0,595072660.12,71340629.27,109388965.15,10000000.00,284343065.69,30000000.00,10000000.00,80000000.00
Oct 26 2022,RBN,0,594368438.66,71203830.37,109179206.83,10000000.00,283985401.46,30000000.00,10000000.00,80000000.00
Oct 25 2022,RBN,0,593664217.20,71067031.46,108969448.51,10000000.00,283627737.23,30000000.00,10000000.00,80000000.00
Oct 23 2022,RBN,0,592255774.28,70793433.65,108549931.86,10000000.00,282912408.76,30000000.00,10000000.00,80000000.00
Oct 22 2022,RBN,0,591551552.82,70656634.75,108340173.54,10000000.00,282554744.53,30000000.00,10000000.00,80000000.00
Oct 21 2022,RBN,0,590847331.35,70519835.84,108130415.22,10000000.00,282197080.29,30000000.00,10000000.00,80000000.00
Oct 19 2022,RBN,0,589438888.43,70246238.03,107710898.58,10000000.00,281481751.82,30000000.00,10000000.00,80000000.00
Oct 18 2022,RBN,0,588734666.97,70109439.12,107501140.26,10000000.00,281124087.59,30000000.00,10000000.00,80000000.00
Oct 17 2022,RBN,0,588030445.51,69972640.22,107291381.94,10000000.00,280766423.36,30000000.00,10000000.00,80000000.00
Oct 15 2022,RBN,0,586622002.59,69699042.41,106871865.29,10000000.00,280051094.89,30000000.00,10000000.00,80000000.00
Oct 14 2022,RBN,0,585917781.13,69562243.50,106662106.97,10000000.00,279693430.66,30000000.00,10000000.00,80000000.00
Oct 13 2022,RBN,0,585213559.67,69425444.60,106452348.65,10000000.00,279335766.42,30000000.00,10000000.00,80000000.00
Oct 11 2022,RBN,0,583805116.75,69151846.79,106032832.01,10000000.00,278620437.96,30000000.00,10000000.00,80000000.00
Oct 10 2022,RBN,0,583100895.29,69015047.88,105823073.69,10000000.00,278262773.72,30000000.00,10000000.00,80000000.00
Oct 09 2022,RBN,0,582396673.83,68878248.97,105613315.36,10000000.00,277905109.49,30000000.00,10000000.00,80000000.00
Oct 07 2022,RBN,0,580988230.91,68604651.16,105193798.72,10000000.00,277189781.02,30000000.00,10000000.00,80000000.00
Oct 06 2022,RBN,0,580284009.44,68467852.26,104984040.40,10000000.00,276832116.79,30000000.00,10000000.00,80000000.00
Oct 05 2022,RBN,0,579579787.98,68331053.35,104774282.08,10000000.00,276474452.55,30000000.00,10000000.00,80000000.00
Oct 03 2022,RBN,0,578171345.06,68057455.54,104354765.44,10000000.00,275759124.09,30000000.00,10000000.00,80000000.00
Oct 02 2022,RBN,0,577467123.60,67920656.63,104145007.11,10000000.00,275401459.85,30000000.00,10000000.00,80000000.00
Oct 01 2022,RBN,0,576762902.14,67783857.73,103935248.79,10000000.00,275043795.62,30000000.00,10000000.00,80000000.00
Sep 29 2022,RBN,0,575354459.22,67510259.92,103515732.15,10000000.00,274328467.15,30000000.00,10000000.00,80000000.00
Sep 28 2022,RBN,0,574650237.76,67373461.01,103305973.83,10000000.00,273970802.92,30000000.00,10000000.00,80000000.00
Sep 27 2022,RBN,0,573946016.30,67236662.11,103096215.51,10000000.00,273613138.69,30000000.00,10000000.00,80000000.00
Sep 25 2022,RBN,0,572537573.38,66963064.30,102676698.86,10000000.00,272897810.22,30000000.00,10000000.00,80000000.00
Sep 24 2022,RBN,0,571833351.92,66826265.39,102466940.54,10000000.00,272540145.99,30000000.00,10000000.00,80000000.00
Sep 23 2022,RBN,0,571129130.46,66689466.48,102257182.22,10000000.00,272182481.75,30000000.00,10000000.00,80000000.00
Sep 21 2022,RBN,0,569720687.54,66415868.67,101837665.58,10000000.00,271467153.28,30000000.00,10000000.00,80000000.00
Sep 20 2022,RBN,0,569016466.07,66279069.77,101627907.26,10000000.00,271109489.05,30000000.00,10000000.00,80000000.00
Sep 19 2022,RBN,0,568312244.61,66142270.86,101418148.93,10000000.00,270751824.82,30000000.00,10000000.00,80000000.00
Sep 17 2022,RBN,0,566903801.69,65868673.05,100998632.29,10000000.00,270036496.35,30000000.00,10000000.00,80000000.00
Sep 16 2022,RBN,0,566199580.23,65731874.15,100788873.97,10000000.00,269678832.12,30000000.00,10000000.00,80000000.00
Sep 15 2022,RBN,0,565495358.77,65595075.24,100579115.65,10000000.00,269321167.88,30000000.00,10000000.00,80000000.00
Sep 13 2022,RBN,0,564086915.85,65321477.43,100159599.01,10000000.00,268605839.42,30000000.00,10000000.00,80000000.00
Sep 12 2022,RBN,0,563382694.39,65184678.52,99949840.68,10000000.00,268248175.18,30000000.00,10000000.00,80000000.00
Sep 11 2022,RBN,0,562678472.93,65047879.62,99740082.36,10000000.00,267890510.95,30000000.00,10000000.00,80000000.00
Sep 09 2022,RBN,0,561270030.01,64774281.81,99320565.72,10000000.00,267175182.48,30000000.00,10000000.00,80000000.00
Sep 08 2022,RBN,0,560565808.55,64637482.90,99110807.40,10000000.00,266817518.25,30000000.00,10000000.00,80000000.00
Sep 07 2022,RBN,0,559861587.09,64500683.99,98901049.08,10000000.00,266459854.01,30000000.00,10000000.00,80000000.00
Sep 05 2022,RBN,0,558453144.16,64227086.18,98481532.43,10000000.00,265744525.55,30000000.00,10000000.00,80000000.00
Sep 04 2022,RBN,0,557748922.70,64090287.28,98271774.11,10000000.00,265386861.31,30000000.00,10000000.00,80000000.00
Sep 03 2022,RBN,0,557044701.24,63953488.37,98062015.79,10000000.00,265029197.08,30000000.00,10000000.00,80000000.00
Sep 01 2022,RBN,0,555636258.32,63679890.56,97642499.15,10000000.00,264313868.61,30000000.00,10000000.00,80000000.00
Aug 31 2022,RBN,0,554932036.86,63543091.66,97432740.83,10000000.00,263956204.38,30000000.00,10000000.00,80000000.00
Aug 30 2022,RBN,0,554227815.40,63406292.75,97222982.50,10000000.00,263598540.15,30000000.00,10000000.00,80000000.00
Aug 28 2022,RBN,0,552819372.48,63132694.94,96803465.86,10000000.00,262883211.68,30000000.00,10000000.00,80000000.00
Aug 27 2022,RBN,0,552115151.02,62995896.03,96593707.54,10000000.00,262525547.45,30000000.00,10000000.00,80000000.00
Aug 26 2022,RBN,0,551410929.56,62859097.13,96383949.22,10000000.00,262167883.21,30000000.00,10000000.00,80000000.00
Aug 24 2022,RBN,0,550002486.64,62585499.32,95964432.58,10000000.00,261452554.74,30000000.00,10000000.00,80000000.00
Aug 23 2022,RBN,0,549298265.18,62448700.41,95754674.25,10000000.00,261094890.51,30000000.00,10000000.00,80000000.00
Aug 22 2022,RBN,0,548594043.72,62311901.50,95544915.93,10000000.00,260737226.28,30000000.00,10000000.00,80000000.00
Aug 20 2022,RBN,0,547185600.79,62038303.69,95125399.29,10000000.00,260021897.81,30000000.00,10000000.00,80000000.00
Aug 19 2022,RBN,0,546481379.33,61901504.79,94915640.97,10000000.00,259664233.58,30000000.00,10000000.00,80000000.00
Aug 18 2022,RBN,0,545777157.87,61764705.88,94705882.65,10000000.00,259306569.34,30000000.00,10000000.00,80000000.00
Aug 16 2022,RBN,0,544368714.95,61491108.07,94286366.00,10000000.00,258591240.88,30000000.00,10000000.00,80000000.00
Aug 15 2022,RBN,0,543664493.49,61354309.17,94076607.68,10000000.00,258233576.64,30000000.00,10000000.00,80000000.00
Aug 14 2022,RBN,0,542960272.03,61217510.26,93866849.36,10000000.00,257875912.41,30000000.00,10000000.00,80000000.00
Aug 12 2022,RBN,0,541551829.11,60943912.45,93447332.72,10000000.00,257160583.94,30000000.00,10000000.00,80000000.00
Aug 11 2022,RBN,0,540847607.65,60807113.54,93237574.40,10000000.00,256802919.71,30000000.00,10000000.00,80000000.00
Aug 10 2022,RBN,0,540143386.19,60670314.64,93027816.08,10000000.00,256445255.47,30000000.00,10000000.00,80000000.00
Aug 08 2022,RBN,0,538734943.27,60396716.83,92608299.43,10000000.00,255729927.01,30000000.00,10000000.00,80000000.00
Aug 07 2022,RBN,0,538030721.81,60259917.92,92398541.11,10000000.00,255372262.77,30000000.00,10000000.00,80000000.00
Aug 06 2022,RBN,0,537326500.34,60123119.02,92188782.79,10000000.00,255014598.54,30000000.00,10000000.00,80000000.00
Aug 04 2022,RBN,0,535918057.42,59849521.20,91769266.15,10000000.00,254299270.07,30000000.00,10000000.00,80000000.00
Aug 03 2022,RBN,0,535213835.96,59712722.30,91559507.82,10000000.00,253941605.84,30000000.00,10000000.00,80000000.00
Aug 02 2022,RBN,0,534509614.50,59575923.39,91349749.50,10000000.00,253583941.61,30000000.00,10000000.00,80000000.00
Jul 31 2022,RBN,0,533101171.58,59302325.58,90930232.86,10000000.00,252868613.14,30000000.00,10000000.00,80000000.00
Jul 30 2022,RBN,0,532396950.12,59165526.68,90720474.54,10000000.00,252510948.91,30000000.00,10000000.00,80000000.00
Jul 29 2022,RBN,0,531692728.66,59028727.77,90510716.22,10000000.00,252153284.67,30000000.00,10000000.00,80000000.00
Jul 27 2022,RBN,0,530284285.74,58755129.96,90091199.57,10000000.00,251437956.20,30000000.00,10000000.00,80000000.00
Jul 26 2022,RBN,0,529580064.28,58618331.05,89881441.25,10000000.00,251080291.97,30000000.00,10000000.00,80000000.00
Jul 25 2022,RBN,0,528875842.82,58481532.15,89671682.93,10000000.00,250722627.74,30000000.00,10000000.00,80000000.00
Jul 23 2022,RBN,0,527467399.90,58207934.34,89252166.29,10000000.00,250007299.27,30000000.00,10000000.00,80000000.00
Jul 22 2022,RBN,0,526763178.43,58071135.43,89042407.97,10000000.00,249649635.04,30000000.00,10000000.00,80000000.00
Jul 21 2022,RBN,0,526058956.97,57934336.53,88832649.65,10000000.00,249291970.80,30000000.00,10000000.00,80000000.00
Jul 19 2022,RBN,0,524650514.05,57660738.71,88413133.00,10000000.00,248576642.34,30000000.00,10000000.00,80000000.00
Jul 18 2022,RBN,0,523946292.59,57523939.81,88203374.68,10000000.00,248218978.10,30000000.00,10000000.00,80000000.00
Jul 17 2022,RBN,0,523242071.13,57387140.90,87993616.36,10000000.00,247861313.87,30000000.00,10000000.00,80000000.00
Jul 15 2022,RBN,0,521833628.21,57113543.09,87574099.72,10000000.00,247145985.40,30000000.00,10000000.00,80000000.00
Jul 14 2022,RBN,0,521129406.75,56976744.19,87364341.40,10000000.00,246788321.17,30000000.00,10000000.00,80000000.00
Jul 13 2022,RBN,0,520425185.29,56839945.28,87154583.07,10000000.00,246430656.93,30000000.00,10000000.00,80000000.00
Jul 11 2022,RBN,0,519016742.37,56566347.47,86735066.43,10000000.00,245715328.47,30000000.00,10000000.00,80000000.00
Jul 10 2022,RBN,0,518312520.91,56429548.56,86525308.11,10000000.00,245357664.23,30000000.00,10000000.00,80000000.00
Jul 09 2022,RBN,0,517608299.45,56292749.66,86315549.79,10000000.00,245000000.00,30000000.00,10000000.00,80000000.00
Jul 07 2022,RBN,0,516199856.52,56019151.85,85896033.15,10000000.00,244284671.53,30000000.00,10000000.00,80000000.00
Jul 06 2022,RBN,0,515495635.06,55882352.94,85686274.82,10000000.00,243927007.30,30000000.00,10000000.00,80000000.00
Jul 05 2022,RBN,0,514791413.60,55745554.04,85476516.50,10000000.00,243569343.07,30000000.00,10000000.00,80000000.00
Jul 03 2022,RBN,0,513382970.68,55471956.22,85056999.86,10000000.00,242854014.60,30000000.00,10000000.00,80000000.00
Jul 02 2022,RBN,0,512678749.22,55335157.32,84847241.54,10000000.00,242496350.36,30000000.00,10000000.00,80000000.00
Jul 01 2022,RBN,0,511974527.76,55198358.41,84637483.22,10000000.00,242138686.13,30000000.00,10000000.00,80000000.00
Jun 29 2022,RBN,0,510566084.84,54924760.60,84217966.57,10000000.00,241423357.66,30000000.00,10000000.00,80000000.00
Jun 28 2022,RBN,0,509861863.38,54787961.70,84008208.25,10000000.00,241065693.43,30000000.00,10000000.00,80000000.00
Jun 27 2022,RBN,0,509157641.92,54651162.79,83798449.93,10000000.00,240708029.20,30000000.00,10000000.00,80000000.00
Jun 25 2022,RBN,0,507749199.00,54377564.98,83378933.29,10000000.00,239992700.73,30000000.00,10000000.00,80000000.00
Jun 24 2022,RBN,0,507044977.54,54240766.07,83169174.97,10000000.00,239635036.50,30000000.00,10000000.00,80000000.00
Jun 23 2022,RBN,0,506340756.08,54103967.17,82959416.64,10000000.00,239277372.26,30000000.00,10000000.00,80000000.00
Jun 21 2022,RBN,0,504932313.15,53830369.36,82539900.00,10000000.00,238562043.80,30000000.00,10000000.00,80000000.00
Jun 20 2022,RBN,0,504228091.69,53693570.45,82330141.68,10000000.00,238204379.56,30000000.00,10000000.00,80000000.00
Jun 19 2022,RBN,0,503523870.23,53556771.55,82120383.36,10000000.00,237846715.33,30000000.00,10000000.00,80000000.00
Jun 17 2022,RBN,0,502115427.31,53283173.73,81700866.72,10000000.00,237131386.86,30000000.00,10000000.00,80000000.00
Jun 16 2022,RBN,0,501411205.85,53146374.83,81491108.39,10000000.00,236773722.63,30000000.00,10000000.00,80000000.00
Jun 15 2022,RBN,0,500706984.39,53009575.92,81281350.07,10000000.00,236416058.39,30000000.00,10000000.00,80000000.00
Jun 13 2022,RBN,0,499298541.47,52735978.11,80861833.43,10000000.00,235700729.93,30000000.00,10000000.00,80000000.00
Jun 12 2022,RBN,0,498594320.01,52599179.21,80652075.11,10000000.00,235343065.69,30000000.00,10000000.00,80000000.00
Jun 11 2022,RBN,0,497890098.55,52462380.30,80442316.79,10000000.00,234985401.46,30000000.00,10000000.00,80000000.00
Jun 09 2022,RBN,0,496481655.63,52188782.49,80022800.14,10000000.00,234270072.99,30000000.00,10000000.00,80000000.00
Jun 08 2022,RBN,0,495777434.17,52051983.58,79813041.82,10000000.00,233912408.76,30000000.00,10000000.00,80000000.00
Jun 07 2022,RBN,0,495073212.70,51915184.68,79603283.50,10000000.00,233554744.53,30000000.00,10000000.00,80000000.00
Jun 05 2022,RBN,0,493664769.78,51641586.87,79183766.86,10000000.00,232839416.06,30000000.00,10000000.00,80000000.00
Jun 04 2022,RBN,0,492960548.32,51504787.96,78974008.54,10000000.00,232481751.82,30000000.00,10000000.00,80000000.00
Jun 03 2022,RBN,0,492256326.86,51367989.06,78764250.21,10000000.00,232124087.59,30000000.00,10000000.00,80000000.00
Jun 01 2022,RBN,0,490847883.94,51094391.24,78344733.57,10000000.00,231408759.12,30000000.00,10000000.00,80000000.00
May 31 2022,RBN,0,490143662.48,50957592.34,78134975.25,10000000.00,231051094.89,30000000.00,10000000.00,80000000.00
May 30 2022,RBN,0,489439441.02,50820793.43,77925216.93,10000000.00,230693430.66,30000000.00,10000000.00,80000000.00
May 28 2022,RBN,0,488030998.10,50547195.62,77505700.29,10000000.00,229978102.19,30000000.00,10000000.00,80000000.00
May 27 2022,RBN,0,487326776.64,50410396.72,77295941.96,10000000.00,229620437.96,30000000.00,10000000.00,80000000.00
May 26 2022,RBN,0,486622555.18,50273597.81,77086183.64,10000000.00,229262773.72,30000000.00,10000000.00,80000000.00
May 24 2022,RBN,0,485214112.26,50000000.00,76666667.00,10000000.00,228547445.26,30000000.00,10000000.00,80000000.00
May 23 2022,RBN,0,358189781.02,0,0,10000000.00,228189781.02,30000000.00,10000000.00,80000000.00
May 22 2022,RBN,0,357832116.79,0,0,10000000.00,227832116.79,30000000.00,10000000.00,80000000.00
May 20 2022,RBN,0,357116788.32,0,0,10000000.00,227116788.32,30000000.00,10000000.00,80000000.00
May 19 2022,RBN,0,356759124.09,0,0,10000000.00,226759124.09,30000000.00,10000000.00,80000000.00
May 18 2022,RBN,0,356401459.85,0,0,10000000.00,226401459.85,30000000.00,10000000.00,80000000.00
May 16 2022,RBN,0,355686131.39,0,0,10000000.00,225686131.39,30000000.00,10000000.00,80000000.00
May 15 2022,RBN,0,355328467.15,0,0,10000000.00,225328467.15,30000000.00,10000000.00,80000000.00
May 14 2022,RBN,0,354970802.92,0,0,10000000.00,224970802.92,30000000.00,10000000.00,80000000.00
May 12 2022,RBN,0,354255474.45,0,0,10000000.00,224255474.45,30000000.00,10000000.00,80000000.00
