Date,Symbol,Available Supply,Unlocked Supply,Ecosystem Development,Project Development,Private Sales,Public Sales 2,Public Sales 1,Foundation Reserve
Jun 28 2024,IMX,1518903054.00,1518903054.00,851440977.00,201923077.00,277139000.00,49600000.00,58800000.00,80000000.00
Jun 26 2024,IMX,1518903054.00,1518903054.00,851440977.00,201923077.00,277139000.00,49600000.00,58800000.00,80000000.00
Jun 25 2024,IMX,1518903054.00,1518903054.00,851440977.00,201923077.00,277139000.00,49600000.00,58800000.00,80000000.00
Jun 23 2024,IMX,1518903054.00,1518903054.00,851440977.00,201923077.00,277139000.00,49600000.00,58800000.00,80000000.00
Jun 21 2024,IMX,1518903054.00,1518903054.00,851440977.00,201923077.00,277139000.00,49600000.00,58800000.00,80000000.00
Jun 19 2024,IMX,1518903054.00,1518903054.00,851440977.00,201923077.00,277139000.00,49600000.00,58800000.00,80000000.00
Jun 18 2024,IMX,1518903054.00,1518903054.00,851440977.00,201923077.00,277139000.00,49600000.00,58800000.00,80000000.00
Jun 16 2024,IMX,1518903054.00,1518903054.00,851440977.00,201923077.00,277139000.00,49600000.00,58800000.00,80000000.00
Jun 14 2024,IMX,1518903054.00,1518903054.00,851440977.00,201923077.00,277139000.00,49600000.00,58800000.00,80000000.00
Jun 12 2024,IMX,1493372884.00,1493372884.00,835526192.00,192307692.00,277139000.00,49600000.00,58800000.00,80000000.00
Jun 11 2024,IMX,1493372884.00,1493372884.00,835526192.00,192307692.00,277139000.00,49600000.00,58800000.00,80000000.00
Jun 09 2024,IMX,1493372884.00,1493372884.00,835526192.00,192307692.00,277139000.00,49600000.00,58800000.00,80000000.00
Jun 07 2024,IMX,1493372884.00,1493372884.00,835526192.00,192307692.00,277139000.00,49600000.00,58800000.00,80000000.00
Jun 05 2024,IMX,1493372884.00,1493372884.00,835526192.00,192307692.00,277139000.00,49600000.00,58800000.00,80000000.00
Jun 04 2024,IMX,1493372884.00,1493372884.00,835526192.00,192307692.00,277139000.00,49600000.00,58800000.00,80000000.00
Jun 02 2024,IMX,1493372884.00,1493372884.00,835526192.00,192307692.00,277139000.00,49600000.00,58800000.00,80000000.00
May 31 2024,IMX,1493372884.00,1493372884.00,835526192.00,192307692.00,277139000.00,49600000.00,58800000.00,80000000.00
May 29 2024,IMX,1493372884.00,1493372884.00,835526192.00,192307692.00,277139000.00,49600000.00,58800000.00,80000000.00
May 28 2024,IMX,1493372884.00,1493372884.00,835526192.00,192307692.00,277139000.00,49600000.00,58800000.00,80000000.00
May 26 2024,IMX,1493372884.00,1493372884.00,835526192.00,192307692.00,277139000.00,49600000.00,58800000.00,80000000.00
May 24 2024,IMX,1493372884.00,1493372884.00,835526192.00,192307692.00,277139000.00,49600000.00,58800000.00,80000000.00
May 22 2024,IMX,1493372884.00,1493372884.00,835526192.00,192307692.00,277139000.00,49600000.00,58800000.00,80000000.00
May 21 2024,IMX,1493372884.00,1493372884.00,835526192.00,192307692.00,277139000.00,49600000.00,58800000.00,80000000.00
May 19 2024,IMX,1493372884.00,1493372884.00,835526192.00,192307692.00,277139000.00,49600000.00,58800000.00,80000000.00
May 17 2024,IMX,1493372884.00,1493372884.00,835526192.00,192307692.00,277139000.00,49600000.00,58800000.00,80000000.00
May 16 2024,IMX,1467842716.00,1467842716.00,819611408.00,182692308.00,277139000.00,49600000.00,58800000.00,80000000.00
May 14 2024,IMX,1467842716.00,1467842716.00,819611408.00,182692308.00,277139000.00,49600000.00,58800000.00,80000000.00
May 12 2024,IMX,1467842716.00,1467842716.00,819611408.00,182692308.00,277139000.00,49600000.00,58800000.00,80000000.00
May 10 2024,IMX,1467842716.00,1467842716.00,819611408.00,182692308.00,277139000.00,49600000.00,58800000.00,80000000.00
May 09 2024,IMX,1467842716.00,1467842716.00,819611408.00,182692308.00,277139000.00,49600000.00,58800000.00,80000000.00
May 07 2024,IMX,1467842716.00,1467842716.00,819611408.00,182692308.00,277139000.00,49600000.00,58800000.00,80000000.00
May 05 2024,IMX,1467842716.00,1467842716.00,819611408.00,182692308.00,277139000.00,49600000.00,58800000.00,80000000.00
May 03 2024,IMX,1467842716.00,1467842716.00,819611408.00,182692308.00,277139000.00,49600000.00,58800000.00,80000000.00
May 02 2024,IMX,1467842716.00,1467842716.00,819611408.00,182692308.00,277139000.00,49600000.00,58800000.00,80000000.00
Apr 30 2024,IMX,1467842716.00,1467842716.00,819611408.00,182692308.00,277139000.00,49600000.00,58800000.00,80000000.00
Apr 28 2024,IMX,1467842716.00,1467842716.00,819611408.00,182692308.00,277139000.00,49600000.00,58800000.00,80000000.00
Apr 26 2024,IMX,1467842716.00,1467842716.00,819611408.00,182692308.00,277139000.00,49600000.00,58800000.00,80000000.00
Apr 25 2024,IMX,1467842716.00,1467842716.00,819611408.00,182692308.00,277139000.00,49600000.00,58800000.00,80000000.00
Apr 23 2024,IMX,1467842716.00,1467842716.00,819611408.00,182692308.00,277139000.00,49600000.00,58800000.00,80000000.00
Apr 21 2024,IMX,1467842716.00,1467842716.00,819611408.00,182692308.00,277139000.00,49600000.00,58800000.00,80000000.00
Apr 19 2024,IMX,1467842716.00,1467842716.00,819611408.00,182692308.00,277139000.00,49600000.00,58800000.00,80000000.00
Apr 18 2024,IMX,1433651952.00,1433651952.00,803696623.00,173076923.00,268478406.00,49600000.00,58800000.00,80000000.00
Apr 16 2024,IMX,1433651952.00,1433651952.00,803696623.00,173076923.00,268478406.00,49600000.00,58800000.00,80000000.00
Apr 14 2024,IMX,1433651952.00,1433651952.00,803696623.00,173076923.00,268478406.00,49600000.00,58800000.00,80000000.00
Apr 13 2024,IMX,1433651952.00,1433651952.00,803696623.00,173076923.00,268478406.00,49600000.00,58800000.00,80000000.00
Apr 11 2024,IMX,1433651952.00,1433651952.00,803696623.00,173076923.00,268478406.00,49600000.00,58800000.00,80000000.00
Apr 09 2024,IMX,1433651952.00,1433651952.00,803696623.00,173076923.00,268478406.00,49600000.00,58800000.00,80000000.00
Apr 07 2024,IMX,1433651952.00,1433651952.00,803696623.00,173076923.00,268478406.00,49600000.00,58800000.00,80000000.00
Apr 06 2024,IMX,1433651952.00,1433651952.00,803696623.00,173076923.00,268478406.00,49600000.00,58800000.00,80000000.00
Apr 04 2024,IMX,1433651952.00,1433651952.00,803696623.00,173076923.00,268478406.00,49600000.00,58800000.00,80000000.00
Apr 02 2024,IMX,1433651952.00,1433651952.00,803696623.00,173076923.00,268478406.00,49600000.00,58800000.00,80000000.00
Mar 31 2024,IMX,1433651952.00,1433651952.00,803696623.00,173076923.00,268478406.00,49600000.00,58800000.00,80000000.00
Mar 30 2024,IMX,0,1433651952.00,803696623.00,173076923.00,268478406.00,49600000.00,58800000.00,80000000.00
Mar 28 2024,IMX,0,1433651952.00,803696623.00,173076923.00,268478406.00,49600000.00,58800000.00,80000000.00
Mar 26 2024,IMX,0,1433651952.00,803696623.00,173076923.00,268478406.00,49600000.00,58800000.00,80000000.00
Mar 24 2024,IMX,0,1433651952.00,803696623.00,173076923.00,268478406.00,49600000.00,58800000.00,80000000.00
Mar 23 2024,IMX,0,1433651952.00,803696623.00,173076923.00,268478406.00,49600000.00,58800000.00,80000000.00
Mar 21 2024,IMX,0,1399461191.00,787781839.00,163461539.00,259817813.00,49600000.00,58800000.00,80000000.00
Mar 19 2024,IMX,0,1399461191.00,787781839.00,163461539.00,259817813.00,49600000.00,58800000.00,80000000.00
Mar 17 2024,IMX,0,1399461191.00,787781839.00,163461539.00,259817813.00,49600000.00,58800000.00,80000000.00
Mar 16 2024,IMX,0,1399461191.00,787781839.00,163461539.00,259817813.00,49600000.00,58800000.00,80000000.00
Mar 14 2024,IMX,0,1399461191.00,787781839.00,163461539.00,259817813.00,49600000.00,58800000.00,80000000.00
Mar 12 2024,IMX,0,1399461191.00,787781839.00,163461539.00,259817813.00,49600000.00,58800000.00,80000000.00
Mar 11 2024,IMX,0,1399461191.00,787781839.00,163461539.00,259817813.00,49600000.00,58800000.00,80000000.00
Mar 09 2024,IMX,0,1399461191.00,787781839.00,163461539.00,259817813.00,49600000.00,58800000.00,80000000.00
Mar 07 2024,IMX,0,1399461191.00,787781839.00,163461539.00,259817813.00,49600000.00,58800000.00,80000000.00
Mar 05 2024,IMX,0,1399461191.00,787781839.00,163461539.00,259817813.00,49600000.00,58800000.00,80000000.00
Mar 04 2024,IMX,0,1399461191.00,787781839.00,163461539.00,259817813.00,49600000.00,58800000.00,80000000.00
Mar 02 2024,IMX,0,1399461191.00,787781839.00,163461539.00,259817813.00,49600000.00,58800000.00,80000000.00
Feb 29 2024,IMX,0,1399461191.00,787781839.00,163461539.00,259817813.00,49600000.00,58800000.00,80000000.00
Feb 27 2024,IMX,0,1399461191.00,787781839.00,163461539.00,259817813.00,49600000.00,58800000.00,80000000.00
Feb 26 2024,IMX,0,1399461191.00,787781839.00,163461539.00,259817813.00,49600000.00,58800000.00,80000000.00
Feb 24 2024,IMX,0,1399461191.00,787781839.00,163461539.00,259817813.00,49600000.00,58800000.00,80000000.00
Feb 22 2024,IMX,0,1365270427.00,771867054.00,153846154.00,251157219.00,49600000.00,58800000.00,80000000.00
Feb 20 2024,IMX,0,1365270427.00,771867054.00,153846154.00,251157219.00,49600000.00,58800000.00,80000000.00
Feb 19 2024,IMX,0,1365270427.00,771867054.00,153846154.00,251157219.00,49600000.00,58800000.00,80000000.00
Feb 17 2024,IMX,0,1365270427.00,771867054.00,153846154.00,251157219.00,49600000.00,58800000.00,80000000.00
Feb 15 2024,IMX,0,1365270427.00,771867054.00,153846154.00,251157219.00,49600000.00,58800000.00,80000000.00
Feb 13 2024,IMX,0,1365270427.00,771867054.00,153846154.00,251157219.00,49600000.00,58800000.00,80000000.00
Feb 12 2024,IMX,0,1365270427.00,771867054.00,153846154.00,251157219.00,49600000.00,58800000.00,80000000.00
Feb 10 2024,IMX,0,1365270427.00,771867054.00,153846154.00,251157219.00,49600000.00,58800000.00,80000000.00
Feb 08 2024,IMX,0,1365270427.00,771867054.00,153846154.00,251157219.00,49600000.00,58800000.00,80000000.00
Feb 07 2024,IMX,0,1365270427.00,771867054.00,153846154.00,251157219.00,49600000.00,58800000.00,80000000.00
Feb 05 2024,IMX,0,1365270427.00,771867054.00,153846154.00,251157219.00,49600000.00,58800000.00,80000000.00
Feb 03 2024,IMX,0,1365270427.00,771867054.00,153846154.00,251157219.00,49600000.00,58800000.00,80000000.00
Feb 01 2024,IMX,0,1365270427.00,771867054.00,153846154.00,251157219.00,49600000.00,58800000.00,80000000.00
Jan 31 2024,IMX,0,1365270427.00,771867054.00,153846154.00,251157219.00,49600000.00,58800000.00,80000000.00
Jan 29 2024,IMX,0,1365270427.00,771867054.00,153846154.00,251157219.00,49600000.00,58800000.00,80000000.00
Jan 27 2024,IMX,0,1365270427.00,771867054.00,153846154.00,251157219.00,49600000.00,58800000.00,80000000.00
Jan 25 2024,IMX,0,1331079663.00,755952269.00,144230769.00,242496625.00,49600000.00,58800000.00,80000000.00
Jan 24 2024,IMX,0,1331079663.00,755952269.00,144230769.00,242496625.00,49600000.00,58800000.00,80000000.00
Jan 22 2024,IMX,0,1331079663.00,755952269.00,144230769.00,242496625.00,49600000.00,58800000.00,80000000.00
Jan 20 2024,IMX,0,1331079663.00,755952269.00,144230769.00,242496625.00,49600000.00,58800000.00,80000000.00
Jan 18 2024,IMX,0,1331079663.00,755952269.00,144230769.00,242496625.00,49600000.00,58800000.00,80000000.00
Jan 17 2024,IMX,0,1331079663.00,755952269.00,144230769.00,242496625.00,49600000.00,58800000.00,80000000.00
Jan 15 2024,IMX,0,1331079663.00,755952269.00,144230769.00,242496625.00,49600000.00,58800000.00,80000000.00
Jan 13 2024,IMX,0,1331079663.00,755952269.00,144230769.00,242496625.00,49600000.00,58800000.00,80000000.00
Jan 11 2024,IMX,0,1331079663.00,755952269.00,144230769.00,242496625.00,49600000.00,58800000.00,80000000.00
Jan 10 2024,IMX,0,1331079663.00,755952269.00,144230769.00,242496625.00,49600000.00,58800000.00,80000000.00
Jan 08 2024,IMX,0,1331079663.00,755952269.00,144230769.00,242496625.00,49600000.00,58800000.00,80000000.00
Jan 06 2024,IMX,0,1331079663.00,755952269.00,144230769.00,242496625.00,49600000.00,58800000.00,80000000.00
Jan 05 2024,IMX,0,1331079663.00,755952269.00,144230769.00,242496625.00,49600000.00,58800000.00,80000000.00
Jan 03 2024,IMX,0,1331079663.00,755952269.00,144230769.00,242496625.00,49600000.00,58800000.00,80000000.00
Jan 01 2024,IMX,0,1331079663.00,755952269.00,144230769.00,242496625.00,49600000.00,58800000.00,80000000.00
Dec 30 2023,IMX,0,1331079663.00,755952269.00,144230769.00,242496625.00,49600000.00,58800000.00,80000000.00
Dec 29 2023,IMX,0,1331079663.00,755952269.00,144230769.00,242496625.00,49600000.00,58800000.00,80000000.00
Dec 27 2023,IMX,0,1296888901.00,740037485.00,134615385.00,233836031.00,49600000.00,58800000.00,80000000.00
Dec 25 2023,IMX,0,1296888901.00,740037485.00,134615385.00,233836031.00,49600000.00,58800000.00,80000000.00
Dec 23 2023,IMX,0,1296888901.00,740037485.00,134615385.00,233836031.00,49600000.00,58800000.00,80000000.00
Dec 22 2023,IMX,0,1296888901.00,740037485.00,134615385.00,233836031.00,49600000.00,58800000.00,80000000.00
Dec 20 2023,IMX,0,1296888901.00,740037485.00,134615385.00,233836031.00,49600000.00,58800000.00,80000000.00
Dec 18 2023,IMX,0,1296888901.00,740037485.00,134615385.00,233836031.00,49600000.00,58800000.00,80000000.00
Dec 16 2023,IMX,0,1296888901.00,740037485.00,134615385.00,233836031.00,49600000.00,58800000.00,80000000.00
Dec 15 2023,IMX,0,1296888901.00,740037485.00,134615385.00,233836031.00,49600000.00,58800000.00,80000000.00
Dec 13 2023,IMX,0,1296888901.00,740037485.00,134615385.00,233836031.00,49600000.00,58800000.00,80000000.00
Dec 11 2023,IMX,0,1296888901.00,740037485.00,134615385.00,233836031.00,49600000.00,58800000.00,80000000.00
Dec 09 2023,IMX,0,1296888901.00,740037485.00,134615385.00,233836031.00,49600000.00,58800000.00,80000000.00
Dec 08 2023,IMX,0,1296888901.00,740037485.00,134615385.00,233836031.00,49600000.00,58800000.00,80000000.00
Dec 06 2023,IMX,0,1296888901.00,740037485.00,134615385.00,233836031.00,49600000.00,58800000.00,80000000.00
Dec 04 2023,IMX,0,1296888901.00,740037485.00,134615385.00,233836031.00,49600000.00,58800000.00,80000000.00
Dec 02 2023,IMX,0,1296888901.00,740037485.00,134615385.00,233836031.00,49600000.00,58800000.00,80000000.00
Dec 01 2023,IMX,0,1296888901.00,740037485.00,134615385.00,233836031.00,49600000.00,58800000.00,80000000.00
Nov 29 2023,IMX,0,1262698138.00,724122700.00,125000000.00,225175438.00,49600000.00,58800000.00,80000000.00
Nov 27 2023,IMX,0,1262698138.00,724122700.00,125000000.00,225175438.00,49600000.00,58800000.00,80000000.00
Nov 26 2023,IMX,0,1262698138.00,724122700.00,125000000.00,225175438.00,49600000.00,58800000.00,80000000.00
Nov 24 2023,IMX,0,1262698138.00,724122700.00,125000000.00,225175438.00,49600000.00,58800000.00,80000000.00
Nov 22 2023,IMX,0,1262698138.00,724122700.00,125000000.00,225175438.00,49600000.00,58800000.00,80000000.00
Nov 20 2023,IMX,0,1262698138.00,724122700.00,125000000.00,225175438.00,49600000.00,58800000.00,80000000.00
Nov 19 2023,IMX,0,1262698138.00,724122700.00,125000000.00,225175438.00,49600000.00,58800000.00,80000000.00
Nov 17 2023,IMX,0,1262698138.00,724122700.00,125000000.00,225175438.00,49600000.00,58800000.00,80000000.00
Nov 15 2023,IMX,0,1262698138.00,724122700.00,125000000.00,225175438.00,49600000.00,58800000.00,80000000.00
Nov 13 2023,IMX,0,1262698138.00,724122700.00,125000000.00,225175438.00,49600000.00,58800000.00,80000000.00
Nov 12 2023,IMX,0,1262698138.00,724122700.00,125000000.00,225175438.00,49600000.00,58800000.00,80000000.00
Nov 10 2023,IMX,0,1262698138.00,724122700.00,125000000.00,225175438.00,49600000.00,58800000.00,80000000.00
Nov 08 2023,IMX,0,1262698138.00,724122700.00,125000000.00,225175438.00,49600000.00,58800000.00,80000000.00
Nov 08 2023,IMX,0,1262698138.00,724122700.00,125000000.00,225175438.00,49600000.00,58800000.00,80000000.00
Nov 06 2023,IMX,0,1262698138.00,724122700.00,125000000.00,225175438.00,49600000.00,58800000.00,80000000.00
Nov 05 2023,IMX,0,1262698138.00,724122700.00,125000000.00,225175438.00,49600000.00,58800000.00,80000000.00
Nov 03 2023,IMX,0,1262698138.00,724122700.00,125000000.00,225175438.00,49600000.00,58800000.00,80000000.00
Nov 01 2023,IMX,0,1220549982.00,700250523.00,115384615.00,216514844.00,49600000.00,58800000.00,80000000.00
Oct 30 2023,IMX,0,1220549982.00,700250523.00,115384615.00,216514844.00,49600000.00,58800000.00,80000000.00
Oct 29 2023,IMX,0,1220549982.00,700250523.00,115384615.00,216514844.00,49600000.00,58800000.00,80000000.00
Oct 27 2023,IMX,0,1220549982.00,700250523.00,115384615.00,216514844.00,49600000.00,58800000.00,80000000.00
Oct 25 2023,IMX,0,1220549982.00,700250523.00,115384615.00,216514844.00,49600000.00,58800000.00,80000000.00
Oct 24 2023,IMX,0,1220549982.00,700250523.00,115384615.00,216514844.00,49600000.00,58800000.00,80000000.00
Oct 22 2023,IMX,0,1220549982.00,700250523.00,115384615.00,216514844.00,49600000.00,58800000.00,80000000.00
Oct 20 2023,IMX,0,1220549982.00,700250523.00,115384615.00,216514844.00,49600000.00,58800000.00,80000000.00
Oct 18 2023,IMX,0,1220549982.00,700250523.00,115384615.00,216514844.00,49600000.00,58800000.00,80000000.00
Oct 17 2023,IMX,0,1220549982.00,700250523.00,115384615.00,216514844.00,49600000.00,58800000.00,80000000.00
Oct 15 2023,IMX,0,1220549982.00,700250523.00,115384615.00,216514844.00,49600000.00,58800000.00,80000000.00
Oct 13 2023,IMX,0,1220549982.00,700250523.00,115384615.00,216514844.00,49600000.00,58800000.00,80000000.00
Oct 11 2023,IMX,0,1220549982.00,700250523.00,115384615.00,216514844.00,49600000.00,58800000.00,80000000.00
Oct 10 2023,IMX,0,1220549982.00,700250523.00,115384615.00,216514844.00,49600000.00,58800000.00,80000000.00
Oct 08 2023,IMX,0,1220549982.00,700250523.00,115384615.00,216514844.00,49600000.00,58800000.00,80000000.00
Oct 06 2023,IMX,0,1220549982.00,700250523.00,115384615.00,216514844.00,49600000.00,58800000.00,80000000.00
Oct 04 2023,IMX,0,1178401827.00,676378346.00,105769231.00,207854250.00,49600000.00,58800000.00,80000000.00
Oct 03 2023,IMX,0,1178401827.00,676378346.00,105769231.00,207854250.00,49600000.00,58800000.00,80000000.00
Oct 01 2023,IMX,0,1178401827.00,676378346.00,105769231.00,207854250.00,49600000.00,58800000.00,80000000.00
Sep 29 2023,IMX,0,1178401827.00,676378346.00,105769231.00,207854250.00,49600000.00,58800000.00,80000000.00
Sep 27 2023,IMX,0,1178401827.00,676378346.00,105769231.00,207854250.00,49600000.00,58800000.00,80000000.00
Sep 26 2023,IMX,0,1178401827.00,676378346.00,105769231.00,207854250.00,49600000.00,58800000.00,80000000.00
Sep 24 2023,IMX,0,1178401827.00,676378346.00,105769231.00,207854250.00,49600000.00,58800000.00,80000000.00
Sep 22 2023,IMX,0,1178401827.00,676378346.00,105769231.00,207854250.00,49600000.00,58800000.00,80000000.00
Sep 21 2023,IMX,0,1178401827.00,676378346.00,105769231.00,207854250.00,49600000.00,58800000.00,80000000.00
Sep 19 2023,IMX,0,1178401827.00,676378346.00,105769231.00,207854250.00,49600000.00,58800000.00,80000000.00
Sep 17 2023,IMX,0,1178401827.00,676378346.00,105769231.00,207854250.00,49600000.00,58800000.00,80000000.00
Sep 15 2023,IMX,0,1178401827.00,676378346.00,105769231.00,207854250.00,49600000.00,58800000.00,80000000.00
Sep 14 2023,IMX,0,1178401827.00,676378346.00,105769231.00,207854250.00,49600000.00,58800000.00,80000000.00
Sep 12 2023,IMX,0,1178401827.00,676378346.00,105769231.00,207854250.00,49600000.00,58800000.00,80000000.00
Sep 10 2023,IMX,0,1178401827.00,676378346.00,105769231.00,207854250.00,49600000.00,58800000.00,80000000.00
Sep 08 2023,IMX,0,1178401827.00,676378346.00,105769231.00,207854250.00,49600000.00,58800000.00,80000000.00
Sep 07 2023,IMX,0,1136253671.00,652506169.00,96153846.00,199193656.00,49600000.00,58800000.00,80000000.00
Sep 05 2023,IMX,0,1136253671.00,652506169.00,96153846.00,199193656.00,49600000.00,58800000.00,80000000.00
Sep 03 2023,IMX,0,1136253671.00,652506169.00,96153846.00,199193656.00,49600000.00,58800000.00,80000000.00
Sep 01 2023,IMX,0,1136253671.00,652506169.00,96153846.00,199193656.00,49600000.00,58800000.00,80000000.00
Aug 31 2023,IMX,0,1136253671.00,652506169.00,96153846.00,199193656.00,49600000.00,58800000.00,80000000.00
Aug 29 2023,IMX,0,1136253671.00,652506169.00,96153846.00,199193656.00,49600000.00,58800000.00,80000000.00
Aug 27 2023,IMX,0,1136253671.00,652506169.00,96153846.00,199193656.00,49600000.00,58800000.00,80000000.00
Aug 25 2023,IMX,0,1136253671.00,652506169.00,96153846.00,199193656.00,49600000.00,58800000.00,80000000.00
Aug 24 2023,IMX,0,1136253671.00,652506169.00,96153846.00,199193656.00,49600000.00,58800000.00,80000000.00
Aug 22 2023,IMX,0,1136253671.00,652506169.00,96153846.00,199193656.00,49600000.00,58800000.00,80000000.00
Aug 20 2023,IMX,0,1136253671.00,652506169.00,96153846.00,199193656.00,49600000.00,58800000.00,80000000.00
Aug 19 2023,IMX,0,1136253671.00,652506169.00,96153846.00,199193656.00,49600000.00,58800000.00,80000000.00
Aug 17 2023,IMX,0,1136253671.00,652506169.00,96153846.00,199193656.00,49600000.00,58800000.00,80000000.00
Aug 15 2023,IMX,0,1136253671.00,652506169.00,96153846.00,199193656.00,49600000.00,58800000.00,80000000.00
Aug 13 2023,IMX,0,1136253671.00,652506169.00,96153846.00,199193656.00,49600000.00,58800000.00,80000000.00
Aug 12 2023,IMX,0,1136253671.00,652506169.00,96153846.00,199193656.00,49600000.00,58800000.00,80000000.00
Aug 10 2023,IMX,0,1094105517.00,628633992.00,86538462.00,190533063.00,49600000.00,58800000.00,80000000.00
Aug 08 2023,IMX,0,1094105517.00,628633992.00,86538462.00,190533063.00,49600000.00,58800000.00,80000000.00
Aug 06 2023,IMX,0,1094105517.00,628633992.00,86538462.00,190533063.00,49600000.00,58800000.00,80000000.00
Aug 05 2023,IMX,0,1094105517.00,628633992.00,86538462.00,190533063.00,49600000.00,58800000.00,80000000.00
Aug 03 2023,IMX,0,1094105517.00,628633992.00,86538462.00,190533063.00,49600000.00,58800000.00,80000000.00
Aug 01 2023,IMX,0,1094105517.00,628633992.00,86538462.00,190533063.00,49600000.00,58800000.00,80000000.00
Jul 30 2023,IMX,0,1094105517.00,628633992.00,86538462.00,190533063.00,49600000.00,58800000.00,80000000.00
Jul 29 2023,IMX,0,1094105517.00,628633992.00,86538462.00,190533063.00,49600000.00,58800000.00,80000000.00
Jul 27 2023,IMX,0,1094105517.00,628633992.00,86538462.00,190533063.00,49600000.00,58800000.00,80000000.00
Jul 25 2023,IMX,0,1094105517.00,628633992.00,86538462.00,190533063.00,49600000.00,58800000.00,80000000.00
Jul 23 2023,IMX,0,1094105517.00,628633992.00,86538462.00,190533063.00,49600000.00,58800000.00,80000000.00
Jul 22 2023,IMX,0,1094105517.00,628633992.00,86538462.00,190533063.00,49600000.00,58800000.00,80000000.00
Jul 20 2023,IMX,0,1094105517.00,628633992.00,86538462.00,190533063.00,49600000.00,58800000.00,80000000.00
Jul 18 2023,IMX,0,1094105517.00,628633992.00,86538462.00,190533063.00,49600000.00,58800000.00,80000000.00
Jul 17 2023,IMX,0,1094105517.00,628633992.00,86538462.00,190533063.00,49600000.00,58800000.00,80000000.00
Jul 15 2023,IMX,0,1094105517.00,628633992.00,86538462.00,190533063.00,49600000.00,58800000.00,80000000.00
Jul 13 2023,IMX,0,1051957361.00,604761815.00,76923077.00,181872469.00,49600000.00,58800000.00,80000000.00
Jul 11 2023,IMX,0,1051957361.00,604761815.00,76923077.00,181872469.00,49600000.00,58800000.00,80000000.00
Jul 10 2023,IMX,0,1051957361.00,604761815.00,76923077.00,181872469.00,49600000.00,58800000.00,80000000.00
Jul 08 2023,IMX,0,1051957361.00,604761815.00,76923077.00,181872469.00,49600000.00,58800000.00,80000000.00
Jul 06 2023,IMX,0,1051957361.00,604761815.00,76923077.00,181872469.00,49600000.00,58800000.00,80000000.00
Jul 04 2023,IMX,0,1051957361.00,604761815.00,76923077.00,181872469.00,49600000.00,58800000.00,80000000.00
Jul 03 2023,IMX,0,1051957361.00,604761815.00,76923077.00,181872469.00,49600000.00,58800000.00,80000000.00
Jul 01 2023,IMX,0,1051957361.00,604761815.00,76923077.00,181872469.00,49600000.00,58800000.00,80000000.00
Jun 29 2023,IMX,0,1051957361.00,604761815.00,76923077.00,181872469.00,49600000.00,58800000.00,80000000.00
Jun 27 2023,IMX,0,1051957361.00,604761815.00,76923077.00,181872469.00,49600000.00,58800000.00,80000000.00
Jun 26 2023,IMX,0,1051957361.00,604761815.00,76923077.00,181872469.00,49600000.00,58800000.00,80000000.00
Jun 24 2023,IMX,0,1051957361.00,604761815.00,76923077.00,181872469.00,49600000.00,58800000.00,80000000.00
Jun 22 2023,IMX,0,1051957361.00,604761815.00,76923077.00,181872469.00,49600000.00,58800000.00,80000000.00
Jun 20 2023,IMX,0,1051957361.00,604761815.00,76923077.00,181872469.00,49600000.00,58800000.00,80000000.00
Jun 19 2023,IMX,0,1051957361.00,604761815.00,76923077.00,181872469.00,49600000.00,58800000.00,80000000.00
Jun 17 2023,IMX,0,1051957361.00,604761815.00,76923077.00,181872469.00,49600000.00,58800000.00,80000000.00
Jun 15 2023,IMX,0,1009809206.00,580889639.00,67307692.00,173211875.00,49600000.00,58800000.00,80000000.00
Jun 13 2023,IMX,0,1009809206.00,580889639.00,67307692.00,173211875.00,49600000.00,58800000.00,80000000.00
Jun 12 2023,IMX,0,1009809206.00,580889639.00,67307692.00,173211875.00,49600000.00,58800000.00,80000000.00
Jun 10 2023,IMX,0,1009809206.00,580889639.00,67307692.00,173211875.00,49600000.00,58800000.00,80000000.00
Jun 08 2023,IMX,0,1009809206.00,580889639.00,67307692.00,173211875.00,49600000.00,58800000.00,80000000.00
Jun 07 2023,IMX,0,1009809206.00,580889639.00,67307692.00,173211875.00,49600000.00,58800000.00,80000000.00
Jun 05 2023,IMX,0,1009809206.00,580889639.00,67307692.00,173211875.00,49600000.00,58800000.00,80000000.00
Jun 03 2023,IMX,0,1009809206.00,580889639.00,67307692.00,173211875.00,49600000.00,58800000.00,80000000.00
Jun 01 2023,IMX,0,1009809206.00,580889639.00,67307692.00,173211875.00,49600000.00,58800000.00,80000000.00
May 31 2023,IMX,0,1009809206.00,580889639.00,67307692.00,173211875.00,49600000.00,58800000.00,80000000.00
May 29 2023,IMX,0,1009809206.00,580889639.00,67307692.00,173211875.00,49600000.00,58800000.00,80000000.00
May 27 2023,IMX,0,1009809206.00,580889639.00,67307692.00,173211875.00,49600000.00,58800000.00,80000000.00
May 25 2023,IMX,0,1009809206.00,580889639.00,67307692.00,173211875.00,49600000.00,58800000.00,80000000.00
May 24 2023,IMX,0,1009809206.00,580889639.00,67307692.00,173211875.00,49600000.00,58800000.00,80000000.00
May 22 2023,IMX,0,1009809206.00,580889639.00,67307692.00,173211875.00,49600000.00,58800000.00,80000000.00
May 20 2023,IMX,0,1009809206.00,580889639.00,67307692.00,173211875.00,49600000.00,58800000.00,80000000.00
May 18 2023,IMX,0,967661051.00,557017462.00,57692308.00,164551281.00,49600000.00,58800000.00,80000000.00
