Date,Symbol,Available Supply,Unlocked Supply,Ecosystem Development,Project Development,Private Sales,Public Sales 2,Public Sales 1,Foundation Reserve
May 17 2023,IMX,0,967661051.00,557017462.00,57692308.00,164551281.00,49600000.00,58800000.00,80000000.00
May 15 2023,IMX,0,967661051.00,557017462.00,57692308.00,164551281.00,49600000.00,58800000.00,80000000.00
May 13 2023,IMX,0,967661051.00,557017462.00,57692308.00,164551281.00,49600000.00,58800000.00,80000000.00
May 11 2023,IMX,0,967661051.00,557017462.00,57692308.00,164551281.00,49600000.00,58800000.00,80000000.00
May 10 2023,IMX,0,967661051.00,557017462.00,57692308.00,164551281.00,49600000.00,58800000.00,80000000.00
May 08 2023,IMX,0,967661051.00,557017462.00,57692308.00,164551281.00,49600000.00,58800000.00,80000000.00
May 06 2023,IMX,0,967661051.00,557017462.00,57692308.00,164551281.00,49600000.00,58800000.00,80000000.00
May 05 2023,IMX,0,967661051.00,557017462.00,57692308.00,164551281.00,49600000.00,58800000.00,80000000.00
May 03 2023,IMX,0,967661051.00,557017462.00,57692308.00,164551281.00,49600000.00,58800000.00,80000000.00
May 01 2023,IMX,0,967661051.00,557017462.00,57692308.00,164551281.00,49600000.00,58800000.00,80000000.00
Apr 29 2023,IMX,0,967661051.00,557017462.00,57692308.00,164551281.00,49600000.00,58800000.00,80000000.00
Apr 28 2023,IMX,0,967661051.00,557017462.00,57692308.00,164551281.00,49600000.00,58800000.00,80000000.00
Apr 26 2023,IMX,0,967661051.00,557017462.00,57692308.00,164551281.00,49600000.00,58800000.00,80000000.00
Apr 24 2023,IMX,0,967661051.00,557017462.00,57692308.00,164551281.00,49600000.00,58800000.00,80000000.00
Apr 22 2023,IMX,0,967661051.00,557017462.00,57692308.00,164551281.00,49600000.00,58800000.00,80000000.00
Apr 21 2023,IMX,0,967661051.00,557017462.00,57692308.00,164551281.00,49600000.00,58800000.00,80000000.00
Apr 19 2023,IMX,0,925512896.00,533145285.00,48076923.00,155890688.00,49600000.00,58800000.00,80000000.00
Apr 17 2023,IMX,0,925512896.00,533145285.00,48076923.00,155890688.00,49600000.00,58800000.00,80000000.00
Apr 15 2023,IMX,0,925512896.00,533145285.00,48076923.00,155890688.00,49600000.00,58800000.00,80000000.00
Apr 14 2023,IMX,0,925512896.00,533145285.00,48076923.00,155890688.00,49600000.00,58800000.00,80000000.00
Apr 12 2023,IMX,0,925512896.00,533145285.00,48076923.00,155890688.00,49600000.00,58800000.00,80000000.00
Apr 10 2023,IMX,0,925512896.00,533145285.00,48076923.00,155890688.00,49600000.00,58800000.00,80000000.00
Apr 08 2023,IMX,0,925512896.00,533145285.00,48076923.00,155890688.00,49600000.00,58800000.00,80000000.00
Apr 07 2023,IMX,0,925512896.00,533145285.00,48076923.00,155890688.00,49600000.00,58800000.00,80000000.00
Apr 05 2023,IMX,0,925512896.00,533145285.00,48076923.00,155890688.00,49600000.00,58800000.00,80000000.00
Apr 03 2023,IMX,0,925512896.00,533145285.00,48076923.00,155890688.00,49600000.00,58800000.00,80000000.00
Apr 02 2023,IMX,0,925512896.00,533145285.00,48076923.00,155890688.00,49600000.00,58800000.00,80000000.00
Mar 31 2023,IMX,0,925512896.00,533145285.00,48076923.00,155890688.00,49600000.00,58800000.00,80000000.00
Mar 29 2023,IMX,0,925512896.00,533145285.00,48076923.00,155890688.00,49600000.00,58800000.00,80000000.00
Mar 27 2023,IMX,0,925512896.00,533145285.00,48076923.00,155890688.00,49600000.00,58800000.00,80000000.00
Mar 26 2023,IMX,0,925512896.00,533145285.00,48076923.00,155890688.00,49600000.00,58800000.00,80000000.00
Mar 24 2023,IMX,0,925512896.00,533145285.00,48076923.00,155890688.00,49600000.00,58800000.00,80000000.00
Mar 22 2023,IMX,0,883364740.00,509273108.00,38461538.00,147230094.00,49600000.00,58800000.00,80000000.00
Mar 20 2023,IMX,0,883364740.00,509273108.00,38461538.00,147230094.00,49600000.00,58800000.00,80000000.00
Mar 19 2023,IMX,0,883364740.00,509273108.00,38461538.00,147230094.00,49600000.00,58800000.00,80000000.00
Mar 17 2023,IMX,0,883364740.00,509273108.00,38461538.00,147230094.00,49600000.00,58800000.00,80000000.00
Mar 15 2023,IMX,0,883364740.00,509273108.00,38461538.00,147230094.00,49600000.00,58800000.00,80000000.00
Mar 13 2023,IMX,0,883364740.00,509273108.00,38461538.00,147230094.00,49600000.00,58800000.00,80000000.00
Mar 12 2023,IMX,0,883364740.00,509273108.00,38461538.00,147230094.00,49600000.00,58800000.00,80000000.00
Mar 10 2023,IMX,0,883364740.00,509273108.00,38461538.00,147230094.00,49600000.00,58800000.00,80000000.00
Mar 08 2023,IMX,0,883364740.00,509273108.00,38461538.00,147230094.00,49600000.00,58800000.00,80000000.00
Mar 06 2023,IMX,0,883364740.00,509273108.00,38461538.00,147230094.00,49600000.00,58800000.00,80000000.00
Mar 05 2023,IMX,0,883364740.00,509273108.00,38461538.00,147230094.00,49600000.00,58800000.00,80000000.00
Mar 03 2023,IMX,0,883364740.00,509273108.00,38461538.00,147230094.00,49600000.00,58800000.00,80000000.00
Mar 01 2023,IMX,0,883364740.00,509273108.00,38461538.00,147230094.00,49600000.00,58800000.00,80000000.00
Feb 28 2023,IMX,0,883364740.00,509273108.00,38461538.00,147230094.00,49600000.00,58800000.00,80000000.00
Feb 26 2023,IMX,0,883364740.00,509273108.00,38461538.00,147230094.00,49600000.00,58800000.00,80000000.00
Feb 24 2023,IMX,0,883364740.00,509273108.00,38461538.00,147230094.00,49600000.00,58800000.00,80000000.00
Feb 22 2023,IMX,0,841216585.00,485400931.00,28846154.00,138569500.00,49600000.00,58800000.00,80000000.00
Feb 21 2023,IMX,0,841216585.00,485400931.00,28846154.00,138569500.00,49600000.00,58800000.00,80000000.00
Feb 19 2023,IMX,0,841216585.00,485400931.00,28846154.00,138569500.00,49600000.00,58800000.00,80000000.00
Feb 17 2023,IMX,0,841216585.00,485400931.00,28846154.00,138569500.00,49600000.00,58800000.00,80000000.00
Feb 15 2023,IMX,0,841216585.00,485400931.00,28846154.00,138569500.00,49600000.00,58800000.00,80000000.00
Feb 14 2023,IMX,0,841216585.00,485400931.00,28846154.00,138569500.00,49600000.00,58800000.00,80000000.00
Feb 12 2023,IMX,0,841216585.00,485400931.00,28846154.00,138569500.00,49600000.00,58800000.00,80000000.00
Feb 10 2023,IMX,0,841216585.00,485400931.00,28846154.00,138569500.00,49600000.00,58800000.00,80000000.00
Feb 08 2023,IMX,0,841216585.00,485400931.00,28846154.00,138569500.00,49600000.00,58800000.00,80000000.00
Feb 07 2023,IMX,0,841216585.00,485400931.00,28846154.00,138569500.00,49600000.00,58800000.00,80000000.00
Feb 05 2023,IMX,0,841216585.00,485400931.00,28846154.00,138569500.00,49600000.00,58800000.00,80000000.00
Feb 03 2023,IMX,0,841216585.00,485400931.00,28846154.00,138569500.00,49600000.00,58800000.00,80000000.00
Feb 01 2023,IMX,0,841216585.00,485400931.00,28846154.00,138569500.00,49600000.00,58800000.00,80000000.00
Jan 31 2023,IMX,0,841216585.00,485400931.00,28846154.00,138569500.00,49600000.00,58800000.00,80000000.00
Jan 29 2023,IMX,0,841216585.00,485400931.00,28846154.00,138569500.00,49600000.00,58800000.00,80000000.00
Jan 27 2023,IMX,0,841216585.00,485400931.00,28846154.00,138569500.00,49600000.00,58800000.00,80000000.00
Jan 26 2023,IMX,0,799068429.00,461528754.00,19230769.00,129908906.00,49600000.00,58800000.00,80000000.00
Jan 24 2023,IMX,0,799068429.00,461528754.00,19230769.00,129908906.00,49600000.00,58800000.00,80000000.00
Jan 22 2023,IMX,0,799068429.00,461528754.00,19230769.00,129908906.00,49600000.00,58800000.00,80000000.00
Jan 20 2023,IMX,0,799068429.00,461528754.00,19230769.00,129908906.00,49600000.00,58800000.00,80000000.00
Jan 19 2023,IMX,0,799068429.00,461528754.00,19230769.00,129908906.00,49600000.00,58800000.00,80000000.00
Jan 17 2023,IMX,0,799068429.00,461528754.00,19230769.00,129908906.00,49600000.00,58800000.00,80000000.00
Jan 15 2023,IMX,0,799068429.00,461528754.00,19230769.00,129908906.00,49600000.00,58800000.00,80000000.00
Jan 13 2023,IMX,0,799068429.00,461528754.00,19230769.00,129908906.00,49600000.00,58800000.00,80000000.00
Jan 12 2023,IMX,0,799068429.00,461528754.00,19230769.00,129908906.00,49600000.00,58800000.00,80000000.00
Jan 10 2023,IMX,0,799068429.00,461528754.00,19230769.00,129908906.00,49600000.00,58800000.00,80000000.00
Jan 08 2023,IMX,0,799068429.00,461528754.00,19230769.00,129908906.00,49600000.00,58800000.00,80000000.00
Jan 06 2023,IMX,0,799068429.00,461528754.00,19230769.00,129908906.00,49600000.00,58800000.00,80000000.00
Jan 05 2023,IMX,0,799068429.00,461528754.00,19230769.00,129908906.00,49600000.00,58800000.00,80000000.00
Jan 03 2023,IMX,0,799068429.00,461528754.00,19230769.00,129908906.00,49600000.00,58800000.00,80000000.00
Jan 01 2023,IMX,0,799068429.00,461528754.00,19230769.00,129908906.00,49600000.00,58800000.00,80000000.00
Dec 30 2022,IMX,0,799068429.00,461528754.00,19230769.00,129908906.00,49600000.00,58800000.00,80000000.00
Dec 29 2022,IMX,0,756920275.00,437656577.00,9615385.00,121248313.00,49600000.00,58800000.00,80000000.00
Dec 27 2022,IMX,0,756920275.00,437656577.00,9615385.00,121248313.00,49600000.00,58800000.00,80000000.00
Dec 25 2022,IMX,0,756920275.00,437656577.00,9615385.00,121248313.00,49600000.00,58800000.00,80000000.00
Dec 23 2022,IMX,0,756920275.00,437656577.00,9615385.00,121248313.00,49600000.00,58800000.00,80000000.00
Dec 22 2022,IMX,0,756920275.00,437656577.00,9615385.00,121248313.00,49600000.00,58800000.00,80000000.00
Dec 20 2022,IMX,0,756920275.00,437656577.00,9615385.00,121248313.00,49600000.00,58800000.00,80000000.00
Dec 18 2022,IMX,0,756920275.00,437656577.00,9615385.00,121248313.00,49600000.00,58800000.00,80000000.00
Dec 17 2022,IMX,0,756920275.00,437656577.00,9615385.00,121248313.00,49600000.00,58800000.00,80000000.00
Dec 15 2022,IMX,0,756920275.00,437656577.00,9615385.00,121248313.00,49600000.00,58800000.00,80000000.00
Dec 13 2022,IMX,0,756920275.00,437656577.00,9615385.00,121248313.00,49600000.00,58800000.00,80000000.00
Dec 11 2022,IMX,0,756920275.00,437656577.00,9615385.00,121248313.00,49600000.00,58800000.00,80000000.00
Dec 10 2022,IMX,0,756920275.00,437656577.00,9615385.00,121248313.00,49600000.00,58800000.00,80000000.00
Dec 08 2022,IMX,0,756920275.00,437656577.00,9615385.00,121248313.00,49600000.00,58800000.00,80000000.00
Dec 06 2022,IMX,0,756920275.00,437656577.00,9615385.00,121248313.00,49600000.00,58800000.00,80000000.00
Dec 04 2022,IMX,0,756920275.00,437656577.00,9615385.00,121248313.00,49600000.00,58800000.00,80000000.00
Dec 03 2022,IMX,0,756920275.00,437656577.00,9615385.00,121248313.00,49600000.00,58800000.00,80000000.00
Dec 01 2022,IMX,0,714772119.00,413784400.00,0,112587719.00,49600000.00,58800000.00,80000000.00
Nov 29 2022,IMX,0,714772119.00,413784400.00,0,112587719.00,49600000.00,58800000.00,80000000.00
Nov 27 2022,IMX,0,714772119.00,413784400.00,0,112587719.00,49600000.00,58800000.00,80000000.00
Nov 26 2022,IMX,0,714772119.00,413784400.00,0,112587719.00,49600000.00,58800000.00,80000000.00
Nov 24 2022,IMX,0,714772119.00,413784400.00,0,112587719.00,49600000.00,58800000.00,80000000.00
Nov 22 2022,IMX,0,714772119.00,413784400.00,0,112587719.00,49600000.00,58800000.00,80000000.00
Nov 20 2022,IMX,0,714772119.00,413784400.00,0,112587719.00,49600000.00,58800000.00,80000000.00
Nov 19 2022,IMX,0,714772119.00,413784400.00,0,112587719.00,49600000.00,58800000.00,80000000.00
Nov 17 2022,IMX,0,714772119.00,413784400.00,0,112587719.00,49600000.00,58800000.00,80000000.00
Nov 15 2022,IMX,0,714772119.00,413784400.00,0,112587719.00,49600000.00,58800000.00,80000000.00
Nov 14 2022,IMX,0,714772119.00,413784400.00,0,112587719.00,49600000.00,58800000.00,80000000.00
Nov 12 2022,IMX,0,714772119.00,413784400.00,0,112587719.00,49600000.00,58800000.00,80000000.00
Nov 10 2022,IMX,0,714772119.00,413784400.00,0,112587719.00,49600000.00,58800000.00,80000000.00
Nov 08 2022,IMX,0,714772119.00,413784400.00,0,112587719.00,49600000.00,58800000.00,80000000.00
Nov 07 2022,IMX,0,714772119.00,413784400.00,0,112587719.00,49600000.00,58800000.00,80000000.00
Nov 05 2022,IMX,0,714772119.00,413784400.00,0,112587719.00,49600000.00,58800000.00,80000000.00
Nov 03 2022,IMX,0,570354831.00,381954831.00,0,0,49600000.00,58800000.00,80000000.00
Nov 01 2022,IMX,0,570354831.00,381954831.00,0,0,49600000.00,58800000.00,80000000.00
Oct 31 2022,IMX,0,570354831.00,381954831.00,0,0,49600000.00,58800000.00,80000000.00
Oct 29 2022,IMX,0,570354831.00,381954831.00,0,0,49600000.00,58800000.00,80000000.00
Oct 27 2022,IMX,0,570354831.00,381954831.00,0,0,49600000.00,58800000.00,80000000.00
Oct 25 2022,IMX,0,570354831.00,381954831.00,0,0,49600000.00,58800000.00,80000000.00
Oct 24 2022,IMX,0,570354831.00,381954831.00,0,0,49600000.00,58800000.00,80000000.00
Oct 22 2022,IMX,0,570354831.00,381954831.00,0,0,49600000.00,58800000.00,80000000.00
Oct 20 2022,IMX,0,570354831.00,381954831.00,0,0,49600000.00,58800000.00,80000000.00
Oct 18 2022,IMX,0,570354831.00,381954831.00,0,0,49600000.00,58800000.00,80000000.00
Oct 17 2022,IMX,0,570354831.00,381954831.00,0,0,49600000.00,58800000.00,80000000.00
Oct 15 2022,IMX,0,570354831.00,381954831.00,0,0,49600000.00,58800000.00,80000000.00
Oct 13 2022,IMX,0,570354831.00,381954831.00,0,0,49600000.00,58800000.00,80000000.00
Oct 12 2022,IMX,0,570354831.00,381954831.00,0,0,49600000.00,58800000.00,80000000.00
Oct 10 2022,IMX,0,570354831.00,381954831.00,0,0,49600000.00,58800000.00,80000000.00
Oct 08 2022,IMX,0,570354831.00,381954831.00,0,0,49600000.00,58800000.00,80000000.00
Oct 06 2022,IMX,0,538525262.00,350125262.00,0,0,49600000.00,58800000.00,80000000.00
Oct 05 2022,IMX,0,538525262.00,350125262.00,0,0,49600000.00,58800000.00,80000000.00
Oct 03 2022,IMX,0,538525262.00,350125262.00,0,0,49600000.00,58800000.00,80000000.00
Oct 01 2022,IMX,0,538525262.00,350125262.00,0,0,49600000.00,58800000.00,80000000.00
Sep 29 2022,IMX,0,538525262.00,350125262.00,0,0,49600000.00,58800000.00,80000000.00
Sep 28 2022,IMX,0,538525262.00,350125262.00,0,0,49600000.00,58800000.00,80000000.00
Sep 26 2022,IMX,0,538525262.00,350125262.00,0,0,49600000.00,58800000.00,80000000.00
Sep 24 2022,IMX,0,538525262.00,350125262.00,0,0,49600000.00,58800000.00,80000000.00
Sep 22 2022,IMX,0,538525262.00,350125262.00,0,0,49600000.00,58800000.00,80000000.00
Sep 21 2022,IMX,0,538525262.00,350125262.00,0,0,49600000.00,58800000.00,80000000.00
Sep 19 2022,IMX,0,538525262.00,350125262.00,0,0,49600000.00,58800000.00,80000000.00
Sep 17 2022,IMX,0,538525262.00,350125262.00,0,0,49600000.00,58800000.00,80000000.00
Sep 15 2022,IMX,0,538525262.00,350125262.00,0,0,49600000.00,58800000.00,80000000.00
Sep 14 2022,IMX,0,538525262.00,350125262.00,0,0,49600000.00,58800000.00,80000000.00
Sep 12 2022,IMX,0,538525262.00,350125262.00,0,0,49600000.00,58800000.00,80000000.00
Sep 10 2022,IMX,0,538525262.00,350125262.00,0,0,49600000.00,58800000.00,80000000.00
Sep 09 2022,IMX,0,538525262.00,350125262.00,0,0,49600000.00,58800000.00,80000000.00
Sep 07 2022,IMX,0,506695692.00,318295692.00,0,0,49600000.00,58800000.00,80000000.00
Sep 05 2022,IMX,0,506695692.00,318295692.00,0,0,49600000.00,58800000.00,80000000.00
Sep 03 2022,IMX,0,506695692.00,318295692.00,0,0,49600000.00,58800000.00,80000000.00
Sep 02 2022,IMX,0,506695692.00,318295692.00,0,0,49600000.00,58800000.00,80000000.00
Aug 31 2022,IMX,0,506695692.00,318295692.00,0,0,49600000.00,58800000.00,80000000.00
Aug 29 2022,IMX,0,506695692.00,318295692.00,0,0,49600000.00,58800000.00,80000000.00
Aug 27 2022,IMX,0,506695692.00,318295692.00,0,0,49600000.00,58800000.00,80000000.00
Aug 26 2022,IMX,0,506695692.00,318295692.00,0,0,49600000.00,58800000.00,80000000.00
Aug 24 2022,IMX,0,506695692.00,318295692.00,0,0,49600000.00,58800000.00,80000000.00
Aug 22 2022,IMX,0,506695692.00,318295692.00,0,0,49600000.00,58800000.00,80000000.00
Aug 20 2022,IMX,0,506695692.00,318295692.00,0,0,49600000.00,58800000.00,80000000.00
Aug 19 2022,IMX,0,506695692.00,318295692.00,0,0,49600000.00,58800000.00,80000000.00
Aug 17 2022,IMX,0,506695692.00,318295692.00,0,0,49600000.00,58800000.00,80000000.00
Aug 15 2022,IMX,0,506695692.00,318295692.00,0,0,49600000.00,58800000.00,80000000.00
Aug 13 2022,IMX,0,506695692.00,318295692.00,0,0,49600000.00,58800000.00,80000000.00
Aug 12 2022,IMX,0,506695692.00,318295692.00,0,0,49600000.00,58800000.00,80000000.00
Aug 10 2022,IMX,0,474866123.00,286466123.00,0,0,49600000.00,58800000.00,80000000.00
Aug 08 2022,IMX,0,474866123.00,286466123.00,0,0,49600000.00,58800000.00,80000000.00
Aug 07 2022,IMX,0,474866123.00,286466123.00,0,0,49600000.00,58800000.00,80000000.00
Aug 05 2022,IMX,0,474866123.00,286466123.00,0,0,49600000.00,58800000.00,80000000.00
Aug 03 2022,IMX,0,474866123.00,286466123.00,0,0,49600000.00,58800000.00,80000000.00
Aug 01 2022,IMX,0,474866123.00,286466123.00,0,0,49600000.00,58800000.00,80000000.00
Jul 31 2022,IMX,0,474866123.00,286466123.00,0,0,49600000.00,58800000.00,80000000.00
Jul 29 2022,IMX,0,474866123.00,286466123.00,0,0,49600000.00,58800000.00,80000000.00
Jul 27 2022,IMX,0,474866123.00,286466123.00,0,0,49600000.00,58800000.00,80000000.00
Jul 25 2022,IMX,0,474866123.00,286466123.00,0,0,49600000.00,58800000.00,80000000.00
Jul 24 2022,IMX,0,474866123.00,286466123.00,0,0,49600000.00,58800000.00,80000000.00
Jul 22 2022,IMX,0,474866123.00,286466123.00,0,0,49600000.00,58800000.00,80000000.00
Jul 20 2022,IMX,0,474866123.00,286466123.00,0,0,49600000.00,58800000.00,80000000.00
Jul 18 2022,IMX,0,474866123.00,286466123.00,0,0,49600000.00,58800000.00,80000000.00
Jul 17 2022,IMX,0,474866123.00,286466123.00,0,0,49600000.00,58800000.00,80000000.00
Jul 15 2022,IMX,0,474866123.00,286466123.00,0,0,49600000.00,58800000.00,80000000.00
Jul 13 2022,IMX,0,443036554.00,254636554.00,0,0,49600000.00,58800000.00,80000000.00
Jul 11 2022,IMX,0,443036554.00,254636554.00,0,0,49600000.00,58800000.00,80000000.00
Jul 10 2022,IMX,0,443036554.00,254636554.00,0,0,49600000.00,58800000.00,80000000.00
Jul 08 2022,IMX,0,443036554.00,254636554.00,0,0,49600000.00,58800000.00,80000000.00
Jul 06 2022,IMX,0,443036554.00,254636554.00,0,0,49600000.00,58800000.00,80000000.00
Jul 04 2022,IMX,0,443036554.00,254636554.00,0,0,49600000.00,58800000.00,80000000.00
Jul 03 2022,IMX,0,443036554.00,254636554.00,0,0,49600000.00,58800000.00,80000000.00
Jul 01 2022,IMX,0,443036554.00,254636554.00,0,0,49600000.00,58800000.00,80000000.00
Jun 29 2022,IMX,0,443036554.00,254636554.00,0,0,49600000.00,58800000.00,80000000.00
Jun 28 2022,IMX,0,443036554.00,254636554.00,0,0,49600000.00,58800000.00,80000000.00
Jun 26 2022,IMX,0,443036554.00,254636554.00,0,0,49600000.00,58800000.00,80000000.00
Jun 24 2022,IMX,0,443036554.00,254636554.00,0,0,49600000.00,58800000.00,80000000.00
Jun 22 2022,IMX,0,443036554.00,254636554.00,0,0,49600000.00,58800000.00,80000000.00
Jun 21 2022,IMX,0,443036554.00,254636554.00,0,0,49600000.00,58800000.00,80000000.00
Jun 19 2022,IMX,0,443036554.00,254636554.00,0,0,49600000.00,58800000.00,80000000.00
Jun 17 2022,IMX,0,443036554.00,254636554.00,0,0,49600000.00,58800000.00,80000000.00
Jun 15 2022,IMX,0,411206985.00,222806985.00,0,0,49600000.00,58800000.00,80000000.00
Jun 14 2022,IMX,0,411206985.00,222806985.00,0,0,49600000.00,58800000.00,80000000.00
Jun 12 2022,IMX,0,411206985.00,222806985.00,0,0,49600000.00,58800000.00,80000000.00
Jun 10 2022,IMX,0,411206985.00,222806985.00,0,0,49600000.00,58800000.00,80000000.00
Jun 08 2022,IMX,0,411206985.00,222806985.00,0,0,49600000.00,58800000.00,80000000.00
Jun 07 2022,IMX,0,411206985.00,222806985.00,0,0,49600000.00,58800000.00,80000000.00
Jun 05 2022,IMX,0,411206985.00,222806985.00,0,0,49600000.00,58800000.00,80000000.00
Jun 03 2022,IMX,0,411206985.00,222806985.00,0,0,49600000.00,58800000.00,80000000.00
Jun 01 2022,IMX,0,411206985.00,222806985.00,0,0,49600000.00,58800000.00,80000000.00
May 31 2022,IMX,0,411206985.00,222806985.00,0,0,49600000.00,58800000.00,80000000.00
May 29 2022,IMX,0,411206985.00,222806985.00,0,0,49600000.00,58800000.00,80000000.00
May 27 2022,IMX,0,411206985.00,222806985.00,0,0,49600000.00,58800000.00,80000000.00
May 26 2022,IMX,0,411206985.00,222806985.00,0,0,49600000.00,58800000.00,80000000.00
May 24 2022,IMX,0,411206985.00,222806985.00,0,0,49600000.00,58800000.00,80000000.00
May 22 2022,IMX,0,411206985.00,222806985.00,0,0,49600000.00,58800000.00,80000000.00
May 20 2022,IMX,0,411206985.00,222806985.00,0,0,49600000.00,58800000.00,80000000.00
May 19 2022,IMX,0,379377415.00,190977415.00,0,0,49600000.00,58800000.00,80000000.00
May 17 2022,IMX,0,379377415.00,190977415.00,0,0,49600000.00,58800000.00,80000000.00
May 15 2022,IMX,0,379377415.00,190977415.00,0,0,49600000.00,58800000.00,80000000.00
May 13 2022,IMX,0,379377415.00,190977415.00,0,0,49600000.00,58800000.00,80000000.00
May 12 2022,IMX,0,379377415.00,190977415.00,0,0,49600000.00,58800000.00,80000000.00
May 10 2022,IMX,0,379377415.00,190977415.00,0,0,49600000.00,58800000.00,80000000.00
May 08 2022,IMX,0,379377415.00,190977415.00,0,0,49600000.00,58800000.00,80000000.00
May 06 2022,IMX,0,379377415.00,190977415.00,0,0,49600000.00,58800000.00,80000000.00
May 05 2022,IMX,0,379377415.00,190977415.00,0,0,49600000.00,58800000.00,80000000.00
May 03 2022,IMX,0,379377415.00,190977415.00,0,0,49600000.00,58800000.00,80000000.00
May 01 2022,IMX,0,379377415.00,190977415.00,0,0,49600000.00,58800000.00,80000000.00
Apr 29 2022,IMX,0,379377415.00,190977415.00,0,0,49600000.00,58800000.00,80000000.00
Apr 28 2022,IMX,0,379377415.00,190977415.00,0,0,49600000.00,58800000.00,80000000.00
Apr 26 2022,IMX,0,379377415.00,190977415.00,0,0,49600000.00,58800000.00,80000000.00
Apr 24 2022,IMX,0,379377415.00,190977415.00,0,0,49600000.00,58800000.00,80000000.00
Apr 23 2022,IMX,0,379377415.00,190977415.00,0,0,49600000.00,58800000.00,80000000.00
Apr 21 2022,IMX,0,339281179.00,159147846.00,0,0,41333333.00,58800000.00,80000000.00
Apr 19 2022,IMX,0,339281179.00,159147846.00,0,0,41333333.00,58800000.00,80000000.00
Apr 17 2022,IMX,0,339281179.00,159147846.00,0,0,41333333.00,58800000.00,80000000.00
Apr 16 2022,IMX,0,339281179.00,159147846.00,0,0,41333333.00,58800000.00,80000000.00
Apr 14 2022,IMX,0,339281179.00,159147846.00,0,0,41333333.00,58800000.00,80000000.00
Apr 12 2022,IMX,0,339281179.00,159147846.00,0,0,41333333.00,58800000.00,80000000.00
Apr 10 2022,IMX,0,339281179.00,159147846.00,0,0,41333333.00,58800000.00,80000000.00
Apr 09 2022,IMX,0,339281179.00,159147846.00,0,0,41333333.00,58800000.00,80000000.00
Apr 07 2022,IMX,0,339281179.00,159147846.00,0,0,41333333.00,58800000.00,80000000.00
Apr 05 2022,IMX,0,339281179.00,159147846.00,0,0,41333333.00,58800000.00,80000000.00
Apr 03 2022,IMX,0,339281179.00,159147846.00,0,0,41333333.00,58800000.00,80000000.00
Apr 02 2022,IMX,0,339281179.00,159147846.00,0,0,41333333.00,58800000.00,80000000.00
Mar 31 2022,IMX,0,339281179.00,159147846.00,0,0,41333333.00,58800000.00,80000000.00
Mar 29 2022,IMX,0,339281179.00,159147846.00,0,0,41333333.00,58800000.00,80000000.00
Mar 27 2022,IMX,0,339281179.00,159147846.00,0,0,41333333.00,58800000.00,80000000.00
Mar 26 2022,IMX,0,339281179.00,159147846.00,0,0,41333333.00,58800000.00,80000000.00
Mar 24 2022,IMX,0,299184944.00,127318277.00,0,0,33066667.00,58800000.00,80000000.00
Mar 22 2022,IMX,0,299184944.00,127318277.00,0,0,33066667.00,58800000.00,80000000.00
Mar 21 2022,IMX,0,299184944.00,127318277.00,0,0,33066667.00,58800000.00,80000000.00
Mar 19 2022,IMX,0,299184944.00,127318277.00,0,0,33066667.00,58800000.00,80000000.00
Mar 17 2022,IMX,0,299184944.00,127318277.00,0,0,33066667.00,58800000.00,80000000.00
Mar 15 2022,IMX,0,299184944.00,127318277.00,0,0,33066667.00,58800000.00,80000000.00
Mar 14 2022,IMX,0,299184944.00,127318277.00,0,0,33066667.00,58800000.00,80000000.00
Mar 12 2022,IMX,0,299184944.00,127318277.00,0,0,33066667.00,58800000.00,80000000.00
Mar 10 2022,IMX,0,299184944.00,127318277.00,0,0,33066667.00,58800000.00,80000000.00
Mar 08 2022,IMX,0,299184944.00,127318277.00,0,0,33066667.00,58800000.00,80000000.00
Mar 07 2022,IMX,0,299184944.00,127318277.00,0,0,33066667.00,58800000.00,80000000.00
Mar 05 2022,IMX,0,299184944.00,127318277.00,0,0,33066667.00,58800000.00,80000000.00
Mar 03 2022,IMX,0,299184944.00,127318277.00,0,0,33066667.00,58800000.00,80000000.00
Mar 01 2022,IMX,0,299184944.00,127318277.00,0,0,33066667.00,58800000.00,80000000.00
Feb 28 2022,IMX,0,299184944.00,127318277.00,0,0,33066667.00,58800000.00,80000000.00
Feb 26 2022,IMX,0,299184944.00,127318277.00,0,0,33066667.00,58800000.00,80000000.00
Feb 24 2022,IMX,0,259088708.00,95488708.00,0,0,24800000.00,58800000.00,80000000.00
Feb 22 2022,IMX,0,259088708.00,95488708.00,0,0,24800000.00,58800000.00,80000000.00
Feb 21 2022,IMX,0,259088708.00,95488708.00,0,0,24800000.00,58800000.00,80000000.00
Feb 19 2022,IMX,0,259088708.00,95488708.00,0,0,24800000.00,58800000.00,80000000.00
Feb 17 2022,IMX,0,259088708.00,95488708.00,0,0,24800000.00,58800000.00,80000000.00
Feb 16 2022,IMX,0,259088708.00,95488708.00,0,0,24800000.00,58800000.00,80000000.00
Feb 14 2022,IMX,0,259088708.00,95488708.00,0,0,24800000.00,58800000.00,80000000.00
Feb 12 2022,IMX,0,259088708.00,95488708.00,0,0,24800000.00,58800000.00,80000000.00
Feb 10 2022,IMX,0,259088708.00,95488708.00,0,0,24800000.00,58800000.00,80000000.00
Feb 09 2022,IMX,0,259088708.00,95488708.00,0,0,24800000.00,58800000.00,80000000.00
Feb 07 2022,IMX,0,259088708.00,95488708.00,0,0,24800000.00,58800000.00,80000000.00
