Date,Symbol,Available Supply,Unlocked Supply,Team,Community,Foundation,Strategic Sale 2,Seed Sale,Advisors and Partners,Strategic Sale 1,Marketing,Coinlist Public Sale,Early Adopters Rewards,Launch Pool,Ecosystem
Nov 26 2027,GAL,195833333.00,195833333.00,25833333.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Nov 23 2027,GAL,195833333.00,195833333.00,25833333.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Nov 20 2027,GAL,195833333.00,195833333.00,25833333.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Nov 18 2027,GAL,195833333.00,195833333.00,25833333.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Nov 15 2027,GAL,195833333.00,195833333.00,25833333.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Nov 12 2027,GAL,195833333.00,195833333.00,25833333.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Nov 09 2027,GAL,195833333.00,195833333.00,25833333.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Nov 07 2027,GAL,195833333.00,195833333.00,25833333.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Nov 04 2027,GAL,195416666.67,195416666.67,25416666.67,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Nov 01 2027,GAL,195416666.67,195416666.67,25416666.67,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Oct 30 2027,GAL,195416666.67,195416666.67,25416666.67,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Oct 27 2027,GAL,195416666.67,195416666.67,25416666.67,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Oct 24 2027,GAL,195416666.67,195416666.67,25416666.67,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Oct 22 2027,GAL,195416666.67,195416666.67,25416666.67,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Oct 19 2027,GAL,195416666.67,195416666.67,25416666.67,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Oct 16 2027,GAL,195416666.67,195416666.67,25416666.67,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Oct 13 2027,GAL,195416666.67,195416666.67,25416666.67,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Oct 11 2027,GAL,195416666.67,195416666.67,25416666.67,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Oct 08 2027,GAL,195416666.67,195416666.67,25416666.67,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Oct 05 2027,GAL,195416666.67,195416666.67,25416666.67,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Oct 03 2027,GAL,195000000.00,195000000.00,25000000.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Sep 30 2027,GAL,195000000.00,195000000.00,25000000.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Sep 27 2027,GAL,195000000.00,195000000.00,25000000.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Sep 25 2027,GAL,195000000.00,195000000.00,25000000.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Sep 22 2027,GAL,195000000.00,195000000.00,25000000.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Sep 19 2027,GAL,195000000.00,195000000.00,25000000.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Sep 16 2027,GAL,195000000.00,195000000.00,25000000.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Sep 14 2027,GAL,195000000.00,195000000.00,25000000.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Sep 11 2027,GAL,195000000.00,195000000.00,25000000.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Sep 08 2027,GAL,195000000.00,195000000.00,25000000.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Sep 06 2027,GAL,195000000.00,195000000.00,25000000.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Sep 03 2027,GAL,194583333.00,194583333.00,24583333.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Aug 31 2027,GAL,194583333.00,194583333.00,24583333.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Aug 29 2027,GAL,194583333.00,194583333.00,24583333.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Aug 26 2027,GAL,194583333.00,194583333.00,24583333.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Aug 23 2027,GAL,194583333.00,194583333.00,24583333.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Aug 20 2027,GAL,194583333.00,194583333.00,24583333.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Aug 18 2027,GAL,194583333.00,194583333.00,24583333.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Aug 15 2027,GAL,194583333.00,194583333.00,24583333.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Aug 12 2027,GAL,194583333.00,194583333.00,24583333.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Aug 10 2027,GAL,194583333.00,194583333.00,24583333.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Aug 07 2027,GAL,194583333.00,194583333.00,24583333.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Aug 04 2027,GAL,194166666.67,194166666.67,24166666.67,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Aug 02 2027,GAL,194166666.67,194166666.67,24166666.67,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Jul 30 2027,GAL,194166666.67,194166666.67,24166666.67,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Jul 27 2027,GAL,194166666.67,194166666.67,24166666.67,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Jul 24 2027,GAL,194166666.67,194166666.67,24166666.67,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Jul 22 2027,GAL,194166666.67,194166666.67,24166666.67,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Jul 19 2027,GAL,194166666.67,194166666.67,24166666.67,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Jul 16 2027,GAL,194166666.67,194166666.67,24166666.67,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Jul 14 2027,GAL,194166666.67,194166666.67,24166666.67,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Jul 11 2027,GAL,194166666.67,194166666.67,24166666.67,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Jul 08 2027,GAL,194166666.67,194166666.67,24166666.67,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Jul 06 2027,GAL,194166666.67,194166666.67,24166666.67,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Jul 03 2027,GAL,193750000.00,193750000.00,23750000.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Jun 30 2027,GAL,193750000.00,193750000.00,23750000.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Jun 27 2027,GAL,193750000.00,193750000.00,23750000.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Jun 25 2027,GAL,193750000.00,193750000.00,23750000.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Jun 22 2027,GAL,193750000.00,193750000.00,23750000.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Jun 19 2027,GAL,193750000.00,193750000.00,23750000.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Jun 17 2027,GAL,193750000.00,193750000.00,23750000.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Jun 14 2027,GAL,193750000.00,193750000.00,23750000.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Jun 11 2027,GAL,193750000.00,193750000.00,23750000.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Jun 09 2027,GAL,193750000.00,193750000.00,23750000.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Jun 06 2027,GAL,193750000.00,193750000.00,23750000.00,40000000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Jun 03 2027,GAL,192746666.00,192746666.00,23333333.00,39413333.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
May 31 2027,GAL,192746666.00,192746666.00,23333333.00,39413333.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
May 29 2027,GAL,192746666.00,192746666.00,23333333.00,39413333.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
May 26 2027,GAL,192746666.00,192746666.00,23333333.00,39413333.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
May 23 2027,GAL,192746666.00,192746666.00,23333333.00,39413333.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
May 21 2027,GAL,192746666.00,192746666.00,23333333.00,39413333.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
May 18 2027,GAL,192746666.00,192746666.00,23333333.00,39413333.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
May 15 2027,GAL,192746666.00,192746666.00,23333333.00,39413333.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
May 13 2027,GAL,192746666.00,192746666.00,23333333.00,39413333.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
May 10 2027,GAL,192746666.00,192746666.00,23333333.00,39413333.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
May 07 2027,GAL,192746666.00,192746666.00,23333333.00,39413333.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
May 04 2027,GAL,191743333.34,191743333.34,22916666.67,38826666.67,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
May 02 2027,GAL,191743333.34,191743333.34,22916666.67,38826666.67,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Apr 29 2027,GAL,191743333.34,191743333.34,22916666.67,38826666.67,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Apr 26 2027,GAL,191743333.34,191743333.34,22916666.67,38826666.67,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Apr 24 2027,GAL,191743333.34,191743333.34,22916666.67,38826666.67,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Apr 21 2027,GAL,191743333.34,191743333.34,22916666.67,38826666.67,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Apr 18 2027,GAL,191743333.34,191743333.34,22916666.67,38826666.67,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Apr 16 2027,GAL,191743333.34,191743333.34,22916666.67,38826666.67,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Apr 13 2027,GAL,191743333.34,191743333.34,22916666.67,38826666.67,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Apr 10 2027,GAL,191743333.34,191743333.34,22916666.67,38826666.67,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Apr 07 2027,GAL,191743333.34,191743333.34,22916666.67,38826666.67,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Apr 05 2027,GAL,191743333.34,191743333.34,22916666.67,38826666.67,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Apr 02 2027,GAL,190740000.00,190740000.00,22500000.00,38240000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Mar 30 2027,GAL,190740000.00,190740000.00,22500000.00,38240000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Mar 28 2027,GAL,190740000.00,190740000.00,22500000.00,38240000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Mar 25 2027,GAL,190740000.00,190740000.00,22500000.00,38240000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Mar 22 2027,GAL,190740000.00,190740000.00,22500000.00,38240000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Mar 20 2027,GAL,190740000.00,190740000.00,22500000.00,38240000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Mar 17 2027,GAL,190740000.00,190740000.00,22500000.00,38240000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Mar 14 2027,GAL,190740000.00,190740000.00,22500000.00,38240000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Mar 11 2027,GAL,190740000.00,190740000.00,22500000.00,38240000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Mar 09 2027,GAL,190740000.00,190740000.00,22500000.00,38240000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Mar 06 2027,GAL,190740000.00,190740000.00,22500000.00,38240000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Mar 03 2027,GAL,189736666.00,189736666.00,22083333.00,37653333.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Mar 01 2027,GAL,189736666.00,189736666.00,22083333.00,37653333.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Feb 26 2027,GAL,189736666.00,189736666.00,22083333.00,37653333.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Feb 23 2027,GAL,189736666.00,189736666.00,22083333.00,37653333.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Feb 21 2027,GAL,189736666.00,189736666.00,22083333.00,37653333.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Feb 18 2027,GAL,189736666.00,189736666.00,22083333.00,37653333.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Feb 15 2027,GAL,189736666.00,189736666.00,22083333.00,37653333.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Feb 12 2027,GAL,189736666.00,189736666.00,22083333.00,37653333.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Feb 10 2027,GAL,189736666.00,189736666.00,22083333.00,37653333.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Feb 07 2027,GAL,189736666.00,189736666.00,22083333.00,37653333.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Feb 04 2027,GAL,188733333.34,188733333.34,21666666.67,37066666.67,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Feb 02 2027,GAL,188733333.34,188733333.34,21666666.67,37066666.67,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Jan 30 2027,GAL,188733333.34,188733333.34,21666666.67,37066666.67,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Jan 27 2027,GAL,188733333.34,188733333.34,21666666.67,37066666.67,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Jan 25 2027,GAL,188733333.34,188733333.34,21666666.67,37066666.67,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Jan 22 2027,GAL,188733333.34,188733333.34,21666666.67,37066666.67,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Jan 19 2027,GAL,188733333.34,188733333.34,21666666.67,37066666.67,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Jan 16 2027,GAL,188733333.34,188733333.34,21666666.67,37066666.67,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Jan 14 2027,GAL,188733333.34,188733333.34,21666666.67,37066666.67,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Jan 11 2027,GAL,188733333.34,188733333.34,21666666.67,37066666.67,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Jan 08 2027,GAL,188733333.34,188733333.34,21666666.67,37066666.67,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Jan 06 2027,GAL,188733333.34,188733333.34,21666666.67,37066666.67,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Jan 03 2027,GAL,187730000.00,187730000.00,21250000.00,36480000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Dec 31 2026,GAL,187730000.00,187730000.00,21250000.00,36480000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Dec 29 2026,GAL,187730000.00,187730000.00,21250000.00,36480000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Dec 26 2026,GAL,187730000.00,187730000.00,21250000.00,36480000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Dec 23 2026,GAL,187730000.00,187730000.00,21250000.00,36480000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Dec 20 2026,GAL,187730000.00,187730000.00,21250000.00,36480000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Dec 18 2026,GAL,187730000.00,187730000.00,21250000.00,36480000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Dec 15 2026,GAL,187730000.00,187730000.00,21250000.00,36480000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Dec 12 2026,GAL,187730000.00,187730000.00,21250000.00,36480000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Dec 10 2026,GAL,187730000.00,187730000.00,21250000.00,36480000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Dec 07 2026,GAL,187730000.00,187730000.00,21250000.00,36480000.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Dec 04 2026,GAL,186726666.00,186726666.00,20833333.00,35893333.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Dec 02 2026,GAL,186726666.00,186726666.00,20833333.00,35893333.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Nov 29 2026,GAL,186726666.00,186726666.00,20833333.00,35893333.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Nov 26 2026,GAL,186726666.00,186726666.00,20833333.00,35893333.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Nov 23 2026,GAL,186726666.00,186726666.00,20833333.00,35893333.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Nov 21 2026,GAL,186726666.00,186726666.00,20833333.00,35893333.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Nov 18 2026,GAL,186726666.00,186726666.00,20833333.00,35893333.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Nov 15 2026,GAL,186726666.00,186726666.00,20833333.00,35893333.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Nov 13 2026,GAL,186726666.00,186726666.00,20833333.00,35893333.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Nov 10 2026,GAL,186726666.00,186726666.00,20833333.00,35893333.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
Nov 07 2026,GAL,186726666.00,186726666.00,20833333.00,35893333.00,20000000.00,6994000.00,21266667.00,12459333.00,13280000.00,30000000.00,10000000.00,4000000.00,3000000.00,9000000.00
