Date,Symbol,Available Supply,Unlocked Supply,Team Managed Wallets (TBD),Team Managed Wallets,Public Token Sale
Jun 06 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Jun 02 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 30 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 27 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 23 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 20 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 17 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 13 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 10 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 07 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 03 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 30 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 27 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 23 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 20 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 17 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 13 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 10 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 07 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 03 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 31 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 28 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 24 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 21 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 18 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 14 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 11 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 08 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 04 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 01 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 26 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 22 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 19 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 16 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 12 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 09 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 06 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Feb 02 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Jan 30 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Jan 27 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Jan 23 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Jan 20 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Jan 17 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Jan 13 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Jan 10 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Jan 07 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Jan 03 2025,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Dec 31 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Dec 28 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Dec 24 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Dec 21 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Dec 18 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Dec 14 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Dec 11 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Dec 08 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Dec 04 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Dec 01 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Nov 28 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Nov 24 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Nov 21 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Nov 18 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Nov 14 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Nov 11 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Nov 08 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Nov 04 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Nov 01 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Oct 29 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Oct 25 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Oct 22 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Oct 19 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Oct 16 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Oct 12 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Oct 09 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Oct 06 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Oct 02 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Sep 29 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Sep 26 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Sep 22 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Sep 19 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Sep 16 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Sep 12 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Sep 09 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Sep 06 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Sep 02 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Aug 30 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Aug 27 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Aug 23 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Aug 20 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Aug 17 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Aug 13 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Aug 10 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Aug 07 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Aug 03 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Jul 31 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Jul 28 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Jul 24 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Jul 21 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Jul 18 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Jul 14 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Jul 11 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Jul 08 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Jul 04 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Jul 01 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Jun 28 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Jun 24 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Jun 21 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Jun 18 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Jun 14 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Jun 11 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Jun 08 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Jun 04 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Jun 01 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 29 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 25 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 22 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 19 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 15 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 12 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 09 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 05 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
May 02 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 29 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 25 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 22 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 19 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 15 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 12 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 09 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 05 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Apr 02 2024,LINK,1000000000.00,556850000.00,443150000.00,206850000.00,350000000.00
Mar 30 2024,LINK,0,556850000.00,0,206850000.00,350000000.00
Mar 26 2024,LINK,0,556850000.00,0,206850000.00,350000000.00
Mar 23 2024,LINK,0,556850000.00,0,206850000.00,350000000.00
Mar 20 2024,LINK,0,556850000.00,0,206850000.00,350000000.00
Mar 16 2024,LINK,0,556850000.00,0,206850000.00,350000000.00
Mar 13 2024,LINK,0,556850000.00,0,206850000.00,350000000.00
Mar 10 2024,LINK,0,556850000.00,0,206850000.00,350000000.00
Mar 06 2024,LINK,0,556850000.00,0,206850000.00,350000000.00
Mar 03 2024,LINK,0,556850000.00,0,206850000.00,350000000.00
Feb 29 2024,LINK,0,556850000.00,0,206850000.00,350000000.00
Feb 25 2024,LINK,0,556850000.00,0,206850000.00,350000000.00
Feb 22 2024,LINK,0,556850000.00,0,206850000.00,350000000.00
Feb 19 2024,LINK,0,556850000.00,0,206850000.00,350000000.00
Feb 16 2024,LINK,0,556850000.00,0,206850000.00,350000000.00
Feb 12 2024,LINK,0,556850000.00,0,206850000.00,350000000.00
Feb 09 2024,LINK,0,556850000.00,0,206850000.00,350000000.00
Feb 06 2024,LINK,0,556850000.00,0,206850000.00,350000000.00
Feb 02 2024,LINK,0,556850000.00,0,206850000.00,350000000.00
Jan 30 2024,LINK,0,556850000.00,0,206850000.00,350000000.00
Jan 27 2024,LINK,0,556850000.00,0,206850000.00,350000000.00
Jan 23 2024,LINK,0,556850000.00,0,206850000.00,350000000.00
Jan 20 2024,LINK,0,556850000.00,0,206850000.00,350000000.00
Jan 17 2024,LINK,0,556850000.00,0,206850000.00,350000000.00
Jan 13 2024,LINK,0,556850000.00,0,206850000.00,350000000.00
Jan 10 2024,LINK,0,556850000.00,0,206850000.00,350000000.00
Jan 07 2024,LINK,0,556850000.00,0,206850000.00,350000000.00
Jan 03 2024,LINK,0,556850000.00,0,206850000.00,350000000.00
Dec 31 2023,LINK,0,556850000.00,0,206850000.00,350000000.00
Dec 28 2023,LINK,0,556850000.00,0,206850000.00,350000000.00
Dec 24 2023,LINK,0,556850000.00,0,206850000.00,350000000.00
Dec 21 2023,LINK,0,556850000.00,0,206850000.00,350000000.00
Dec 18 2023,LINK,0,556850000.00,0,206850000.00,350000000.00
Dec 14 2023,LINK,0,556850000.00,0,206850000.00,350000000.00
Dec 11 2023,LINK,0,556850000.00,0,206850000.00,350000000.00
Dec 08 2023,LINK,0,556850000.00,0,206850000.00,350000000.00
Dec 04 2023,LINK,0,556850000.00,0,206850000.00,350000000.00
Dec 01 2023,LINK,0,556850000.00,0,206850000.00,350000000.00
Nov 28 2023,LINK,0,556850000.00,0,206850000.00,350000000.00
Nov 24 2023,LINK,0,556850000.00,0,206850000.00,350000000.00
Nov 21 2023,LINK,0,556850000.00,0,206850000.00,350000000.00
Nov 18 2023,LINK,0,556850000.00,0,206850000.00,350000000.00
Nov 14 2023,LINK,0,556850000.00,0,206850000.00,350000000.00
Nov 11 2023,LINK,0,556850000.00,0,206850000.00,350000000.00
Nov 08 2023,LINK,0,556850000.00,0,206850000.00,350000000.00
Nov 04 2023,LINK,0,556850000.00,0,206850000.00,350000000.00
Nov 01 2023,LINK,0,556850000.00,0,206850000.00,350000000.00
Oct 29 2023,LINK,0,556850000.00,0,206850000.00,350000000.00
Oct 25 2023,LINK,0,556850000.00,0,206850000.00,350000000.00
Oct 22 2023,LINK,0,556850000.00,0,206850000.00,350000000.00
Oct 19 2023,LINK,0,556850000.00,0,206850000.00,350000000.00
Oct 15 2023,LINK,0,556850000.00,0,206850000.00,350000000.00
Oct 12 2023,LINK,0,556850000.00,0,206850000.00,350000000.00
Oct 09 2023,LINK,0,556850000.00,0,206850000.00,350000000.00
Oct 05 2023,LINK,0,556850000.00,0,206850000.00,350000000.00
Oct 02 2023,LINK,0,556850000.00,0,206850000.00,350000000.00
Sep 29 2023,LINK,0,556850000.00,0,206850000.00,350000000.00
Sep 25 2023,LINK,0,556850000.00,0,206850000.00,350000000.00
Sep 22 2023,LINK,0,556850000.00,0,206850000.00,350000000.00
Sep 19 2023,LINK,0,556850000.00,0,206850000.00,350000000.00
Sep 15 2023,LINK,0,556850000.00,0,206850000.00,350000000.00
Sep 12 2023,LINK,0,538100000.00,0,188100000.00,350000000.00
Sep 09 2023,LINK,0,538100000.00,0,188100000.00,350000000.00
Sep 05 2023,LINK,0,538100000.00,0,188100000.00,350000000.00
Sep 02 2023,LINK,0,538100000.00,0,188100000.00,350000000.00
Aug 30 2023,LINK,0,538100000.00,0,188100000.00,350000000.00
Aug 26 2023,LINK,0,538100000.00,0,188100000.00,350000000.00
Aug 23 2023,LINK,0,538100000.00,0,188100000.00,350000000.00
Aug 20 2023,LINK,0,538100000.00,0,188100000.00,350000000.00
Aug 16 2023,LINK,0,538100000.00,0,188100000.00,350000000.00
Aug 13 2023,LINK,0,538100000.00,0,188100000.00,350000000.00
Aug 10 2023,LINK,0,538100000.00,0,188100000.00,350000000.00
Aug 06 2023,LINK,0,538100000.00,0,188100000.00,350000000.00
Aug 03 2023,LINK,0,538100000.00,0,188100000.00,350000000.00
Jul 31 2023,LINK,0,538100000.00,0,188100000.00,350000000.00
Jul 27 2023,LINK,0,538100000.00,0,188100000.00,350000000.00
Jul 24 2023,LINK,0,538100000.00,0,188100000.00,350000000.00
Jul 21 2023,LINK,0,538100000.00,0,188100000.00,350000000.00
Jul 17 2023,LINK,0,538100000.00,0,188100000.00,350000000.00
Jul 14 2023,LINK,0,538100000.00,0,188100000.00,350000000.00
Jul 11 2023,LINK,0,538100000.00,0,188100000.00,350000000.00
Jul 07 2023,LINK,0,538100000.00,0,188100000.00,350000000.00
Jul 04 2023,LINK,0,538100000.00,0,188100000.00,350000000.00
Jul 01 2023,LINK,0,538100000.00,0,188100000.00,350000000.00
Jun 27 2023,LINK,0,538100000.00,0,188100000.00,350000000.00
Jun 24 2023,LINK,0,538100000.00,0,188100000.00,350000000.00
Jun 21 2023,LINK,0,538100000.00,0,188100000.00,350000000.00
Jun 18 2023,LINK,0,538100000.00,0,188100000.00,350000000.00
Jun 14 2023,LINK,0,517100000.00,0,167100000.00,350000000.00
Jun 11 2023,LINK,0,517100000.00,0,167100000.00,350000000.00
Jun 08 2023,LINK,0,517100000.00,0,167100000.00,350000000.00
Jun 04 2023,LINK,0,517100000.00,0,167100000.00,350000000.00
Jun 01 2023,LINK,0,517100000.00,0,167100000.00,350000000.00
May 29 2023,LINK,0,517100000.00,0,167100000.00,350000000.00
May 25 2023,LINK,0,517100000.00,0,167100000.00,350000000.00
May 22 2023,LINK,0,517100000.00,0,167100000.00,350000000.00
May 19 2023,LINK,0,517100000.00,0,167100000.00,350000000.00
May 15 2023,LINK,0,517100000.00,0,167100000.00,350000000.00
May 12 2023,LINK,0,517100000.00,0,167100000.00,350000000.00
May 09 2023,LINK,0,517100000.00,0,167100000.00,350000000.00
May 05 2023,LINK,0,517100000.00,0,167100000.00,350000000.00
May 02 2023,LINK,0,517100000.00,0,167100000.00,350000000.00
Apr 29 2023,LINK,0,517100000.00,0,167100000.00,350000000.00
Apr 25 2023,LINK,0,517100000.00,0,167100000.00,350000000.00
Apr 22 2023,LINK,0,517100000.00,0,167100000.00,350000000.00
Apr 19 2023,LINK,0,517100000.00,0,167100000.00,350000000.00
Apr 15 2023,LINK,0,517100000.00,0,167100000.00,350000000.00
Apr 12 2023,LINK,0,517100000.00,0,167100000.00,350000000.00
Apr 09 2023,LINK,0,517100000.00,0,167100000.00,350000000.00
Apr 05 2023,LINK,0,517100000.00,0,167100000.00,350000000.00
Apr 02 2023,LINK,0,517100000.00,0,167100000.00,350000000.00
Mar 30 2023,LINK,0,517100000.00,0,167100000.00,350000000.00
Mar 26 2023,LINK,0,517100000.00,0,167100000.00,350000000.00
Mar 23 2023,LINK,0,517100000.00,0,167100000.00,350000000.00
Mar 20 2023,LINK,0,517100000.00,0,167100000.00,350000000.00
Mar 16 2023,LINK,0,517100000.00,0,167100000.00,350000000.00
Mar 13 2023,LINK,0,517100000.00,0,167100000.00,350000000.00
Mar 10 2023,LINK,0,517100000.00,0,167100000.00,350000000.00
Mar 06 2023,LINK,0,517100000.00,0,167100000.00,350000000.00
Mar 03 2023,LINK,0,517100000.00,0,167100000.00,350000000.00
Feb 28 2023,LINK,0,508000000.00,0,158000000.00,350000000.00
Feb 24 2023,LINK,0,508000000.00,0,158000000.00,350000000.00
Feb 21 2023,LINK,0,508000000.00,0,158000000.00,350000000.00
Feb 18 2023,LINK,0,508000000.00,0,158000000.00,350000000.00
Feb 14 2023,LINK,0,508000000.00,0,158000000.00,350000000.00
Feb 11 2023,LINK,0,508000000.00,0,158000000.00,350000000.00
Feb 08 2023,LINK,0,508000000.00,0,158000000.00,350000000.00
Feb 04 2023,LINK,0,508000000.00,0,158000000.00,350000000.00
Feb 01 2023,LINK,0,508000000.00,0,158000000.00,350000000.00
Jan 29 2023,LINK,0,508000000.00,0,158000000.00,350000000.00
Jan 25 2023,LINK,0,508000000.00,0,158000000.00,350000000.00
Jan 22 2023,LINK,0,508000000.00,0,158000000.00,350000000.00
Jan 19 2023,LINK,0,508000000.00,0,158000000.00,350000000.00
Jan 15 2023,LINK,0,508000000.00,0,158000000.00,350000000.00
Jan 12 2023,LINK,0,508000000.00,0,158000000.00,350000000.00
Jan 09 2023,LINK,0,508000000.00,0,158000000.00,350000000.00
Jan 05 2023,LINK,0,508000000.00,0,158000000.00,350000000.00
Jan 02 2023,LINK,0,508000000.00,0,158000000.00,350000000.00
Dec 30 2022,LINK,0,508000000.00,0,158000000.00,350000000.00
Dec 26 2022,LINK,0,508000000.00,0,158000000.00,350000000.00
Dec 23 2022,LINK,0,508000000.00,0,158000000.00,350000000.00
Dec 20 2022,LINK,0,508000000.00,0,158000000.00,350000000.00
Dec 16 2022,LINK,0,508000000.00,0,158000000.00,350000000.00
Dec 13 2022,LINK,0,508000000.00,0,158000000.00,350000000.00
Dec 10 2022,LINK,0,508000000.00,0,158000000.00,350000000.00
Dec 06 2022,LINK,0,508000000.00,0,158000000.00,350000000.00
Dec 03 2022,LINK,0,508000000.00,0,158000000.00,350000000.00
Nov 30 2022,LINK,0,508000000.00,0,158000000.00,350000000.00
Nov 26 2022,LINK,0,508000000.00,0,158000000.00,350000000.00
Nov 23 2022,LINK,0,508000000.00,0,158000000.00,350000000.00
Nov 20 2022,LINK,0,491600000.00,0,141600000.00,350000000.00
Nov 16 2022,LINK,0,491600000.00,0,141600000.00,350000000.00
Nov 13 2022,LINK,0,491600000.00,0,141600000.00,350000000.00
Nov 10 2022,LINK,0,491600000.00,0,141600000.00,350000000.00
Nov 06 2022,LINK,0,491600000.00,0,141600000.00,350000000.00
Nov 03 2022,LINK,0,491600000.00,0,141600000.00,350000000.00
Oct 31 2022,LINK,0,491600000.00,0,141600000.00,350000000.00
Oct 27 2022,LINK,0,491600000.00,0,141600000.00,350000000.00
Oct 24 2022,LINK,0,491600000.00,0,141600000.00,350000000.00
Oct 21 2022,LINK,0,491600000.00,0,141600000.00,350000000.00
Oct 17 2022,LINK,0,491600000.00,0,141600000.00,350000000.00
Oct 14 2022,LINK,0,491600000.00,0,141600000.00,350000000.00
Oct 11 2022,LINK,0,491600000.00,0,141600000.00,350000000.00
Oct 08 2022,LINK,0,491600000.00,0,141600000.00,350000000.00
Oct 04 2022,LINK,0,491600000.00,0,141600000.00,350000000.00
Oct 01 2022,LINK,0,491600000.00,0,141600000.00,350000000.00
Sep 28 2022,LINK,0,491600000.00,0,141600000.00,350000000.00
Sep 24 2022,LINK,0,491600000.00,0,141600000.00,350000000.00
Sep 21 2022,LINK,0,491600000.00,0,141600000.00,350000000.00
Sep 18 2022,LINK,0,491600000.00,0,141600000.00,350000000.00
Sep 14 2022,LINK,0,491600000.00,0,141600000.00,350000000.00
Sep 11 2022,LINK,0,491600000.00,0,141600000.00,350000000.00
Sep 08 2022,LINK,0,491600000.00,0,141600000.00,350000000.00
Sep 04 2022,LINK,0,491600000.00,0,141600000.00,350000000.00
Sep 01 2022,LINK,0,491600000.00,0,141600000.00,350000000.00
Aug 29 2022,LINK,0,491600000.00,0,141600000.00,350000000.00
Aug 25 2022,LINK,0,470600000.00,0,120600000.00,350000000.00
Aug 22 2022,LINK,0,470600000.00,0,120600000.00,350000000.00
Aug 19 2022,LINK,0,470600000.00,0,120600000.00,350000000.00
Aug 15 2022,LINK,0,470100000.00,0,120100000.00,350000000.00
