Date,Symbol,Available Supply,Unlocked Supply,Team Managed Wallets (TBD),Team Managed Wallets,Public Token Sale
Aug 12 2022,LINK,0,470100000.00,0,120100000.00,350000000.00
Aug 09 2022,LINK,0,470100000.00,0,120100000.00,350000000.00
Aug 05 2022,LINK,0,469600000.00,0,119600000.00,350000000.00
Aug 02 2022,LINK,0,469600000.00,0,119600000.00,350000000.00
Jul 30 2022,LINK,0,469100000.00,0,119100000.00,350000000.00
Jul 26 2022,LINK,0,469100000.00,0,119100000.00,350000000.00
Jul 23 2022,LINK,0,468600000.00,0,118600000.00,350000000.00
Jul 20 2022,LINK,0,468600000.00,0,118600000.00,350000000.00
Jul 16 2022,LINK,0,468100000.00,0,118100000.00,350000000.00
Jul 13 2022,LINK,0,468100000.00,0,118100000.00,350000000.00
Jul 10 2022,LINK,0,467600000.00,0,117600000.00,350000000.00
Jul 06 2022,LINK,0,467600000.00,0,117600000.00,350000000.00
Jul 03 2022,LINK,0,467600000.00,0,117600000.00,350000000.00
Jun 30 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Jun 26 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Jun 23 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Jun 20 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Jun 16 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Jun 13 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Jun 10 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Jun 06 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Jun 03 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
May 31 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
May 27 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
May 24 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
May 21 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
May 17 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
May 14 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
May 11 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
May 07 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
May 04 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
May 01 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Apr 27 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Apr 24 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Apr 21 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Apr 17 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Apr 14 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Apr 11 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Apr 07 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Apr 04 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Apr 01 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Mar 28 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Mar 25 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Mar 22 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Mar 18 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Mar 15 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Mar 12 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Mar 08 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Mar 05 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Mar 02 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Feb 26 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Feb 23 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Feb 20 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Feb 16 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Feb 13 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Feb 10 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Feb 07 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Feb 03 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Jan 31 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Jan 28 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Jan 24 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Jan 21 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Jan 18 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Jan 14 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Jan 11 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Jan 08 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Jan 04 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Jan 01 2022,LINK,0,467100000.00,0,117100000.00,350000000.00
Dec 29 2021,LINK,0,467100000.00,0,117100000.00,350000000.00
Dec 25 2021,LINK,0,467100000.00,0,117100000.00,350000000.00
Dec 22 2021,LINK,0,467100000.00,0,117100000.00,350000000.00
Dec 19 2021,LINK,0,467100000.00,0,117100000.00,350000000.00
Dec 15 2021,LINK,0,467100000.00,0,117100000.00,350000000.00
Dec 12 2021,LINK,0,467100000.00,0,117100000.00,350000000.00
Dec 09 2021,LINK,0,467100000.00,0,117100000.00,350000000.00
Dec 05 2021,LINK,0,467100000.00,0,117100000.00,350000000.00
Dec 02 2021,LINK,0,467100000.00,0,117100000.00,350000000.00
Nov 29 2021,LINK,0,467100000.00,0,117100000.00,350000000.00
Nov 25 2021,LINK,0,467100000.00,0,117100000.00,350000000.00
Nov 22 2021,LINK,0,467100000.00,0,117100000.00,350000000.00
Nov 19 2021,LINK,0,467100000.00,0,117100000.00,350000000.00
Nov 15 2021,LINK,0,465600000.00,0,115600000.00,350000000.00
Nov 12 2021,LINK,0,465600000.00,0,115600000.00,350000000.00
Nov 09 2021,LINK,0,464100000.00,0,114100000.00,350000000.00
Nov 05 2021,LINK,0,464100000.00,0,114100000.00,350000000.00
Nov 02 2021,LINK,0,462600000.00,0,112600000.00,350000000.00
Oct 30 2021,LINK,0,462600000.00,0,112600000.00,350000000.00
Oct 26 2021,LINK,0,461100000.00,0,111100000.00,350000000.00
Oct 23 2021,LINK,0,461100000.00,0,111100000.00,350000000.00
Oct 20 2021,LINK,0,459600000.00,0,109600000.00,350000000.00
Oct 16 2021,LINK,0,459600000.00,0,109600000.00,350000000.00
Oct 13 2021,LINK,0,458100000.00,0,108100000.00,350000000.00
Oct 10 2021,LINK,0,458100000.00,0,108100000.00,350000000.00
Oct 06 2021,LINK,0,456600000.00,0,106600000.00,350000000.00
Oct 03 2021,LINK,0,456600000.00,0,106600000.00,350000000.00
Sep 30 2021,LINK,0,455100000.00,0,105100000.00,350000000.00
Sep 26 2021,LINK,0,455100000.00,0,105100000.00,350000000.00
Sep 23 2021,LINK,0,453600000.00,0,103600000.00,350000000.00
Sep 20 2021,LINK,0,453600000.00,0,103600000.00,350000000.00
Sep 16 2021,LINK,0,452100000.00,0,102100000.00,350000000.00
Sep 13 2021,LINK,0,452100000.00,0,102100000.00,350000000.00
Sep 10 2021,LINK,0,452100000.00,0,102100000.00,350000000.00
Sep 06 2021,LINK,0,450600000.00,0,100600000.00,350000000.00
Sep 03 2021,LINK,0,450600000.00,0,100600000.00,350000000.00
Aug 31 2021,LINK,0,449100000.00,0,99100000.00,350000000.00
Aug 27 2021,LINK,0,449100000.00,0,99100000.00,350000000.00
Aug 24 2021,LINK,0,447600000.00,0,97600000.00,350000000.00
Aug 21 2021,LINK,0,447600000.00,0,97600000.00,350000000.00
Aug 17 2021,LINK,0,446100000.00,0,96100000.00,350000000.00
Aug 14 2021,LINK,0,446100000.00,0,96100000.00,350000000.00
Aug 11 2021,LINK,0,444600000.00,0,94600000.00,350000000.00
Aug 07 2021,LINK,0,444600000.00,0,94600000.00,350000000.00
Aug 04 2021,LINK,0,443100000.00,0,93100000.00,350000000.00
Aug 01 2021,LINK,0,443100000.00,0,93100000.00,350000000.00
Jul 28 2021,LINK,0,441600000.00,0,91600000.00,350000000.00
Jul 25 2021,LINK,0,441600000.00,0,91600000.00,350000000.00
Jul 22 2021,LINK,0,440100000.00,0,90100000.00,350000000.00
Jul 22 2021,LINK,0,440100000.00,0,90100000.00,350000000.00
Jul 18 2021,LINK,0,440100000.00,0,90100000.00,350000000.00
Jul 15 2021,LINK,0,438600000.00,0,88600000.00,350000000.00
Jul 12 2021,LINK,0,438600000.00,0,88600000.00,350000000.00
Jul 08 2021,LINK,0,437100000.00,0,87100000.00,350000000.00
Jul 05 2021,LINK,0,437100000.00,0,87100000.00,350000000.00
Jul 02 2021,LINK,0,437100000.00,0,87100000.00,350000000.00
Jun 28 2021,LINK,0,435600000.00,0,85600000.00,350000000.00
Jun 25 2021,LINK,0,435600000.00,0,85600000.00,350000000.00
Jun 22 2021,LINK,0,434100000.00,0,84100000.00,350000000.00
Jun 18 2021,LINK,0,434100000.00,0,84100000.00,350000000.00
Jun 15 2021,LINK,0,432600000.00,0,82600000.00,350000000.00
Jun 12 2021,LINK,0,432600000.00,0,82600000.00,350000000.00
Jun 08 2021,LINK,0,431100000.00,0,81100000.00,350000000.00
Jun 05 2021,LINK,0,431100000.00,0,81100000.00,350000000.00
Jun 02 2021,LINK,0,429600000.00,0,79600000.00,350000000.00
May 30 2021,LINK,0,429600000.00,0,79600000.00,350000000.00
May 26 2021,LINK,0,428100000.00,0,78100000.00,350000000.00
May 23 2021,LINK,0,428100000.00,0,78100000.00,350000000.00
May 20 2021,LINK,0,426600000.00,0,76600000.00,350000000.00
May 16 2021,LINK,0,426600000.00,0,76600000.00,350000000.00
May 13 2021,LINK,0,425100000.00,0,75100000.00,350000000.00
May 10 2021,LINK,0,425100000.00,0,75100000.00,350000000.00
May 06 2021,LINK,0,423600000.00,0,73600000.00,350000000.00
May 03 2021,LINK,0,423600000.00,0,73600000.00,350000000.00
Apr 30 2021,LINK,0,423600000.00,0,73600000.00,350000000.00
Apr 26 2021,LINK,0,422100000.00,0,72100000.00,350000000.00
Apr 23 2021,LINK,0,422100000.00,0,72100000.00,350000000.00
Apr 20 2021,LINK,0,420600000.00,0,70600000.00,350000000.00
Apr 16 2021,LINK,0,420600000.00,0,70600000.00,350000000.00
Apr 13 2021,LINK,0,419100000.00,0,69100000.00,350000000.00
Apr 10 2021,LINK,0,419100000.00,0,69100000.00,350000000.00
Apr 06 2021,LINK,0,417600000.00,0,67600000.00,350000000.00
Apr 03 2021,LINK,0,417600000.00,0,67600000.00,350000000.00
Mar 31 2021,LINK,0,416100000.00,0,66100000.00,350000000.00
Mar 27 2021,LINK,0,416100000.00,0,66100000.00,350000000.00
Mar 24 2021,LINK,0,414600000.00,0,64600000.00,350000000.00
Mar 21 2021,LINK,0,414600000.00,0,64600000.00,350000000.00
Mar 17 2021,LINK,0,413100000.00,0,63100000.00,350000000.00
Mar 14 2021,LINK,0,413100000.00,0,63100000.00,350000000.00
Mar 11 2021,LINK,0,412600000.00,0,62600000.00,350000000.00
Mar 07 2021,LINK,0,412600000.00,0,62600000.00,350000000.00
Mar 04 2021,LINK,0,412600000.00,0,62600000.00,350000000.00
Mar 01 2021,LINK,0,412600000.00,0,62600000.00,350000000.00
Feb 25 2021,LINK,0,412600000.00,0,62600000.00,350000000.00
Feb 22 2021,LINK,0,412600000.00,0,62600000.00,350000000.00
Feb 19 2021,LINK,0,412600000.00,0,62600000.00,350000000.00
Feb 15 2021,LINK,0,412600000.00,0,62600000.00,350000000.00
Feb 12 2021,LINK,0,412600000.00,0,62600000.00,350000000.00
Feb 09 2021,LINK,0,412600000.00,0,62600000.00,350000000.00
Feb 05 2021,LINK,0,412600000.00,0,62600000.00,350000000.00
Feb 02 2021,LINK,0,412600000.00,0,62600000.00,350000000.00
Jan 30 2021,LINK,0,412600000.00,0,62600000.00,350000000.00
Jan 26 2021,LINK,0,412600000.00,0,62600000.00,350000000.00
Jan 23 2021,LINK,0,412600000.00,0,62600000.00,350000000.00
Jan 20 2021,LINK,0,412600000.00,0,62600000.00,350000000.00
Jan 16 2021,LINK,0,412600000.00,0,62600000.00,350000000.00
Jan 13 2021,LINK,0,412600000.00,0,62600000.00,350000000.00
Jan 10 2021,LINK,0,412600000.00,0,62600000.00,350000000.00
Jan 06 2021,LINK,0,412600000.00,0,62600000.00,350000000.00
Jan 03 2021,LINK,0,412600000.00,0,62600000.00,350000000.00
Dec 31 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Dec 27 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Dec 24 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Dec 21 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Dec 17 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Dec 14 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Dec 11 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Dec 07 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Dec 04 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Dec 01 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Nov 27 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Nov 24 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Nov 21 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Nov 17 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Nov 14 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Nov 11 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Nov 07 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Nov 04 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Nov 01 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Oct 28 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Oct 25 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Oct 22 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Oct 18 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Oct 15 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Oct 12 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Oct 08 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Oct 05 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Oct 02 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Sep 29 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Sep 25 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Sep 22 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Sep 19 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Sep 15 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Sep 12 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Sep 09 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Sep 05 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Sep 02 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Aug 30 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Aug 26 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Aug 23 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Aug 20 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Aug 16 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Aug 13 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Aug 10 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Aug 06 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Aug 03 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Jul 31 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Jul 27 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Jul 24 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Jul 21 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Jul 17 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Jul 14 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Jul 11 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Jul 07 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Jul 04 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Jul 01 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Jun 27 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Jun 24 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Jun 21 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Jun 17 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Jun 14 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Jun 11 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Jun 07 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Jun 04 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Jun 01 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
May 28 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
May 25 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
May 22 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
May 18 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
May 15 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
May 12 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
May 08 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
May 05 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
May 02 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Apr 28 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Apr 25 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Apr 22 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Apr 18 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Apr 15 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Apr 12 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Apr 08 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Apr 05 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Apr 02 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Mar 29 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Mar 26 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Mar 23 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Mar 19 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Mar 16 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Mar 13 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Mar 09 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Mar 06 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Mar 03 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Feb 28 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Feb 25 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Feb 22 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Feb 18 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Feb 15 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Feb 12 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Feb 08 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Feb 05 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Feb 02 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Jan 29 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Jan 26 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Jan 23 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Jan 20 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Jan 16 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Jan 13 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Jan 10 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Jan 06 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Jan 03 2020,LINK,0,412600000.00,0,62600000.00,350000000.00
Dec 31 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Dec 27 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Dec 24 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Dec 21 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Dec 17 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Dec 14 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Dec 11 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Dec 07 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Dec 04 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Dec 01 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Nov 27 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Nov 24 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Nov 21 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Nov 17 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Nov 14 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Nov 11 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Nov 07 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Nov 04 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Nov 01 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Oct 28 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Oct 25 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Oct 22 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Oct 18 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Oct 15 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Oct 12 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Oct 08 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Oct 05 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Oct 02 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Sep 28 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Sep 25 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Sep 22 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Sep 18 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Sep 15 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Sep 12 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Sep 08 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Sep 05 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Sep 02 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Aug 29 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Aug 26 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Aug 23 2019,LINK,0,412600000.00,0,62600000.00,350000000.00
Aug 19 2019,LINK,0,411900000.00,0,61900000.00,350000000.00
Aug 16 2019,LINK,0,410500000.00,0,60500000.00,350000000.00
Aug 13 2019,LINK,0,409800000.00,0,59800000.00,350000000.00
Aug 09 2019,LINK,0,409800000.00,0,59800000.00,350000000.00
Aug 06 2019,LINK,0,409800000.00,0,59800000.00,350000000.00
Aug 03 2019,LINK,0,409100000.00,0,59100000.00,350000000.00
Jul 30 2019,LINK,0,408400000.00,0,58400000.00,350000000.00
Jul 27 2019,LINK,0,408400000.00,0,58400000.00,350000000.00
Jul 24 2019,LINK,0,407000000.00,0,57000000.00,350000000.00
Jul 20 2019,LINK,0,405600000.00,0,55600000.00,350000000.00
Jul 17 2019,LINK,0,404200000.00,0,54200000.00,350000000.00
Jul 14 2019,LINK,0,403500000.00,0,53500000.00,350000000.00
Jul 10 2019,LINK,0,402800000.00,0,52800000.00,350000000.00
Jul 07 2019,LINK,0,401400000.00,0,51400000.00,350000000.00
Jul 04 2019,LINK,0,401400000.00,0,51400000.00,350000000.00
Jun 30 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Jun 27 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Jun 24 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Jun 20 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Jun 17 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Jun 14 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Jun 10 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Jun 07 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Jun 04 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
May 31 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
May 28 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
May 25 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
May 22 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
May 18 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
May 15 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
May 12 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
May 08 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
May 05 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
May 02 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Apr 28 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Apr 25 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Apr 22 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Apr 18 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Apr 15 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Apr 12 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Apr 08 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Apr 05 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Apr 02 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Mar 29 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Mar 26 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Mar 23 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Mar 19 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Mar 16 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Mar 13 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Mar 09 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Mar 06 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Mar 03 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Feb 27 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Feb 24 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Feb 21 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Feb 17 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Feb 14 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Feb 11 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Feb 07 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Feb 04 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Feb 01 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Jan 28 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Jan 25 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Jan 22 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Jan 18 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Jan 15 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Jan 12 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Jan 08 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Jan 05 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Jan 02 2019,LINK,0,400000000.00,0,50000000.00,350000000.00
Dec 29 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Dec 26 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
