Date,Symbol,Available Supply,Unlocked Supply,Treasury & Ecosystem,Development & Team,Presale,NFT Staking,Staking Reward,Liquidity Management,Airdrop
Dec 13 2023,X2Y2,0,950403365.89,87500000.00,75000000.00,15000000.00,438637713.84,199391141.41,14874510.63,120000000.00
Dec 12 2023,X2Y2,0,949700965.32,87500000.00,75000000.00,15000000.00,437978201.96,199355581.78,14867181.58,120000000.00
Dec 11 2023,X2Y2,0,948998564.76,87500000.00,75000000.00,15000000.00,437318690.07,199320022.16,14859852.53,120000000.00
Dec 10 2023,X2Y2,0,948296164.20,87500000.00,75000000.00,15000000.00,436659178.19,199284462.53,14852523.48,120000000.00
Dec 09 2023,X2Y2,0,947593763.64,87500000.00,75000000.00,15000000.00,435999666.30,199248902.90,14845194.43,120000000.00
Dec 08 2023,X2Y2,0,946891363.08,87500000.00,75000000.00,15000000.00,435340154.42,199213343.28,14837865.38,120000000.00
Dec 07 2023,X2Y2,0,946188962.52,87500000.00,75000000.00,15000000.00,434680642.53,199177783.65,14830536.33,120000000.00
Dec 06 2023,X2Y2,0,945486561.95,87500000.00,75000000.00,15000000.00,434021130.64,199142224.03,14823207.28,120000000.00
Dec 05 2023,X2Y2,0,944784161.39,87500000.00,75000000.00,15000000.00,433361618.76,199106664.40,14815878.23,120000000.00
Dec 04 2023,X2Y2,0,944081760.83,87500000.00,75000000.00,15000000.00,432702106.87,199071104.77,14808549.18,120000000.00
Dec 03 2023,X2Y2,0,943379360.27,87500000.00,75000000.00,15000000.00,432042594.99,199035545.15,14801220.13,120000000.00
Dec 02 2023,X2Y2,0,942676959.71,87500000.00,75000000.00,15000000.00,431383083.10,198999985.52,14793891.08,120000000.00
Dec 01 2023,X2Y2,0,941974559.15,87500000.00,75000000.00,15000000.00,430723571.22,198964425.89,14786562.03,120000000.00
Nov 30 2023,X2Y2,0,941272158.59,87500000.00,75000000.00,15000000.00,430064059.33,198928866.27,14779232.98,120000000.00
Nov 29 2023,X2Y2,0,940569758.02,87500000.00,75000000.00,15000000.00,429404547.45,198893306.64,14771903.93,120000000.00
Nov 28 2023,X2Y2,0,939867357.46,87500000.00,75000000.00,15000000.00,428745035.56,198857747.02,14764574.88,120000000.00
Nov 27 2023,X2Y2,0,939164956.90,87500000.00,75000000.00,15000000.00,428085523.68,198822187.39,14757245.83,120000000.00
Nov 26 2023,X2Y2,0,938462556.34,87500000.00,75000000.00,15000000.00,427426011.79,198786627.76,14749916.78,120000000.00
Nov 26 2023,X2Y2,0,938462556.34,87500000.00,75000000.00,15000000.00,427426011.79,198786627.76,14749916.78,120000000.00
Nov 25 2023,X2Y2,0,937760155.78,87500000.00,75000000.00,15000000.00,426766499.91,198751068.14,14742587.73,120000000.00
Nov 24 2023,X2Y2,0,937057755.22,87500000.00,75000000.00,15000000.00,426106988.02,198715508.51,14735258.68,120000000.00
Nov 23 2023,X2Y2,0,936355354.65,87500000.00,75000000.00,15000000.00,425447476.14,198679948.88,14727929.64,120000000.00
Nov 22 2023,X2Y2,0,935652954.09,87500000.00,75000000.00,15000000.00,424787964.25,198644389.26,14720600.59,120000000.00
Nov 21 2023,X2Y2,0,934950553.53,87500000.00,75000000.00,15000000.00,424128452.37,198608829.63,14713271.54,120000000.00
Nov 20 2023,X2Y2,0,934248152.97,87500000.00,75000000.00,15000000.00,423468940.48,198573270.00,14705942.49,120000000.00
Nov 19 2023,X2Y2,0,933545752.41,87500000.00,75000000.00,15000000.00,422809428.60,198537710.38,14698613.44,120000000.00
Nov 18 2023,X2Y2,0,932843351.85,87500000.00,75000000.00,15000000.00,422149916.71,198502150.75,14691284.39,120000000.00
Nov 17 2023,X2Y2,0,932140951.29,87500000.00,75000000.00,15000000.00,421490404.82,198466591.13,14683955.34,120000000.00
Nov 16 2023,X2Y2,0,931438550.72,87500000.00,75000000.00,15000000.00,420830892.94,198431031.50,14676626.29,120000000.00
Nov 15 2023,X2Y2,0,930736150.16,87500000.00,75000000.00,15000000.00,420171381.05,198395471.87,14669297.24,120000000.00
Nov 14 2023,X2Y2,0,930033749.60,87500000.00,75000000.00,15000000.00,419511869.17,198359912.25,14661968.19,120000000.00
Nov 13 2023,X2Y2,0,929331349.04,87500000.00,75000000.00,15000000.00,418852357.28,198324352.62,14654639.14,120000000.00
Nov 12 2023,X2Y2,0,928628948.48,87500000.00,75000000.00,15000000.00,418192845.40,198288792.99,14647310.09,120000000.00
Nov 11 2023,X2Y2,0,927926547.92,87500000.00,75000000.00,15000000.00,417533333.51,198253233.37,14639981.04,120000000.00
Nov 10 2023,X2Y2,0,927224147.35,87500000.00,75000000.00,15000000.00,416873821.63,198217673.74,14632651.99,120000000.00
Nov 09 2023,X2Y2,0,926521746.79,87500000.00,75000000.00,15000000.00,416214309.74,198182114.11,14625322.94,120000000.00
Nov 08 2023,X2Y2,0,925819346.23,87500000.00,75000000.00,15000000.00,415554797.86,198146554.49,14617993.89,120000000.00
Nov 07 2023,X2Y2,0,925116945.67,87500000.00,75000000.00,15000000.00,414895285.97,198110994.86,14610664.84,120000000.00
Nov 06 2023,X2Y2,0,924414545.11,87500000.00,75000000.00,15000000.00,414235774.09,198075435.24,14603335.79,120000000.00
Nov 05 2023,X2Y2,0,923712144.55,87500000.00,75000000.00,15000000.00,413576262.20,198039875.61,14596006.74,120000000.00
Nov 04 2023,X2Y2,0,923009743.99,87500000.00,75000000.00,15000000.00,412916750.32,198004315.98,14588677.69,120000000.00
Nov 03 2023,X2Y2,0,922307343.42,87500000.00,75000000.00,15000000.00,412257238.43,197968756.36,14581348.64,120000000.00
Nov 02 2023,X2Y2,0,921604942.86,87500000.00,75000000.00,15000000.00,411597726.55,197933196.73,14574019.59,120000000.00
Nov 01 2023,X2Y2,0,920902542.30,87500000.00,75000000.00,15000000.00,410938214.66,197897637.10,14566690.54,120000000.00
Oct 31 2023,X2Y2,0,920200141.74,87500000.00,75000000.00,15000000.00,410278702.77,197862077.48,14559361.49,120000000.00
Oct 30 2023,X2Y2,0,919497741.18,87500000.00,75000000.00,15000000.00,409619190.89,197826517.85,14552032.44,120000000.00
Oct 29 2023,X2Y2,0,918795340.62,87500000.00,75000000.00,15000000.00,408959679.00,197790958.22,14544703.39,120000000.00
Oct 28 2023,X2Y2,0,918092940.05,87500000.00,75000000.00,15000000.00,408300167.12,197755398.60,14537374.34,120000000.00
Oct 27 2023,X2Y2,0,917390539.49,87500000.00,75000000.00,15000000.00,407640655.23,197719838.97,14530045.29,120000000.00
Oct 26 2023,X2Y2,0,916688138.93,87500000.00,75000000.00,15000000.00,406981143.35,197684279.35,14522716.24,120000000.00
Oct 25 2023,X2Y2,0,915985738.37,87500000.00,75000000.00,15000000.00,406321631.46,197648719.72,14515387.19,120000000.00
Oct 24 2023,X2Y2,0,915283337.81,87500000.00,75000000.00,15000000.00,405662119.58,197613160.09,14508058.14,120000000.00
Oct 23 2023,X2Y2,0,914580937.25,87500000.00,75000000.00,15000000.00,405002607.69,197577600.47,14500729.09,120000000.00
Oct 23 2023,X2Y2,0,914580937.25,87500000.00,75000000.00,15000000.00,405002607.69,197577600.47,14500729.09,120000000.00
Oct 22 2023,X2Y2,0,913878536.69,87500000.00,75000000.00,15000000.00,404343095.81,197542040.84,14493400.04,120000000.00
Oct 21 2023,X2Y2,0,913176136.12,87500000.00,75000000.00,15000000.00,403683583.92,197506481.21,14486070.99,120000000.00
Oct 20 2023,X2Y2,0,912473735.56,87500000.00,75000000.00,15000000.00,403024072.04,197470921.59,14478741.94,120000000.00
Oct 19 2023,X2Y2,0,911771335.00,87500000.00,75000000.00,15000000.00,402364560.15,197435361.96,14471412.89,120000000.00
Oct 18 2023,X2Y2,0,911068934.44,87500000.00,75000000.00,15000000.00,401705048.27,197399802.34,14464083.84,120000000.00
Oct 17 2023,X2Y2,0,910366533.88,87500000.00,75000000.00,15000000.00,401045536.38,197364242.71,14456754.79,120000000.00
Oct 16 2023,X2Y2,0,909664133.32,87500000.00,75000000.00,15000000.00,400386024.50,197328683.08,14449425.74,120000000.00
Oct 15 2023,X2Y2,0,908961732.76,87500000.00,75000000.00,15000000.00,399726512.61,197293123.46,14442096.69,120000000.00
Oct 14 2023,X2Y2,0,908259332.19,87500000.00,75000000.00,15000000.00,399067000.73,197257563.83,14434767.64,120000000.00
Oct 13 2023,X2Y2,0,907556931.63,87500000.00,75000000.00,15000000.00,398407488.84,197222004.20,14427438.59,120000000.00
Oct 12 2023,X2Y2,0,906854531.07,87500000.00,75000000.00,15000000.00,397747976.95,197186444.58,14420109.54,120000000.00
Oct 11 2023,X2Y2,0,906152130.51,87500000.00,75000000.00,15000000.00,397088465.07,197150884.95,14412780.49,120000000.00
Oct 10 2023,X2Y2,0,905449729.95,87500000.00,75000000.00,15000000.00,396428953.18,197115325.32,14405451.44,120000000.00
Oct 09 2023,X2Y2,0,904747329.39,87500000.00,75000000.00,15000000.00,395769441.30,197079765.70,14398122.39,120000000.00
Oct 08 2023,X2Y2,0,904044928.82,87500000.00,75000000.00,15000000.00,395109929.41,197044206.07,14390793.34,120000000.00
Oct 07 2023,X2Y2,0,890842528.26,75000000.00,75000000.00,15000000.00,394450417.53,197008646.45,14383464.29,120000000.00
Oct 06 2023,X2Y2,0,890140127.70,75000000.00,75000000.00,15000000.00,393790905.64,196973086.82,14376135.24,120000000.00
Oct 05 2023,X2Y2,0,889437727.14,75000000.00,75000000.00,15000000.00,393131393.76,196937527.19,14368806.19,120000000.00
Oct 04 2023,X2Y2,0,888735326.58,75000000.00,75000000.00,15000000.00,392471881.87,196901967.57,14361477.14,120000000.00
Oct 03 2023,X2Y2,0,888032926.02,75000000.00,75000000.00,15000000.00,391812369.99,196866407.94,14354148.09,120000000.00
Oct 02 2023,X2Y2,0,887330525.46,75000000.00,75000000.00,15000000.00,391152858.10,196830848.31,14346819.04,120000000.00
Oct 01 2023,X2Y2,0,886628124.89,75000000.00,75000000.00,15000000.00,390493346.22,196795288.69,14339489.99,120000000.00
Sep 30 2023,X2Y2,0,885925724.33,75000000.00,75000000.00,15000000.00,389833834.33,196759729.06,14332160.94,120000000.00
Sep 29 2023,X2Y2,0,885223323.77,75000000.00,75000000.00,15000000.00,389174322.45,196724169.43,14324831.89,120000000.00
Sep 28 2023,X2Y2,0,884520923.21,75000000.00,75000000.00,15000000.00,388514810.56,196688609.81,14317502.84,120000000.00
Sep 27 2023,X2Y2,0,883818522.65,75000000.00,75000000.00,15000000.00,387855298.68,196653050.18,14310173.79,120000000.00
Sep 26 2023,X2Y2,0,883116122.09,75000000.00,75000000.00,15000000.00,387195786.79,196617490.56,14302844.74,120000000.00
Sep 25 2023,X2Y2,0,882413721.52,75000000.00,75000000.00,15000000.00,386536274.91,196581930.93,14295515.69,120000000.00
Sep 24 2023,X2Y2,0,881711320.96,75000000.00,75000000.00,15000000.00,385876763.02,196546371.30,14288186.64,120000000.00
Sep 23 2023,X2Y2,0,881008920.40,75000000.00,75000000.00,15000000.00,385217251.13,196510811.68,14280857.59,120000000.00
Sep 22 2023,X2Y2,0,880306519.84,75000000.00,75000000.00,15000000.00,384557739.25,196475252.05,14273528.54,120000000.00
Sep 21 2023,X2Y2,0,879604119.28,75000000.00,75000000.00,15000000.00,383898227.36,196439692.42,14266199.49,120000000.00
Sep 20 2023,X2Y2,0,878901718.72,75000000.00,75000000.00,15000000.00,383238715.48,196404132.80,14258870.44,120000000.00
Sep 20 2023,X2Y2,0,878901718.72,75000000.00,75000000.00,15000000.00,383238715.48,196404132.80,14258870.44,120000000.00
Sep 19 2023,X2Y2,0,878199318.16,75000000.00,75000000.00,15000000.00,382579203.59,196368573.17,14251541.39,120000000.00
Sep 18 2023,X2Y2,0,877496917.59,75000000.00,75000000.00,15000000.00,381919691.71,196333013.54,14244212.34,120000000.00
Sep 17 2023,X2Y2,0,876794517.03,75000000.00,75000000.00,15000000.00,381260179.82,196297453.92,14236883.29,120000000.00
Sep 16 2023,X2Y2,0,876092116.47,75000000.00,75000000.00,15000000.00,380600667.94,196261894.29,14229554.24,120000000.00
Sep 15 2023,X2Y2,0,875389715.91,75000000.00,75000000.00,15000000.00,379941156.05,196226334.67,14222225.19,120000000.00
Sep 14 2023,X2Y2,0,874687315.35,75000000.00,75000000.00,15000000.00,379281644.17,196190775.04,14214896.14,120000000.00
Sep 13 2023,X2Y2,0,873984914.79,75000000.00,75000000.00,15000000.00,378622132.28,196155215.41,14207567.09,120000000.00
Sep 12 2023,X2Y2,0,873282514.22,75000000.00,75000000.00,15000000.00,377962620.40,196119655.79,14200238.04,120000000.00
Sep 11 2023,X2Y2,0,872580113.66,75000000.00,75000000.00,15000000.00,377303108.51,196084096.16,14192908.99,120000000.00
Sep 10 2023,X2Y2,0,871877713.10,75000000.00,75000000.00,15000000.00,376643596.63,196048536.53,14185579.94,120000000.00
Sep 09 2023,X2Y2,0,871175312.54,75000000.00,75000000.00,15000000.00,375984084.74,196012976.91,14178250.89,120000000.00
Sep 08 2023,X2Y2,0,870472911.98,75000000.00,75000000.00,15000000.00,375324572.86,195977417.28,14170921.84,120000000.00
Sep 07 2023,X2Y2,0,869770511.42,75000000.00,75000000.00,15000000.00,374665060.97,195941857.65,14163592.79,120000000.00
Sep 06 2023,X2Y2,0,869068110.86,75000000.00,75000000.00,15000000.00,374005549.08,195906298.03,14156263.74,120000000.00
Sep 05 2023,X2Y2,0,868365710.29,75000000.00,75000000.00,15000000.00,373346037.20,195870738.40,14148934.69,120000000.00
Sep 04 2023,X2Y2,0,867663309.73,75000000.00,75000000.00,15000000.00,372686525.31,195835178.78,14141605.64,120000000.00
Sep 03 2023,X2Y2,0,866960909.17,75000000.00,75000000.00,15000000.00,372027013.43,195799619.15,14134276.59,120000000.00
Sep 02 2023,X2Y2,0,866258508.61,75000000.00,75000000.00,15000000.00,371367501.54,195764059.52,14126947.54,120000000.00
Sep 01 2023,X2Y2,0,865556108.05,75000000.00,75000000.00,15000000.00,370707989.66,195728499.90,14119618.49,120000000.00
Aug 31 2023,X2Y2,0,864853707.49,75000000.00,75000000.00,15000000.00,370048477.77,195692940.27,14112289.44,120000000.00
Aug 30 2023,X2Y2,0,864151306.92,75000000.00,75000000.00,15000000.00,369388965.89,195657380.64,14104960.39,120000000.00
Aug 29 2023,X2Y2,0,863448906.36,75000000.00,75000000.00,15000000.00,368729454.00,195621821.02,14097631.34,120000000.00
Aug 28 2023,X2Y2,0,862746505.80,75000000.00,75000000.00,15000000.00,368069942.12,195586261.39,14090302.29,120000000.00
Aug 27 2023,X2Y2,0,862044105.24,75000000.00,75000000.00,15000000.00,367410430.23,195550701.77,14082973.24,120000000.00
Aug 26 2023,X2Y2,0,861341704.68,75000000.00,75000000.00,15000000.00,366750918.35,195515142.14,14075644.19,120000000.00
Aug 25 2023,X2Y2,0,860639304.12,75000000.00,75000000.00,15000000.00,366091406.46,195479582.51,14068315.14,120000000.00
Aug 24 2023,X2Y2,0,859936903.56,75000000.00,75000000.00,15000000.00,365431894.58,195444022.89,14060986.09,120000000.00
Aug 23 2023,X2Y2,0,859234502.99,75000000.00,75000000.00,15000000.00,364772382.69,195408463.26,14053657.04,120000000.00
Aug 22 2023,X2Y2,0,858532102.43,75000000.00,75000000.00,15000000.00,364112870.81,195372903.63,14046327.99,120000000.00
Aug 21 2023,X2Y2,0,857829701.87,75000000.00,75000000.00,15000000.00,363453358.92,195337344.01,14038998.94,120000000.00
Aug 20 2023,X2Y2,0,857127301.31,75000000.00,75000000.00,15000000.00,362793847.04,195301784.38,14031669.89,120000000.00
Aug 19 2023,X2Y2,0,856424900.75,75000000.00,75000000.00,15000000.00,362134335.15,195266224.75,14024340.84,120000000.00
Aug 18 2023,X2Y2,0,855722500.19,75000000.00,75000000.00,15000000.00,361474823.26,195230665.13,14017011.79,120000000.00
Aug 18 2023,X2Y2,0,855722500.19,75000000.00,75000000.00,15000000.00,361474823.26,195230665.13,14017011.79,120000000.00
Aug 17 2023,X2Y2,0,855020099.62,75000000.00,75000000.00,15000000.00,360815311.38,195195105.50,14009682.74,120000000.00
Aug 16 2023,X2Y2,0,854317699.06,75000000.00,75000000.00,15000000.00,360155799.49,195159545.88,14002353.69,120000000.00
Aug 15 2023,X2Y2,0,853615298.50,75000000.00,75000000.00,15000000.00,359496287.61,195123986.25,13995024.64,120000000.00
Aug 14 2023,X2Y2,0,852912897.94,75000000.00,75000000.00,15000000.00,358836775.72,195088426.62,13987695.59,120000000.00
Aug 13 2023,X2Y2,0,852210497.38,75000000.00,75000000.00,15000000.00,358177263.84,195052867.00,13980366.54,120000000.00
Aug 12 2023,X2Y2,0,851508096.82,75000000.00,75000000.00,15000000.00,357517751.95,195017307.37,13973037.49,120000000.00
Aug 11 2023,X2Y2,0,850805696.26,75000000.00,75000000.00,15000000.00,356858240.07,194981747.74,13965708.44,120000000.00
Aug 10 2023,X2Y2,0,850103295.69,75000000.00,75000000.00,15000000.00,356198728.18,194946188.12,13958379.39,120000000.00
Aug 09 2023,X2Y2,0,849400895.13,75000000.00,75000000.00,15000000.00,355539216.30,194910628.49,13951050.34,120000000.00
Aug 08 2023,X2Y2,0,848698494.57,75000000.00,75000000.00,15000000.00,354879704.41,194875068.86,13943721.29,120000000.00
Aug 07 2023,X2Y2,0,847996094.01,75000000.00,75000000.00,15000000.00,354220192.53,194839509.24,13936392.24,120000000.00
Aug 06 2023,X2Y2,0,847293693.45,75000000.00,75000000.00,15000000.00,353560680.64,194803949.61,13929063.19,120000000.00
Aug 05 2023,X2Y2,0,846591292.89,75000000.00,75000000.00,15000000.00,352901168.76,194768389.99,13921734.14,120000000.00
Aug 04 2023,X2Y2,0,845888892.32,75000000.00,75000000.00,15000000.00,352241656.87,194732830.36,13914405.09,120000000.00
Aug 03 2023,X2Y2,0,845186491.76,75000000.00,75000000.00,15000000.00,351582144.99,194697270.73,13907076.05,120000000.00
Aug 02 2023,X2Y2,0,844484091.20,75000000.00,75000000.00,15000000.00,350922633.10,194661711.11,13899747.00,120000000.00
Aug 01 2023,X2Y2,0,843781690.64,75000000.00,75000000.00,15000000.00,350263121.21,194626151.48,13892417.95,120000000.00
Jul 31 2023,X2Y2,0,843079290.08,75000000.00,75000000.00,15000000.00,349603609.33,194590591.85,13885088.90,120000000.00
Jul 30 2023,X2Y2,0,842376889.52,75000000.00,75000000.00,15000000.00,348944097.44,194555032.23,13877759.85,120000000.00
Jul 29 2023,X2Y2,0,841674488.96,75000000.00,75000000.00,15000000.00,348284585.56,194519472.60,13870430.80,120000000.00
Jul 28 2023,X2Y2,0,840972088.39,75000000.00,75000000.00,15000000.00,347625073.67,194483912.97,13863101.75,120000000.00
Jul 27 2023,X2Y2,0,840269687.83,75000000.00,75000000.00,15000000.00,346965561.79,194448353.35,13855772.70,120000000.00
Jul 26 2023,X2Y2,0,839567287.27,75000000.00,75000000.00,15000000.00,346306049.90,194412793.72,13848443.65,120000000.00
Jul 25 2023,X2Y2,0,838864886.71,75000000.00,75000000.00,15000000.00,345646538.02,194377234.10,13841114.60,120000000.00
Jul 24 2023,X2Y2,0,838162486.15,75000000.00,75000000.00,15000000.00,344987026.13,194341674.47,13833785.55,120000000.00
Jul 23 2023,X2Y2,0,837460085.59,75000000.00,75000000.00,15000000.00,344327514.25,194306114.84,13826456.50,120000000.00
Jul 22 2023,X2Y2,0,836757685.02,75000000.00,75000000.00,15000000.00,343668002.36,194270555.22,13819127.45,120000000.00
Jul 21 2023,X2Y2,0,836055284.46,75000000.00,75000000.00,15000000.00,343008490.48,194234995.59,13811798.40,120000000.00
Jul 20 2023,X2Y2,0,835352883.90,75000000.00,75000000.00,15000000.00,342348978.59,194199435.96,13804469.35,120000000.00
Jul 19 2023,X2Y2,0,834650483.34,75000000.00,75000000.00,15000000.00,341689466.71,194163876.34,13797140.30,120000000.00
Jul 18 2023,X2Y2,0,833948082.78,75000000.00,75000000.00,15000000.00,341029954.82,194128316.71,13789811.25,120000000.00
Jul 17 2023,X2Y2,0,795745682.22,62500000.00,50000000.00,15000000.00,340370442.94,194092757.09,13782482.20,120000000.00
Jul 16 2023,X2Y2,0,795043281.66,62500000.00,50000000.00,15000000.00,339710931.05,194057197.46,13775153.15,120000000.00
Jul 16 2023,X2Y2,0,795043281.66,62500000.00,50000000.00,15000000.00,339710931.05,194057197.46,13775153.15,120000000.00
Jul 15 2023,X2Y2,0,794340881.09,62500000.00,50000000.00,15000000.00,339051419.17,194021637.83,13767824.10,120000000.00
Jul 14 2023,X2Y2,0,793638480.53,62500000.00,50000000.00,15000000.00,338391907.28,193986078.21,13760495.05,120000000.00
Jul 13 2023,X2Y2,0,792936079.97,62500000.00,50000000.00,15000000.00,337732395.39,193950518.58,13753166.00,120000000.00
Jul 12 2023,X2Y2,0,792233679.41,62500000.00,50000000.00,15000000.00,337072883.51,193914958.95,13745836.95,120000000.00
Jul 11 2023,X2Y2,0,791531278.85,62500000.00,50000000.00,15000000.00,336413371.62,193879399.33,13738507.90,120000000.00
Jul 10 2023,X2Y2,0,790828878.29,62500000.00,50000000.00,15000000.00,335753859.74,193843839.70,13731178.85,120000000.00
Jul 09 2023,X2Y2,0,790126477.73,62500000.00,50000000.00,15000000.00,335094347.85,193808280.07,13723849.80,120000000.00
Jul 08 2023,X2Y2,0,789424077.16,62500000.00,50000000.00,15000000.00,334434835.97,193772720.45,13716520.75,120000000.00
Jul 07 2023,X2Y2,0,788721676.60,62500000.00,50000000.00,15000000.00,333775324.08,193737160.82,13709191.70,120000000.00
Jul 06 2023,X2Y2,0,788019276.04,62500000.00,50000000.00,15000000.00,333115812.20,193701601.20,13701862.65,120000000.00
Jul 05 2023,X2Y2,0,787316875.48,62500000.00,50000000.00,15000000.00,332456300.31,193666041.57,13694533.60,120000000.00
Jul 04 2023,X2Y2,0,786614474.92,62500000.00,50000000.00,15000000.00,331796788.43,193630481.94,13687204.55,120000000.00
Jul 03 2023,X2Y2,0,785912074.36,62500000.00,50000000.00,15000000.00,331137276.54,193594922.32,13679875.50,120000000.00
Jul 02 2023,X2Y2,0,785209673.79,62500000.00,50000000.00,15000000.00,330477764.66,193559362.69,13672546.45,120000000.00
Jul 01 2023,X2Y2,0,784507273.23,62500000.00,50000000.00,15000000.00,329818252.77,193523803.06,13665217.40,120000000.00
Jun 30 2023,X2Y2,0,783804872.67,62500000.00,50000000.00,15000000.00,329158740.89,193488243.44,13657888.35,120000000.00
Jun 29 2023,X2Y2,0,783102472.11,62500000.00,50000000.00,15000000.00,328499229.00,193452683.81,13650559.30,120000000.00
Jun 28 2023,X2Y2,0,782400071.55,62500000.00,50000000.00,15000000.00,327839717.12,193417124.18,13643230.25,120000000.00
Jun 27 2023,X2Y2,0,781697670.99,62500000.00,50000000.00,15000000.00,327180205.23,193381564.56,13635901.20,120000000.00
Jun 26 2023,X2Y2,0,780995270.43,62500000.00,50000000.00,15000000.00,326520693.34,193346004.93,13628572.15,120000000.00
Jun 25 2023,X2Y2,0,780292869.86,62500000.00,50000000.00,15000000.00,325861181.46,193310445.31,13621243.10,120000000.00
Jun 24 2023,X2Y2,0,779590469.30,62500000.00,50000000.00,15000000.00,325201669.57,193274885.68,13613914.05,120000000.00
Jun 23 2023,X2Y2,0,778888068.74,62500000.00,50000000.00,15000000.00,324542157.69,193239326.05,13606585.00,120000000.00
Jun 22 2023,X2Y2,0,778185668.18,62500000.00,50000000.00,15000000.00,323882645.80,193203766.43,13599255.95,120000000.00
Jun 21 2023,X2Y2,0,777483267.62,62500000.00,50000000.00,15000000.00,323223133.92,193168206.80,13591926.90,120000000.00
Jun 20 2023,X2Y2,0,776780867.06,62500000.00,50000000.00,15000000.00,322563622.03,193132647.17,13584597.85,120000000.00
Jun 19 2023,X2Y2,0,776078466.49,62500000.00,50000000.00,15000000.00,321904110.15,193097087.55,13577268.80,120000000.00
Jun 18 2023,X2Y2,0,775376065.93,62500000.00,50000000.00,15000000.00,321244598.26,193061527.92,13569939.75,120000000.00
Jun 17 2023,X2Y2,0,774673665.37,62500000.00,50000000.00,15000000.00,320585086.38,193025968.29,13562610.70,120000000.00
Jun 16 2023,X2Y2,0,773971264.81,62500000.00,50000000.00,15000000.00,319925574.49,192990408.67,13555281.65,120000000.00
Jun 15 2023,X2Y2,0,773268864.25,62500000.00,50000000.00,15000000.00,319266062.61,192954849.04,13547952.60,120000000.00
Jun 14 2023,X2Y2,0,772566463.69,62500000.00,50000000.00,15000000.00,318606550.72,192919289.42,13540623.55,120000000.00
Jun 13 2023,X2Y2,0,771864063.13,62500000.00,50000000.00,15000000.00,317947038.84,192883729.79,13533294.50,120000000.00
Jun 12 2023,X2Y2,0,771161662.56,62500000.00,50000000.00,15000000.00,317287526.95,192848170.16,13525965.45,120000000.00
Jun 12 2023,X2Y2,0,771161662.56,62500000.00,50000000.00,15000000.00,317287526.95,192848170.16,13525965.45,120000000.00
Jun 11 2023,X2Y2,0,770459262.00,62500000.00,50000000.00,15000000.00,316628015.07,192812610.54,13518636.40,120000000.00
Jun 10 2023,X2Y2,0,769756861.44,62500000.00,50000000.00,15000000.00,315968503.18,192777050.91,13511307.35,120000000.00
Jun 09 2023,X2Y2,0,769054460.88,62500000.00,50000000.00,15000000.00,315308991.30,192741491.28,13503978.30,120000000.00
Jun 08 2023,X2Y2,0,768352060.32,62500000.00,50000000.00,15000000.00,314649479.41,192705931.66,13496649.25,120000000.00
Jun 07 2023,X2Y2,0,767649659.76,62500000.00,50000000.00,15000000.00,313989967.52,192670372.03,13489320.20,120000000.00
Jun 06 2023,X2Y2,0,766947259.19,62500000.00,50000000.00,15000000.00,313330455.64,192634812.40,13481991.15,120000000.00
Jun 05 2023,X2Y2,0,766244858.63,62500000.00,50000000.00,15000000.00,312670943.75,192599252.78,13474662.10,120000000.00
Jun 04 2023,X2Y2,0,765542458.07,62500000.00,50000000.00,15000000.00,312011431.87,192563693.15,13467333.05,120000000.00
Jun 03 2023,X2Y2,0,764840057.51,62500000.00,50000000.00,15000000.00,311351919.98,192528133.53,13460004.00,120000000.00
Jun 02 2023,X2Y2,0,764137656.95,62500000.00,50000000.00,15000000.00,310692408.10,192492573.90,13452674.95,120000000.00
Jun 01 2023,X2Y2,0,763435256.39,62500000.00,50000000.00,15000000.00,310032896.21,192457014.27,13445345.90,120000000.00
May 31 2023,X2Y2,0,762732855.83,62500000.00,50000000.00,15000000.00,309373384.33,192421454.65,13438016.85,120000000.00
May 30 2023,X2Y2,0,762030455.26,62500000.00,50000000.00,15000000.00,308713872.44,192385895.02,13430687.80,120000000.00
May 29 2023,X2Y2,0,761328054.70,62500000.00,50000000.00,15000000.00,308054360.56,192350335.39,13423358.75,120000000.00
May 28 2023,X2Y2,0,760625654.14,62500000.00,50000000.00,15000000.00,307394848.67,192314775.77,13416029.70,120000000.00
May 27 2023,X2Y2,0,759923253.58,62500000.00,50000000.00,15000000.00,306735336.79,192279216.14,13408700.65,120000000.00
May 26 2023,X2Y2,0,759220853.02,62500000.00,50000000.00,15000000.00,306075824.90,192243656.52,13401371.60,120000000.00
May 25 2023,X2Y2,0,758518452.46,62500000.00,50000000.00,15000000.00,305416313.02,192208096.89,13394042.55,120000000.00
May 24 2023,X2Y2,0,757816051.89,62500000.00,50000000.00,15000000.00,304756801.13,192172537.26,13386713.50,120000000.00
May 23 2023,X2Y2,0,757113651.33,62500000.00,50000000.00,15000000.00,304097289.25,192136977.64,13379384.45,120000000.00
May 22 2023,X2Y2,0,756411250.77,62500000.00,50000000.00,15000000.00,303437777.36,192101418.01,13372055.40,120000000.00
May 21 2023,X2Y2,0,755708850.21,62500000.00,50000000.00,15000000.00,302778265.47,192065858.38,13364726.35,120000000.00
May 20 2023,X2Y2,0,755006449.65,62500000.00,50000000.00,15000000.00,302118753.59,192030298.76,13357397.30,120000000.00
