Date,Symbol,Available Supply,Unlocked Supply,Future Investors,Dev Team,Treasury,Liquidity Providers (LP)
Dec 11 2021,JOE,0,246628800.00,24662880.00,49325760.00,49325760.00,123314400.00
Dec 09 2021,JOE,0,244987200.00,24498720.00,48997440.00,48997440.00,122493600.00
Dec 08 2021,JOE,0,244166400.00,24416640.00,48833280.00,48833280.00,122083200.00
Dec 07 2021,JOE,0,243345600.00,24334560.00,48669120.00,48669120.00,121672800.00
Dec 06 2021,JOE,0,242524800.00,24252480.00,48504960.00,48504960.00,121262400.00
Dec 04 2021,JOE,0,240883200.00,24088320.00,48176640.00,48176640.00,120441600.00
Dec 03 2021,JOE,0,240062400.00,24006240.00,48012480.00,48012480.00,120031200.00
Dec 02 2021,JOE,0,239198400.00,23919840.00,47839680.00,47839680.00,119599200.00
Dec 01 2021,JOE,0,238334400.00,23833440.00,47666880.00,47666880.00,119167200.00
Nov 30 2021,JOE,0,237470400.00,23747040.00,47494080.00,47494080.00,118735200.00
Nov 28 2021,JOE,0,235742400.00,23574240.00,47148480.00,47148480.00,117871200.00
Nov 27 2021,JOE,0,234878400.00,23487840.00,46975680.00,46975680.00,117439200.00
Nov 26 2021,JOE,0,234014400.00,23401440.00,46802880.00,46802880.00,117007200.00
Nov 25 2021,JOE,0,233150400.00,23315040.00,46630080.00,46630080.00,116575200.00
Nov 23 2021,JOE,0,231422400.00,23142240.00,46284480.00,46284480.00,115711200.00
Nov 22 2021,JOE,0,230558400.00,23055840.00,46111680.00,46111680.00,115279200.00
Nov 21 2021,JOE,0,229694400.00,22969440.00,45938880.00,45938880.00,114847200.00
Nov 20 2021,JOE,0,228830400.00,22883040.00,45766080.00,45766080.00,114415200.00
Nov 18 2021,JOE,0,227102400.00,22710240.00,45420480.00,45420480.00,113551200.00
Nov 17 2021,JOE,0,226238400.00,22623840.00,45247680.00,45247680.00,113119200.00
Nov 16 2021,JOE,0,225374400.00,22537440.00,45074880.00,45074880.00,112687200.00
Nov 15 2021,JOE,0,224510400.00,22451040.00,44902080.00,44902080.00,112255200.00
Nov 14 2021,JOE,0,223646400.00,22364640.00,44729280.00,44729280.00,111823200.00
Nov 12 2021,JOE,0,221918400.00,22191840.00,44383680.00,44383680.00,110959200.00
Nov 11 2021,JOE,0,221054400.00,22105440.00,44210880.00,44210880.00,110527200.00
Nov 10 2021,JOE,0,220190400.00,22019040.00,44038080.00,44038080.00,110095200.00
Nov 09 2021,JOE,0,219326400.00,21932640.00,43865280.00,43865280.00,109663200.00
Nov 07 2021,JOE,0,217598400.00,21759840.00,43519680.00,43519680.00,108799200.00
Nov 06 2021,JOE,0,216734400.00,21673440.00,43346880.00,43346880.00,108367200.00
Nov 05 2021,JOE,0,215870400.00,21587040.00,43174080.00,43174080.00,107935200.00
Nov 04 2021,JOE,0,215006400.00,21500640.00,43001280.00,43001280.00,107503200.00
Nov 03 2021,JOE,0,214142400.00,21414240.00,42828480.00,42828480.00,107071200.00
Nov 01 2021,JOE,0,211809600.00,21180960.00,42361920.00,42361920.00,105904800.00
Oct 31 2021,JOE,0,210643200.00,21064320.00,42128640.00,42128640.00,105321600.00
Oct 30 2021,JOE,0,209476800.00,20947680.00,41895360.00,41895360.00,104738400.00
Oct 29 2021,JOE,0,208310400.00,20831040.00,41662080.00,41662080.00,104155200.00
Oct 27 2021,JOE,0,205977600.00,20597760.00,41195520.00,41195520.00,102988800.00
Oct 26 2021,JOE,0,204811200.00,20481120.00,40962240.00,40962240.00,102405600.00
Oct 25 2021,JOE,0,203644800.00,20364480.00,40728960.00,40728960.00,101822400.00
Oct 24 2021,JOE,0,202478400.00,20247840.00,40495680.00,40495680.00,101239200.00
Oct 23 2021,JOE,0,201312000.00,20131200.00,40262400.00,40262400.00,100656000.00
Oct 21 2021,JOE,0,198979200.00,19897920.00,39795840.00,39795840.00,99489600.00
Oct 20 2021,JOE,0,197812800.00,19781280.00,39562560.00,39562560.00,98906400.00
Oct 19 2021,JOE,0,196646400.00,19664640.00,39329280.00,39329280.00,98323200.00
Oct 18 2021,JOE,0,195480000.00,19548000.00,39096000.00,39096000.00,97740000.00
Oct 16 2021,JOE,0,193147200.00,19314720.00,38629440.00,38629440.00,96573600.00
Oct 15 2021,JOE,0,191980800.00,19198080.00,38396160.00,38396160.00,95990400.00
Oct 14 2021,JOE,0,190814400.00,19081440.00,38162880.00,38162880.00,95407200.00
Oct 13 2021,JOE,0,189648000.00,18964800.00,37929600.00,37929600.00,94824000.00
Oct 11 2021,JOE,0,187315200.00,18731520.00,37463040.00,37463040.00,93657600.00
Oct 10 2021,JOE,0,186148800.00,18614880.00,37229760.00,37229760.00,93074400.00
Oct 09 2021,JOE,0,184982400.00,18498240.00,36996480.00,36996480.00,92491200.00
Oct 08 2021,JOE,0,183816000.00,18381600.00,36763200.00,36763200.00,91908000.00
Oct 07 2021,JOE,0,182649600.00,18264960.00,36529920.00,36529920.00,91324800.00
Oct 05 2021,JOE,0,180316800.00,18031680.00,36063360.00,36063360.00,90158400.00
Oct 04 2021,JOE,0,179150400.00,17915040.00,35830080.00,35830080.00,89575200.00
Oct 03 2021,JOE,0,177984000.00,17798400.00,35596800.00,35596800.00,88992000.00
Oct 02 2021,JOE,0,123560640.00,0,0,35303040.00,88257600.00
Sep 30 2021,JOE,0,121504320.00,0,0,34715520.00,86788800.00
Sep 29 2021,JOE,0,120476160.00,0,0,34421760.00,86054400.00
Sep 28 2021,JOE,0,119448000.00,0,0,34128000.00,85320000.00
Sep 27 2021,JOE,0,118419840.00,0,0,33834240.00,84585600.00
Sep 26 2021,JOE,0,117391680.00,0,0,33540480.00,83851200.00
Sep 24 2021,JOE,0,115335360.00,0,0,32952960.00,82382400.00
Sep 23 2021,JOE,0,114307200.00,0,0,32659200.00,81648000.00
Sep 22 2021,JOE,0,113279040.00,0,0,32365440.00,80913600.00
Sep 21 2021,JOE,0,112250880.00,0,0,32071680.00,80179200.00
Sep 19 2021,JOE,0,110194560.00,0,0,31484160.00,78710400.00
Sep 18 2021,JOE,0,109166400.00,0,0,31190400.00,77976000.00
Sep 17 2021,JOE,0,108138240.00,0,0,30896640.00,77241600.00
Sep 16 2021,JOE,0,107110080.00,0,0,30602880.00,76507200.00
Sep 15 2021,JOE,0,106081920.00,0,0,30309120.00,75772800.00
Sep 13 2021,JOE,0,104025600.00,0,0,29721600.00,74304000.00
Sep 12 2021,JOE,0,102997440.00,0,0,29427840.00,73569600.00
Sep 11 2021,JOE,0,101969280.00,0,0,29134080.00,72835200.00
Sep 10 2021,JOE,0,100941120.00,0,0,28840320.00,72100800.00
Sep 08 2021,JOE,0,98884800.00,0,0,28252800.00,70632000.00
Sep 07 2021,JOE,0,97856640.00,0,0,27959040.00,69897600.00
Sep 06 2021,JOE,0,96828480.00,0,0,27665280.00,69163200.00
Sep 05 2021,JOE,0,95800320.00,0,0,27371520.00,68428800.00
Sep 04 2021,JOE,0,94772160.00,0,0,27077760.00,67694400.00
Sep 02 2021,JOE,0,92534400.00,0,0,26438400.00,66096000.00
Sep 01 2021,JOE,0,91324800.00,0,0,26092800.00,65232000.00
Aug 31 2021,JOE,0,90115200.00,0,0,25747200.00,64368000.00
Aug 30 2021,JOE,0,88905600.00,0,0,25401600.00,63504000.00
Aug 28 2021,JOE,0,86486400.00,0,0,24710400.00,61776000.00
Aug 27 2021,JOE,0,85276800.00,0,0,24364800.00,60912000.00
Aug 26 2021,JOE,0,84067200.00,0,0,24019200.00,60048000.00
Aug 25 2021,JOE,0,82857600.00,0,0,23673600.00,59184000.00
Aug 23 2021,JOE,0,80438400.00,0,0,22982400.00,57456000.00
Aug 22 2021,JOE,0,79228800.00,0,0,22636800.00,56592000.00
Aug 21 2021,JOE,0,78019200.00,0,0,22291200.00,55728000.00
Aug 20 2021,JOE,0,76809600.00,0,0,21945600.00,54864000.00
Aug 19 2021,JOE,0,75600000.00,0,0,21600000.00,54000000.00
Aug 17 2021,JOE,0,73180800.00,0,0,20908800.00,52272000.00
Aug 16 2021,JOE,0,71971200.00,0,0,20563200.00,51408000.00
Aug 15 2021,JOE,0,70761600.00,0,0,20217600.00,50544000.00
Aug 14 2021,JOE,0,69552000.00,0,0,19872000.00,49680000.00
Aug 12 2021,JOE,0,67132800.00,0,0,19180800.00,47952000.00
Aug 11 2021,JOE,0,65923200.00,0,0,18835200.00,47088000.00
Aug 10 2021,JOE,0,64713600.00,0,0,18489600.00,46224000.00
Aug 09 2021,JOE,0,63504000.00,0,0,18144000.00,45360000.00
Aug 08 2021,JOE,0,62294400.00,0,0,17798400.00,44496000.00
Aug 06 2021,JOE,0,59875200.00,0,0,17107200.00,42768000.00
Aug 05 2021,JOE,0,58665600.00,0,0,16761600.00,41904000.00
Aug 04 2021,JOE,0,57456000.00,0,0,16416000.00,41040000.00
Aug 03 2021,JOE,0,56246400.00,0,0,16070400.00,40176000.00
Aug 01 2021,JOE,0,52617600.00,0,0,15033600.00,37584000.00
Jul 31 2021,JOE,0,50803200.00,0,0,14515200.00,36288000.00
Jul 30 2021,JOE,0,48988800.00,0,0,13996800.00,34992000.00
Jul 29 2021,JOE,0,47174400.00,0,0,13478400.00,33696000.00
Jul 28 2021,JOE,0,45360000.00,0,0,12960000.00,32400000.00
Jul 26 2021,JOE,0,41731200.00,0,0,11923200.00,29808000.00
Jul 25 2021,JOE,0,39916800.00,0,0,11404800.00,28512000.00
Jul 24 2021,JOE,0,38102400.00,0,0,10886400.00,27216000.00
Jul 23 2021,JOE,0,36288000.00,0,0,10368000.00,25920000.00
Jul 21 2021,JOE,0,32659200.00,0,0,9331200.00,23328000.00
Jul 20 2021,JOE,0,30844800.00,0,0,8812800.00,22032000.00
Jul 19 2021,JOE,0,29030400.00,0,0,8294400.00,20736000.00
Jul 18 2021,JOE,0,27216000.00,0,0,7776000.00,19440000.00
Jul 16 2021,JOE,0,23587200.00,0,0,6739200.00,16848000.00
Jul 15 2021,JOE,0,21772800.00,0,0,6220800.00,15552000.00
Jul 14 2021,JOE,0,19958400.00,0,0,5702400.00,14256000.00
Jul 13 2021,JOE,0,18144000.00,0,0,5184000.00,12960000.00
Jul 12 2021,JOE,0,16329600.00,0,0,4665600.00,11664000.00
Jul 10 2021,JOE,0,12700800.00,0,0,3628800.00,9072000.00
Jul 09 2021,JOE,0,10886400.00,0,0,3110400.00,7776000.00
Jul 08 2021,JOE,0,9072000.00,0,0,2592000.00,6480000.00
Jul 07 2021,JOE,0,7257600.00,0,0,2073600.00,5184000.00
Jul 05 2021,JOE,0,3628800.00,0,0,1036800.00,2592000.00
Jul 04 2021,JOE,0,1814400.00,0,0,518400.00,1296000.00
Jul 03 2021,JOE,0.00,0.00,0,0,0,0
