Date,Symbol,Available Supply,Unlocked Supply,Team and Future Employees,Private Investors,Public Sale,Community Development
Aug 09 2024,GEL,389931521.90,389931521.90,74414021.90,88344900.00,16827600.00,210345000.00
Aug 07 2024,GEL,389777985.40,389777985.40,74260485.40,88344900.00,16827600.00,210345000.00
Aug 05 2024,GEL,389624448.91,389624448.91,74106948.91,88344900.00,16827600.00,210345000.00
Aug 04 2024,GEL,389547680.66,389547680.66,74030180.66,88344900.00,16827600.00,210345000.00
Aug 02 2024,GEL,389394144.16,389394144.16,73876644.16,88344900.00,16827600.00,210345000.00
Jul 31 2024,GEL,389240607.66,389240607.66,73723107.66,88344900.00,16827600.00,210345000.00
Jul 29 2024,GEL,389087071.17,389087071.17,73569571.17,88344900.00,16827600.00,210345000.00
Jul 28 2024,GEL,389010302.92,389010302.92,73492802.92,88344900.00,16827600.00,210345000.00
Jul 26 2024,GEL,388856766.42,388856766.42,73339266.42,88344900.00,16827600.00,210345000.00
Jul 24 2024,GEL,388703229.93,388703229.93,73185729.93,88344900.00,16827600.00,210345000.00
Jul 22 2024,GEL,388549693.43,388549693.43,73032193.43,88344900.00,16827600.00,210345000.00
Jul 21 2024,GEL,388472925.18,388472925.18,72955425.18,88344900.00,16827600.00,210345000.00
Jul 19 2024,GEL,388319388.69,388319388.69,72801888.69,88344900.00,16827600.00,210345000.00
Jul 17 2024,GEL,388165852.19,388165852.19,72648352.19,88344900.00,16827600.00,210345000.00
Jul 15 2024,GEL,388012315.69,388012315.69,72494815.69,88344900.00,16827600.00,210345000.00
Jul 14 2024,GEL,387935547.45,387935547.45,72418047.45,88344900.00,16827600.00,210345000.00
Jul 12 2024,GEL,387782010.95,387782010.95,72264510.95,88344900.00,16827600.00,210345000.00
Jul 10 2024,GEL,387628474.45,387628474.45,72110974.45,88344900.00,16827600.00,210345000.00
Jul 08 2024,GEL,387474937.96,387474937.96,71957437.96,88344900.00,16827600.00,210345000.00
Jul 07 2024,GEL,387398169.71,387398169.71,71880669.71,88344900.00,16827600.00,210345000.00
Jul 05 2024,GEL,387244633.21,387244633.21,71727133.21,88344900.00,16827600.00,210345000.00
Jul 03 2024,GEL,387091096.72,387091096.72,71573596.72,88344900.00,16827600.00,210345000.00
Jul 01 2024,GEL,386937560.22,386937560.22,71420060.22,88344900.00,16827600.00,210345000.00
Jun 30 2024,GEL,386860791.97,386860791.97,71343291.97,88344900.00,16827600.00,210345000.00
Jun 28 2024,GEL,386707255.47,386707255.47,71189755.47,88344900.00,16827600.00,210345000.00
Jun 26 2024,GEL,386553718.98,386553718.98,71036218.98,88344900.00,16827600.00,210345000.00
Jun 25 2024,GEL,386476950.73,386476950.73,70959450.73,88344900.00,16827600.00,210345000.00
Jun 23 2024,GEL,386323414.23,386323414.23,70805914.23,88344900.00,16827600.00,210345000.00
Jun 21 2024,GEL,386169877.74,386169877.74,70652377.74,88344900.00,16827600.00,210345000.00
Jun 19 2024,GEL,386016341.24,386016341.24,70498841.24,88344900.00,16827600.00,210345000.00
Jun 18 2024,GEL,385939572.99,385939572.99,70422072.99,88344900.00,16827600.00,210345000.00
Jun 16 2024,GEL,385786036.50,385786036.50,70268536.50,88344900.00,16827600.00,210345000.00
Jun 14 2024,GEL,385632500.00,385632500.00,70115000.00,88344900.00,16827600.00,210345000.00
Jun 12 2024,GEL,385478963.50,385478963.50,69961463.50,88344900.00,16827600.00,210345000.00
Jun 11 2024,GEL,385402195.26,385402195.26,69884695.26,88344900.00,16827600.00,210345000.00
Jun 09 2024,GEL,385248658.76,385248658.76,69731158.76,88344900.00,16827600.00,210345000.00
Jun 07 2024,GEL,385095122.26,385095122.26,69577622.26,88344900.00,16827600.00,210345000.00
Jun 05 2024,GEL,384941585.77,384941585.77,69424085.77,88344900.00,16827600.00,210345000.00
Jun 04 2024,GEL,384864817.52,384864817.52,69347317.52,88344900.00,16827600.00,210345000.00
Jun 02 2024,GEL,384711281.02,384711281.02,69193781.02,88344900.00,16827600.00,210345000.00
May 31 2024,GEL,384557744.53,384557744.53,69040244.53,88344900.00,16827600.00,210345000.00
May 29 2024,GEL,384404208.03,384404208.03,68886708.03,88344900.00,16827600.00,210345000.00
May 28 2024,GEL,384327439.78,384327439.78,68809939.78,88344900.00,16827600.00,210345000.00
May 26 2024,GEL,384173903.28,384173903.28,68656403.28,88344900.00,16827600.00,210345000.00
May 24 2024,GEL,384020366.79,384020366.79,68502866.79,88344900.00,16827600.00,210345000.00
May 22 2024,GEL,383866830.29,383866830.29,68349330.29,88344900.00,16827600.00,210345000.00
May 21 2024,GEL,383790062.04,383790062.04,68272562.04,88344900.00,16827600.00,210345000.00
May 19 2024,GEL,383636525.55,383636525.55,68119025.55,88344900.00,16827600.00,210345000.00
May 17 2024,GEL,383482989.05,383482989.05,67965489.05,88344900.00,16827600.00,210345000.00
May 15 2024,GEL,383329452.55,383329452.55,67811952.55,88344900.00,16827600.00,210345000.00
May 14 2024,GEL,383252684.31,383252684.31,67735184.31,88344900.00,16827600.00,210345000.00
May 12 2024,GEL,383099147.81,383099147.81,67581647.81,88344900.00,16827600.00,210345000.00
May 10 2024,GEL,382945611.31,382945611.31,67428111.31,88344900.00,16827600.00,210345000.00
May 08 2024,GEL,382792074.82,382792074.82,67274574.82,88344900.00,16827600.00,210345000.00
May 07 2024,GEL,382715306.57,382715306.57,67197806.57,88344900.00,16827600.00,210345000.00
May 05 2024,GEL,382561770.07,382561770.07,67044270.07,88344900.00,16827600.00,210345000.00
May 03 2024,GEL,382408233.58,382408233.58,66890733.58,88344900.00,16827600.00,210345000.00
May 02 2024,GEL,382331465.33,382331465.33,66813965.33,88344900.00,16827600.00,210345000.00
Apr 30 2024,GEL,382177928.83,382177928.83,66660428.83,88344900.00,16827600.00,210345000.00
Apr 28 2024,GEL,382024392.34,382024392.34,66506892.34,88344900.00,16827600.00,210345000.00
Apr 26 2024,GEL,381870855.84,381870855.84,66353355.84,88344900.00,16827600.00,210345000.00
Apr 25 2024,GEL,381794087.59,381794087.59,66276587.59,88344900.00,16827600.00,210345000.00
Apr 23 2024,GEL,381640551.09,381640551.09,66123051.09,88344900.00,16827600.00,210345000.00
Apr 21 2024,GEL,381487014.60,381487014.60,65969514.60,88344900.00,16827600.00,210345000.00
Apr 19 2024,GEL,381333478.10,381333478.10,65815978.10,88344900.00,16827600.00,210345000.00
Apr 18 2024,GEL,381256709.85,381256709.85,65739209.85,88344900.00,16827600.00,210345000.00
Apr 16 2024,GEL,381103173.36,381103173.36,65585673.36,88344900.00,16827600.00,210345000.00
Apr 14 2024,GEL,380949636.86,380949636.86,65432136.86,88344900.00,16827600.00,210345000.00
Apr 12 2024,GEL,380796100.36,380796100.36,65278600.36,88344900.00,16827600.00,210345000.00
Apr 11 2024,GEL,380719332.12,380719332.12,65201832.12,88344900.00,16827600.00,210345000.00
Apr 09 2024,GEL,380565795.62,380565795.62,65048295.62,88344900.00,16827600.00,210345000.00
Apr 07 2024,GEL,380412259.12,380412259.12,64894759.12,88344900.00,16827600.00,210345000.00
Apr 05 2024,GEL,380258722.63,380258722.63,64741222.63,88344900.00,16827600.00,210345000.00
Apr 04 2024,GEL,380181954.38,380181954.38,64664454.38,88344900.00,16827600.00,210345000.00
Apr 02 2024,GEL,380028417.88,380028417.88,64510917.88,88344900.00,16827600.00,210345000.00
Mar 31 2024,GEL,379874881.39,379874881.39,64357381.39,88344900.00,16827600.00,210345000.00
Mar 29 2024,GEL,0,379721344.89,64203844.89,88344900.00,16827600.00,210345000.00
Mar 28 2024,GEL,0,379644576.64,64127076.64,88344900.00,16827600.00,210345000.00
Mar 26 2024,GEL,0,379491040.15,63973540.15,88344900.00,16827600.00,210345000.00
Mar 24 2024,GEL,0,379337503.65,63820003.65,88344900.00,16827600.00,210345000.00
Mar 22 2024,GEL,0,379183967.15,63666467.15,88344900.00,16827600.00,210345000.00
Mar 21 2024,GEL,0,379107198.91,63589698.91,88344900.00,16827600.00,210345000.00
Mar 19 2024,GEL,0,378953662.41,63436162.41,88344900.00,16827600.00,210345000.00
Mar 17 2024,GEL,0,378800125.91,63282625.91,88344900.00,16827600.00,210345000.00
Mar 15 2024,GEL,0,378646589.42,63129089.42,88344900.00,16827600.00,210345000.00
Mar 14 2024,GEL,0,378569821.17,63052321.17,88344900.00,16827600.00,210345000.00
Mar 12 2024,GEL,0,378416284.67,62898784.67,88344900.00,16827600.00,210345000.00
Mar 10 2024,GEL,0,378262748.18,62745248.18,88344900.00,16827600.00,210345000.00
Mar 09 2024,GEL,0,378185979.93,62668479.93,88344900.00,16827600.00,210345000.00
Mar 07 2024,GEL,0,378032443.43,62514943.43,88344900.00,16827600.00,210345000.00
Mar 05 2024,GEL,0,377878906.93,62361406.93,88344900.00,16827600.00,210345000.00
Mar 03 2024,GEL,0,377725370.44,62207870.44,88344900.00,16827600.00,210345000.00
Mar 02 2024,GEL,0,377648602.19,62131102.19,88344900.00,16827600.00,210345000.00
Feb 29 2024,GEL,0,377495065.69,61977565.69,88344900.00,16827600.00,210345000.00
Feb 27 2024,GEL,0,377341529.20,61824029.20,88344900.00,16827600.00,210345000.00
Feb 25 2024,GEL,0,377187992.70,61670492.70,88344900.00,16827600.00,210345000.00
Feb 24 2024,GEL,0,377111224.45,61593724.45,88344900.00,16827600.00,210345000.00
Feb 22 2024,GEL,0,376957687.96,61440187.96,88344900.00,16827600.00,210345000.00
Feb 20 2024,GEL,0,376804151.46,61286651.46,88344900.00,16827600.00,210345000.00
Feb 18 2024,GEL,0,376650614.96,61133114.96,88344900.00,16827600.00,210345000.00
Feb 17 2024,GEL,0,376573846.72,61056346.72,88344900.00,16827600.00,210345000.00
Feb 15 2024,GEL,0,376420310.22,60902810.22,88344900.00,16827600.00,210345000.00
Feb 13 2024,GEL,0,376266773.72,60749273.72,88344900.00,16827600.00,210345000.00
Feb 11 2024,GEL,0,376113237.23,60595737.23,88344900.00,16827600.00,210345000.00
Feb 10 2024,GEL,0,376036468.98,60518968.98,88344900.00,16827600.00,210345000.00
Feb 08 2024,GEL,0,375882932.48,60365432.48,88344900.00,16827600.00,210345000.00
Feb 06 2024,GEL,0,375729395.99,60211895.99,88344900.00,16827600.00,210345000.00
Feb 04 2024,GEL,0,375575859.49,60058359.49,88344900.00,16827600.00,210345000.00
Feb 03 2024,GEL,0,375499091.24,59981591.24,88344900.00,16827600.00,210345000.00
Feb 01 2024,GEL,0,375345554.74,59828054.74,88344900.00,16827600.00,210345000.00
Jan 30 2024,GEL,0,375192018.25,59674518.25,88344900.00,16827600.00,210345000.00
Jan 28 2024,GEL,0,375038481.75,59520981.75,88344900.00,16827600.00,210345000.00
Jan 27 2024,GEL,0,374961713.50,59444213.50,88344900.00,16827600.00,210345000.00
Jan 25 2024,GEL,0,374808177.01,59290677.01,88344900.00,16827600.00,210345000.00
Jan 23 2024,GEL,0,374654640.51,59137140.51,88344900.00,16827600.00,210345000.00
Jan 21 2024,GEL,0,374501104.01,58983604.01,88344900.00,16827600.00,210345000.00
Jan 20 2024,GEL,0,374424335.77,58906835.77,88344900.00,16827600.00,210345000.00
Jan 18 2024,GEL,0,374270799.27,58753299.27,88344900.00,16827600.00,210345000.00
Jan 16 2024,GEL,0,374117262.77,58599762.77,88344900.00,16827600.00,210345000.00
Jan 15 2024,GEL,0,374040494.53,58522994.53,88344900.00,16827600.00,210345000.00
Jan 13 2024,GEL,0,373886958.03,58369458.03,88344900.00,16827600.00,210345000.00
Jan 11 2024,GEL,0,373733421.53,58215921.53,88344900.00,16827600.00,210345000.00
Jan 09 2024,GEL,0,373579885.04,58062385.04,88344900.00,16827600.00,210345000.00
Jan 08 2024,GEL,0,373503116.79,57985616.79,88344900.00,16827600.00,210345000.00
Jan 06 2024,GEL,0,373349580.29,57832080.29,88344900.00,16827600.00,210345000.00
Jan 04 2024,GEL,0,373196043.80,57678543.80,88344900.00,16827600.00,210345000.00
Jan 02 2024,GEL,0,373042507.30,57525007.30,88344900.00,16827600.00,210345000.00
Jan 01 2024,GEL,0,372965739.05,57448239.05,88344900.00,16827600.00,210345000.00
Dec 30 2023,GEL,0,372812202.55,57294702.55,88344900.00,16827600.00,210345000.00
Dec 28 2023,GEL,0,372658666.06,57141166.06,88344900.00,16827600.00,210345000.00
Dec 26 2023,GEL,0,372505129.56,56987629.56,88344900.00,16827600.00,210345000.00
Dec 25 2023,GEL,0,372428361.31,56910861.31,88344900.00,16827600.00,210345000.00
Dec 23 2023,GEL,0,372274824.82,56757324.82,88344900.00,16827600.00,210345000.00
Dec 21 2023,GEL,0,372121288.32,56603788.32,88344900.00,16827600.00,210345000.00
Dec 19 2023,GEL,0,371967751.82,56450251.82,88344900.00,16827600.00,210345000.00
Dec 18 2023,GEL,0,371890983.58,56373483.58,88344900.00,16827600.00,210345000.00
Dec 16 2023,GEL,0,371737447.08,56219947.08,88344900.00,16827600.00,210345000.00
Dec 14 2023,GEL,0,371583910.58,56066410.58,88344900.00,16827600.00,210345000.00
Dec 12 2023,GEL,0,371430374.09,55912874.09,88344900.00,16827600.00,210345000.00
Dec 11 2023,GEL,0,371353605.84,55836105.84,88344900.00,16827600.00,210345000.00
Dec 09 2023,GEL,0,371200069.34,55682569.34,88344900.00,16827600.00,210345000.00
Dec 07 2023,GEL,0,371046532.85,55529032.85,88344900.00,16827600.00,210345000.00
Dec 05 2023,GEL,0,370892996.35,55375496.35,88344900.00,16827600.00,210345000.00
Dec 04 2023,GEL,0,370816228.10,55298728.10,88344900.00,16827600.00,210345000.00
Dec 02 2023,GEL,0,370662691.61,55145191.61,88344900.00,16827600.00,210345000.00
Nov 30 2023,GEL,0,370509155.11,54991655.11,88344900.00,16827600.00,210345000.00
Nov 28 2023,GEL,0,370355618.61,54838118.61,88344900.00,16827600.00,210345000.00
Nov 27 2023,GEL,0,370278850.36,54761350.36,88344900.00,16827600.00,210345000.00
Nov 25 2023,GEL,0,370125313.87,54607813.87,88344900.00,16827600.00,210345000.00
Nov 23 2023,GEL,0,369971777.37,54454277.37,88344900.00,16827600.00,210345000.00
Nov 22 2023,GEL,0,369895009.12,54377509.12,88344900.00,16827600.00,210345000.00
Nov 20 2023,GEL,0,369741472.63,54223972.63,88344900.00,16827600.00,210345000.00
Nov 18 2023,GEL,0,369587936.13,54070436.13,88344900.00,16827600.00,210345000.00
Nov 16 2023,GEL,0,369434399.64,53916899.64,88344900.00,16827600.00,210345000.00
Nov 15 2023,GEL,0,369357631.39,53840131.39,88344900.00,16827600.00,210345000.00
Nov 13 2023,GEL,0,369204094.89,53686594.89,88344900.00,16827600.00,210345000.00
Nov 11 2023,GEL,0,369050558.39,53533058.39,88344900.00,16827600.00,210345000.00
Nov 09 2023,GEL,0,368897021.90,53379521.90,88344900.00,16827600.00,210345000.00
Nov 08 2023,GEL,0,368820253.65,53302753.65,88344900.00,16827600.00,210345000.00
Nov 06 2023,GEL,0,368666717.15,53149217.15,88344900.00,16827600.00,210345000.00
Nov 04 2023,GEL,0,368513180.66,52995680.66,88344900.00,16827600.00,210345000.00
Nov 02 2023,GEL,0,368359644.16,52842144.16,88344900.00,16827600.00,210345000.00
Nov 01 2023,GEL,0,368282875.91,52765375.91,88344900.00,16827600.00,210345000.00
Oct 30 2023,GEL,0,368129339.42,52611839.42,88344900.00,16827600.00,210345000.00
Oct 28 2023,GEL,0,367975802.92,52458302.92,88344900.00,16827600.00,210345000.00
Oct 26 2023,GEL,0,367822266.42,52304766.42,88344900.00,16827600.00,210345000.00
Oct 25 2023,GEL,0,367745498.18,52227998.18,88344900.00,16827600.00,210345000.00
Oct 23 2023,GEL,0,367591961.68,52074461.68,88344900.00,16827600.00,210345000.00
Oct 21 2023,GEL,0,367438425.18,51920925.18,88344900.00,16827600.00,210345000.00
Oct 19 2023,GEL,0,367284888.69,51767388.69,88344900.00,16827600.00,210345000.00
Oct 18 2023,GEL,0,367208120.44,51690620.44,88344900.00,16827600.00,210345000.00
Oct 16 2023,GEL,0,367054583.94,51537083.94,88344900.00,16827600.00,210345000.00
Oct 14 2023,GEL,0,366901047.45,51383547.45,88344900.00,16827600.00,210345000.00
Oct 12 2023,GEL,0,366747510.95,51230010.95,88344900.00,16827600.00,210345000.00
Oct 11 2023,GEL,0,366670742.70,51153242.70,88344900.00,16827600.00,210345000.00
Oct 09 2023,GEL,0,366517206.20,50999706.20,88344900.00,16827600.00,210345000.00
Oct 07 2023,GEL,0,366363669.71,50846169.71,88344900.00,16827600.00,210345000.00
Oct 05 2023,GEL,0,366210133.21,50692633.21,88344900.00,16827600.00,210345000.00
Oct 04 2023,GEL,0,366133364.96,50615864.96,88344900.00,16827600.00,210345000.00
Oct 02 2023,GEL,0,365979828.47,50462328.47,88344900.00,16827600.00,210345000.00
Sep 30 2023,GEL,0,365826291.97,50308791.97,88344900.00,16827600.00,210345000.00
Sep 29 2023,GEL,0,365749523.72,50232023.72,88344900.00,16827600.00,210345000.00
Sep 27 2023,GEL,0,365595987.23,50078487.23,88344900.00,16827600.00,210345000.00
Sep 25 2023,GEL,0,365442450.73,49924950.73,88344900.00,16827600.00,210345000.00
Sep 23 2023,GEL,0,365288914.23,49771414.23,88344900.00,16827600.00,210345000.00
Sep 22 2023,GEL,0,365212145.99,49694645.99,88344900.00,16827600.00,210345000.00
Sep 20 2023,GEL,0,365058609.49,49541109.49,88344900.00,16827600.00,210345000.00
Sep 18 2023,GEL,0,364905072.99,49387572.99,88344900.00,16827600.00,210345000.00
Sep 18 2023,GEL,0,364905072.99,49387572.99,88344900.00,16827600.00,210345000.00
Sep 16 2023,GEL,0,364751536.50,49234036.50,88344900.00,16827600.00,210345000.00
Sep 15 2023,GEL,0,364674768.25,49157268.25,88344900.00,16827600.00,210345000.00
Sep 13 2023,GEL,0,364521231.75,49003731.75,88344900.00,16827600.00,210345000.00
Sep 11 2023,GEL,0,364367695.26,48850195.26,88344900.00,16827600.00,210345000.00
Sep 09 2023,GEL,0,364214158.76,48696658.76,88344900.00,16827600.00,210345000.00
Sep 08 2023,GEL,0,364137390.51,48619890.51,88344900.00,16827600.00,210345000.00
Sep 06 2023,GEL,0,363983854.01,48466354.01,88344900.00,16827600.00,210345000.00
Sep 04 2023,GEL,0,363830317.52,48312817.52,88344900.00,16827600.00,210345000.00
Sep 02 2023,GEL,0,363676781.02,48159281.02,88344900.00,16827600.00,210345000.00
Sep 01 2023,GEL,0,363600012.77,48082512.77,88344900.00,16827600.00,210345000.00
Aug 30 2023,GEL,0,363446476.28,47928976.28,88344900.00,16827600.00,210345000.00
Aug 28 2023,GEL,0,363292939.78,47775439.78,88344900.00,16827600.00,210345000.00
Aug 26 2023,GEL,0,363139403.28,47621903.28,88344900.00,16827600.00,210345000.00
Aug 25 2023,GEL,0,363062635.04,47545135.04,88344900.00,16827600.00,210345000.00
Aug 23 2023,GEL,0,362909098.54,47391598.54,88344900.00,16827600.00,210345000.00
Aug 21 2023,GEL,0,362755562.04,47238062.04,88344900.00,16827600.00,210345000.00
Aug 19 2023,GEL,0,362602025.55,47084525.55,88344900.00,16827600.00,210345000.00
Aug 18 2023,GEL,0,362525257.30,47007757.30,88344900.00,16827600.00,210345000.00
Aug 16 2023,GEL,0,362371720.80,46854220.80,88344900.00,16827600.00,210345000.00
Aug 14 2023,GEL,0,362218184.31,46700684.31,88344900.00,16827600.00,210345000.00
Aug 12 2023,GEL,0,362064647.81,46547147.81,88344900.00,16827600.00,210345000.00
Aug 11 2023,GEL,0,361987879.56,46470379.56,88344900.00,16827600.00,210345000.00
Aug 09 2023,GEL,0,361834343.07,46316843.07,88344900.00,16827600.00,210345000.00
Aug 07 2023,GEL,0,361680806.57,46163306.57,88344900.00,16827600.00,210345000.00
Aug 06 2023,GEL,0,361604038.32,46086538.32,88344900.00,16827600.00,210345000.00
Aug 04 2023,GEL,0,361450501.82,45933001.82,88344900.00,16827600.00,210345000.00
Aug 02 2023,GEL,0,361296965.33,45779465.33,88344900.00,16827600.00,210345000.00
Jul 31 2023,GEL,0,361143428.83,45625928.83,88344900.00,16827600.00,210345000.00
Jul 30 2023,GEL,0,361066660.58,45549160.58,88344900.00,16827600.00,210345000.00
Jul 28 2023,GEL,0,360913124.09,45395624.09,88344900.00,16827600.00,210345000.00
Jul 26 2023,GEL,0,360759587.59,45242087.59,88344900.00,16827600.00,210345000.00
Jul 24 2023,GEL,0,360606051.09,45088551.09,88344900.00,16827600.00,210345000.00
Jul 23 2023,GEL,0,360529282.85,45011782.85,88344900.00,16827600.00,210345000.00
Jul 21 2023,GEL,0,360375746.35,44858246.35,88344900.00,16827600.00,210345000.00
Jul 19 2023,GEL,0,360222209.85,44704709.85,88344900.00,16827600.00,210345000.00
Jul 17 2023,GEL,0,360068673.36,44551173.36,88344900.00,16827600.00,210345000.00
Jul 16 2023,GEL,0,359991905.11,44474405.11,88344900.00,16827600.00,210345000.00
Jul 14 2023,GEL,0,359838368.61,44320868.61,88344900.00,16827600.00,210345000.00
Jul 12 2023,GEL,0,359684832.12,44167332.12,88344900.00,16827600.00,210345000.00
Jul 10 2023,GEL,0,359531295.62,44013795.62,88344900.00,16827600.00,210345000.00
Jul 09 2023,GEL,0,359454527.37,43937027.37,88344900.00,16827600.00,210345000.00
Jul 07 2023,GEL,0,359300990.88,43783490.88,88344900.00,16827600.00,210345000.00
Jul 05 2023,GEL,0,359147454.38,43629954.38,88344900.00,16827600.00,210345000.00
Jul 03 2023,GEL,0,358993917.88,43476417.88,88344900.00,16827600.00,210345000.00
Jul 02 2023,GEL,0,358917149.64,43399649.64,88344900.00,16827600.00,210345000.00
Jun 30 2023,GEL,0,358763613.14,43246113.14,88344900.00,16827600.00,210345000.00
Jun 28 2023,GEL,0,358610076.64,43092576.64,88344900.00,16827600.00,210345000.00
Jun 26 2023,GEL,0,358456540.15,42939040.15,88344900.00,16827600.00,210345000.00
Jun 25 2023,GEL,0,358379771.90,42862271.90,88344900.00,16827600.00,210345000.00
Jun 23 2023,GEL,0,358226235.40,42708735.40,88344900.00,16827600.00,210345000.00
Jun 21 2023,GEL,0,358072698.91,42555198.91,88344900.00,16827600.00,210345000.00
Jun 19 2023,GEL,0,357919162.41,42401662.41,88344900.00,16827600.00,210345000.00
Jun 18 2023,GEL,0,357842394.16,42324894.16,88344900.00,16827600.00,210345000.00
Jun 16 2023,GEL,0,357688857.66,42171357.66,88344900.00,16827600.00,210345000.00
Jun 14 2023,GEL,0,357535321.17,42017821.17,88344900.00,16827600.00,210345000.00
Jun 13 2023,GEL,0,357458552.92,41941052.92,88344900.00,16827600.00,210345000.00
Jun 11 2023,GEL,0,357305016.42,41787516.42,88344900.00,16827600.00,210345000.00
Jun 09 2023,GEL,0,357151479.93,41633979.93,88344900.00,16827600.00,210345000.00
Jun 07 2023,GEL,0,356997943.43,41480443.43,88344900.00,16827600.00,210345000.00
Jun 06 2023,GEL,0,356921175.18,41403675.18,88344900.00,16827600.00,210345000.00
Jun 04 2023,GEL,0,356767638.69,41250138.69,88344900.00,16827600.00,210345000.00
Jun 02 2023,GEL,0,356614102.19,41096602.19,88344900.00,16827600.00,210345000.00
May 31 2023,GEL,0,356460565.69,40943065.69,88344900.00,16827600.00,210345000.00
May 30 2023,GEL,0,356383797.45,40866297.45,88344900.00,16827600.00,210345000.00
May 28 2023,GEL,0,356230260.95,40712760.95,88344900.00,16827600.00,210345000.00
May 26 2023,GEL,0,356076724.45,40559224.45,88344900.00,16827600.00,210345000.00
May 24 2023,GEL,0,355923187.96,40405687.96,88344900.00,16827600.00,210345000.00
May 23 2023,GEL,0,355846419.71,40328919.71,88344900.00,16827600.00,210345000.00
May 21 2023,GEL,0,355692883.21,40175383.21,88344900.00,16827600.00,210345000.00
May 19 2023,GEL,0,355539346.72,40021846.72,88344900.00,16827600.00,210345000.00
May 17 2023,GEL,0,355385810.22,39868310.22,88344900.00,16827600.00,210345000.00
May 16 2023,GEL,0,355309041.97,39791541.97,88344900.00,16827600.00,210345000.00
May 14 2023,GEL,0,355155505.47,39638005.47,88344900.00,16827600.00,210345000.00
May 12 2023,GEL,0,355001968.98,39484468.98,88344900.00,16827600.00,210345000.00
May 10 2023,GEL,0,354848432.48,39330932.48,88344900.00,16827600.00,210345000.00
May 09 2023,GEL,0,354771664.23,39254164.23,88344900.00,16827600.00,210345000.00
May 07 2023,GEL,0,354618127.74,39100627.74,88344900.00,16827600.00,210345000.00
May 05 2023,GEL,0,354464591.24,38947091.24,88344900.00,16827600.00,210345000.00
May 03 2023,GEL,0,354311054.74,38793554.74,88344900.00,16827600.00,210345000.00
May 02 2023,GEL,0,354234286.50,38716786.50,88344900.00,16827600.00,210345000.00
Apr 30 2023,GEL,0,354080750.00,38563250.00,88344900.00,16827600.00,210345000.00
Apr 28 2023,GEL,0,353927213.50,38409713.50,88344900.00,16827600.00,210345000.00
Apr 26 2023,GEL,0,353773677.01,38256177.01,88344900.00,16827600.00,210345000.00
Apr 25 2023,GEL,0,353696908.76,38179408.76,88344900.00,16827600.00,210345000.00
Apr 23 2023,GEL,0,353543372.26,38025872.26,88344900.00,16827600.00,210345000.00
Apr 21 2023,GEL,0,353389835.77,37872335.77,88344900.00,16827600.00,210345000.00
Apr 20 2023,GEL,0,353313067.52,37795567.52,88344900.00,16827600.00,210345000.00
Apr 18 2023,GEL,0,353159531.02,37642031.02,88344900.00,16827600.00,210345000.00
Apr 16 2023,GEL,0,353005994.53,37488494.53,88344900.00,16827600.00,210345000.00
Apr 14 2023,GEL,0,352852458.03,37334958.03,88344900.00,16827600.00,210345000.00
Apr 13 2023,GEL,0,352775689.78,37258189.78,88344900.00,16827600.00,210345000.00
Apr 11 2023,GEL,0,352622153.28,37104653.28,88344900.00,16827600.00,210345000.00
Apr 09 2023,GEL,0,352468616.79,36951116.79,88344900.00,16827600.00,210345000.00
Apr 07 2023,GEL,0,352315080.29,36797580.29,88344900.00,16827600.00,210345000.00
Apr 06 2023,GEL,0,352238312.04,36720812.04,88344900.00,16827600.00,210345000.00
Apr 04 2023,GEL,0,352084775.55,36567275.55,88344900.00,16827600.00,210345000.00
Apr 02 2023,GEL,0,351931239.05,36413739.05,88344900.00,16827600.00,210345000.00
Mar 31 2023,GEL,0,351777702.55,36260202.55,88344900.00,16827600.00,210345000.00
Mar 30 2023,GEL,0,351700934.31,36183434.31,88344900.00,16827600.00,210345000.00
Mar 28 2023,GEL,0,351547397.81,36029897.81,88344900.00,16827600.00,210345000.00
Mar 26 2023,GEL,0,351393861.31,35876361.31,88344900.00,16827600.00,210345000.00
Mar 24 2023,GEL,0,351240324.82,35722824.82,88344900.00,16827600.00,210345000.00
Mar 23 2023,GEL,0,351163556.57,35646056.57,88344900.00,16827600.00,210345000.00
Mar 21 2023,GEL,0,351010020.07,35492520.07,88344900.00,16827600.00,210345000.00
Mar 19 2023,GEL,0,350856483.58,35338983.58,88344900.00,16827600.00,210345000.00
Mar 17 2023,GEL,0,350702947.08,35185447.08,88344900.00,16827600.00,210345000.00
Mar 16 2023,GEL,0,350626178.83,35108678.83,88344900.00,16827600.00,210345000.00
Mar 14 2023,GEL,0,350472642.34,34955142.34,88344900.00,16827600.00,210345000.00
Mar 12 2023,GEL,0,350319105.84,34801605.84,88344900.00,16827600.00,210345000.00
Mar 10 2023,GEL,0,350165569.34,34648069.34,88344900.00,16827600.00,210345000.00
Mar 09 2023,GEL,0,350088801.09,34571301.09,88344900.00,16827600.00,210345000.00
Mar 07 2023,GEL,0,349935264.60,34417764.60,88344900.00,16827600.00,210345000.00
Mar 05 2023,GEL,0,349781728.10,34264228.10,88344900.00,16827600.00,210345000.00
Mar 03 2023,GEL,0,349628191.61,34110691.61,88344900.00,16827600.00,210345000.00
Mar 02 2023,GEL,0,349551423.36,34033923.36,88344900.00,16827600.00,210345000.00
