Date,Symbol,Available Supply,Unlocked Supply,Team and Future Employees,Private Investors,Public Sale,Community Development
Feb 28 2023,GEL,0,349397886.86,33880386.86,88344900.00,16827600.00,210345000.00
Feb 26 2023,GEL,0,305071900.36,33726850.36,44172450.00,16827600.00,210345000.00
Feb 25 2023,GEL,0,304995132.12,33650082.12,44172450.00,16827600.00,210345000.00
Feb 23 2023,GEL,0,304841595.62,33496545.62,44172450.00,16827600.00,210345000.00
Feb 21 2023,GEL,0,304688059.12,33343009.12,44172450.00,16827600.00,210345000.00
Feb 19 2023,GEL,0,304534522.63,33189472.63,44172450.00,16827600.00,210345000.00
Feb 18 2023,GEL,0,304457754.38,33112704.38,44172450.00,16827600.00,210345000.00
Feb 16 2023,GEL,0,304304217.88,32959167.88,44172450.00,16827600.00,210345000.00
Feb 14 2023,GEL,0,304150681.39,32805631.39,44172450.00,16827600.00,210345000.00
Feb 12 2023,GEL,0,303997144.89,32652094.89,44172450.00,16827600.00,210345000.00
Feb 11 2023,GEL,0,303920376.64,32575326.64,44172450.00,16827600.00,210345000.00
Feb 09 2023,GEL,0,303766840.15,32421790.15,44172450.00,16827600.00,210345000.00
Feb 07 2023,GEL,0,303613303.65,32268253.65,44172450.00,16827600.00,210345000.00
Feb 05 2023,GEL,0,303459767.15,32114717.15,44172450.00,16827600.00,210345000.00
Feb 04 2023,GEL,0,303382998.91,32037948.91,44172450.00,16827600.00,210345000.00
Feb 02 2023,GEL,0,303229462.41,31884412.41,44172450.00,16827600.00,210345000.00
Jan 31 2023,GEL,0,303075925.91,31730875.91,44172450.00,16827600.00,210345000.00
Jan 29 2023,GEL,0,302922389.42,31577339.42,44172450.00,16827600.00,210345000.00
Jan 28 2023,GEL,0,302845621.17,31500571.17,44172450.00,16827600.00,210345000.00
Jan 26 2023,GEL,0,302692084.67,31347034.67,44172450.00,16827600.00,210345000.00
Jan 24 2023,GEL,0,302538548.18,31193498.18,44172450.00,16827600.00,210345000.00
Jan 22 2023,GEL,0,302385011.68,31039961.68,44172450.00,16827600.00,210345000.00
Jan 21 2023,GEL,0,302308243.43,30963193.43,44172450.00,16827600.00,210345000.00
Jan 19 2023,GEL,0,302154706.93,30809656.93,44172450.00,16827600.00,210345000.00
Jan 17 2023,GEL,0,302001170.44,30656120.44,44172450.00,16827600.00,210345000.00
Jan 15 2023,GEL,0,301847633.94,30502583.94,44172450.00,16827600.00,210345000.00
Jan 14 2023,GEL,0,301770865.69,30425815.69,44172450.00,16827600.00,210345000.00
Jan 12 2023,GEL,0,301617329.20,30272279.20,44172450.00,16827600.00,210345000.00
Jan 10 2023,GEL,0,301463792.70,30118742.70,44172450.00,16827600.00,210345000.00
Jan 08 2023,GEL,0,301310256.20,29965206.20,44172450.00,16827600.00,210345000.00
Jan 07 2023,GEL,0,301233487.96,29888437.96,44172450.00,16827600.00,210345000.00
Jan 05 2023,GEL,0,301079951.46,29734901.46,44172450.00,16827600.00,210345000.00
Jan 03 2023,GEL,0,300926414.96,29581364.96,44172450.00,16827600.00,210345000.00
Jan 02 2023,GEL,0,300849646.72,29504596.72,44172450.00,16827600.00,210345000.00
Dec 31 2022,GEL,0,300696110.22,29351060.22,44172450.00,16827600.00,210345000.00
Dec 29 2022,GEL,0,300542573.72,29197523.72,44172450.00,16827600.00,210345000.00
Dec 27 2022,GEL,0,300389037.23,29043987.23,44172450.00,16827600.00,210345000.00
Dec 26 2022,GEL,0,300312268.98,28967218.98,44172450.00,16827600.00,210345000.00
Dec 24 2022,GEL,0,300158732.48,28813682.48,44172450.00,16827600.00,210345000.00
Dec 22 2022,GEL,0,300005195.99,28660145.99,44172450.00,16827600.00,210345000.00
Dec 20 2022,GEL,0,299851659.49,28506609.49,44172450.00,16827600.00,210345000.00
Dec 19 2022,GEL,0,299774891.24,28429841.24,44172450.00,16827600.00,210345000.00
Dec 17 2022,GEL,0,299621354.74,28276304.74,44172450.00,16827600.00,210345000.00
Dec 15 2022,GEL,0,299467818.25,28122768.25,44172450.00,16827600.00,210345000.00
Dec 13 2022,GEL,0,299314281.75,27969231.75,44172450.00,16827600.00,210345000.00
Dec 12 2022,GEL,0,299237513.50,27892463.50,44172450.00,16827600.00,210345000.00
Dec 10 2022,GEL,0,299083977.01,27738927.01,44172450.00,16827600.00,210345000.00
Dec 08 2022,GEL,0,298930440.51,27585390.51,44172450.00,16827600.00,210345000.00
Dec 06 2022,GEL,0,298776904.01,27431854.01,44172450.00,16827600.00,210345000.00
Dec 05 2022,GEL,0,298700135.77,27355085.77,44172450.00,16827600.00,210345000.00
Dec 03 2022,GEL,0,298546599.27,27201549.27,44172450.00,16827600.00,210345000.00
Dec 01 2022,GEL,0,298393062.77,27048012.77,44172450.00,16827600.00,210345000.00
Nov 29 2022,GEL,0,298239526.28,26894476.28,44172450.00,16827600.00,210345000.00
Nov 28 2022,GEL,0,298162758.03,26817708.03,44172450.00,16827600.00,210345000.00
Nov 26 2022,GEL,0,298009221.53,26664171.53,44172450.00,16827600.00,210345000.00
Nov 24 2022,GEL,0,297855685.04,26510635.04,44172450.00,16827600.00,210345000.00
Nov 22 2022,GEL,0,297702148.54,26357098.54,44172450.00,16827600.00,210345000.00
Nov 21 2022,GEL,0,297625380.29,26280330.29,44172450.00,16827600.00,210345000.00
Nov 19 2022,GEL,0,297471843.80,26126793.80,44172450.00,16827600.00,210345000.00
Nov 17 2022,GEL,0,297318307.30,25973257.30,44172450.00,16827600.00,210345000.00
Nov 15 2022,GEL,0,297164770.80,25819720.80,44172450.00,16827600.00,210345000.00
Nov 14 2022,GEL,0,297088002.55,25742952.55,44172450.00,16827600.00,210345000.00
Nov 12 2022,GEL,0,296934466.06,25589416.06,44172450.00,16827600.00,210345000.00
Nov 10 2022,GEL,0,296780929.56,25435879.56,44172450.00,16827600.00,210345000.00
Nov 09 2022,GEL,0,296704161.31,25359111.31,44172450.00,16827600.00,210345000.00
Nov 07 2022,GEL,0,296550624.82,25205574.82,44172450.00,16827600.00,210345000.00
Nov 05 2022,GEL,0,296397088.32,25052038.32,44172450.00,16827600.00,210345000.00
Nov 03 2022,GEL,0,296243551.82,24898501.82,44172450.00,16827600.00,210345000.00
Nov 02 2022,GEL,0,296166783.58,24821733.58,44172450.00,16827600.00,210345000.00
Oct 31 2022,GEL,0,296013247.08,24668197.08,44172450.00,16827600.00,210345000.00
Oct 29 2022,GEL,0,295859710.58,24514660.58,44172450.00,16827600.00,210345000.00
Oct 27 2022,GEL,0,295706174.09,24361124.09,44172450.00,16827600.00,210345000.00
Oct 26 2022,GEL,0,295629405.84,24284355.84,44172450.00,16827600.00,210345000.00
Oct 24 2022,GEL,0,295475869.34,24130819.34,44172450.00,16827600.00,210345000.00
Oct 22 2022,GEL,0,295322332.85,23977282.85,44172450.00,16827600.00,210345000.00
Oct 20 2022,GEL,0,295168796.35,23823746.35,44172450.00,16827600.00,210345000.00
Oct 19 2022,GEL,0,295092028.10,23746978.10,44172450.00,16827600.00,210345000.00
Oct 17 2022,GEL,0,294938491.61,23593441.61,44172450.00,16827600.00,210345000.00
Oct 15 2022,GEL,0,294784955.11,23439905.11,44172450.00,16827600.00,210345000.00
Oct 13 2022,GEL,0,294631418.61,23286368.61,44172450.00,16827600.00,210345000.00
Oct 12 2022,GEL,0,294554650.36,23209600.36,44172450.00,16827600.00,210345000.00
Oct 10 2022,GEL,0,294401113.87,23056063.87,44172450.00,16827600.00,210345000.00
Oct 08 2022,GEL,0,294247577.37,22902527.37,44172450.00,16827600.00,210345000.00
Oct 06 2022,GEL,0,294094040.88,22748990.88,44172450.00,16827600.00,210345000.00
Oct 05 2022,GEL,0,294017272.63,22672222.63,44172450.00,16827600.00,210345000.00
Oct 03 2022,GEL,0,293863736.13,22518686.13,44172450.00,16827600.00,210345000.00
Oct 01 2022,GEL,0,293710199.64,22365149.64,44172450.00,16827600.00,210345000.00
Sep 29 2022,GEL,0,293556663.14,22211613.14,44172450.00,16827600.00,210345000.00
Sep 28 2022,GEL,0,293479894.89,22134844.89,44172450.00,16827600.00,210345000.00
Sep 26 2022,GEL,0,293326358.39,21981308.39,44172450.00,16827600.00,210345000.00
Sep 24 2022,GEL,0,293172821.90,21827771.90,44172450.00,16827600.00,210345000.00
Sep 23 2022,GEL,0,293096053.65,21751003.65,44172450.00,16827600.00,210345000.00
Sep 21 2022,GEL,0,292942517.15,21597467.15,44172450.00,16827600.00,210345000.00
Sep 19 2022,GEL,0,292788980.66,21443930.66,44172450.00,16827600.00,210345000.00
Sep 17 2022,GEL,0,292635444.16,21290394.16,44172450.00,16827600.00,210345000.00
Sep 16 2022,GEL,0,292558675.91,21213625.91,44172450.00,16827600.00,210345000.00
Sep 14 2022,GEL,0,292405139.42,21060089.42,44172450.00,16827600.00,210345000.00
Sep 12 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Sep 10 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Sep 09 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Sep 07 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Sep 05 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Sep 03 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Sep 02 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Aug 31 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Aug 29 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Aug 27 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Aug 26 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Aug 24 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Aug 22 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Aug 20 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Aug 19 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Aug 17 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Aug 15 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Aug 13 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Aug 12 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Aug 10 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Aug 08 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Aug 06 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Aug 05 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Aug 03 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Aug 01 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Jul 31 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Jul 29 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Jul 27 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Jul 25 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Jul 24 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Jul 22 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Jul 20 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Jul 18 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Jul 17 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Jul 15 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Jul 13 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Jul 11 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Jul 10 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Jul 08 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Jul 06 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Jul 04 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Jul 03 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Jul 01 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Jun 29 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Jun 27 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Jun 26 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Jun 24 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Jun 22 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Jun 20 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Jun 19 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Jun 17 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Jun 15 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Jun 13 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Jun 12 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Jun 10 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Jun 08 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Jun 07 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Jun 05 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Jun 03 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Jun 01 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
May 31 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
May 29 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
May 27 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
May 25 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
May 24 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
May 22 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
May 20 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
May 18 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
May 17 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
May 15 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
May 13 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
May 11 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
May 10 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
May 08 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
May 06 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
May 04 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
May 03 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
May 01 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Apr 29 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Apr 27 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Apr 26 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Apr 24 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Apr 22 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Apr 20 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Apr 19 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Apr 17 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Apr 15 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Apr 14 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Apr 12 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Apr 10 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Apr 08 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Apr 07 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Apr 05 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Apr 03 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Apr 01 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Mar 31 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Mar 29 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Mar 27 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Mar 25 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Mar 24 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Mar 22 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Mar 20 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Mar 18 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Mar 17 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Mar 15 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Mar 13 2022,GEL,0,227172600.00,0,0,16827600.00,210345000.00
Mar 11 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Mar 10 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Mar 08 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Mar 06 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Mar 04 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Mar 03 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Mar 01 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Feb 27 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Feb 25 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Feb 24 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Feb 22 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Feb 20 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Feb 19 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Feb 17 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Feb 15 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Feb 13 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Feb 12 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Feb 10 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Feb 08 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Feb 06 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Feb 05 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Feb 03 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Feb 01 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Jan 30 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Jan 29 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Jan 27 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Jan 25 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Jan 23 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Jan 22 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Jan 20 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Jan 18 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Jan 16 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Jan 15 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Jan 13 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Jan 11 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Jan 09 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Jan 08 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Jan 06 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Jan 04 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Jan 02 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Jan 01 2022,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Dec 30 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Dec 28 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Dec 27 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Dec 25 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Dec 23 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Dec 21 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Dec 20 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Dec 18 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Dec 16 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Dec 14 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Dec 13 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Dec 11 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Dec 09 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Dec 07 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Dec 06 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Dec 04 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Dec 02 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Nov 30 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Nov 29 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Nov 27 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Nov 25 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Nov 23 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Nov 22 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Nov 20 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Nov 18 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Nov 16 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Nov 15 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Nov 13 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Nov 11 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Nov 09 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Nov 08 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Nov 06 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Nov 04 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Nov 03 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Nov 01 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Oct 30 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Oct 28 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Oct 27 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Oct 25 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Oct 23 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Oct 21 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Oct 20 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Oct 18 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Oct 16 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Oct 14 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Oct 13 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Oct 11 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Oct 09 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Oct 07 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Oct 06 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Oct 04 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Oct 02 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Sep 30 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Sep 29 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Sep 27 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Sep 25 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Sep 23 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Sep 22 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Sep 20 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Sep 18 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Sep 16 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Sep 15 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
Sep 13 2021,GEL,0,222460872.00,0,0,12115872.00,210345000.00
