Date,Symbol,Available Supply,Unlocked Supply,TFH Reserve,TFH Investors,Initial Development Team,Worldcoin Community
Jan 03 2038,WLD,9919329073.48,9919329073.48,200000000.00,950000000.00,1350000000.00,7419329073.48
Dec 28 2037,WLD,9916932907.35,9916932907.35,200000000.00,950000000.00,1350000000.00,7416932907.35
Dec 22 2037,WLD,9914536741.21,9914536741.21,200000000.00,950000000.00,1350000000.00,7414536741.21
Dec 15 2037,WLD,9911741214.06,9911741214.06,200000000.00,950000000.00,1350000000.00,7411741214.06
Dec 09 2037,WLD,9909345047.92,9909345047.92,200000000.00,950000000.00,1350000000.00,7409345047.92
Dec 03 2037,WLD,9906948881.79,9906948881.79,200000000.00,950000000.00,1350000000.00,7406948881.79
Nov 27 2037,WLD,9904552715.66,9904552715.66,200000000.00,950000000.00,1350000000.00,7404552715.66
Nov 20 2037,WLD,9901757188.50,9901757188.50,200000000.00,950000000.00,1350000000.00,7401757188.50
Nov 14 2037,WLD,9899361022.36,9899361022.36,200000000.00,950000000.00,1350000000.00,7399361022.36
Nov 08 2037,WLD,9896964856.23,9896964856.23,200000000.00,950000000.00,1350000000.00,7396964856.23
Nov 02 2037,WLD,9894568690.10,9894568690.10,200000000.00,950000000.00,1350000000.00,7394568690.10
Oct 26 2037,WLD,9891773162.94,9891773162.94,200000000.00,950000000.00,1350000000.00,7391773162.94
Oct 20 2037,WLD,9889376996.81,9889376996.81,200000000.00,950000000.00,1350000000.00,7389376996.81
Oct 14 2037,WLD,9886980830.67,9886980830.67,200000000.00,950000000.00,1350000000.00,7386980830.67
Oct 08 2037,WLD,9884584664.54,9884584664.54,200000000.00,950000000.00,1350000000.00,7384584664.54
Oct 01 2037,WLD,9881789137.38,9881789137.38,200000000.00,950000000.00,1350000000.00,7381789137.38
Sep 25 2037,WLD,9879392971.25,9879392971.25,200000000.00,950000000.00,1350000000.00,7379392971.25
Sep 19 2037,WLD,9876996805.11,9876996805.11,200000000.00,950000000.00,1350000000.00,7376996805.11
Sep 13 2037,WLD,9874600638.98,9874600638.98,200000000.00,950000000.00,1350000000.00,7374600638.98
Sep 06 2037,WLD,9871805111.82,9871805111.82,200000000.00,950000000.00,1350000000.00,7371805111.82
Aug 31 2037,WLD,9869408945.69,9869408945.69,200000000.00,950000000.00,1350000000.00,7369408945.69
Aug 25 2037,WLD,9867012779.55,9867012779.55,200000000.00,950000000.00,1350000000.00,7367012779.55
Aug 19 2037,WLD,9864616613.42,9864616613.42,200000000.00,950000000.00,1350000000.00,7364616613.42
Aug 12 2037,WLD,9861821086.26,9861821086.26,200000000.00,950000000.00,1350000000.00,7361821086.26
Aug 06 2037,WLD,9859424920.13,9859424920.13,200000000.00,950000000.00,1350000000.00,7359424920.13
Jul 31 2037,WLD,9857028753.99,9857028753.99,200000000.00,950000000.00,1350000000.00,7357028753.99
Jul 25 2037,WLD,9854632587.86,9854632587.86,200000000.00,950000000.00,1350000000.00,7354632587.86
Jul 18 2037,WLD,9851837060.70,9851837060.70,200000000.00,950000000.00,1350000000.00,7351837060.70
Jul 12 2037,WLD,9849440894.57,9849440894.57,200000000.00,950000000.00,1350000000.00,7349440894.57
Jul 06 2037,WLD,9847044728.43,9847044728.43,200000000.00,950000000.00,1350000000.00,7347044728.43
Jun 30 2037,WLD,9844648562.30,9844648562.30,200000000.00,950000000.00,1350000000.00,7344648562.30
Jun 23 2037,WLD,9841853035.14,9841853035.14,200000000.00,950000000.00,1350000000.00,7341853035.14
Jun 17 2037,WLD,9839456869.01,9839456869.01,200000000.00,950000000.00,1350000000.00,7339456869.01
Jun 11 2037,WLD,9837060702.88,9837060702.88,200000000.00,950000000.00,1350000000.00,7337060702.88
Jun 05 2037,WLD,9834664536.74,9834664536.74,200000000.00,950000000.00,1350000000.00,7334664536.74
May 29 2037,WLD,9831869009.59,9831869009.59,200000000.00,950000000.00,1350000000.00,7331869009.59
May 23 2037,WLD,9829472843.45,9829472843.45,200000000.00,950000000.00,1350000000.00,7329472843.45
May 17 2037,WLD,9827076677.32,9827076677.32,200000000.00,950000000.00,1350000000.00,7327076677.32
May 11 2037,WLD,9824680511.18,9824680511.18,200000000.00,950000000.00,1350000000.00,7324680511.18
May 04 2037,WLD,9821884984.03,9821884984.03,200000000.00,950000000.00,1350000000.00,7321884984.03
Apr 28 2037,WLD,9819488817.89,9819488817.89,200000000.00,950000000.00,1350000000.00,7319488817.89
Apr 22 2037,WLD,9817092651.76,9817092651.76,200000000.00,950000000.00,1350000000.00,7317092651.76
Apr 16 2037,WLD,9814696485.62,9814696485.62,200000000.00,950000000.00,1350000000.00,7314696485.62
Apr 09 2037,WLD,9811900958.47,9811900958.47,200000000.00,950000000.00,1350000000.00,7311900958.47
Apr 03 2037,WLD,9809504792.33,9809504792.33,200000000.00,950000000.00,1350000000.00,7309504792.33
Mar 28 2037,WLD,9807108626.20,9807108626.20,200000000.00,950000000.00,1350000000.00,7307108626.20
Mar 22 2037,WLD,9804712460.06,9804712460.06,200000000.00,950000000.00,1350000000.00,7304712460.06
Mar 15 2037,WLD,9801916932.91,9801916932.91,200000000.00,950000000.00,1350000000.00,7301916932.91
Mar 09 2037,WLD,9799520766.77,9799520766.77,200000000.00,950000000.00,1350000000.00,7299520766.77
Mar 03 2037,WLD,9797124600.64,9797124600.64,200000000.00,950000000.00,1350000000.00,7297124600.64
Feb 25 2037,WLD,9794728434.51,9794728434.51,200000000.00,950000000.00,1350000000.00,7294728434.51
Feb 18 2037,WLD,9791932907.35,9791932907.35,200000000.00,950000000.00,1350000000.00,7291932907.35
Feb 12 2037,WLD,9789536741.21,9789536741.21,200000000.00,950000000.00,1350000000.00,7289536741.21
Feb 06 2037,WLD,9787140575.08,9787140575.08,200000000.00,950000000.00,1350000000.00,7287140575.08
Jan 30 2037,WLD,9784345047.92,9784345047.92,200000000.00,950000000.00,1350000000.00,7284345047.92
Jan 24 2037,WLD,9781948881.79,9781948881.79,200000000.00,950000000.00,1350000000.00,7281948881.79
Jan 18 2037,WLD,9779552715.66,9779552715.66,200000000.00,950000000.00,1350000000.00,7279552715.66
Jan 12 2037,WLD,9777156549.52,9777156549.52,200000000.00,950000000.00,1350000000.00,7277156549.52
Jan 05 2037,WLD,9774361022.36,9774361022.36,200000000.00,950000000.00,1350000000.00,7274361022.36
Dec 30 2036,WLD,9771964856.23,9771964856.23,200000000.00,950000000.00,1350000000.00,7271964856.23
Dec 24 2036,WLD,9769568690.10,9769568690.10,200000000.00,950000000.00,1350000000.00,7269568690.10
Dec 18 2036,WLD,9767172523.96,9767172523.96,200000000.00,950000000.00,1350000000.00,7267172523.96
Dec 11 2036,WLD,9764376996.81,9764376996.81,200000000.00,950000000.00,1350000000.00,7264376996.81
Dec 05 2036,WLD,9761980830.67,9761980830.67,200000000.00,950000000.00,1350000000.00,7261980830.67
Nov 29 2036,WLD,9759584664.54,9759584664.54,200000000.00,950000000.00,1350000000.00,7259584664.54
Nov 23 2036,WLD,9757188498.40,9757188498.40,200000000.00,950000000.00,1350000000.00,7257188498.40
Nov 16 2036,WLD,9754392971.25,9754392971.25,200000000.00,950000000.00,1350000000.00,7254392971.25
Nov 10 2036,WLD,9751996805.11,9751996805.11,200000000.00,950000000.00,1350000000.00,7251996805.11
Nov 04 2036,WLD,9749600638.98,9749600638.98,200000000.00,950000000.00,1350000000.00,7249600638.98
Oct 29 2036,WLD,9747204472.84,9747204472.84,200000000.00,950000000.00,1350000000.00,7247204472.84
Oct 22 2036,WLD,9744408945.69,9744408945.69,200000000.00,950000000.00,1350000000.00,7244408945.69
Oct 16 2036,WLD,9742012779.55,9742012779.55,200000000.00,950000000.00,1350000000.00,7242012779.55
Oct 10 2036,WLD,9739616613.42,9739616613.42,200000000.00,950000000.00,1350000000.00,7239616613.42
Oct 04 2036,WLD,9737220447.28,9737220447.28,200000000.00,950000000.00,1350000000.00,7237220447.28
Sep 27 2036,WLD,9734424920.13,9734424920.13,200000000.00,950000000.00,1350000000.00,7234424920.13
Sep 21 2036,WLD,9732028753.99,9732028753.99,200000000.00,950000000.00,1350000000.00,7232028753.99
Sep 15 2036,WLD,9729632587.86,9729632587.86,200000000.00,950000000.00,1350000000.00,7229632587.86
Sep 09 2036,WLD,9727236421.73,9727236421.73,200000000.00,950000000.00,1350000000.00,7227236421.73
Sep 02 2036,WLD,9724440894.57,9724440894.57,200000000.00,950000000.00,1350000000.00,7224440894.57
Aug 27 2036,WLD,9722044728.43,9722044728.43,200000000.00,950000000.00,1350000000.00,7222044728.43
Aug 21 2036,WLD,9719648562.30,9719648562.30,200000000.00,950000000.00,1350000000.00,7219648562.30
Aug 15 2036,WLD,9717252396.17,9717252396.17,200000000.00,950000000.00,1350000000.00,7217252396.17
Aug 08 2036,WLD,9714456869.01,9714456869.01,200000000.00,950000000.00,1350000000.00,7214456869.01
Aug 02 2036,WLD,9712060702.88,9712060702.88,200000000.00,950000000.00,1350000000.00,7212060702.88
Jul 27 2036,WLD,9709664536.74,9709664536.74,200000000.00,950000000.00,1350000000.00,7209664536.74
Jul 21 2036,WLD,9707268370.61,9707268370.61,200000000.00,950000000.00,1350000000.00,7207268370.61
Jul 14 2036,WLD,9704472843.45,9704472843.45,200000000.00,950000000.00,1350000000.00,7204472843.45
Jul 08 2036,WLD,9702076677.32,9702076677.32,200000000.00,950000000.00,1350000000.00,7202076677.32
Jul 02 2036,WLD,9699680511.18,9699680511.18,200000000.00,950000000.00,1350000000.00,7199680511.18
Jun 26 2036,WLD,9697284345.05,9697284345.05,200000000.00,950000000.00,1350000000.00,7197284345.05
Jun 19 2036,WLD,9694488817.89,9694488817.89,200000000.00,950000000.00,1350000000.00,7194488817.89
Jun 13 2036,WLD,9692092651.76,9692092651.76,200000000.00,950000000.00,1350000000.00,7192092651.76
Jun 07 2036,WLD,9689696485.62,9689696485.62,200000000.00,950000000.00,1350000000.00,7189696485.62
Jun 01 2036,WLD,9687300319.49,9687300319.49,200000000.00,950000000.00,1350000000.00,7187300319.49
May 25 2036,WLD,9684504792.33,9684504792.33,200000000.00,950000000.00,1350000000.00,7184504792.33
May 19 2036,WLD,9682108626.20,9682108626.20,200000000.00,950000000.00,1350000000.00,7182108626.20
May 13 2036,WLD,9679712460.06,9679712460.06,200000000.00,950000000.00,1350000000.00,7179712460.06
May 07 2036,WLD,9677316293.93,9677316293.93,200000000.00,950000000.00,1350000000.00,7177316293.93
Apr 30 2036,WLD,9674520766.77,9674520766.77,200000000.00,950000000.00,1350000000.00,7174520766.77
Apr 24 2036,WLD,9672124600.64,9672124600.64,200000000.00,950000000.00,1350000000.00,7172124600.64
Apr 18 2036,WLD,9669728434.51,9669728434.51,200000000.00,950000000.00,1350000000.00,7169728434.51
Apr 12 2036,WLD,9667332268.37,9667332268.37,200000000.00,950000000.00,1350000000.00,7167332268.37
Apr 05 2036,WLD,9664536741.21,9664536741.21,200000000.00,950000000.00,1350000000.00,7164536741.21
Mar 30 2036,WLD,9662140575.08,9662140575.08,200000000.00,950000000.00,1350000000.00,7162140575.08
Mar 24 2036,WLD,9659744408.95,9659744408.95,200000000.00,950000000.00,1350000000.00,7159744408.95
Mar 18 2036,WLD,9657348242.81,9657348242.81,200000000.00,950000000.00,1350000000.00,7157348242.81
Mar 11 2036,WLD,9654552715.66,9654552715.66,200000000.00,950000000.00,1350000000.00,7154552715.66
Mar 05 2036,WLD,9652156549.52,9652156549.52,200000000.00,950000000.00,1350000000.00,7152156549.52
Feb 28 2036,WLD,9649760383.39,9649760383.39,200000000.00,950000000.00,1350000000.00,7149760383.39
Feb 22 2036,WLD,9647364217.25,9647364217.25,200000000.00,950000000.00,1350000000.00,7147364217.25
Feb 15 2036,WLD,9644568690.10,9644568690.10,200000000.00,950000000.00,1350000000.00,7144568690.10
Feb 09 2036,WLD,9642172523.96,9642172523.96,200000000.00,950000000.00,1350000000.00,7142172523.96
Feb 03 2036,WLD,9639776357.83,9639776357.83,200000000.00,950000000.00,1350000000.00,7139776357.83
Jan 28 2036,WLD,9637380191.69,9637380191.69,200000000.00,950000000.00,1350000000.00,7137380191.69
Jan 21 2036,WLD,9634584664.54,9634584664.54,200000000.00,950000000.00,1350000000.00,7134584664.54
Jan 15 2036,WLD,9632188498.40,9632188498.40,200000000.00,950000000.00,1350000000.00,7132188498.40
Jan 09 2036,WLD,9629792332.27,9629792332.27,200000000.00,950000000.00,1350000000.00,7129792332.27
Jan 03 2036,WLD,9627396166.13,9627396166.13,200000000.00,950000000.00,1350000000.00,7127396166.13
Dec 27 2035,WLD,9624600638.98,9624600638.98,200000000.00,950000000.00,1350000000.00,7124600638.98
Dec 21 2035,WLD,9622204472.84,9622204472.84,200000000.00,950000000.00,1350000000.00,7122204472.84
Dec 15 2035,WLD,9619808306.71,9619808306.71,200000000.00,950000000.00,1350000000.00,7119808306.71
Dec 09 2035,WLD,9617412140.58,9617412140.58,200000000.00,950000000.00,1350000000.00,7117412140.58
Dec 02 2035,WLD,9614616613.42,9614616613.42,200000000.00,950000000.00,1350000000.00,7114616613.42
Nov 26 2035,WLD,9612220447.28,9612220447.28,200000000.00,950000000.00,1350000000.00,7112220447.28
Nov 20 2035,WLD,9609824281.15,9609824281.15,200000000.00,950000000.00,1350000000.00,7109824281.15
Nov 14 2035,WLD,9607428115.02,9607428115.02,200000000.00,950000000.00,1350000000.00,7107428115.02
Nov 07 2035,WLD,9604632587.86,9604632587.86,200000000.00,950000000.00,1350000000.00,7104632587.86
Nov 01 2035,WLD,9602236421.73,9602236421.73,200000000.00,950000000.00,1350000000.00,7102236421.73
Oct 26 2035,WLD,9599840255.59,9599840255.59,200000000.00,950000000.00,1350000000.00,7099840255.59
Oct 20 2035,WLD,9597444089.46,9597444089.46,200000000.00,950000000.00,1350000000.00,7097444089.46
Oct 13 2035,WLD,9594648562.30,9594648562.30,200000000.00,950000000.00,1350000000.00,7094648562.30
Oct 07 2035,WLD,9592252396.17,9592252396.17,200000000.00,950000000.00,1350000000.00,7092252396.17
Oct 01 2035,WLD,9589856230.03,9589856230.03,200000000.00,950000000.00,1350000000.00,7089856230.03
Sep 25 2035,WLD,9587460063.90,9587460063.90,200000000.00,950000000.00,1350000000.00,7087460063.90
Sep 18 2035,WLD,9584664536.74,9584664536.74,200000000.00,950000000.00,1350000000.00,7084664536.74
Sep 12 2035,WLD,9582268370.61,9582268370.61,200000000.00,950000000.00,1350000000.00,7082268370.61
Sep 06 2035,WLD,9579872204.47,9579872204.47,200000000.00,950000000.00,1350000000.00,7079872204.47
Aug 31 2035,WLD,9577476038.34,9577476038.34,200000000.00,950000000.00,1350000000.00,7077476038.34
Aug 24 2035,WLD,9574680511.18,9574680511.18,200000000.00,950000000.00,1350000000.00,7074680511.18
Aug 18 2035,WLD,9572284345.05,9572284345.05,200000000.00,950000000.00,1350000000.00,7072284345.05
Aug 12 2035,WLD,9569888178.91,9569888178.91,200000000.00,950000000.00,1350000000.00,7069888178.91
Aug 06 2035,WLD,9567492012.78,9567492012.78,200000000.00,950000000.00,1350000000.00,7067492012.78
Jul 30 2035,WLD,9564696485.62,9564696485.62,200000000.00,950000000.00,1350000000.00,7064696485.62
Jul 24 2035,WLD,9562300319.49,9562300319.49,200000000.00,950000000.00,1350000000.00,7062300319.49
Jul 18 2035,WLD,9559904153.35,9559904153.35,200000000.00,950000000.00,1350000000.00,7059904153.35
Jul 12 2035,WLD,9557507987.22,9557507987.22,200000000.00,950000000.00,1350000000.00,7057507987.22
Jul 05 2035,WLD,9554712460.06,9554712460.06,200000000.00,950000000.00,1350000000.00,7054712460.06
Jun 29 2035,WLD,9552316293.93,9552316293.93,200000000.00,950000000.00,1350000000.00,7052316293.93
Jun 23 2035,WLD,9549920127.80,9549920127.80,200000000.00,950000000.00,1350000000.00,7049920127.80
Jun 17 2035,WLD,9547523961.66,9547523961.66,200000000.00,950000000.00,1350000000.00,7047523961.66
Jun 10 2035,WLD,9544728434.50,9544728434.50,200000000.00,950000000.00,1350000000.00,7044728434.50
Jun 04 2035,WLD,9542332268.37,9542332268.37,200000000.00,950000000.00,1350000000.00,7042332268.37
May 29 2035,WLD,9539936102.24,9539936102.24,200000000.00,950000000.00,1350000000.00,7039936102.24
May 22 2035,WLD,9537140575.08,9537140575.08,200000000.00,950000000.00,1350000000.00,7037140575.08
May 16 2035,WLD,9534744408.95,9534744408.95,200000000.00,950000000.00,1350000000.00,7034744408.95
May 10 2035,WLD,9532348242.81,9532348242.81,200000000.00,950000000.00,1350000000.00,7032348242.81
May 04 2035,WLD,9529952076.68,9529952076.68,200000000.00,950000000.00,1350000000.00,7029952076.68
Apr 27 2035,WLD,9527156549.52,9527156549.52,200000000.00,950000000.00,1350000000.00,7027156549.52
Apr 21 2035,WLD,9524760383.39,9524760383.39,200000000.00,950000000.00,1350000000.00,7024760383.39
Apr 15 2035,WLD,9522364217.25,9522364217.25,200000000.00,950000000.00,1350000000.00,7022364217.25
Apr 09 2035,WLD,9519968051.12,9519968051.12,200000000.00,950000000.00,1350000000.00,7019968051.12
Apr 02 2035,WLD,9517172523.96,9517172523.96,200000000.00,950000000.00,1350000000.00,7017172523.96
Mar 27 2035,WLD,9514776357.83,9514776357.83,200000000.00,950000000.00,1350000000.00,7014776357.83
Mar 21 2035,WLD,9512380191.69,9512380191.69,200000000.00,950000000.00,1350000000.00,7012380191.69
Mar 15 2035,WLD,9509984025.56,9509984025.56,200000000.00,950000000.00,1350000000.00,7009984025.56
Mar 08 2035,WLD,9507188498.40,9507188498.40,200000000.00,950000000.00,1350000000.00,7007188498.40
Mar 02 2035,WLD,9504792332.27,9504792332.27,200000000.00,950000000.00,1350000000.00,7004792332.27
Feb 24 2035,WLD,9502396166.13,9502396166.13,200000000.00,950000000.00,1350000000.00,7002396166.13
Feb 18 2035,WLD,9500000000.00,9500000000.00,200000000.00,950000000.00,1350000000.00,7000000000.00
Feb 11 2035,WLD,9497204472.84,9497204472.84,200000000.00,950000000.00,1350000000.00,6997204472.84
Feb 05 2035,WLD,9494808306.71,9494808306.71,200000000.00,950000000.00,1350000000.00,6994808306.71
Jan 30 2035,WLD,9492412140.58,9492412140.58,200000000.00,950000000.00,1350000000.00,6992412140.58
Jan 24 2035,WLD,9490015974.44,9490015974.44,200000000.00,950000000.00,1350000000.00,6990015974.44
Jan 17 2035,WLD,9487220447.28,9487220447.28,200000000.00,950000000.00,1350000000.00,6987220447.28
Jan 11 2035,WLD,9484824281.15,9484824281.15,200000000.00,950000000.00,1350000000.00,6984824281.15
Jan 05 2035,WLD,9482428115.02,9482428115.02,200000000.00,950000000.00,1350000000.00,6982428115.02
Dec 30 2034,WLD,9480031948.88,9480031948.88,200000000.00,950000000.00,1350000000.00,6980031948.88
Dec 23 2034,WLD,9477236421.73,9477236421.73,200000000.00,950000000.00,1350000000.00,6977236421.73
Dec 17 2034,WLD,9474840255.59,9474840255.59,200000000.00,950000000.00,1350000000.00,6974840255.59
Dec 11 2034,WLD,9472444089.46,9472444089.46,200000000.00,950000000.00,1350000000.00,6972444089.46
Dec 05 2034,WLD,9470047923.32,9470047923.32,200000000.00,950000000.00,1350000000.00,6970047923.32
Nov 28 2034,WLD,9467252396.17,9467252396.17,200000000.00,950000000.00,1350000000.00,6967252396.17
Nov 22 2034,WLD,9464856230.03,9464856230.03,200000000.00,950000000.00,1350000000.00,6964856230.03
Nov 16 2034,WLD,9462460063.90,9462460063.90,200000000.00,950000000.00,1350000000.00,6962460063.90
Nov 10 2034,WLD,9460063897.76,9460063897.76,200000000.00,950000000.00,1350000000.00,6960063897.76
Nov 03 2034,WLD,9457268370.61,9457268370.61,200000000.00,950000000.00,1350000000.00,6957268370.61
Oct 28 2034,WLD,9454872204.47,9454872204.47,200000000.00,950000000.00,1350000000.00,6954872204.47
Oct 22 2034,WLD,9452476038.34,9452476038.34,200000000.00,950000000.00,1350000000.00,6952476038.34
Oct 16 2034,WLD,9450079872.20,9450079872.20,200000000.00,950000000.00,1350000000.00,6950079872.20
Oct 09 2034,WLD,9447284345.05,9447284345.05,200000000.00,950000000.00,1350000000.00,6947284345.05
Oct 03 2034,WLD,9444888178.91,9444888178.91,200000000.00,950000000.00,1350000000.00,6944888178.91
Sep 27 2034,WLD,9442492012.78,9442492012.78,200000000.00,950000000.00,1350000000.00,6942492012.78
Sep 21 2034,WLD,9440095846.65,9440095846.65,200000000.00,950000000.00,1350000000.00,6940095846.65
Sep 14 2034,WLD,9437300319.49,9437300319.49,200000000.00,950000000.00,1350000000.00,6937300319.49
Sep 08 2034,WLD,9434904153.35,9434904153.35,200000000.00,950000000.00,1350000000.00,6934904153.35
Sep 02 2034,WLD,9432507987.22,9432507987.22,200000000.00,950000000.00,1350000000.00,6932507987.22
Aug 27 2034,WLD,9430111821.09,9430111821.09,200000000.00,950000000.00,1350000000.00,6930111821.09
Aug 20 2034,WLD,9427316293.93,9427316293.93,200000000.00,950000000.00,1350000000.00,6927316293.93
Aug 14 2034,WLD,9424920127.80,9424920127.80,200000000.00,950000000.00,1350000000.00,6924920127.80
Aug 08 2034,WLD,9422523961.66,9422523961.66,200000000.00,950000000.00,1350000000.00,6922523961.66
Aug 02 2034,WLD,9420127795.53,9420127795.53,200000000.00,950000000.00,1350000000.00,6920127795.53
Jul 26 2034,WLD,9417332268.37,9417332268.37,200000000.00,950000000.00,1350000000.00,6917332268.37
Jul 20 2034,WLD,9414936102.24,9414936102.24,200000000.00,950000000.00,1350000000.00,6914936102.24
Jul 14 2034,WLD,9412539936.10,9412539936.10,200000000.00,950000000.00,1350000000.00,6912539936.10
Jul 08 2034,WLD,9410143769.97,9410143769.97,200000000.00,950000000.00,1350000000.00,6910143769.97
Jul 01 2034,WLD,9407348242.81,9407348242.81,200000000.00,950000000.00,1350000000.00,6907348242.81
Jun 25 2034,WLD,9404952076.68,9404952076.68,200000000.00,950000000.00,1350000000.00,6904952076.68
Jun 19 2034,WLD,9402555910.54,9402555910.54,200000000.00,950000000.00,1350000000.00,6902555910.54
Jun 13 2034,WLD,9400159744.41,9400159744.41,200000000.00,950000000.00,1350000000.00,6900159744.41
Jun 06 2034,WLD,9397364217.25,9397364217.25,200000000.00,950000000.00,1350000000.00,6897364217.25
May 31 2034,WLD,9394968051.12,9394968051.12,200000000.00,950000000.00,1350000000.00,6894968051.12
May 25 2034,WLD,9392571884.98,9392571884.98,200000000.00,950000000.00,1350000000.00,6892571884.98
May 19 2034,WLD,9390175718.85,9390175718.85,200000000.00,950000000.00,1350000000.00,6890175718.85
May 12 2034,WLD,9387380191.69,9387380191.69,200000000.00,950000000.00,1350000000.00,6887380191.69
May 06 2034,WLD,9384984025.56,9384984025.56,200000000.00,950000000.00,1350000000.00,6884984025.56
