Date,Symbol,Available Supply,Unlocked Supply,TFH Reserve,TFH Investors,Initial Development Team,Worldcoin Community
Apr 30 2034,WLD,9382587859.42,9382587859.42,200000000.00,950000000.00,1350000000.00,6882587859.42
Apr 24 2034,WLD,9380191693.29,9380191693.29,200000000.00,950000000.00,1350000000.00,6880191693.29
Apr 17 2034,WLD,9377396166.13,9377396166.13,200000000.00,950000000.00,1350000000.00,6877396166.13
Apr 11 2034,WLD,9375000000.00,9375000000.00,200000000.00,950000000.00,1350000000.00,6875000000.00
Apr 05 2034,WLD,9372603833.87,9372603833.87,200000000.00,950000000.00,1350000000.00,6872603833.87
Mar 30 2034,WLD,9370207667.73,9370207667.73,200000000.00,950000000.00,1350000000.00,6870207667.73
Mar 23 2034,WLD,9367412140.58,9367412140.58,200000000.00,950000000.00,1350000000.00,6867412140.58
Mar 17 2034,WLD,9365015974.44,9365015974.44,200000000.00,950000000.00,1350000000.00,6865015974.44
Mar 11 2034,WLD,9362619808.31,9362619808.31,200000000.00,950000000.00,1350000000.00,6862619808.31
Mar 05 2034,WLD,9360223642.17,9360223642.17,200000000.00,950000000.00,1350000000.00,6860223642.17
Feb 26 2034,WLD,9357428115.02,9357428115.02,200000000.00,950000000.00,1350000000.00,6857428115.02
Feb 20 2034,WLD,9355031948.88,9355031948.88,200000000.00,950000000.00,1350000000.00,6855031948.88
Feb 14 2034,WLD,9352635782.75,9352635782.75,200000000.00,950000000.00,1350000000.00,6852635782.75
Feb 08 2034,WLD,9350239616.61,9350239616.61,200000000.00,950000000.00,1350000000.00,6850239616.61
Feb 01 2034,WLD,9347444089.46,9347444089.46,200000000.00,950000000.00,1350000000.00,6847444089.46
Jan 26 2034,WLD,9345047923.32,9345047923.32,200000000.00,950000000.00,1350000000.00,6845047923.32
Jan 20 2034,WLD,9342651757.19,9342651757.19,200000000.00,950000000.00,1350000000.00,6842651757.19
Jan 14 2034,WLD,9340255591.05,9340255591.05,200000000.00,950000000.00,1350000000.00,6840255591.05
Jan 07 2034,WLD,9337460063.90,9337460063.90,200000000.00,950000000.00,1350000000.00,6837460063.90
Jan 01 2034,WLD,9335063897.76,9335063897.76,200000000.00,950000000.00,1350000000.00,6835063897.76
Dec 26 2033,WLD,9332667731.63,9332667731.63,200000000.00,950000000.00,1350000000.00,6832667731.63
Dec 20 2033,WLD,9330271565.50,9330271565.50,200000000.00,950000000.00,1350000000.00,6830271565.50
Dec 13 2033,WLD,9327476038.34,9327476038.34,200000000.00,950000000.00,1350000000.00,6827476038.34
Dec 07 2033,WLD,9325079872.20,9325079872.20,200000000.00,950000000.00,1350000000.00,6825079872.20
Dec 01 2033,WLD,9322683706.07,9322683706.07,200000000.00,950000000.00,1350000000.00,6822683706.07
Nov 25 2033,WLD,9320287539.94,9320287539.94,200000000.00,950000000.00,1350000000.00,6820287539.94
Nov 18 2033,WLD,9317492012.78,9317492012.78,200000000.00,950000000.00,1350000000.00,6817492012.78
Nov 12 2033,WLD,9315095846.65,9315095846.65,200000000.00,950000000.00,1350000000.00,6815095846.65
Nov 06 2033,WLD,9312699680.51,9312699680.51,200000000.00,950000000.00,1350000000.00,6812699680.51
Oct 31 2033,WLD,9310303514.38,9310303514.38,200000000.00,950000000.00,1350000000.00,6810303514.38
Oct 24 2033,WLD,9307507987.22,9307507987.22,200000000.00,950000000.00,1350000000.00,6807507987.22
Oct 18 2033,WLD,9305111821.09,9305111821.09,200000000.00,950000000.00,1350000000.00,6805111821.09
Oct 12 2033,WLD,9302715654.95,9302715654.95,200000000.00,950000000.00,1350000000.00,6802715654.95
Oct 06 2033,WLD,9300319488.82,9300319488.82,200000000.00,950000000.00,1350000000.00,6800319488.82
Sep 29 2033,WLD,9297523961.66,9297523961.66,200000000.00,950000000.00,1350000000.00,6797523961.66
Sep 23 2033,WLD,9295127795.53,9295127795.53,200000000.00,950000000.00,1350000000.00,6795127795.53
Sep 17 2033,WLD,9292731629.39,9292731629.39,200000000.00,950000000.00,1350000000.00,6792731629.39
Sep 10 2033,WLD,9289936102.24,9289936102.24,200000000.00,950000000.00,1350000000.00,6789936102.24
Sep 04 2033,WLD,9287539936.10,9287539936.10,200000000.00,950000000.00,1350000000.00,6787539936.10
Aug 29 2033,WLD,9285143769.97,9285143769.97,200000000.00,950000000.00,1350000000.00,6785143769.97
Aug 23 2033,WLD,9282747603.83,9282747603.83,200000000.00,950000000.00,1350000000.00,6782747603.83
Aug 16 2033,WLD,9279952076.68,9279952076.68,200000000.00,950000000.00,1350000000.00,6779952076.68
Aug 10 2033,WLD,9277555910.54,9277555910.54,200000000.00,950000000.00,1350000000.00,6777555910.54
Aug 04 2033,WLD,9275159744.41,9275159744.41,200000000.00,950000000.00,1350000000.00,6775159744.41
Jul 29 2033,WLD,9272763578.27,9272763578.27,200000000.00,950000000.00,1350000000.00,6772763578.27
Jul 22 2033,WLD,9269968051.12,9269968051.12,200000000.00,950000000.00,1350000000.00,6769968051.12
Jul 16 2033,WLD,9267571884.98,9267571884.98,200000000.00,950000000.00,1350000000.00,6767571884.98
Jul 10 2033,WLD,9265175718.85,9265175718.85,200000000.00,950000000.00,1350000000.00,6765175718.85
Jul 04 2033,WLD,9262779552.72,9262779552.72,200000000.00,950000000.00,1350000000.00,6762779552.72
Jun 27 2033,WLD,9259984025.56,9259984025.56,200000000.00,950000000.00,1350000000.00,6759984025.56
Jun 21 2033,WLD,9257587859.42,9257587859.42,200000000.00,950000000.00,1350000000.00,6757587859.42
Jun 15 2033,WLD,9255191693.29,9255191693.29,200000000.00,950000000.00,1350000000.00,6755191693.29
Jun 09 2033,WLD,9252795527.16,9252795527.16,200000000.00,950000000.00,1350000000.00,6752795527.16
Jun 02 2033,WLD,9250000000.00,9250000000.00,200000000.00,950000000.00,1350000000.00,6750000000.00
May 27 2033,WLD,9247603833.87,9247603833.87,200000000.00,950000000.00,1350000000.00,6747603833.87
May 21 2033,WLD,9245207667.73,9245207667.73,200000000.00,950000000.00,1350000000.00,6745207667.73
May 15 2033,WLD,9242811501.60,9242811501.60,200000000.00,950000000.00,1350000000.00,6742811501.60
May 08 2033,WLD,9240015974.44,9240015974.44,200000000.00,950000000.00,1350000000.00,6740015974.44
May 02 2033,WLD,9237619808.31,9237619808.31,200000000.00,950000000.00,1350000000.00,6737619808.31
Apr 26 2033,WLD,9235223642.17,9235223642.17,200000000.00,950000000.00,1350000000.00,6735223642.17
Apr 20 2033,WLD,9232827476.04,9232827476.04,200000000.00,950000000.00,1350000000.00,6732827476.04
Apr 13 2033,WLD,9230031948.88,9230031948.88,200000000.00,950000000.00,1350000000.00,6730031948.88
Apr 07 2033,WLD,9227635782.75,9227635782.75,200000000.00,950000000.00,1350000000.00,6727635782.75
Apr 01 2033,WLD,9225239616.61,9225239616.61,200000000.00,950000000.00,1350000000.00,6725239616.61
Mar 26 2033,WLD,9222843450.48,9222843450.48,200000000.00,950000000.00,1350000000.00,6722843450.48
Mar 19 2033,WLD,9220047923.32,9220047923.32,200000000.00,950000000.00,1350000000.00,6720047923.32
Mar 13 2033,WLD,9217651757.19,9217651757.19,200000000.00,950000000.00,1350000000.00,6717651757.19
Mar 07 2033,WLD,9215255591.05,9215255591.05,200000000.00,950000000.00,1350000000.00,6715255591.05
Mar 01 2033,WLD,9212859424.92,9212859424.92,200000000.00,950000000.00,1350000000.00,6712859424.92
Feb 22 2033,WLD,9210063897.76,9210063897.76,200000000.00,950000000.00,1350000000.00,6710063897.76
Feb 16 2033,WLD,9207667731.63,9207667731.63,200000000.00,950000000.00,1350000000.00,6707667731.63
Feb 10 2033,WLD,9205271565.50,9205271565.50,200000000.00,950000000.00,1350000000.00,6705271565.50
Feb 04 2033,WLD,9202875399.36,9202875399.36,200000000.00,950000000.00,1350000000.00,6702875399.36
Jan 28 2033,WLD,9200079872.20,9200079872.20,200000000.00,950000000.00,1350000000.00,6700079872.20
Jan 22 2033,WLD,9197683706.07,9197683706.07,200000000.00,950000000.00,1350000000.00,6697683706.07
Jan 16 2033,WLD,9195287539.94,9195287539.94,200000000.00,950000000.00,1350000000.00,6695287539.94
Jan 10 2033,WLD,9192891373.80,9192891373.80,200000000.00,950000000.00,1350000000.00,6692891373.80
Jan 03 2033,WLD,9190095846.65,9190095846.65,200000000.00,950000000.00,1350000000.00,6690095846.65
Dec 28 2032,WLD,9187699680.51,9187699680.51,200000000.00,950000000.00,1350000000.00,6687699680.51
Dec 22 2032,WLD,9185303514.38,9185303514.38,200000000.00,950000000.00,1350000000.00,6685303514.38
Dec 16 2032,WLD,9182907348.24,9182907348.24,200000000.00,950000000.00,1350000000.00,6682907348.24
Dec 09 2032,WLD,9180111821.09,9180111821.09,200000000.00,950000000.00,1350000000.00,6680111821.09
Dec 03 2032,WLD,9177715654.95,9177715654.95,200000000.00,950000000.00,1350000000.00,6677715654.95
Nov 27 2032,WLD,9175319488.82,9175319488.82,200000000.00,950000000.00,1350000000.00,6675319488.82
Nov 21 2032,WLD,9172923322.68,9172923322.68,200000000.00,950000000.00,1350000000.00,6672923322.68
Nov 14 2032,WLD,9170127795.53,9170127795.53,200000000.00,950000000.00,1350000000.00,6670127795.53
Nov 08 2032,WLD,9167731629.39,9167731629.39,200000000.00,950000000.00,1350000000.00,6667731629.39
Nov 02 2032,WLD,9165335463.26,9165335463.26,200000000.00,950000000.00,1350000000.00,6665335463.26
Oct 27 2032,WLD,9162939297.12,9162939297.12,200000000.00,950000000.00,1350000000.00,6662939297.12
Oct 20 2032,WLD,9160143769.97,9160143769.97,200000000.00,950000000.00,1350000000.00,6660143769.97
Oct 14 2032,WLD,9157747603.83,9157747603.83,200000000.00,950000000.00,1350000000.00,6657747603.83
Oct 08 2032,WLD,9155351437.70,9155351437.70,200000000.00,950000000.00,1350000000.00,6655351437.70
Oct 02 2032,WLD,9152955271.57,9152955271.57,200000000.00,950000000.00,1350000000.00,6652955271.57
Sep 25 2032,WLD,9150159744.41,9150159744.41,200000000.00,950000000.00,1350000000.00,6650159744.41
Sep 19 2032,WLD,9147763578.27,9147763578.27,200000000.00,950000000.00,1350000000.00,6647763578.27
Sep 13 2032,WLD,9145367412.14,9145367412.14,200000000.00,950000000.00,1350000000.00,6645367412.14
Sep 07 2032,WLD,9142971246.01,9142971246.01,200000000.00,950000000.00,1350000000.00,6642971246.01
Aug 31 2032,WLD,9140175718.85,9140175718.85,200000000.00,950000000.00,1350000000.00,6640175718.85
Aug 25 2032,WLD,9137779552.72,9137779552.72,200000000.00,950000000.00,1350000000.00,6637779552.72
Aug 19 2032,WLD,9135383386.58,9135383386.58,200000000.00,950000000.00,1350000000.00,6635383386.58
Aug 13 2032,WLD,9132987220.45,9132987220.45,200000000.00,950000000.00,1350000000.00,6632987220.45
Aug 06 2032,WLD,9130191693.29,9130191693.29,200000000.00,950000000.00,1350000000.00,6630191693.29
Jul 31 2032,WLD,9127795527.16,9127795527.16,200000000.00,950000000.00,1350000000.00,6627795527.16
Jul 25 2032,WLD,9125399361.02,9125399361.02,200000000.00,950000000.00,1350000000.00,6625399361.02
Jul 19 2032,WLD,9121008211.68,9121008211.68,200000000.00,950000000.00,1350000000.00,6621008211.68
Jul 12 2032,WLD,9115419708.03,9115419708.03,200000000.00,950000000.00,1350000000.00,6615419708.03
Jul 06 2032,WLD,9110629562.04,9110629562.04,200000000.00,950000000.00,1350000000.00,6610629562.04
Jun 30 2032,WLD,9105839416.06,9105839416.06,200000000.00,950000000.00,1350000000.00,6605839416.06
Jun 24 2032,WLD,9101049270.07,9101049270.07,200000000.00,950000000.00,1350000000.00,6601049270.07
Jun 17 2032,WLD,9095460766.42,9095460766.42,200000000.00,950000000.00,1350000000.00,6595460766.42
Jun 11 2032,WLD,9090670620.44,9090670620.44,200000000.00,950000000.00,1350000000.00,6590670620.44
Jun 05 2032,WLD,9085880474.45,9085880474.45,200000000.00,950000000.00,1350000000.00,6585880474.45
May 30 2032,WLD,9081090328.47,9081090328.47,200000000.00,950000000.00,1350000000.00,6581090328.47
May 23 2032,WLD,9075501824.82,9075501824.82,200000000.00,950000000.00,1350000000.00,6575501824.82
May 17 2032,WLD,9070711678.83,9070711678.83,200000000.00,950000000.00,1350000000.00,6570711678.83
May 11 2032,WLD,9065921532.85,9065921532.85,200000000.00,950000000.00,1350000000.00,6565921532.85
May 05 2032,WLD,9061131386.86,9061131386.86,200000000.00,950000000.00,1350000000.00,6561131386.86
Apr 28 2032,WLD,9055542883.21,9055542883.21,200000000.00,950000000.00,1350000000.00,6555542883.21
Apr 22 2032,WLD,9050752737.23,9050752737.23,200000000.00,950000000.00,1350000000.00,6550752737.23
Apr 16 2032,WLD,9045962591.24,9045962591.24,200000000.00,950000000.00,1350000000.00,6545962591.24
Apr 10 2032,WLD,9041172445.26,9041172445.26,200000000.00,950000000.00,1350000000.00,6541172445.26
Apr 03 2032,WLD,9035583941.61,9035583941.61,200000000.00,950000000.00,1350000000.00,6535583941.61
Mar 28 2032,WLD,9030793795.62,9030793795.62,200000000.00,950000000.00,1350000000.00,6530793795.62
Mar 22 2032,WLD,9026003649.63,9026003649.63,200000000.00,950000000.00,1350000000.00,6526003649.63
Mar 16 2032,WLD,9021213503.65,9021213503.65,200000000.00,950000000.00,1350000000.00,6521213503.65
Mar 09 2032,WLD,9015625000.00,9015625000.00,200000000.00,950000000.00,1350000000.00,6515625000.00
Mar 03 2032,WLD,9010834854.01,9010834854.01,200000000.00,950000000.00,1350000000.00,6510834854.01
Feb 26 2032,WLD,9006044708.03,9006044708.03,200000000.00,950000000.00,1350000000.00,6506044708.03
Feb 20 2032,WLD,9001254562.04,9001254562.04,200000000.00,950000000.00,1350000000.00,6501254562.04
Feb 13 2032,WLD,8995666058.39,8995666058.39,200000000.00,950000000.00,1350000000.00,6495666058.39
Feb 07 2032,WLD,8990875912.41,8990875912.41,200000000.00,950000000.00,1350000000.00,6490875912.41
Feb 01 2032,WLD,8986085766.42,8986085766.42,200000000.00,950000000.00,1350000000.00,6486085766.42
Jan 26 2032,WLD,8981295620.44,8981295620.44,200000000.00,950000000.00,1350000000.00,6481295620.44
Jan 19 2032,WLD,8975707116.79,8975707116.79,200000000.00,950000000.00,1350000000.00,6475707116.79
Jan 13 2032,WLD,8970916970.80,8970916970.80,200000000.00,950000000.00,1350000000.00,6470916970.80
Jan 07 2032,WLD,8966126824.82,8966126824.82,200000000.00,950000000.00,1350000000.00,6466126824.82
Dec 31 2031,WLD,8960538321.17,8960538321.17,200000000.00,950000000.00,1350000000.00,6460538321.17
Dec 25 2031,WLD,8955748175.18,8955748175.18,200000000.00,950000000.00,1350000000.00,6455748175.18
Dec 19 2031,WLD,8950958029.20,8950958029.20,200000000.00,950000000.00,1350000000.00,6450958029.20
Dec 13 2031,WLD,8946167883.21,8946167883.21,200000000.00,950000000.00,1350000000.00,6446167883.21
Dec 06 2031,WLD,8940579379.56,8940579379.56,200000000.00,950000000.00,1350000000.00,6440579379.56
Nov 30 2031,WLD,8935789233.58,8935789233.58,200000000.00,950000000.00,1350000000.00,6435789233.58
Nov 24 2031,WLD,8930999087.59,8930999087.59,200000000.00,950000000.00,1350000000.00,6430999087.59
Nov 18 2031,WLD,8926208941.61,8926208941.61,200000000.00,950000000.00,1350000000.00,6426208941.61
Nov 11 2031,WLD,8920620437.96,8920620437.96,200000000.00,950000000.00,1350000000.00,6420620437.96
Nov 05 2031,WLD,8915830291.97,8915830291.97,200000000.00,950000000.00,1350000000.00,6415830291.97
Oct 30 2031,WLD,8911040145.99,8911040145.99,200000000.00,950000000.00,1350000000.00,6411040145.99
Oct 24 2031,WLD,8906250000.00,8906250000.00,200000000.00,950000000.00,1350000000.00,6406250000.00
Oct 17 2031,WLD,8900661496.35,8900661496.35,200000000.00,950000000.00,1350000000.00,6400661496.35
Oct 11 2031,WLD,8895871350.36,8895871350.36,200000000.00,950000000.00,1350000000.00,6395871350.36
Oct 05 2031,WLD,8891081204.38,8891081204.38,200000000.00,950000000.00,1350000000.00,6391081204.38
Sep 29 2031,WLD,8886291058.39,8886291058.39,200000000.00,950000000.00,1350000000.00,6386291058.39
Sep 22 2031,WLD,8880702554.74,8880702554.74,200000000.00,950000000.00,1350000000.00,6380702554.74
Sep 16 2031,WLD,8875912408.76,8875912408.76,200000000.00,950000000.00,1350000000.00,6375912408.76
Sep 10 2031,WLD,8871122262.77,8871122262.77,200000000.00,950000000.00,1350000000.00,6371122262.77
Sep 04 2031,WLD,8866332116.79,8866332116.79,200000000.00,950000000.00,1350000000.00,6366332116.79
Aug 28 2031,WLD,8860743613.14,8860743613.14,200000000.00,950000000.00,1350000000.00,6360743613.14
Aug 22 2031,WLD,8855953467.15,8855953467.15,200000000.00,950000000.00,1350000000.00,6355953467.15
Aug 16 2031,WLD,8851163321.17,8851163321.17,200000000.00,950000000.00,1350000000.00,6351163321.17
Aug 10 2031,WLD,8846373175.18,8846373175.18,200000000.00,950000000.00,1350000000.00,6346373175.18
Aug 03 2031,WLD,8840784671.53,8840784671.53,200000000.00,950000000.00,1350000000.00,6340784671.53
Jul 28 2031,WLD,8835994525.55,8835994525.55,200000000.00,950000000.00,1350000000.00,6335994525.55
Jul 22 2031,WLD,8831204379.56,8831204379.56,200000000.00,950000000.00,1350000000.00,6331204379.56
Jul 16 2031,WLD,8826414233.58,8826414233.58,200000000.00,950000000.00,1350000000.00,6326414233.58
Jul 09 2031,WLD,8820825729.93,8820825729.93,200000000.00,950000000.00,1350000000.00,6320825729.93
Jul 03 2031,WLD,8816035583.94,8816035583.94,200000000.00,950000000.00,1350000000.00,6316035583.94
Jun 27 2031,WLD,8811245437.96,8811245437.96,200000000.00,950000000.00,1350000000.00,6311245437.96
Jun 21 2031,WLD,8806455291.97,8806455291.97,200000000.00,950000000.00,1350000000.00,6306455291.97
Jun 14 2031,WLD,8800866788.32,8800866788.32,200000000.00,950000000.00,1350000000.00,6300866788.32
Jun 08 2031,WLD,8796076642.34,8796076642.34,200000000.00,950000000.00,1350000000.00,6296076642.34
Jun 02 2031,WLD,8791286496.35,8791286496.35,200000000.00,950000000.00,1350000000.00,6291286496.35
May 27 2031,WLD,8786496350.36,8786496350.36,200000000.00,950000000.00,1350000000.00,6286496350.36
May 20 2031,WLD,8780907846.72,8780907846.72,200000000.00,950000000.00,1350000000.00,6280907846.72
May 14 2031,WLD,8776117700.73,8776117700.73,200000000.00,950000000.00,1350000000.00,6276117700.73
May 08 2031,WLD,8771327554.74,8771327554.74,200000000.00,950000000.00,1350000000.00,6271327554.74
May 02 2031,WLD,8766537408.76,8766537408.76,200000000.00,950000000.00,1350000000.00,6266537408.76
Apr 25 2031,WLD,8760948905.11,8760948905.11,200000000.00,950000000.00,1350000000.00,6260948905.11
Apr 19 2031,WLD,8756158759.12,8756158759.12,200000000.00,950000000.00,1350000000.00,6256158759.12
Apr 13 2031,WLD,8751368613.14,8751368613.14,200000000.00,950000000.00,1350000000.00,6251368613.14
Apr 07 2031,WLD,8746578467.15,8746578467.15,200000000.00,950000000.00,1350000000.00,6246578467.15
Mar 31 2031,WLD,8740989963.50,8740989963.50,200000000.00,950000000.00,1350000000.00,6240989963.50
Mar 25 2031,WLD,8736199817.52,8736199817.52,200000000.00,950000000.00,1350000000.00,6236199817.52
Mar 19 2031,WLD,8731409671.53,8731409671.53,200000000.00,950000000.00,1350000000.00,6231409671.53
Mar 13 2031,WLD,8726619525.55,8726619525.55,200000000.00,950000000.00,1350000000.00,6226619525.55
Mar 06 2031,WLD,8721031021.90,8721031021.90,200000000.00,950000000.00,1350000000.00,6221031021.90
Feb 28 2031,WLD,8716240875.91,8716240875.91,200000000.00,950000000.00,1350000000.00,6216240875.91
Feb 22 2031,WLD,8711450729.93,8711450729.93,200000000.00,950000000.00,1350000000.00,6211450729.93
Feb 16 2031,WLD,8706660583.94,8706660583.94,200000000.00,950000000.00,1350000000.00,6206660583.94
Feb 09 2031,WLD,8701072080.29,8701072080.29,200000000.00,950000000.00,1350000000.00,6201072080.29
Feb 03 2031,WLD,8696281934.31,8696281934.31,200000000.00,950000000.00,1350000000.00,6196281934.31
Jan 28 2031,WLD,8691491788.32,8691491788.32,200000000.00,950000000.00,1350000000.00,6191491788.32
Jan 22 2031,WLD,8686701642.34,8686701642.34,200000000.00,950000000.00,1350000000.00,6186701642.34
Jan 15 2031,WLD,8681113138.69,8681113138.69,200000000.00,950000000.00,1350000000.00,6181113138.69
Jan 09 2031,WLD,8676322992.70,8676322992.70,200000000.00,950000000.00,1350000000.00,6176322992.70
Jan 03 2031,WLD,8671532846.72,8671532846.72,200000000.00,950000000.00,1350000000.00,6171532846.72
Dec 28 2030,WLD,8666742700.73,8666742700.73,200000000.00,950000000.00,1350000000.00,6166742700.73
Dec 21 2030,WLD,8661154197.08,8661154197.08,200000000.00,950000000.00,1350000000.00,6161154197.08
Dec 15 2030,WLD,8656364051.09,8656364051.09,200000000.00,950000000.00,1350000000.00,6156364051.09
Dec 09 2030,WLD,8651573905.11,8651573905.11,200000000.00,950000000.00,1350000000.00,6151573905.11
Dec 03 2030,WLD,8646783759.12,8646783759.12,200000000.00,950000000.00,1350000000.00,6146783759.12
Nov 26 2030,WLD,8641195255.47,8641195255.47,200000000.00,950000000.00,1350000000.00,6141195255.47
Nov 20 2030,WLD,8636405109.49,8636405109.49,200000000.00,950000000.00,1350000000.00,6136405109.49
Nov 14 2030,WLD,8631614963.50,8631614963.50,200000000.00,950000000.00,1350000000.00,6131614963.50
Nov 08 2030,WLD,8626824817.52,8626824817.52,200000000.00,950000000.00,1350000000.00,6126824817.52
Nov 01 2030,WLD,8621236313.87,8621236313.87,200000000.00,950000000.00,1350000000.00,6121236313.87
Oct 26 2030,WLD,8616446167.88,8616446167.88,200000000.00,950000000.00,1350000000.00,6116446167.88
Oct 20 2030,WLD,8611656021.90,8611656021.90,200000000.00,950000000.00,1350000000.00,6111656021.90
Oct 14 2030,WLD,8606865875.91,8606865875.91,200000000.00,950000000.00,1350000000.00,6106865875.91
Oct 14 2030,WLD,8606865875.91,8606865875.91,200000000.00,950000000.00,1350000000.00,6106865875.91
Oct 07 2030,WLD,8601277372.26,8601277372.26,200000000.00,950000000.00,1350000000.00,6101277372.26
Oct 01 2030,WLD,8596487226.28,8596487226.28,200000000.00,950000000.00,1350000000.00,6096487226.28
Sep 25 2030,WLD,8591697080.29,8591697080.29,200000000.00,950000000.00,1350000000.00,6091697080.29
Sep 19 2030,WLD,8586906934.31,8586906934.31,200000000.00,950000000.00,1350000000.00,6086906934.31
Sep 12 2030,WLD,8581318430.66,8581318430.66,200000000.00,950000000.00,1350000000.00,6081318430.66
Sep 06 2030,WLD,8576528284.67,8576528284.67,200000000.00,950000000.00,1350000000.00,6076528284.67
Aug 31 2030,WLD,8571738138.69,8571738138.69,200000000.00,950000000.00,1350000000.00,6071738138.69
Aug 25 2030,WLD,8566947992.70,8566947992.70,200000000.00,950000000.00,1350000000.00,6066947992.70
Aug 18 2030,WLD,8561359489.05,8561359489.05,200000000.00,950000000.00,1350000000.00,6061359489.05
Aug 12 2030,WLD,8556569343.07,8556569343.07,200000000.00,950000000.00,1350000000.00,6056569343.07
Aug 06 2030,WLD,8551779197.08,8551779197.08,200000000.00,950000000.00,1350000000.00,6051779197.08
Jul 31 2030,WLD,8546989051.09,8546989051.09,200000000.00,950000000.00,1350000000.00,6046989051.09
Jul 24 2030,WLD,8541400547.45,8541400547.45,200000000.00,950000000.00,1350000000.00,6041400547.45
Jul 18 2030,WLD,8536610401.46,8536610401.46,200000000.00,950000000.00,1350000000.00,6036610401.46
Jul 12 2030,WLD,8531820255.47,8531820255.47,200000000.00,950000000.00,1350000000.00,6031820255.47
Jul 06 2030,WLD,8527030109.49,8527030109.49,200000000.00,950000000.00,1350000000.00,6027030109.49
Jun 29 2030,WLD,8521441605.84,8521441605.84,200000000.00,950000000.00,1350000000.00,6021441605.84
Jun 23 2030,WLD,8516651459.85,8516651459.85,200000000.00,950000000.00,1350000000.00,6016651459.85
Jun 17 2030,WLD,8511861313.87,8511861313.87,200000000.00,950000000.00,1350000000.00,6011861313.87
Jun 11 2030,WLD,8507071167.88,8507071167.88,200000000.00,950000000.00,1350000000.00,6007071167.88
Jun 04 2030,WLD,8501482664.23,8501482664.23,200000000.00,950000000.00,1350000000.00,6001482664.23
May 29 2030,WLD,8496692518.25,8496692518.25,200000000.00,950000000.00,1350000000.00,5996692518.25
May 23 2030,WLD,8491902372.26,8491902372.26,200000000.00,950000000.00,1350000000.00,5991902372.26
May 17 2030,WLD,8487112226.28,8487112226.28,200000000.00,950000000.00,1350000000.00,5987112226.28
May 10 2030,WLD,8481523722.63,8481523722.63,200000000.00,950000000.00,1350000000.00,5981523722.63
May 04 2030,WLD,8476733576.64,8476733576.64,200000000.00,950000000.00,1350000000.00,5976733576.64
Apr 28 2030,WLD,8471943430.66,8471943430.66,200000000.00,950000000.00,1350000000.00,5971943430.66
Apr 21 2030,WLD,8466354927.01,8466354927.01,200000000.00,950000000.00,1350000000.00,5966354927.01
Apr 15 2030,WLD,8461564781.02,8461564781.02,200000000.00,950000000.00,1350000000.00,5961564781.02
Apr 09 2030,WLD,8456774635.04,8456774635.04,200000000.00,950000000.00,1350000000.00,5956774635.04
Apr 03 2030,WLD,8451984489.05,8451984489.05,200000000.00,950000000.00,1350000000.00,5951984489.05
Mar 27 2030,WLD,8446395985.40,8446395985.40,200000000.00,950000000.00,1350000000.00,5946395985.40
Mar 21 2030,WLD,8441605839.42,8441605839.42,200000000.00,950000000.00,1350000000.00,5941605839.42
Mar 15 2030,WLD,8436815693.43,8436815693.43,200000000.00,950000000.00,1350000000.00,5936815693.43
Mar 09 2030,WLD,8432025547.45,8432025547.45,200000000.00,950000000.00,1350000000.00,5932025547.45
Mar 02 2030,WLD,8426437043.80,8426437043.80,200000000.00,950000000.00,1350000000.00,5926437043.80
Feb 24 2030,WLD,8421646897.81,8421646897.81,200000000.00,950000000.00,1350000000.00,5921646897.81
Feb 18 2030,WLD,8416856751.82,8416856751.82,200000000.00,950000000.00,1350000000.00,5916856751.82
Feb 12 2030,WLD,8412066605.84,8412066605.84,200000000.00,950000000.00,1350000000.00,5912066605.84
Feb 05 2030,WLD,8406478102.19,8406478102.19,200000000.00,950000000.00,1350000000.00,5906478102.19
Jan 30 2030,WLD,8401687956.20,8401687956.20,200000000.00,950000000.00,1350000000.00,5901687956.20
Jan 24 2030,WLD,8396897810.22,8396897810.22,200000000.00,950000000.00,1350000000.00,5896897810.22
Jan 18 2030,WLD,8392107664.23,8392107664.23,200000000.00,950000000.00,1350000000.00,5892107664.23
Jan 11 2030,WLD,8386519160.58,8386519160.58,200000000.00,950000000.00,1350000000.00,5886519160.58
Jan 05 2030,WLD,8381729014.60,8381729014.60,200000000.00,950000000.00,1350000000.00,5881729014.60
Dec 30 2029,WLD,8376938868.61,8376938868.61,200000000.00,950000000.00,1350000000.00,5876938868.61
Dec 24 2029,WLD,8372148722.63,8372148722.63,200000000.00,950000000.00,1350000000.00,5872148722.63
Dec 17 2029,WLD,8366560218.98,8366560218.98,200000000.00,950000000.00,1350000000.00,5866560218.98
Dec 11 2029,WLD,8361770072.99,8361770072.99,200000000.00,950000000.00,1350000000.00,5861770072.99
Dec 05 2029,WLD,8356979927.01,8356979927.01,200000000.00,950000000.00,1350000000.00,5856979927.01
Nov 29 2029,WLD,8352189781.02,8352189781.02,200000000.00,950000000.00,1350000000.00,5852189781.02
Nov 22 2029,WLD,8346601277.37,8346601277.37,200000000.00,950000000.00,1350000000.00,5846601277.37
Nov 16 2029,WLD,8341811131.39,8341811131.39,200000000.00,950000000.00,1350000000.00,5841811131.39
Nov 10 2029,WLD,8337020985.40,8337020985.40,200000000.00,950000000.00,1350000000.00,5837020985.40
