Date,Symbol,Available Supply,Unlocked Supply,Consensus,Founders and Investors,Data Transfer,Proof of Coverage
Feb 13 2022,HNT,0,119109589.04,7146575.34,40766164.38,38038356.16,33158493.15
Feb 09 2022,HNT,0,118780821.92,7126849.32,40657671.23,37923287.67,33073013.70
Feb 04 2022,HNT,0,118369863.01,7102191.78,40522054.79,37779452.05,32966164.38
Jan 30 2022,HNT,0,117958904.11,7077534.25,40386438.36,37635616.44,32859315.07
Jan 26 2022,HNT,0,117630136.99,7057808.22,40277945.21,37520547.95,32773835.62
Jan 21 2022,HNT,0,117219178.08,7033150.68,40142328.77,37376712.33,32666986.30
Jan 16 2022,HNT,0,116808219.18,7008493.15,40006712.33,37232876.71,32560136.99
Jan 12 2022,HNT,0,116479452.05,6988767.12,39898219.18,37117808.22,32474657.53
Jan 07 2022,HNT,0,116068493.15,6964109.59,39762602.74,36973972.60,32367808.22
Jan 03 2022,HNT,0,115739726.03,6944383.56,39654109.59,36858904.11,32282328.77
Dec 29 2021,HNT,0,115328767.12,6919726.03,39518493.15,36715068.49,32175479.45
Dec 24 2021,HNT,0,114917808.22,6895068.49,39382876.71,36571232.88,32068630.14
Dec 20 2021,HNT,0,114589041.10,6875342.47,39274383.56,36456164.38,31983150.68
Dec 15 2021,HNT,0,114178082.19,6850684.93,39138767.12,36312328.77,31876301.37
Dec 11 2021,HNT,0,113849315.07,6830958.90,39030273.97,36197260.27,31790821.92
Dec 06 2021,HNT,0,113438356.16,6806301.37,38894657.53,36053424.66,31683972.60
Dec 01 2021,HNT,0,113027397.26,6781643.84,38759041.10,35909589.04,31577123.29
Nov 27 2021,HNT,0,112698630.14,6761917.81,38650547.95,35794520.55,31491643.84
Nov 22 2021,HNT,0,112287671.23,6737260.27,38514931.51,35650684.93,31384794.52
Nov 18 2021,HNT,0,111958904.11,6717534.25,38406438.36,35535616.44,31299315.07
Nov 13 2021,HNT,0,111547945.21,6692876.71,38270821.92,35391780.82,31192465.75
Nov 08 2021,HNT,0,111136986.30,6668219.18,38135205.48,35247945.21,31085616.44
Nov 04 2021,HNT,0,110808219.18,6648493.15,38026712.33,35132876.71,31000136.99
Oct 30 2021,HNT,0,110397260.27,6623835.62,37891095.89,34989041.10,30893287.67
Oct 25 2021,HNT,0,109986301.37,6599178.08,37755479.45,34845205.48,30786438.36
Oct 21 2021,HNT,0,109657534.25,6579452.05,37646986.30,34730136.99,30700958.90
Oct 16 2021,HNT,0,109246575.34,6554794.52,37511369.86,34586301.37,30594109.59
Oct 12 2021,HNT,0,108917808.22,6535068.49,37402876.71,34471232.88,30508630.14
Oct 07 2021,HNT,0,108506849.32,6510410.96,37267260.27,34327397.26,30401780.82
Oct 02 2021,HNT,0,108095890.41,6485753.42,37131643.84,34183561.64,30294931.51
Sep 28 2021,HNT,0,107767123.29,6466027.40,37023150.68,34068493.15,30209452.05
Sep 23 2021,HNT,0,107356164.38,6441369.86,36887534.25,33924657.53,30102602.74
Sep 19 2021,HNT,0,107027397.26,6421643.84,36779041.10,33809589.04,30017123.29
Sep 14 2021,HNT,0,106616438.36,6396986.30,36643424.66,33665753.42,29910273.97
Sep 09 2021,HNT,0,106205479.45,6372328.77,36507808.22,33521917.81,29803424.66
Sep 05 2021,HNT,0,105876712.33,6352602.74,36399315.07,33406849.32,29717945.21
Aug 31 2021,HNT,0,105465753.42,6327945.21,36263698.63,33263013.70,29611095.89
Aug 26 2021,HNT,0,105054794.52,6303287.67,36128082.19,33119178.08,29504246.58
Aug 22 2021,HNT,0,104726027.40,6283561.64,36019589.04,33004109.59,29418767.12
Aug 17 2021,HNT,0,104315068.49,6258904.11,35883972.60,32860273.97,29311917.81
Aug 13 2021,HNT,0,103986301.37,6239178.08,35775479.45,32745205.48,29226438.36
Aug 08 2021,HNT,0,103575342.47,6214520.55,35639863.01,32601369.86,29119589.04
Aug 03 2021,HNT,0,103164383.56,6189863.01,35504246.58,32457534.25,29012739.73
Jul 30 2021,HNT,0,102671232.88,6160273.97,35338219.18,32293150.68,28879589.04
Jul 25 2021,HNT,0,101849315.07,6110958.90,35058767.12,32026027.40,28653561.64
Jul 21 2021,HNT,0,101191780.82,6071506.85,34835205.48,31812328.77,28472739.73
Jul 16 2021,HNT,0,100369863.01,6022191.78,34555753.42,31545205.48,28246712.33
Jul 11 2021,HNT,0,99547945.21,5972876.71,34276301.37,31278082.19,28020684.93
Jul 07 2021,HNT,0,98890410.96,5933424.66,34052739.73,31064383.56,27839863.01
Jul 02 2021,HNT,0,98068493.15,5884109.59,33773287.67,30797260.27,27613835.62
Jun 28 2021,HNT,0,97410958.90,5844657.53,33549726.03,30583561.64,27433013.70
Jun 23 2021,HNT,0,96589041.10,5795342.47,33270273.97,30316438.36,27206986.30
Jun 18 2021,HNT,0,95767123.29,5746027.40,32990821.92,30049315.07,26980958.90
Jun 14 2021,HNT,0,95109589.04,5706575.34,32767260.27,29835616.44,26800136.99
Jun 09 2021,HNT,0,94287671.23,5657260.27,32487808.22,29568493.15,26574109.59
Jun 04 2021,HNT,0,93465753.42,5607945.21,32208356.16,29301369.86,26348082.19
May 31 2021,HNT,0,92808219.18,5568493.15,31984794.52,29087671.23,26167260.27
May 26 2021,HNT,0,91986301.37,5519178.08,31705342.47,28820547.95,25941232.88
May 22 2021,HNT,0,91328767.12,5479726.03,31481780.82,28606849.32,25760410.96
May 17 2021,HNT,0,90506849.32,5430410.96,31202328.77,28339726.03,25534383.56
May 12 2021,HNT,0,89684931.51,5381095.89,30922876.71,28072602.74,25308356.16
May 08 2021,HNT,0,89027397.26,5341643.84,30699315.07,27858904.11,25127534.25
May 03 2021,HNT,0,88205479.45,5292328.77,30419863.01,27591780.82,24901506.85
Apr 29 2021,HNT,0,87547945.21,5252876.71,30196301.37,27378082.19,24720684.93
Apr 24 2021,HNT,0,86726027.40,5203561.64,29916849.32,27110958.90,24494657.53
Apr 19 2021,HNT,0,85904109.59,5154246.58,29637397.26,26843835.62,24268630.14
Apr 15 2021,HNT,0,85246575.34,5114794.52,29413835.62,26630136.99,24087808.22
Apr 10 2021,HNT,0,84424657.53,5065479.45,29134383.56,26363013.70,23861780.82
Apr 06 2021,HNT,0,83767123.29,5026027.40,28910821.92,26149315.07,23680958.90
Apr 01 2021,HNT,0,82945205.48,4976712.33,28631369.86,25882191.78,23454931.51
Mar 27 2021,HNT,0,82123287.67,4927397.26,28351917.81,25615068.49,23228904.11
Mar 23 2021,HNT,0,81465753.42,4887945.21,28128356.16,25401369.86,23048082.19
Mar 18 2021,HNT,0,80643835.62,4838630.14,27848904.11,25134246.58,22822054.79
Mar 13 2021,HNT,0,79821917.81,4789315.07,27569452.05,24867123.29,22596027.40
Mar 09 2021,HNT,0,79164383.56,4749863.01,27345890.41,24653424.66,22415205.48
Mar 04 2021,HNT,0,78342465.75,4700547.95,27066438.36,24386301.37,22189178.08
Feb 28 2021,HNT,0,77684931.51,4661095.89,26842876.71,24172602.74,22008356.16
Feb 23 2021,HNT,0,76863013.70,4611780.82,26563424.66,23905479.45,21782328.77
Feb 18 2021,HNT,0,76041095.89,4562465.75,26283972.60,23638356.16,21556301.37
Feb 14 2021,HNT,0,75383561.64,4523013.70,26060410.96,23424657.53,21375479.45
Feb 09 2021,HNT,0,74561643.84,4473698.63,25780958.90,23157534.25,21149452.05
Feb 05 2021,HNT,0,73904109.59,4434246.58,25557397.26,22943835.62,20968630.14
Jan 31 2021,HNT,0,73082191.78,4384931.51,25277945.21,22676712.33,20742602.74
Jan 26 2021,HNT,0,72260273.97,4335616.44,24998493.15,22409589.04,20516575.34
Jan 22 2021,HNT,0,71602739.73,4296164.38,24774931.51,22195890.41,20335753.42
Jan 17 2021,HNT,0,70780821.92,4246849.32,24495479.45,21928767.12,20109726.03
Jan 12 2021,HNT,0,69958904.11,4197534.25,24216027.40,21661643.84,19883698.63
Jan 08 2021,HNT,0,69301369.86,4158082.19,23992465.75,21447945.21,19702876.71
Jan 03 2021,HNT,0,68479452.05,4108767.12,23713013.70,21180821.92,19476849.32
Dec 30 2020,HNT,0,67821917.81,4069315.07,23489452.05,20967123.29,19296027.40
Dec 25 2020,HNT,0,67000000.00,4020000.00,23210000.00,20700000.00,19070000.00
Dec 20 2020,HNT,0,66178082.19,3970684.93,22930547.95,20432876.71,18843972.60
Dec 16 2020,HNT,0,65520547.95,3931232.88,22706986.30,20219178.08,18663150.68
Dec 11 2020,HNT,0,64698630.14,3881917.81,22427534.25,19952054.79,18437123.29
Dec 07 2020,HNT,0,64041095.89,3842465.75,22203972.60,19738356.16,18256301.37
Dec 02 2020,HNT,0,63219178.08,3793150.68,21924520.55,19471232.88,18030273.97
Nov 27 2020,HNT,0,62397260.27,3743835.62,21645068.49,19204109.59,17804246.58
Nov 23 2020,HNT,0,61739726.03,3704383.56,21421506.85,18990410.96,17623424.66
Nov 18 2020,HNT,0,60917808.22,3655068.49,21142054.79,18723287.67,17397397.26
Nov 14 2020,HNT,0,60260273.97,3615616.44,20918493.15,18509589.04,17216575.34
Nov 09 2020,HNT,0,59438356.16,3566301.37,20639041.10,18242465.75,16990547.95
Nov 04 2020,HNT,0,58616438.36,3516986.30,20359589.04,17975342.47,16764520.55
Oct 31 2020,HNT,0,57958904.11,3477534.25,20136027.40,17761643.84,16583698.63
Oct 26 2020,HNT,0,57136986.30,3428219.18,19856575.34,17494520.55,16357671.23
Oct 21 2020,HNT,0,56315068.49,3378904.11,19577123.29,17227397.26,16131643.84
Oct 17 2020,HNT,0,55657534.25,3339452.05,19353561.64,17013698.63,15950821.92
Oct 12 2020,HNT,0,54835616.44,3290136.99,19074109.59,16746575.34,15724794.52
Oct 08 2020,HNT,0,54178082.19,3250684.93,18850547.95,16532876.71,15543972.60
Oct 03 2020,HNT,0,53356164.38,3201369.86,18571095.89,16265753.42,15317945.21
Sep 28 2020,HNT,0,52534246.58,3152054.79,18291643.84,15998630.14,15091917.81
Sep 24 2020,HNT,0,51876712.33,3112602.74,18068082.19,15784931.51,14911095.89
Sep 19 2020,HNT,0,51054794.52,3063287.67,17788630.14,15517808.22,14685068.49
Sep 15 2020,HNT,0,50397260.27,3023835.62,17565068.49,15304109.59,14504246.58
Sep 10 2020,HNT,0,49575342.47,2974520.55,17285616.44,15036986.30,14278219.18
Sep 05 2020,HNT,0,48753424.66,2925205.48,17006164.38,14769863.01,14052191.78
Sep 01 2020,HNT,0,48095890.41,2885753.42,16782602.74,14556164.38,13871369.86
Aug 27 2020,HNT,0,47273972.60,2836438.36,16503150.68,14289041.10,13645342.47
Aug 22 2020,HNT,0,46452054.79,2787123.29,16223698.63,14021917.81,13419315.07
Aug 18 2020,HNT,0,45794520.55,2747671.23,16000136.99,13808219.18,13238493.15
Aug 13 2020,HNT,0,44972602.74,2698356.16,15720684.93,13541095.89,13012465.75
Aug 09 2020,HNT,0,44315068.49,2658904.11,15497123.29,13327397.26,12831643.84
Aug 04 2020,HNT,0,43493150.68,2609589.04,15217671.23,13060273.97,12605616.44
Jul 30 2020,HNT,0,42765027.32,2565901.64,14967759.56,12829508.20,12401857.92
Jul 26 2020,HNT,0,42295081.97,2537704.92,14803278.69,12688524.59,12265573.77
Jul 21 2020,HNT,0,41707650.27,2502459.02,14597677.60,12512295.08,12095218.58
Jul 17 2020,HNT,0,41237704.92,2474262.30,14433196.72,12371311.48,11958934.43
Jul 12 2020,HNT,0,40650273.22,2439016.39,14227595.63,12195081.97,11788579.23
Jul 07 2020,HNT,0,40062841.53,2403770.49,14021994.54,12018852.46,11618224.04
Jul 03 2020,HNT,0,39592896.17,2375573.77,13857513.66,11877868.85,11481939.89
Jun 28 2020,HNT,0,39005464.48,2340327.87,13651912.57,11701639.34,11311584.70
Jun 24 2020,HNT,0,38535519.13,2312131.15,13487431.69,11560655.74,11175300.55
Jun 19 2020,HNT,0,37948087.43,2276885.25,13281830.60,11384426.23,11004945.36
Jun 14 2020,HNT,0,37360655.74,2241639.34,13076229.51,11208196.72,10834590.16
Jun 10 2020,HNT,0,36890710.38,2213442.62,12911748.63,11067213.11,10698306.01
Jun 05 2020,HNT,0,36303278.69,2178196.72,12706147.54,10890983.61,10527950.82
May 31 2020,HNT,0,35715846.99,2142950.82,12500546.45,10714754.10,10357595.63
May 27 2020,HNT,0,35245901.64,2114754.10,12336065.57,10573770.49,10221311.48
May 22 2020,HNT,0,34658469.95,2079508.20,12130464.48,10397540.98,10050956.28
May 18 2020,HNT,0,34188524.59,2051311.48,11965983.61,10256557.38,9914672.13
May 13 2020,HNT,0,33601092.90,2016065.57,11760382.51,10080327.87,9744316.94
May 08 2020,HNT,0,33013661.20,1980819.67,11554781.42,9904098.36,9573961.75
May 04 2020,HNT,0,32543715.85,1952622.95,11390300.55,9763114.75,9437677.60
Apr 29 2020,HNT,0,31956284.15,1917377.05,11184699.45,9586885.25,9267322.40
Apr 25 2020,HNT,0,31486338.80,1889180.33,11020218.58,9445901.64,9131038.25
Apr 20 2020,HNT,0,30898907.10,1853934.43,10814617.49,9269672.13,8960683.06
Apr 15 2020,HNT,0,30311475.41,1818688.52,10609016.39,9093442.62,8790327.87
Apr 11 2020,HNT,0,29841530.05,1790491.80,10444535.52,8952459.02,8654043.72
Apr 06 2020,HNT,0,29254098.36,1755245.90,10238934.43,8776229.51,8483688.52
Apr 01 2020,HNT,0,28666666.67,1720000.00,10033333.33,8600000.00,8313333.33
Mar 28 2020,HNT,0,28196721.31,1691803.28,9868852.46,8459016.39,8177049.18
Mar 23 2020,HNT,0,27609289.62,1656557.38,9663251.37,8282786.89,8006693.99
Mar 19 2020,HNT,0,27139344.26,1628360.66,9498770.49,8141803.28,7870409.84
Mar 14 2020,HNT,0,26551912.57,1593114.75,9293169.40,7965573.77,7700054.64
Mar 09 2020,HNT,0,25964480.87,1557868.85,9087568.31,7789344.26,7529699.45
Mar 05 2020,HNT,0,25494535.52,1529672.13,8923087.43,7648360.66,7393415.30
Feb 29 2020,HNT,0,24907103.83,1494426.23,8717486.34,7472131.15,7223060.11
Feb 25 2020,HNT,0,24437158.47,1466229.51,8553005.46,7331147.54,7086775.96
Feb 20 2020,HNT,0,23849726.78,1430983.61,8347404.37,7154918.03,6916420.77
Feb 15 2020,HNT,0,23262295.08,1395737.70,8141803.28,6978688.52,6746065.57
Feb 11 2020,HNT,0,22792349.73,1367540.98,7977322.40,6837704.92,6609781.42
Feb 06 2020,HNT,0,22204918.03,1332295.08,7771721.31,6661475.41,6439426.23
Feb 02 2020,HNT,0,21734972.68,1304098.36,7607240.44,6520491.80,6303142.08
Jan 28 2020,HNT,0,21147540.98,1268852.46,7401639.34,6344262.30,6132786.89
Jan 23 2020,HNT,0,20560109.29,1233606.56,7196038.25,6168032.79,5962431.69
Jan 19 2020,HNT,0,20090163.93,1205409.84,7031557.38,6027049.18,5826147.54
Jan 14 2020,HNT,0,19502732.24,1170163.93,6825956.28,5850819.67,5655792.35
Jan 09 2020,HNT,0,18915300.55,1134918.03,6620355.19,5674590.16,5485437.16
Jan 05 2020,HNT,0,18445355.19,1106721.31,6455874.32,5533606.56,5349153.01
Dec 31 2019,HNT,0,17857923.50,1071475.41,6250273.22,5357377.05,5178797.81
Dec 27 2019,HNT,0,17387978.14,1043278.69,6085792.35,5216393.44,5042513.66
Dec 22 2019,HNT,0,16800546.45,1008032.79,5880191.26,5040163.93,4872158.47
Dec 17 2019,HNT,0,16213114.75,972786.89,5674590.16,4863934.43,4701803.28
Dec 13 2019,HNT,0,15743169.40,944590.16,5510109.29,4722950.82,4565519.13
Dec 08 2019,HNT,0,15155737.70,909344.26,5304508.20,4546721.31,4395163.93
Dec 04 2019,HNT,0,14685792.35,881147.54,5140027.32,4405737.70,4258879.78
Nov 29 2019,HNT,0,14098360.66,845901.64,4934426.23,4229508.20,4088524.59
Nov 24 2019,HNT,0,13510928.96,810655.74,4728825.14,4053278.69,3918169.40
Nov 20 2019,HNT,0,13040983.61,782459.02,4564344.26,3912295.08,3781885.25
Nov 15 2019,HNT,0,12453551.91,747213.11,4358743.17,3736065.57,3611530.05
Nov 10 2019,HNT,0,11866120.22,711967.21,4153142.08,3559836.07,3441174.86
Nov 06 2019,HNT,0,11396174.86,683770.49,3988661.20,3418852.46,3304890.71
Nov 01 2019,HNT,0,10808743.17,648524.59,3783060.11,3242622.95,3134535.52
Oct 28 2019,HNT,0,10338797.81,620327.87,3618579.23,3101639.34,2998251.37
Oct 23 2019,HNT,0,9751366.12,585081.97,3412978.14,2925409.84,2827896.17
Oct 18 2019,HNT,0,9163934.43,549836.07,3207377.05,2749180.33,2657540.98
Oct 14 2019,HNT,0,8693989.07,521639.34,3042896.17,2608196.72,2521256.83
Oct 09 2019,HNT,0,8106557.38,486393.44,2837295.08,2431967.21,2350901.64
Oct 05 2019,HNT,0,7636612.02,458196.72,2672814.21,2290983.61,2214617.49
Sep 30 2019,HNT,0,7049180.33,422950.82,2467213.11,2114754.10,2044262.30
Sep 25 2019,HNT,0,6461748.63,387704.92,2261612.02,1938524.59,1873907.10
Sep 21 2019,HNT,0,5991803.28,359508.20,2097131.15,1797540.98,1737622.95
Sep 16 2019,HNT,0,5404371.58,324262.30,1891530.05,1621311.48,1567267.76
Sep 12 2019,HNT,0,4934426.23,296065.57,1727049.18,1480327.87,1430983.61
Sep 07 2019,HNT,0,4346994.54,260819.67,1521448.09,1304098.36,1260628.42
Sep 02 2019,HNT,0,3759562.84,225573.77,1315846.99,1127868.85,1090273.22
Aug 29 2019,HNT,0,3289617.49,197377.05,1151366.12,986885.25,953989.07
Aug 24 2019,HNT,0,2702185.79,162131.15,945765.03,810655.74,783633.88
Aug 19 2019,HNT,0,2114754.10,126885.25,740163.93,634426.23,613278.69
Aug 15 2019,HNT,0,1644808.74,98688.52,575683.06,493442.62,476994.54
Aug 10 2019,HNT,0,1057377.05,63442.62,370081.97,317213.11,306639.34
Aug 06 2019,HNT,0,587431.69,35245.90,205601.09,176229.51,170355.19
Aug 01 2019,HNT,0.00,0.00,0,0,0,0
