Date,Symbol,Available Supply,Unlocked Supply,Inflation,Team,Strategic Round,Validator Round,Founding Round,Seed Round,Foundation,Grant Pool,Community,Coinlist Auction
Sep 07 2027,SOL,688478469.55,688478469.55,188478469.55,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Sep 02 2027,SOL,688221718.03,688221718.03,188221718.03,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Aug 29 2027,SOL,688016316.81,688016316.81,188016316.81,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Aug 24 2027,SOL,687759565.29,687759565.29,187759565.29,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Aug 19 2027,SOL,687502813.77,687502813.77,187502813.77,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Aug 14 2027,SOL,687246062.25,687246062.25,187246062.25,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Aug 09 2027,SOL,686989310.73,686989310.73,186989310.73,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Aug 05 2027,SOL,686783909.51,686783909.51,186783909.51,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jul 31 2027,SOL,686527157.99,686527157.99,186527157.99,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jul 26 2027,SOL,686270406.47,686270406.47,186270406.47,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jul 21 2027,SOL,686013654.95,686013654.95,186013654.95,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jul 16 2027,SOL,685756903.43,685756903.43,185756903.43,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jul 12 2027,SOL,685551502.21,685551502.21,185551502.21,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jul 07 2027,SOL,685294750.69,685294750.69,185294750.69,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jul 02 2027,SOL,685037999.17,685037999.17,185037999.17,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jun 27 2027,SOL,684781247.65,684781247.65,184781247.65,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jun 22 2027,SOL,684524496.13,684524496.13,184524496.13,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jun 18 2027,SOL,684319094.92,684319094.92,184319094.92,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jun 13 2027,SOL,684062343.39,684062343.39,184062343.39,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jun 08 2027,SOL,683805591.87,683805591.87,183805591.87,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jun 03 2027,SOL,683548840.35,683548840.35,183548840.35,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
May 29 2027,SOL,683292088.83,683292088.83,183292088.83,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
May 25 2027,SOL,683086687.62,683086687.62,183086687.62,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
May 20 2027,SOL,682829936.10,682829936.10,182829936.10,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
May 15 2027,SOL,682573184.58,682573184.58,182573184.58,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
May 10 2027,SOL,682316433.05,682316433.05,182316433.05,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
May 05 2027,SOL,682059681.53,682059681.53,182059681.53,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
May 01 2027,SOL,681854280.32,681854280.32,181854280.32,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Apr 26 2027,SOL,681597528.80,681597528.80,181597528.80,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Apr 21 2027,SOL,681340777.28,681340777.28,181340777.28,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Apr 16 2027,SOL,681084025.76,681084025.76,181084025.76,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Apr 11 2027,SOL,680827274.24,680827274.24,180827274.24,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Apr 07 2027,SOL,680621873.02,680621873.02,180621873.02,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Apr 02 2027,SOL,680365121.50,680365121.50,180365121.50,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Mar 28 2027,SOL,680108369.98,680108369.98,180108369.98,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Mar 23 2027,SOL,679851618.46,679851618.46,179851618.46,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Mar 18 2027,SOL,679594866.94,679594866.94,179594866.94,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Mar 13 2027,SOL,679338115.42,679338115.42,179338115.42,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Mar 09 2027,SOL,679132714.20,679132714.20,179132714.20,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Mar 04 2027,SOL,678875962.68,678875962.68,178875962.68,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Feb 27 2027,SOL,678619211.16,678619211.16,178619211.16,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Feb 22 2027,SOL,678362459.64,678362459.64,178362459.64,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Feb 17 2027,SOL,678105708.12,678105708.12,178105708.12,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Feb 13 2027,SOL,677900306.90,677900306.90,177900306.90,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Feb 08 2027,SOL,677643555.38,677643555.38,177643555.38,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Feb 03 2027,SOL,677386803.86,677386803.86,177386803.86,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jan 29 2027,SOL,677130052.34,677130052.34,177130052.34,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jan 24 2027,SOL,676873300.82,676873300.82,176873300.82,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jan 20 2027,SOL,676667899.60,676667899.60,176667899.60,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jan 15 2027,SOL,676411148.08,676411148.08,176411148.08,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jan 10 2027,SOL,676154396.56,676154396.56,176154396.56,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jan 05 2027,SOL,675897645.04,675897645.04,175897645.04,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Dec 31 2026,SOL,675640893.52,675640893.52,175640893.52,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Dec 27 2026,SOL,675435492.30,675435492.30,175435492.30,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Dec 22 2026,SOL,675148333.99,675148333.99,175148333.99,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Dec 17 2026,SOL,674853573.98,674853573.98,174853573.98,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Dec 12 2026,SOL,674558813.96,674558813.96,174558813.96,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Dec 07 2026,SOL,674264053.95,674264053.95,174264053.95,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Dec 03 2026,SOL,674028245.94,674028245.94,174028245.94,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Nov 28 2026,SOL,673733485.92,673733485.92,173733485.92,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Nov 23 2026,SOL,673438725.91,673438725.91,173438725.91,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Nov 18 2026,SOL,673143965.90,673143965.90,173143965.90,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Nov 13 2026,SOL,672849205.88,672849205.88,172849205.88,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Nov 09 2026,SOL,672613397.87,672613397.87,172613397.87,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Nov 04 2026,SOL,672318637.86,672318637.86,172318637.86,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Oct 30 2026,SOL,672023877.84,672023877.84,172023877.84,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Oct 25 2026,SOL,671729117.83,671729117.83,171729117.83,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Oct 20 2026,SOL,671434357.82,671434357.82,171434357.82,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Oct 16 2026,SOL,671198549.81,671198549.81,171198549.81,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Oct 11 2026,SOL,670903789.79,670903789.79,170903789.79,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Oct 06 2026,SOL,670609029.78,670609029.78,170609029.78,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Oct 01 2026,SOL,670314269.76,670314269.76,170314269.76,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Sep 26 2026,SOL,670019509.75,670019509.75,170019509.75,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Sep 22 2026,SOL,669783701.74,669783701.74,169783701.74,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Sep 17 2026,SOL,669488941.73,669488941.73,169488941.73,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Sep 12 2026,SOL,669194181.71,669194181.71,169194181.71,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Sep 07 2026,SOL,668899421.70,668899421.70,168899421.70,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Sep 02 2026,SOL,668604661.68,668604661.68,168604661.68,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Aug 29 2026,SOL,668368853.67,668368853.67,168368853.67,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Aug 24 2026,SOL,668074093.66,668074093.66,168074093.66,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Aug 19 2026,SOL,667779333.65,667779333.65,167779333.65,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Aug 14 2026,SOL,667484573.63,667484573.63,167484573.63,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Aug 09 2026,SOL,667189813.62,667189813.62,167189813.62,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Aug 05 2026,SOL,666954005.61,666954005.61,166954005.61,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jul 31 2026,SOL,666659245.59,666659245.59,166659245.59,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jul 26 2026,SOL,666364485.58,666364485.58,166364485.58,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jul 21 2026,SOL,666069725.57,666069725.57,166069725.57,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jul 16 2026,SOL,665774965.55,665774965.55,165774965.55,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jul 12 2026,SOL,665539157.54,665539157.54,165539157.54,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jul 07 2026,SOL,665244397.53,665244397.53,165244397.53,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jul 02 2026,SOL,664949637.52,664949637.52,164949637.52,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jun 27 2026,SOL,664654877.50,664654877.50,164654877.50,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jun 22 2026,SOL,664360117.49,664360117.49,164360117.49,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jun 17 2026,SOL,664065357.47,664065357.47,164065357.47,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jun 13 2026,SOL,663829549.46,663829549.46,163829549.46,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jun 08 2026,SOL,663534789.45,663534789.45,163534789.45,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jun 03 2026,SOL,663240029.44,663240029.44,163240029.44,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
May 29 2026,SOL,662945269.42,662945269.42,162945269.42,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
May 24 2026,SOL,662650509.41,662650509.41,162650509.41,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
May 20 2026,SOL,662414701.40,662414701.40,162414701.40,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
May 15 2026,SOL,662119941.38,662119941.38,162119941.38,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
May 10 2026,SOL,661825181.37,661825181.37,161825181.37,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
May 05 2026,SOL,661530421.36,661530421.36,161530421.36,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Apr 30 2026,SOL,661235661.34,661235661.34,161235661.34,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Apr 26 2026,SOL,660999853.33,660999853.33,160999853.33,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Apr 21 2026,SOL,660705093.32,660705093.32,160705093.32,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Apr 16 2026,SOL,660410333.30,660410333.30,160410333.30,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Apr 11 2026,SOL,660115573.29,660115573.29,160115573.29,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Apr 06 2026,SOL,659820813.28,659820813.28,159820813.28,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Apr 02 2026,SOL,659585005.27,659585005.27,159585005.27,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Mar 28 2026,SOL,659290245.25,659290245.25,159290245.25,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Mar 23 2026,SOL,658995485.24,658995485.24,158995485.24,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Mar 18 2026,SOL,658700725.22,658700725.22,158700725.22,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Mar 13 2026,SOL,658405965.21,658405965.21,158405965.21,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Mar 09 2026,SOL,658170157.20,658170157.20,158170157.20,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Mar 04 2026,SOL,657875397.19,657875397.19,157875397.19,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Feb 27 2026,SOL,657580637.17,657580637.17,157580637.17,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Feb 22 2026,SOL,657285877.16,657285877.16,157285877.16,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Feb 17 2026,SOL,656991117.15,656991117.15,156991117.15,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Feb 13 2026,SOL,656755309.13,656755309.13,156755309.13,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Feb 08 2026,SOL,656460549.12,656460549.12,156460549.12,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Feb 03 2026,SOL,656165789.11,656165789.11,156165789.11,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jan 29 2026,SOL,655871029.09,655871029.09,155871029.09,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jan 24 2026,SOL,655576269.08,655576269.08,155576269.08,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jan 20 2026,SOL,655340461.07,655340461.07,155340461.07,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jan 15 2026,SOL,655045701.05,655045701.05,155045701.05,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jan 10 2026,SOL,654750941.04,654750941.04,154750941.04,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jan 05 2026,SOL,654456181.03,654456181.03,154456181.03,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Dec 31 2025,SOL,654161421.01,654161421.01,154161421.01,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Dec 27 2025,SOL,653925613.00,653925613.00,153925613.00,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Dec 22 2025,SOL,653600506.27,653600506.27,153600506.27,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Dec 17 2025,SOL,653267812.86,653267812.86,153267812.86,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Dec 12 2025,SOL,652935119.45,652935119.45,152935119.45,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Dec 07 2025,SOL,652602426.04,652602426.04,152602426.04,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Dec 03 2025,SOL,652336271.31,652336271.31,152336271.31,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Nov 28 2025,SOL,652003577.90,652003577.90,152003577.90,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Nov 23 2025,SOL,651670884.49,651670884.49,151670884.49,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Nov 18 2025,SOL,651338191.08,651338191.08,151338191.08,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Nov 13 2025,SOL,651005497.67,651005497.67,151005497.67,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Nov 09 2025,SOL,650739342.94,650739342.94,150739342.94,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Nov 04 2025,SOL,650406649.53,650406649.53,150406649.53,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Oct 30 2025,SOL,650073956.12,650073956.12,150073956.12,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Oct 25 2025,SOL,649741262.70,649741262.70,149741262.70,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Oct 25 2025,SOL,649741262.70,649741262.70,149741262.70,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Oct 20 2025,SOL,649408569.29,649408569.29,149408569.29,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Oct 16 2025,SOL,649142414.56,649142414.56,149142414.56,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Oct 11 2025,SOL,648809721.15,648809721.15,148809721.15,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Oct 06 2025,SOL,648477027.74,648477027.74,148477027.74,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Oct 01 2025,SOL,648144334.33,648144334.33,148144334.33,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Sep 26 2025,SOL,647811640.92,647811640.92,147811640.92,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Sep 21 2025,SOL,647478947.51,647478947.51,147478947.51,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Sep 17 2025,SOL,647212792.78,647212792.78,147212792.78,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Sep 12 2025,SOL,646880099.37,646880099.37,146880099.37,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Sep 07 2025,SOL,646547405.96,646547405.96,146547405.96,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Sep 02 2025,SOL,646214712.55,646214712.55,146214712.55,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Aug 28 2025,SOL,645882019.14,645882019.14,145882019.14,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Aug 24 2025,SOL,645615864.41,645615864.41,145615864.41,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Aug 19 2025,SOL,645283171.00,645283171.00,145283171.00,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Aug 14 2025,SOL,644950477.59,644950477.59,144950477.59,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Aug 09 2025,SOL,644617784.18,644617784.18,144617784.18,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Aug 04 2025,SOL,644285090.76,644285090.76,144285090.76,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jul 31 2025,SOL,644018936.04,644018936.04,144018936.04,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jul 26 2025,SOL,643686242.62,643686242.62,143686242.62,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
Jul 21 2025,SOL,643353549.21,643353549.21,143353549.21,62500000.00,10000000.00,25500000.00,63500000.00,78500000.00,62500000.00,20000000.00,169500000.00,8000000.00
