Date,Symbol,Available Supply,Unlocked Supply,Block Rewards,Team and Founders,Advisor/Contributor,Market Development,Token Sale
Jun 21 2019,FTM,0,1942500000.00,0,157500000.00,315000000.00,630000000.00,840000000.00
Jun 19 2019,FTM,0,1942500000.00,0,157500000.00,315000000.00,630000000.00,840000000.00
Jun 16 2019,FTM,0,1942500000.00,0,157500000.00,315000000.00,630000000.00,840000000.00
Jun 14 2019,FTM,0,1942500000.00,0,157500000.00,315000000.00,630000000.00,840000000.00
Jun 11 2019,FTM,0,1929375000.00,0,144375000.00,315000000.00,630000000.00,840000000.00
Jun 09 2019,FTM,0,1929375000.00,0,144375000.00,315000000.00,630000000.00,840000000.00
Jun 06 2019,FTM,0,1929375000.00,0,144375000.00,315000000.00,630000000.00,840000000.00
Jun 04 2019,FTM,0,1929375000.00,0,144375000.00,315000000.00,630000000.00,840000000.00
Jun 02 2019,FTM,0,1929375000.00,0,144375000.00,315000000.00,630000000.00,840000000.00
May 30 2019,FTM,0,1929375000.00,0,144375000.00,315000000.00,630000000.00,840000000.00
May 28 2019,FTM,0,1929375000.00,0,144375000.00,315000000.00,630000000.00,840000000.00
May 25 2019,FTM,0,1929375000.00,0,144375000.00,315000000.00,630000000.00,840000000.00
May 23 2019,FTM,0,1929375000.00,0,144375000.00,315000000.00,630000000.00,840000000.00
May 20 2019,FTM,0,1929375000.00,0,144375000.00,315000000.00,630000000.00,840000000.00
May 18 2019,FTM,0,1929375000.00,0,144375000.00,315000000.00,630000000.00,840000000.00
May 15 2019,FTM,0,1929375000.00,0,144375000.00,315000000.00,630000000.00,840000000.00
May 13 2019,FTM,0,1916250000.00,0,131250000.00,315000000.00,630000000.00,840000000.00
May 11 2019,FTM,0,1916250000.00,0,131250000.00,315000000.00,630000000.00,840000000.00
May 08 2019,FTM,0,1916250000.00,0,131250000.00,315000000.00,630000000.00,840000000.00
May 06 2019,FTM,0,1916250000.00,0,131250000.00,315000000.00,630000000.00,840000000.00
May 03 2019,FTM,0,1916250000.00,0,131250000.00,315000000.00,630000000.00,840000000.00
May 01 2019,FTM,0,1916250000.00,0,131250000.00,315000000.00,630000000.00,840000000.00
Apr 28 2019,FTM,0,1916250000.00,0,131250000.00,315000000.00,630000000.00,840000000.00
Apr 26 2019,FTM,0,1916250000.00,0,131250000.00,315000000.00,630000000.00,840000000.00
Apr 23 2019,FTM,0,1916250000.00,0,131250000.00,315000000.00,630000000.00,840000000.00
Apr 21 2019,FTM,0,1916250000.00,0,131250000.00,315000000.00,630000000.00,840000000.00
Apr 19 2019,FTM,0,1916250000.00,0,131250000.00,315000000.00,630000000.00,840000000.00
Apr 16 2019,FTM,0,1916250000.00,0,131250000.00,315000000.00,630000000.00,840000000.00
Apr 14 2019,FTM,0,1916250000.00,0,131250000.00,315000000.00,630000000.00,840000000.00
Apr 11 2019,FTM,0,1903125000.00,0,118125000.00,315000000.00,630000000.00,840000000.00
Apr 09 2019,FTM,0,1903125000.00,0,118125000.00,315000000.00,630000000.00,840000000.00
Apr 06 2019,FTM,0,1903125000.00,0,118125000.00,315000000.00,630000000.00,840000000.00
Apr 04 2019,FTM,0,1903125000.00,0,118125000.00,315000000.00,630000000.00,840000000.00
Apr 01 2019,FTM,0,1903125000.00,0,118125000.00,315000000.00,630000000.00,840000000.00
Mar 30 2019,FTM,0,1903125000.00,0,118125000.00,315000000.00,630000000.00,840000000.00
Mar 28 2019,FTM,0,1903125000.00,0,118125000.00,315000000.00,630000000.00,840000000.00
Mar 25 2019,FTM,0,1903125000.00,0,118125000.00,315000000.00,630000000.00,840000000.00
Mar 23 2019,FTM,0,1903125000.00,0,118125000.00,315000000.00,630000000.00,840000000.00
Mar 20 2019,FTM,0,1903125000.00,0,118125000.00,315000000.00,630000000.00,840000000.00
Mar 18 2019,FTM,0,1903125000.00,0,118125000.00,315000000.00,630000000.00,840000000.00
Mar 15 2019,FTM,0,1903125000.00,0,118125000.00,315000000.00,630000000.00,840000000.00
Mar 13 2019,FTM,0,1890000000.00,0,105000000.00,315000000.00,630000000.00,840000000.00
Mar 10 2019,FTM,0,1890000000.00,0,105000000.00,315000000.00,630000000.00,840000000.00
Mar 08 2019,FTM,0,1890000000.00,0,105000000.00,315000000.00,630000000.00,840000000.00
Mar 06 2019,FTM,0,1890000000.00,0,105000000.00,315000000.00,630000000.00,840000000.00
Mar 03 2019,FTM,0,1890000000.00,0,105000000.00,315000000.00,630000000.00,840000000.00
Mar 01 2019,FTM,0,1890000000.00,0,105000000.00,315000000.00,630000000.00,840000000.00
Feb 26 2019,FTM,0,1890000000.00,0,105000000.00,315000000.00,630000000.00,840000000.00
Feb 24 2019,FTM,0,1890000000.00,0,105000000.00,315000000.00,630000000.00,840000000.00
Feb 21 2019,FTM,0,1890000000.00,0,105000000.00,315000000.00,630000000.00,840000000.00
Feb 19 2019,FTM,0,1890000000.00,0,105000000.00,315000000.00,630000000.00,840000000.00
Feb 16 2019,FTM,0,1890000000.00,0,105000000.00,315000000.00,630000000.00,840000000.00
Feb 14 2019,FTM,0,1890000000.00,0,105000000.00,315000000.00,630000000.00,840000000.00
Feb 12 2019,FTM,0,1876875000.00,0,91875000.00,315000000.00,630000000.00,840000000.00
Feb 09 2019,FTM,0,1876875000.00,0,91875000.00,315000000.00,630000000.00,840000000.00
Feb 07 2019,FTM,0,1876875000.00,0,91875000.00,315000000.00,630000000.00,840000000.00
Feb 04 2019,FTM,0,1876875000.00,0,91875000.00,315000000.00,630000000.00,840000000.00
Feb 02 2019,FTM,0,1876875000.00,0,91875000.00,315000000.00,630000000.00,840000000.00
Jan 30 2019,FTM,0,1876875000.00,0,91875000.00,315000000.00,630000000.00,840000000.00
Jan 28 2019,FTM,0,1876875000.00,0,91875000.00,315000000.00,630000000.00,840000000.00
Jan 25 2019,FTM,0,1876875000.00,0,91875000.00,315000000.00,630000000.00,840000000.00
Jan 23 2019,FTM,0,1876875000.00,0,91875000.00,315000000.00,630000000.00,840000000.00
Jan 21 2019,FTM,0,1876875000.00,0,91875000.00,315000000.00,630000000.00,840000000.00
Jan 18 2019,FTM,0,1876875000.00,0,91875000.00,315000000.00,630000000.00,840000000.00
Jan 16 2019,FTM,0,1876875000.00,0,91875000.00,315000000.00,630000000.00,840000000.00
Jan 13 2019,FTM,0,1863750000.00,0,78750000.00,315000000.00,630000000.00,840000000.00
Jan 11 2019,FTM,0,1863750000.00,0,78750000.00,315000000.00,630000000.00,840000000.00
Jan 08 2019,FTM,0,1863750000.00,0,78750000.00,315000000.00,630000000.00,840000000.00
Jan 06 2019,FTM,0,1863750000.00,0,78750000.00,315000000.00,630000000.00,840000000.00
Jan 03 2019,FTM,0,1863750000.00,0,78750000.00,315000000.00,630000000.00,840000000.00
Jan 01 2019,FTM,0,1863750000.00,0,78750000.00,315000000.00,630000000.00,840000000.00
Dec 30 2018,FTM,0,1863750000.00,0,78750000.00,315000000.00,630000000.00,840000000.00
Dec 27 2018,FTM,0,1863750000.00,0,78750000.00,315000000.00,630000000.00,840000000.00
Dec 25 2018,FTM,0,1863750000.00,0,78750000.00,315000000.00,630000000.00,840000000.00
Dec 22 2018,FTM,0,1863750000.00,0,78750000.00,315000000.00,630000000.00,840000000.00
Dec 20 2018,FTM,0,1863750000.00,0,78750000.00,315000000.00,630000000.00,840000000.00
Dec 17 2018,FTM,0,1863750000.00,0,78750000.00,315000000.00,630000000.00,840000000.00
Dec 15 2018,FTM,0,1863750000.00,0,78750000.00,315000000.00,630000000.00,840000000.00
Dec 12 2018,FTM,0,1850625000.00,0,65625000.00,315000000.00,630000000.00,840000000.00
Dec 10 2018,FTM,0,1850625000.00,0,65625000.00,315000000.00,630000000.00,840000000.00
Dec 08 2018,FTM,0,1850625000.00,0,65625000.00,315000000.00,630000000.00,840000000.00
Dec 05 2018,FTM,0,1850625000.00,0,65625000.00,315000000.00,630000000.00,840000000.00
Dec 03 2018,FTM,0,1850625000.00,0,65625000.00,315000000.00,630000000.00,840000000.00
Nov 30 2018,FTM,0,1850625000.00,0,65625000.00,315000000.00,630000000.00,840000000.00
Nov 28 2018,FTM,0,1850625000.00,0,65625000.00,315000000.00,630000000.00,840000000.00
Nov 25 2018,FTM,0,1850625000.00,0,65625000.00,315000000.00,630000000.00,840000000.00
Nov 23 2018,FTM,0,1850625000.00,0,65625000.00,315000000.00,630000000.00,840000000.00
Nov 20 2018,FTM,0,1850625000.00,0,65625000.00,315000000.00,630000000.00,840000000.00
Nov 18 2018,FTM,0,1850625000.00,0,65625000.00,315000000.00,630000000.00,840000000.00
Nov 16 2018,FTM,0,1850625000.00,0,65625000.00,315000000.00,630000000.00,840000000.00
Nov 13 2018,FTM,0,1837500000.00,0,52500000.00,315000000.00,630000000.00,840000000.00
Nov 11 2018,FTM,0,1837500000.00,0,52500000.00,315000000.00,630000000.00,840000000.00
Nov 08 2018,FTM,0,1837500000.00,0,52500000.00,315000000.00,630000000.00,840000000.00
Nov 06 2018,FTM,0,1837500000.00,0,52500000.00,315000000.00,630000000.00,840000000.00
Nov 03 2018,FTM,0,1837500000.00,0,52500000.00,315000000.00,630000000.00,840000000.00
Nov 01 2018,FTM,0,1837500000.00,0,52500000.00,315000000.00,630000000.00,840000000.00
Oct 30 2018,FTM,0,1837500000.00,0,52500000.00,315000000.00,630000000.00,840000000.00
Oct 27 2018,FTM,0,1837500000.00,0,52500000.00,315000000.00,630000000.00,840000000.00
Oct 25 2018,FTM,0,1837500000.00,0,52500000.00,315000000.00,630000000.00,840000000.00
Oct 22 2018,FTM,0,1837500000.00,0,52500000.00,315000000.00,630000000.00,840000000.00
Oct 20 2018,FTM,0,1837500000.00,0,52500000.00,315000000.00,630000000.00,840000000.00
Oct 17 2018,FTM,0,1837500000.00,0,52500000.00,315000000.00,630000000.00,840000000.00
Oct 15 2018,FTM,0,1837500000.00,0,52500000.00,315000000.00,630000000.00,840000000.00
Oct 12 2018,FTM,0,1509375000.00,0,39375000.00,0,630000000.00,840000000.00
Oct 10 2018,FTM,0,1509375000.00,0,39375000.00,0,630000000.00,840000000.00
Oct 08 2018,FTM,0,1509375000.00,0,39375000.00,0,630000000.00,840000000.00
Oct 05 2018,FTM,0,1509375000.00,0,39375000.00,0,630000000.00,840000000.00
Oct 03 2018,FTM,0,1509375000.00,0,39375000.00,0,630000000.00,840000000.00
Sep 30 2018,FTM,0,1509375000.00,0,39375000.00,0,630000000.00,840000000.00
Sep 28 2018,FTM,0,1509375000.00,0,39375000.00,0,630000000.00,840000000.00
Sep 25 2018,FTM,0,1509375000.00,0,39375000.00,0,630000000.00,840000000.00
Sep 23 2018,FTM,0,1509375000.00,0,39375000.00,0,630000000.00,840000000.00
Sep 20 2018,FTM,0,1509375000.00,0,39375000.00,0,630000000.00,840000000.00
Sep 18 2018,FTM,0,1509375000.00,0,39375000.00,0,630000000.00,840000000.00
Sep 16 2018,FTM,0,1509375000.00,0,39375000.00,0,630000000.00,840000000.00
Sep 13 2018,FTM,0,1496250000.00,0,26250000.00,0,630000000.00,840000000.00
Sep 11 2018,FTM,0,1496250000.00,0,26250000.00,0,630000000.00,840000000.00
Sep 08 2018,FTM,0,1496250000.00,0,26250000.00,0,630000000.00,840000000.00
Sep 06 2018,FTM,0,1496250000.00,0,26250000.00,0,630000000.00,840000000.00
Sep 03 2018,FTM,0,1496250000.00,0,26250000.00,0,630000000.00,840000000.00
Sep 01 2018,FTM,0,1496250000.00,0,26250000.00,0,630000000.00,840000000.00
Aug 29 2018,FTM,0,1496250000.00,0,26250000.00,0,630000000.00,840000000.00
Aug 27 2018,FTM,0,1496250000.00,0,26250000.00,0,630000000.00,840000000.00
Aug 25 2018,FTM,0,1496250000.00,0,26250000.00,0,630000000.00,840000000.00
Aug 22 2018,FTM,0,1496250000.00,0,26250000.00,0,630000000.00,840000000.00
Aug 20 2018,FTM,0,1496250000.00,0,26250000.00,0,630000000.00,840000000.00
Aug 17 2018,FTM,0,1496250000.00,0,26250000.00,0,630000000.00,840000000.00
Aug 15 2018,FTM,0,1496250000.00,0,26250000.00,0,630000000.00,840000000.00
Aug 12 2018,FTM,0,1483125000.00,0,13125000.00,0,630000000.00,840000000.00
Aug 10 2018,FTM,0,1483125000.00,0,13125000.00,0,630000000.00,840000000.00
Aug 07 2018,FTM,0,1483125000.00,0,13125000.00,0,630000000.00,840000000.00
Aug 05 2018,FTM,0,1483125000.00,0,13125000.00,0,630000000.00,840000000.00
Aug 03 2018,FTM,0,1483125000.00,0,13125000.00,0,630000000.00,840000000.00
Jul 31 2018,FTM,0,1483125000.00,0,13125000.00,0,630000000.00,840000000.00
Jul 29 2018,FTM,0,1483125000.00,0,13125000.00,0,630000000.00,840000000.00
Jul 26 2018,FTM,0,1483125000.00,0,13125000.00,0,630000000.00,840000000.00
Jul 24 2018,FTM,0,1483125000.00,0,13125000.00,0,630000000.00,840000000.00
Jul 21 2018,FTM,0,1483125000.00,0,13125000.00,0,630000000.00,840000000.00
Jul 19 2018,FTM,0,1483125000.00,0,13125000.00,0,630000000.00,840000000.00
Jul 16 2018,FTM,0,1483125000.00,0,13125000.00,0,630000000.00,840000000.00
Jul 14 2018,FTM,0,1483125000.00,0,13125000.00,0,630000000.00,840000000.00
