Date,Symbol,Available Supply,Unlocked Supply,Partners & Reserve,Foundation,Community,Backers,Core Contributors
Nov 24 2023,ROSE,0,5637000000.00,150000000.00,375000000.00,1332000000.00,2300000000.00,1480000000.00
Nov 20 2023,ROSE,0,5637000000.00,150000000.00,375000000.00,1332000000.00,2300000000.00,1480000000.00
Nov 16 2023,ROSE,0,5441000000.00,137500000.00,350000000.00,1313500000.00,2300000000.00,1340000000.00
Nov 11 2023,ROSE,0,5441000000.00,137500000.00,350000000.00,1313500000.00,2300000000.00,1340000000.00
Nov 07 2023,ROSE,0,5441000000.00,137500000.00,350000000.00,1313500000.00,2300000000.00,1340000000.00
Nov 03 2023,ROSE,0,5441000000.00,137500000.00,350000000.00,1313500000.00,2300000000.00,1340000000.00
Oct 30 2023,ROSE,0,5441000000.00,137500000.00,350000000.00,1313500000.00,2300000000.00,1340000000.00
Oct 26 2023,ROSE,0,5441000000.00,137500000.00,350000000.00,1313500000.00,2300000000.00,1340000000.00
Oct 21 2023,ROSE,0,5441000000.00,137500000.00,350000000.00,1313500000.00,2300000000.00,1340000000.00
Oct 17 2023,ROSE,0,5441000000.00,137500000.00,350000000.00,1313500000.00,2300000000.00,1340000000.00
Oct 13 2023,ROSE,0,5441000000.00,137500000.00,350000000.00,1313500000.00,2300000000.00,1340000000.00
Oct 09 2023,ROSE,0,5441000000.00,137500000.00,350000000.00,1313500000.00,2300000000.00,1340000000.00
Oct 05 2023,ROSE,0,5441000000.00,137500000.00,350000000.00,1313500000.00,2300000000.00,1340000000.00
Sep 30 2023,ROSE,0,5441000000.00,137500000.00,350000000.00,1313500000.00,2300000000.00,1340000000.00
Sep 26 2023,ROSE,0,5441000000.00,137500000.00,350000000.00,1313500000.00,2300000000.00,1340000000.00
Sep 22 2023,ROSE,0,5441000000.00,137500000.00,350000000.00,1313500000.00,2300000000.00,1340000000.00
Sep 18 2023,ROSE,0,5441000000.00,137500000.00,350000000.00,1313500000.00,2300000000.00,1340000000.00
Sep 13 2023,ROSE,0,5441000000.00,137500000.00,350000000.00,1313500000.00,2300000000.00,1340000000.00
Sep 09 2023,ROSE,0,5441000000.00,137500000.00,350000000.00,1313500000.00,2300000000.00,1340000000.00
Sep 05 2023,ROSE,0,5441000000.00,137500000.00,350000000.00,1313500000.00,2300000000.00,1340000000.00
Sep 01 2023,ROSE,0,5441000000.00,137500000.00,350000000.00,1313500000.00,2300000000.00,1340000000.00
Aug 28 2023,ROSE,0,5441000000.00,137500000.00,350000000.00,1313500000.00,2300000000.00,1340000000.00
Aug 23 2023,ROSE,0,5441000000.00,137500000.00,350000000.00,1313500000.00,2300000000.00,1340000000.00
Aug 19 2023,ROSE,0,5441000000.00,137500000.00,350000000.00,1313500000.00,2300000000.00,1340000000.00
Aug 15 2023,ROSE,0,5270000000.00,125000000.00,350000000.00,1295000000.00,2300000000.00,1200000000.00
Aug 11 2023,ROSE,0,5270000000.00,125000000.00,350000000.00,1295000000.00,2300000000.00,1200000000.00
Aug 07 2023,ROSE,0,5270000000.00,125000000.00,350000000.00,1295000000.00,2300000000.00,1200000000.00
Aug 02 2023,ROSE,0,5270000000.00,125000000.00,350000000.00,1295000000.00,2300000000.00,1200000000.00
Jul 29 2023,ROSE,0,5270000000.00,125000000.00,350000000.00,1295000000.00,2300000000.00,1200000000.00
Jul 25 2023,ROSE,0,5270000000.00,125000000.00,350000000.00,1295000000.00,2300000000.00,1200000000.00
Jul 21 2023,ROSE,0,5270000000.00,125000000.00,350000000.00,1295000000.00,2300000000.00,1200000000.00
Jul 17 2023,ROSE,0,5270000000.00,125000000.00,350000000.00,1295000000.00,2300000000.00,1200000000.00
Jul 12 2023,ROSE,0,5270000000.00,125000000.00,350000000.00,1295000000.00,2300000000.00,1200000000.00
Jul 08 2023,ROSE,0,5270000000.00,125000000.00,350000000.00,1295000000.00,2300000000.00,1200000000.00
Jul 04 2023,ROSE,0,5270000000.00,125000000.00,350000000.00,1295000000.00,2300000000.00,1200000000.00
Jun 30 2023,ROSE,0,5270000000.00,125000000.00,350000000.00,1295000000.00,2300000000.00,1200000000.00
Jun 26 2023,ROSE,0,5270000000.00,125000000.00,350000000.00,1295000000.00,2300000000.00,1200000000.00
Jun 21 2023,ROSE,0,5270000000.00,125000000.00,350000000.00,1295000000.00,2300000000.00,1200000000.00
Jun 17 2023,ROSE,0,5270000000.00,125000000.00,350000000.00,1295000000.00,2300000000.00,1200000000.00
Jun 13 2023,ROSE,0,5270000000.00,125000000.00,350000000.00,1295000000.00,2300000000.00,1200000000.00
Jun 09 2023,ROSE,0,5270000000.00,125000000.00,350000000.00,1295000000.00,2300000000.00,1200000000.00
Jun 05 2023,ROSE,0,5270000000.00,125000000.00,350000000.00,1295000000.00,2300000000.00,1200000000.00
May 31 2023,ROSE,0,5270000000.00,125000000.00,350000000.00,1295000000.00,2300000000.00,1200000000.00
May 27 2023,ROSE,0,5270000000.00,125000000.00,350000000.00,1295000000.00,2300000000.00,1200000000.00
May 23 2023,ROSE,0,5270000000.00,125000000.00,350000000.00,1295000000.00,2300000000.00,1200000000.00
May 19 2023,ROSE,0,5270000000.00,125000000.00,350000000.00,1295000000.00,2300000000.00,1200000000.00
May 15 2023,ROSE,0,5070500000.00,112500000.00,350000000.00,1258000000.00,2300000000.00,1050000000.00
May 10 2023,ROSE,0,5070500000.00,112500000.00,350000000.00,1258000000.00,2300000000.00,1050000000.00
May 06 2023,ROSE,0,5070500000.00,112500000.00,350000000.00,1258000000.00,2300000000.00,1050000000.00
May 02 2023,ROSE,0,5070500000.00,112500000.00,350000000.00,1258000000.00,2300000000.00,1050000000.00
Apr 28 2023,ROSE,0,5070500000.00,112500000.00,350000000.00,1258000000.00,2300000000.00,1050000000.00
Apr 24 2023,ROSE,0,5070500000.00,112500000.00,350000000.00,1258000000.00,2300000000.00,1050000000.00
Apr 19 2023,ROSE,0,5070500000.00,112500000.00,350000000.00,1258000000.00,2300000000.00,1050000000.00
Apr 15 2023,ROSE,0,5070500000.00,112500000.00,350000000.00,1258000000.00,2300000000.00,1050000000.00
Apr 11 2023,ROSE,0,5070500000.00,112500000.00,350000000.00,1258000000.00,2300000000.00,1050000000.00
Apr 07 2023,ROSE,0,5070500000.00,112500000.00,350000000.00,1258000000.00,2300000000.00,1050000000.00
Apr 03 2023,ROSE,0,5070500000.00,112500000.00,350000000.00,1258000000.00,2300000000.00,1050000000.00
Mar 29 2023,ROSE,0,5070500000.00,112500000.00,350000000.00,1258000000.00,2300000000.00,1050000000.00
Mar 25 2023,ROSE,0,5070500000.00,112500000.00,350000000.00,1258000000.00,2300000000.00,1050000000.00
Mar 21 2023,ROSE,0,5070500000.00,112500000.00,350000000.00,1258000000.00,2300000000.00,1050000000.00
Mar 17 2023,ROSE,0,5070500000.00,112500000.00,350000000.00,1258000000.00,2300000000.00,1050000000.00
Mar 13 2023,ROSE,0,5070500000.00,112500000.00,350000000.00,1258000000.00,2300000000.00,1050000000.00
Mar 08 2023,ROSE,0,5070500000.00,112500000.00,350000000.00,1258000000.00,2300000000.00,1050000000.00
Mar 04 2023,ROSE,0,5070500000.00,112500000.00,350000000.00,1258000000.00,2300000000.00,1050000000.00
Feb 28 2023,ROSE,0,5070500000.00,112500000.00,350000000.00,1258000000.00,2300000000.00,1050000000.00
Feb 24 2023,ROSE,0,5070500000.00,112500000.00,350000000.00,1258000000.00,2300000000.00,1050000000.00
Feb 20 2023,ROSE,0,5070500000.00,112500000.00,350000000.00,1258000000.00,2300000000.00,1050000000.00
Feb 15 2023,ROSE,0,4871000000.00,100000000.00,350000000.00,1221000000.00,2300000000.00,900000000.00
Feb 11 2023,ROSE,0,4871000000.00,100000000.00,350000000.00,1221000000.00,2300000000.00,900000000.00
Feb 07 2023,ROSE,0,4871000000.00,100000000.00,350000000.00,1221000000.00,2300000000.00,900000000.00
Feb 03 2023,ROSE,0,4871000000.00,100000000.00,350000000.00,1221000000.00,2300000000.00,900000000.00
Jan 30 2023,ROSE,0,4871000000.00,100000000.00,350000000.00,1221000000.00,2300000000.00,900000000.00
Jan 25 2023,ROSE,0,4871000000.00,100000000.00,350000000.00,1221000000.00,2300000000.00,900000000.00
Jan 21 2023,ROSE,0,4871000000.00,100000000.00,350000000.00,1221000000.00,2300000000.00,900000000.00
Jan 17 2023,ROSE,0,4871000000.00,100000000.00,350000000.00,1221000000.00,2300000000.00,900000000.00
Jan 13 2023,ROSE,0,4871000000.00,100000000.00,350000000.00,1221000000.00,2300000000.00,900000000.00
Jan 09 2023,ROSE,0,4871000000.00,100000000.00,350000000.00,1221000000.00,2300000000.00,900000000.00
Jan 04 2023,ROSE,0,4871000000.00,100000000.00,350000000.00,1221000000.00,2300000000.00,900000000.00
Dec 31 2022,ROSE,0,4871000000.00,100000000.00,350000000.00,1221000000.00,2300000000.00,900000000.00
Dec 27 2022,ROSE,0,4871000000.00,100000000.00,350000000.00,1221000000.00,2300000000.00,900000000.00
Dec 23 2022,ROSE,0,4871000000.00,100000000.00,350000000.00,1221000000.00,2300000000.00,900000000.00
Dec 19 2022,ROSE,0,4871000000.00,100000000.00,350000000.00,1221000000.00,2300000000.00,900000000.00
Dec 14 2022,ROSE,0,4871000000.00,100000000.00,350000000.00,1221000000.00,2300000000.00,900000000.00
Dec 10 2022,ROSE,0,4871000000.00,100000000.00,350000000.00,1221000000.00,2300000000.00,900000000.00
Dec 06 2022,ROSE,0,4871000000.00,100000000.00,350000000.00,1221000000.00,2300000000.00,900000000.00
Dec 02 2022,ROSE,0,4871000000.00,100000000.00,350000000.00,1221000000.00,2300000000.00,900000000.00
Nov 28 2022,ROSE,0,4871000000.00,100000000.00,350000000.00,1221000000.00,2300000000.00,900000000.00
Nov 23 2022,ROSE,0,4871000000.00,100000000.00,350000000.00,1221000000.00,2300000000.00,900000000.00
Nov 19 2022,ROSE,0,4871000000.00,100000000.00,350000000.00,1221000000.00,2300000000.00,900000000.00
Nov 15 2022,ROSE,0,4571500000.00,87500000.00,250000000.00,1184000000.00,2300000000.00,750000000.00
Nov 11 2022,ROSE,0,4571500000.00,87500000.00,250000000.00,1184000000.00,2300000000.00,750000000.00
Nov 07 2022,ROSE,0,4571500000.00,87500000.00,250000000.00,1184000000.00,2300000000.00,750000000.00
Nov 02 2022,ROSE,0,4571500000.00,87500000.00,250000000.00,1184000000.00,2300000000.00,750000000.00
Oct 29 2022,ROSE,0,4571500000.00,87500000.00,250000000.00,1184000000.00,2300000000.00,750000000.00
Oct 25 2022,ROSE,0,4571500000.00,87500000.00,250000000.00,1184000000.00,2300000000.00,750000000.00
Oct 21 2022,ROSE,0,4571500000.00,87500000.00,250000000.00,1184000000.00,2300000000.00,750000000.00
Oct 17 2022,ROSE,0,4571500000.00,87500000.00,250000000.00,1184000000.00,2300000000.00,750000000.00
Oct 12 2022,ROSE,0,4571500000.00,87500000.00,250000000.00,1184000000.00,2300000000.00,750000000.00
Oct 08 2022,ROSE,0,4571500000.00,87500000.00,250000000.00,1184000000.00,2300000000.00,750000000.00
Oct 04 2022,ROSE,0,4571500000.00,87500000.00,250000000.00,1184000000.00,2300000000.00,750000000.00
Sep 30 2022,ROSE,0,4571500000.00,87500000.00,250000000.00,1184000000.00,2300000000.00,750000000.00
Sep 26 2022,ROSE,0,4571500000.00,87500000.00,250000000.00,1184000000.00,2300000000.00,750000000.00
Sep 21 2022,ROSE,0,4571500000.00,87500000.00,250000000.00,1184000000.00,2300000000.00,750000000.00
Sep 17 2022,ROSE,0,4571500000.00,87500000.00,250000000.00,1184000000.00,2300000000.00,750000000.00
Sep 13 2022,ROSE,0,4571500000.00,87500000.00,250000000.00,1184000000.00,2300000000.00,750000000.00
Sep 09 2022,ROSE,0,4571500000.00,87500000.00,250000000.00,1184000000.00,2300000000.00,750000000.00
Sep 05 2022,ROSE,0,4571500000.00,87500000.00,250000000.00,1184000000.00,2300000000.00,750000000.00
Aug 31 2022,ROSE,0,4571500000.00,87500000.00,250000000.00,1184000000.00,2300000000.00,750000000.00
Aug 27 2022,ROSE,0,4571500000.00,87500000.00,250000000.00,1184000000.00,2300000000.00,750000000.00
Aug 23 2022,ROSE,0,4571500000.00,87500000.00,250000000.00,1184000000.00,2300000000.00,750000000.00
Aug 19 2022,ROSE,0,4571500000.00,87500000.00,250000000.00,1184000000.00,2300000000.00,750000000.00
Aug 15 2022,ROSE,0,4372000000.00,75000000.00,250000000.00,1147000000.00,2300000000.00,600000000.00
Aug 10 2022,ROSE,0,4372000000.00,75000000.00,250000000.00,1147000000.00,2300000000.00,600000000.00
Aug 06 2022,ROSE,0,4372000000.00,75000000.00,250000000.00,1147000000.00,2300000000.00,600000000.00
Aug 02 2022,ROSE,0,4372000000.00,75000000.00,250000000.00,1147000000.00,2300000000.00,600000000.00
Jul 29 2022,ROSE,0,4372000000.00,75000000.00,250000000.00,1147000000.00,2300000000.00,600000000.00
Jul 24 2022,ROSE,0,4372000000.00,75000000.00,250000000.00,1147000000.00,2300000000.00,600000000.00
Jul 20 2022,ROSE,0,4372000000.00,75000000.00,250000000.00,1147000000.00,2300000000.00,600000000.00
Jul 16 2022,ROSE,0,4372000000.00,75000000.00,250000000.00,1147000000.00,2300000000.00,600000000.00
Jul 12 2022,ROSE,0,4372000000.00,75000000.00,250000000.00,1147000000.00,2300000000.00,600000000.00
Jul 08 2022,ROSE,0,4372000000.00,75000000.00,250000000.00,1147000000.00,2300000000.00,600000000.00
Jul 03 2022,ROSE,0,4372000000.00,75000000.00,250000000.00,1147000000.00,2300000000.00,600000000.00
Jun 29 2022,ROSE,0,4372000000.00,75000000.00,250000000.00,1147000000.00,2300000000.00,600000000.00
Jun 25 2022,ROSE,0,4372000000.00,75000000.00,250000000.00,1147000000.00,2300000000.00,600000000.00
Jun 21 2022,ROSE,0,4372000000.00,75000000.00,250000000.00,1147000000.00,2300000000.00,600000000.00
Jun 17 2022,ROSE,0,4372000000.00,75000000.00,250000000.00,1147000000.00,2300000000.00,600000000.00
Jun 12 2022,ROSE,0,4372000000.00,75000000.00,250000000.00,1147000000.00,2300000000.00,600000000.00
Jun 08 2022,ROSE,0,4372000000.00,75000000.00,250000000.00,1147000000.00,2300000000.00,600000000.00
Jun 04 2022,ROSE,0,4372000000.00,75000000.00,250000000.00,1147000000.00,2300000000.00,600000000.00
May 31 2022,ROSE,0,4372000000.00,75000000.00,250000000.00,1147000000.00,2300000000.00,600000000.00
May 27 2022,ROSE,0,4372000000.00,75000000.00,250000000.00,1147000000.00,2300000000.00,600000000.00
May 22 2022,ROSE,0,4372000000.00,75000000.00,250000000.00,1147000000.00,2300000000.00,600000000.00
May 18 2022,ROSE,0,4372000000.00,75000000.00,250000000.00,1147000000.00,2300000000.00,600000000.00
May 14 2022,ROSE,0,3057500000.00,62500000.00,250000000.00,777000000.00,1518000000.00,450000000.00
May 10 2022,ROSE,0,3057500000.00,62500000.00,250000000.00,777000000.00,1518000000.00,450000000.00
May 06 2022,ROSE,0,3057500000.00,62500000.00,250000000.00,777000000.00,1518000000.00,450000000.00
May 01 2022,ROSE,0,3057500000.00,62500000.00,250000000.00,777000000.00,1518000000.00,450000000.00
Apr 27 2022,ROSE,0,3057500000.00,62500000.00,250000000.00,777000000.00,1518000000.00,450000000.00
Apr 23 2022,ROSE,0,3057500000.00,62500000.00,250000000.00,777000000.00,1518000000.00,450000000.00
Apr 19 2022,ROSE,0,3057500000.00,62500000.00,250000000.00,777000000.00,1518000000.00,450000000.00
Apr 15 2022,ROSE,0,3057500000.00,62500000.00,250000000.00,777000000.00,1518000000.00,450000000.00
Apr 10 2022,ROSE,0,3057500000.00,62500000.00,250000000.00,777000000.00,1518000000.00,450000000.00
Apr 06 2022,ROSE,0,3057500000.00,62500000.00,250000000.00,777000000.00,1518000000.00,450000000.00
Apr 02 2022,ROSE,0,3057500000.00,62500000.00,250000000.00,777000000.00,1518000000.00,450000000.00
Mar 29 2022,ROSE,0,3057500000.00,62500000.00,250000000.00,777000000.00,1518000000.00,450000000.00
Mar 25 2022,ROSE,0,3057500000.00,62500000.00,250000000.00,777000000.00,1518000000.00,450000000.00
Mar 20 2022,ROSE,0,3057500000.00,62500000.00,250000000.00,777000000.00,1518000000.00,450000000.00
Mar 16 2022,ROSE,0,3057500000.00,62500000.00,250000000.00,777000000.00,1518000000.00,450000000.00
Mar 12 2022,ROSE,0,3057500000.00,62500000.00,250000000.00,777000000.00,1518000000.00,450000000.00
Mar 08 2022,ROSE,0,3057500000.00,62500000.00,250000000.00,777000000.00,1518000000.00,450000000.00
Mar 04 2022,ROSE,0,3057500000.00,62500000.00,250000000.00,777000000.00,1518000000.00,450000000.00
Feb 27 2022,ROSE,0,3057500000.00,62500000.00,250000000.00,777000000.00,1518000000.00,450000000.00
Feb 23 2022,ROSE,0,3057500000.00,62500000.00,250000000.00,777000000.00,1518000000.00,450000000.00
Feb 19 2022,ROSE,0,3057500000.00,62500000.00,250000000.00,777000000.00,1518000000.00,450000000.00
Feb 15 2022,ROSE,0,2895000000.00,50000000.00,250000000.00,777000000.00,1518000000.00,300000000.00
Feb 11 2022,ROSE,0,2895000000.00,50000000.00,250000000.00,777000000.00,1518000000.00,300000000.00
Feb 06 2022,ROSE,0,2895000000.00,50000000.00,250000000.00,777000000.00,1518000000.00,300000000.00
Feb 02 2022,ROSE,0,2895000000.00,50000000.00,250000000.00,777000000.00,1518000000.00,300000000.00
Jan 29 2022,ROSE,0,2895000000.00,50000000.00,250000000.00,777000000.00,1518000000.00,300000000.00
Jan 25 2022,ROSE,0,2895000000.00,50000000.00,250000000.00,777000000.00,1518000000.00,300000000.00
Jan 21 2022,ROSE,0,2895000000.00,50000000.00,250000000.00,777000000.00,1518000000.00,300000000.00
Jan 16 2022,ROSE,0,2895000000.00,50000000.00,250000000.00,777000000.00,1518000000.00,300000000.00
Jan 12 2022,ROSE,0,2895000000.00,50000000.00,250000000.00,777000000.00,1518000000.00,300000000.00
Jan 08 2022,ROSE,0,2895000000.00,50000000.00,250000000.00,777000000.00,1518000000.00,300000000.00
Jan 04 2022,ROSE,0,2895000000.00,50000000.00,250000000.00,777000000.00,1518000000.00,300000000.00
Dec 31 2021,ROSE,0,2895000000.00,50000000.00,250000000.00,777000000.00,1518000000.00,300000000.00
Dec 26 2021,ROSE,0,2895000000.00,50000000.00,250000000.00,777000000.00,1518000000.00,300000000.00
Dec 22 2021,ROSE,0,2895000000.00,50000000.00,250000000.00,777000000.00,1518000000.00,300000000.00
Dec 18 2021,ROSE,0,2895000000.00,50000000.00,250000000.00,777000000.00,1518000000.00,300000000.00
Dec 14 2021,ROSE,0,2895000000.00,50000000.00,250000000.00,777000000.00,1518000000.00,300000000.00
Dec 10 2021,ROSE,0,2895000000.00,50000000.00,250000000.00,777000000.00,1518000000.00,300000000.00
Dec 05 2021,ROSE,0,2895000000.00,50000000.00,250000000.00,777000000.00,1518000000.00,300000000.00
Dec 01 2021,ROSE,0,2895000000.00,50000000.00,250000000.00,777000000.00,1518000000.00,300000000.00
Nov 27 2021,ROSE,0,2895000000.00,50000000.00,250000000.00,777000000.00,1518000000.00,300000000.00
Nov 23 2021,ROSE,0,2895000000.00,50000000.00,250000000.00,777000000.00,1518000000.00,300000000.00
Nov 19 2021,ROSE,0,2895000000.00,50000000.00,250000000.00,777000000.00,1518000000.00,300000000.00
Nov 14 2021,ROSE,0,1416500000.00,37500000.00,250000000.00,370000000.00,759000000.00,0
Nov 10 2021,ROSE,0,1416500000.00,37500000.00,250000000.00,370000000.00,759000000.00,0
Nov 06 2021,ROSE,0,1416500000.00,37500000.00,250000000.00,370000000.00,759000000.00,0
Nov 02 2021,ROSE,0,1416500000.00,37500000.00,250000000.00,370000000.00,759000000.00,0
Oct 29 2021,ROSE,0,1416500000.00,37500000.00,250000000.00,370000000.00,759000000.00,0
Oct 24 2021,ROSE,0,1416500000.00,37500000.00,250000000.00,370000000.00,759000000.00,0
Oct 20 2021,ROSE,0,1416500000.00,37500000.00,250000000.00,370000000.00,759000000.00,0
Oct 16 2021,ROSE,0,1416500000.00,37500000.00,250000000.00,370000000.00,759000000.00,0
Oct 12 2021,ROSE,0,1416500000.00,37500000.00,250000000.00,370000000.00,759000000.00,0
Oct 08 2021,ROSE,0,1416500000.00,37500000.00,250000000.00,370000000.00,759000000.00,0
Oct 03 2021,ROSE,0,1416500000.00,37500000.00,250000000.00,370000000.00,759000000.00,0
Sep 29 2021,ROSE,0,1416500000.00,37500000.00,250000000.00,370000000.00,759000000.00,0
Sep 25 2021,ROSE,0,1416500000.00,37500000.00,250000000.00,370000000.00,759000000.00,0
Sep 21 2021,ROSE,0,1416500000.00,37500000.00,250000000.00,370000000.00,759000000.00,0
Sep 17 2021,ROSE,0,1416500000.00,37500000.00,250000000.00,370000000.00,759000000.00,0
Sep 12 2021,ROSE,0,1416500000.00,37500000.00,250000000.00,370000000.00,759000000.00,0
Sep 08 2021,ROSE,0,1416500000.00,37500000.00,250000000.00,370000000.00,759000000.00,0
Sep 04 2021,ROSE,0,1416500000.00,37500000.00,250000000.00,370000000.00,759000000.00,0
Aug 31 2021,ROSE,0,1416500000.00,37500000.00,250000000.00,370000000.00,759000000.00,0
Aug 27 2021,ROSE,0,1416500000.00,37500000.00,250000000.00,370000000.00,759000000.00,0
Aug 22 2021,ROSE,0,1416500000.00,37500000.00,250000000.00,370000000.00,759000000.00,0
Aug 18 2021,ROSE,0,1416500000.00,37500000.00,250000000.00,370000000.00,759000000.00,0
Aug 14 2021,ROSE,0,1404000000.00,25000000.00,250000000.00,370000000.00,759000000.00,0
Aug 10 2021,ROSE,0,1404000000.00,25000000.00,250000000.00,370000000.00,759000000.00,0
Aug 06 2021,ROSE,0,1404000000.00,25000000.00,250000000.00,370000000.00,759000000.00,0
Aug 01 2021,ROSE,0,1404000000.00,25000000.00,250000000.00,370000000.00,759000000.00,0
Jul 28 2021,ROSE,0,1404000000.00,25000000.00,250000000.00,370000000.00,759000000.00,0
Jul 24 2021,ROSE,0,1404000000.00,25000000.00,250000000.00,370000000.00,759000000.00,0
Jul 20 2021,ROSE,0,1404000000.00,25000000.00,250000000.00,370000000.00,759000000.00,0
Jul 16 2021,ROSE,0,1404000000.00,25000000.00,250000000.00,370000000.00,759000000.00,0
Jul 11 2021,ROSE,0,1404000000.00,25000000.00,250000000.00,370000000.00,759000000.00,0
Jul 07 2021,ROSE,0,1404000000.00,25000000.00,250000000.00,370000000.00,759000000.00,0
Jul 03 2021,ROSE,0,1404000000.00,25000000.00,250000000.00,370000000.00,759000000.00,0
Jun 29 2021,ROSE,0,1404000000.00,25000000.00,250000000.00,370000000.00,759000000.00,0
Jun 25 2021,ROSE,0,1404000000.00,25000000.00,250000000.00,370000000.00,759000000.00,0
Jun 20 2021,ROSE,0,1404000000.00,25000000.00,250000000.00,370000000.00,759000000.00,0
Jun 16 2021,ROSE,0,1404000000.00,25000000.00,250000000.00,370000000.00,759000000.00,0
Jun 12 2021,ROSE,0,1404000000.00,25000000.00,250000000.00,370000000.00,759000000.00,0
Jun 08 2021,ROSE,0,1404000000.00,25000000.00,250000000.00,370000000.00,759000000.00,0
Jun 03 2021,ROSE,0,1404000000.00,25000000.00,250000000.00,370000000.00,759000000.00,0
May 30 2021,ROSE,0,1404000000.00,25000000.00,250000000.00,370000000.00,759000000.00,0
May 26 2021,ROSE,0,1404000000.00,25000000.00,250000000.00,370000000.00,759000000.00,0
May 22 2021,ROSE,0,1404000000.00,25000000.00,250000000.00,370000000.00,759000000.00,0
May 18 2021,ROSE,0,1404000000.00,25000000.00,250000000.00,370000000.00,759000000.00,0
May 13 2021,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
May 09 2021,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
May 05 2021,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
May 01 2021,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
Apr 27 2021,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
Apr 22 2021,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
Apr 18 2021,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
Apr 14 2021,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
Apr 10 2021,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
Apr 06 2021,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
Apr 01 2021,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
Mar 28 2021,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
Mar 24 2021,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
Mar 20 2021,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
Mar 16 2021,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
Mar 11 2021,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
Mar 07 2021,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
Mar 03 2021,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
Feb 27 2021,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
Feb 23 2021,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
Feb 18 2021,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
Feb 14 2021,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
Feb 10 2021,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
Feb 06 2021,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
Feb 02 2021,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
Jan 28 2021,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
Jan 24 2021,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
Jan 20 2021,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
Jan 16 2021,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
Jan 12 2021,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
Jan 07 2021,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
Jan 03 2021,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
Dec 30 2020,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
Dec 26 2020,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
Dec 22 2020,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
Dec 17 2020,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
Dec 13 2020,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
Dec 09 2020,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
Dec 05 2020,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
Dec 01 2020,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
Nov 26 2020,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
Nov 22 2020,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
Nov 18 2020,ROSE,0,1391500000.00,12500000.00,250000000.00,370000000.00,759000000.00,0
