Date,Symbol,Available Supply,Unlocked Supply,Public Sale,Participation Rewards,End User Grant,Node Running Grant,Foundation,Team and Investors
Jul 12 2024,ALGO,10000000000.00,10000000000.00,3000000000.00,1750000000.00,250000000.00,2500000000.00,500000000.00,2000000000.00
Jul 10 2024,ALGO,10000000000.00,10000000000.00,3000000000.00,1750000000.00,250000000.00,2500000000.00,500000000.00,2000000000.00
Jul 08 2024,ALGO,10000000000.00,10000000000.00,3000000000.00,1750000000.00,250000000.00,2500000000.00,500000000.00,2000000000.00
Jul 06 2024,ALGO,10000000000.00,10000000000.00,3000000000.00,1750000000.00,250000000.00,2500000000.00,500000000.00,2000000000.00
Jul 03 2024,ALGO,10000000000.00,10000000000.00,3000000000.00,1750000000.00,250000000.00,2500000000.00,500000000.00,2000000000.00
Jul 01 2024,ALGO,10000000000.00,10000000000.00,3000000000.00,1750000000.00,250000000.00,2500000000.00,500000000.00,2000000000.00
Jun 29 2024,ALGO,10000000000.00,10000000000.00,3000000000.00,1750000000.00,250000000.00,2500000000.00,500000000.00,2000000000.00
Jun 27 2024,ALGO,10000000000.00,10000000000.00,3000000000.00,1750000000.00,250000000.00,2500000000.00,500000000.00,2000000000.00
Jun 25 2024,ALGO,10000000000.00,10000000000.00,3000000000.00,1750000000.00,250000000.00,2500000000.00,500000000.00,2000000000.00
Jun 23 2024,ALGO,10000000000.00,10000000000.00,3000000000.00,1750000000.00,250000000.00,2500000000.00,500000000.00,2000000000.00
Jun 21 2024,ALGO,10000000000.00,10000000000.00,3000000000.00,1750000000.00,250000000.00,2500000000.00,500000000.00,2000000000.00
Jun 18 2024,ALGO,9996577956.99,9996577956.99,2997446236.56,1749336021.51,249795698.92,2500000000.00,500000000.00,2000000000.00
Jun 16 2024,ALGO,9992255376.34,9992255376.34,2994220430.11,1748497311.83,249537634.41,2500000000.00,500000000.00,2000000000.00
Jun 14 2024,ALGO,9987932795.70,9987932795.70,2990994623.66,1747658602.15,249279569.89,2500000000.00,500000000.00,2000000000.00
Jun 12 2024,ALGO,9983610215.05,9983610215.05,2987768817.20,1746819892.47,249021505.38,2500000000.00,500000000.00,2000000000.00
Jun 10 2024,ALGO,9979287634.41,9979287634.41,2984543010.75,1745981182.80,248763440.86,2500000000.00,500000000.00,2000000000.00
Jun 08 2024,ALGO,9974965053.76,9974965053.76,2981317204.30,1745142473.12,248505376.34,2500000000.00,500000000.00,2000000000.00
Jun 05 2024,ALGO,9968481182.80,9968481182.80,2976478494.62,1743884408.60,248118279.57,2500000000.00,500000000.00,2000000000.00
Jun 03 2024,ALGO,9964158602.15,9964158602.15,2973252688.17,1743045698.92,247860215.05,2500000000.00,500000000.00,2000000000.00
Jun 01 2024,ALGO,9959836021.51,9959836021.51,2970026881.72,1742206989.25,247602150.54,2500000000.00,500000000.00,2000000000.00
May 30 2024,ALGO,9955513440.86,9955513440.86,2966801075.27,1741368279.57,247344086.02,2500000000.00,500000000.00,2000000000.00
May 28 2024,ALGO,9951190860.22,9951190860.22,2963575268.82,1740529569.89,247086021.51,2500000000.00,500000000.00,2000000000.00
May 26 2024,ALGO,9946868279.57,9946868279.57,2960349462.37,1739690860.22,246827956.99,2500000000.00,500000000.00,2000000000.00
May 24 2024,ALGO,9942545698.92,9942545698.92,2957123655.91,1738852150.54,246569892.47,2500000000.00,500000000.00,2000000000.00
May 21 2024,ALGO,9936061827.96,9936061827.96,2952284946.24,1737594086.02,246182795.70,2500000000.00,500000000.00,2000000000.00
May 19 2024,ALGO,9933000000.00,9933000000.00,2950000000.00,1737000000.00,246000000.00,2500000000.00,500000000.00,2000000000.00
May 17 2024,ALGO,9927058333.33,9927058333.33,2945694444.44,1735708333.33,245655555.56,2500000000.00,500000000.00,2000000000.00
May 15 2024,ALGO,9922458333.33,9922458333.33,2942361111.11,1734708333.33,245388888.89,2500000000.00,500000000.00,2000000000.00
May 13 2024,ALGO,9917858333.33,9917858333.33,2939027777.78,1733708333.33,245122222.22,2500000000.00,500000000.00,2000000000.00
May 11 2024,ALGO,9913258333.33,9913258333.33,2935694444.44,1732708333.33,244855555.56,2500000000.00,500000000.00,2000000000.00
May 08 2024,ALGO,9906358333.33,9906358333.33,2930694444.44,1731208333.33,244455555.56,2500000000.00,500000000.00,2000000000.00
May 06 2024,ALGO,9901758333.33,9901758333.33,2927361111.11,1730208333.33,244188888.89,2500000000.00,500000000.00,2000000000.00
May 04 2024,ALGO,9897158333.33,9897158333.33,2924027777.78,1729208333.33,243922222.22,2500000000.00,500000000.00,2000000000.00
May 02 2024,ALGO,9892558333.33,9892558333.33,2920694444.44,1728208333.33,243655555.56,2500000000.00,500000000.00,2000000000.00
Apr 30 2024,ALGO,9887958333.33,9887958333.33,2917361111.11,1727208333.33,243388888.89,2500000000.00,500000000.00,2000000000.00
Apr 28 2024,ALGO,9883358333.33,9883358333.33,2914027777.78,1726208333.33,243122222.22,2500000000.00,500000000.00,2000000000.00
Apr 26 2024,ALGO,9878758333.33,9878758333.33,2910694444.44,1725208333.33,242855555.56,2500000000.00,500000000.00,2000000000.00
Apr 23 2024,ALGO,9871858333.33,9871858333.33,2905694444.44,1723708333.33,242455555.56,2500000000.00,500000000.00,2000000000.00
Apr 21 2024,ALGO,9867258333.33,9867258333.33,2902361111.11,1722708333.33,242188888.89,2500000000.00,500000000.00,2000000000.00
Apr 19 2024,ALGO,9864000000.00,9864000000.00,2900000000.00,1722000000.00,242000000.00,2500000000.00,500000000.00,2000000000.00
Apr 17 2024,ALGO,9858083333.33,9858083333.33,2895833333.33,1720583333.33,241666666.67,2500000000.00,500000000.00,2000000000.00
Apr 15 2024,ALGO,9853502688.17,9853502688.17,2892607526.88,1719486559.14,241408602.15,2500000000.00,500000000.00,2000000000.00
Apr 13 2024,ALGO,9848922043.01,9848922043.01,2889381720.43,1718389784.95,241150537.63,2500000000.00,500000000.00,2000000000.00
Apr 10 2024,ALGO,9842051075.27,9842051075.27,2884543010.75,1716744623.66,240763440.86,2500000000.00,500000000.00,2000000000.00
Apr 08 2024,ALGO,9837470430.11,9837470430.11,2881317204.30,1715647849.46,240505376.34,2500000000.00,500000000.00,2000000000.00
Apr 06 2024,ALGO,9832889784.95,9832889784.95,2878091397.85,1714551075.27,240247311.83,2500000000.00,500000000.00,2000000000.00
Apr 04 2024,ALGO,9828309139.78,9828309139.78,2874865591.40,1713454301.08,239989247.31,2500000000.00,500000000.00,2000000000.00
Apr 02 2024,ALGO,9823728494.62,9823728494.62,2871639784.95,1712357526.88,239731182.80,2500000000.00,500000000.00,2000000000.00
Mar 31 2024,ALGO,9819147849.46,9819147849.46,2868413978.49,1711260752.69,239473118.28,2500000000.00,500000000.00,2000000000.00
Mar 29 2024,ALGO,0,9814567204.30,2865188172.04,1710163978.49,239215053.76,2500000000.00,500000000.00,2000000000.00
Mar 26 2024,ALGO,0,9807696236.56,2860349462.37,1708518817.20,238827956.99,2500000000.00,500000000.00,2000000000.00
Mar 24 2024,ALGO,0,9803115591.40,2857123655.91,1707422043.01,238569892.47,2500000000.00,500000000.00,2000000000.00
Mar 22 2024,ALGO,0,9798534946.24,2853897849.46,1706325268.82,238311827.96,2500000000.00,500000000.00,2000000000.00
Mar 20 2024,ALGO,0,9793954301.08,2850672043.01,1705228494.62,238053763.44,2500000000.00,500000000.00,2000000000.00
Mar 18 2024,ALGO,0,9789068965.52,2847270114.94,1704071839.08,237727011.49,2500000000.00,500000000.00,2000000000.00
Mar 16 2024,ALGO,0,9784103448.28,2843821839.08,1702899425.29,237382183.91,2500000000.00,500000000.00,2000000000.00
Mar 13 2024,ALGO,0,9776655172.41,2838649425.29,1701140804.60,236864942.53,2500000000.00,500000000.00,2000000000.00
Mar 11 2024,ALGO,0,9771689655.17,2835201149.43,1699968390.80,236520114.94,2500000000.00,500000000.00,2000000000.00
Mar 09 2024,ALGO,0,9766724137.93,2831752873.56,1698795977.01,236175287.36,2500000000.00,500000000.00,2000000000.00
Mar 07 2024,ALGO,0,9761758620.69,2828304597.70,1697623563.22,235830459.77,2500000000.00,500000000.00,2000000000.00
Mar 05 2024,ALGO,0,9756793103.45,2824856321.84,1696451149.43,235485632.18,2500000000.00,500000000.00,2000000000.00
Mar 03 2024,ALGO,0,9751827586.21,2821408045.98,1695278735.63,235140804.60,2500000000.00,500000000.00,2000000000.00
Mar 01 2024,ALGO,0,9746862068.97,2817959770.11,1694106321.84,234795977.01,2500000000.00,500000000.00,2000000000.00
Feb 27 2024,ALGO,0,9739413793.10,2812787356.32,1692347701.15,234278735.63,2500000000.00,500000000.00,2000000000.00
Feb 25 2024,ALGO,0,9734448275.86,2809339080.46,1691175287.36,233933908.05,2500000000.00,500000000.00,2000000000.00
Feb 23 2024,ALGO,0,9729482758.62,2805890804.60,1690002873.56,233589080.46,2500000000.00,500000000.00,2000000000.00
Feb 21 2024,ALGO,0,9724517241.38,2802442528.74,1688830459.77,233244252.87,2500000000.00,500000000.00,2000000000.00
Feb 19 2024,ALGO,0,9721000000.00,2800000000.00,1688000000.00,233000000.00,2500000000.00,500000000.00,2000000000.00
Feb 17 2024,ALGO,0,9715083333.33,2795833333.33,1686583333.33,232666666.67,2500000000.00,500000000.00,2000000000.00
Feb 14 2024,ALGO,0,9708212365.59,2790994623.66,1684938172.04,232279569.89,2500000000.00,500000000.00,2000000000.00
Feb 12 2024,ALGO,0,9703631720.43,2787768817.20,1683841397.85,232021505.38,2500000000.00,500000000.00,2000000000.00
Feb 10 2024,ALGO,0,9699051075.27,2784543010.75,1682744623.66,231763440.86,2500000000.00,500000000.00,2000000000.00
Feb 08 2024,ALGO,0,9694470430.11,2781317204.30,1681647849.46,231505376.34,2500000000.00,500000000.00,2000000000.00
Feb 06 2024,ALGO,0,9689889784.95,2778091397.85,1680551075.27,231247311.83,2500000000.00,500000000.00,2000000000.00
Feb 04 2024,ALGO,0,9685309139.78,2774865591.40,1679454301.08,230989247.31,2500000000.00,500000000.00,2000000000.00
Feb 02 2024,ALGO,0,9680728494.62,2771639784.95,1678357526.88,230731182.80,2500000000.00,500000000.00,2000000000.00
Jan 30 2024,ALGO,0,9673857526.88,2766801075.27,1676712365.59,230344086.02,2500000000.00,500000000.00,2000000000.00
Jan 28 2024,ALGO,0,9669276881.72,2763575268.82,1675615591.40,230086021.51,2500000000.00,500000000.00,2000000000.00
Jan 26 2024,ALGO,0,9664696236.56,2760349462.37,1674518817.20,229827956.99,2500000000.00,500000000.00,2000000000.00
Jan 24 2024,ALGO,0,9660115591.40,2757123655.91,1673422043.01,229569892.47,2500000000.00,500000000.00,2000000000.00
Jan 22 2024,ALGO,0,9655534946.24,2753897849.46,1672325268.82,229311827.96,2500000000.00,500000000.00,2000000000.00
Jan 20 2024,ALGO,0,9650954301.08,2750672043.01,1671228494.62,229053763.44,2500000000.00,500000000.00,2000000000.00
Jan 17 2024,ALGO,0,9644083333.33,2745833333.33,1669583333.33,228666666.67,2500000000.00,500000000.00,2000000000.00
Jan 15 2024,ALGO,0,9639502688.17,2742607526.88,1668486559.14,228408602.15,2500000000.00,500000000.00,2000000000.00
Jan 13 2024,ALGO,0,9634922043.01,2739381720.43,1667389784.95,228150537.63,2500000000.00,500000000.00,2000000000.00
Jan 11 2024,ALGO,0,9630341397.85,2736155913.98,1666293010.75,227892473.12,2500000000.00,500000000.00,2000000000.00
Jan 09 2024,ALGO,0,9625760752.69,2732930107.53,1665196236.56,227634408.60,2500000000.00,500000000.00,2000000000.00
Jan 07 2024,ALGO,0,9621180107.53,2729704301.08,1664099462.37,227376344.09,2500000000.00,500000000.00,2000000000.00
Jan 05 2024,ALGO,0,9616599462.37,2726478494.62,1663002688.17,227118279.57,2500000000.00,500000000.00,2000000000.00
Jan 02 2024,ALGO,0,9609728494.62,2721639784.95,1661357526.88,226731182.80,2500000000.00,500000000.00,2000000000.00
Dec 31 2023,ALGO,0,9605147849.46,2718413978.49,1660260752.69,226473118.28,2500000000.00,500000000.00,2000000000.00
Dec 29 2023,ALGO,0,9600567204.30,2715188172.04,1659163978.49,226215053.76,2500000000.00,500000000.00,2000000000.00
Dec 27 2023,ALGO,0,9595986559.14,2711962365.59,1658067204.30,225956989.25,2500000000.00,500000000.00,2000000000.00
Dec 25 2023,ALGO,0,9591405913.98,2708736559.14,1656970430.11,225698924.73,2500000000.00,500000000.00,2000000000.00
Dec 23 2023,ALGO,0,9586825268.82,2705510752.69,1655873655.91,225440860.22,2500000000.00,500000000.00,2000000000.00
Dec 20 2023,ALGO,0,9579954301.08,2700672043.01,1654228494.62,225053763.44,2500000000.00,500000000.00,2000000000.00
Dec 18 2023,ALGO,0,9575252777.78,2697361111.11,1653102777.78,224788888.89,2500000000.00,500000000.00,2000000000.00
Dec 16 2023,ALGO,0,9570519444.44,2694027777.78,1651969444.44,224522222.22,2500000000.00,500000000.00,2000000000.00
Dec 14 2023,ALGO,0,9565786111.11,2690694444.44,1650836111.11,224255555.56,2500000000.00,500000000.00,2000000000.00
Dec 12 2023,ALGO,0,9561052777.78,2687361111.11,1649702777.78,223988888.89,2500000000.00,500000000.00,2000000000.00
Dec 10 2023,ALGO,0,9556319444.44,2684027777.78,1648569444.44,223722222.22,2500000000.00,500000000.00,2000000000.00
Dec 08 2023,ALGO,0,9551586111.11,2680694444.44,1647436111.11,223455555.56,2500000000.00,500000000.00,2000000000.00
Dec 05 2023,ALGO,0,9544486111.11,2675694444.44,1645736111.11,223055555.56,2500000000.00,500000000.00,2000000000.00
Dec 03 2023,ALGO,0,9539752777.78,2672361111.11,1644602777.78,222788888.89,2500000000.00,500000000.00,2000000000.00
Dec 01 2023,ALGO,0,9535019444.44,2669027777.78,1643469444.44,222522222.22,2500000000.00,500000000.00,2000000000.00
Nov 29 2023,ALGO,0,9530286111.11,2665694444.44,1642336111.11,222255555.56,2500000000.00,500000000.00,2000000000.00
Nov 27 2023,ALGO,0,9525552777.78,2662361111.11,1641202777.78,221988888.89,2500000000.00,500000000.00,2000000000.00
Nov 25 2023,ALGO,0,9520819444.44,2659027777.78,1640069444.44,221722222.22,2500000000.00,500000000.00,2000000000.00
Nov 22 2023,ALGO,0,9513719444.44,2654027777.78,1638369444.44,221322222.22,2500000000.00,500000000.00,2000000000.00
Nov 20 2023,ALGO,0,9508986111.11,2650694444.44,1637236111.11,221055555.56,2500000000.00,500000000.00,2000000000.00
Nov 18 2023,ALGO,0,9504373655.91,2647446236.56,1636131720.43,220795698.92,2500000000.00,500000000.00,2000000000.00
Nov 16 2023,ALGO,0,9499793010.75,2644220430.11,1635034946.24,220537634.41,2500000000.00,500000000.00,2000000000.00
Nov 14 2023,ALGO,0,9495212365.59,2640994623.66,1633938172.04,220279569.89,2500000000.00,500000000.00,2000000000.00
Nov 12 2023,ALGO,0,9490631720.43,2637768817.20,1632841397.85,220021505.38,2500000000.00,500000000.00,2000000000.00
Nov 10 2023,ALGO,0,9486051075.27,2634543010.75,1631744623.66,219763440.86,2500000000.00,500000000.00,2000000000.00
Nov 07 2023,ALGO,0,9479180107.53,2629704301.08,1630099462.37,219376344.09,2500000000.00,500000000.00,2000000000.00
Nov 05 2023,ALGO,0,9474599462.37,2626478494.62,1629002688.17,219118279.57,2500000000.00,500000000.00,2000000000.00
Nov 03 2023,ALGO,0,9470018817.20,2623252688.17,1627905913.98,218860215.05,2500000000.00,500000000.00,2000000000.00
Nov 01 2023,ALGO,0,9465438172.04,2620026881.72,1626809139.78,218602150.54,2500000000.00,500000000.00,2000000000.00
Oct 30 2023,ALGO,0,9460857526.88,2616801075.27,1625712365.59,218344086.02,2500000000.00,500000000.00,2000000000.00
Oct 28 2023,ALGO,0,9456276881.72,2613575268.82,1624615591.40,218086021.51,2500000000.00,500000000.00,2000000000.00
Oct 25 2023,ALGO,0,9449405913.98,2608736559.14,1622970430.11,217698924.73,2500000000.00,500000000.00,2000000000.00
Oct 23 2023,ALGO,0,9444825268.82,2605510752.69,1621873655.91,217440860.22,2500000000.00,500000000.00,2000000000.00
Oct 21 2023,ALGO,0,9440244623.66,2602284946.24,1620776881.72,217182795.70,2500000000.00,500000000.00,2000000000.00
Oct 19 2023,ALGO,0,9437000000.00,2600000000.00,1620000000.00,217000000.00,2500000000.00,500000000.00,2000000000.00
Oct 17 2023,ALGO,0,9430886111.11,2595694444.44,1618536111.11,216655555.56,2500000000.00,500000000.00,2000000000.00
Oct 15 2023,ALGO,0,9426152777.78,2592361111.11,1617402777.78,216388888.89,2500000000.00,500000000.00,2000000000.00
Oct 13 2023,ALGO,0,9421419444.44,2589027777.78,1616269444.44,216122222.22,2500000000.00,500000000.00,2000000000.00
Oct 10 2023,ALGO,0,9414319444.44,2584027777.78,1614569444.44,215722222.22,2500000000.00,500000000.00,2000000000.00
Oct 08 2023,ALGO,0,9409586111.11,2580694444.44,1613436111.11,215455555.56,2500000000.00,500000000.00,2000000000.00
Oct 06 2023,ALGO,0,9404852777.78,2577361111.11,1612302777.78,215188888.89,2500000000.00,500000000.00,2000000000.00
Oct 04 2023,ALGO,0,9400119444.44,2574027777.78,1611169444.44,214922222.22,2500000000.00,500000000.00,2000000000.00
Oct 02 2023,ALGO,0,9395386111.11,2570694444.44,1610036111.11,214655555.56,2500000000.00,500000000.00,2000000000.00
Sep 30 2023,ALGO,0,9390652777.78,2567361111.11,1608902777.78,214388888.89,2500000000.00,500000000.00,2000000000.00
Sep 27 2023,ALGO,0,9383552777.78,2562361111.11,1607202777.78,213988888.89,2500000000.00,500000000.00,2000000000.00
Sep 25 2023,ALGO,0,9378819444.44,2559027777.78,1606069444.44,213722222.22,2500000000.00,500000000.00,2000000000.00
Sep 23 2023,ALGO,0,9374086111.11,2555694444.44,1604936111.11,213455555.56,2500000000.00,500000000.00,2000000000.00
Sep 21 2023,ALGO,0,9369352777.78,2552361111.11,1603802777.78,213188888.89,2500000000.00,500000000.00,2000000000.00
Sep 19 2023,ALGO,0,9366000000.00,2550000000.00,1603000000.00,213000000.00,2500000000.00,500000000.00,2000000000.00
Sep 17 2023,ALGO,0,9360083333.33,2545833333.33,1601666666.67,212583333.33,2500000000.00,500000000.00,2000000000.00
Sep 15 2023,ALGO,0,9355502688.17,2542607526.88,1600634408.60,212260752.69,2500000000.00,500000000.00,2000000000.00
Sep 12 2023,ALGO,0,9348631720.43,2537768817.20,1599086021.51,211776881.72,2500000000.00,500000000.00,2000000000.00
Sep 10 2023,ALGO,0,9344051075.27,2534543010.75,1598053763.44,211454301.08,2500000000.00,500000000.00,2000000000.00
Sep 08 2023,ALGO,0,9339470430.11,2531317204.30,1597021505.38,211131720.43,2500000000.00,500000000.00,2000000000.00
Sep 06 2023,ALGO,0,9334889784.95,2528091397.85,1595989247.31,210809139.78,2500000000.00,500000000.00,2000000000.00
Sep 04 2023,ALGO,0,9330309139.78,2524865591.40,1594956989.25,210486559.14,2500000000.00,500000000.00,2000000000.00
Sep 02 2023,ALGO,0,9325728494.62,2521639784.95,1593924731.18,210163978.49,2500000000.00,500000000.00,2000000000.00
Aug 30 2023,ALGO,0,9318857526.88,2516801075.27,1592376344.09,209680107.53,2500000000.00,500000000.00,2000000000.00
Aug 28 2023,ALGO,0,9314276881.72,2513575268.82,1591344086.02,209357526.88,2500000000.00,500000000.00,2000000000.00
Aug 26 2023,ALGO,0,9309696236.56,2510349462.37,1590311827.96,209034946.24,2500000000.00,500000000.00,2000000000.00
Aug 24 2023,ALGO,0,9305115591.40,2507123655.91,1589279569.89,208712365.59,2500000000.00,500000000.00,2000000000.00
Aug 22 2023,ALGO,0,9300534946.24,2503897849.46,1588247311.83,208389784.95,2500000000.00,500000000.00,2000000000.00
Aug 20 2023,ALGO,0,9295954301.08,2500672043.01,1587215053.76,208067204.30,2500000000.00,500000000.00,2000000000.00
Aug 18 2023,ALGO,0,9291424731.18,2497446236.56,1586182795.70,207795698.92,2500000000.00,500000000.00,2000000000.00
Aug 15 2023,ALGO,0,9284650537.63,2492607526.88,1584634408.60,207408602.15,2500000000.00,500000000.00,2000000000.00
Aug 13 2023,ALGO,0,9280134408.60,2489381720.43,1583602150.54,207150537.63,2500000000.00,500000000.00,2000000000.00
Aug 11 2023,ALGO,0,9275618279.57,2486155913.98,1582569892.47,206892473.12,2500000000.00,500000000.00,2000000000.00
Aug 09 2023,ALGO,0,9271102150.54,2482930107.53,1581537634.41,206634408.60,2500000000.00,500000000.00,2000000000.00
Aug 07 2023,ALGO,0,9266586021.51,2479704301.08,1580505376.34,206376344.09,2500000000.00,500000000.00,2000000000.00
Aug 05 2023,ALGO,0,9262069892.47,2476478494.62,1579473118.28,206118279.57,2500000000.00,500000000.00,2000000000.00
Aug 02 2023,ALGO,0,9255295698.92,2471639784.95,1577924731.18,205731182.80,2500000000.00,500000000.00,2000000000.00
Jul 31 2023,ALGO,0,9250779569.89,2468413978.49,1576892473.12,205473118.28,2500000000.00,500000000.00,2000000000.00
Jul 29 2023,ALGO,0,9246263440.86,2465188172.04,1575860215.05,205215053.76,2500000000.00,500000000.00,2000000000.00
Jul 27 2023,ALGO,0,9241747311.83,2461962365.59,1574827956.99,204956989.25,2500000000.00,500000000.00,2000000000.00
Jul 25 2023,ALGO,0,9237231182.80,2458736559.14,1573795698.92,204698924.73,2500000000.00,500000000.00,2000000000.00
Jul 23 2023,ALGO,0,9232715053.76,2455510752.69,1572763440.86,204440860.22,2500000000.00,500000000.00,2000000000.00
Jul 21 2023,ALGO,0,9228198924.73,2452284946.24,1571731182.80,204182795.70,2500000000.00,500000000.00,2000000000.00
Jul 18 2023,ALGO,0,9221305555.56,2447361111.11,1570155555.56,203788888.89,2500000000.00,500000000.00,2000000000.00
Jul 16 2023,ALGO,0,9216638888.89,2444027777.78,1569088888.89,203522222.22,2500000000.00,500000000.00,2000000000.00
Jul 14 2023,ALGO,0,9211972222.22,2440694444.44,1568022222.22,203255555.56,2500000000.00,500000000.00,2000000000.00
Jul 12 2023,ALGO,0,9207305555.56,2437361111.11,1566955555.56,202988888.89,2500000000.00,500000000.00,2000000000.00
Jul 10 2023,ALGO,0,9202638888.89,2434027777.78,1565888888.89,202722222.22,2500000000.00,500000000.00,2000000000.00
Jul 08 2023,ALGO,0,9197972222.22,2430694444.44,1564822222.22,202455555.56,2500000000.00,500000000.00,2000000000.00
Jul 05 2023,ALGO,0,9190972222.22,2425694444.44,1563222222.22,202055555.56,2500000000.00,500000000.00,2000000000.00
Jul 03 2023,ALGO,0,9186305555.56,2422361111.11,1562155555.56,201788888.89,2500000000.00,500000000.00,2000000000.00
Jul 01 2023,ALGO,0,9181638888.89,2419027777.78,1561088888.89,201522222.22,2500000000.00,500000000.00,2000000000.00
Jun 29 2023,ALGO,0,9176972222.22,2415694444.44,1560022222.22,201255555.56,2500000000.00,500000000.00,2000000000.00
Jun 27 2023,ALGO,0,9172305555.56,2412361111.11,1558955555.56,200988888.89,2500000000.00,500000000.00,2000000000.00
Jun 25 2023,ALGO,0,9167638888.89,2409027777.78,1557888888.89,200722222.22,2500000000.00,500000000.00,2000000000.00
Jun 23 2023,ALGO,0,9162972222.22,2405694444.44,1556822222.22,200455555.56,2500000000.00,500000000.00,2000000000.00
Jun 20 2023,ALGO,0,9155972222.22,2400694444.44,1555222222.22,200055555.56,2500000000.00,500000000.00,2000000000.00
Jun 18 2023,ALGO,0,9151424731.18,2397446236.56,1554182795.70,199795698.92,2500000000.00,500000000.00,2000000000.00
