Date,Symbol,Available Supply,Unlocked Supply,Public Sale,Participation Rewards,End User Grant,Node Running Grant,Foundation,Team and Investors
Jun 16 2023,ALGO,0,9146908602.15,2394220430.11,1553150537.63,199537634.41,2500000000.00,500000000.00,2000000000.00
Jun 14 2023,ALGO,0,9142392473.12,2390994623.66,1552118279.57,199279569.89,2500000000.00,500000000.00,2000000000.00
Jun 12 2023,ALGO,0,9137876344.09,2387768817.20,1551086021.51,199021505.38,2500000000.00,500000000.00,2000000000.00
Jun 10 2023,ALGO,0,9133360215.05,2384543010.75,1550053763.44,198763440.86,2500000000.00,500000000.00,2000000000.00
Jun 07 2023,ALGO,0,9126586021.51,2379704301.08,1548505376.34,198376344.09,2500000000.00,500000000.00,2000000000.00
Jun 05 2023,ALGO,0,9122069892.47,2376478494.62,1547473118.28,198118279.57,2500000000.00,500000000.00,2000000000.00
Jun 03 2023,ALGO,0,9117553763.44,2373252688.17,1546440860.22,197860215.05,2500000000.00,500000000.00,2000000000.00
Jun 01 2023,ALGO,0,9113037634.41,2370026881.72,1545408602.15,197602150.54,2500000000.00,500000000.00,2000000000.00
May 30 2023,ALGO,0,9108521505.38,2366801075.27,1544376344.09,197344086.02,2500000000.00,500000000.00,2000000000.00
May 28 2023,ALGO,0,9104005376.34,2363575268.82,1543344086.02,197086021.51,2500000000.00,500000000.00,2000000000.00
May 26 2023,ALGO,0,9099489247.31,2360349462.37,1542311827.96,196827956.99,2500000000.00,500000000.00,2000000000.00
May 23 2023,ALGO,0,9092715053.76,2355510752.69,1540763440.86,196440860.22,2500000000.00,500000000.00,2000000000.00
May 21 2023,ALGO,0,9088198924.73,2352284946.24,1539731182.80,196182795.70,2500000000.00,500000000.00,2000000000.00
May 19 2023,ALGO,0,9085000000.00,2350000000.00,1539000000.00,196000000.00,2500000000.00,500000000.00,2000000000.00
May 17 2023,ALGO,0,9078972222.22,2345694444.44,1537622222.22,195655555.56,2500000000.00,500000000.00,2000000000.00
May 15 2023,ALGO,0,9074305555.56,2342361111.11,1536555555.56,195388888.89,2500000000.00,500000000.00,2000000000.00
May 13 2023,ALGO,0,9069638888.89,2339027777.78,1535488888.89,195122222.22,2500000000.00,500000000.00,2000000000.00
May 10 2023,ALGO,0,9062638888.89,2334027777.78,1533888888.89,194722222.22,2500000000.00,500000000.00,2000000000.00
May 08 2023,ALGO,0,9057972222.22,2330694444.44,1532822222.22,194455555.56,2500000000.00,500000000.00,2000000000.00
May 06 2023,ALGO,0,9053305555.56,2327361111.11,1531755555.56,194188888.89,2500000000.00,500000000.00,2000000000.00
May 04 2023,ALGO,0,9048638888.89,2324027777.78,1530688888.89,193922222.22,2500000000.00,500000000.00,2000000000.00
May 02 2023,ALGO,0,9043972222.22,2320694444.44,1529622222.22,193655555.56,2500000000.00,500000000.00,2000000000.00
Apr 30 2023,ALGO,0,9039305555.56,2317361111.11,1528555555.56,193388888.89,2500000000.00,500000000.00,2000000000.00
Apr 28 2023,ALGO,0,9034638888.89,2314027777.78,1527488888.89,193122222.22,2500000000.00,500000000.00,2000000000.00
Apr 25 2023,ALGO,0,9027638888.89,2309027777.78,1525888888.89,192722222.22,2500000000.00,500000000.00,2000000000.00
Apr 23 2023,ALGO,0,9022972222.22,2305694444.44,1524822222.22,192455555.56,2500000000.00,500000000.00,2000000000.00
Apr 21 2023,ALGO,0,9018305555.56,2302361111.11,1523755555.56,192188888.89,2500000000.00,500000000.00,2000000000.00
Apr 19 2023,ALGO,0,9015000000.00,2300000000.00,1523000000.00,192000000.00,2500000000.00,500000000.00,2000000000.00
Apr 17 2023,ALGO,0,9008333333.33,2295833333.33,1520833333.33,191666666.67,2500000000.00,500000000.00,2000000000.00
Apr 15 2023,ALGO,0,9003172043.01,2292607526.88,1519155913.98,191408602.15,2500000000.00,500000000.00,2000000000.00
Apr 12 2023,ALGO,0,8995430107.53,2287768817.20,1516639784.95,191021505.38,2500000000.00,500000000.00,2000000000.00
Apr 10 2023,ALGO,0,8990268817.20,2284543010.75,1514962365.59,190763440.86,2500000000.00,500000000.00,2000000000.00
Apr 08 2023,ALGO,0,8985107526.88,2281317204.30,1513284946.24,190505376.34,2500000000.00,500000000.00,2000000000.00
Apr 06 2023,ALGO,0,8979946236.56,2278091397.85,1511607526.88,190247311.83,2500000000.00,500000000.00,2000000000.00
Apr 04 2023,ALGO,0,8974784946.24,2274865591.40,1509930107.53,189989247.31,2500000000.00,500000000.00,2000000000.00
Apr 02 2023,ALGO,0,8969623655.91,2271639784.95,1508252688.17,189731182.80,2500000000.00,500000000.00,2000000000.00
Mar 31 2023,ALGO,0,8964462365.59,2268413978.49,1506575268.82,189473118.28,2500000000.00,500000000.00,2000000000.00
Mar 28 2023,ALGO,0,8956720430.11,2263575268.82,1504059139.78,189086021.51,2500000000.00,500000000.00,2000000000.00
Mar 26 2023,ALGO,0,8951559139.78,2260349462.37,1502381720.43,188827956.99,2500000000.00,500000000.00,2000000000.00
Mar 24 2023,ALGO,0,8946397849.46,2257123655.91,1500704301.08,188569892.47,2500000000.00,500000000.00,2000000000.00
Mar 22 2023,ALGO,0,8941236559.14,2253897849.46,1499026881.72,188311827.96,2500000000.00,500000000.00,2000000000.00
Mar 20 2023,ALGO,0,8936075268.82,2250672043.01,1497349462.37,188053763.44,2500000000.00,500000000.00,2000000000.00
Mar 18 2023,ALGO,0,8930136904.76,2247172619.05,1495247023.81,187717261.90,2500000000.00,500000000.00,2000000000.00
Mar 15 2023,ALGO,0,8920922619.05,2241815476.19,1491925595.24,187181547.62,2500000000.00,500000000.00,2000000000.00
Mar 13 2023,ALGO,0,8914779761.90,2238244047.62,1489711309.52,186824404.76,2500000000.00,500000000.00,2000000000.00
Mar 11 2023,ALGO,0,8908636904.76,2234672619.05,1487497023.81,186467261.90,2500000000.00,500000000.00,2000000000.00
Mar 09 2023,ALGO,0,8902494047.62,2231101190.48,1485282738.10,186110119.05,2500000000.00,500000000.00,2000000000.00
Mar 07 2023,ALGO,0,8896351190.48,2227529761.90,1483068452.38,185752976.19,2500000000.00,500000000.00,2000000000.00
Mar 05 2023,ALGO,0,8890208333.33,2223958333.33,1480854166.67,185395833.33,2500000000.00,500000000.00,2000000000.00
Mar 03 2023,ALGO,0,8884065476.19,2220386904.76,1478639880.95,185038690.48,2500000000.00,500000000.00,2000000000.00
Feb 28 2023,ALGO,0,8874851190.48,2215029761.90,1475318452.38,184502976.19,2500000000.00,500000000.00,2000000000.00
Feb 26 2023,ALGO,0,8868708333.33,2211458333.33,1473104166.67,184145833.33,2500000000.00,500000000.00,2000000000.00
Feb 24 2023,ALGO,0,8862565476.19,2207886904.76,1470889880.95,183788690.48,2500000000.00,500000000.00,2000000000.00
Feb 22 2023,ALGO,0,8856422619.05,2204315476.19,1468675595.24,183431547.62,2500000000.00,500000000.00,2000000000.00
Feb 20 2023,ALGO,0,8850279761.90,2200744047.62,1466461309.52,183074404.76,2500000000.00,500000000.00,2000000000.00
Feb 18 2023,ALGO,0,8844658602.15,2197446236.56,1464416666.67,182795698.92,2500000000.00,500000000.00,2000000000.00
Feb 15 2023,ALGO,0,8836432795.70,2192607526.88,1461416666.67,182408602.15,2500000000.00,500000000.00,2000000000.00
Feb 13 2023,ALGO,0,8830948924.73,2189381720.43,1459416666.67,182150537.63,2500000000.00,500000000.00,2000000000.00
Feb 11 2023,ALGO,0,8825465053.76,2186155913.98,1457416666.67,181892473.12,2500000000.00,500000000.00,2000000000.00
Feb 09 2023,ALGO,0,8819981182.80,2182930107.53,1455416666.67,181634408.60,2500000000.00,500000000.00,2000000000.00
Feb 07 2023,ALGO,0,8814497311.83,2179704301.08,1453416666.67,181376344.09,2500000000.00,500000000.00,2000000000.00
Feb 05 2023,ALGO,0,8809013440.86,2176478494.62,1451416666.67,181118279.57,2500000000.00,500000000.00,2000000000.00
Feb 03 2023,ALGO,0,8803529569.89,2173252688.17,1449416666.67,180860215.05,2500000000.00,500000000.00,2000000000.00
Jan 31 2023,ALGO,0,8795303763.44,2168413978.49,1446416666.67,180473118.28,2500000000.00,500000000.00,2000000000.00
Jan 29 2023,ALGO,0,8789819892.47,2165188172.04,1444416666.67,180215053.76,2500000000.00,500000000.00,2000000000.00
Jan 27 2023,ALGO,0,8784336021.51,2161962365.59,1442416666.67,179956989.25,2500000000.00,500000000.00,2000000000.00
Jan 25 2023,ALGO,0,8778852150.54,2158736559.14,1440416666.67,179698924.73,2500000000.00,500000000.00,2000000000.00
Jan 23 2023,ALGO,0,8773368279.57,2155510752.69,1438416666.67,179440860.22,2500000000.00,500000000.00,2000000000.00
Jan 21 2023,ALGO,0,8767884408.60,2152284946.24,1436416666.67,179182795.70,2500000000.00,500000000.00,2000000000.00
Jan 18 2023,ALGO,0,8759709677.42,2147446236.56,1433467741.94,178795698.92,2500000000.00,500000000.00,2000000000.00
Jan 16 2023,ALGO,0,8754290322.58,2144220430.11,1431532258.06,178537634.41,2500000000.00,500000000.00,2000000000.00
Jan 14 2023,ALGO,0,8748870967.74,2140994623.66,1429596774.19,178279569.89,2500000000.00,500000000.00,2000000000.00
Jan 12 2023,ALGO,0,8743451612.90,2137768817.20,1427661290.32,178021505.38,2500000000.00,500000000.00,2000000000.00
Jan 10 2023,ALGO,0,8738032258.06,2134543010.75,1425725806.45,177763440.86,2500000000.00,500000000.00,2000000000.00
Jan 08 2023,ALGO,0,8732612903.23,2131317204.30,1423790322.58,177505376.34,2500000000.00,500000000.00,2000000000.00
Jan 06 2023,ALGO,0,8727193548.39,2128091397.85,1421854838.71,177247311.83,2500000000.00,500000000.00,2000000000.00
Jan 03 2023,ALGO,0,8719064516.13,2123252688.17,1418951612.90,176860215.05,2500000000.00,500000000.00,2000000000.00
Jan 01 2023,ALGO,0,8713645161.29,2120026881.72,1417016129.03,176602150.54,2500000000.00,500000000.00,2000000000.00
Dec 30 2022,ALGO,0,8708225806.45,2116801075.27,1415080645.16,176344086.02,2500000000.00,500000000.00,2000000000.00
Dec 28 2022,ALGO,0,8702806451.61,2113575268.82,1413145161.29,176086021.51,2500000000.00,500000000.00,2000000000.00
Dec 26 2022,ALGO,0,8697387096.77,2110349462.37,1411209677.42,175827956.99,2500000000.00,500000000.00,2000000000.00
Dec 24 2022,ALGO,0,8691967741.94,2107123655.91,1409274193.55,175569892.47,2500000000.00,500000000.00,2000000000.00
Dec 21 2022,ALGO,0,8683838709.68,2102284946.24,1406370967.74,175182795.70,2500000000.00,500000000.00,2000000000.00
Dec 19 2022,ALGO,0,8680000000.00,2100000000.00,1405000000.00,175000000.00,2500000000.00,500000000.00,2000000000.00
Dec 17 2022,ALGO,0,8672766666.67,2095694444.44,1402416666.67,174655555.56,2500000000.00,500000000.00,2000000000.00
Dec 15 2022,ALGO,0,8667166666.67,2092361111.11,1400416666.67,174388888.89,2500000000.00,500000000.00,2000000000.00
Dec 13 2022,ALGO,0,8661566666.67,2089027777.78,1398416666.67,174122222.22,2500000000.00,500000000.00,2000000000.00
Dec 11 2022,ALGO,0,8655966666.67,2085694444.44,1396416666.67,173855555.56,2500000000.00,500000000.00,2000000000.00
Dec 09 2022,ALGO,0,8650366666.67,2082361111.11,1394416666.67,173588888.89,2500000000.00,500000000.00,2000000000.00
Dec 06 2022,ALGO,0,8641966666.67,2077361111.11,1391416666.67,173188888.89,2500000000.00,500000000.00,2000000000.00
Dec 04 2022,ALGO,0,8636366666.67,2074027777.78,1389416666.67,172922222.22,2500000000.00,500000000.00,2000000000.00
Dec 02 2022,ALGO,0,8630766666.67,2070694444.44,1387416666.67,172655555.56,2500000000.00,500000000.00,2000000000.00
Nov 30 2022,ALGO,0,8625166666.67,2067361111.11,1385416666.67,172388888.89,2500000000.00,500000000.00,2000000000.00
Nov 28 2022,ALGO,0,8619566666.67,2064027777.78,1383416666.67,172122222.22,2500000000.00,500000000.00,2000000000.00
Nov 26 2022,ALGO,0,8613966666.67,2060694444.44,1381416666.67,171855555.56,2500000000.00,500000000.00,2000000000.00
Nov 23 2022,ALGO,0,8605566666.67,2055694444.44,1378416666.67,171455555.56,2500000000.00,500000000.00,2000000000.00
Nov 21 2022,ALGO,0,8599966666.67,2052361111.11,1376416666.67,171188888.89,2500000000.00,500000000.00,2000000000.00
Nov 19 2022,ALGO,0,8596000000.00,2050000000.00,1375000000.00,171000000.00,2500000000.00,500000000.00,2000000000.00
Nov 17 2022,ALGO,0,8589000000.00,2045833333.33,1372500000.00,170666666.67,2500000000.00,500000000.00,2000000000.00
Nov 15 2022,ALGO,0,8583580645.16,2042607526.88,1370564516.13,170408602.15,2500000000.00,500000000.00,2000000000.00
Nov 13 2022,ALGO,0,8578161290.32,2039381720.43,1368629032.26,170150537.63,2500000000.00,500000000.00,2000000000.00
Nov 11 2022,ALGO,0,8572741935.48,2036155913.98,1366693548.39,169892473.12,2500000000.00,500000000.00,2000000000.00
Nov 08 2022,ALGO,0,8564612903.23,2031317204.30,1363790322.58,169505376.34,2500000000.00,500000000.00,2000000000.00
Nov 06 2022,ALGO,0,8559193548.39,2028091397.85,1361854838.71,169247311.83,2500000000.00,500000000.00,2000000000.00
Nov 04 2022,ALGO,0,8553774193.55,2024865591.40,1359919354.84,168989247.31,2500000000.00,500000000.00,2000000000.00
Nov 02 2022,ALGO,0,8548354838.71,2021639784.95,1357983870.97,168731182.80,2500000000.00,500000000.00,2000000000.00
Oct 31 2022,ALGO,0,8542935483.87,2018413978.49,1356048387.10,168473118.28,2500000000.00,500000000.00,2000000000.00
Oct 29 2022,ALGO,0,8537516129.03,2015188172.04,1354112903.23,168215053.76,2500000000.00,500000000.00,2000000000.00
Oct 26 2022,ALGO,0,8529387096.77,2010349462.37,1351209677.42,167827956.99,2500000000.00,500000000.00,2000000000.00
Oct 24 2022,ALGO,0,8523967741.94,2007123655.91,1349274193.55,167569892.47,2500000000.00,500000000.00,2000000000.00
Oct 22 2022,ALGO,0,8518548387.10,2003897849.46,1347338709.68,167311827.96,2500000000.00,500000000.00,2000000000.00
Oct 20 2022,ALGO,0,8513129032.26,2000672043.01,1345403225.81,167053763.44,2500000000.00,500000000.00,2000000000.00
Oct 18 2022,ALGO,0,8507619444.44,1997361111.11,1343469444.44,166788888.89,2500000000.00,500000000.00,2000000000.00
Oct 16 2022,ALGO,0,8502086111.11,1994027777.78,1341536111.11,166522222.22,2500000000.00,500000000.00,2000000000.00
Oct 14 2022,ALGO,0,8496552777.78,1990694444.44,1339602777.78,166255555.56,2500000000.00,500000000.00,2000000000.00
Oct 11 2022,ALGO,0,8488252777.78,1985694444.44,1336702777.78,165855555.56,2500000000.00,500000000.00,2000000000.00
Oct 09 2022,ALGO,0,8482719444.44,1982361111.11,1334769444.44,165588888.89,2500000000.00,500000000.00,2000000000.00
Oct 07 2022,ALGO,0,8477186111.11,1979027777.78,1332836111.11,165322222.22,2500000000.00,500000000.00,2000000000.00
Oct 05 2022,ALGO,0,8471652777.78,1975694444.44,1330902777.78,165055555.56,2500000000.00,500000000.00,2000000000.00
Oct 03 2022,ALGO,0,8466119444.44,1972361111.11,1328969444.44,164788888.89,2500000000.00,500000000.00,2000000000.00
Oct 01 2022,ALGO,0,8460586111.11,1969027777.78,1327036111.11,164522222.22,2500000000.00,500000000.00,2000000000.00
Sep 28 2022,ALGO,0,8452286111.11,1964027777.78,1324136111.11,164122222.22,2500000000.00,500000000.00,2000000000.00
Sep 26 2022,ALGO,0,8446752777.78,1960694444.44,1322202777.78,163855555.56,2500000000.00,500000000.00,2000000000.00
Sep 24 2022,ALGO,0,8441219444.44,1957361111.11,1320269444.44,163588888.89,2500000000.00,500000000.00,2000000000.00
Sep 22 2022,ALGO,0,8435686111.11,1954027777.78,1318336111.11,163322222.22,2500000000.00,500000000.00,2000000000.00
Sep 20 2022,ALGO,0,8430152777.78,1950694444.44,1316402777.78,163055555.56,2500000000.00,500000000.00,2000000000.00
Sep 18 2022,ALGO,0,8424709677.42,1947446236.56,1314518817.20,162744623.66,2500000000.00,500000000.00,2000000000.00
Sep 16 2022,ALGO,0,8419290322.58,1944220430.11,1312647849.46,162422043.01,2500000000.00,500000000.00,2000000000.00
Sep 13 2022,ALGO,0,8411161290.32,1939381720.43,1309841397.85,161938172.04,2500000000.00,500000000.00,2000000000.00
Sep 11 2022,ALGO,0,8405741935.48,1936155913.98,1307970430.11,161615591.40,2500000000.00,500000000.00,2000000000.00
Sep 09 2022,ALGO,0,8400322580.65,1932930107.53,1306099462.37,161293010.75,2500000000.00,500000000.00,2000000000.00
Sep 07 2022,ALGO,0,8394903225.81,1929704301.08,1304228494.62,160970430.11,2500000000.00,500000000.00,2000000000.00
Sep 05 2022,ALGO,0,8389483870.97,1926478494.62,1302357526.88,160647849.46,2500000000.00,500000000.00,2000000000.00
Sep 03 2022,ALGO,0,8384064516.13,1923252688.17,1300486559.14,160325268.82,2500000000.00,500000000.00,2000000000.00
Aug 31 2022,ALGO,0,8375935483.87,1918413978.49,1297680107.53,159841397.85,2500000000.00,500000000.00,2000000000.00
Aug 29 2022,ALGO,0,8370516129.03,1915188172.04,1295809139.78,159518817.20,2500000000.00,500000000.00,2000000000.00
Aug 27 2022,ALGO,0,8365096774.19,1911962365.59,1293938172.04,159196236.56,2500000000.00,500000000.00,2000000000.00
Aug 25 2022,ALGO,0,8359677419.35,1908736559.14,1292067204.30,158873655.91,2500000000.00,500000000.00,2000000000.00
Aug 23 2022,ALGO,0,8354258064.52,1905510752.69,1290196236.56,158551075.27,2500000000.00,500000000.00,2000000000.00
Aug 21 2022,ALGO,0,8348838709.68,1902284946.24,1288325268.82,158228494.62,2500000000.00,500000000.00,2000000000.00
Aug 19 2022,ALGO,0,8345000000.00,1900000000.00,1287000000.00,158000000.00,2500000000.00,500000000.00,2000000000.00
Aug 16 2022,ALGO,0,8335405913.98,1894220430.11,1283647849.46,157537634.41,2500000000.00,500000000.00,2000000000.00
Aug 14 2022,ALGO,0,8330051075.27,1890994623.66,1281776881.72,157279569.89,2500000000.00,500000000.00,2000000000.00
Aug 12 2022,ALGO,0,8324696236.56,1887768817.20,1279905913.98,157021505.38,2500000000.00,500000000.00,2000000000.00
Aug 10 2022,ALGO,0,8319341397.85,1884543010.75,1278034946.24,156763440.86,2500000000.00,500000000.00,2000000000.00
Aug 08 2022,ALGO,0,8313986559.14,1881317204.30,1276163978.49,156505376.34,2500000000.00,500000000.00,2000000000.00
Aug 06 2022,ALGO,0,8308631720.43,1878091397.85,1274293010.75,156247311.83,2500000000.00,500000000.00,2000000000.00
Aug 03 2022,ALGO,0,8300599462.37,1873252688.17,1271486559.14,155860215.05,2500000000.00,500000000.00,2000000000.00
Aug 01 2022,ALGO,0,8295244623.66,1870026881.72,1269615591.40,155602150.54,2500000000.00,500000000.00,2000000000.00
Jul 30 2022,ALGO,0,8289889784.95,1866801075.27,1267744623.66,155344086.02,2500000000.00,500000000.00,2000000000.00
Jul 28 2022,ALGO,0,8284534946.24,1863575268.82,1265873655.91,155086021.51,2500000000.00,500000000.00,2000000000.00
Jul 26 2022,ALGO,0,8279180107.53,1860349462.37,1264002688.17,154827956.99,2500000000.00,500000000.00,2000000000.00
Jul 24 2022,ALGO,0,8273825268.82,1857123655.91,1262131720.43,154569892.47,2500000000.00,500000000.00,2000000000.00
Jul 22 2022,ALGO,0,8268470430.11,1853897849.46,1260260752.69,154311827.96,2500000000.00,500000000.00,2000000000.00
Jul 19 2022,ALGO,0,8262000000.00,1850000000.00,1258000000.00,154000000.00,2500000000.00,500000000.00,2000000000.00
Jul 17 2022,ALGO,0,8254852777.78,1845694444.44,1255502777.78,153655555.56,2500000000.00,500000000.00,2000000000.00
Jul 15 2022,ALGO,0,8249319444.44,1842361111.11,1253569444.44,153388888.89,2500000000.00,500000000.00,2000000000.00
Jul 13 2022,ALGO,0,8243786111.11,1839027777.78,1251636111.11,153122222.22,2500000000.00,500000000.00,2000000000.00
Jul 11 2022,ALGO,0,8238252777.78,1835694444.44,1249702777.78,152855555.56,2500000000.00,500000000.00,2000000000.00
Jul 09 2022,ALGO,0,8232719444.44,1832361111.11,1247769444.44,152588888.89,2500000000.00,500000000.00,2000000000.00
Jul 06 2022,ALGO,0,8224419444.44,1827361111.11,1244869444.44,152188888.89,2500000000.00,500000000.00,2000000000.00
Jul 04 2022,ALGO,0,8218886111.11,1824027777.78,1242936111.11,151922222.22,2500000000.00,500000000.00,2000000000.00
Jul 02 2022,ALGO,0,8213352777.78,1820694444.44,1241002777.78,151655555.56,2500000000.00,500000000.00,2000000000.00
Jun 30 2022,ALGO,0,8207819444.44,1817361111.11,1239069444.44,151388888.89,2500000000.00,500000000.00,2000000000.00
Jun 28 2022,ALGO,0,8202286111.11,1814027777.78,1237136111.11,151122222.22,2500000000.00,500000000.00,2000000000.00
Jun 26 2022,ALGO,0,8196752777.78,1810694444.44,1235202777.78,150855555.56,2500000000.00,500000000.00,2000000000.00
Jun 24 2022,ALGO,0,8191219444.44,1807361111.11,1233269444.44,150588888.89,2500000000.00,500000000.00,2000000000.00
Jun 21 2022,ALGO,0,8182919444.44,1802361111.11,1230369444.44,150188888.89,2500000000.00,500000000.00,2000000000.00
Jun 19 2022,ALGO,0,8179000000.00,1800000000.00,1229000000.00,150000000.00,2500000000.00,500000000.00,2000000000.00
Jun 17 2022,ALGO,0,8172166666.67,1795833333.33,1226666666.67,149666666.67,2500000000.00,500000000.00,2000000000.00
Jun 15 2022,ALGO,0,8166876344.09,1792607526.88,1224860215.05,149408602.15,2500000000.00,500000000.00,2000000000.00
Jun 13 2022,ALGO,0,8161586021.51,1789381720.43,1223053763.44,149150537.63,2500000000.00,500000000.00,2000000000.00
Jun 11 2022,ALGO,0,8156295698.92,1786155913.98,1221247311.83,148892473.12,2500000000.00,500000000.00,2000000000.00
Jun 08 2022,ALGO,0,8148360215.05,1781317204.30,1218537634.41,148505376.34,2500000000.00,500000000.00,2000000000.00
Jun 06 2022,ALGO,0,8143069892.47,1778091397.85,1216731182.80,148247311.83,2500000000.00,500000000.00,2000000000.00
Jun 04 2022,ALGO,0,8137779569.89,1774865591.40,1214924731.18,147989247.31,2500000000.00,500000000.00,2000000000.00
Jun 02 2022,ALGO,0,8132489247.31,1771639784.95,1213118279.57,147731182.80,2500000000.00,500000000.00,2000000000.00
May 31 2022,ALGO,0,8127198924.73,1768413978.49,1211311827.96,147473118.28,2500000000.00,500000000.00,2000000000.00
May 29 2022,ALGO,0,8121908602.15,1765188172.04,1209505376.34,147215053.76,2500000000.00,500000000.00,2000000000.00
May 27 2022,ALGO,0,8116618279.57,1761962365.59,1207698924.73,146956989.25,2500000000.00,500000000.00,2000000000.00
May 24 2022,ALGO,0,8108682795.70,1757123655.91,1204989247.31,146569892.47,2500000000.00,500000000.00,2000000000.00
May 22 2022,ALGO,0,8103392473.12,1753897849.46,1203182795.70,146311827.96,2500000000.00,500000000.00,2000000000.00
May 20 2022,ALGO,0,8098102150.54,1750672043.01,1201376344.09,146053763.44,2500000000.00,500000000.00,2000000000.00
May 18 2022,ALGO,0,8092513888.89,1747361111.11,1199363888.89,145788888.89,2500000000.00,500000000.00,2000000000.00
May 16 2022,ALGO,0,8086847222.22,1744027777.78,1197297222.22,145522222.22,2500000000.00,500000000.00,2000000000.00
May 14 2022,ALGO,0,8081180555.56,1740694444.44,1195230555.56,145255555.56,2500000000.00,500000000.00,2000000000.00
May 11 2022,ALGO,0,8072680555.56,1735694444.44,1192130555.56,144855555.56,2500000000.00,500000000.00,2000000000.00
May 09 2022,ALGO,0,8067013888.89,1732361111.11,1190063888.89,144588888.89,2500000000.00,500000000.00,2000000000.00
May 07 2022,ALGO,0,8061347222.22,1729027777.78,1187997222.22,144322222.22,2500000000.00,500000000.00,2000000000.00
May 05 2022,ALGO,0,8055680555.56,1725694444.44,1185930555.56,144055555.56,2500000000.00,500000000.00,2000000000.00
May 03 2022,ALGO,0,8050013888.89,1722361111.11,1183863888.89,143788888.89,2500000000.00,500000000.00,2000000000.00
May 01 2022,ALGO,0,8044347222.22,1719027777.78,1181797222.22,143522222.22,2500000000.00,500000000.00,2000000000.00
Apr 29 2022,ALGO,0,8038680555.56,1715694444.44,1179730555.56,143255555.56,2500000000.00,500000000.00,2000000000.00
Apr 26 2022,ALGO,0,8030180555.56,1710694444.44,1176630555.56,142855555.56,2500000000.00,500000000.00,2000000000.00
Apr 24 2022,ALGO,0,8024513888.89,1707361111.11,1174563888.89,142588888.89,2500000000.00,500000000.00,2000000000.00
Apr 22 2022,ALGO,0,8018847222.22,1704027777.78,1172497222.22,142322222.22,2500000000.00,500000000.00,2000000000.00
Apr 20 2022,ALGO,0,8013180555.56,1700694444.44,1170430555.56,142055555.56,2500000000.00,500000000.00,2000000000.00
Apr 18 2022,ALGO,0,8007147849.46,1697446236.56,1167905913.98,141795698.92,2500000000.00,500000000.00,2000000000.00
Apr 16 2022,ALGO,0,8001018817.20,1694220430.11,1165260752.69,141537634.41,2500000000.00,500000000.00,2000000000.00
Apr 13 2022,ALGO,0,7991825268.82,1689381720.43,1161293010.75,141150537.63,2500000000.00,500000000.00,2000000000.00
Apr 11 2022,ALGO,0,7985696236.56,1686155913.98,1158647849.46,140892473.12,2500000000.00,500000000.00,2000000000.00
Apr 09 2022,ALGO,0,7979567204.30,1682930107.53,1156002688.17,140634408.60,2500000000.00,500000000.00,2000000000.00
Apr 07 2022,ALGO,0,7973438172.04,1679704301.08,1153357526.88,140376344.09,2500000000.00,500000000.00,2000000000.00
Apr 05 2022,ALGO,0,7967309139.78,1676478494.62,1150712365.59,140118279.57,2500000000.00,500000000.00,2000000000.00
Apr 03 2022,ALGO,0,7961180107.53,1673252688.17,1148067204.30,139860215.05,2500000000.00,500000000.00,2000000000.00
Apr 01 2022,ALGO,0,7955051075.27,1670026881.72,1145422043.01,139602150.54,2500000000.00,500000000.00,2000000000.00
Mar 29 2022,ALGO,0,7945857526.88,1665188172.04,1141454301.08,139215053.76,2500000000.00,500000000.00,2000000000.00
Mar 27 2022,ALGO,0,7939728494.62,1661962365.59,1138809139.78,138956989.25,2500000000.00,500000000.00,2000000000.00
Mar 25 2022,ALGO,0,7933599462.37,1658736559.14,1136163978.49,138698924.73,2500000000.00,500000000.00,2000000000.00
Mar 23 2022,ALGO,0,7927470430.11,1655510752.69,1133518817.20,138440860.22,2500000000.00,500000000.00,2000000000.00
Mar 21 2022,ALGO,0,7921341397.85,1652284946.24,1130873655.91,138182795.70,2500000000.00,500000000.00,2000000000.00
Mar 19 2022,ALGO,0,7917000000.00,1650000000.00,1129000000.00,138000000.00,2500000000.00,500000000.00,2000000000.00
Mar 16 2022,ALGO,0,7904714285.71,1643601190.48,1123752976.19,137360119.05,2500000000.00,500000000.00,2000000000.00
Mar 14 2022,ALGO,0,7897857142.86,1640029761.90,1120824404.76,137002976.19,2500000000.00,500000000.00,2000000000.00
Mar 12 2022,ALGO,0,7891000000.00,1636458333.33,1117895833.33,136645833.33,2500000000.00,500000000.00,2000000000.00
Mar 10 2022,ALGO,0,7884142857.14,1632886904.76,1114967261.90,136288690.48,2500000000.00,500000000.00,2000000000.00
Mar 08 2022,ALGO,0,7877285714.29,1629315476.19,1112038690.48,135931547.62,2500000000.00,500000000.00,2000000000.00
Mar 06 2022,ALGO,0,7870428571.43,1625744047.62,1109110119.05,135574404.76,2500000000.00,500000000.00,2000000000.00
Mar 04 2022,ALGO,0,7863571428.57,1622172619.05,1106181547.62,135217261.90,2500000000.00,500000000.00,2000000000.00
Mar 01 2022,ALGO,0,7853285714.29,1616815476.19,1101788690.48,134681547.62,2500000000.00,500000000.00,2000000000.00
Feb 27 2022,ALGO,0,7846428571.43,1613244047.62,1098860119.05,134324404.76,2500000000.00,500000000.00,2000000000.00
Feb 25 2022,ALGO,0,7839571428.57,1609672619.05,1095931547.62,133967261.90,2500000000.00,500000000.00,2000000000.00
