Date,Symbol,Available Supply,Unlocked Supply,Community Pool,Staking Rewards,Developer Vesting,Liquidity Mining Incentives,Airdrop,Strategic Reserve
Dec 05 2028,OSMO,866117224.35,866117224.35,86038863.48,257922000.12,191529306.12,230627054.64,50000000.00,50000000.00
Nov 24 2028,OSMO,865224276.61,865224276.61,85994216.09,257475526.24,191306069.18,230448465.09,50000000.00,50000000.00
Nov 13 2028,OSMO,864331328.87,864331328.87,85949568.70,257029052.37,191082832.25,230269875.54,50000000.00,50000000.00
Nov 01 2028,OSMO,863357204.06,863357204.06,85900862.46,256541989.97,190839301.04,230075050.58,50000000.00,50000000.00
Oct 21 2028,OSMO,862464256.31,862464256.31,85856215.07,256095516.10,190616064.11,229896461.03,50000000.00,50000000.00
Oct 10 2028,OSMO,861571308.57,861571308.57,85811567.69,255649042.23,190392827.17,229717871.48,50000000.00,50000000.00
Sep 29 2028,OSMO,860678360.83,860678360.83,85766920.30,255202568.36,190169590.24,229539281.93,50000000.00,50000000.00
Sep 17 2028,OSMO,859704236.02,859704236.02,85718214.06,254715505.95,189926059.04,229344456.97,50000000.00,50000000.00
Sep 06 2028,OSMO,858811288.28,858811288.28,85673566.67,254269032.08,189702822.10,229165867.42,50000000.00,50000000.00
Aug 26 2028,OSMO,857918340.53,857918340.53,85628919.29,253822558.21,189479585.17,228987277.87,50000000.00,50000000.00
Aug 15 2028,OSMO,857025392.79,857025392.79,85584271.90,253376084.34,189256348.23,228808688.32,50000000.00,50000000.00
Aug 04 2028,OSMO,856132445.05,856132445.05,85539624.51,252929610.47,189033111.30,228630098.77,50000000.00,50000000.00
Jul 23 2028,OSMO,855158320.24,855158320.24,85490918.27,252442548.07,188789580.09,228435273.81,50000000.00,50000000.00
Jul 12 2028,OSMO,854265372.50,854265372.50,85446270.88,251996074.20,188566343.16,228256684.26,50000000.00,50000000.00
Jul 01 2028,OSMO,853372424.75,853372424.75,85401623.50,251549600.32,188343106.22,228078094.71,50000000.00,50000000.00
Jun 20 2028,OSMO,852479477.01,852479477.01,85356976.11,251103126.45,188119869.29,227899505.16,50000000.00,50000000.00
Jun 08 2028,OSMO,851505352.20,851505352.20,85308269.87,250616064.05,187876338.08,227704680.20,50000000.00,50000000.00
May 28 2028,OSMO,850612404.46,850612404.46,85263622.48,250169590.18,187653101.15,227526090.65,50000000.00,50000000.00
May 17 2028,OSMO,849719456.72,849719456.72,85218975.09,249723116.31,187429864.21,227347501.10,50000000.00,50000000.00
May 06 2028,OSMO,848826508.98,848826508.98,85174327.71,249276642.44,187206627.28,227168911.55,50000000.00,50000000.00
Apr 25 2028,OSMO,847933561.23,847933561.23,85129680.32,248830168.57,186983390.34,226990322.00,50000000.00,50000000.00
Apr 13 2028,OSMO,846959436.42,846959436.42,85080974.08,248343106.16,186739859.14,226795497.04,50000000.00,50000000.00
Apr 02 2028,OSMO,846066488.68,846066488.68,85036326.69,247896632.29,186516622.21,226616907.49,50000000.00,50000000.00
Mar 22 2028,OSMO,845173540.94,845173540.94,84991679.30,247450158.42,186293385.27,226438317.94,50000000.00,50000000.00
Mar 11 2028,OSMO,844280593.20,844280593.20,84947031.92,247003684.55,186070148.34,226259728.39,50000000.00,50000000.00
Feb 28 2028,OSMO,843306468.39,843306468.39,84898325.68,246516622.15,185826617.13,226064903.43,50000000.00,50000000.00
Feb 17 2028,OSMO,842413520.64,842413520.64,84853678.29,246070148.28,185603380.20,225886313.88,50000000.00,50000000.00
Feb 06 2028,OSMO,841520572.90,841520572.90,84809030.90,245623674.40,185380143.26,225707724.33,50000000.00,50000000.00
Jan 26 2028,OSMO,840627625.16,840627625.16,84764383.51,245177200.53,185156906.33,225529134.78,50000000.00,50000000.00
Jan 15 2028,OSMO,839734677.42,839734677.42,84719736.13,244730726.66,184933669.39,225350545.23,50000000.00,50000000.00
Jan 03 2028,OSMO,838760552.61,838760552.61,84671029.89,244243664.26,184690138.19,225155720.27,50000000.00,50000000.00
Dec 23 2027,OSMO,837867604.86,837867604.86,84626382.50,243797190.39,184466901.25,224977130.72,50000000.00,50000000.00
Dec 12 2027,OSMO,836974657.12,836974657.12,84581735.11,243350716.52,184243664.32,224798541.17,50000000.00,50000000.00
Dec 01 2027,OSMO,836081709.38,836081709.38,84537087.72,242904242.65,184020427.38,224619951.62,50000000.00,50000000.00
Nov 19 2027,OSMO,835107584.57,835107584.57,84488381.48,242417180.24,183776896.18,224425126.66,50000000.00,50000000.00
Nov 08 2027,OSMO,834214636.83,834214636.83,84443734.10,241970706.37,183553659.25,224246537.11,50000000.00,50000000.00
Oct 28 2027,OSMO,833321689.08,833321689.08,84399086.71,241524232.50,183330422.31,224067947.56,50000000.00,50000000.00
Oct 17 2027,OSMO,832428741.34,832428741.34,84354439.32,241077758.63,183107185.38,223889358.01,50000000.00,50000000.00
Oct 06 2027,OSMO,831535793.60,831535793.60,84309791.94,240631284.76,182883948.44,223710768.46,50000000.00,50000000.00
Sep 24 2027,OSMO,830561668.79,830561668.79,84261085.69,240144222.36,182640417.24,223515943.50,50000000.00,50000000.00
Sep 13 2027,OSMO,829668721.05,829668721.05,84216438.31,239697748.48,182417180.30,223337353.95,50000000.00,50000000.00
Sep 02 2027,OSMO,828775773.30,828775773.30,84171790.92,239251274.61,182193943.37,223158764.40,50000000.00,50000000.00
Aug 22 2027,OSMO,827882825.56,827882825.56,84127143.53,238804800.74,181970706.43,222980174.85,50000000.00,50000000.00
Aug 10 2027,OSMO,826908700.75,826908700.75,84078437.29,238317738.34,181727175.23,222785349.89,50000000.00,50000000.00
Jul 30 2027,OSMO,826015753.01,826015753.01,84033789.91,237871264.47,181503938.29,222606760.34,50000000.00,50000000.00
Jul 19 2027,OSMO,825122805.27,825122805.27,83989142.52,237424790.60,181280701.36,222428170.79,50000000.00,50000000.00
Jul 08 2027,OSMO,824229857.52,824229857.52,83944495.13,236978316.73,181057464.42,222249581.24,50000000.00,50000000.00
Jun 27 2027,OSMO,823336909.78,823336909.78,83899847.74,236531842.86,180834227.49,222070991.69,50000000.00,50000000.00
Jun 15 2027,OSMO,822159842.30,822159842.30,83840994.37,235943309.12,180539960.62,221835578.20,50000000.00,50000000.00
Jun 04 2027,OSMO,820820420.69,820820420.69,83774023.29,235273598.31,180205105.21,221567693.88,50000000.00,50000000.00
May 24 2027,OSMO,819480999.08,819480999.08,83707052.21,234603887.51,179870249.81,221299809.55,50000000.00,50000000.00
May 13 2027,OSMO,818141577.46,818141577.46,83640081.13,233934176.70,179535394.40,221031925.23,50000000.00,50000000.00
May 01 2027,OSMO,816680390.25,816680390.25,83567021.77,233203583.09,179170097.60,220739687.79,50000000.00,50000000.00
Apr 20 2027,OSMO,815340968.63,815340968.63,83500050.69,232533872.29,178835242.19,220471803.46,50000000.00,50000000.00
Apr 09 2027,OSMO,814001547.02,814001547.02,83433079.61,231864161.48,178500386.79,220203919.14,50000000.00,50000000.00
Mar 29 2027,OSMO,812662125.40,812662125.40,83366108.53,231194450.67,178165531.39,219936034.82,50000000.00,50000000.00
Mar 18 2027,OSMO,811322703.79,811322703.79,83299137.44,230524739.87,177830675.98,219668150.49,50000000.00,50000000.00
Mar 06 2027,OSMO,809861516.57,809861516.57,83226078.08,229794146.26,177465379.18,219375913.05,50000000.00,50000000.00
Feb 23 2027,OSMO,808522094.96,808522094.96,83159107.00,229124435.46,177130523.77,219108028.73,50000000.00,50000000.00
Feb 12 2027,OSMO,807182673.35,807182673.35,83092135.92,228454724.65,176795668.37,218840144.40,50000000.00,50000000.00
Feb 01 2027,OSMO,805843251.73,805843251.73,83025164.84,227785013.84,176460812.96,218572260.08,50000000.00,50000000.00
Jan 20 2027,OSMO,804382064.52,804382064.52,82952105.48,227054420.24,176095516.16,218280022.64,50000000.00,50000000.00
Jan 09 2027,OSMO,803042642.90,803042642.90,82885134.40,226384709.43,175760660.75,218012138.32,50000000.00,50000000.00
Dec 29 2026,OSMO,801703221.29,801703221.29,82818163.32,225714998.63,175425805.35,217744253.99,50000000.00,50000000.00
Dec 18 2026,OSMO,800363799.67,800363799.67,82751192.24,225045287.82,175090949.94,217476369.67,50000000.00,50000000.00
Dec 07 2026,OSMO,799024378.06,799024378.06,82684221.16,224375577.01,174756094.54,217208485.35,50000000.00,50000000.00
Nov 25 2026,OSMO,797563190.84,797563190.84,82611161.80,223644983.41,174390797.73,216916247.90,50000000.00,50000000.00
Nov 14 2026,OSMO,796223769.23,796223769.23,82544190.72,222975272.60,174055942.33,216648363.58,50000000.00,50000000.00
Nov 03 2026,OSMO,794884347.62,794884347.62,82477219.64,222305561.79,173721086.93,216380479.26,50000000.00,50000000.00
Oct 23 2026,OSMO,793544926.00,793544926.00,82410248.56,221635850.99,173386231.52,216112594.93,50000000.00,50000000.00
Oct 11 2026,OSMO,792083738.79,792083738.79,82337189.20,220905257.38,173020934.72,215820357.49,50000000.00,50000000.00
Sep 30 2026,OSMO,790744317.17,790744317.17,82270218.12,220235546.58,172686079.31,215552473.17,50000000.00,50000000.00
Sep 19 2026,OSMO,789404895.56,789404895.56,82203247.03,219565835.77,172351223.91,215284588.84,50000000.00,50000000.00
Sep 08 2026,OSMO,788065473.94,788065473.94,82136275.95,218896124.96,172016368.50,215016704.52,50000000.00,50000000.00
Aug 28 2026,OSMO,786726052.33,786726052.33,82069304.87,218226414.16,171681513.10,214748820.20,50000000.00,50000000.00
Aug 16 2026,OSMO,785264865.11,785264865.11,81996245.51,217495820.55,171316216.29,214456582.76,50000000.00,50000000.00
Aug 05 2026,OSMO,783925443.50,783925443.50,81929274.43,216826109.75,170981360.89,214188698.43,50000000.00,50000000.00
Jul 25 2026,OSMO,782586021.89,782586021.89,81862303.35,216156398.94,170646505.48,213920814.11,50000000.00,50000000.00
Jul 14 2026,OSMO,781246600.27,781246600.27,81795332.27,215486688.13,170311650.08,213652929.79,50000000.00,50000000.00
Jul 02 2026,OSMO,779785413.06,779785413.06,81722272.91,214756094.53,169946353.27,213360692.34,50000000.00,50000000.00
Jun 21 2026,OSMO,778445991.44,778445991.44,81655301.83,214086383.72,169611497.87,213092808.02,50000000.00,50000000.00
Jun 10 2026,OSMO,777106569.83,777106569.83,81588330.75,213416672.91,169276642.47,212824923.70,50000000.00,50000000.00
May 30 2026,OSMO,775767148.21,775767148.21,81521359.67,212746962.11,168941787.06,212557039.37,50000000.00,50000000.00
May 19 2026,OSMO,774427726.60,774427726.60,81454388.59,212077251.30,168606931.66,212289155.05,50000000.00,50000000.00
May 07 2026,OSMO,772966539.38,772966539.38,81381329.23,211346657.70,168241634.85,211996917.61,50000000.00,50000000.00
Apr 26 2026,OSMO,771627117.77,771627117.77,81314358.15,210676946.89,167906779.45,211729033.28,50000000.00,50000000.00
Apr 15 2026,OSMO,770287696.16,770287696.16,81247387.07,210007236.08,167571924.04,211461148.96,50000000.00,50000000.00
Apr 04 2026,OSMO,768948274.54,768948274.54,81180415.99,209337525.28,167237068.64,211193264.64,50000000.00,50000000.00
Mar 23 2026,OSMO,767487087.33,767487087.33,81107356.63,208606931.67,166871771.83,210901027.20,50000000.00,50000000.00
Mar 12 2026,OSMO,766147665.71,766147665.71,81040385.54,207937220.87,166536916.43,210633142.87,50000000.00,50000000.00
Mar 01 2026,OSMO,764808244.10,764808244.10,80973414.46,207267510.06,166202061.02,210365258.55,50000000.00,50000000.00
Feb 18 2026,OSMO,763468822.48,763468822.48,80906443.38,206597799.25,165867205.62,210097374.23,50000000.00,50000000.00
Feb 07 2026,OSMO,762129400.87,762129400.87,80839472.30,205928088.45,165532350.22,209829489.90,50000000.00,50000000.00
Jan 26 2026,OSMO,760668213.65,760668213.65,80766412.94,205197494.84,165167053.41,209537252.46,50000000.00,50000000.00
Jan 15 2026,OSMO,759328792.04,759328792.04,80699441.86,204527784.03,164832198.01,209269368.14,50000000.00,50000000.00
Jan 04 2026,OSMO,757989370.42,757989370.42,80632470.78,203858073.23,164497342.60,209001483.81,50000000.00,50000000.00
Dec 24 2025,OSMO,756649948.81,756649948.81,80565499.70,203188362.42,164162487.20,208733599.49,50000000.00,50000000.00
Dec 12 2025,OSMO,755188761.60,755188761.60,80492440.34,202457768.82,163797190.39,208441362.05,50000000.00,50000000.00
Dec 01 2025,OSMO,753849339.98,753849339.98,80425469.26,201788058.01,163462334.99,208173477.72,50000000.00,50000000.00
Nov 20 2025,OSMO,752509918.37,752509918.37,80358498.18,201118347.20,163127479.58,207905593.40,50000000.00,50000000.00
Nov 09 2025,OSMO,751170496.75,751170496.75,80291527.10,200448636.40,162792624.18,207637709.08,50000000.00,50000000.00
Oct 29 2025,OSMO,749831075.14,749831075.14,80224556.02,199778925.59,162457768.77,207369824.76,50000000.00,50000000.00
Oct 17 2025,OSMO,748369887.92,748369887.92,80151496.66,199048331.99,162092471.97,207077587.31,50000000.00,50000000.00
Oct 06 2025,OSMO,747030466.31,747030466.31,80084525.58,198378621.18,161757616.56,206809702.99,50000000.00,50000000.00
Sep 25 2025,OSMO,745691044.69,745691044.69,80017554.50,197708910.37,161422761.16,206541818.67,50000000.00,50000000.00
Sep 14 2025,OSMO,744351623.08,744351623.08,79950583.41,197039199.57,161087905.76,206273934.34,50000000.00,50000000.00
Sep 02 2025,OSMO,742890435.87,742890435.87,79877524.05,196308605.96,160722608.95,205981696.90,50000000.00,50000000.00
Aug 22 2025,OSMO,741551014.25,741551014.25,79810552.97,195638895.15,160387753.55,205713812.58,50000000.00,50000000.00
Aug 11 2025,OSMO,740211592.64,740211592.64,79743581.89,194969184.35,160052898.14,205445928.25,50000000.00,50000000.00
Jul 31 2025,OSMO,738872171.02,738872171.02,79676610.81,194299473.54,159718042.74,205178043.93,50000000.00,50000000.00
Jul 20 2025,OSMO,737532749.41,737532749.41,79609639.73,193629762.74,159383187.33,204910159.61,50000000.00,50000000.00
Jul 08 2025,OSMO,736071562.19,736071562.19,79536580.37,192899169.13,159017890.53,204617922.16,50000000.00,50000000.00
Jun 27 2025,OSMO,734732140.58,734732140.58,79469609.29,192229458.32,158683035.12,204350037.84,50000000.00,50000000.00
Jun 16 2025,OSMO,733149187.76,733149187.76,79390461.65,191437981.92,158287296.92,204033447.28,50000000.00,50000000.00
Jun 05 2025,OSMO,731140055.34,731140055.34,79290005.03,190433415.71,157785013.81,203631620.80,50000000.00,50000000.00
May 24 2025,OSMO,728948274.52,728948274.52,79180415.99,189337525.29,157237068.61,203193264.63,50000000.00,50000000.00
May 13 2025,OSMO,726939142.10,726939142.10,79079959.37,188332959.08,156734785.50,202791438.15,50000000.00,50000000.00
May 02 2025,OSMO,724930009.68,724930009.68,78979502.75,187328392.87,156232502.40,202389611.67,50000000.00,50000000.00
Apr 21 2025,OSMO,722920877.27,722920877.27,78879046.12,186323826.66,155730219.30,201987785.18,50000000.00,50000000.00
Apr 10 2025,OSMO,720911744.85,720911744.85,78778589.50,185319260.45,155227936.19,201585958.70,50000000.00,50000000.00
Mar 29 2025,OSMO,718719964.03,718719964.03,78669000.46,184223370.04,154679990.99,201147602.54,50000000.00,50000000.00
Mar 18 2025,OSMO,716710831.61,716710831.61,78568543.84,183218803.83,154177707.88,200745776.05,50000000.00,50000000.00
Mar 07 2025,OSMO,714701699.19,714701699.19,78468087.22,182214237.62,153675424.78,200343949.57,50000000.00,50000000.00
Feb 24 2025,OSMO,712692566.77,712692566.77,78367630.60,181209671.41,153173141.67,199942123.09,50000000.00,50000000.00
Feb 12 2025,OSMO,710500785.95,710500785.95,78258041.56,180113781.00,152625196.47,199503766.92,50000000.00,50000000.00
Feb 01 2025,OSMO,708491653.53,708491653.53,78157584.94,179109214.79,152122913.36,199101940.44,50000000.00,50000000.00
Jan 21 2025,OSMO,706482521.11,706482521.11,78057128.32,178104648.58,151620630.26,198700113.96,50000000.00,50000000.00
Jan 10 2025,OSMO,704473388.69,704473388.69,77956671.69,177100082.37,151118347.15,198298287.48,50000000.00,50000000.00
Dec 30 2024,OSMO,702464256.27,702464256.27,77856215.07,176095516.16,150616064.05,197896460.99,50000000.00,50000000.00
Dec 18 2024,OSMO,700272475.45,700272475.45,77746626.03,174999625.74,150068118.84,197458104.83,50000000.00,50000000.00
Dec 07 2024,OSMO,698263343.03,698263343.03,77646169.41,173995059.53,149565835.74,197056278.35,50000000.00,50000000.00
Nov 26 2024,OSMO,696254210.61,696254210.61,77545712.79,172990493.32,149063552.64,196654451.86,50000000.00,50000000.00
Nov 15 2024,OSMO,694245078.19,694245078.19,77445256.17,171985927.11,148561269.53,196252625.38,50000000.00,50000000.00
Nov 03 2024,OSMO,692053297.37,692053297.37,77335667.13,170890036.70,148013324.33,195814269.22,50000000.00,50000000.00
Oct 23 2024,OSMO,690044164.95,690044164.95,77235210.51,169885470.49,147511041.22,195412442.73,50000000.00,50000000.00
Oct 12 2024,OSMO,688035032.53,688035032.53,77134753.89,168880904.28,147008758.12,195010616.25,50000000.00,50000000.00
Oct 01 2024,OSMO,686025900.11,686025900.11,77034297.26,167876338.07,146506475.01,194608789.77,50000000.00,50000000.00
Sep 20 2024,OSMO,684016767.70,684016767.70,76933840.64,166871771.86,146004191.91,194206963.29,50000000.00,50000000.00
Sep 08 2024,OSMO,681824986.87,681824986.87,76824251.60,165775881.45,145456246.70,193768607.12,50000000.00,50000000.00
Aug 28 2024,OSMO,679815854.46,679815854.46,76723794.98,164771315.24,144953963.60,193366780.64,50000000.00,50000000.00
Aug 17 2024,OSMO,677806722.04,677806722.04,76623338.36,163766749.03,144451680.49,192964954.16,50000000.00,50000000.00
Aug 06 2024,OSMO,675797589.62,675797589.62,76522881.74,162762182.82,143949397.39,192563127.67,50000000.00,50000000.00
Jul 25 2024,OSMO,673605808.80,673605808.80,76413292.70,161666292.40,143401452.18,192124771.51,50000000.00,50000000.00
Jul 14 2024,OSMO,671596676.38,671596676.38,76312836.08,160661726.19,142899169.08,191722945.03,50000000.00,50000000.00
Jul 03 2024,OSMO,669587543.96,669587543.96,76212379.46,159657159.98,142396885.98,191321118.54,50000000.00,50000000.00
Jun 22 2024,OSMO,667578411.54,667578411.54,76111922.84,158652593.77,141894602.87,190919292.06,50000000.00,50000000.00
Jun 11 2024,OSMO,665569279.12,665569279.12,76011466.21,157648027.56,141392319.77,190517465.58,50000000.00,50000000.00
May 30 2024,OSMO,663377498.30,663377498.30,75901877.17,156552137.15,140844374.56,190079109.41,50000000.00,50000000.00
May 19 2024,OSMO,661368365.88,661368365.88,75801420.55,155547570.94,140342091.46,189677282.93,50000000.00,50000000.00
May 08 2024,OSMO,659359233.46,659359233.46,75700963.93,154543004.73,139839808.35,189275456.45,50000000.00,50000000.00
Apr 27 2024,OSMO,657350101.04,657350101.04,75600507.31,153538438.52,139337525.25,188873629.97,50000000.00,50000000.00
Apr 15 2024,OSMO,655158320.22,655158320.22,75490918.27,152442548.11,138789580.04,188435273.80,50000000.00,50000000.00
Apr 04 2024,OSMO,653149187.80,653149187.80,75390461.65,151437981.90,138287296.94,188033447.32,50000000.00,50000000.00
Mar 24 2024,OSMO,0,651140055.38,75290005.03,150433415.69,137785013.83,187631620.84,50000000.00,50000000.00
Mar 13 2024,OSMO,0,649130922.96,75189548.41,149428849.48,137282730.73,187229794.35,50000000.00,50000000.00
Mar 02 2024,OSMO,0,647121790.54,75089091.78,148424283.26,136780447.62,186827967.87,50000000.00,50000000.00
Feb 19 2024,OSMO,0,644930009.72,74979502.74,147328392.85,136232502.42,186389611.71,50000000.00,50000000.00
Feb 08 2024,OSMO,0,642920877.30,74879046.12,146323826.64,135730219.32,185987785.22,50000000.00,50000000.00
Jan 28 2024,OSMO,0,640911744.88,74778589.50,145319260.43,135227936.21,185585958.74,50000000.00,50000000.00
Jan 17 2024,OSMO,0,638902612.47,74678132.88,144314694.22,134725653.11,185184132.26,50000000.00,50000000.00
Jan 05 2024,OSMO,0,636710831.64,74568543.84,143218803.81,134177707.90,184745776.09,50000000.00,50000000.00
Dec 25 2023,OSMO,0,634701699.23,74468087.22,142214237.60,133675424.80,184343949.61,50000000.00,50000000.00
Dec 14 2023,OSMO,0,632692566.81,74367630.60,141209671.39,133173141.69,183942123.13,50000000.00,50000000.00
Dec 03 2023,OSMO,0,630683434.39,74267173.98,140205105.18,132670858.59,183540296.65,50000000.00,50000000.00
Nov 22 2023,OSMO,0,628674301.97,74166717.35,139200538.97,132168575.48,183138470.16,50000000.00,50000000.00
Nov 10 2023,OSMO,0,626482521.15,74057128.31,138104648.56,131620630.28,182700114.00,50000000.00,50000000.00
Oct 30 2023,OSMO,0,624473388.73,73956671.69,137100082.35,131118347.17,182298287.52,50000000.00,50000000.00
Oct 19 2023,OSMO,0,622464256.31,73856215.07,136095516.14,130616064.07,181896461.03,50000000.00,50000000.00
Oct 08 2023,OSMO,0,620455123.89,73755758.45,135090949.92,130113780.96,181494634.55,50000000.00,50000000.00
Sep 26 2023,OSMO,0,618263343.07,73646169.41,133995059.51,129565835.76,181056278.39,50000000.00,50000000.00
Sep 15 2023,OSMO,0,616254210.65,73545712.79,132990493.30,129063552.66,180654451.90,50000000.00,50000000.00
Sep 04 2023,OSMO,0,614245078.23,73445256.17,131985927.09,128561269.55,180252625.42,50000000.00,50000000.00
Aug 24 2023,OSMO,0,612235945.81,73344799.55,130981360.88,128058986.45,179850798.94,50000000.00,50000000.00
Aug 13 2023,OSMO,0,610226813.39,73244342.93,129976794.67,127556703.34,179448972.45,50000000.00,50000000.00
Aug 01 2023,OSMO,0,608035032.57,73134753.88,128880904.26,127008758.14,179010616.29,50000000.00,50000000.00
Jul 21 2023,OSMO,0,606025900.15,73034297.26,127876338.05,126506475.03,178608789.81,50000000.00,50000000.00
Jul 10 2023,OSMO,0,604016767.73,72933840.64,126871771.84,126004191.93,178206963.33,50000000.00,50000000.00
Jun 29 2023,OSMO,0,602007635.31,72833384.02,125867205.63,125501908.82,177805136.84,50000000.00,50000000.00
Jun 17 2023,OSMO,0,598360655.75,71962510.45,124590163.93,124590163.93,177217817.43,50000000.00,50000000.00
Jun 06 2023,OSMO,0,592349726.80,69768521.38,123087431.70,123087431.70,176406342.02,50000000.00,50000000.00
May 26 2023,OSMO,0,586338797.84,67574532.31,121584699.46,121584699.46,175594866.61,50000000.00,50000000.00
May 15 2023,OSMO,0,580327868.88,65380543.24,120081967.22,120081967.22,174783391.20,50000000.00,50000000.00
May 04 2023,OSMO,0,574316939.93,63186554.17,118579234.98,118579234.98,173971915.79,50000000.00,50000000.00
Apr 22 2023,OSMO,0,567759562.88,60793111.55,116939890.72,116939890.72,173086669.89,50000000.00,50000000.00
Apr 11 2023,OSMO,0,561748633.93,58599122.48,115437158.48,115437158.48,172275194.48,50000000.00,50000000.00
Mar 31 2023,OSMO,0,555737704.97,56405133.41,113934426.25,113934426.25,171463719.07,50000000.00,50000000.00
Mar 20 2023,OSMO,0,549726776.01,54211144.34,112431694.01,112431694.01,170652243.66,50000000.00,50000000.00
Mar 08 2023,OSMO,0,543169398.97,51817701.71,110792349.75,110792349.75,169766997.76,50000000.00,50000000.00
Feb 25 2023,OSMO,0,537158470.01,49623712.64,109289617.51,109289617.51,168955522.35,50000000.00,50000000.00
Feb 14 2023,OSMO,0,531147541.06,47429723.57,107786885.27,107786885.27,168144046.94,50000000.00,50000000.00
Feb 03 2023,OSMO,0,525136612.10,45235734.50,106284153.03,106284153.03,167332571.53,50000000.00,50000000.00
Jan 23 2023,OSMO,0,519125683.14,43041745.43,104781420.80,104781420.80,166521096.12,50000000.00,50000000.00
Jan 11 2023,OSMO,0,512568306.10,40648302.81,103142076.54,103142076.54,165635850.22,50000000.00,50000000.00
Dec 31 2022,OSMO,0,506557377.14,38478903.90,101639344.30,101639344.30,164799784.64,50000000.00,50000000.00
Dec 20 2022,OSMO,0,500546448.01,36813603.35,100136612.01,100136612.01,163459620.63,50000000.00,50000000.00
Dec 09 2022,OSMO,0,494535519.07,35349942.15,98633879.78,98633879.78,161917817.37,50000000.00,50000000.00
Nov 27 2022,OSMO,0,487978142.02,33873712.64,96994535.52,96994535.52,160115358.35,50000000.00,50000000.00
Nov 16 2022,OSMO,0,481967213.05,32668248.16,95491803.27,95491803.27,158315358.35,50000000.00,50000000.00
Nov 05 2022,OSMO,0,475956284.09,31583275.48,93989071.03,93989071.03,156394866.54,50000000.00,50000000.00
Oct 25 2022,OSMO,0,469945355.13,30498302.80,92486338.79,92486338.79,154474374.74,50000000.00,50000000.00
Oct 14 2022,OSMO,0,463934426.17,29413330.13,90983606.55,90983606.55,152553882.94,50000000.00,50000000.00
Oct 02 2022,OSMO,0,457377049.12,28229723.57,89344262.29,89344262.29,150458800.98,50000000.00,50000000.00
Sep 21 2022,OSMO,0,451366120.16,27144750.89,87841530.05,87841530.05,148538309.18,50000000.00,50000000.00
Sep 10 2022,OSMO,0,445355191.20,26059778.21,86338797.81,86338797.81,146617817.38,50000000.00,50000000.00
Aug 30 2022,OSMO,0,439344262.24,24974805.53,84836065.57,84836065.57,144697325.58,50000000.00,50000000.00
Aug 18 2022,OSMO,0,432786885.20,23791198.98,83196721.31,83196721.31,142602243.61,50000000.00,50000000.00
Aug 07 2022,OSMO,0,426775956.24,22706226.30,81693989.06,81693989.06,140681751.81,50000000.00,50000000.00
Jul 27 2022,OSMO,0,420765027.28,21643384.77,80191256.83,80191256.83,138739128.86,50000000.00,50000000.00
Jul 16 2022,OSMO,0,414754098.36,20691198.98,78688524.59,78688524.59,136685850.20,50000000.00,50000000.00
Jul 05 2022,OSMO,0,408743169.35,19849668.93,77185792.35,77185792.35,134521915.73,50000000.00,50000000.00
Jun 23 2022,OSMO,0,401639344.30,18945355.99,75409836.07,75409836.07,131874316.18,50000000.00,50000000.00
Jun 12 2022,OSMO,0,393424657.52,17789921.35,73356164.39,73356164.39,128922407.39,50000000.00,50000000.00
Jun 01 2022,OSMO,0,384383561.62,16518248.34,71095890.41,71095890.41,125673532.45,50000000.00,50000000.00
May 21 2022,OSMO,0,375342465.72,15246575.34,68835616.44,68835616.44,122424657.50,50000000.00,50000000.00
May 09 2022,OSMO,0,365479452.02,14709041.09,66369863.02,66369863.02,118030684.90,50000000.00,50000000.00
Apr 28 2022,OSMO,0,356438356.13,14216301.37,64109589.04,64109589.04,114002876.68,50000000.00,50000000.00
Apr 17 2022,OSMO,0,347397260.25,13723561.64,61849315.07,61849315.07,109975068.46,50000000.00,50000000.00
Apr 06 2022,OSMO,0,338356164.36,13230821.92,59589041.10,59589041.10,105947260.25,50000000.00,50000000.00
Mar 26 2022,OSMO,0,329315068.47,12738082.19,57328767.13,57328767.13,101919452.03,50000000.00,50000000.00
Mar 14 2022,OSMO,0,319452054.77,12200547.94,54863013.70,54863013.70,97525479.43,50000000.00,50000000.00
Mar 03 2022,OSMO,0,310410958.88,11707808.22,52602739.73,52602739.73,93497671.21,50000000.00,50000000.00
Feb 20 2022,OSMO,0,301369863.00,11215068.49,50342465.76,50342465.76,89469862.99,50000000.00,50000000.00
Feb 09 2022,OSMO,0,292328767.11,10722328.77,48082191.78,48082191.78,85442054.78,50000000.00,50000000.00
Jan 28 2022,OSMO,0,282465753.41,10184794.52,45616438.36,45616438.36,81048082.17,50000000.00,50000000.00
Jan 17 2022,OSMO,0,273424657.52,9692054.79,43356164.39,43356164.39,77020273.96,50000000.00,50000000.00
Jan 06 2022,OSMO,0,264383561.63,9199315.07,41095890.41,41095890.41,72992465.74,50000000.00,50000000.00
Dec 26 2021,OSMO,0,255342465.74,8706575.34,38835616.44,38835616.44,68964657.52,50000000.00,50000000.00
Dec 15 2021,OSMO,0,246301369.86,8213835.62,36575342.47,36575342.47,64936849.30,50000000.00,50000000.00
Dec 03 2021,OSMO,0,236438356.16,7676301.37,34109589.04,34109589.04,60542876.70,50000000.00,50000000.00
Nov 22 2021,OSMO,0,227397260.27,7183561.64,31849315.07,31849315.07,56515068.49,50000000.00,50000000.00
