Date,Symbol,Available Supply,Unlocked Supply,Community Pool,Staking Rewards,Developer Vesting,Liquidity Mining Incentives,Airdrop,Strategic Reserve
Oct 24 2035,OSMO,967482326.97,967482326.97,91107118.61,308604551.49,216870581.77,250900075.10,50000000.00,50000000.00
Oct 13 2035,OSMO,967305942.23,967305942.23,91098299.37,308516359.13,216826485.58,250864798.16,50000000.00,50000000.00
Oct 01 2035,OSMO,967113522.52,967113522.52,91088678.38,308420149.27,216778380.65,250826314.21,50000000.00,50000000.00
Sep 20 2035,OSMO,966937137.78,966937137.78,91079859.15,308331956.90,216734284.47,250791037.26,50000000.00,50000000.00
Sep 09 2035,OSMO,966760753.04,966760753.04,91071039.91,308243764.53,216690188.28,250755760.31,50000000.00,50000000.00
Aug 29 2035,OSMO,966584368.30,966584368.30,91062220.67,308155572.16,216646092.10,250720483.36,50000000.00,50000000.00
Aug 17 2035,OSMO,966391948.58,966391948.58,91052599.69,308059362.30,216597987.17,250681999.42,50000000.00,50000000.00
Aug 06 2035,OSMO,966215563.84,966215563.84,91043780.45,307971169.94,216553890.98,250646722.47,50000000.00,50000000.00
Jul 26 2035,OSMO,966039179.10,966039179.10,91034961.21,307882977.57,216509794.80,250611445.52,50000000.00,50000000.00
Jul 15 2035,OSMO,965862794.36,965862794.36,91026141.98,307794785.20,216465698.61,250576168.57,50000000.00,50000000.00
Jul 04 2035,OSMO,965686409.62,965686409.62,91017322.74,307706592.83,216421602.43,250540891.63,50000000.00,50000000.00
Jun 22 2035,OSMO,965493989.91,965493989.91,91007701.76,307610382.97,216373497.50,250502407.68,50000000.00,50000000.00
Jun 11 2035,OSMO,965261482.75,965261482.75,90996076.40,307494129.39,216315370.71,250455906.25,50000000.00,50000000.00
May 31 2035,OSMO,964996905.64,964996905.64,90982847.54,307361840.84,216249226.43,250402990.83,50000000.00,50000000.00
May 20 2035,OSMO,964732328.53,964732328.53,90969618.69,307229552.28,216183082.15,250350075.41,50000000.00,50000000.00
May 08 2035,OSMO,964443698.95,964443698.95,90955187.21,307085237.49,216110924.76,250292349.49,50000000.00,50000000.00
Apr 27 2035,OSMO,964179121.84,964179121.84,90941958.35,306952948.94,216044780.48,250239434.07,50000000.00,50000000.00
Apr 16 2035,OSMO,963914544.73,963914544.73,90928729.50,306820660.38,215978636.20,250186518.65,50000000.00,50000000.00
Apr 05 2035,OSMO,963649967.62,963649967.62,90915500.64,306688371.83,215912491.92,250133603.23,50000000.00,50000000.00
Mar 25 2035,OSMO,963385390.51,963385390.51,90902271.79,306556083.27,215846347.65,250080687.81,50000000.00,50000000.00
Mar 13 2035,OSMO,963096760.93,963096760.93,90887840.31,306411768.48,215774190.25,250022961.89,50000000.00,50000000.00
Mar 02 2035,OSMO,962832183.82,962832183.82,90874611.45,306279479.93,215708045.97,249970046.47,50000000.00,50000000.00
Feb 19 2035,OSMO,962567606.71,962567606.71,90861382.60,306147191.37,215641901.70,249917131.05,50000000.00,50000000.00
Feb 08 2035,OSMO,962303029.60,962303029.60,90848153.74,306014902.82,215575757.42,249864215.63,50000000.00,50000000.00
Jan 27 2035,OSMO,962014400.03,962014400.03,90833722.26,305870588.03,215503600.02,249806489.71,50000000.00,50000000.00
Jan 16 2035,OSMO,961749822.92,961749822.92,90820493.41,305738299.47,215437455.75,249753574.29,50000000.00,50000000.00
Jan 05 2035,OSMO,961485245.81,961485245.81,90807264.55,305606010.92,215371311.47,249700658.87,50000000.00,50000000.00
Dec 25 2034,OSMO,961220668.70,961220668.70,90794035.70,305473722.36,215305167.19,249647743.45,50000000.00,50000000.00
Dec 14 2034,OSMO,960956091.59,960956091.59,90780806.84,305341433.81,215239022.91,249594828.02,50000000.00,50000000.00
Dec 02 2034,OSMO,960667462.01,960667462.01,90766375.36,305197119.02,215166865.52,249537102.11,50000000.00,50000000.00
Nov 21 2034,OSMO,960402884.90,960402884.90,90753146.51,305064830.46,215100721.24,249484186.69,50000000.00,50000000.00
Nov 10 2034,OSMO,960138307.79,960138307.79,90739917.65,304932541.91,215034576.96,249431271.27,50000000.00,50000000.00
Oct 30 2034,OSMO,959873730.68,959873730.68,90726688.80,304800253.35,214968432.69,249378355.85,50000000.00,50000000.00
Oct 18 2034,OSMO,959585101.10,959585101.10,90712257.32,304655938.56,214896275.29,249320629.93,50000000.00,50000000.00
Oct 07 2034,OSMO,959320523.99,959320523.99,90699028.46,304523650.01,214830131.01,249267714.51,50000000.00,50000000.00
Sep 26 2034,OSMO,959055946.88,959055946.88,90685799.61,304391361.45,214763986.74,249214799.09,50000000.00,50000000.00
Sep 15 2034,OSMO,958791369.77,958791369.77,90672570.75,304259072.90,214697842.46,249161883.67,50000000.00,50000000.00
Sep 04 2034,OSMO,958526792.66,958526792.66,90659341.90,304126784.34,214631698.18,249108968.24,50000000.00,50000000.00
Aug 23 2034,OSMO,958238163.09,958238163.09,90644910.42,303982469.55,214559540.79,249051242.33,50000000.00,50000000.00
Aug 12 2034,OSMO,957973585.98,957973585.98,90631681.56,303850181.00,214493396.51,248998326.91,50000000.00,50000000.00
Aug 01 2034,OSMO,957709008.87,957709008.87,90618452.71,303717892.44,214427252.23,248945411.49,50000000.00,50000000.00
Jul 21 2034,OSMO,957444431.76,957444431.76,90605223.85,303585603.89,214361107.95,248892496.06,50000000.00,50000000.00
Jul 09 2034,OSMO,957155802.18,957155802.18,90590792.37,303441289.10,214288950.56,248834770.15,50000000.00,50000000.00
Jun 28 2034,OSMO,956891225.07,956891225.07,90577563.52,303309000.54,214222806.28,248781854.73,50000000.00,50000000.00
Jun 17 2034,OSMO,956626647.96,956626647.96,90564334.66,303176711.99,214156662.00,248728939.31,50000000.00,50000000.00
Jun 06 2034,OSMO,956362070.85,956362070.85,90551105.81,303044423.43,214090517.73,248676023.89,50000000.00,50000000.00
Jun 06 2034,OSMO,956362070.85,956362070.85,90551105.81,303044423.43,214090517.73,248676023.89,50000000.00,50000000.00
May 26 2034,OSMO,956097493.74,956097493.74,90537876.95,302912134.88,214024373.45,248623108.46,50000000.00,50000000.00
May 14 2034,OSMO,955808864.16,955808864.16,90523445.47,302767820.09,213952216.05,248565382.55,50000000.00,50000000.00
May 03 2034,OSMO,955544287.05,955544287.05,90510216.62,302635531.53,213886071.78,248512467.13,50000000.00,50000000.00
Apr 22 2034,OSMO,955279709.94,955279709.94,90496987.76,302503242.98,213819927.50,248459551.71,50000000.00,50000000.00
Apr 11 2034,OSMO,955015132.83,955015132.83,90483758.91,302370954.42,213753783.22,248406636.28,50000000.00,50000000.00
Mar 30 2034,OSMO,954726503.26,954726503.26,90469327.43,302226639.63,213681625.83,248348910.37,50000000.00,50000000.00
Mar 19 2034,OSMO,954461926.15,954461926.15,90456098.57,302094351.08,213615481.55,248295994.95,50000000.00,50000000.00
Mar 08 2034,OSMO,954197349.04,954197349.04,90442869.72,301962062.52,213549337.27,248243079.53,50000000.00,50000000.00
Feb 25 2034,OSMO,953932771.93,953932771.93,90429640.86,301829773.97,213483192.99,248190164.10,50000000.00,50000000.00
Feb 14 2034,OSMO,953668194.82,953668194.82,90416412.01,301697485.41,213417048.72,248137248.68,50000000.00,50000000.00
Feb 02 2034,OSMO,953379565.24,953379565.24,90401980.53,301553170.62,213344891.32,248079522.77,50000000.00,50000000.00
Jan 22 2034,OSMO,953114988.13,953114988.13,90388751.67,301420882.07,213278747.04,248026607.35,50000000.00,50000000.00
Jan 11 2034,OSMO,952850411.02,952850411.02,90375522.82,301288593.51,213212602.77,247973691.93,50000000.00,50000000.00
Dec 31 2033,OSMO,952585833.91,952585833.91,90362293.96,301156304.96,213146458.49,247920776.50,50000000.00,50000000.00
Dec 19 2033,OSMO,952297204.33,952297204.33,90347862.48,301011990.17,213074301.09,247863050.59,50000000.00,50000000.00
Dec 08 2033,OSMO,952032627.22,952032627.22,90334633.63,300879701.61,213008156.82,247810135.17,50000000.00,50000000.00
Nov 27 2033,OSMO,951768050.11,951768050.11,90321404.77,300747413.06,212942012.54,247757219.75,50000000.00,50000000.00
Nov 16 2033,OSMO,951503473.00,951503473.00,90308175.92,300615124.50,212875868.26,247704304.32,50000000.00,50000000.00
Nov 05 2033,OSMO,951238895.89,951238895.89,90294947.06,300482835.95,212809723.98,247651388.90,50000000.00,50000000.00
Oct 24 2033,OSMO,950950266.32,950950266.32,90280515.58,300338521.16,212737566.59,247593662.99,50000000.00,50000000.00
Oct 13 2033,OSMO,950685689.21,950685689.21,90267286.73,300206232.60,212671422.31,247540747.57,50000000.00,50000000.00
Oct 02 2033,OSMO,950421112.10,950421112.10,90254057.87,300073944.05,212605278.03,247487832.14,50000000.00,50000000.00
Sep 21 2033,OSMO,950156534.99,950156534.99,90240829.02,299941655.49,212539133.76,247434916.72,50000000.00,50000000.00
Sep 09 2033,OSMO,949867905.41,949867905.41,90226397.54,299797340.70,212466976.36,247377190.81,50000000.00,50000000.00
Aug 29 2033,OSMO,949603328.30,949603328.30,90213168.68,299665052.15,212400832.08,247324275.39,50000000.00,50000000.00
Aug 18 2033,OSMO,949338751.19,949338751.19,90199939.83,299532763.59,212334687.81,247271359.97,50000000.00,50000000.00
Aug 07 2033,OSMO,949074174.08,949074174.08,90186710.97,299400475.04,212268543.53,247218444.54,50000000.00,50000000.00
Jul 27 2033,OSMO,948809596.97,948809596.97,90173482.12,299268186.48,212202399.25,247165529.12,50000000.00,50000000.00
Jul 15 2033,OSMO,948520967.39,948520967.39,90159050.64,299123871.69,212130241.86,247107803.21,50000000.00,50000000.00
Jul 04 2033,OSMO,948256390.28,948256390.28,90145821.78,298991583.14,212064097.58,247054887.79,50000000.00,50000000.00
Jun 23 2033,OSMO,947991813.17,947991813.17,90132592.93,298859294.58,211997953.30,247001972.36,50000000.00,50000000.00
Jun 12 2033,OSMO,947655078.67,947655078.67,90115756.20,298690927.33,211913769.68,246934625.46,50000000.00,50000000.00
May 31 2033,OSMO,947222134.31,947222134.31,90094108.98,298474455.15,211805533.59,246848036.59,50000000.00,50000000.00
May 20 2033,OSMO,946825268.65,946825268.65,90074265.70,298276022.32,211706317.17,246768663.46,50000000.00,50000000.00
May 09 2033,OSMO,946428402.99,946428402.99,90054422.42,298077589.49,211607100.76,246689290.33,50000000.00,50000000.00
Apr 28 2033,OSMO,946031537.33,946031537.33,90034579.13,297879156.66,211507884.34,246609917.19,50000000.00,50000000.00
Apr 17 2033,OSMO,945634671.67,945634671.67,90014735.85,297680723.83,211408667.93,246530544.06,50000000.00,50000000.00
Apr 05 2033,OSMO,945201727.31,945201727.31,89993088.63,297464251.65,211300431.84,246443955.19,50000000.00,50000000.00
Mar 25 2033,OSMO,944804861.65,944804861.65,89973245.35,297265818.82,211201215.42,246364582.06,50000000.00,50000000.00
Mar 14 2033,OSMO,944407995.99,944407995.99,89953402.07,297067385.99,211101999.01,246285208.93,50000000.00,50000000.00
Mar 03 2033,OSMO,944011130.33,944011130.33,89933558.78,296868953.16,211002782.59,246205835.79,50000000.00,50000000.00
Feb 19 2033,OSMO,943578185.97,943578185.97,89911911.56,296652480.98,210894546.50,246119246.92,50000000.00,50000000.00
Feb 08 2033,OSMO,943181320.31,943181320.31,89892068.28,296454048.15,210795330.09,246039873.79,50000000.00,50000000.00
Jan 28 2033,OSMO,942784454.65,942784454.65,89872225.00,296255615.32,210696113.67,245960500.66,50000000.00,50000000.00
Jan 17 2033,OSMO,942387588.99,942387588.99,89852381.71,296057182.49,210596897.26,245881127.52,50000000.00,50000000.00
Jan 06 2033,OSMO,941990723.32,941990723.32,89832538.43,295858749.66,210497680.84,245801754.39,50000000.00,50000000.00
Dec 25 2032,OSMO,941557778.97,941557778.97,89810891.21,295642277.48,210389444.75,245715165.52,50000000.00,50000000.00
Dec 14 2032,OSMO,941160913.30,941160913.30,89791047.93,295443844.65,210290228.34,245635792.39,50000000.00,50000000.00
Dec 03 2032,OSMO,940764047.64,940764047.64,89771204.65,295245411.82,210191011.92,245556419.25,50000000.00,50000000.00
Nov 22 2032,OSMO,940367181.98,940367181.98,89751361.36,295046978.99,210091795.51,245477046.12,50000000.00,50000000.00
Nov 10 2032,OSMO,939934237.62,939934237.62,89729714.15,294830506.81,209983559.42,245390457.25,50000000.00,50000000.00
Oct 30 2032,OSMO,939537371.96,939537371.96,89709870.86,294632073.98,209884343.00,245311084.12,50000000.00,50000000.00
Oct 19 2032,OSMO,939140506.30,939140506.30,89690027.58,294433641.15,209785126.59,245231710.99,50000000.00,50000000.00
Oct 08 2032,OSMO,938743640.64,938743640.64,89670184.30,294235208.32,209685910.17,245152337.85,50000000.00,50000000.00
Sep 27 2032,OSMO,938346774.98,938346774.98,89650341.01,294036775.49,209586693.76,245072964.72,50000000.00,50000000.00
Sep 15 2032,OSMO,937913830.62,937913830.62,89628693.80,293820303.31,209478457.67,244986375.85,50000000.00,50000000.00
Sep 04 2032,OSMO,937516964.96,937516964.96,89608850.51,293621870.48,209379241.25,244907002.72,50000000.00,50000000.00
Aug 24 2032,OSMO,937120099.30,937120099.30,89589007.23,293423437.65,209280024.84,244827629.58,50000000.00,50000000.00
Aug 13 2032,OSMO,936723233.64,936723233.64,89569163.95,293225004.82,209180808.42,244748256.45,50000000.00,50000000.00
Aug 01 2032,OSMO,936290289.28,936290289.28,89547516.73,293008532.64,209072572.33,244661667.58,50000000.00,50000000.00
Jul 21 2032,OSMO,935893423.62,935893423.62,89527673.44,292810099.81,208973355.92,244582294.45,50000000.00,50000000.00
Jul 10 2032,OSMO,935496557.96,935496557.96,89507830.16,292611666.98,208874139.50,244502921.31,50000000.00,50000000.00
Jun 29 2032,OSMO,935099692.30,935099692.30,89487986.88,292413234.15,208774923.09,244423548.18,50000000.00,50000000.00
Jun 18 2032,OSMO,934702826.64,934702826.64,89468143.60,292214801.32,208675706.67,244344175.05,50000000.00,50000000.00
Jun 06 2032,OSMO,934269882.28,934269882.28,89446496.38,291998329.14,208567470.58,244257586.18,50000000.00,50000000.00
May 26 2032,OSMO,933873016.62,933873016.62,89426653.09,291799896.31,208468254.17,244178213.05,50000000.00,50000000.00
May 15 2032,OSMO,933476150.95,933476150.95,89406809.81,291601463.48,208369037.75,244098839.91,50000000.00,50000000.00
May 04 2032,OSMO,933079285.29,933079285.29,89386966.53,291403030.65,208269821.34,244019466.78,50000000.00,50000000.00
Apr 22 2032,OSMO,932646340.94,932646340.94,89365319.31,291186558.47,208161585.25,243932877.91,50000000.00,50000000.00
Apr 11 2032,OSMO,932249475.27,932249475.27,89345476.03,290988125.64,208062368.83,243853504.78,50000000.00,50000000.00
Mar 31 2032,OSMO,931852609.61,931852609.61,89325632.74,290789692.81,207963152.42,243774131.64,50000000.00,50000000.00
Mar 20 2032,OSMO,931455743.95,931455743.95,89305789.46,290591259.98,207863936.00,243694758.51,50000000.00,50000000.00
Mar 09 2032,OSMO,931058878.29,931058878.29,89285946.18,290392827.15,207764719.58,243615385.38,50000000.00,50000000.00
Feb 26 2032,OSMO,930625933.93,930625933.93,89264298.96,290176354.97,207656483.50,243528796.51,50000000.00,50000000.00
Feb 15 2032,OSMO,930229068.27,930229068.27,89244455.68,289977922.14,207557267.08,243449423.37,50000000.00,50000000.00
Feb 04 2032,OSMO,929832202.61,929832202.61,89224612.39,289779489.31,207458050.67,243370050.24,50000000.00,50000000.00
Jan 24 2032,OSMO,929435336.95,929435336.95,89204769.11,289581056.48,207358834.25,243290677.11,50000000.00,50000000.00
Jan 12 2032,OSMO,929002392.59,929002392.59,89183121.89,289364584.30,207250598.16,243204088.24,50000000.00,50000000.00
Jan 01 2032,OSMO,928605526.93,928605526.93,89163278.61,289166151.47,207151381.75,243124715.11,50000000.00,50000000.00
Dec 21 2031,OSMO,928208661.27,928208661.27,89143435.32,288967718.64,207052165.33,243045341.97,50000000.00,50000000.00
Dec 10 2031,OSMO,927811795.61,927811795.61,89123592.04,288769285.81,206952948.92,242965968.84,50000000.00,50000000.00
Nov 29 2031,OSMO,927414929.95,927414929.95,89103748.76,288570852.98,206853732.50,242886595.71,50000000.00,50000000.00
Nov 17 2031,OSMO,926981985.59,926981985.59,89082101.54,288354380.80,206745496.41,242800006.84,50000000.00,50000000.00
Nov 06 2031,OSMO,926585119.93,926585119.93,89062258.26,288155947.97,206646280.00,242720633.70,50000000.00,50000000.00
Oct 26 2031,OSMO,926188254.27,926188254.27,89042414.97,287957515.14,206547063.58,242641260.57,50000000.00,50000000.00
Oct 15 2031,OSMO,925791388.60,925791388.60,89022571.69,287759082.31,206447847.16,242561887.44,50000000.00,50000000.00
Oct 03 2031,OSMO,925358444.25,925358444.25,89000924.47,287542610.13,206339611.08,242475298.57,50000000.00,50000000.00
Sep 22 2031,OSMO,924961578.59,924961578.59,88981081.19,287344177.30,206240394.66,242395925.43,50000000.00,50000000.00
Sep 11 2031,OSMO,924564712.92,924564712.92,88961237.91,287145744.47,206141178.25,242316552.30,50000000.00,50000000.00
Aug 31 2031,OSMO,924167847.26,924167847.26,88941394.62,286947311.64,206041961.83,242237179.17,50000000.00,50000000.00
Aug 20 2031,OSMO,923770981.60,923770981.60,88921551.34,286748878.81,205942745.41,242157806.04,50000000.00,50000000.00
Aug 08 2031,OSMO,923338037.24,923338037.24,88899904.12,286532406.63,205834509.33,242071217.17,50000000.00,50000000.00
Jul 28 2031,OSMO,922941171.58,922941171.58,88880060.84,286333973.80,205735292.91,241991844.03,50000000.00,50000000.00
Jul 17 2031,OSMO,922544305.92,922544305.92,88860217.56,286135540.97,205636076.50,241912470.90,50000000.00,50000000.00
Jul 06 2031,OSMO,922147440.26,922147440.26,88840374.27,285937108.14,205536860.08,241833097.77,50000000.00,50000000.00
Jun 24 2031,OSMO,921714495.90,921714495.90,88818727.05,285720635.96,205428623.99,241746508.90,50000000.00,50000000.00
Jun 13 2031,OSMO,921209394.15,921209394.15,88793471.97,285468085.08,205302348.55,241645488.55,50000000.00,50000000.00
Jun 02 2031,OSMO,920614095.66,920614095.66,88763707.04,285170435.84,205153523.93,241526428.85,50000000.00,50000000.00
May 22 2031,OSMO,920018797.16,920018797.16,88733942.12,284872786.59,205004699.31,241407369.15,50000000.00,50000000.00
May 11 2031,OSMO,919423498.67,919423498.67,88704177.19,284575137.34,204855874.68,241288309.45,50000000.00,50000000.00
Apr 29 2031,OSMO,918774082.13,918774082.13,88671706.37,284250429.07,204693520.55,241158426.15,50000000.00,50000000.00
Apr 18 2031,OSMO,918178783.63,918178783.63,88641941.44,283952779.82,204544695.92,241039366.45,50000000.00,50000000.00
Apr 07 2031,OSMO,917583485.14,917583485.14,88612176.52,283655130.57,204395871.30,240920306.75,50000000.00,50000000.00
Mar 27 2031,OSMO,916988186.64,916988186.64,88582411.59,283357481.32,204247046.68,240801247.05,50000000.00,50000000.00
Mar 15 2031,OSMO,916338770.10,916338770.10,88549940.76,283032773.05,204084692.54,240671363.75,50000000.00,50000000.00
Mar 04 2031,OSMO,915743471.61,915743471.61,88520175.84,282735123.80,203935867.92,240552304.05,50000000.00,50000000.00
Feb 21 2031,OSMO,915148173.11,915148173.11,88490410.91,282437474.55,203787043.29,240433244.35,50000000.00,50000000.00
Feb 10 2031,OSMO,914552874.62,914552874.62,88460645.99,282139825.30,203638218.67,240314184.65,50000000.00,50000000.00
Jan 30 2031,OSMO,913957576.12,913957576.12,88430881.07,281842176.06,203489394.05,240195124.95,50000000.00,50000000.00
Jan 18 2031,OSMO,913308159.58,913308159.58,88398410.24,281517467.78,203327039.91,240065241.65,50000000.00,50000000.00
Jan 07 2031,OSMO,912712861.09,912712861.09,88368645.31,281219818.54,203178215.29,239946181.95,50000000.00,50000000.00
Dec 27 2030,OSMO,912117562.59,912117562.59,88338880.39,280922169.29,203029390.67,239827122.25,50000000.00,50000000.00
Dec 16 2030,OSMO,911522264.10,911522264.10,88309115.46,280624520.04,202880566.04,239708062.55,50000000.00,50000000.00
Dec 04 2030,OSMO,910872847.56,910872847.56,88276644.64,280299811.77,202718211.91,239578179.25,50000000.00,50000000.00
Nov 23 2030,OSMO,910277549.06,910277549.06,88246879.71,280002162.52,202569387.28,239459119.55,50000000.00,50000000.00
Nov 12 2030,OSMO,909682250.57,909682250.57,88217114.79,279704513.27,202420562.66,239340059.85,50000000.00,50000000.00
Nov 01 2030,OSMO,909086952.07,909086952.07,88187349.86,279406864.02,202271738.04,239221000.15,50000000.00,50000000.00
Oct 21 2030,OSMO,908491653.58,908491653.58,88157584.94,279109214.77,202122913.41,239101940.45,50000000.00,50000000.00
Oct 09 2030,OSMO,907842237.04,907842237.04,88125114.11,278784506.50,201960559.28,238972057.15,50000000.00,50000000.00
Sep 28 2030,OSMO,907246938.54,907246938.54,88095349.19,278486857.25,201811734.65,238852997.45,50000000.00,50000000.00
Sep 17 2030,OSMO,906651640.05,906651640.05,88065584.26,278189208.00,201662910.03,238733937.75,50000000.00,50000000.00
Sep 06 2030,OSMO,906056341.55,906056341.55,88035819.34,277891558.76,201514085.41,238614878.05,50000000.00,50000000.00
Aug 25 2030,OSMO,905406925.01,905406925.01,88003348.51,277566850.48,201351731.27,238484994.75,50000000.00,50000000.00
Aug 14 2030,OSMO,904811626.52,904811626.52,87973583.59,277269201.24,201202906.65,238365935.05,50000000.00,50000000.00
Aug 03 2030,OSMO,904216328.02,904216328.02,87943818.66,276971551.99,201054082.03,238246875.35,50000000.00,50000000.00
Jul 23 2030,OSMO,903621029.53,903621029.53,87914053.74,276673902.74,200905257.40,238127815.65,50000000.00,50000000.00
Jul 12 2030,OSMO,903025731.03,903025731.03,87884288.81,276376253.49,200756432.78,238008755.95,50000000.00,50000000.00
Jun 30 2030,OSMO,902376314.49,902376314.49,87851817.98,276051545.22,200594078.64,237878872.65,50000000.00,50000000.00
Jun 19 2030,OSMO,901781016.00,901781016.00,87822053.06,275753895.97,200445254.02,237759812.95,50000000.00,50000000.00
Jun 08 2030,OSMO,901185717.51,901185717.51,87792288.14,275456246.72,200296429.40,237640753.25,50000000.00,50000000.00
May 28 2030,OSMO,900590419.01,900590419.01,87762523.21,275158597.47,200147604.77,237521693.55,50000000.00,50000000.00
May 16 2030,OSMO,899941002.47,899941002.47,87730052.38,274833889.20,199985250.64,237391810.25,50000000.00,50000000.00
May 05 2030,OSMO,899345703.98,899345703.98,87700287.46,274536239.95,199836426.01,237272750.55,50000000.00,50000000.00
Apr 24 2030,OSMO,898750405.48,898750405.48,87670522.53,274238590.70,199687601.39,237153690.85,50000000.00,50000000.00
Apr 13 2030,OSMO,898155106.99,898155106.99,87640757.61,273940941.46,199538776.77,237034631.15,50000000.00,50000000.00
Apr 02 2030,OSMO,897559808.49,897559808.49,87610992.68,273643292.21,199389952.14,236915571.46,50000000.00,50000000.00
Mar 21 2030,OSMO,896910391.95,896910391.95,87578521.86,273318583.94,199227598.01,236785688.15,50000000.00,50000000.00
Mar 10 2030,OSMO,896315093.46,896315093.46,87548756.93,273020934.69,199078773.39,236666628.45,50000000.00,50000000.00
Feb 27 2030,OSMO,895719794.96,895719794.96,87518992.01,272723285.44,198929948.76,236547568.75,50000000.00,50000000.00
Feb 16 2030,OSMO,895124496.47,895124496.47,87489227.08,272425636.19,198781124.14,236428509.05,50000000.00,50000000.00
Feb 04 2030,OSMO,894475079.93,894475079.93,87456756.26,272100927.92,198618770.00,236298625.75,50000000.00,50000000.00
Jan 24 2030,OSMO,893879781.43,893879781.43,87426991.33,271803278.67,198469945.38,236179566.05,50000000.00,50000000.00
Jan 13 2030,OSMO,893284482.94,893284482.94,87397226.41,271505629.42,198321120.76,236060506.35,50000000.00,50000000.00
Jan 02 2030,OSMO,892689184.44,892689184.44,87367461.48,271207980.17,198172296.13,235941446.65,50000000.00,50000000.00
Dec 22 2029,OSMO,892093885.95,892093885.95,87337696.56,270910330.92,198023471.51,235822386.96,50000000.00,50000000.00
Dec 10 2029,OSMO,891444469.41,891444469.41,87305225.73,270585622.65,197861117.37,235692503.65,50000000.00,50000000.00
Nov 29 2029,OSMO,890849170.91,890849170.91,87275460.81,270287973.40,197712292.75,235573443.95,50000000.00,50000000.00
Nov 18 2029,OSMO,890253872.42,890253872.42,87245695.88,269990324.16,197563468.13,235454384.25,50000000.00,50000000.00
Nov 07 2029,OSMO,889658573.92,889658573.92,87215930.96,269692674.91,197414643.50,235335324.56,50000000.00,50000000.00
Oct 26 2029,OSMO,889009157.38,889009157.38,87183460.13,269367966.64,197252289.37,235205441.25,50000000.00,50000000.00
Oct 15 2029,OSMO,888413858.89,888413858.89,87153695.21,269070317.39,197103464.75,235086381.55,50000000.00,50000000.00
Oct 04 2029,OSMO,887818560.39,887818560.39,87123930.28,268772668.14,196954640.12,234967321.85,50000000.00,50000000.00
Sep 23 2029,OSMO,887223261.90,887223261.90,87094165.36,268475018.89,196805815.50,234848262.15,50000000.00,50000000.00
Sep 12 2029,OSMO,886627963.40,886627963.40,87064400.43,268177369.64,196656990.87,234729202.46,50000000.00,50000000.00
Aug 31 2029,OSMO,885978546.86,885978546.86,87031929.60,267852661.37,196494636.74,234599319.15,50000000.00,50000000.00
Aug 20 2029,OSMO,885383248.37,885383248.37,87002164.68,267555012.12,196345812.12,234480259.45,50000000.00,50000000.00
Aug 09 2029,OSMO,884787949.87,884787949.87,86972399.75,267257362.87,196196987.49,234361199.75,50000000.00,50000000.00
Jul 29 2029,OSMO,884192651.38,884192651.38,86942634.83,266959713.62,196048162.87,234242140.06,50000000.00,50000000.00
Jul 17 2029,OSMO,883543234.84,883543234.84,86910164.00,266635005.35,195885808.73,234112256.75,50000000.00,50000000.00
Jul 06 2029,OSMO,882947936.34,882947936.34,86880399.08,266337356.10,195736984.11,233993197.05,50000000.00,50000000.00
Jun 25 2029,OSMO,882352637.85,882352637.85,86850634.15,266039706.86,195588159.49,233874137.35,50000000.00,50000000.00
Jun 14 2029,OSMO,881622044.24,881622044.24,86814104.47,265674410.05,195405511.09,233728018.63,50000000.00,50000000.00
Jun 03 2029,OSMO,880729096.50,880729096.50,86769457.09,265227936.18,195182274.15,233549429.08,50000000.00,50000000.00
May 22 2029,OSMO,879754971.69,879754971.69,86720750.85,264740873.78,194938742.95,233354604.12,50000000.00,50000000.00
May 11 2029,OSMO,878862023.95,878862023.95,86676103.46,264294399.91,194715506.01,233176014.57,50000000.00,50000000.00
Apr 30 2029,OSMO,877969076.21,877969076.21,86631456.07,263847926.04,194492269.08,232997425.02,50000000.00,50000000.00
Apr 19 2029,OSMO,877076128.46,877076128.46,86586808.68,263401452.16,194269032.14,232818835.47,50000000.00,50000000.00
Apr 07 2029,OSMO,876102003.65,876102003.65,86538102.44,262914389.76,194025500.94,232624010.51,50000000.00,50000000.00
Mar 27 2029,OSMO,875209055.91,875209055.91,86493455.06,262467915.89,193802264.00,232445420.96,50000000.00,50000000.00
Mar 16 2029,OSMO,874316108.17,874316108.17,86448807.67,262021442.02,193579027.07,232266831.41,50000000.00,50000000.00
Mar 05 2029,OSMO,873423160.43,873423160.43,86404160.28,261574968.15,193355790.13,232088241.86,50000000.00,50000000.00
Feb 22 2029,OSMO,872530212.68,872530212.68,86359512.89,261128494.28,193132553.20,231909652.31,50000000.00,50000000.00
Feb 10 2029,OSMO,871556087.87,871556087.87,86310806.65,260641431.87,192889022.00,231714827.35,50000000.00,50000000.00
Jan 30 2029,OSMO,870663140.13,870663140.13,86266159.27,260194958.00,192665785.06,231536237.80,50000000.00,50000000.00
Jan 19 2029,OSMO,869770192.39,869770192.39,86221511.88,259748484.13,192442548.13,231357648.25,50000000.00,50000000.00
Jan 08 2029,OSMO,868877244.65,868877244.65,86176864.49,259302010.26,192219311.19,231179058.70,50000000.00,50000000.00
Dec 27 2028,OSMO,867903119.84,867903119.84,86128158.25,258814947.86,191975779.99,230984233.74,50000000.00,50000000.00
Dec 16 2028,OSMO,867010172.09,867010172.09,86083510.86,258368473.99,191752543.05,230805644.19,50000000.00,50000000.00
