Date,Symbol,Available Supply,Unlocked Supply,Echelon Foundation Reserve (TBD),Parallel Studios Reserve,Parallel Studios Investors,Caching,Prime Events
Nov 30 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Nov 28 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Nov 27 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Nov 25 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Nov 24 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Nov 22 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Nov 21 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Nov 19 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Nov 18 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Nov 16 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Nov 14 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Nov 13 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Nov 11 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Nov 10 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Nov 08 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Nov 07 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Nov 05 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Nov 04 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Nov 02 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Oct 31 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Oct 30 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Oct 28 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Oct 27 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Oct 25 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Oct 24 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Oct 22 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Oct 21 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Oct 19 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Oct 17 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Oct 16 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Oct 14 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Oct 13 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Oct 11 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Oct 10 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Oct 08 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Oct 07 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Oct 05 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Oct 03 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Oct 02 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Sep 30 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Sep 29 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Sep 27 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Sep 26 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Sep 24 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Sep 23 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Sep 21 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Sep 19 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Sep 18 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Sep 16 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Sep 15 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Sep 13 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Sep 12 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Sep 10 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Sep 09 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Sep 07 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Sep 05 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Sep 04 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Sep 02 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Sep 01 2025,PRIME,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,15666667.00,7894936.00
Aug 30 2025,PRIME,74971297.00,62538455.00,12432842.00,20976852.00,18000000.00,15666667.00,7894936.00
Aug 29 2025,PRIME,74971297.00,62538455.00,12432842.00,20976852.00,18000000.00,15666667.00,7894936.00
Aug 27 2025,PRIME,74971297.00,62538455.00,12432842.00,20976852.00,18000000.00,15666667.00,7894936.00
Aug 26 2025,PRIME,74971297.00,62538455.00,12432842.00,20976852.00,18000000.00,15666667.00,7894936.00
Aug 24 2025,PRIME,74971297.00,62538455.00,12432842.00,20976852.00,18000000.00,15666667.00,7894936.00
Aug 22 2025,PRIME,74971297.00,62538455.00,12432842.00,20976852.00,18000000.00,15666667.00,7894936.00
Aug 21 2025,PRIME,74971297.00,62538455.00,12432842.00,20976852.00,18000000.00,15666667.00,7894936.00
Aug 19 2025,PRIME,74971297.00,62538455.00,12432842.00,20976852.00,18000000.00,15666667.00,7894936.00
Aug 18 2025,PRIME,74971297.00,62538455.00,12432842.00,20976852.00,18000000.00,15666667.00,7894936.00
Aug 16 2025,PRIME,74971297.00,62538455.00,12432842.00,20976852.00,18000000.00,15666667.00,7894936.00
Aug 15 2025,PRIME,74971297.00,62538455.00,12432842.00,20976852.00,18000000.00,15666667.00,7894936.00
Aug 13 2025,PRIME,74971297.00,62538455.00,12432842.00,20976852.00,18000000.00,15666667.00,7894936.00
Aug 12 2025,PRIME,74971297.00,62538455.00,12432842.00,20976852.00,18000000.00,15666667.00,7894936.00
Aug 10 2025,PRIME,74971297.00,62538455.00,12432842.00,20976852.00,18000000.00,15666667.00,7894936.00
Aug 08 2025,PRIME,74971297.00,62538455.00,12432842.00,20976852.00,18000000.00,15666667.00,7894936.00
Aug 07 2025,PRIME,74971297.00,62538455.00,12432842.00,20976852.00,18000000.00,15666667.00,7894936.00
Aug 05 2025,PRIME,74971297.00,62538455.00,12432842.00,20976852.00,18000000.00,15666667.00,7894936.00
Aug 04 2025,PRIME,74971297.00,62538455.00,12432842.00,20976852.00,18000000.00,15666667.00,7894936.00
Aug 02 2025,PRIME,74971297.00,62538455.00,12432842.00,20976852.00,18000000.00,15666667.00,7894936.00
Aug 01 2025,PRIME,74971297.00,62538455.00,12432842.00,20976852.00,18000000.00,15666667.00,7894936.00
Jul 30 2025,PRIME,74059260.00,61626418.00,12432842.00,20064815.00,18000000.00,15666667.00,7894936.00
Jul 29 2025,PRIME,74059260.00,61626418.00,12432842.00,20064815.00,18000000.00,15666667.00,7894936.00
Jul 27 2025,PRIME,74059260.00,61626418.00,12432842.00,20064815.00,18000000.00,15666667.00,7894936.00
Jul 25 2025,PRIME,74059260.00,61626418.00,12432842.00,20064815.00,18000000.00,15666667.00,7894936.00
Jul 24 2025,PRIME,74059260.00,61626418.00,12432842.00,20064815.00,18000000.00,15666667.00,7894936.00
Jul 22 2025,PRIME,74059260.00,61626418.00,12432842.00,20064815.00,18000000.00,15666667.00,7894936.00
Jul 21 2025,PRIME,74059260.00,61626418.00,12432842.00,20064815.00,18000000.00,15666667.00,7894936.00
Jul 19 2025,PRIME,74059260.00,61626418.00,12432842.00,20064815.00,18000000.00,15666667.00,7894936.00
Jul 18 2025,PRIME,74059260.00,61626418.00,12432842.00,20064815.00,18000000.00,15666667.00,7894936.00
Jul 16 2025,PRIME,74059260.00,61626418.00,12432842.00,20064815.00,18000000.00,15666667.00,7894936.00
Jul 15 2025,PRIME,74059260.00,61626418.00,12432842.00,20064815.00,18000000.00,15666667.00,7894936.00
Jul 13 2025,PRIME,74059260.00,61626418.00,12432842.00,20064815.00,18000000.00,15666667.00,7894936.00
Jul 11 2025,PRIME,74059260.00,61626418.00,12432842.00,20064815.00,18000000.00,15666667.00,7894936.00
Jul 10 2025,PRIME,74059260.00,61626418.00,12432842.00,20064815.00,18000000.00,15666667.00,7894936.00
Jul 08 2025,PRIME,74059260.00,61626418.00,12432842.00,20064815.00,18000000.00,15666667.00,7894936.00
Jul 07 2025,PRIME,74059260.00,61626418.00,12432842.00,20064815.00,18000000.00,15666667.00,7894936.00
Jul 05 2025,PRIME,74059260.00,61626418.00,12432842.00,20064815.00,18000000.00,15666667.00,7894936.00
Jul 04 2025,PRIME,74059260.00,61626418.00,12432842.00,20064815.00,18000000.00,15666667.00,7894936.00
Jul 02 2025,PRIME,74059260.00,61626418.00,12432842.00,20064815.00,18000000.00,15666667.00,7894936.00
Jul 01 2025,PRIME,74059260.00,61626418.00,12432842.00,20064815.00,18000000.00,15666667.00,7894936.00
Jun 29 2025,PRIME,72397223.00,59964381.00,12432842.00,19152778.00,17250000.00,15666667.00,7894936.00
Jun 27 2025,PRIME,72397223.00,59964381.00,12432842.00,19152778.00,17250000.00,15666667.00,7894936.00
Jun 26 2025,PRIME,72397223.00,59964381.00,12432842.00,19152778.00,17250000.00,15666667.00,7894936.00
Jun 24 2025,PRIME,72397223.00,59964381.00,12432842.00,19152778.00,17250000.00,15666667.00,7894936.00
Jun 23 2025,PRIME,72397223.00,59964381.00,12432842.00,19152778.00,17250000.00,15666667.00,7894936.00
Jun 21 2025,PRIME,72397223.00,59964381.00,12432842.00,19152778.00,17250000.00,15666667.00,7894936.00
Jun 20 2025,PRIME,72397223.00,59964381.00,12432842.00,19152778.00,17250000.00,15666667.00,7894936.00
Jun 18 2025,PRIME,72397223.00,59964381.00,12432842.00,19152778.00,17250000.00,15666667.00,7894936.00
Jun 17 2025,PRIME,72397223.00,59964381.00,12432842.00,19152778.00,17250000.00,15666667.00,7894936.00
Jun 15 2025,PRIME,72397223.00,59964381.00,12432842.00,19152778.00,17250000.00,15666667.00,7894936.00
Jun 13 2025,PRIME,72397223.00,59964381.00,12432842.00,19152778.00,17250000.00,15666667.00,7894936.00
Jun 12 2025,PRIME,72397223.00,59964381.00,12432842.00,19152778.00,17250000.00,15666667.00,7894936.00
Jun 10 2025,PRIME,72397223.00,59964381.00,12432842.00,19152778.00,17250000.00,15666667.00,7894936.00
Jun 09 2025,PRIME,72397223.00,59964381.00,12432842.00,19152778.00,17250000.00,15666667.00,7894936.00
Jun 07 2025,PRIME,72397223.00,59964381.00,12432842.00,19152778.00,17250000.00,15666667.00,7894936.00
Jun 06 2025,PRIME,72397223.00,59964381.00,12432842.00,19152778.00,17250000.00,15666667.00,7894936.00
Jun 04 2025,PRIME,72397223.00,59964381.00,12432842.00,19152778.00,17250000.00,15666667.00,7894936.00
Jun 03 2025,PRIME,72397223.00,59964381.00,12432842.00,19152778.00,17250000.00,15666667.00,7894936.00
Jun 01 2025,PRIME,72397223.00,59964381.00,12432842.00,19152778.00,17250000.00,15666667.00,7894936.00
May 30 2025,PRIME,70735186.00,58302344.00,12432842.00,18240741.00,16500000.00,15666667.00,7894936.00
May 29 2025,PRIME,70735186.00,58302344.00,12432842.00,18240741.00,16500000.00,15666667.00,7894936.00
May 27 2025,PRIME,70735186.00,58302344.00,12432842.00,18240741.00,16500000.00,15666667.00,7894936.00
May 26 2025,PRIME,70735186.00,58302344.00,12432842.00,18240741.00,16500000.00,15666667.00,7894936.00
May 24 2025,PRIME,70735186.00,58302344.00,12432842.00,18240741.00,16500000.00,15666667.00,7894936.00
May 23 2025,PRIME,70735186.00,58302344.00,12432842.00,18240741.00,16500000.00,15666667.00,7894936.00
May 21 2025,PRIME,70735186.00,58302344.00,12432842.00,18240741.00,16500000.00,15666667.00,7894936.00
May 20 2025,PRIME,70735186.00,58302344.00,12432842.00,18240741.00,16500000.00,15666667.00,7894936.00
May 18 2025,PRIME,70735186.00,58302344.00,12432842.00,18240741.00,16500000.00,15666667.00,7894936.00
May 16 2025,PRIME,70735186.00,58302344.00,12432842.00,18240741.00,16500000.00,15666667.00,7894936.00
May 15 2025,PRIME,70735186.00,58302344.00,12432842.00,18240741.00,16500000.00,15666667.00,7894936.00
May 13 2025,PRIME,70735186.00,58302344.00,12432842.00,18240741.00,16500000.00,15666667.00,7894936.00
May 12 2025,PRIME,70735186.00,58302344.00,12432842.00,18240741.00,16500000.00,15666667.00,7894936.00
May 10 2025,PRIME,70735186.00,58302344.00,12432842.00,18240741.00,16500000.00,15666667.00,7894936.00
May 09 2025,PRIME,70735186.00,58302344.00,12432842.00,18240741.00,16500000.00,15666667.00,7894936.00
May 07 2025,PRIME,70735186.00,58302344.00,12432842.00,18240741.00,16500000.00,15666667.00,7894936.00
May 06 2025,PRIME,70735186.00,58302344.00,12432842.00,18240741.00,16500000.00,15666667.00,7894936.00
May 04 2025,PRIME,70735186.00,58302344.00,12432842.00,18240741.00,16500000.00,15666667.00,7894936.00
May 02 2025,PRIME,70735186.00,58302344.00,12432842.00,18240741.00,16500000.00,15666667.00,7894936.00
May 01 2025,PRIME,70735186.00,58302344.00,12432842.00,18240741.00,16500000.00,15666667.00,7894936.00
Apr 29 2025,PRIME,69073149.00,56640307.00,12432842.00,17328704.00,15750000.00,15666667.00,7894936.00
Apr 28 2025,PRIME,69073149.00,56640307.00,12432842.00,17328704.00,15750000.00,15666667.00,7894936.00
Apr 26 2025,PRIME,69073149.00,56640307.00,12432842.00,17328704.00,15750000.00,15666667.00,7894936.00
Apr 25 2025,PRIME,69073149.00,56640307.00,12432842.00,17328704.00,15750000.00,15666667.00,7894936.00
Apr 23 2025,PRIME,69073149.00,56640307.00,12432842.00,17328704.00,15750000.00,15666667.00,7894936.00
Apr 22 2025,PRIME,69073149.00,56640307.00,12432842.00,17328704.00,15750000.00,15666667.00,7894936.00
Apr 20 2025,PRIME,69073149.00,56640307.00,12432842.00,17328704.00,15750000.00,15666667.00,7894936.00
Apr 18 2025,PRIME,69073149.00,56640307.00,12432842.00,17328704.00,15750000.00,15666667.00,7894936.00
Apr 17 2025,PRIME,69073149.00,56640307.00,12432842.00,17328704.00,15750000.00,15666667.00,7894936.00
Apr 15 2025,PRIME,69073149.00,56640307.00,12432842.00,17328704.00,15750000.00,15666667.00,7894936.00
Apr 14 2025,PRIME,69073149.00,56640307.00,12432842.00,17328704.00,15750000.00,15666667.00,7894936.00
Apr 12 2025,PRIME,69073149.00,56640307.00,12432842.00,17328704.00,15750000.00,15666667.00,7894936.00
Apr 11 2025,PRIME,69073149.00,56640307.00,12432842.00,17328704.00,15750000.00,15666667.00,7894936.00
Apr 09 2025,PRIME,69073149.00,56640307.00,12432842.00,17328704.00,15750000.00,15666667.00,7894936.00
Apr 08 2025,PRIME,69073149.00,56640307.00,12432842.00,17328704.00,15750000.00,15666667.00,7894936.00
Apr 06 2025,PRIME,69073149.00,56640307.00,12432842.00,17328704.00,15750000.00,15666667.00,7894936.00
Apr 04 2025,PRIME,69073149.00,56640307.00,12432842.00,17328704.00,15750000.00,15666667.00,7894936.00
Apr 03 2025,PRIME,69073149.00,56640307.00,12432842.00,17328704.00,15750000.00,15666667.00,7894936.00
Apr 01 2025,PRIME,69073149.00,56640307.00,12432842.00,17328704.00,15750000.00,15666667.00,7894936.00
Mar 31 2025,PRIME,69073149.00,56640307.00,12432842.00,17328704.00,15750000.00,15666667.00,7894936.00
Mar 29 2025,PRIME,67411112.00,54978270.00,12432842.00,16416667.00,15000000.00,15666667.00,7894936.00
Mar 28 2025,PRIME,67411112.00,54978270.00,12432842.00,16416667.00,15000000.00,15666667.00,7894936.00
Mar 26 2025,PRIME,67411112.00,54978270.00,12432842.00,16416667.00,15000000.00,15666667.00,7894936.00
Mar 25 2025,PRIME,67411112.00,54978270.00,12432842.00,16416667.00,15000000.00,15666667.00,7894936.00
Mar 23 2025,PRIME,67411112.00,54978270.00,12432842.00,16416667.00,15000000.00,15666667.00,7894936.00
Mar 21 2025,PRIME,67411112.00,54978270.00,12432842.00,16416667.00,15000000.00,15666667.00,7894936.00
Mar 20 2025,PRIME,67411112.00,54978270.00,12432842.00,16416667.00,15000000.00,15666667.00,7894936.00
Mar 18 2025,PRIME,67411112.00,54978270.00,12432842.00,16416667.00,15000000.00,15666667.00,7894936.00
Mar 17 2025,PRIME,67411112.00,54978270.00,12432842.00,16416667.00,15000000.00,15666667.00,7894936.00
Mar 15 2025,PRIME,67411112.00,54978270.00,12432842.00,16416667.00,15000000.00,15666667.00,7894936.00
Mar 14 2025,PRIME,67411112.00,54978270.00,12432842.00,16416667.00,15000000.00,15666667.00,7894936.00
Mar 12 2025,PRIME,67411112.00,54978270.00,12432842.00,16416667.00,15000000.00,15666667.00,7894936.00
Mar 11 2025,PRIME,67411112.00,54978270.00,12432842.00,16416667.00,15000000.00,15666667.00,7894936.00
Mar 09 2025,PRIME,67411112.00,54978270.00,12432842.00,16416667.00,15000000.00,15666667.00,7894936.00
Mar 07 2025,PRIME,67411112.00,54978270.00,12432842.00,16416667.00,15000000.00,15666667.00,7894936.00
Mar 06 2025,PRIME,67411112.00,54978270.00,12432842.00,16416667.00,15000000.00,15666667.00,7894936.00
Mar 04 2025,PRIME,67411112.00,54978270.00,12432842.00,16416667.00,15000000.00,15666667.00,7894936.00
Mar 03 2025,PRIME,67411112.00,54978270.00,12432842.00,16416667.00,15000000.00,15666667.00,7894936.00
Mar 01 2025,PRIME,67411112.00,54978270.00,12432842.00,16416667.00,15000000.00,15666667.00,7894936.00
Feb 28 2025,PRIME,67411112.00,54978270.00,12432842.00,16416667.00,15000000.00,15666667.00,7894936.00
Feb 26 2025,PRIME,65749075.00,53316233.00,12432842.00,15504630.00,14250000.00,15666667.00,7894936.00
Feb 25 2025,PRIME,65749075.00,53316233.00,12432842.00,15504630.00,14250000.00,15666667.00,7894936.00
Feb 23 2025,PRIME,65749075.00,53316233.00,12432842.00,15504630.00,14250000.00,15666667.00,7894936.00
Feb 21 2025,PRIME,65749075.00,53316233.00,12432842.00,15504630.00,14250000.00,15666667.00,7894936.00
Feb 20 2025,PRIME,65749075.00,53316233.00,12432842.00,15504630.00,14250000.00,15666667.00,7894936.00
Feb 18 2025,PRIME,65749075.00,53316233.00,12432842.00,15504630.00,14250000.00,15666667.00,7894936.00
Feb 17 2025,PRIME,65749075.00,53316233.00,12432842.00,15504630.00,14250000.00,15666667.00,7894936.00
Feb 15 2025,PRIME,65749075.00,53316233.00,12432842.00,15504630.00,14250000.00,15666667.00,7894936.00
Feb 14 2025,PRIME,65749075.00,53316233.00,12432842.00,15504630.00,14250000.00,15666667.00,7894936.00
Feb 12 2025,PRIME,65749075.00,53316233.00,12432842.00,15504630.00,14250000.00,15666667.00,7894936.00
Feb 11 2025,PRIME,65749075.00,53316233.00,12432842.00,15504630.00,14250000.00,15666667.00,7894936.00
Feb 09 2025,PRIME,65749075.00,53316233.00,12432842.00,15504630.00,14250000.00,15666667.00,7894936.00
Feb 07 2025,PRIME,65749075.00,53316233.00,12432842.00,15504630.00,14250000.00,15666667.00,7894936.00
Feb 06 2025,PRIME,65749075.00,53316233.00,12432842.00,15504630.00,14250000.00,15666667.00,7894936.00
Feb 04 2025,PRIME,65749075.00,53316233.00,12432842.00,15504630.00,14250000.00,15666667.00,7894936.00
Feb 03 2025,PRIME,65749075.00,53316233.00,12432842.00,15504630.00,14250000.00,15666667.00,7894936.00
Feb 01 2025,PRIME,65749075.00,53316233.00,12432842.00,15504630.00,14250000.00,15666667.00,7894936.00
Jan 31 2025,PRIME,65749075.00,53316233.00,12432842.00,15504630.00,14250000.00,15666667.00,7894936.00
Jan 29 2025,PRIME,64087038.00,51654196.00,12432842.00,14592593.00,13500000.00,15666667.00,7894936.00
Jan 28 2025,PRIME,64087038.00,51654196.00,12432842.00,14592593.00,13500000.00,15666667.00,7894936.00
Jan 26 2025,PRIME,64087038.00,51654196.00,12432842.00,14592593.00,13500000.00,15666667.00,7894936.00
Jan 24 2025,PRIME,64087038.00,51654196.00,12432842.00,14592593.00,13500000.00,15666667.00,7894936.00
Jan 23 2025,PRIME,64087038.00,51654196.00,12432842.00,14592593.00,13500000.00,15666667.00,7894936.00
Jan 21 2025,PRIME,64087038.00,51654196.00,12432842.00,14592593.00,13500000.00,15666667.00,7894936.00
Jan 20 2025,PRIME,64087038.00,51654196.00,12432842.00,14592593.00,13500000.00,15666667.00,7894936.00
Jan 18 2025,PRIME,64087038.00,51654196.00,12432842.00,14592593.00,13500000.00,15666667.00,7894936.00
Jan 17 2025,PRIME,64087038.00,51654196.00,12432842.00,14592593.00,13500000.00,15666667.00,7894936.00
Jan 15 2025,PRIME,64087038.00,51654196.00,12432842.00,14592593.00,13500000.00,15666667.00,7894936.00
Jan 14 2025,PRIME,64087038.00,51654196.00,12432842.00,14592593.00,13500000.00,15666667.00,7894936.00
Jan 12 2025,PRIME,64087038.00,51654196.00,12432842.00,14592593.00,13500000.00,15666667.00,7894936.00
Jan 10 2025,PRIME,64087038.00,51654196.00,12432842.00,14592593.00,13500000.00,15666667.00,7894936.00
Jan 09 2025,PRIME,64087038.00,51654196.00,12432842.00,14592593.00,13500000.00,15666667.00,7894936.00
Jan 07 2025,PRIME,64087038.00,51654196.00,12432842.00,14592593.00,13500000.00,15666667.00,7894936.00
Jan 06 2025,PRIME,64087038.00,51654196.00,12432842.00,14592593.00,13500000.00,15666667.00,7894936.00
Jan 04 2025,PRIME,64087038.00,51654196.00,12432842.00,14592593.00,13500000.00,15666667.00,7894936.00
Jan 03 2025,PRIME,64087038.00,51654196.00,12432842.00,14592593.00,13500000.00,15666667.00,7894936.00
Jan 01 2025,PRIME,64087038.00,51654196.00,12432842.00,14592593.00,13500000.00,15666667.00,7894936.00
Dec 31 2024,PRIME,64087038.00,51654196.00,12432842.00,14592593.00,13500000.00,15666667.00,7894936.00
Dec 29 2024,PRIME,62425001.00,49992159.00,12432842.00,13680556.00,12750000.00,15666667.00,7894936.00
Dec 27 2024,PRIME,62425001.00,49992159.00,12432842.00,13680556.00,12750000.00,15666667.00,7894936.00
Dec 26 2024,PRIME,62425001.00,49992159.00,12432842.00,13680556.00,12750000.00,15666667.00,7894936.00
Dec 24 2024,PRIME,62425001.00,49992159.00,12432842.00,13680556.00,12750000.00,15666667.00,7894936.00
Dec 23 2024,PRIME,62425001.00,49992159.00,12432842.00,13680556.00,12750000.00,15666667.00,7894936.00
Dec 21 2024,PRIME,62425001.00,49992159.00,12432842.00,13680556.00,12750000.00,15666667.00,7894936.00
Dec 20 2024,PRIME,62425001.00,49992159.00,12432842.00,13680556.00,12750000.00,15666667.00,7894936.00
Dec 18 2024,PRIME,62425001.00,49992159.00,12432842.00,13680556.00,12750000.00,15666667.00,7894936.00
Dec 17 2024,PRIME,62425001.00,49992159.00,12432842.00,13680556.00,12750000.00,15666667.00,7894936.00
Dec 15 2024,PRIME,62425001.00,49992159.00,12432842.00,13680556.00,12750000.00,15666667.00,7894936.00
Dec 13 2024,PRIME,62425001.00,49992159.00,12432842.00,13680556.00,12750000.00,15666667.00,7894936.00
Dec 12 2024,PRIME,62425001.00,49992159.00,12432842.00,13680556.00,12750000.00,15666667.00,7894936.00
Dec 10 2024,PRIME,62425001.00,49992159.00,12432842.00,13680556.00,12750000.00,15666667.00,7894936.00
Dec 09 2024,PRIME,62425001.00,49992159.00,12432842.00,13680556.00,12750000.00,15666667.00,7894936.00
Dec 07 2024,PRIME,62425001.00,49992159.00,12432842.00,13680556.00,12750000.00,15666667.00,7894936.00
Dec 06 2024,PRIME,62425001.00,49992159.00,12432842.00,13680556.00,12750000.00,15666667.00,7894936.00
Dec 04 2024,PRIME,62425001.00,49992159.00,12432842.00,13680556.00,12750000.00,15666667.00,7894936.00
Dec 03 2024,PRIME,62425001.00,49992159.00,12432842.00,13680556.00,12750000.00,15666667.00,7894936.00
Dec 01 2024,PRIME,62425001.00,49992159.00,12432842.00,13680556.00,12750000.00,15666667.00,7894936.00
Nov 29 2024,PRIME,60762964.00,48330122.00,12432842.00,12768519.00,12000000.00,15666667.00,7894936.00
Nov 28 2024,PRIME,60762964.00,48330122.00,12432842.00,12768519.00,12000000.00,15666667.00,7894936.00
Nov 26 2024,PRIME,60762964.00,48330122.00,12432842.00,12768519.00,12000000.00,15666667.00,7894936.00
Nov 25 2024,PRIME,60762964.00,48330122.00,12432842.00,12768519.00,12000000.00,15666667.00,7894936.00
Nov 23 2024,PRIME,60762964.00,48330122.00,12432842.00,12768519.00,12000000.00,15666667.00,7894936.00
Nov 22 2024,PRIME,60762964.00,48330122.00,12432842.00,12768519.00,12000000.00,15666667.00,7894936.00
Nov 20 2024,PRIME,60762964.00,48330122.00,12432842.00,12768519.00,12000000.00,15666667.00,7894936.00
Nov 19 2024,PRIME,60762964.00,48330122.00,12432842.00,12768519.00,12000000.00,15666667.00,7894936.00
Nov 17 2024,PRIME,60762964.00,48330122.00,12432842.00,12768519.00,12000000.00,15666667.00,7894936.00
Nov 15 2024,PRIME,60762964.00,48330122.00,12432842.00,12768519.00,12000000.00,15666667.00,7894936.00
Nov 14 2024,PRIME,60762964.00,48330122.00,12432842.00,12768519.00,12000000.00,15666667.00,7894936.00
Nov 12 2024,PRIME,60762964.00,48330122.00,12432842.00,12768519.00,12000000.00,15666667.00,7894936.00
Nov 11 2024,PRIME,60762964.00,48330122.00,12432842.00,12768519.00,12000000.00,15666667.00,7894936.00
Nov 09 2024,PRIME,60762964.00,48330122.00,12432842.00,12768519.00,12000000.00,15666667.00,7894936.00
