Date,Symbol,Available Supply,Unlocked Supply,Echelon Foundation Reserve (TBD),Parallel Studios Reserve,Parallel Studios Investors,Caching,Prime Events
Jan 17 2023,PRIME,0,14346615.69,0,0,0,7854794.69,6491821.00
Jan 15 2023,PRIME,0,14260770.94,0,0,0,7768949.94,6491821.00
Jan 13 2023,PRIME,0,14174926.19,0,0,0,7683105.19,6491821.00
Jan 12 2023,PRIME,0,14132003.81,0,0,0,7640182.81,6491821.00
Jan 10 2023,PRIME,0,14046159.06,0,0,0,7554338.06,6491821.00
Jan 09 2023,PRIME,0,14003236.68,0,0,0,7511415.68,6491821.00
Jan 07 2023,PRIME,0,13917391.93,0,0,0,7425570.93,6491821.00
Jan 06 2023,PRIME,0,13874469.56,0,0,0,7382648.56,6491821.00
Jan 04 2023,PRIME,0,13788624.81,0,0,0,7296803.81,6491821.00
Jan 03 2023,PRIME,0,13745702.43,0,0,0,7253881.43,6491821.00
Jan 01 2023,PRIME,0,13659857.68,0,0,0,7168036.68,6491821.00
Dec 30 2022,PRIME,0,13574012.93,0,0,0,7082191.93,6491821.00
Dec 29 2022,PRIME,0,13531090.56,0,0,0,7039269.56,6491821.00
Dec 27 2022,PRIME,0,13445245.81,0,0,0,6953424.81,6491821.00
Dec 26 2022,PRIME,0,13402323.43,0,0,0,6910502.43,6491821.00
Dec 24 2022,PRIME,0,13316478.68,0,0,0,6824657.68,6491821.00
Dec 23 2022,PRIME,0,13273556.30,0,0,0,6781735.30,6491821.00
Dec 21 2022,PRIME,0,13187711.55,0,0,0,6695890.55,6491821.00
Dec 20 2022,PRIME,0,13144789.18,0,0,0,6652968.18,6491821.00
Dec 18 2022,PRIME,0,13058944.43,0,0,0,6567123.43,6491821.00
Dec 16 2022,PRIME,0,12973099.68,0,0,0,6481278.68,6491821.00
Dec 15 2022,PRIME,0,12930177.30,0,0,0,6438356.30,6491821.00
Dec 13 2022,PRIME,0,12844332.55,0,0,0,6352511.55,6491821.00
Dec 12 2022,PRIME,0,12801410.18,0,0,0,6309589.18,6491821.00
Dec 10 2022,PRIME,0,12715565.42,0,0,0,6223744.42,6491821.00
Dec 09 2022,PRIME,0,12672643.05,0,0,0,6180822.05,6491821.00
Dec 07 2022,PRIME,0,12586798.30,0,0,0,6094977.30,6491821.00
Dec 06 2022,PRIME,0,12543875.92,0,0,0,6052054.92,6491821.00
Dec 04 2022,PRIME,0,12458031.17,0,0,0,5966210.17,6491821.00
Dec 02 2022,PRIME,0,12372186.42,0,0,0,5880365.42,6491821.00
Dec 01 2022,PRIME,0,12329264.05,0,0,0,5837443.05,6491821.00
Nov 29 2022,PRIME,0,12243419.30,0,0,0,5751598.30,6491821.00
Nov 28 2022,PRIME,0,12200496.92,0,0,0,5708675.92,6491821.00
Nov 26 2022,PRIME,0,12114652.17,0,0,0,5622831.17,6491821.00
Nov 25 2022,PRIME,0,12071729.79,0,0,0,5579908.79,6491821.00
Nov 23 2022,PRIME,0,11985885.04,0,0,0,5494064.04,6491821.00
Nov 22 2022,PRIME,0,11942962.67,0,0,0,5451141.67,6491821.00
Nov 20 2022,PRIME,0,11857117.92,0,0,0,5365296.92,6491821.00
Nov 18 2022,PRIME,0,11771273.17,0,0,0,5279452.17,6491821.00
Nov 17 2022,PRIME,0,11728350.79,0,0,0,5236529.79,6491821.00
Nov 15 2022,PRIME,0,11642506.04,0,0,0,5150685.04,6491821.00
Nov 14 2022,PRIME,0,11599583.67,0,0,0,5107762.67,6491821.00
Nov 12 2022,PRIME,0,11513738.92,0,0,0,5021917.92,6491821.00
Nov 11 2022,PRIME,0,11470816.54,0,0,0,4978995.54,6491821.00
Nov 09 2022,PRIME,0,11384971.79,0,0,0,4893150.79,6491821.00
Nov 08 2022,PRIME,0,11342049.41,0,0,0,4850228.41,6491821.00
Nov 06 2022,PRIME,0,11256204.66,0,0,0,4764383.66,6491821.00
Nov 04 2022,PRIME,0,11170359.91,0,0,0,4678538.91,6491821.00
Nov 03 2022,PRIME,0,11127437.54,0,0,0,4635616.54,6491821.00
Nov 01 2022,PRIME,0,11041592.79,0,0,0,4549771.79,6491821.00
Oct 31 2022,PRIME,0,10998670.41,0,0,0,4506849.41,6491821.00
Oct 29 2022,PRIME,0,10912825.66,0,0,0,4421004.66,6491821.00
Oct 28 2022,PRIME,0,10869903.28,0,0,0,4378082.28,6491821.00
Oct 26 2022,PRIME,0,10784058.53,0,0,0,4292237.53,6491821.00
Oct 25 2022,PRIME,0,10741136.16,0,0,0,4249315.16,6491821.00
Oct 23 2022,PRIME,0,10655291.41,0,0,0,4163470.41,6491821.00
Oct 21 2022,PRIME,0,10569446.66,0,0,0,4077625.66,6491821.00
Oct 20 2022,PRIME,0,10526524.28,0,0,0,4034703.28,6491821.00
Oct 18 2022,PRIME,0,9124646.53,0,0,0,3948858.53,5175788.00
Oct 17 2022,PRIME,0,9081724.16,0,0,0,3905936.16,5175788.00
Oct 15 2022,PRIME,0,8995879.41,0,0,0,3820091.41,5175788.00
Oct 14 2022,PRIME,0,8952957.03,0,0,0,3777169.03,5175788.00
Oct 12 2022,PRIME,0,8867112.28,0,0,0,3691324.28,5175788.00
Oct 11 2022,PRIME,0,8824189.90,0,0,0,3648401.90,5175788.00
Oct 09 2022,PRIME,0,8738345.15,0,0,0,3562557.15,5175788.00
Oct 07 2022,PRIME,0,8652500.40,0,0,0,3476712.40,5175788.00
Oct 06 2022,PRIME,0,8609578.03,0,0,0,3433790.03,5175788.00
Oct 04 2022,PRIME,0,8523733.28,0,0,0,3347945.28,5175788.00
Oct 03 2022,PRIME,0,8480810.90,0,0,0,3305022.90,5175788.00
Oct 01 2022,PRIME,0,8394966.15,0,0,0,3219178.15,5175788.00
Sep 30 2022,PRIME,0,8352043.78,0,0,0,3176255.78,5175788.00
Sep 28 2022,PRIME,0,8266199.02,0,0,0,3090411.02,5175788.00
Sep 27 2022,PRIME,0,8223276.65,0,0,0,3047488.65,5175788.00
Sep 25 2022,PRIME,0,8137431.90,0,0,0,2961643.90,5175788.00
Sep 23 2022,PRIME,0,8051587.15,0,0,0,2875799.15,5175788.00
Sep 22 2022,PRIME,0,8008664.77,0,0,0,2832876.77,5175788.00
Sep 20 2022,PRIME,0,7922820.02,0,0,0,2747032.02,5175788.00
Sep 19 2022,PRIME,0,7879897.65,0,0,0,2704109.65,5175788.00
Sep 17 2022,PRIME,0,7794052.90,0,0,0,2618264.90,5175788.00
Sep 16 2022,PRIME,0,7751130.52,0,0,0,2575342.52,5175788.00
Sep 14 2022,PRIME,0,7665285.77,0,0,0,2489497.77,5175788.00
Sep 13 2022,PRIME,0,7622363.39,0,0,0,2446575.39,5175788.00
Sep 11 2022,PRIME,0,7536518.64,0,0,0,2360730.64,5175788.00
Sep 09 2022,PRIME,0,7450673.89,0,0,0,2274885.89,5175788.00
Sep 08 2022,PRIME,0,7407751.52,0,0,0,2231963.52,5175788.00
Sep 06 2022,PRIME,0,7321906.77,0,0,0,2146118.77,5175788.00
Sep 05 2022,PRIME,0,7278984.39,0,0,0,2103196.39,5175788.00
Sep 03 2022,PRIME,0,7193139.64,0,0,0,2017351.64,5175788.00
Sep 02 2022,PRIME,0,7150217.27,0,0,0,1974429.27,5175788.00
Aug 31 2022,PRIME,0,7064372.52,0,0,0,1888584.52,5175788.00
Aug 30 2022,PRIME,0,7021450.14,0,0,0,1845662.14,5175788.00
Aug 28 2022,PRIME,0,6935605.39,0,0,0,1759817.39,5175788.00
Aug 26 2022,PRIME,0,6849760.64,0,0,0,1673972.64,5175788.00
Aug 25 2022,PRIME,0,6806838.26,0,0,0,1631050.26,5175788.00
Aug 23 2022,PRIME,0,6720993.51,0,0,0,1545205.51,5175788.00
Aug 22 2022,PRIME,0,6678071.14,0,0,0,1502283.14,5175788.00
Aug 20 2022,PRIME,0,6592226.39,0,0,0,1416438.39,5175788.00
Aug 19 2022,PRIME,0,6549304.01,0,0,0,1373516.01,5175788.00
Aug 17 2022,PRIME,0,6463459.26,0,0,0,1287671.26,5175788.00
Aug 16 2022,PRIME,0,6420536.88,0,0,0,1244748.88,5175788.00
Aug 14 2022,PRIME,0,6334692.13,0,0,0,1158904.13,5175788.00
Aug 12 2022,PRIME,0,6248847.38,0,0,0,1073059.38,5175788.00
Aug 11 2022,PRIME,0,6205925.01,0,0,0,1030137.01,5175788.00
Aug 09 2022,PRIME,0,4774295.26,0,0,0,944292.26,3830003.00
Aug 08 2022,PRIME,0,4731372.88,0,0,0,901369.88,3830003.00
Aug 06 2022,PRIME,0,4645528.13,0,0,0,815525.13,3830003.00
Aug 05 2022,PRIME,0,4602605.76,0,0,0,772602.76,3830003.00
Aug 03 2022,PRIME,0,4516761.01,0,0,0,686758.01,3830003.00
Aug 02 2022,PRIME,0,4473838.63,0,0,0,643835.63,3830003.00
Jul 31 2022,PRIME,0,4387993.88,0,0,0,557990.88,3830003.00
Jul 29 2022,PRIME,0,4302149.13,0,0,0,472146.13,3830003.00
Jul 28 2022,PRIME,0,4259226.75,0,0,0,429223.75,3830003.00
Jul 26 2022,PRIME,0,4173382.00,0,0,0,343379.00,3830003.00
Jul 25 2022,PRIME,0,4130459.63,0,0,0,300456.63,3830003.00
Jul 23 2022,PRIME,0,4044614.88,0,0,0,214611.88,3830003.00
Jul 22 2022,PRIME,0,4001692.50,0,0,0,171689.50,3830003.00
Jul 20 2022,PRIME,0,3915847.75,0,0,0,85844.75,3830003.00
Jul 19 2022,PRIME,0,3872925.38,0,0,0,42922.38,3830003.00
Jul 17 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
Jul 15 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
Jul 14 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
Jul 12 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
Jul 11 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
Jul 09 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
Jul 08 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
Jul 06 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
Jul 05 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
Jul 03 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
Jul 01 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
Jun 30 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
Jun 28 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
Jun 27 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
Jun 25 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
Jun 24 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
Jun 22 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
Jun 21 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
Jun 19 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
Jun 17 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
Jun 16 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
Jun 14 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
Jun 13 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
Jun 11 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
Jun 10 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
Jun 08 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
Jun 07 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
Jun 05 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
Jun 03 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
Jun 02 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
May 31 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
May 30 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
May 28 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
May 27 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
May 25 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
May 24 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
May 22 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
May 20 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
May 19 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
May 17 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
May 16 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
May 14 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
May 13 2022,PRIME,0,3830003.00,0,0,0,0,3830003.00
May 11 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
May 10 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
May 08 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
May 06 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
May 05 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
May 03 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
May 02 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Apr 30 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Apr 29 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Apr 27 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Apr 26 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Apr 24 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Apr 22 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Apr 21 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Apr 19 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Apr 18 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Apr 16 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Apr 15 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Apr 13 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Apr 12 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Apr 10 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Apr 08 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Apr 07 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Apr 05 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Apr 04 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Apr 02 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Apr 01 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Mar 30 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Mar 29 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Mar 27 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Mar 25 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Mar 24 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Mar 22 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Mar 21 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Mar 19 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Mar 18 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Mar 16 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Mar 15 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Mar 13 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Mar 11 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Mar 10 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Mar 08 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Mar 07 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Mar 05 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Mar 04 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Mar 02 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Mar 01 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Feb 27 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Feb 25 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Feb 24 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Feb 22 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Feb 21 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Feb 19 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Feb 18 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Feb 16 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Feb 15 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
Feb 13 2022,PRIME,0,2533977.00,0,0,0,0,2533977.00
