Date,Symbol,Available Supply,Unlocked Supply,Epoch Rewards,Community Grants,Core Contributors,Operation Grants,Small and Large Backers,Foundation Endowment,Community Sale,Early Ecosystem
Aug 23 2024,NEAR,1107279079.85,1107279079.85,212622950.82,132814895.95,100136892.54,88028477.55,236675863.00,100000000.00,120000000.00,117000000.00
Aug 21 2024,NEAR,1106449587.12,1106449587.12,212298360.66,132626506.02,99945242.98,87903614.46,236675863.00,100000000.00,120000000.00,117000000.00
Aug 19 2024,NEAR,1105620094.39,1105620094.39,211973770.49,132438116.10,99753593.43,87778751.37,236675863.00,100000000.00,120000000.00,117000000.00
Aug 17 2024,NEAR,1104790601.66,1104790601.66,211649180.33,132249726.18,99561943.87,87653888.28,236675863.00,100000000.00,120000000.00,117000000.00
Aug 15 2024,NEAR,1103961108.93,1103961108.93,211324590.16,132061336.25,99370294.32,87529025.19,236675863.00,100000000.00,120000000.00,117000000.00
Aug 13 2024,NEAR,1103131616.20,1103131616.20,211000000.00,131872946.33,99178644.76,87404162.10,236675863.00,100000000.00,120000000.00,117000000.00
Aug 11 2024,NEAR,1102302123.47,1102302123.47,210675409.84,131684556.41,98986995.21,87279299.01,236675863.00,100000000.00,120000000.00,117000000.00
Aug 09 2024,NEAR,1101472630.74,1101472630.74,210350819.67,131496166.48,98795345.65,87154435.93,236675863.00,100000000.00,120000000.00,117000000.00
Aug 07 2024,NEAR,1100643138.00,1100643138.00,210026229.51,131307776.56,98603696.10,87029572.84,236675863.00,100000000.00,120000000.00,117000000.00
Aug 05 2024,NEAR,1099813645.27,1099813645.27,209701639.34,131119386.64,98412046.54,86904709.75,236675863.00,100000000.00,120000000.00,117000000.00
Aug 02 2024,NEAR,1098569406.18,1098569406.18,209214754.10,130836801.75,98124572.21,86717415.12,236675863.00,100000000.00,120000000.00,117000000.00
Jul 31 2024,NEAR,1097739913.45,1097739913.45,208890163.93,130648411.83,97932922.66,86592552.03,236675863.00,100000000.00,120000000.00,117000000.00
Jul 29 2024,NEAR,1096910420.71,1096910420.71,208565573.77,130460021.91,97741273.10,86467688.94,236675863.00,100000000.00,120000000.00,117000000.00
Jul 27 2024,NEAR,1096080927.98,1096080927.98,208240983.61,130271631.98,97549623.55,86342825.85,236675863.00,100000000.00,120000000.00,117000000.00
Jul 25 2024,NEAR,1095251435.25,1095251435.25,207916393.44,130083242.06,97357973.99,86217962.76,236675863.00,100000000.00,120000000.00,117000000.00
Jul 23 2024,NEAR,1094421942.52,1094421942.52,207591803.28,129894852.14,97166324.44,86093099.67,236675863.00,100000000.00,120000000.00,117000000.00
Jul 21 2024,NEAR,1093592449.79,1093592449.79,207267213.11,129706462.21,96974674.88,85968236.58,236675863.00,100000000.00,120000000.00,117000000.00
Jul 19 2024,NEAR,1092762957.06,1092762957.06,206942622.95,129518072.29,96783025.33,85843373.49,236675863.00,100000000.00,120000000.00,117000000.00
Jul 17 2024,NEAR,1091933464.33,1091933464.33,206618032.79,129329682.37,96591375.77,85718510.41,236675863.00,100000000.00,120000000.00,117000000.00
Jul 15 2024,NEAR,1091103971.60,1091103971.60,206293442.62,129141292.44,96399726.21,85593647.32,236675863.00,100000000.00,120000000.00,117000000.00
Jul 13 2024,NEAR,1090274478.87,1090274478.87,205968852.46,128952902.52,96208076.66,85468784.23,236675863.00,100000000.00,120000000.00,117000000.00
Jul 11 2024,NEAR,1089444986.13,1089444986.13,205644262.30,128764512.60,96016427.10,85343921.14,236675863.00,100000000.00,120000000.00,117000000.00
Jul 09 2024,NEAR,1088615493.40,1088615493.40,205319672.13,128576122.67,95824777.55,85219058.05,236675863.00,100000000.00,120000000.00,117000000.00
Jul 07 2024,NEAR,1087786000.67,1087786000.67,204995081.97,128387732.75,95633127.99,85094194.96,236675863.00,100000000.00,120000000.00,117000000.00
Jul 05 2024,NEAR,1086956507.94,1086956507.94,204670491.80,128199342.83,95441478.44,84969331.87,236675863.00,100000000.00,120000000.00,117000000.00
Jul 03 2024,NEAR,1086127015.21,1086127015.21,204345901.64,128010952.90,95249828.88,84844468.78,236675863.00,100000000.00,120000000.00,117000000.00
Jul 01 2024,NEAR,1085297522.48,1085297522.48,204021311.48,127822562.98,95058179.33,84719605.70,236675863.00,100000000.00,120000000.00,117000000.00
Jun 29 2024,NEAR,1084468029.75,1084468029.75,203696721.31,127634173.06,94866529.77,84594742.61,236675863.00,100000000.00,120000000.00,117000000.00
Jun 27 2024,NEAR,1083638537.02,1083638537.02,203372131.15,127445783.13,94674880.22,84469879.52,236675863.00,100000000.00,120000000.00,117000000.00
Jun 25 2024,NEAR,1082809044.29,1082809044.29,203047540.98,127257393.21,94483230.66,84345016.43,236675863.00,100000000.00,120000000.00,117000000.00
Jun 22 2024,NEAR,1081564805.19,1081564805.19,202560655.74,126974808.32,94195756.33,84157721.80,236675863.00,100000000.00,120000000.00,117000000.00
Jun 20 2024,NEAR,1080735312.46,1080735312.46,202236065.57,126786418.40,94004106.78,84032858.71,236675863.00,100000000.00,120000000.00,117000000.00
Jun 18 2024,NEAR,1079905819.73,1079905819.73,201911475.41,126598028.48,93812457.22,83907995.62,236675863.00,100000000.00,120000000.00,117000000.00
Jun 16 2024,NEAR,1079076327.00,1079076327.00,201586885.25,126409638.55,93620807.67,83783132.53,236675863.00,100000000.00,120000000.00,117000000.00
Jun 14 2024,NEAR,1078246834.27,1078246834.27,201262295.08,126221248.63,93429158.11,83658269.44,236675863.00,100000000.00,120000000.00,117000000.00
Jun 12 2024,NEAR,1077417341.53,1077417341.53,200937704.92,126032858.71,93237508.56,83533406.35,236675863.00,100000000.00,120000000.00,117000000.00
Jun 10 2024,NEAR,1076587848.80,1076587848.80,200613114.75,125844468.78,93045859.00,83408543.26,236675863.00,100000000.00,120000000.00,117000000.00
Jun 08 2024,NEAR,1075758356.07,1075758356.07,200288524.59,125656078.86,92854209.45,83283680.18,236675863.00,100000000.00,120000000.00,117000000.00
Jun 06 2024,NEAR,1074928863.34,1074928863.34,199963934.43,125467688.94,92662559.89,83158817.09,236675863.00,100000000.00,120000000.00,117000000.00
Jun 04 2024,NEAR,1074099370.61,1074099370.61,199639344.26,125279299.01,92470910.34,83033954.00,236675863.00,100000000.00,120000000.00,117000000.00
Jun 02 2024,NEAR,1073269877.88,1073269877.88,199314754.10,125090909.09,92279260.78,82909090.91,236675863.00,100000000.00,120000000.00,117000000.00
May 31 2024,NEAR,1072440385.15,1072440385.15,198990163.93,124902519.17,92087611.23,82784227.82,236675863.00,100000000.00,120000000.00,117000000.00
May 29 2024,NEAR,1071610892.42,1071610892.42,198665573.77,124714129.24,91895961.67,82659364.73,236675863.00,100000000.00,120000000.00,117000000.00
May 27 2024,NEAR,1070781399.69,1070781399.69,198340983.61,124525739.32,91704312.11,82534501.64,236675863.00,100000000.00,120000000.00,117000000.00
May 25 2024,NEAR,1069951906.95,1069951906.95,198016393.44,124337349.40,91512662.56,82409638.55,236675863.00,100000000.00,120000000.00,117000000.00
May 23 2024,NEAR,1069122414.22,1069122414.22,197691803.28,124148959.47,91321013.00,82284775.47,236675863.00,100000000.00,120000000.00,117000000.00
May 21 2024,NEAR,1068292921.49,1068292921.49,197367213.11,123960569.55,91129363.45,82159912.38,236675863.00,100000000.00,120000000.00,117000000.00
May 19 2024,NEAR,1067463428.76,1067463428.76,197042622.95,123772179.63,90937713.89,82035049.29,236675863.00,100000000.00,120000000.00,117000000.00
May 17 2024,NEAR,1066633936.03,1066633936.03,196718032.79,123583789.70,90746064.34,81910186.20,236675863.00,100000000.00,120000000.00,117000000.00
May 15 2024,NEAR,1065804443.30,1065804443.30,196393442.62,123395399.78,90554414.78,81785323.11,236675863.00,100000000.00,120000000.00,117000000.00
May 13 2024,NEAR,1064974950.57,1064974950.57,196068852.46,123207009.86,90362765.23,81660460.02,236675863.00,100000000.00,120000000.00,117000000.00
May 10 2024,NEAR,1063730711.47,1063730711.47,195581967.21,122924424.97,90075290.90,81473165.39,236675863.00,100000000.00,120000000.00,117000000.00
May 08 2024,NEAR,1062901218.74,1062901218.74,195257377.05,122736035.05,89883641.34,81348302.30,236675863.00,100000000.00,120000000.00,117000000.00
May 06 2024,NEAR,1062071726.01,1062071726.01,194932786.89,122547645.13,89691991.79,81223439.21,236675863.00,100000000.00,120000000.00,117000000.00
May 04 2024,NEAR,1061242233.28,1061242233.28,194608196.72,122359255.20,89500342.23,81098576.12,236675863.00,100000000.00,120000000.00,117000000.00
May 02 2024,NEAR,1060412740.55,1060412740.55,194283606.56,122170865.28,89308692.68,80973713.03,236675863.00,100000000.00,120000000.00,117000000.00
Apr 30 2024,NEAR,1059583247.82,1059583247.82,193959016.39,121982475.36,89117043.12,80848849.95,236675863.00,100000000.00,120000000.00,117000000.00
Apr 28 2024,NEAR,1058753755.08,1058753755.08,193634426.23,121794085.43,88925393.57,80723986.86,236675863.00,100000000.00,120000000.00,117000000.00
Apr 26 2024,NEAR,1057924262.35,1057924262.35,193309836.07,121605695.51,88733744.01,80599123.77,236675863.00,100000000.00,120000000.00,117000000.00
Apr 24 2024,NEAR,1057094769.62,1057094769.62,192985245.90,121417305.59,88542094.46,80474260.68,236675863.00,100000000.00,120000000.00,117000000.00
Apr 22 2024,NEAR,1056265276.89,1056265276.89,192660655.74,121228915.66,88350444.90,80349397.59,236675863.00,100000000.00,120000000.00,117000000.00
Apr 20 2024,NEAR,1055435784.16,1055435784.16,192336065.57,121040525.74,88158795.35,80224534.50,236675863.00,100000000.00,120000000.00,117000000.00
Apr 18 2024,NEAR,1054606291.43,1054606291.43,192011475.41,120852135.82,87967145.79,80099671.41,236675863.00,100000000.00,120000000.00,117000000.00
Apr 16 2024,NEAR,1053776798.70,1053776798.70,191686885.25,120663745.89,87775496.24,79974808.32,236675863.00,100000000.00,120000000.00,117000000.00
Apr 14 2024,NEAR,1052947305.97,1052947305.97,191362295.08,120475355.97,87583846.68,79849945.24,236675863.00,100000000.00,120000000.00,117000000.00
Apr 12 2024,NEAR,1052117813.24,1052117813.24,191037704.92,120286966.05,87392197.13,79725082.15,236675863.00,100000000.00,120000000.00,117000000.00
Apr 10 2024,NEAR,1051288320.50,1051288320.50,190713114.75,120098576.12,87200547.57,79600219.06,236675863.00,100000000.00,120000000.00,117000000.00
Apr 08 2024,NEAR,1050458827.77,1050458827.77,190388524.59,119910186.20,87008898.02,79475355.97,236675863.00,100000000.00,120000000.00,117000000.00
Apr 06 2024,NEAR,1049629335.04,1049629335.04,190063934.43,119721796.28,86817248.46,79350492.88,236675863.00,100000000.00,120000000.00,117000000.00
Apr 04 2024,NEAR,1048799842.31,1048799842.31,189739344.26,119533406.35,86625598.90,79225629.79,236675863.00,100000000.00,120000000.00,117000000.00
Apr 02 2024,NEAR,1047970349.58,1047970349.58,189414754.10,119345016.43,86433949.35,79100766.70,236675863.00,100000000.00,120000000.00,117000000.00
Mar 30 2024,NEAR,0,1046726110.48,188927868.85,119062431.54,86146475.02,78913472.07,236675863.00,100000000.00,120000000.00,117000000.00
Mar 28 2024,NEAR,0,1045896617.75,188603278.69,118874041.62,85954825.46,78788608.98,236675863.00,100000000.00,120000000.00,117000000.00
Mar 26 2024,NEAR,0,1045067125.02,188278688.52,118685651.70,85763175.91,78663745.89,236675863.00,100000000.00,120000000.00,117000000.00
Mar 24 2024,NEAR,0,1044237632.29,187954098.36,118497261.77,85571526.35,78538882.80,236675863.00,100000000.00,120000000.00,117000000.00
Mar 22 2024,NEAR,0,1043408139.56,187629508.20,118308871.85,85379876.80,78414019.72,236675863.00,100000000.00,120000000.00,117000000.00
Mar 20 2024,NEAR,0,1042578646.83,187304918.03,118120481.93,85188227.24,78289156.63,236675863.00,100000000.00,120000000.00,117000000.00
Mar 18 2024,NEAR,0,1041749154.10,186980327.87,117932092.00,84996577.69,78164293.54,236675863.00,100000000.00,120000000.00,117000000.00
Mar 16 2024,NEAR,0,1040919661.37,186655737.70,117743702.08,84804928.13,78039430.45,236675863.00,100000000.00,120000000.00,117000000.00
Mar 14 2024,NEAR,0,1040090168.64,186331147.54,117555312.16,84613278.58,77914567.36,236675863.00,100000000.00,120000000.00,117000000.00
Mar 12 2024,NEAR,0,1039260675.90,186006557.38,117366922.23,84421629.02,77789704.27,236675863.00,100000000.00,120000000.00,117000000.00
Mar 10 2024,NEAR,0,1038431183.17,185681967.21,117178532.31,84229979.47,77664841.18,236675863.00,100000000.00,120000000.00,117000000.00
Mar 08 2024,NEAR,0,1037601690.44,185357377.05,116990142.39,84038329.91,77539978.09,236675863.00,100000000.00,120000000.00,117000000.00
Mar 06 2024,NEAR,0,1036772197.71,185032786.89,116801752.46,83846680.36,77415115.01,236675863.00,100000000.00,120000000.00,117000000.00
Mar 04 2024,NEAR,0,1035942704.98,184708196.72,116613362.54,83655030.80,77290251.92,236675863.00,100000000.00,120000000.00,117000000.00
Mar 02 2024,NEAR,0,1035113212.25,184383606.56,116424972.62,83463381.25,77165388.83,236675863.00,100000000.00,120000000.00,117000000.00
Feb 29 2024,NEAR,0,1034283719.52,184059016.39,116236582.69,83271731.69,77040525.74,236675863.00,100000000.00,120000000.00,117000000.00
Feb 27 2024,NEAR,0,1033454226.79,183734426.23,116048192.77,83080082.14,76915662.65,236675863.00,100000000.00,120000000.00,117000000.00
Feb 25 2024,NEAR,0,1032624734.06,183409836.07,115859802.85,82888432.58,76790799.56,236675863.00,100000000.00,120000000.00,117000000.00
Feb 23 2024,NEAR,0,1031795241.32,183085245.90,115671412.92,82696783.03,76665936.47,236675863.00,100000000.00,120000000.00,117000000.00
Feb 21 2024,NEAR,0,1030965748.59,182760655.74,115483023.00,82505133.47,76541073.38,236675863.00,100000000.00,120000000.00,117000000.00
Feb 18 2024,NEAR,0,1029721509.50,182273770.49,115200438.12,82217659.14,76353778.75,236675863.00,100000000.00,120000000.00,117000000.00
Feb 16 2024,NEAR,0,1028892016.77,181949180.33,115012048.19,82026009.58,76228915.66,236675863.00,100000000.00,120000000.00,117000000.00
Feb 14 2024,NEAR,0,1028062524.03,181624590.16,114823658.27,81834360.03,76104052.57,236675863.00,100000000.00,120000000.00,117000000.00
Feb 12 2024,NEAR,0,1027233031.30,181300000.00,114635268.35,81642710.47,75979189.49,236675863.00,100000000.00,120000000.00,117000000.00
Feb 10 2024,NEAR,0,1026403538.57,180975409.84,114446878.42,81451060.92,75854326.40,236675863.00,100000000.00,120000000.00,117000000.00
Feb 08 2024,NEAR,0,1025574045.84,180650819.67,114258488.50,81259411.36,75729463.31,236675863.00,100000000.00,120000000.00,117000000.00
Feb 06 2024,NEAR,0,1024744553.11,180326229.51,114070098.58,81067761.81,75604600.22,236675863.00,100000000.00,120000000.00,117000000.00
Feb 04 2024,NEAR,0,1023915060.38,180001639.34,113881708.65,80876112.25,75479737.13,236675863.00,100000000.00,120000000.00,117000000.00
Feb 02 2024,NEAR,0,1023085567.65,179677049.18,113693318.73,80684462.70,75354874.04,236675863.00,100000000.00,120000000.00,117000000.00
Jan 31 2024,NEAR,0,1022256074.92,179352459.02,113504928.81,80492813.14,75230010.95,236675863.00,100000000.00,120000000.00,117000000.00
Jan 29 2024,NEAR,0,1021426582.19,179027868.85,113316538.88,80301163.59,75105147.86,236675863.00,100000000.00,120000000.00,117000000.00
Jan 27 2024,NEAR,0,1020597089.45,178703278.69,113128148.96,80109514.03,74980284.78,236675863.00,100000000.00,120000000.00,117000000.00
Jan 25 2024,NEAR,0,1019767596.72,178378688.52,112939759.04,79917864.48,74855421.69,236675863.00,100000000.00,120000000.00,117000000.00
Jan 23 2024,NEAR,0,1018938103.99,178054098.36,112751369.11,79726214.92,74730558.60,236675863.00,100000000.00,120000000.00,117000000.00
Jan 21 2024,NEAR,0,1018108611.26,177729508.20,112562979.19,79534565.37,74605695.51,236675863.00,100000000.00,120000000.00,117000000.00
Jan 19 2024,NEAR,0,1017279118.53,177404918.03,112374589.27,79342915.81,74480832.42,236675863.00,100000000.00,120000000.00,117000000.00
Jan 17 2024,NEAR,0,1016449625.80,177080327.87,112186199.34,79151266.26,74355969.33,236675863.00,100000000.00,120000000.00,117000000.00
Jan 15 2024,NEAR,0,1015620133.07,176755737.70,111997809.42,78959616.70,74231106.24,236675863.00,100000000.00,120000000.00,117000000.00
Jan 13 2024,NEAR,0,1014790640.34,176431147.54,111809419.50,78767967.15,74106243.15,236675863.00,100000000.00,120000000.00,117000000.00
Jan 11 2024,NEAR,0,1013961147.61,176106557.38,111621029.57,78576317.59,73981380.07,236675863.00,100000000.00,120000000.00,117000000.00
Jan 08 2024,NEAR,0,1012716908.51,175619672.13,111338444.69,78288843.26,73794085.43,236675863.00,100000000.00,120000000.00,117000000.00
Jan 06 2024,NEAR,0,1011887415.78,175295081.97,111150054.76,78097193.70,73669222.34,236675863.00,100000000.00,120000000.00,117000000.00
Jan 04 2024,NEAR,0,1011057923.05,174970491.80,110961664.84,77905544.15,73544359.26,236675863.00,100000000.00,120000000.00,117000000.00
Jan 02 2024,NEAR,0,1010228430.32,174645901.64,110773274.92,77713894.59,73419496.17,236675863.00,100000000.00,120000000.00,117000000.00
Dec 31 2023,NEAR,0,1009398937.59,174321311.48,110584884.99,77522245.04,73294633.08,236675863.00,100000000.00,120000000.00,117000000.00
Dec 29 2023,NEAR,0,1008569444.85,173996721.31,110396495.07,77330595.48,73169769.99,236675863.00,100000000.00,120000000.00,117000000.00
Dec 27 2023,NEAR,0,1007739952.12,173672131.15,110208105.15,77138945.93,73044906.90,236675863.00,100000000.00,120000000.00,117000000.00
Dec 25 2023,NEAR,0,1006910459.39,173347540.98,110019715.22,76947296.37,72920043.81,236675863.00,100000000.00,120000000.00,117000000.00
Dec 23 2023,NEAR,0,1006080966.66,173022950.82,109831325.30,76755646.82,72795180.72,236675863.00,100000000.00,120000000.00,117000000.00
Dec 21 2023,NEAR,0,1005251473.93,172698360.66,109642935.38,76563997.26,72670317.63,236675863.00,100000000.00,120000000.00,117000000.00
Dec 19 2023,NEAR,0,1004421981.20,172373770.49,109454545.45,76372347.71,72545454.55,236675863.00,100000000.00,120000000.00,117000000.00
Dec 17 2023,NEAR,0,1003592488.47,172049180.33,109266155.53,76180698.15,72420591.46,236675863.00,100000000.00,120000000.00,117000000.00
Dec 15 2023,NEAR,0,1002762995.74,171724590.16,109077765.61,75989048.60,72295728.37,236675863.00,100000000.00,120000000.00,117000000.00
Dec 13 2023,NEAR,0,1001933503.01,171400000.00,108889375.68,75797399.04,72170865.28,236675863.00,100000000.00,120000000.00,117000000.00
Dec 11 2023,NEAR,0,1001104010.27,171075409.84,108700985.76,75605749.49,72046002.19,236675863.00,100000000.00,120000000.00,117000000.00
Dec 09 2023,NEAR,0,1000274517.54,170750819.67,108512595.84,75414099.93,71921139.10,236675863.00,100000000.00,120000000.00,117000000.00
Dec 07 2023,NEAR,0,999445024.81,170426229.51,108324205.91,75222450.38,71796276.01,236675863.00,100000000.00,120000000.00,117000000.00
Dec 05 2023,NEAR,0,998615532.08,170101639.34,108135815.99,75030800.82,71671412.92,236675863.00,100000000.00,120000000.00,117000000.00
Dec 03 2023,NEAR,0,997786039.35,169777049.18,107947426.07,74839151.27,71546549.84,236675863.00,100000000.00,120000000.00,117000000.00
Dec 01 2023,NEAR,0,996956546.62,169452459.02,107759036.14,74647501.71,71421686.75,236675863.00,100000000.00,120000000.00,117000000.00
Nov 29 2023,NEAR,0,996127053.89,169127868.85,107570646.22,74455852.16,71296823.66,236675863.00,100000000.00,120000000.00,117000000.00
Nov 26 2023,NEAR,0,994882814.79,168640983.61,107288061.34,74168377.82,71109529.03,236675863.00,100000000.00,120000000.00,117000000.00
Nov 24 2023,NEAR,0,994053322.06,168316393.44,107099671.41,73976728.27,70984665.94,236675863.00,100000000.00,120000000.00,117000000.00
Nov 22 2023,NEAR,0,993223829.33,167991803.28,106911281.49,73785078.71,70859802.85,236675863.00,100000000.00,120000000.00,117000000.00
Nov 20 2023,NEAR,0,992394336.60,167667213.11,106722891.57,73593429.16,70734939.76,236675863.00,100000000.00,120000000.00,117000000.00
Nov 18 2023,NEAR,0,991564843.87,167342622.95,106534501.64,73401779.60,70610076.67,236675863.00,100000000.00,120000000.00,117000000.00
Nov 16 2023,NEAR,0,990735351.14,167018032.79,106346111.72,73210130.05,70485213.58,236675863.00,100000000.00,120000000.00,117000000.00
Nov 14 2023,NEAR,0,989905858.40,166693442.62,106157721.80,73018480.49,70360350.49,236675863.00,100000000.00,120000000.00,117000000.00
Nov 12 2023,NEAR,0,989076365.67,166368852.46,105969331.87,72826830.94,70235487.40,236675863.00,100000000.00,120000000.00,117000000.00
Nov 10 2023,NEAR,0,988246872.94,166044262.30,105780941.95,72635181.38,70110624.32,236675863.00,100000000.00,120000000.00,117000000.00
Nov 08 2023,NEAR,0,987417380.21,165719672.13,105592552.03,72443531.83,69985761.23,236675863.00,100000000.00,120000000.00,117000000.00
Nov 06 2023,NEAR,0,986587887.48,165395081.97,105404162.10,72251882.27,69860898.14,236675863.00,100000000.00,120000000.00,117000000.00
Nov 04 2023,NEAR,0,985758394.75,165070491.80,105215772.18,72060232.72,69736035.05,236675863.00,100000000.00,120000000.00,117000000.00
Nov 02 2023,NEAR,0,984928902.02,164745901.64,105027382.26,71868583.16,69611171.96,236675863.00,100000000.00,120000000.00,117000000.00
Oct 31 2023,NEAR,0,984099409.29,164421311.48,104838992.33,71676933.61,69486308.87,236675863.00,100000000.00,120000000.00,117000000.00
Oct 29 2023,NEAR,0,983269916.56,164096721.31,104650602.41,71485284.05,69361445.78,236675863.00,100000000.00,120000000.00,117000000.00
Oct 27 2023,NEAR,0,982440423.83,163772131.15,104462212.49,71293634.50,69236582.69,236675863.00,100000000.00,120000000.00,117000000.00
Oct 25 2023,NEAR,0,981610931.09,163447540.98,104273822.56,71101984.94,69111719.61,236675863.00,100000000.00,120000000.00,117000000.00
Oct 23 2023,NEAR,0,980781438.36,163122950.82,104085432.64,70910335.39,68986856.52,236675863.00,100000000.00,120000000.00,117000000.00
Oct 21 2023,NEAR,0,979951945.63,162798360.66,103897042.72,70718685.83,68861993.43,236675863.00,100000000.00,120000000.00,117000000.00
Oct 19 2023,NEAR,0,979122452.90,162473770.49,103708652.79,70527036.28,68737130.34,236675863.00,100000000.00,120000000.00,117000000.00
Oct 16 2023,NEAR,0,977878213.80,161986885.25,103426067.91,70239561.94,68549835.71,236675863.00,100000000.00,120000000.00,117000000.00
Oct 14 2023,NEAR,0,977048721.07,161662295.08,103237677.98,70047912.39,68424972.62,236675863.00,100000000.00,120000000.00,117000000.00
Oct 12 2023,NEAR,0,976157254.98,161344931.51,103049288.06,69856262.83,68300109.53,236606663.05,100000000.00,120000000.00,117000000.00
Oct 10 2023,NEAR,0,975203815.52,161034794.52,102860898.14,69664613.28,68175246.44,236468263.14,100000000.00,120000000.00,117000000.00
Oct 08 2023,NEAR,0,974250376.06,160724657.53,102672508.21,69472963.72,68050383.35,236329863.23,100000000.00,120000000.00,117000000.00
Oct 06 2023,NEAR,0,973296936.60,160414520.55,102484118.29,69281314.17,67925520.26,236191463.33,100000000.00,120000000.00,117000000.00
Oct 04 2023,NEAR,0,972343497.14,160104383.56,102295728.37,69089664.61,67800657.17,236053063.42,100000000.00,120000000.00,117000000.00
Oct 02 2023,NEAR,0,971390057.68,159794246.58,102107338.44,68898015.06,67675794.09,235914663.51,100000000.00,120000000.00,117000000.00
Sep 30 2023,NEAR,0,970436618.22,159484109.59,101918948.52,68706365.50,67550931.00,235776263.61,100000000.00,120000000.00,117000000.00
Sep 28 2023,NEAR,0,969483178.76,159173972.60,101730558.60,68514715.95,67426067.91,235637863.70,100000000.00,120000000.00,117000000.00
Sep 26 2023,NEAR,0,968529739.30,158863835.62,101542168.67,68323066.39,67301204.82,235499463.79,100000000.00,120000000.00,117000000.00
Sep 24 2023,NEAR,0,967576299.83,158553698.63,101353778.75,68131416.84,67176341.73,235361063.88,100000000.00,120000000.00,117000000.00
Sep 22 2023,NEAR,0,966622860.37,158243561.64,101165388.83,67939767.28,67051478.64,235222663.98,100000000.00,120000000.00,117000000.00
Sep 20 2023,NEAR,0,965669420.91,157933424.66,100976998.90,67748117.73,66926615.55,235084264.07,100000000.00,120000000.00,117000000.00
Sep 18 2023,NEAR,0,964715981.45,157623287.67,100788608.98,67556468.17,66801752.46,234945864.16,100000000.00,120000000.00,117000000.00
Sep 16 2023,NEAR,0,963762541.99,157313150.68,100600219.06,67364818.62,66676889.38,234807464.26,100000000.00,120000000.00,117000000.00
Sep 14 2023,NEAR,0,962809102.53,157003013.70,100411829.13,67173169.06,66552026.29,234669064.35,100000000.00,120000000.00,117000000.00
Sep 12 2023,NEAR,0,961855663.07,156692876.71,100223439.21,66981519.51,66427163.20,234530664.44,100000000.00,120000000.00,117000000.00
Sep 10 2023,NEAR,0,960902223.61,156382739.73,100035049.29,66789869.95,66302300.11,234392264.54,100000000.00,120000000.00,117000000.00
Sep 08 2023,NEAR,0,959948784.15,156072602.74,99846659.36,66598220.40,66177437.02,234253864.63,100000000.00,120000000.00,117000000.00
Sep 05 2023,NEAR,0,958518624.96,155607397.26,99564074.48,66310746.06,65990142.39,234046264.77,100000000.00,120000000.00,117000000.00
Sep 03 2023,NEAR,0,957565185.50,155297260.27,99375684.56,66119096.51,65865279.30,233907864.86,100000000.00,120000000.00,117000000.00
Sep 01 2023,NEAR,0,956611746.04,154987123.29,99187294.63,65927446.95,65740416.21,233769464.96,100000000.00,120000000.00,117000000.00
Aug 30 2023,NEAR,0,955658306.58,154676986.30,98998904.71,65735797.40,65615553.12,233631065.05,100000000.00,120000000.00,117000000.00
Aug 28 2023,NEAR,0,954704867.12,154366849.32,98810514.79,65544147.84,65490690.03,233492665.14,100000000.00,120000000.00,117000000.00
Aug 26 2023,NEAR,0,953751427.66,154056712.33,98622124.86,65352498.29,65365826.94,233354265.24,100000000.00,120000000.00,117000000.00
Aug 24 2023,NEAR,0,952797988.20,153746575.34,98433734.94,65160848.73,65240963.86,233215865.33,100000000.00,120000000.00,117000000.00
Aug 22 2023,NEAR,0,951844548.74,153436438.36,98245345.02,64969199.18,65116100.77,233077465.42,100000000.00,120000000.00,117000000.00
Aug 20 2023,NEAR,0,950891109.28,153126301.37,98056955.09,64777549.62,64991237.68,232939065.52,100000000.00,120000000.00,117000000.00
Aug 18 2023,NEAR,0,949937669.82,152816164.38,97868565.17,64585900.07,64866374.59,232800665.61,100000000.00,120000000.00,117000000.00
Aug 16 2023,NEAR,0,948984230.36,152506027.40,97680175.25,64394250.51,64741511.50,232662265.70,100000000.00,120000000.00,117000000.00
Aug 14 2023,NEAR,0,948030790.90,152195890.41,97491785.32,64202600.96,64616648.41,232523865.79,100000000.00,120000000.00,117000000.00
Aug 12 2023,NEAR,0,947077351.44,151885753.42,97303395.40,64010951.40,64491785.32,232385465.89,100000000.00,120000000.00,117000000.00
Aug 10 2023,NEAR,0,946123911.98,151575616.44,97115005.48,63819301.85,64366922.23,232247065.98,100000000.00,120000000.00,117000000.00
Aug 08 2023,NEAR,0,945170472.52,151265479.45,96926615.55,63627652.29,64242059.15,232108666.07,100000000.00,120000000.00,117000000.00
Aug 06 2023,NEAR,0,944217033.06,150955342.47,96738225.63,63436002.74,64117196.06,231970266.17,100000000.00,120000000.00,117000000.00
Aug 04 2023,NEAR,0,943263593.60,150645205.48,96549835.71,63244353.18,63992332.97,231831866.26,100000000.00,120000000.00,117000000.00
Aug 02 2023,NEAR,0,942310154.14,150335068.49,96361445.78,63052703.63,63867469.88,231693466.35,100000000.00,120000000.00,117000000.00
Jul 31 2023,NEAR,0,941356714.68,150024931.51,96173055.86,62861054.07,63742606.79,231555066.45,100000000.00,120000000.00,117000000.00
Jul 29 2023,NEAR,0,940403275.22,149714794.52,95984665.94,62669404.52,63617743.70,231416666.54,100000000.00,120000000.00,117000000.00
