Date,Symbol,Available Supply,Unlocked Supply,AGIX-ADA Utility,Campaign Supporters,SingularityNET Foundation,Founders,Reward Pool,Token Sale
Mar 22 2042,AGIX,1977483864.40,1977483864.40,977483864.40,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Mar 11 2042,AGIX,1977483864.40,1977483864.40,977483864.40,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Feb 28 2042,AGIX,1977483864.40,1977483864.40,977483864.40,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Feb 16 2042,AGIX,1977140979.10,1977140979.10,977140979.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Feb 05 2042,AGIX,1977140979.10,1977140979.10,977140979.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jan 25 2042,AGIX,1976792872.20,1976792872.20,976792872.20,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jan 14 2042,AGIX,1976792872.20,1976792872.20,976792872.20,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jan 03 2042,AGIX,1976792872.20,1976792872.20,976792872.20,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Dec 22 2041,AGIX,1976439464.20,1976439464.20,976439464.20,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Dec 11 2041,AGIX,1976439464.20,1976439464.20,976439464.20,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Nov 30 2041,AGIX,1976439464.20,1976439464.20,976439464.20,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Nov 19 2041,AGIX,1976080674.30,1976080674.30,976080674.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Nov 07 2041,AGIX,1976080674.30,1976080674.30,976080674.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Oct 27 2041,AGIX,1975716420.60,1975716420.60,975716420.60,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Oct 16 2041,AGIX,1975716420.60,1975716420.60,975716420.60,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Oct 05 2041,AGIX,1975716420.60,1975716420.60,975716420.60,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Sep 24 2041,AGIX,1975346619.90,1975346619.90,975346619.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Sep 12 2041,AGIX,1975346619.90,1975346619.90,975346619.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Sep 01 2041,AGIX,1975346619.90,1975346619.90,975346619.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Aug 21 2041,AGIX,1974971187.70,1974971187.70,974971187.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Aug 10 2041,AGIX,1974971187.70,1974971187.70,974971187.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jul 29 2041,AGIX,1974971187.70,1974971187.70,974971187.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jul 18 2041,AGIX,1974590038.30,1974590038.30,974590038.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jul 07 2041,AGIX,1974590038.30,1974590038.30,974590038.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jun 26 2041,AGIX,1974203084.50,1974203084.50,974203084.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jun 15 2041,AGIX,1974203084.50,1974203084.50,974203084.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jun 03 2041,AGIX,1974203084.50,1974203084.50,974203084.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
May 23 2041,AGIX,1973810238.10,1973810238.10,973810238.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
May 12 2041,AGIX,1973810238.10,1973810238.10,973810238.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
May 01 2041,AGIX,1973810238.10,1973810238.10,973810238.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Apr 19 2041,AGIX,1973411409.30,1973411409.30,973411409.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Apr 08 2041,AGIX,1973411409.30,1973411409.30,973411409.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Mar 28 2041,AGIX,1973411409.30,1973411409.30,973411409.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Mar 17 2041,AGIX,1973006506.90,1973006506.90,973006506.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Mar 06 2041,AGIX,1973006506.90,1973006506.90,973006506.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Feb 22 2041,AGIX,1972595438.40,1972595438.40,972595438.40,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Feb 11 2041,AGIX,1972595438.40,1972595438.40,972595438.40,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jan 31 2041,AGIX,1972595438.40,1972595438.40,972595438.40,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jan 20 2041,AGIX,1972178110.10,1972178110.10,972178110.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jan 08 2041,AGIX,1972178110.10,1972178110.10,972178110.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Dec 28 2040,AGIX,1972178110.10,1972178110.10,972178110.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Dec 17 2040,AGIX,1971754426.50,1971754426.50,971754426.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Dec 06 2040,AGIX,1971754426.50,1971754426.50,971754426.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Nov 25 2040,AGIX,1971324290.80,1971324290.80,971324290.80,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Nov 13 2040,AGIX,1971324290.80,1971324290.80,971324290.80,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Nov 02 2040,AGIX,1971324290.80,1971324290.80,971324290.80,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Oct 22 2040,AGIX,1970887604.90,1970887604.90,970887604.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Oct 11 2040,AGIX,1970887604.90,1970887604.90,970887604.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Sep 29 2040,AGIX,1970887604.90,1970887604.90,970887604.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Sep 18 2040,AGIX,1970444268.90,1970444268.90,970444268.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Sep 07 2040,AGIX,1970444268.90,1970444268.90,970444268.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Aug 27 2040,AGIX,1969994181.70,1969994181.70,969994181.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Aug 16 2040,AGIX,1969994181.70,1969994181.70,969994181.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Aug 04 2040,AGIX,1969994181.70,1969994181.70,969994181.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jul 24 2040,AGIX,1969537240.30,1969537240.30,969537240.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jul 13 2040,AGIX,1969537240.30,1969537240.30,969537240.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jul 02 2040,AGIX,1969537240.30,1969537240.30,969537240.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jun 20 2040,AGIX,1969073340.40,1969073340.40,969073340.40,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jun 09 2040,AGIX,1969073340.40,1969073340.40,969073340.40,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
May 29 2040,AGIX,1969073340.40,1969073340.40,969073340.40,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
May 18 2040,AGIX,1968602376.00,1968602376.00,968602376.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
May 07 2040,AGIX,1968602376.00,1968602376.00,968602376.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Apr 25 2040,AGIX,1968124239.60,1968124239.60,968124239.60,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Apr 14 2040,AGIX,1968124239.60,1968124239.60,968124239.60,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Apr 03 2040,AGIX,1968124239.60,1968124239.60,968124239.60,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Mar 23 2040,AGIX,1967638821.90,1967638821.90,967638821.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Mar 11 2040,AGIX,1967638821.90,1967638821.90,967638821.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Feb 29 2040,AGIX,1967638821.90,1967638821.90,967638821.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Feb 18 2040,AGIX,1967146012.10,1967146012.10,967146012.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Feb 07 2040,AGIX,1967146012.10,1967146012.10,967146012.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jan 27 2040,AGIX,1966645697.60,1966645697.60,966645697.60,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jan 15 2040,AGIX,1966645697.60,1966645697.60,966645697.60,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jan 04 2040,AGIX,1966645697.60,1966645697.60,966645697.60,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Dec 24 2039,AGIX,1966137764.10,1966137764.10,966137764.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Dec 13 2039,AGIX,1966137764.10,1966137764.10,966137764.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Dec 01 2039,AGIX,1966137764.10,1966137764.10,966137764.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Nov 20 2039,AGIX,1965622095.50,1965622095.50,965622095.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Nov 09 2039,AGIX,1965622095.50,1965622095.50,965622095.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Oct 29 2039,AGIX,1965622095.50,1965622095.50,965622095.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Oct 18 2039,AGIX,1965098574.10,1965098574.10,965098574.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Oct 06 2039,AGIX,1965098574.10,1965098574.10,965098574.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Sep 25 2039,AGIX,1964567080.30,1964567080.30,964567080.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Sep 14 2039,AGIX,1964567080.30,1964567080.30,964567080.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Sep 03 2039,AGIX,1964567080.30,1964567080.30,964567080.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Aug 22 2039,AGIX,1964027492.70,1964027492.70,964027492.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Aug 11 2039,AGIX,1964027492.70,1964027492.70,964027492.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jul 31 2039,AGIX,1964027492.70,1964027492.70,964027492.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jul 20 2039,AGIX,1963479688.00,1963479688.00,963479688.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jul 09 2039,AGIX,1963479688.00,1963479688.00,963479688.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jun 27 2039,AGIX,1962923541.10,1962923541.10,962923541.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jun 16 2039,AGIX,1962923541.10,1962923541.10,962923541.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jun 05 2039,AGIX,1962923541.10,1962923541.10,962923541.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
May 25 2039,AGIX,1962358925.00,1962358925.00,962358925.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
May 13 2039,AGIX,1962358925.00,1962358925.00,962358925.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
May 02 2039,AGIX,1962358925.00,1962358925.00,962358925.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Apr 21 2039,AGIX,1961785710.70,1961785710.70,961785710.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Apr 10 2039,AGIX,1961785710.70,1961785710.70,961785710.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Mar 30 2039,AGIX,1961785710.70,1961785710.70,961785710.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Mar 18 2039,AGIX,1961203767.20,1961203767.20,961203767.20,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Mar 07 2039,AGIX,1961203767.20,1961203767.20,961203767.20,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Feb 24 2039,AGIX,1960612961.60,1960612961.60,960612961.60,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Feb 13 2039,AGIX,1960612961.60,1960612961.60,960612961.60,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Feb 01 2039,AGIX,1960612961.60,1960612961.60,960612961.60,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jan 21 2039,AGIX,1960013159.00,1960013159.00,960013159.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jan 10 2039,AGIX,1960013159.00,1960013159.00,960013159.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Dec 30 2038,AGIX,1960013159.00,1960013159.00,960013159.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Dec 19 2038,AGIX,1959404222.30,1959404222.30,959404222.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Dec 07 2038,AGIX,1959404222.30,1959404222.30,959404222.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Nov 26 2038,AGIX,1958786012.50,1958786012.50,958786012.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Nov 15 2038,AGIX,1958786012.50,1958786012.50,958786012.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Nov 04 2038,AGIX,1958786012.50,1958786012.50,958786012.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Oct 23 2038,AGIX,1958158388.30,1958158388.30,958158388.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Oct 12 2038,AGIX,1958158388.30,1958158388.30,958158388.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Oct 01 2038,AGIX,1958158388.30,1958158388.30,958158388.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Sep 20 2038,AGIX,1957521206.40,1957521206.40,957521206.40,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Sep 09 2038,AGIX,1957521206.40,1957521206.40,957521206.40,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Aug 28 2038,AGIX,1957521206.40,1957521206.40,957521206.40,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Aug 17 2038,AGIX,1956874321.20,1956874321.20,956874321.20,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Aug 06 2038,AGIX,1956874321.20,1956874321.20,956874321.20,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jul 26 2038,AGIX,1956217585.00,1956217585.00,956217585.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jul 14 2038,AGIX,1956217585.00,1956217585.00,956217585.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jul 03 2038,AGIX,1956217585.00,1956217585.00,956217585.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jun 22 2038,AGIX,1955550847.70,1955550847.70,955550847.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jun 11 2038,AGIX,1955550847.70,1955550847.70,955550847.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
May 31 2038,AGIX,1955550847.70,1955550847.70,955550847.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
May 19 2038,AGIX,1954873957.10,1954873957.10,954873957.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
May 08 2038,AGIX,1954873957.10,1954873957.10,954873957.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Apr 27 2038,AGIX,1954186758.50,1954186758.50,954186758.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Apr 16 2038,AGIX,1954186758.50,1954186758.50,954186758.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Apr 04 2038,AGIX,1954186758.50,1954186758.50,954186758.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Mar 24 2038,AGIX,1953489094.90,1953489094.90,953489094.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Mar 13 2038,AGIX,1953489094.90,1953489094.90,953489094.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Mar 02 2038,AGIX,1953489094.90,1953489094.90,953489094.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Feb 19 2038,AGIX,1952780807.00,1952780807.00,952780807.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Feb 07 2038,AGIX,1952780807.00,1952780807.00,952780807.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jan 27 2038,AGIX,1952061733.00,1952061733.00,952061733.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jan 16 2038,AGIX,1952061733.00,1952061733.00,952061733.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jan 05 2038,AGIX,1952061733.00,1952061733.00,952061733.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Dec 24 2037,AGIX,1951331708.60,1951331708.60,951331708.60,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Dec 13 2037,AGIX,1951331708.60,1951331708.60,951331708.60,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Dec 02 2037,AGIX,1951331708.60,1951331708.60,951331708.60,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Nov 21 2037,AGIX,1950590567.10,1950590567.10,950590567.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Nov 10 2037,AGIX,1950590567.10,1950590567.10,950590567.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Oct 29 2037,AGIX,1950590567.10,1950590567.10,950590567.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Oct 18 2037,AGIX,1949838139.20,1949838139.20,949838139.20,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Oct 07 2037,AGIX,1949838139.20,1949838139.20,949838139.20,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Sep 26 2037,AGIX,1949074253.00,1949074253.00,949074253.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Sep 14 2037,AGIX,1949074253.00,1949074253.00,949074253.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Sep 03 2037,AGIX,1949074253.00,1949074253.00,949074253.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Aug 23 2037,AGIX,1948298734.00,1948298734.00,948298734.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Aug 12 2037,AGIX,1948298734.00,1948298734.00,948298734.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Aug 01 2037,AGIX,1948298734.00,1948298734.00,948298734.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jul 20 2037,AGIX,1947511405.10,1947511405.10,947511405.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jul 09 2037,AGIX,1947511405.10,1947511405.10,947511405.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jun 28 2037,AGIX,1947511405.10,1947511405.10,947511405.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jun 17 2037,AGIX,1946712086.40,1946712086.40,946712086.40,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jun 05 2037,AGIX,1946712086.40,1946712086.40,946712086.40,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
May 25 2037,AGIX,1945900595.30,1945900595.30,945900595.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
May 14 2037,AGIX,1945900595.30,1945900595.30,945900595.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
May 03 2037,AGIX,1945900595.30,1945900595.30,945900595.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Apr 22 2037,AGIX,1945076746.50,1945076746.50,945076746.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Apr 10 2037,AGIX,1945076746.50,1945076746.50,945076746.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Mar 30 2037,AGIX,1945076746.50,1945076746.50,945076746.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Mar 19 2037,AGIX,1944240351.80,1944240351.80,944240351.80,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Mar 08 2037,AGIX,1944240351.80,1944240351.80,944240351.80,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Feb 24 2037,AGIX,1943391220.10,1943391220.10,943391220.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Feb 13 2037,AGIX,1943391220.10,1943391220.10,943391220.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Feb 02 2037,AGIX,1943391220.10,1943391220.10,943391220.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jan 22 2037,AGIX,1942529157.50,1942529157.50,942529157.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jan 11 2037,AGIX,1942529157.50,1942529157.50,942529157.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Dec 30 2036,AGIX,1942529157.50,1942529157.50,942529157.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Dec 19 2036,AGIX,1941653967.00,1941653967.00,941653967.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Dec 08 2036,AGIX,1941653967.00,1941653967.00,941653967.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Nov 27 2036,AGIX,1940765448.70,1940765448.70,940765448.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Nov 15 2036,AGIX,1940765448.70,1940765448.70,940765448.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Nov 04 2036,AGIX,1940765448.70,1940765448.70,940765448.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Oct 24 2036,AGIX,1939863399.70,1939863399.70,939863399.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Oct 13 2036,AGIX,1939863399.70,1939863399.70,939863399.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Oct 02 2036,AGIX,1939863399.70,1939863399.70,939863399.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Sep 20 2036,AGIX,1938947613.90,1938947613.90,938947613.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Sep 09 2036,AGIX,1938947613.90,1938947613.90,938947613.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Aug 29 2036,AGIX,1938947613.90,1938947613.90,938947613.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Aug 18 2036,AGIX,1938017882.10,1938017882.10,938017882.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Aug 06 2036,AGIX,1938017882.10,1938017882.10,938017882.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jul 26 2036,AGIX,1937073992.00,1937073992.00,937073992.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jul 15 2036,AGIX,1937073992.00,1937073992.00,937073992.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jul 04 2036,AGIX,1937073992.00,1937073992.00,937073992.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jun 23 2036,AGIX,1936115727.90,1936115727.90,936115727.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jun 11 2036,AGIX,1936115727.90,1936115727.90,936115727.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
May 31 2036,AGIX,1936115727.90,1936115727.90,936115727.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
May 20 2036,AGIX,1935142871.00,1935142871.00,935142871.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
May 09 2036,AGIX,1935142871.00,1935142871.00,935142871.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Apr 27 2036,AGIX,1934155199.00,1934155199.00,934155199.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Apr 16 2036,AGIX,1934155199.00,1934155199.00,934155199.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Apr 05 2036,AGIX,1934155199.00,1934155199.00,934155199.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Mar 25 2036,AGIX,1933152486.30,1933152486.30,933152486.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Mar 14 2036,AGIX,1933152486.30,1933152486.30,933152486.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Mar 02 2036,AGIX,1933152486.30,1933152486.30,933152486.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Feb 20 2036,AGIX,1932134503.80,1932134503.80,932134503.80,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Feb 09 2036,AGIX,1932134503.80,1932134503.80,932134503.80,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jan 29 2036,AGIX,1932134503.80,1932134503.80,932134503.80,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jan 17 2036,AGIX,1931101019.10,1931101019.10,931101019.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jan 06 2036,AGIX,1931101019.10,1931101019.10,931101019.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Dec 26 2035,AGIX,1930051796.10,1930051796.10,930051796.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Dec 15 2035,AGIX,1930051796.10,1930051796.10,930051796.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Dec 04 2035,AGIX,1930051796.10,1930051796.10,930051796.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Nov 22 2035,AGIX,1928986595.00,1928986595.00,928986595.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Nov 11 2035,AGIX,1928986595.00,1928986595.00,928986595.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Oct 31 2035,AGIX,1928986595.00,1928986595.00,928986595.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Oct 20 2035,AGIX,1927905172.60,1927905172.60,927905172.60,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Oct 08 2035,AGIX,1927905172.60,1927905172.60,927905172.60,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Sep 27 2035,AGIX,1926807281.80,1926807281.80,926807281.80,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Sep 16 2035,AGIX,1926807281.80,1926807281.80,926807281.80,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Sep 05 2035,AGIX,1926807281.80,1926807281.80,926807281.80,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Aug 25 2035,AGIX,1925692671.90,1925692671.90,925692671.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Aug 13 2035,AGIX,1925692671.90,1925692671.90,925692671.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Aug 02 2035,AGIX,1925692671.90,1925692671.90,925692671.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jul 22 2035,AGIX,1924561088.20,1924561088.20,924561088.20,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
