Date,Symbol,Available Supply,Unlocked Supply,Liquidity Mining,Founder advisors investor,Initial Liquidity Mining,Options,Ecosystem,Fundraising
Dec 06 2020,BAL,0,21770933.01,3190000.00,645933.01,435000.00,2500000.00,5000000.00,10000000.00
Nov 25 2020,BAL,0,21583639.78,3045000.00,603639.78,435000.00,2500000.00,5000000.00,10000000.00
Nov 14 2020,BAL,0,21251346.55,2755000.00,561346.55,435000.00,2500000.00,5000000.00,10000000.00
Nov 03 2020,BAL,0,20919053.32,2465000.00,519053.32,435000.00,2500000.00,5000000.00,10000000.00
Oct 22 2020,BAL,0,20727915.24,2320000.00,472915.24,435000.00,2500000.00,5000000.00,10000000.00
Oct 11 2020,BAL,0,20395622.01,2030000.00,430622.01,435000.00,2500000.00,5000000.00,10000000.00
Sep 30 2020,BAL,0,20208328.78,1885000.00,388328.78,435000.00,2500000.00,5000000.00,10000000.00
Sep 19 2020,BAL,0,19876035.54,1595000.00,346035.54,435000.00,2500000.00,5000000.00,10000000.00
Sep 08 2020,BAL,0,19543742.31,1305000.00,303742.31,435000.00,2500000.00,5000000.00,10000000.00
Aug 27 2020,BAL,0,19352604.24,1160000.00,257604.24,435000.00,2500000.00,5000000.00,10000000.00
Aug 16 2020,BAL,0,19020311.00,870000.00,215311.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 05 2020,BAL,0,18833017.77,725000.00,173017.77,435000.00,2500000.00,5000000.00,10000000.00
Jul 25 2020,BAL,0,18500724.54,435000.00,130724.54,435000.00,2500000.00,5000000.00,10000000.00
Jul 13 2020,BAL,0,18164586.47,145000.00,84586.47,435000.00,2500000.00,5000000.00,10000000.00
Jul 02 2020,BAL,0,17977293.23,0,42293.23,435000.00,2500000.00,5000000.00,10000000.00
Jun 21 2020,BAL,0.00,0.00,0,0,0,0,0,0
