Date,Symbol,Price,Available Supply,Unlocked Supply,Block Rewards,Interchain Foundation,Seed Contributors,Public Fund Raisers,All in Bits Inc (Tendermint Inc.),Strategic and Early Adopters
Dec 31 2030,ATOM,0,747027647.62,747027647.62,510828689.62,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 30 2030,ATOM,0,746839344.25,746839344.25,510640386.25,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 29 2030,ATOM,0,746651040.88,746651040.88,510452082.88,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 28 2030,ATOM,0,746462737.51,746462737.51,510263779.51,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 27 2030,ATOM,0,746274434.14,746274434.14,510075476.14,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 26 2030,ATOM,0,746086130.77,746086130.77,509887172.77,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 25 2030,ATOM,0,745897827.40,745897827.40,509698869.40,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 24 2030,ATOM,0,745709524.03,745709524.03,509510566.03,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 23 2030,ATOM,0,745521220.66,745521220.66,509322262.66,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 23 2030,ATOM,0,745521220.66,745521220.66,509322262.66,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 22 2030,ATOM,0,745332917.29,745332917.29,509133959.29,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 21 2030,ATOM,0,745144613.92,745144613.92,508945655.92,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 20 2030,ATOM,0,744956310.55,744956310.55,508757352.55,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 19 2030,ATOM,0,744768007.18,744768007.18,508569049.18,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 18 2030,ATOM,0,744579703.81,744579703.81,508380745.81,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 17 2030,ATOM,0,744391400.44,744391400.44,508192442.44,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 16 2030,ATOM,0,744203097.07,744203097.07,508004139.07,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 15 2030,ATOM,0,744014793.70,744014793.70,507815835.70,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 14 2030,ATOM,0,743826490.33,743826490.33,507627532.33,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 13 2030,ATOM,0,743638186.96,743638186.96,507439228.96,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 12 2030,ATOM,0,743449883.59,743449883.59,507250925.59,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 11 2030,ATOM,0,743261580.22,743261580.22,507062622.22,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 10 2030,ATOM,0,743073276.85,743073276.85,506874318.85,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 09 2030,ATOM,0,742884973.48,742884973.48,506686015.48,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 08 2030,ATOM,0,742696670.11,742696670.11,506497712.11,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 08 2030,ATOM,0,742696670.11,742696670.11,506497712.11,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 07 2030,ATOM,0,742508366.74,742508366.74,506309408.74,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 06 2030,ATOM,0,742320063.37,742320063.37,506121105.37,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 05 2030,ATOM,0,742131760.00,742131760.00,505932802.00,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 04 2030,ATOM,0,741943456.63,741943456.63,505744498.63,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 03 2030,ATOM,0,741755153.26,741755153.26,505556195.26,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 02 2030,ATOM,0,741566849.89,741566849.89,505367891.89,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 01 2030,ATOM,0,741378546.52,741378546.52,505179588.52,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 30 2030,ATOM,0,741190243.15,741190243.15,504991285.15,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 29 2030,ATOM,0,741001939.78,741001939.78,504802981.78,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 28 2030,ATOM,0,740813636.41,740813636.41,504614678.41,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 27 2030,ATOM,0,740625333.04,740625333.04,504426375.04,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 26 2030,ATOM,0,740437029.67,740437029.67,504238071.67,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 25 2030,ATOM,0,740248726.30,740248726.30,504049768.30,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 24 2030,ATOM,0,740060422.93,740060422.93,503861464.93,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 23 2030,ATOM,0,739872119.56,739872119.56,503673161.56,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 23 2030,ATOM,0,739872119.56,739872119.56,503673161.56,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 22 2030,ATOM,0,739683816.19,739683816.19,503484858.19,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 21 2030,ATOM,0,739495512.82,739495512.82,503296554.82,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 20 2030,ATOM,0,739307209.45,739307209.45,503108251.45,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 19 2030,ATOM,0,739118906.08,739118906.08,502919948.08,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 18 2030,ATOM,0,738930602.71,738930602.71,502731644.71,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 17 2030,ATOM,0,738742299.34,738742299.34,502543341.34,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 16 2030,ATOM,0,738553995.97,738553995.97,502355037.97,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 15 2030,ATOM,0,738365692.60,738365692.60,502166734.60,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 14 2030,ATOM,0,738177389.23,738177389.23,501978431.23,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 13 2030,ATOM,0,737989085.86,737989085.86,501790127.86,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 12 2030,ATOM,0,737800782.49,737800782.49,501601824.49,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 11 2030,ATOM,0,737612479.12,737612479.12,501413521.12,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 10 2030,ATOM,0,737424175.75,737424175.75,501225217.75,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 09 2030,ATOM,0,737235872.38,737235872.38,501036914.38,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 08 2030,ATOM,0,737047569.01,737047569.01,500848611.01,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 07 2030,ATOM,0,736859265.64,736859265.64,500660307.64,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 07 2030,ATOM,0,736859265.64,736859265.64,500660307.64,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 06 2030,ATOM,0,736670962.27,736670962.27,500472004.27,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 05 2030,ATOM,0,736482658.90,736482658.90,500283700.90,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 04 2030,ATOM,0,736294355.53,736294355.53,500095397.53,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 03 2030,ATOM,0,736106052.16,736106052.16,499907094.16,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 02 2030,ATOM,0,735917748.79,735917748.79,499718790.79,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 01 2030,ATOM,0,735729445.42,735729445.42,499530487.42,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 31 2030,ATOM,0,735541142.05,735541142.05,499342184.05,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 30 2030,ATOM,0,735352838.68,735352838.68,499153880.68,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 29 2030,ATOM,0,735164535.31,735164535.31,498965577.31,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 28 2030,ATOM,0,734976231.94,734976231.94,498777273.94,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 27 2030,ATOM,0,734787928.57,734787928.57,498588970.57,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 26 2030,ATOM,0,734599625.20,734599625.20,498400667.20,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 25 2030,ATOM,0,734411321.83,734411321.83,498212363.83,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 24 2030,ATOM,0,734223018.46,734223018.46,498024060.46,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 23 2030,ATOM,0,734034715.09,734034715.09,497835757.09,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 23 2030,ATOM,0,734034715.09,734034715.09,497835757.09,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 22 2030,ATOM,0,733846411.72,733846411.72,497647453.72,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 21 2030,ATOM,0,733658108.35,733658108.35,497459150.35,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 20 2030,ATOM,0,733469804.98,733469804.98,497270846.98,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 19 2030,ATOM,0,733281501.61,733281501.61,497082543.61,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 18 2030,ATOM,0,733093198.24,733093198.24,496894240.24,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 17 2030,ATOM,0,732904894.87,732904894.87,496705936.87,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 16 2030,ATOM,0,732716591.50,732716591.50,496517633.50,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 15 2030,ATOM,0,732528288.13,732528288.13,496329330.13,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 14 2030,ATOM,0,732339984.76,732339984.76,496141026.76,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 13 2030,ATOM,0,732151681.39,732151681.39,495952723.39,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 12 2030,ATOM,0,731963378.02,731963378.02,495764420.02,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 11 2030,ATOM,0,731775074.65,731775074.65,495576116.65,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 10 2030,ATOM,0,731586771.28,731586771.28,495387813.28,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 09 2030,ATOM,0,731398467.91,731398467.91,495199509.91,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 08 2030,ATOM,0,731210164.53,731210164.53,495011206.53,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 07 2030,ATOM,0,731021861.16,731021861.16,494822903.16,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 07 2030,ATOM,0,731021861.16,731021861.16,494822903.16,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 06 2030,ATOM,0,730833557.79,730833557.79,494634599.79,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 05 2030,ATOM,0,730645254.42,730645254.42,494446296.42,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 04 2030,ATOM,0,730456951.05,730456951.05,494257993.05,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 03 2030,ATOM,0,730268647.68,730268647.68,494069689.68,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 02 2030,ATOM,0,730080344.31,730080344.31,493881386.31,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 01 2030,ATOM,0,729892040.94,729892040.94,493693082.94,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 30 2030,ATOM,0,729703737.57,729703737.57,493504779.57,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 29 2030,ATOM,0,729515434.20,729515434.20,493316476.20,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 28 2030,ATOM,0,729327130.83,729327130.83,493128172.83,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 27 2030,ATOM,0,729138827.46,729138827.46,492939869.46,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 26 2030,ATOM,0,728950524.09,728950524.09,492751566.09,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 25 2030,ATOM,0,728762220.72,728762220.72,492563262.72,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 24 2030,ATOM,0,728573917.35,728573917.35,492374959.35,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 23 2030,ATOM,0,728385613.98,728385613.98,492186655.98,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 22 2030,ATOM,0,728197310.61,728197310.61,491998352.61,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 22 2030,ATOM,0,728197310.61,728197310.61,491998352.61,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 21 2030,ATOM,0,728009007.24,728009007.24,491810049.24,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 20 2030,ATOM,0,727820703.87,727820703.87,491621745.87,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 19 2030,ATOM,0,727632400.50,727632400.50,491433442.50,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 18 2030,ATOM,0,727444097.13,727444097.13,491245139.13,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 17 2030,ATOM,0,727255793.76,727255793.76,491056835.76,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 16 2030,ATOM,0,727067490.39,727067490.39,490868532.39,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 15 2030,ATOM,0,726879187.02,726879187.02,490680229.02,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 14 2030,ATOM,0,726690883.65,726690883.65,490491925.65,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 13 2030,ATOM,0,726502580.28,726502580.28,490303622.28,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 12 2030,ATOM,0,726314276.91,726314276.91,490115318.91,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 11 2030,ATOM,0,726125973.54,726125973.54,489927015.54,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 10 2030,ATOM,0,725937670.17,725937670.17,489738712.17,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 09 2030,ATOM,0,725749366.80,725749366.80,489550408.80,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 08 2030,ATOM,0,725561063.43,725561063.43,489362105.43,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 07 2030,ATOM,0,725372760.06,725372760.06,489173802.06,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 07 2030,ATOM,0,725372760.06,725372760.06,489173802.06,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 06 2030,ATOM,0,725184456.69,725184456.69,488985498.69,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 05 2030,ATOM,0,724996153.32,724996153.32,488797195.32,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 04 2030,ATOM,0,724807849.95,724807849.95,488608891.95,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 03 2030,ATOM,0,724619546.58,724619546.58,488420588.58,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 02 2030,ATOM,0,724431243.21,724431243.21,488232285.21,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 01 2030,ATOM,0,724242939.84,724242939.84,488043981.84,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 31 2030,ATOM,0,724054636.47,724054636.47,487855678.47,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 30 2030,ATOM,0,723866333.10,723866333.10,487667375.10,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 29 2030,ATOM,0,723678029.73,723678029.73,487479071.73,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 28 2030,ATOM,0,723489726.36,723489726.36,487290768.36,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 27 2030,ATOM,0,723301422.99,723301422.99,487102464.99,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 26 2030,ATOM,0,723113119.62,723113119.62,486914161.62,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 25 2030,ATOM,0,722924816.25,722924816.25,486725858.25,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 24 2030,ATOM,0,722736512.88,722736512.88,486537554.88,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 23 2030,ATOM,0,722548209.51,722548209.51,486349251.51,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 22 2030,ATOM,0,722359906.14,722359906.14,486160948.14,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 22 2030,ATOM,0,722359906.14,722359906.14,486160948.14,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 21 2030,ATOM,0,722171602.77,722171602.77,485972644.77,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 20 2030,ATOM,0,721983299.40,721983299.40,485784341.40,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 19 2030,ATOM,0,721794996.03,721794996.03,485596038.03,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 18 2030,ATOM,0,721606692.66,721606692.66,485407734.66,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 17 2030,ATOM,0,721418389.29,721418389.29,485219431.29,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 16 2030,ATOM,0,721230085.92,721230085.92,485031127.92,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 15 2030,ATOM,0,721041782.55,721041782.55,484842824.55,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 14 2030,ATOM,0,720853479.18,720853479.18,484654521.18,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 13 2030,ATOM,0,720665175.81,720665175.81,484466217.81,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 12 2030,ATOM,0,720476872.44,720476872.44,484277914.44,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 11 2030,ATOM,0,720288569.07,720288569.07,484089611.07,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 10 2030,ATOM,0,720100265.70,720100265.70,483901307.70,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 09 2030,ATOM,0,719911962.33,719911962.33,483713004.33,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 08 2030,ATOM,0,719723658.96,719723658.96,483524700.96,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 07 2030,ATOM,0,719535355.59,719535355.59,483336397.59,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 07 2030,ATOM,0,719535355.59,719535355.59,483336397.59,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 06 2030,ATOM,0,719347052.22,719347052.22,483148094.22,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 05 2030,ATOM,0,719158748.85,719158748.85,482959790.85,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 04 2030,ATOM,0,718970445.48,718970445.48,482771487.48,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 03 2030,ATOM,0,718782142.11,718782142.11,482583184.11,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 02 2030,ATOM,0,718593838.74,718593838.74,482394880.74,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 01 2030,ATOM,0,718405535.37,718405535.37,482206577.37,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 31 2030,ATOM,0,718217232.00,718217232.00,482018274.00,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 30 2030,ATOM,0,718028928.63,718028928.63,481829970.63,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 29 2030,ATOM,0,717840625.26,717840625.26,481641667.26,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 28 2030,ATOM,0,717652321.89,717652321.89,481453363.89,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 27 2030,ATOM,0,717464018.52,717464018.52,481265060.52,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 26 2030,ATOM,0,717275715.15,717275715.15,481076757.15,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 25 2030,ATOM,0,717087411.78,717087411.78,480888453.78,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 24 2030,ATOM,0,716899108.41,716899108.41,480700150.41,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 23 2030,ATOM,0,716710805.04,716710805.04,480511847.04,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 23 2030,ATOM,0,716710805.04,716710805.04,480511847.04,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 22 2030,ATOM,0,716522501.67,716522501.67,480323543.67,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 21 2030,ATOM,0,716334198.30,716334198.30,480135240.30,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 20 2030,ATOM,0,716145894.93,716145894.93,479946936.93,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 19 2030,ATOM,0,715957591.56,715957591.56,479758633.56,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 18 2030,ATOM,0,715769288.19,715769288.19,479570330.19,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 17 2030,ATOM,0,715580984.82,715580984.82,479382026.82,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 16 2030,ATOM,0,715392681.45,715392681.45,479193723.45,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 15 2030,ATOM,0,715204378.08,715204378.08,479005420.08,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 14 2030,ATOM,0,715016074.71,715016074.71,478817116.71,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 13 2030,ATOM,0,714827771.34,714827771.34,478628813.34,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 12 2030,ATOM,0,714639467.97,714639467.97,478440509.97,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 11 2030,ATOM,0,714451164.60,714451164.60,478252206.60,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 10 2030,ATOM,0,714262861.23,714262861.23,478063903.23,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 09 2030,ATOM,0,714074557.86,714074557.86,477875599.86,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 08 2030,ATOM,0,713886254.49,713886254.49,477687296.49,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 07 2030,ATOM,0,713697951.12,713697951.12,477498993.12,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 07 2030,ATOM,0,713697951.12,713697951.12,477498993.12,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 06 2030,ATOM,0,713509647.75,713509647.75,477310689.75,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 05 2030,ATOM,0,713321344.38,713321344.38,477122386.38,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 04 2030,ATOM,0,713133041.01,713133041.01,476934083.01,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 03 2030,ATOM,0,712944737.64,712944737.64,476745779.64,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 02 2030,ATOM,0,712756434.27,712756434.27,476557476.27,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 01 2030,ATOM,0,712568130.90,712568130.90,476369172.90,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jun 30 2030,ATOM,0,712379827.53,712379827.53,476180869.53,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jun 29 2030,ATOM,0,712191524.16,712191524.16,475992566.16,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jun 28 2030,ATOM,0,712003220.79,712003220.79,475804262.79,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jun 27 2030,ATOM,0,711814917.42,711814917.42,475615959.42,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jun 26 2030,ATOM,0,711626614.05,711626614.05,475427656.05,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jun 25 2030,ATOM,0,711438310.68,711438310.68,475239352.68,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jun 24 2030,ATOM,0,711250007.31,711250007.31,475051049.31,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jun 23 2030,ATOM,0,711061703.94,711061703.94,474862745.94,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jun 22 2030,ATOM,0,710873400.57,710873400.57,474674442.57,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jun 22 2030,ATOM,0,710873400.57,710873400.57,474674442.57,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jun 21 2030,ATOM,0,710685097.20,710685097.20,474486139.20,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jun 20 2030,ATOM,0,710496793.83,710496793.83,474297835.83,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jun 19 2030,ATOM,0,710308490.46,710308490.46,474109532.46,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jun 18 2030,ATOM,0,710120187.09,710120187.09,473921229.09,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jun 17 2030,ATOM,0,709931883.72,709931883.72,473732925.72,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jun 16 2030,ATOM,0,709743580.35,709743580.35,473544622.35,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jun 15 2030,ATOM,0,709555276.98,709555276.98,473356318.98,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jun 14 2030,ATOM,0,709366973.61,709366973.61,473168015.61,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jun 13 2030,ATOM,0,709178670.24,709178670.24,472979712.24,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jun 12 2030,ATOM,0,708990366.87,708990366.87,472791408.87,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jun 11 2030,ATOM,0,708802063.50,708802063.50,472603105.50,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
