Date,Symbol,Price,Available Supply,Unlocked Supply,Marketing,Treasury,Operational,Team,Advisors,Private Sale,Public Sale,Rewards,Airdrops,Liquidity
Jun 16 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 16 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 16 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 16 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 15 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 15 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 15 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 15 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 15 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 15 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 14 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 14 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 14 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 14 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 14 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 14 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 13 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 13 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 13 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 13 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 13 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 12 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 12 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 12 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 12 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 12 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 12 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 11 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 11 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 11 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 11 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 11 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 11 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 10 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 10 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 10 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 10 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 10 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 10 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 09 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 09 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 09 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 09 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 09 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 08 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 08 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 08 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 08 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 08 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
Jun 08 2024,KUJI,0,122398000.00,122398000.00,6000000.00,6750000.00,11025000.00,27000000.00,7500000.00,27975000.00,21000000.00,8648000.00,500000.00,6000000.00
