Date,Symbol,Price,Available Supply,Unlocked Supply,AGIX-ADA Utility,Campaign Supporters,SingularityNET Foundation,Founders,Reward Pool,Token Sale
Oct 20 2097,AGIX,0,1999999057.10,1999999057.10,999999057.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Sep 27 2097,AGIX,0,1999999042.80,1999999042.80,999999042.80,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Sep 05 2097,AGIX,0,1999999042.80,1999999042.80,999999042.80,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Aug 13 2097,AGIX,0,1999999028.20,1999999028.20,999999028.20,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jul 21 2097,AGIX,0,1999999013.40,1999999013.40,999999013.40,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jun 29 2097,AGIX,0,1999999013.40,1999999013.40,999999013.40,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jun 06 2097,AGIX,0,1999998998.40,1999998998.40,999998998.40,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
May 14 2097,AGIX,0,1999998983.10,1999998983.10,999998983.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Apr 21 2097,AGIX,0,1999998967.60,1999998967.60,999998967.60,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Mar 30 2097,AGIX,0,1999998967.60,1999998967.60,999998967.60,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Mar 07 2097,AGIX,0,1999998951.90,1999998951.90,999998951.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Feb 12 2097,AGIX,0,1999998935.90,1999998935.90,999998935.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jan 21 2097,AGIX,0,1999998919.70,1999998919.70,999998919.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Dec 29 2096,AGIX,0,1999998919.70,1999998919.70,999998919.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Dec 06 2096,AGIX,0,1999998903.30,1999998903.30,999998903.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Nov 14 2096,AGIX,0,1999998886.60,1999998886.60,999998886.60,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Oct 22 2096,AGIX,0,1999998869.60,1999998869.60,999998869.60,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Sep 29 2096,AGIX,0,1999998869.60,1999998869.60,999998869.60,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Sep 07 2096,AGIX,0,1999998852.40,1999998852.40,999998852.40,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Aug 15 2096,AGIX,0,1999998834.90,1999998834.90,999998834.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jul 23 2096,AGIX,0,1999998817.20,1999998817.20,999998817.20,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jul 01 2096,AGIX,0,1999998817.20,1999998817.20,999998817.20,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jun 08 2096,AGIX,0,1999998799.20,1999998799.20,999998799.20,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
May 16 2096,AGIX,0,1999998780.90,1999998780.90,999998780.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Apr 23 2096,AGIX,0,1999998762.30,1999998762.30,999998762.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Apr 01 2096,AGIX,0,1999998762.30,1999998762.30,999998762.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Mar 09 2096,AGIX,0,1999998743.50,1999998743.50,999998743.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Feb 15 2096,AGIX,0,1999998724.30,1999998724.30,999998724.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jan 24 2096,AGIX,0,1999998704.90,1999998704.90,999998704.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jan 01 2096,AGIX,0,1999998704.90,1999998704.90,999998704.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Dec 09 2095,AGIX,0,1999998685.20,1999998685.20,999998685.20,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Nov 17 2095,AGIX,0,1999998665.20,1999998665.20,999998665.20,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Oct 25 2095,AGIX,0,1999998644.80,1999998644.80,999998644.80,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Oct 02 2095,AGIX,0,1999998644.80,1999998644.80,999998644.80,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Sep 10 2095,AGIX,0,1999998624.20,1999998624.20,999998624.20,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Aug 18 2095,AGIX,0,1999998603.30,1999998603.30,999998603.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jul 26 2095,AGIX,0,1999998582.00,1999998582.00,999998582.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jul 04 2095,AGIX,0,1999998582.00,1999998582.00,999998582.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jun 11 2095,AGIX,0,1999998560.40,1999998560.40,999998560.40,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
May 19 2095,AGIX,0,1999998538.50,1999998538.50,999998538.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Apr 26 2095,AGIX,0,1999998516.20,1999998516.20,999998516.20,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Apr 04 2095,AGIX,0,1999998516.20,1999998516.20,999998516.20,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Mar 12 2095,AGIX,0,1999998493.60,1999998493.60,999998493.60,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Feb 17 2095,AGIX,0,1999998470.70,1999998470.70,999998470.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jan 26 2095,AGIX,0,1999998447.40,1999998447.40,999998447.40,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jan 03 2095,AGIX,0,1999998447.40,1999998447.40,999998447.40,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Dec 11 2094,AGIX,0,1999998423.70,1999998423.70,999998423.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Nov 19 2094,AGIX,0,1999998399.70,1999998399.70,999998399.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Oct 27 2094,AGIX,0,1999998375.40,1999998375.40,999998375.40,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Oct 04 2094,AGIX,0,1999998375.40,1999998375.40,999998375.40,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Sep 12 2094,AGIX,0,1999998350.60,1999998350.60,999998350.60,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Aug 20 2094,AGIX,0,1999998325.50,1999998325.50,999998325.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jul 28 2094,AGIX,0,1999998325.50,1999998325.50,999998325.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jul 05 2094,AGIX,0,1999998300.00,1999998300.00,999998300.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jun 13 2094,AGIX,0,1999998274.10,1999998274.10,999998274.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
May 21 2094,AGIX,0,1999998247.80,1999998247.80,999998247.80,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Apr 28 2094,AGIX,0,1999998247.80,1999998247.80,999998247.80,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Apr 06 2094,AGIX,0,1999998221.20,1999998221.20,999998221.20,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Mar 14 2094,AGIX,0,1999998194.10,1999998194.10,999998194.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Feb 19 2094,AGIX,0,1999998166.60,1999998166.60,999998166.60,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jan 28 2094,AGIX,0,1999998166.60,1999998166.60,999998166.60,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jan 05 2094,AGIX,0,1999998138.60,1999998138.60,999998138.60,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Dec 13 2093,AGIX,0,1999998110.30,1999998110.30,999998110.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Nov 21 2093,AGIX,0,1999998081.50,1999998081.50,999998081.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Oct 29 2093,AGIX,0,1999998081.50,1999998081.50,999998081.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Oct 06 2093,AGIX,0,1999998052.30,1999998052.30,999998052.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Sep 14 2093,AGIX,0,1999998022.60,1999998022.60,999998022.60,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Aug 22 2093,AGIX,0,1999997992.50,1999997992.50,999997992.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jul 30 2093,AGIX,0,1999997992.50,1999997992.50,999997992.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jul 07 2093,AGIX,0,1999997962.00,1999997962.00,999997962.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jun 15 2093,AGIX,0,1999997930.90,1999997930.90,999997930.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
May 23 2093,AGIX,0,1999997899.40,1999997899.40,999997899.40,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Apr 30 2093,AGIX,0,1999997899.40,1999997899.40,999997899.40,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Apr 08 2093,AGIX,0,1999997867.40,1999997867.40,999997867.40,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Mar 16 2093,AGIX,0,1999997835.00,1999997835.00,999997835.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Feb 21 2093,AGIX,0,1999997802.00,1999997802.00,999997802.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jan 30 2093,AGIX,0,1999997802.00,1999997802.00,999997802.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jan 07 2093,AGIX,0,1999997768.50,1999997768.50,999997768.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Dec 15 2092,AGIX,0,1999997734.50,1999997734.50,999997734.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Nov 23 2092,AGIX,0,1999997700.00,1999997700.00,999997700.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Oct 31 2092,AGIX,0,1999997700.00,1999997700.00,999997700.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Oct 08 2092,AGIX,0,1999997665.00,1999997665.00,999997665.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Sep 15 2092,AGIX,0,1999997629.40,1999997629.40,999997629.40,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Aug 24 2092,AGIX,0,1999997593.30,1999997593.30,999997593.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Aug 01 2092,AGIX,0,1999997593.30,1999997593.30,999997593.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jul 09 2092,AGIX,0,1999997556.70,1999997556.70,999997556.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jun 17 2092,AGIX,0,1999997519.50,1999997519.50,999997519.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
May 25 2092,AGIX,0,1999997481.70,1999997481.70,999997481.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
May 02 2092,AGIX,0,1999997481.70,1999997481.70,999997481.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Apr 10 2092,AGIX,0,1999997443.40,1999997443.40,999997443.40,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Mar 18 2092,AGIX,0,1999997404.40,1999997404.40,999997404.40,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Feb 24 2092,AGIX,0,1999997364.90,1999997364.90,999997364.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Feb 02 2092,AGIX,0,1999997364.90,1999997364.90,999997364.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jan 10 2092,AGIX,0,1999997324.80,1999997324.80,999997324.80,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Dec 18 2091,AGIX,0,1999997284.00,1999997284.00,999997284.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Nov 26 2091,AGIX,0,1999997242.70,1999997242.70,999997242.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Nov 03 2091,AGIX,0,1999997242.70,1999997242.70,999997242.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Oct 11 2091,AGIX,0,1999997200.70,1999997200.70,999997200.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Sep 18 2091,AGIX,0,1999997158.10,1999997158.10,999997158.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Aug 27 2091,AGIX,0,1999997114.80,1999997114.80,999997114.80,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Aug 04 2091,AGIX,0,1999997114.80,1999997114.80,999997114.80,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jul 12 2091,AGIX,0,1999997070.80,1999997070.80,999997070.80,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jun 20 2091,AGIX,0,1999997026.20,1999997026.20,999997026.20,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
May 28 2091,AGIX,0,1999997026.20,1999997026.20,999997026.20,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
May 05 2091,AGIX,0,1999996981.00,1999996981.00,999996981.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Apr 13 2091,AGIX,0,1999996935.00,1999996935.00,999996935.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Mar 21 2091,AGIX,0,1999996888.30,1999996888.30,999996888.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Feb 26 2091,AGIX,0,1999996840.90,1999996840.90,999996840.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Feb 04 2091,AGIX,0,1999996840.90,1999996840.90,999996840.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jan 12 2091,AGIX,0,1999996792.80,1999996792.80,999996792.80,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Dec 20 2090,AGIX,0,1999996744.00,1999996744.00,999996744.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Nov 28 2090,AGIX,0,1999996744.00,1999996744.00,999996744.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Nov 05 2090,AGIX,0,1999996694.40,1999996694.40,999996694.40,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Oct 13 2090,AGIX,0,1999996644.00,1999996644.00,999996644.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Sep 20 2090,AGIX,0,1999996592.90,1999996592.90,999996592.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Aug 29 2090,AGIX,0,1999996592.90,1999996592.90,999996592.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Aug 06 2090,AGIX,0,1999996541.10,1999996541.10,999996541.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jul 14 2090,AGIX,0,1999996488.40,1999996488.40,999996488.40,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jun 22 2090,AGIX,0,1999996434.90,1999996434.90,999996434.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
May 30 2090,AGIX,0,1999996434.90,1999996434.90,999996434.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
May 07 2090,AGIX,0,1999996380.60,1999996380.60,999996380.60,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Apr 15 2090,AGIX,0,1999996325.50,1999996325.50,999996325.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Mar 23 2090,AGIX,0,1999996269.50,1999996269.50,999996269.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Feb 28 2090,AGIX,0,1999996269.50,1999996269.50,999996269.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Feb 06 2090,AGIX,0,1999996212.70,1999996212.70,999996212.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jan 14 2090,AGIX,0,1999996155.10,1999996155.10,999996155.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Dec 22 2089,AGIX,0,1999996096.50,1999996096.50,999996096.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Nov 29 2089,AGIX,0,1999996096.50,1999996096.50,999996096.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Nov 07 2089,AGIX,0,1999996037.10,1999996037.10,999996037.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Oct 15 2089,AGIX,0,1999995976.70,1999995976.70,999995976.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Sep 22 2089,AGIX,0,1999995915.40,1999995915.40,999995915.40,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Aug 31 2089,AGIX,0,1999995915.40,1999995915.40,999995915.40,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Aug 08 2089,AGIX,0,1999995853.20,1999995853.20,999995853.20,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jul 16 2089,AGIX,0,1999995790.10,1999995790.10,999995790.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jun 24 2089,AGIX,0,1999995726.00,1999995726.00,999995726.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jun 01 2089,AGIX,0,1999995726.00,1999995726.00,999995726.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
May 09 2089,AGIX,0,1999995660.90,1999995660.90,999995660.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Apr 17 2089,AGIX,0,1999995594.80,1999995594.80,999995594.80,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Mar 25 2089,AGIX,0,1999995527.70,1999995527.70,999995527.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Mar 02 2089,AGIX,0,1999995527.70,1999995527.70,999995527.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Feb 08 2089,AGIX,0,1999995459.60,1999995459.60,999995459.60,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jan 16 2089,AGIX,0,1999995390.50,1999995390.50,999995390.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Dec 24 2088,AGIX,0,1999995320.30,1999995320.30,999995320.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Dec 01 2088,AGIX,0,1999995320.30,1999995320.30,999995320.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Nov 09 2088,AGIX,0,1999995249.00,1999995249.00,999995249.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Oct 17 2088,AGIX,0,1999995176.70,1999995176.70,999995176.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Sep 24 2088,AGIX,0,1999995103.20,1999995103.20,999995103.20,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Sep 02 2088,AGIX,0,1999995103.20,1999995103.20,999995103.20,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Aug 10 2088,AGIX,0,1999995028.70,1999995028.70,999995028.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jul 18 2088,AGIX,0,1999994952.90,1999994952.90,999994952.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jun 26 2088,AGIX,0,1999994876.10,1999994876.10,999994876.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jun 03 2088,AGIX,0,1999994876.10,1999994876.10,999994876.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
May 11 2088,AGIX,0,1999994798.10,1999994798.10,999994798.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Apr 19 2088,AGIX,0,1999994718.80,1999994718.80,999994718.80,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Mar 27 2088,AGIX,0,1999994638.40,1999994638.40,999994638.40,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Mar 04 2088,AGIX,0,1999994638.40,1999994638.40,999994638.40,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Feb 10 2088,AGIX,0,1999994556.80,1999994556.80,999994556.80,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jan 19 2088,AGIX,0,1999994473.90,1999994473.90,999994473.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Dec 27 2087,AGIX,0,1999994389.70,1999994389.70,999994389.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Dec 04 2087,AGIX,0,1999994389.70,1999994389.70,999994389.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Nov 12 2087,AGIX,0,1999994304.30,1999994304.30,999994304.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Oct 20 2087,AGIX,0,1999994217.50,1999994217.50,999994217.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Sep 27 2087,AGIX,0,1999994129.50,1999994129.50,999994129.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Sep 05 2087,AGIX,0,1999994129.50,1999994129.50,999994129.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Aug 13 2087,AGIX,0,1999994040.10,1999994040.10,999994040.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jul 21 2087,AGIX,0,1999993949.30,1999993949.30,999993949.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jun 29 2087,AGIX,0,1999993949.30,1999993949.30,999993949.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jun 06 2087,AGIX,0,1999993857.20,1999993857.20,999993857.20,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
May 14 2087,AGIX,0,1999993763.60,1999993763.60,999993763.60,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Apr 22 2087,AGIX,0,1999993668.70,1999993668.70,999993668.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Mar 30 2087,AGIX,0,1999993668.70,1999993668.70,999993668.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Mar 07 2087,AGIX,0,1999993572.30,1999993572.30,999993572.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Feb 12 2087,AGIX,0,1999993474.40,1999993474.40,999993474.40,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jan 21 2087,AGIX,0,1999993375.00,1999993375.00,999993375.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Dec 29 2086,AGIX,0,1999993375.00,1999993375.00,999993375.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Dec 06 2086,AGIX,0,1999993274.10,1999993274.10,999993274.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Nov 14 2086,AGIX,0,1999993171.70,1999993171.70,999993171.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Oct 22 2086,AGIX,0,1999993067.70,1999993067.70,999993067.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Sep 29 2086,AGIX,0,1999993067.70,1999993067.70,999993067.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Sep 07 2086,AGIX,0,1999992962.10,1999992962.10,999992962.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Aug 15 2086,AGIX,0,1999992855.00,1999992855.00,999992855.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jul 23 2086,AGIX,0,1999992746.20,1999992746.20,999992746.20,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jul 01 2086,AGIX,0,1999992746.20,1999992746.20,999992746.20,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jun 08 2086,AGIX,0,1999992635.70,1999992635.70,999992635.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
May 16 2086,AGIX,0,1999992523.50,1999992523.50,999992523.50,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Apr 24 2086,AGIX,0,1999992409.70,1999992409.70,999992409.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Apr 01 2086,AGIX,0,1999992409.70,1999992409.70,999992409.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Mar 09 2086,AGIX,0,1999992294.10,1999992294.10,999992294.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Feb 14 2086,AGIX,0,1999992176.70,1999992176.70,999992176.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jan 23 2086,AGIX,0,1999992057.60,1999992057.60,999992057.60,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Dec 31 2085,AGIX,0,1999992057.60,1999992057.60,999992057.60,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Dec 08 2085,AGIX,0,1999991936.70,1999991936.70,999991936.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Nov 16 2085,AGIX,0,1999991813.90,1999991813.90,999991813.90,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Oct 24 2085,AGIX,0,1999991689.20,1999991689.20,999991689.20,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Oct 01 2085,AGIX,0,1999991689.20,1999991689.20,999991689.20,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Sep 09 2085,AGIX,0,1999991562.60,1999991562.60,999991562.60,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Aug 17 2085,AGIX,0,1999991434.20,1999991434.20,999991434.20,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jul 25 2085,AGIX,0,1999991303.70,1999991303.70,999991303.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jul 03 2085,AGIX,0,1999991303.70,1999991303.70,999991303.70,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jun 10 2085,AGIX,0,1999991171.30,1999991171.30,999991171.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
May 18 2085,AGIX,0,1999991036.80,1999991036.80,999991036.80,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Apr 25 2085,AGIX,0,1999990900.30,1999990900.30,999990900.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Apr 03 2085,AGIX,0,1999990900.30,1999990900.30,999990900.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Mar 11 2085,AGIX,0,1999990761.80,1999990761.80,999990761.80,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Feb 16 2085,AGIX,0,1999990621.10,1999990621.10,999990621.10,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jan 25 2085,AGIX,0,1999990478.30,1999990478.30,999990478.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Jan 02 2085,AGIX,0,1999990478.30,1999990478.30,999990478.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Dec 10 2084,AGIX,0,1999990333.30,1999990333.30,999990333.30,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Nov 18 2084,AGIX,0,1999990186.00,1999990186.00,999990186.00,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Oct 26 2084,AGIX,0,1999990036.60,1999990036.60,999990036.60,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
Oct 03 2084,AGIX,0,1999990036.60,1999990036.60,999990036.60,40000000.00,80000000.00,180000000.00,200000000.00,500000000.00
