Date,Symbol,Price,Available Supply,Unlocked Supply,Founders & Advisors,Development,Ecosystem,NFT Drops,Staking,Liquidity,Seed,Private Round 1,Private Round 2,Private Round 3,IDO
Jul 07 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jul 07 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jul 07 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jul 06 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jul 06 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jul 06 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jul 06 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jul 05 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jul 05 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jul 05 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jul 05 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jul 05 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jul 04 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jul 04 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jul 04 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jul 04 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jul 03 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jul 03 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jul 03 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jul 03 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jul 03 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jul 02 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jul 02 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jul 02 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jul 02 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jul 01 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jul 01 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jul 01 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jul 01 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jul 01 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 30 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 30 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 30 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 30 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 29 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 29 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 29 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 29 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 29 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 28 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 28 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 28 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 28 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 27 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 27 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 27 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 27 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 27 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 26 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 26 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 26 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 26 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 25 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 25 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 25 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 25 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 25 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 24 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 24 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 24 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 24 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 23 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 23 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 23 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 23 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 23 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 22 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 22 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
