Date,Symbol,Price,Available Supply,Unlocked Supply,Founders & Advisors,Development,Ecosystem,NFT Drops,Staking,Liquidity,Seed,Private Round 1,Private Round 2,Private Round 3,IDO
Jun 22 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 22 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 21 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 21 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 21 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 21 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 21 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 20 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 20 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 20 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 20 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 19 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 19 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 19 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 19 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 19 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 18 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 18 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 18 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 18 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 17 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 17 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 17 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 17 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 17 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 16 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 16 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 16 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 16 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 15 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 15 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 15 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 15 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 15 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 14 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 14 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 14 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 14 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 13 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 13 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 13 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 13 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 13 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 12 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 12 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 12 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 12 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 12 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 11 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 11 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 11 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 11 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 10 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 10 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 10 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 10 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 10 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 09 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 09 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 09 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 09 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 08 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 08 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 08 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 08 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 08 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 07 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 07 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 07 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 07 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 06 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 06 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 06 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 06 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
Jun 06 2024,SUPER,0,1000000000.00,1000000000.00,100000000.00,100000000.00,90000000.00,50000000.00,250000000.00,10000000.00,50000000.00,90000000.00,150000000.00,100000000.00,10000000.00
