Date,Symbol,Price,Available Supply,Unlocked Supply,Annual Inflation,Public Presale,Team,Foundation,Pre-Seed,Seed,Early Community,Public
Dec 31 2030,AZERO,0,560465780.29,560465780.29,260465780.29,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 30 2030,AZERO,0,560383614.43,560383614.43,260383614.43,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 30 2030,AZERO,0,560383614.43,560383614.43,260383614.43,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 29 2030,AZERO,0,560301448.57,560301448.57,260301448.57,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 29 2030,AZERO,0,560301448.57,560301448.57,260301448.57,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 28 2030,AZERO,0,560219282.71,560219282.71,260219282.71,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 27 2030,AZERO,0,560137116.84,560137116.84,260137116.84,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 27 2030,AZERO,0,560137116.84,560137116.84,260137116.84,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 26 2030,AZERO,0,560054950.98,560054950.98,260054950.98,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 25 2030,AZERO,0,559972785.12,559972785.12,259972785.12,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 25 2030,AZERO,0,559972785.12,559972785.12,259972785.12,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 24 2030,AZERO,0,559890619.26,559890619.26,259890619.26,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 24 2030,AZERO,0,559890619.26,559890619.26,259890619.26,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 23 2030,AZERO,0,559808453.40,559808453.40,259808453.40,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 22 2030,AZERO,0,559726287.54,559726287.54,259726287.54,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 22 2030,AZERO,0,559726287.54,559726287.54,259726287.54,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 21 2030,AZERO,0,559644121.68,559644121.68,259644121.68,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 20 2030,AZERO,0,559561955.82,559561955.82,259561955.82,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 20 2030,AZERO,0,559561955.82,559561955.82,259561955.82,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 19 2030,AZERO,0,559479789.95,559479789.95,259479789.95,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 19 2030,AZERO,0,559479789.95,559479789.95,259479789.95,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 18 2030,AZERO,0,559397624.09,559397624.09,259397624.09,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 17 2030,AZERO,0,559315458.23,559315458.23,259315458.23,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 17 2030,AZERO,0,559315458.23,559315458.23,259315458.23,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 16 2030,AZERO,0,559233292.37,559233292.37,259233292.37,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 15 2030,AZERO,0,559151126.51,559151126.51,259151126.51,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 15 2030,AZERO,0,559151126.51,559151126.51,259151126.51,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 14 2030,AZERO,0,559068960.65,559068960.65,259068960.65,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 14 2030,AZERO,0,559068960.65,559068960.65,259068960.65,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 13 2030,AZERO,0,558986794.79,558986794.79,258986794.79,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 12 2030,AZERO,0,558904628.93,558904628.93,258904628.93,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 12 2030,AZERO,0,558904628.93,558904628.93,258904628.93,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 11 2030,AZERO,0,558822463.06,558822463.06,258822463.06,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 10 2030,AZERO,0,558740297.20,558740297.20,258740297.20,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 10 2030,AZERO,0,558740297.20,558740297.20,258740297.20,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 09 2030,AZERO,0,558658131.34,558658131.34,258658131.34,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 09 2030,AZERO,0,558658131.34,558658131.34,258658131.34,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 08 2030,AZERO,0,558575965.48,558575965.48,258575965.48,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 07 2030,AZERO,0,558493799.62,558493799.62,258493799.62,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 07 2030,AZERO,0,558493799.62,558493799.62,258493799.62,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 06 2030,AZERO,0,558411633.76,558411633.76,258411633.76,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 05 2030,AZERO,0,558329467.90,558329467.90,258329467.90,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 05 2030,AZERO,0,558329467.90,558329467.90,258329467.90,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 04 2030,AZERO,0,558247302.03,558247302.03,258247302.03,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 04 2030,AZERO,0,558247302.03,558247302.03,258247302.03,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 03 2030,AZERO,0,558165136.17,558165136.17,258165136.17,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 02 2030,AZERO,0,558082970.31,558082970.31,258082970.31,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 02 2030,AZERO,0,558082970.31,558082970.31,258082970.31,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Dec 01 2030,AZERO,0,558000804.45,558000804.45,258000804.45,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 30 2030,AZERO,0,557918638.59,557918638.59,257918638.59,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 30 2030,AZERO,0,557918638.59,557918638.59,257918638.59,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 29 2030,AZERO,0,557836472.73,557836472.73,257836472.73,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 29 2030,AZERO,0,557836472.73,557836472.73,257836472.73,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 28 2030,AZERO,0,557754306.87,557754306.87,257754306.87,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 27 2030,AZERO,0,557672141.01,557672141.01,257672141.01,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 27 2030,AZERO,0,557672141.01,557672141.01,257672141.01,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 26 2030,AZERO,0,557589975.14,557589975.14,257589975.14,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 25 2030,AZERO,0,557507809.28,557507809.28,257507809.28,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 25 2030,AZERO,0,557507809.28,557507809.28,257507809.28,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 24 2030,AZERO,0,557425643.42,557425643.42,257425643.42,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 24 2030,AZERO,0,557425643.42,557425643.42,257425643.42,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 23 2030,AZERO,0,557343477.56,557343477.56,257343477.56,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 22 2030,AZERO,0,557261311.70,557261311.70,257261311.70,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 22 2030,AZERO,0,557261311.70,557261311.70,257261311.70,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 21 2030,AZERO,0,557179145.84,557179145.84,257179145.84,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 20 2030,AZERO,0,557096979.98,557096979.98,257096979.98,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 20 2030,AZERO,0,557096979.98,557096979.98,257096979.98,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 19 2030,AZERO,0,557014814.12,557014814.12,257014814.12,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 19 2030,AZERO,0,557014814.12,557014814.12,257014814.12,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 18 2030,AZERO,0,556932648.25,556932648.25,256932648.25,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 17 2030,AZERO,0,556850482.39,556850482.39,256850482.39,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 17 2030,AZERO,0,556850482.39,556850482.39,256850482.39,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 16 2030,AZERO,0,556768316.53,556768316.53,256768316.53,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 15 2030,AZERO,0,556686150.67,556686150.67,256686150.67,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 15 2030,AZERO,0,556686150.67,556686150.67,256686150.67,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 14 2030,AZERO,0,556603984.81,556603984.81,256603984.81,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 14 2030,AZERO,0,556603984.81,556603984.81,256603984.81,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 13 2030,AZERO,0,556521818.95,556521818.95,256521818.95,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 12 2030,AZERO,0,556439653.09,556439653.09,256439653.09,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 12 2030,AZERO,0,556439653.09,556439653.09,256439653.09,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 11 2030,AZERO,0,556357487.23,556357487.23,256357487.23,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 10 2030,AZERO,0,556275321.36,556275321.36,256275321.36,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 10 2030,AZERO,0,556275321.36,556275321.36,256275321.36,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 09 2030,AZERO,0,556193155.50,556193155.50,256193155.50,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 09 2030,AZERO,0,556193155.50,556193155.50,256193155.50,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 08 2030,AZERO,0,556110989.64,556110989.64,256110989.64,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 07 2030,AZERO,0,556028823.78,556028823.78,256028823.78,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 07 2030,AZERO,0,556028823.78,556028823.78,256028823.78,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 06 2030,AZERO,0,555946657.92,555946657.92,255946657.92,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 05 2030,AZERO,0,555864492.06,555864492.06,255864492.06,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 05 2030,AZERO,0,555864492.06,555864492.06,255864492.06,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 04 2030,AZERO,0,555782326.20,555782326.20,255782326.20,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 04 2030,AZERO,0,555782326.20,555782326.20,255782326.20,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 03 2030,AZERO,0,555700160.33,555700160.33,255700160.33,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 02 2030,AZERO,0,555617994.47,555617994.47,255617994.47,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 02 2030,AZERO,0,555617994.47,555617994.47,255617994.47,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Nov 01 2030,AZERO,0,555535828.61,555535828.61,255535828.61,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 31 2030,AZERO,0,555453662.75,555453662.75,255453662.75,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 31 2030,AZERO,0,555453662.75,555453662.75,255453662.75,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 30 2030,AZERO,0,555371496.89,555371496.89,255371496.89,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 30 2030,AZERO,0,555371496.89,555371496.89,255371496.89,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 29 2030,AZERO,0,555289331.03,555289331.03,255289331.03,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 28 2030,AZERO,0,555207165.17,555207165.17,255207165.17,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 28 2030,AZERO,0,555207165.17,555207165.17,255207165.17,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 27 2030,AZERO,0,555124999.31,555124999.31,255124999.31,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 26 2030,AZERO,0,555042833.44,555042833.44,255042833.44,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 26 2030,AZERO,0,555042833.44,555042833.44,255042833.44,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 25 2030,AZERO,0,554960667.58,554960667.58,254960667.58,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 25 2030,AZERO,0,554960667.58,554960667.58,254960667.58,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 24 2030,AZERO,0,554878501.72,554878501.72,254878501.72,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 23 2030,AZERO,0,554796335.86,554796335.86,254796335.86,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 23 2030,AZERO,0,554796335.86,554796335.86,254796335.86,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 22 2030,AZERO,0,554714170.00,554714170.00,254714170.00,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 21 2030,AZERO,0,554632004.14,554632004.14,254632004.14,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 21 2030,AZERO,0,554632004.14,554632004.14,254632004.14,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 20 2030,AZERO,0,554549838.28,554549838.28,254549838.28,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 20 2030,AZERO,0,554549838.28,554549838.28,254549838.28,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 19 2030,AZERO,0,554467672.42,554467672.42,254467672.42,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 18 2030,AZERO,0,554385506.55,554385506.55,254385506.55,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 18 2030,AZERO,0,554385506.55,554385506.55,254385506.55,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 17 2030,AZERO,0,554303340.69,554303340.69,254303340.69,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 16 2030,AZERO,0,554221174.83,554221174.83,254221174.83,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 16 2030,AZERO,0,554221174.83,554221174.83,254221174.83,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 15 2030,AZERO,0,554139008.97,554139008.97,254139008.97,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 15 2030,AZERO,0,554139008.97,554139008.97,254139008.97,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 14 2030,AZERO,0,554056843.11,554056843.11,254056843.11,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 13 2030,AZERO,0,553974677.25,553974677.25,253974677.25,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 13 2030,AZERO,0,553974677.25,553974677.25,253974677.25,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 12 2030,AZERO,0,553892511.39,553892511.39,253892511.39,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 11 2030,AZERO,0,553810345.53,553810345.53,253810345.53,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 11 2030,AZERO,0,553810345.53,553810345.53,253810345.53,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 10 2030,AZERO,0,553728179.66,553728179.66,253728179.66,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 10 2030,AZERO,0,553728179.66,553728179.66,253728179.66,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 09 2030,AZERO,0,553646013.80,553646013.80,253646013.80,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 08 2030,AZERO,0,553563847.94,553563847.94,253563847.94,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 08 2030,AZERO,0,553563847.94,553563847.94,253563847.94,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 07 2030,AZERO,0,553481682.08,553481682.08,253481682.08,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 06 2030,AZERO,0,553399516.22,553399516.22,253399516.22,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 06 2030,AZERO,0,553399516.22,553399516.22,253399516.22,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 05 2030,AZERO,0,553317350.36,553317350.36,253317350.36,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 05 2030,AZERO,0,553317350.36,553317350.36,253317350.36,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 04 2030,AZERO,0,553235184.50,553235184.50,253235184.50,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 03 2030,AZERO,0,553153018.63,553153018.63,253153018.63,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 03 2030,AZERO,0,553153018.63,553153018.63,253153018.63,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 02 2030,AZERO,0,553070852.77,553070852.77,253070852.77,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 01 2030,AZERO,0,552988686.91,552988686.91,252988686.91,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Oct 01 2030,AZERO,0,552988686.91,552988686.91,252988686.91,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Sep 30 2030,AZERO,0,552906521.05,552906521.05,252906521.05,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Sep 30 2030,AZERO,0,552906521.05,552906521.05,252906521.05,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Sep 29 2030,AZERO,0,552824355.19,552824355.19,252824355.19,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Sep 28 2030,AZERO,0,552742189.33,552742189.33,252742189.33,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Sep 28 2030,AZERO,0,552742189.33,552742189.33,252742189.33,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Sep 27 2030,AZERO,0,552660023.47,552660023.47,252660023.47,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Sep 26 2030,AZERO,0,552577857.61,552577857.61,252577857.61,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Sep 26 2030,AZERO,0,552577857.61,552577857.61,252577857.61,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Sep 25 2030,AZERO,0,552495691.74,552495691.74,252495691.74,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Sep 25 2030,AZERO,0,552495691.74,552495691.74,252495691.74,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Sep 24 2030,AZERO,0,552413525.88,552413525.88,252413525.88,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Sep 23 2030,AZERO,0,552331360.02,552331360.02,252331360.02,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Sep 23 2030,AZERO,0,552331360.02,552331360.02,252331360.02,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Sep 22 2030,AZERO,0,552249194.16,552249194.16,252249194.16,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Sep 21 2030,AZERO,0,552167028.30,552167028.30,252167028.30,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Sep 21 2030,AZERO,0,552167028.30,552167028.30,252167028.30,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Sep 20 2030,AZERO,0,552084862.44,552084862.44,252084862.44,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Sep 20 2030,AZERO,0,552084862.44,552084862.44,252084862.44,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Sep 19 2030,AZERO,0,552002696.58,552002696.58,252002696.58,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Sep 18 2030,AZERO,0,551920530.72,551920530.72,251920530.72,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Sep 18 2030,AZERO,0,551920530.72,551920530.72,251920530.72,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Sep 17 2030,AZERO,0,551838364.85,551838364.85,251838364.85,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Sep 16 2030,AZERO,0,551756198.99,551756198.99,251756198.99,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Sep 16 2030,AZERO,0,551756198.99,551756198.99,251756198.99,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Sep 15 2030,AZERO,0,551674033.13,551674033.13,251674033.13,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Sep 15 2030,AZERO,0,551674033.13,551674033.13,251674033.13,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Sep 14 2030,AZERO,0,551591867.27,551591867.27,251591867.27,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Sep 13 2030,AZERO,0,551509701.41,551509701.41,251509701.41,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Sep 13 2030,AZERO,0,551509701.41,551509701.41,251509701.41,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Sep 12 2030,AZERO,0,551427535.55,551427535.55,251427535.55,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Sep 11 2030,AZERO,0,551345369.69,551345369.69,251345369.69,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Sep 11 2030,AZERO,0,551345369.69,551345369.69,251345369.69,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Sep 10 2030,AZERO,0,551263203.83,551263203.83,251263203.83,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Sep 10 2030,AZERO,0,551263203.83,551263203.83,251263203.83,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Sep 09 2030,AZERO,0,551181037.96,551181037.96,251181037.96,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
Sep 08 2030,AZERO,0,551098872.10,551098872.10,251098872.10,55000000.00,30000000.00,70000000.00,50000000.00,50000000.00,15000000.00,30000000.00
