Date,Symbol,Price,Available Supply,Unlocked Supply,Epoch Rewards,Community Grants,Core Contributors,Operation Grants,Small and Large Backers,Foundation Endowment,Community Sale,Early Ecosystem
Sep 21 2025,NEAR,0,1273754811.47,1273754811.47,279632876.71,169927710.84,137891854.89,112626506.02,236675863.00,100000000.00,120000000.00,117000000.00
Sep 20 2025,NEAR,0,1273331127.31,1273331127.31,279461643.84,169833515.88,137796030.12,112564074.48,236675863.00,100000000.00,120000000.00,117000000.00
Sep 20 2025,NEAR,0,1273331127.31,1273331127.31,279461643.84,169833515.88,137796030.12,112564074.48,236675863.00,100000000.00,120000000.00,117000000.00
Sep 20 2025,NEAR,0,1273331127.31,1273331127.31,279461643.84,169833515.88,137796030.12,112564074.48,236675863.00,100000000.00,120000000.00,117000000.00
Sep 19 2025,NEAR,0,1272907443.15,1272907443.15,279290410.96,169739320.92,137700205.34,112501642.94,236675863.00,100000000.00,120000000.00,117000000.00
Sep 19 2025,NEAR,0,1272907443.15,1272907443.15,279290410.96,169739320.92,137700205.34,112501642.94,236675863.00,100000000.00,120000000.00,117000000.00
Sep 19 2025,NEAR,0,1272907443.15,1272907443.15,279290410.96,169739320.92,137700205.34,112501642.94,236675863.00,100000000.00,120000000.00,117000000.00
Sep 18 2025,NEAR,0,1272483758.99,1272483758.99,279119178.08,169645125.96,137604380.56,112439211.39,236675863.00,100000000.00,120000000.00,117000000.00
Sep 18 2025,NEAR,0,1272483758.99,1272483758.99,279119178.08,169645125.96,137604380.56,112439211.39,236675863.00,100000000.00,120000000.00,117000000.00
Sep 18 2025,NEAR,0,1272483758.99,1272483758.99,279119178.08,169645125.96,137604380.56,112439211.39,236675863.00,100000000.00,120000000.00,117000000.00
Sep 17 2025,NEAR,0,1272060074.83,1272060074.83,278947945.21,169550931.00,137508555.78,112376779.85,236675863.00,100000000.00,120000000.00,117000000.00
Sep 17 2025,NEAR,0,1272060074.83,1272060074.83,278947945.21,169550931.00,137508555.78,112376779.85,236675863.00,100000000.00,120000000.00,117000000.00
Sep 17 2025,NEAR,0,1272060074.83,1272060074.83,278947945.21,169550931.00,137508555.78,112376779.85,236675863.00,100000000.00,120000000.00,117000000.00
Sep 16 2025,NEAR,0,1271636390.67,1271636390.67,278776712.33,169456736.04,137412731.01,112314348.30,236675863.00,100000000.00,120000000.00,117000000.00
Sep 16 2025,NEAR,0,1271636390.67,1271636390.67,278776712.33,169456736.04,137412731.01,112314348.30,236675863.00,100000000.00,120000000.00,117000000.00
Sep 16 2025,NEAR,0,1271636390.67,1271636390.67,278776712.33,169456736.04,137412731.01,112314348.30,236675863.00,100000000.00,120000000.00,117000000.00
Sep 15 2025,NEAR,0,1271212706.51,1271212706.51,278605479.45,169362541.07,137316906.23,112251916.76,236675863.00,100000000.00,120000000.00,117000000.00
Sep 15 2025,NEAR,0,1271212706.51,1271212706.51,278605479.45,169362541.07,137316906.23,112251916.76,236675863.00,100000000.00,120000000.00,117000000.00
Sep 15 2025,NEAR,0,1271212706.51,1271212706.51,278605479.45,169362541.07,137316906.23,112251916.76,236675863.00,100000000.00,120000000.00,117000000.00
Sep 14 2025,NEAR,0,1270789022.35,1270789022.35,278434246.58,169268346.11,137221081.45,112189485.21,236675863.00,100000000.00,120000000.00,117000000.00
Sep 14 2025,NEAR,0,1270789022.35,1270789022.35,278434246.58,169268346.11,137221081.45,112189485.21,236675863.00,100000000.00,120000000.00,117000000.00
Sep 14 2025,NEAR,0,1270789022.35,1270789022.35,278434246.58,169268346.11,137221081.45,112189485.21,236675863.00,100000000.00,120000000.00,117000000.00
Sep 13 2025,NEAR,0,1270365338.19,1270365338.19,278263013.70,169174151.15,137125256.67,112127053.67,236675863.00,100000000.00,120000000.00,117000000.00
Sep 13 2025,NEAR,0,1270365338.19,1270365338.19,278263013.70,169174151.15,137125256.67,112127053.67,236675863.00,100000000.00,120000000.00,117000000.00
Sep 13 2025,NEAR,0,1270365338.19,1270365338.19,278263013.70,169174151.15,137125256.67,112127053.67,236675863.00,100000000.00,120000000.00,117000000.00
Sep 12 2025,NEAR,0,1269941654.03,1269941654.03,278091780.82,169079956.19,137029431.90,112064622.12,236675863.00,100000000.00,120000000.00,117000000.00
Sep 12 2025,NEAR,0,1269941654.03,1269941654.03,278091780.82,169079956.19,137029431.90,112064622.12,236675863.00,100000000.00,120000000.00,117000000.00
Sep 12 2025,NEAR,0,1269941654.03,1269941654.03,278091780.82,169079956.19,137029431.90,112064622.12,236675863.00,100000000.00,120000000.00,117000000.00
Sep 11 2025,NEAR,0,1269517969.87,1269517969.87,277920547.95,168985761.23,136933607.12,112002190.58,236675863.00,100000000.00,120000000.00,117000000.00
Sep 11 2025,NEAR,0,1269517969.87,1269517969.87,277920547.95,168985761.23,136933607.12,112002190.58,236675863.00,100000000.00,120000000.00,117000000.00
Sep 11 2025,NEAR,0,1269517969.87,1269517969.87,277920547.95,168985761.23,136933607.12,112002190.58,236675863.00,100000000.00,120000000.00,117000000.00
Sep 10 2025,NEAR,0,1269094285.71,1269094285.71,277749315.07,168891566.27,136837782.34,111939759.04,236675863.00,100000000.00,120000000.00,117000000.00
Sep 10 2025,NEAR,0,1269094285.71,1269094285.71,277749315.07,168891566.27,136837782.34,111939759.04,236675863.00,100000000.00,120000000.00,117000000.00
Sep 10 2025,NEAR,0,1269094285.71,1269094285.71,277749315.07,168891566.27,136837782.34,111939759.04,236675863.00,100000000.00,120000000.00,117000000.00
Sep 09 2025,NEAR,0,1268670601.55,1268670601.55,277578082.19,168797371.30,136741957.56,111877327.49,236675863.00,100000000.00,120000000.00,117000000.00
Sep 09 2025,NEAR,0,1268670601.55,1268670601.55,277578082.19,168797371.30,136741957.56,111877327.49,236675863.00,100000000.00,120000000.00,117000000.00
Sep 09 2025,NEAR,0,1268670601.55,1268670601.55,277578082.19,168797371.30,136741957.56,111877327.49,236675863.00,100000000.00,120000000.00,117000000.00
Sep 08 2025,NEAR,0,1268246917.39,1268246917.39,277406849.32,168703176.34,136646132.79,111814895.95,236675863.00,100000000.00,120000000.00,117000000.00
Sep 08 2025,NEAR,0,1268246917.39,1268246917.39,277406849.32,168703176.34,136646132.79,111814895.95,236675863.00,100000000.00,120000000.00,117000000.00
Sep 08 2025,NEAR,0,1268246917.39,1268246917.39,277406849.32,168703176.34,136646132.79,111814895.95,236675863.00,100000000.00,120000000.00,117000000.00
Sep 07 2025,NEAR,0,1267823233.23,1267823233.23,277235616.44,168608981.38,136550308.01,111752464.40,236675863.00,100000000.00,120000000.00,117000000.00
Sep 07 2025,NEAR,0,1267823233.23,1267823233.23,277235616.44,168608981.38,136550308.01,111752464.40,236675863.00,100000000.00,120000000.00,117000000.00
Sep 07 2025,NEAR,0,1267823233.23,1267823233.23,277235616.44,168608981.38,136550308.01,111752464.40,236675863.00,100000000.00,120000000.00,117000000.00
Sep 06 2025,NEAR,0,1267399549.07,1267399549.07,277064383.56,168514786.42,136454483.23,111690032.86,236675863.00,100000000.00,120000000.00,117000000.00
Sep 06 2025,NEAR,0,1267399549.07,1267399549.07,277064383.56,168514786.42,136454483.23,111690032.86,236675863.00,100000000.00,120000000.00,117000000.00
Sep 06 2025,NEAR,0,1267399549.07,1267399549.07,277064383.56,168514786.42,136454483.23,111690032.86,236675863.00,100000000.00,120000000.00,117000000.00
Sep 06 2025,NEAR,0,1267399549.07,1267399549.07,277064383.56,168514786.42,136454483.23,111690032.86,236675863.00,100000000.00,120000000.00,117000000.00
Sep 05 2025,NEAR,0,1266975864.91,1266975864.91,276893150.68,168420591.46,136358658.45,111627601.31,236675863.00,100000000.00,120000000.00,117000000.00
Sep 05 2025,NEAR,0,1266975864.91,1266975864.91,276893150.68,168420591.46,136358658.45,111627601.31,236675863.00,100000000.00,120000000.00,117000000.00
Sep 05 2025,NEAR,0,1266975864.91,1266975864.91,276893150.68,168420591.46,136358658.45,111627601.31,236675863.00,100000000.00,120000000.00,117000000.00
Sep 04 2025,NEAR,0,1266552180.75,1266552180.75,276721917.81,168326396.50,136262833.68,111565169.77,236675863.00,100000000.00,120000000.00,117000000.00
Sep 04 2025,NEAR,0,1266552180.75,1266552180.75,276721917.81,168326396.50,136262833.68,111565169.77,236675863.00,100000000.00,120000000.00,117000000.00
Sep 04 2025,NEAR,0,1266552180.75,1266552180.75,276721917.81,168326396.50,136262833.68,111565169.77,236675863.00,100000000.00,120000000.00,117000000.00
Sep 03 2025,NEAR,0,1266128496.59,1266128496.59,276550684.93,168232201.53,136167008.90,111502738.23,236675863.00,100000000.00,120000000.00,117000000.00
Sep 03 2025,NEAR,0,1266128496.59,1266128496.59,276550684.93,168232201.53,136167008.90,111502738.23,236675863.00,100000000.00,120000000.00,117000000.00
Sep 03 2025,NEAR,0,1266128496.59,1266128496.59,276550684.93,168232201.53,136167008.90,111502738.23,236675863.00,100000000.00,120000000.00,117000000.00
Sep 02 2025,NEAR,0,1265704812.43,1265704812.43,276379452.05,168138006.57,136071184.12,111440306.68,236675863.00,100000000.00,120000000.00,117000000.00
Sep 02 2025,NEAR,0,1265704812.43,1265704812.43,276379452.05,168138006.57,136071184.12,111440306.68,236675863.00,100000000.00,120000000.00,117000000.00
Sep 02 2025,NEAR,0,1265704812.43,1265704812.43,276379452.05,168138006.57,136071184.12,111440306.68,236675863.00,100000000.00,120000000.00,117000000.00
Sep 01 2025,NEAR,0,1265281128.27,1265281128.27,276208219.18,168043811.61,135975359.34,111377875.14,236675863.00,100000000.00,120000000.00,117000000.00
Sep 01 2025,NEAR,0,1265281128.27,1265281128.27,276208219.18,168043811.61,135975359.34,111377875.14,236675863.00,100000000.00,120000000.00,117000000.00
Sep 01 2025,NEAR,0,1265281128.27,1265281128.27,276208219.18,168043811.61,135975359.34,111377875.14,236675863.00,100000000.00,120000000.00,117000000.00
Aug 31 2025,NEAR,0,1264857444.11,1264857444.11,276036986.30,167949616.65,135879534.57,111315443.59,236675863.00,100000000.00,120000000.00,117000000.00
Aug 31 2025,NEAR,0,1264857444.11,1264857444.11,276036986.30,167949616.65,135879534.57,111315443.59,236675863.00,100000000.00,120000000.00,117000000.00
Aug 31 2025,NEAR,0,1264857444.11,1264857444.11,276036986.30,167949616.65,135879534.57,111315443.59,236675863.00,100000000.00,120000000.00,117000000.00
Aug 30 2025,NEAR,0,1264433759.95,1264433759.95,275865753.42,167855421.69,135783709.79,111253012.05,236675863.00,100000000.00,120000000.00,117000000.00
Aug 30 2025,NEAR,0,1264433759.95,1264433759.95,275865753.42,167855421.69,135783709.79,111253012.05,236675863.00,100000000.00,120000000.00,117000000.00
Aug 30 2025,NEAR,0,1264433759.95,1264433759.95,275865753.42,167855421.69,135783709.79,111253012.05,236675863.00,100000000.00,120000000.00,117000000.00
Aug 29 2025,NEAR,0,1264010075.79,1264010075.79,275694520.55,167761226.73,135687885.01,111190580.50,236675863.00,100000000.00,120000000.00,117000000.00
Aug 29 2025,NEAR,0,1264010075.79,1264010075.79,275694520.55,167761226.73,135687885.01,111190580.50,236675863.00,100000000.00,120000000.00,117000000.00
Aug 29 2025,NEAR,0,1264010075.79,1264010075.79,275694520.55,167761226.73,135687885.01,111190580.50,236675863.00,100000000.00,120000000.00,117000000.00
Aug 28 2025,NEAR,0,1263586391.63,1263586391.63,275523287.67,167667031.76,135592060.23,111128148.96,236675863.00,100000000.00,120000000.00,117000000.00
Aug 28 2025,NEAR,0,1263586391.63,1263586391.63,275523287.67,167667031.76,135592060.23,111128148.96,236675863.00,100000000.00,120000000.00,117000000.00
Aug 28 2025,NEAR,0,1263586391.63,1263586391.63,275523287.67,167667031.76,135592060.23,111128148.96,236675863.00,100000000.00,120000000.00,117000000.00
Aug 27 2025,NEAR,0,1263162707.47,1263162707.47,275352054.79,167572836.80,135496235.46,111065717.42,236675863.00,100000000.00,120000000.00,117000000.00
Aug 27 2025,NEAR,0,1263162707.47,1263162707.47,275352054.79,167572836.80,135496235.46,111065717.42,236675863.00,100000000.00,120000000.00,117000000.00
Aug 27 2025,NEAR,0,1263162707.47,1263162707.47,275352054.79,167572836.80,135496235.46,111065717.42,236675863.00,100000000.00,120000000.00,117000000.00
Aug 26 2025,NEAR,0,1262739023.31,1262739023.31,275180821.92,167478641.84,135400410.68,111003285.87,236675863.00,100000000.00,120000000.00,117000000.00
Aug 26 2025,NEAR,0,1262739023.31,1262739023.31,275180821.92,167478641.84,135400410.68,111003285.87,236675863.00,100000000.00,120000000.00,117000000.00
Aug 26 2025,NEAR,0,1262739023.31,1262739023.31,275180821.92,167478641.84,135400410.68,111003285.87,236675863.00,100000000.00,120000000.00,117000000.00
Aug 25 2025,NEAR,0,1262315339.15,1262315339.15,275009589.04,167384446.88,135304585.90,110940854.33,236675863.00,100000000.00,120000000.00,117000000.00
Aug 25 2025,NEAR,0,1262315339.15,1262315339.15,275009589.04,167384446.88,135304585.90,110940854.33,236675863.00,100000000.00,120000000.00,117000000.00
Aug 25 2025,NEAR,0,1262315339.15,1262315339.15,275009589.04,167384446.88,135304585.90,110940854.33,236675863.00,100000000.00,120000000.00,117000000.00
Aug 24 2025,NEAR,0,1261891654.99,1261891654.99,274838356.16,167290251.92,135208761.12,110878422.78,236675863.00,100000000.00,120000000.00,117000000.00
Aug 24 2025,NEAR,0,1261891654.99,1261891654.99,274838356.16,167290251.92,135208761.12,110878422.78,236675863.00,100000000.00,120000000.00,117000000.00
Aug 24 2025,NEAR,0,1261891654.99,1261891654.99,274838356.16,167290251.92,135208761.12,110878422.78,236675863.00,100000000.00,120000000.00,117000000.00
Aug 23 2025,NEAR,0,1261467970.83,1261467970.83,274667123.29,167196056.96,135112936.34,110815991.24,236675863.00,100000000.00,120000000.00,117000000.00
Aug 23 2025,NEAR,0,1261467970.83,1261467970.83,274667123.29,167196056.96,135112936.34,110815991.24,236675863.00,100000000.00,120000000.00,117000000.00
Aug 23 2025,NEAR,0,1261467970.83,1261467970.83,274667123.29,167196056.96,135112936.34,110815991.24,236675863.00,100000000.00,120000000.00,117000000.00
Aug 22 2025,NEAR,0,1261044286.67,1261044286.67,274495890.41,167101861.99,135017111.57,110753559.69,236675863.00,100000000.00,120000000.00,117000000.00
Aug 22 2025,NEAR,0,1261044286.67,1261044286.67,274495890.41,167101861.99,135017111.57,110753559.69,236675863.00,100000000.00,120000000.00,117000000.00
Aug 22 2025,NEAR,0,1261044286.67,1261044286.67,274495890.41,167101861.99,135017111.57,110753559.69,236675863.00,100000000.00,120000000.00,117000000.00
Aug 21 2025,NEAR,0,1260620602.50,1260620602.50,274324657.53,167007667.03,134921286.79,110691128.15,236675863.00,100000000.00,120000000.00,117000000.00
Aug 21 2025,NEAR,0,1260620602.50,1260620602.50,274324657.53,167007667.03,134921286.79,110691128.15,236675863.00,100000000.00,120000000.00,117000000.00
Aug 21 2025,NEAR,0,1260620602.50,1260620602.50,274324657.53,167007667.03,134921286.79,110691128.15,236675863.00,100000000.00,120000000.00,117000000.00
Aug 20 2025,NEAR,0,1260196918.34,1260196918.34,274153424.66,166913472.07,134825462.01,110628696.60,236675863.00,100000000.00,120000000.00,117000000.00
Aug 20 2025,NEAR,0,1260196918.34,1260196918.34,274153424.66,166913472.07,134825462.01,110628696.60,236675863.00,100000000.00,120000000.00,117000000.00
Aug 20 2025,NEAR,0,1260196918.34,1260196918.34,274153424.66,166913472.07,134825462.01,110628696.60,236675863.00,100000000.00,120000000.00,117000000.00
Aug 19 2025,NEAR,0,1259773234.18,1259773234.18,273982191.78,166819277.11,134729637.23,110566265.06,236675863.00,100000000.00,120000000.00,117000000.00
Aug 19 2025,NEAR,0,1259773234.18,1259773234.18,273982191.78,166819277.11,134729637.23,110566265.06,236675863.00,100000000.00,120000000.00,117000000.00
Aug 19 2025,NEAR,0,1259773234.18,1259773234.18,273982191.78,166819277.11,134729637.23,110566265.06,236675863.00,100000000.00,120000000.00,117000000.00
Aug 18 2025,NEAR,0,1259349550.02,1259349550.02,273810958.90,166725082.15,134633812.46,110503833.52,236675863.00,100000000.00,120000000.00,117000000.00
Aug 18 2025,NEAR,0,1259349550.02,1259349550.02,273810958.90,166725082.15,134633812.46,110503833.52,236675863.00,100000000.00,120000000.00,117000000.00
Aug 18 2025,NEAR,0,1259349550.02,1259349550.02,273810958.90,166725082.15,134633812.46,110503833.52,236675863.00,100000000.00,120000000.00,117000000.00
Aug 17 2025,NEAR,0,1258925865.86,1258925865.86,273639726.03,166630887.19,134537987.68,110441401.97,236675863.00,100000000.00,120000000.00,117000000.00
Aug 17 2025,NEAR,0,1258925865.86,1258925865.86,273639726.03,166630887.19,134537987.68,110441401.97,236675863.00,100000000.00,120000000.00,117000000.00
Aug 17 2025,NEAR,0,1258925865.86,1258925865.86,273639726.03,166630887.19,134537987.68,110441401.97,236675863.00,100000000.00,120000000.00,117000000.00
Aug 16 2025,NEAR,0,1258502181.70,1258502181.70,273468493.15,166536692.22,134442162.90,110378970.43,236675863.00,100000000.00,120000000.00,117000000.00
Aug 16 2025,NEAR,0,1258502181.70,1258502181.70,273468493.15,166536692.22,134442162.90,110378970.43,236675863.00,100000000.00,120000000.00,117000000.00
