Date,Symbol,Price,Available Supply,Unlocked Supply,Investors,Team,Protocol Launch,Initial Emissions,DEXes,Bonding Curve,Community
Jun 12 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 12 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 12 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 12 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 12 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 11 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 11 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 11 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 11 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 11 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 10 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 10 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 10 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 10 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 09 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 09 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 09 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 09 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 09 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 08 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 08 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 08 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 08 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 08 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 07 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 07 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 07 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 07 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 06 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 06 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 06 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 06 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 06 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 05 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 05 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 05 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 05 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 05 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 04 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 04 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 04 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 04 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 03 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 03 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 03 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 03 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 03 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 02 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 02 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 02 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 02 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 02 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 01 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
Jun 01 2025,STG,0,1000000000.00,1000000000.00,175000000.00,175000000.00,150000000.00,21100000.00,15500000.00,159500000.00,303900000.00
