Date,Symbol,Price,Available Supply,Unlocked Supply,Community Pool,Staking Rewards,Developer Vesting,Liquidity Mining Incentives,Airdrop,Strategic Reserve
Nov 02 2048,OSMO,0,998175823.11,998175823.11,92641793.41,323951299.55,224543955.77,257038774.38,50000000.00,50000000.00
Nov 01 2048,OSMO,0,998174415.38,998174415.38,92641723.03,323950595.69,224543603.84,257038492.83,50000000.00,50000000.00
Oct 31 2048,OSMO,0,998173007.64,998173007.64,92641652.64,323949891.82,224543251.90,257038211.28,50000000.00,50000000.00
Oct 30 2048,OSMO,0,998171599.91,998171599.91,92641582.25,323949187.95,224542899.97,257037929.73,50000000.00,50000000.00
Oct 29 2048,OSMO,0,998170192.18,998170192.18,92641511.87,323948484.08,224542548.04,257037648.19,50000000.00,50000000.00
Oct 27 2048,OSMO,0,998167376.71,998167376.71,92641371.09,323947076.35,224541844.17,257037085.09,50000000.00,50000000.00
Oct 26 2048,OSMO,0,998165968.97,998165968.97,92641300.71,323946372.48,224541492.24,257036803.55,50000000.00,50000000.00
Oct 25 2048,OSMO,0,998164561.24,998164561.24,92641230.32,323945668.62,224541140.30,257036522.00,50000000.00,50000000.00
Oct 24 2048,OSMO,0,998163153.50,998163153.50,92641159.93,323944964.75,224540788.37,257036240.45,50000000.00,50000000.00
Oct 23 2048,OSMO,0,998161745.77,998161745.77,92641089.55,323944260.88,224540436.43,257035958.91,50000000.00,50000000.00
Oct 22 2048,OSMO,0,998160338.03,998160338.03,92641019.16,323943557.01,224540084.50,257035677.36,50000000.00,50000000.00
Oct 21 2048,OSMO,0,998158930.30,998158930.30,92640948.77,323942853.15,224539732.57,257035395.81,50000000.00,50000000.00
Oct 20 2048,OSMO,0,998157522.56,998157522.56,92640878.39,323942149.28,224539380.63,257035114.26,50000000.00,50000000.00
Oct 19 2048,OSMO,0,998156114.83,998156114.83,92640808.00,323941445.41,224539028.70,257034832.72,50000000.00,50000000.00
Oct 17 2048,OSMO,0,998153299.36,998153299.36,92640667.23,323940037.68,224538324.83,257034269.62,50000000.00,50000000.00
Oct 16 2048,OSMO,0,998151891.62,998151891.62,92640596.84,323939333.81,224537972.90,257033988.08,50000000.00,50000000.00
Oct 15 2048,OSMO,0,998150483.89,998150483.89,92640526.45,323938629.94,224537620.96,257033706.53,50000000.00,50000000.00
Oct 14 2048,OSMO,0,998149076.15,998149076.15,92640456.07,323937926.08,224537269.03,257033424.98,50000000.00,50000000.00
Oct 13 2048,OSMO,0,998147668.42,998147668.42,92640385.68,323937222.21,224536917.10,257033143.44,50000000.00,50000000.00
Oct 12 2048,OSMO,0,998146260.69,998146260.69,92640315.29,323936518.34,224536565.16,257032861.89,50000000.00,50000000.00
Oct 11 2048,OSMO,0,998144852.95,998144852.95,92640244.91,323935814.47,224536213.23,257032580.34,50000000.00,50000000.00
Oct 10 2048,OSMO,0,998143445.22,998143445.22,92640174.52,323935110.61,224535861.30,257032298.79,50000000.00,50000000.00
Oct 08 2048,OSMO,0,998140629.75,998140629.75,92640033.75,323933702.87,224535157.43,257031735.70,50000000.00,50000000.00
Oct 07 2048,OSMO,0,998139222.01,998139222.01,92639963.36,323932999.00,224534805.50,257031454.15,50000000.00,50000000.00
Oct 06 2048,OSMO,0,998137814.28,998137814.28,92639892.97,323932295.14,224534453.56,257031172.61,50000000.00,50000000.00
Oct 05 2048,OSMO,0,998136406.54,998136406.54,92639822.59,323931591.27,224534101.63,257030891.06,50000000.00,50000000.00
Oct 04 2048,OSMO,0,998134998.81,998134998.81,92639752.20,323930887.40,224533749.69,257030609.51,50000000.00,50000000.00
Oct 03 2048,OSMO,0,998133591.07,998133591.07,92639681.81,323930183.54,224533397.76,257030327.97,50000000.00,50000000.00
Oct 02 2048,OSMO,0,998132183.34,998132183.34,92639611.42,323929479.67,224533045.83,257030046.42,50000000.00,50000000.00
Oct 01 2048,OSMO,0,998130775.60,998130775.60,92639541.04,323928775.80,224532693.89,257029764.87,50000000.00,50000000.00
Sep 30 2048,OSMO,0,998129367.87,998129367.87,92639470.65,323928071.93,224532341.96,257029483.32,50000000.00,50000000.00
Sep 28 2048,OSMO,0,998126552.40,998126552.40,92639329.88,323926664.20,224531638.09,257028920.23,50000000.00,50000000.00
Sep 27 2048,OSMO,0,998125144.67,998125144.67,92639259.49,323925960.33,224531286.16,257028638.68,50000000.00,50000000.00
Sep 26 2048,OSMO,0,998123736.93,998123736.93,92639189.10,323925256.47,224530934.22,257028357.14,50000000.00,50000000.00
Sep 25 2048,OSMO,0,998122329.20,998122329.20,92639118.72,323924552.60,224530582.29,257028075.59,50000000.00,50000000.00
Sep 24 2048,OSMO,0,998120921.46,998120921.46,92639048.33,323923848.73,224530230.36,257027794.04,50000000.00,50000000.00
Sep 23 2048,OSMO,0,998119513.73,998119513.73,92638977.94,323923144.86,224529878.42,257027512.50,50000000.00,50000000.00
Sep 22 2048,OSMO,0,998118105.99,998118105.99,92638907.56,323922441.00,224529526.49,257027230.95,50000000.00,50000000.00
Sep 21 2048,OSMO,0,998116698.26,998116698.26,92638837.17,323921737.13,224529174.56,257026949.40,50000000.00,50000000.00
Sep 20 2048,OSMO,0,998115290.52,998115290.52,92638766.78,323921033.26,224528822.62,257026667.85,50000000.00,50000000.00
Sep 18 2048,OSMO,0,998112475.05,998112475.05,92638626.01,323919625.53,224528118.76,257026104.76,50000000.00,50000000.00
Sep 17 2048,OSMO,0,998111067.32,998111067.32,92638555.62,323918921.66,224527766.82,257025823.21,50000000.00,50000000.00
Sep 16 2048,OSMO,0,998109659.58,998109659.58,92638485.24,323918217.79,224527414.89,257025541.67,50000000.00,50000000.00
Sep 15 2048,OSMO,0,998108251.85,998108251.85,92638414.85,323917513.93,224527062.95,257025260.12,50000000.00,50000000.00
Sep 14 2048,OSMO,0,998106844.11,998106844.11,92638344.46,323916810.06,224526711.02,257024978.57,50000000.00,50000000.00
Sep 13 2048,OSMO,0,998105436.38,998105436.38,92638274.08,323916106.19,224526359.09,257024697.03,50000000.00,50000000.00
Sep 12 2048,OSMO,0,998104028.65,998104028.65,92638203.69,323915402.32,224526007.15,257024415.48,50000000.00,50000000.00
Sep 11 2048,OSMO,0,998102620.91,998102620.91,92638133.30,323914698.46,224525655.22,257024133.93,50000000.00,50000000.00
Sep 09 2048,OSMO,0,998099805.44,998099805.44,92637992.53,323913290.72,224524951.35,257023570.84,50000000.00,50000000.00
Sep 08 2048,OSMO,0,998098397.71,998098397.71,92637922.14,323912586.85,224524599.42,257023289.29,50000000.00,50000000.00
Sep 07 2048,OSMO,0,998096989.97,998096989.97,92637851.76,323911882.99,224524247.48,257023007.74,50000000.00,50000000.00
Sep 06 2048,OSMO,0,998095582.24,998095582.24,92637781.37,323911179.12,224523895.55,257022726.20,50000000.00,50000000.00
Sep 05 2048,OSMO,0,998094174.50,998094174.50,92637710.98,323910475.25,224523543.62,257022444.65,50000000.00,50000000.00
Sep 04 2048,OSMO,0,998092766.77,998092766.77,92637640.60,323909771.39,224523191.68,257022163.10,50000000.00,50000000.00
Sep 03 2048,OSMO,0,998091359.03,998091359.03,92637570.21,323909067.52,224522839.75,257021881.56,50000000.00,50000000.00
Sep 02 2048,OSMO,0,998089951.30,998089951.30,92637499.82,323908363.65,224522487.82,257021600.01,50000000.00,50000000.00
Sep 01 2048,OSMO,0,998088543.56,998088543.56,92637429.44,323907659.78,224522135.88,257021318.46,50000000.00,50000000.00
Aug 30 2048,OSMO,0,998085728.09,998085728.09,92637288.66,323906252.05,224521432.01,257020755.37,50000000.00,50000000.00
Aug 29 2048,OSMO,0,998084320.36,998084320.36,92637218.28,323905548.18,224521080.08,257020473.82,50000000.00,50000000.00
Aug 28 2048,OSMO,0,998082912.63,998082912.63,92637147.89,323904844.31,224520728.15,257020192.27,50000000.00,50000000.00
Aug 27 2048,OSMO,0,998081504.89,998081504.89,92637077.50,323904140.45,224520376.21,257019910.73,50000000.00,50000000.00
Aug 26 2048,OSMO,0,998080097.16,998080097.16,92637007.12,323903436.58,224520024.28,257019629.18,50000000.00,50000000.00
Aug 25 2048,OSMO,0,998078689.42,998078689.42,92636936.73,323902732.71,224519672.35,257019347.63,50000000.00,50000000.00
Aug 24 2048,OSMO,0,998077281.69,998077281.69,92636866.34,323902028.85,224519320.41,257019066.09,50000000.00,50000000.00
Aug 23 2048,OSMO,0,998075873.95,998075873.95,92636795.96,323901324.98,224518968.48,257018784.54,50000000.00,50000000.00
Aug 22 2048,OSMO,0,998074466.22,998074466.22,92636725.57,323900621.11,224518616.55,257018502.99,50000000.00,50000000.00
Aug 20 2048,OSMO,0,998071650.75,998071650.75,92636584.80,323899213.38,224517912.68,257017939.90,50000000.00,50000000.00
Aug 19 2048,OSMO,0,998070243.01,998070243.01,92636514.41,323898509.51,224517560.74,257017658.35,50000000.00,50000000.00
Aug 18 2048,OSMO,0,998068835.28,998068835.28,92636444.02,323897805.64,224517208.81,257017376.80,50000000.00,50000000.00
Aug 17 2048,OSMO,0,998067427.54,998067427.54,92636373.64,323897101.77,224516856.88,257017095.26,50000000.00,50000000.00
Aug 16 2048,OSMO,0,998066019.81,998066019.81,92636303.25,323896397.91,224516504.94,257016813.71,50000000.00,50000000.00
Aug 15 2048,OSMO,0,998064612.07,998064612.07,92636232.86,323895694.04,224516153.01,257016532.16,50000000.00,50000000.00
Aug 14 2048,OSMO,0,998063204.34,998063204.34,92636162.48,323894990.17,224515801.08,257016250.62,50000000.00,50000000.00
Aug 13 2048,OSMO,0,998061796.61,998061796.61,92636092.09,323894286.31,224515449.14,257015969.07,50000000.00,50000000.00
Aug 11 2048,OSMO,0,998058981.14,998058981.14,92635951.32,323892878.57,224514745.27,257015405.98,50000000.00,50000000.00
Aug 10 2048,OSMO,0,998057573.40,998057573.40,92635880.93,323892174.70,224514393.34,257015124.43,50000000.00,50000000.00
Aug 09 2048,OSMO,0,998056165.67,998056165.67,92635810.54,323891470.84,224514041.41,257014842.88,50000000.00,50000000.00
Aug 08 2048,OSMO,0,998054757.93,998054757.93,92635740.15,323890766.97,224513689.47,257014561.33,50000000.00,50000000.00
Aug 07 2048,OSMO,0,998053350.20,998053350.20,92635669.77,323890063.10,224513337.54,257014279.79,50000000.00,50000000.00
Aug 06 2048,OSMO,0,998051942.46,998051942.46,92635599.38,323889359.23,224512985.61,257013998.24,50000000.00,50000000.00
Aug 05 2048,OSMO,0,998050534.73,998050534.73,92635528.99,323888655.37,224512633.67,257013716.69,50000000.00,50000000.00
Aug 04 2048,OSMO,0,998049126.99,998049126.99,92635458.61,323887951.50,224512281.74,257013435.15,50000000.00,50000000.00
Aug 03 2048,OSMO,0,998047719.26,998047719.26,92635388.22,323887247.63,224511929.80,257013153.60,50000000.00,50000000.00
Aug 01 2048,OSMO,0,998044903.79,998044903.79,92635247.45,323885839.90,224511225.94,257012590.51,50000000.00,50000000.00
Jul 31 2048,OSMO,0,998043496.05,998043496.05,92635177.06,323885136.03,224510874.00,257012308.96,50000000.00,50000000.00
Jul 30 2048,OSMO,0,998042088.32,998042088.32,92635106.67,323884432.16,224510522.07,257012027.41,50000000.00,50000000.00
Jul 29 2048,OSMO,0,998040680.59,998040680.59,92635036.29,323883728.30,224510170.14,257011745.86,50000000.00,50000000.00
Jul 28 2048,OSMO,0,998039272.85,998039272.85,92634965.90,323883024.43,224509818.20,257011464.32,50000000.00,50000000.00
Jul 27 2048,OSMO,0,998037865.12,998037865.12,92634895.51,323882320.56,224509466.27,257011182.77,50000000.00,50000000.00
Jul 26 2048,OSMO,0,998036457.38,998036457.38,92634825.13,323881616.69,224509114.34,257010901.22,50000000.00,50000000.00
Jul 25 2048,OSMO,0,998035049.65,998035049.65,92634754.74,323880912.83,224508762.40,257010619.68,50000000.00,50000000.00
Jul 23 2048,OSMO,0,998032234.18,998032234.18,92634613.97,323879505.09,224508058.53,257010056.58,50000000.00,50000000.00
Jul 22 2048,OSMO,0,998030826.44,998030826.44,92634543.58,323878801.23,224507706.60,257009775.04,50000000.00,50000000.00
Jul 21 2048,OSMO,0,998029418.71,998029418.71,92634473.19,323878097.36,224507354.67,257009493.49,50000000.00,50000000.00
Jul 20 2048,OSMO,0,998028010.97,998028010.97,92634402.81,323877393.49,224507002.73,257009211.94,50000000.00,50000000.00
Jul 19 2048,OSMO,0,998026603.24,998026603.24,92634332.42,323876689.62,224506650.80,257008930.39,50000000.00,50000000.00
Jul 18 2048,OSMO,0,998025195.50,998025195.50,92634262.03,323875985.76,224506298.87,257008648.85,50000000.00,50000000.00
Jul 17 2048,OSMO,0,998023787.77,998023787.77,92634191.65,323875281.89,224505946.93,257008367.30,50000000.00,50000000.00
Jul 16 2048,OSMO,0,998022380.03,998022380.03,92634121.26,323874578.02,224505595.00,257008085.75,50000000.00,50000000.00
Jul 15 2048,OSMO,0,998020972.30,998020972.30,92634050.87,323873874.16,224505243.06,257007804.21,50000000.00,50000000.00
Jul 13 2048,OSMO,0,998018156.83,998018156.83,92633910.10,323872466.42,224504539.20,257007241.11,50000000.00,50000000.00
Jul 12 2048,OSMO,0,998016749.10,998016749.10,92633839.71,323871762.55,224504187.26,257006959.57,50000000.00,50000000.00
Jul 11 2048,OSMO,0,998015341.36,998015341.36,92633769.33,323871058.69,224503835.33,257006678.02,50000000.00,50000000.00
Jul 10 2048,OSMO,0,998013933.63,998013933.63,92633698.94,323870354.82,224503483.40,257006396.47,50000000.00,50000000.00
Jul 09 2048,OSMO,0,998012525.89,998012525.89,92633628.55,323869650.95,224503131.46,257006114.92,50000000.00,50000000.00
Jul 08 2048,OSMO,0,998011118.16,998011118.16,92633558.17,323868947.08,224502779.53,257005833.38,50000000.00,50000000.00
Jul 07 2048,OSMO,0,998009710.42,998009710.42,92633487.78,323868243.22,224502427.60,257005551.83,50000000.00,50000000.00
Jul 06 2048,OSMO,0,998008302.69,998008302.69,92633417.39,323867539.35,224502075.66,257005270.28,50000000.00,50000000.00
Jul 05 2048,OSMO,0,998006894.95,998006894.95,92633347.01,323866835.48,224501723.73,257004988.74,50000000.00,50000000.00
Jul 03 2048,OSMO,0,998004079.48,998004079.48,92633206.23,323865427.75,224501019.86,257004425.64,50000000.00,50000000.00
Jul 02 2048,OSMO,0,998002671.75,998002671.75,92633135.85,323864723.88,224500667.93,257004144.10,50000000.00,50000000.00
Jul 01 2048,OSMO,0,998001264.01,998001264.01,92633065.46,323864020.01,224500315.99,257003862.55,50000000.00,50000000.00
Jun 30 2048,OSMO,0,997999856.28,997999856.28,92632995.07,323863316.15,224499964.06,257003581.00,50000000.00,50000000.00
Jun 29 2048,OSMO,0,997998448.55,997998448.55,92632924.69,323862612.28,224499612.13,257003299.45,50000000.00,50000000.00
Jun 28 2048,OSMO,0,997997040.81,997997040.81,92632854.30,323861908.41,224499260.19,257003017.91,50000000.00,50000000.00
Jun 27 2048,OSMO,0,997995633.08,997995633.08,92632783.91,323861204.54,224498908.26,257002736.36,50000000.00,50000000.00
Jun 26 2048,OSMO,0,997994225.34,997994225.34,92632713.53,323860500.68,224498556.32,257002454.81,50000000.00,50000000.00
Jun 24 2048,OSMO,0,997991409.87,997991409.87,92632572.75,323859092.94,224497852.46,257001891.72,50000000.00,50000000.00
Jun 23 2048,OSMO,0,997990002.14,997990002.14,92632502.37,323858389.08,224497500.52,257001610.17,50000000.00,50000000.00
Jun 22 2048,OSMO,0,997988594.40,997988594.40,92632431.98,323857685.21,224497148.59,257001328.63,50000000.00,50000000.00
Jun 21 2048,OSMO,0,997987186.67,997987186.67,92632361.59,323856981.34,224496796.66,257001047.08,50000000.00,50000000.00
Jun 20 2048,OSMO,0,997985778.93,997985778.93,92632291.21,323856277.47,224496444.72,257000765.53,50000000.00,50000000.00
Jun 19 2048,OSMO,0,997984371.20,997984371.20,92632220.82,323855573.61,224496092.79,257000483.98,50000000.00,50000000.00
Jun 18 2048,OSMO,0,997982963.46,997982963.46,92632150.43,323854869.74,224495740.85,257000202.44,50000000.00,50000000.00
Jun 17 2048,OSMO,0,997981555.73,997981555.73,92632080.05,323854165.87,224495388.92,256999920.89,50000000.00,50000000.00
Jun 16 2048,OSMO,0,997980147.99,997980147.99,92632009.66,323853462.00,224495036.99,256999639.34,50000000.00,50000000.00
Jun 14 2048,OSMO,0,997977332.53,997977332.53,92631868.88,323852054.27,224494333.12,256999076.25,50000000.00,50000000.00
Jun 13 2048,OSMO,0,997975924.79,997975924.79,92631798.50,323851350.40,224493981.19,256998794.70,50000000.00,50000000.00
Jun 12 2048,OSMO,0,997974517.06,997974517.06,92631728.11,323850646.54,224493629.25,256998513.16,50000000.00,50000000.00
Jun 11 2048,OSMO,0,997973109.32,997973109.32,92631657.72,323849942.67,224493277.32,256998231.61,50000000.00,50000000.00
Jun 10 2048,OSMO,0,997971701.59,997971701.59,92631587.34,323849238.80,224492925.39,256997950.06,50000000.00,50000000.00
Jun 09 2048,OSMO,0,997970293.85,997970293.85,92631516.95,323848534.93,224492573.45,256997668.52,50000000.00,50000000.00
Jun 08 2048,OSMO,0,997968886.12,997968886.12,92631446.56,323847831.07,224492221.52,256997386.97,50000000.00,50000000.00
Jun 07 2048,OSMO,0,997967478.38,997967478.38,92631376.18,323847127.20,224491869.58,256997105.42,50000000.00,50000000.00
Jun 06 2048,OSMO,0,997966070.65,997966070.65,92631305.79,323846423.33,224491517.65,256996823.87,50000000.00,50000000.00
Jun 04 2048,OSMO,0,997963255.18,997963255.18,92631165.02,323845015.60,224490813.78,256996260.78,50000000.00,50000000.00
Jun 03 2048,OSMO,0,997961847.44,997961847.44,92631094.63,323844311.73,224490461.85,256995979.23,50000000.00,50000000.00
Jun 02 2048,OSMO,0,997960439.71,997960439.71,92631024.24,323843607.86,224490109.92,256995697.69,50000000.00,50000000.00
Jun 01 2048,OSMO,0,997959031.97,997959031.97,92630953.86,323842904.00,224489757.98,256995416.14,50000000.00,50000000.00
May 31 2048,OSMO,0,997957624.24,997957624.24,92630883.47,323842200.13,224489406.05,256995134.59,50000000.00,50000000.00
May 30 2048,OSMO,0,997956216.51,997956216.51,92630813.08,323841496.26,224489054.11,256994853.05,50000000.00,50000000.00
May 29 2048,OSMO,0,997954808.77,997954808.77,92630742.70,323840792.39,224488702.18,256994571.50,50000000.00,50000000.00
May 28 2048,OSMO,0,997953401.04,997953401.04,92630672.31,323840088.53,224488350.25,256994289.95,50000000.00,50000000.00
May 26 2048,OSMO,0,997950585.57,997950585.57,92630531.54,323838680.79,224487646.38,256993726.86,50000000.00,50000000.00
May 25 2048,OSMO,0,997949177.83,997949177.83,92630461.15,323837976.92,224487294.45,256993445.31,50000000.00,50000000.00
May 24 2048,OSMO,0,997947770.10,997947770.10,92630390.76,323837273.06,224486942.51,256993163.76,50000000.00,50000000.00
May 23 2048,OSMO,0,997946362.36,997946362.36,92630320.38,323836569.19,224486590.58,256992882.22,50000000.00,50000000.00
May 22 2048,OSMO,0,997944954.63,997944954.63,92630249.99,323835865.32,224486238.64,256992600.67,50000000.00,50000000.00
May 21 2048,OSMO,0,997943546.89,997943546.89,92630179.60,323835161.46,224485886.71,256992319.12,50000000.00,50000000.00
May 20 2048,OSMO,0,997942139.16,997942139.16,92630109.22,323834457.59,224485534.78,256992037.58,50000000.00,50000000.00
May 19 2048,OSMO,0,997940731.42,997940731.42,92630038.83,323833753.72,224485182.84,256991756.03,50000000.00,50000000.00
May 18 2048,OSMO,0,997939323.69,997939323.69,92629968.44,323833049.85,224484830.91,256991474.48,50000000.00,50000000.00
May 16 2048,OSMO,0,997936508.22,997936508.22,92629827.67,323831642.12,224484127.04,256990911.39,50000000.00,50000000.00
May 15 2048,OSMO,0,997935100.48,997935100.48,92629757.28,323830938.25,224483775.11,256990629.84,50000000.00,50000000.00
May 14 2048,OSMO,0,997933692.75,997933692.75,92629686.90,323830234.38,224483423.18,256990348.29,50000000.00,50000000.00
May 13 2048,OSMO,0,997932285.02,997932285.02,92629616.51,323829530.52,224483071.24,256990066.75,50000000.00,50000000.00
May 12 2048,OSMO,0,997930877.28,997930877.28,92629546.12,323828826.65,224482719.31,256989785.20,50000000.00,50000000.00
May 11 2048,OSMO,0,997929469.55,997929469.55,92629475.74,323828122.78,224482367.37,256989503.65,50000000.00,50000000.00
May 10 2048,OSMO,0,997928061.81,997928061.81,92629405.35,323827418.92,224482015.44,256989222.11,50000000.00,50000000.00
May 09 2048,OSMO,0,997926654.08,997926654.08,92629334.96,323826715.05,224481663.51,256988940.56,50000000.00,50000000.00
May 08 2048,OSMO,0,997925246.34,997925246.34,92629264.58,323826011.18,224481311.57,256988659.01,50000000.00,50000000.00
May 06 2048,OSMO,0,997922430.87,997922430.87,92629123.80,323824603.45,224480607.71,256988095.92,50000000.00,50000000.00
May 05 2048,OSMO,0,997921023.14,997921023.14,92629053.42,323823899.58,224480255.77,256987814.37,50000000.00,50000000.00
May 04 2048,OSMO,0,997919615.40,997919615.40,92628983.03,323823195.71,224479903.84,256987532.82,50000000.00,50000000.00
May 03 2048,OSMO,0,997918207.67,997918207.67,92628912.64,323822491.85,224479551.90,256987251.28,50000000.00,50000000.00
May 02 2048,OSMO,0,997916799.93,997916799.93,92628842.26,323821787.98,224479199.97,256986969.73,50000000.00,50000000.00
May 01 2048,OSMO,0,997915392.20,997915392.20,92628771.87,323821084.11,224478848.04,256986688.18,50000000.00,50000000.00
Apr 30 2048,OSMO,0,997913984.46,997913984.46,92628701.48,323820380.24,224478496.10,256986406.64,50000000.00,50000000.00
Apr 29 2048,OSMO,0,997912576.73,997912576.73,92628631.10,323819676.38,224478144.17,256986125.09,50000000.00,50000000.00
Apr 27 2048,OSMO,0,997909761.26,997909761.26,92628490.32,323818268.64,224477440.30,256985561.99,50000000.00,50000000.00
Apr 26 2048,OSMO,0,997908353.53,997908353.53,92628419.94,323817564.77,224477088.37,256985280.45,50000000.00,50000000.00
Apr 25 2048,OSMO,0,997906945.79,997906945.79,92628349.55,323816860.91,224476736.44,256984998.90,50000000.00,50000000.00
Apr 24 2048,OSMO,0,997905538.06,997905538.06,92628279.16,323816157.04,224476384.50,256984717.35,50000000.00,50000000.00
Apr 23 2048,OSMO,0,997904130.32,997904130.32,92628208.78,323815453.17,224476032.57,256984435.81,50000000.00,50000000.00
Apr 22 2048,OSMO,0,997902722.59,997902722.59,92628138.39,323814749.31,224475680.63,256984154.26,50000000.00,50000000.00
Apr 21 2048,OSMO,0,997901314.85,997901314.85,92628068.00,323814045.44,224475328.70,256983872.71,50000000.00,50000000.00
Apr 20 2048,OSMO,0,997899907.12,997899907.12,92627997.62,323813341.57,224474976.77,256983591.17,50000000.00,50000000.00
Apr 19 2048,OSMO,0,997898499.38,997898499.38,92627927.23,323812637.70,224474624.83,256983309.62,50000000.00,50000000.00
Apr 17 2048,OSMO,0,997895683.91,997895683.91,92627786.45,323811229.97,224473920.97,256982746.52,50000000.00,50000000.00
Apr 16 2048,OSMO,0,997894276.18,997894276.18,92627716.07,323810526.10,224473569.03,256982464.98,50000000.00,50000000.00
Apr 15 2048,OSMO,0,997892868.44,997892868.44,92627645.68,323809822.23,224473217.10,256982183.43,50000000.00,50000000.00
Apr 14 2048,OSMO,0,997891460.71,997891460.71,92627575.29,323809118.37,224472865.16,256981901.88,50000000.00,50000000.00
Apr 13 2048,OSMO,0,997890052.98,997890052.98,92627504.91,323808414.50,224472513.23,256981620.34,50000000.00,50000000.00
Apr 12 2048,OSMO,0,997888645.24,997888645.24,92627434.52,323807710.63,224472161.30,256981338.79,50000000.00,50000000.00
Apr 11 2048,OSMO,0,997887237.51,997887237.51,92627364.13,323807006.77,224471809.36,256981057.24,50000000.00,50000000.00
Apr 10 2048,OSMO,0,997885829.77,997885829.77,92627293.75,323806302.90,224471457.43,256980775.70,50000000.00,50000000.00
Apr 08 2048,OSMO,0,997883014.30,997883014.30,92627152.97,323804895.16,224470753.56,256980212.60,50000000.00,50000000.00
Apr 07 2048,OSMO,0,997881606.57,997881606.57,92627082.59,323804191.30,224470401.63,256979931.05,50000000.00,50000000.00
Apr 06 2048,OSMO,0,997880198.83,997880198.83,92627012.20,323803487.43,224470049.69,256979649.51,50000000.00,50000000.00
Apr 05 2048,OSMO,0,997878791.10,997878791.10,92626941.81,323802783.56,224469697.76,256979367.96,50000000.00,50000000.00
Apr 04 2048,OSMO,0,997877383.36,997877383.36,92626871.43,323802079.69,224469345.83,256979086.41,50000000.00,50000000.00
Apr 03 2048,OSMO,0,997875975.63,997875975.63,92626801.04,323801375.83,224468993.89,256978804.87,50000000.00,50000000.00
Apr 02 2048,OSMO,0,997874567.89,997874567.89,92626730.65,323800671.96,224468641.96,256978523.32,50000000.00,50000000.00
Apr 01 2048,OSMO,0,997873160.16,997873160.16,92626660.27,323799968.09,224468290.03,256978241.77,50000000.00,50000000.00
Mar 31 2048,OSMO,0,997871752.42,997871752.42,92626589.88,323799264.23,224467938.09,256977960.23,50000000.00,50000000.00
Mar 29 2048,OSMO,0,997868936.96,997868936.96,92626449.11,323797856.49,224467234.23,256977397.13,50000000.00,50000000.00
Mar 28 2048,OSMO,0,997867529.22,997867529.22,92626378.72,323797152.62,224466882.29,256977115.59,50000000.00,50000000.00
Mar 27 2048,OSMO,0,997866121.49,997866121.49,92626308.33,323796448.76,224466530.36,256976834.04,50000000.00,50000000.00
Mar 26 2048,OSMO,0,997864713.75,997864713.75,92626237.95,323795744.89,224466178.42,256976552.49,50000000.00,50000000.00
Mar 25 2048,OSMO,0,997863306.02,997863306.02,92626167.56,323795041.02,224465826.49,256976270.94,50000000.00,50000000.00
Mar 24 2048,OSMO,0,997861898.28,997861898.28,92626097.17,323794337.15,224465474.56,256975989.40,50000000.00,50000000.00
Mar 23 2048,OSMO,0,997860490.55,997860490.55,92626026.79,323793633.29,224465122.62,256975707.85,50000000.00,50000000.00
Mar 22 2048,OSMO,0,997859082.81,997859082.81,92625956.40,323792929.42,224464770.69,256975426.30,50000000.00,50000000.00
Mar 21 2048,OSMO,0,997857675.08,997857675.08,92625886.01,323792225.55,224464418.76,256975144.76,50000000.00,50000000.00
Mar 19 2048,OSMO,0,997854859.61,997854859.61,92625745.24,323790817.82,224463714.89,256974581.66,50000000.00,50000000.00
Mar 18 2048,OSMO,0,997853451.87,997853451.87,92625674.85,323790113.95,224463362.95,256974300.12,50000000.00,50000000.00
Mar 17 2048,OSMO,0,997852044.14,997852044.14,92625604.47,323789410.08,224463011.02,256974018.57,50000000.00,50000000.00
Mar 16 2048,OSMO,0,997850636.40,997850636.40,92625534.08,323788706.22,224462659.09,256973737.02,50000000.00,50000000.00
Mar 15 2048,OSMO,0,997849228.67,997849228.67,92625463.69,323788002.35,224462307.15,256973455.47,50000000.00,50000000.00
Mar 14 2048,OSMO,0,997847820.94,997847820.94,92625393.31,323787298.48,224461955.22,256973173.93,50000000.00,50000000.00
Mar 13 2048,OSMO,0,997846413.20,997846413.20,92625322.92,323786594.61,224461603.29,256972892.38,50000000.00,50000000.00
Mar 12 2048,OSMO,0,997845005.47,997845005.47,92625252.53,323785890.75,224461251.35,256972610.83,50000000.00,50000000.00
Mar 10 2048,OSMO,0,997842190.00,997842190.00,92625111.76,323784483.01,224460547.48,256972047.74,50000000.00,50000000.00
Mar 09 2048,OSMO,0,997840782.26,997840782.26,92625041.37,323783779.15,224460195.55,256971766.19,50000000.00,50000000.00
Mar 08 2048,OSMO,0,997839374.53,997839374.53,92624970.99,323783075.28,224459843.62,256971484.65,50000000.00,50000000.00
Mar 07 2048,OSMO,0,997837966.79,997837966.79,92624900.60,323782371.41,224459491.68,256971203.10,50000000.00,50000000.00
Mar 06 2048,OSMO,0,997836559.06,997836559.06,92624830.21,323781667.54,224459139.75,256970921.55,50000000.00,50000000.00
Mar 05 2048,OSMO,0,997835151.32,997835151.32,92624759.83,323780963.68,224458787.82,256970640.00,50000000.00,50000000.00
