Date,Symbol,Price,Available Supply,Unlocked Supply,Community Growth (TBD),Ecosystem Development,Investors,Core Contributors,Community Growth
Dec 07 2027,JTO,0,1000000000.00,757142857.00,242857143.00,250000000.00,162142857.00,245000000.00,100000000.00
Dec 07 2027,JTO,0,1000000000.00,757142857.00,242857143.00,250000000.00,162142857.00,245000000.00,100000000.00
Dec 06 2027,JTO,0,999301673.92,756444530.92,242857143.00,249714807.21,161978328.48,244751395.23,100000000.00
Dec 06 2027,JTO,0,999301673.92,756444530.92,242857143.00,249714807.21,161978328.48,244751395.23,100000000.00
Dec 06 2027,JTO,0,999301673.92,756444530.92,242857143.00,249714807.21,161978328.48,244751395.23,100000000.00
Dec 06 2027,JTO,0,999301673.92,756444530.92,242857143.00,249714807.21,161978328.48,244751395.23,100000000.00
Dec 05 2027,JTO,0,998882678.27,756025535.27,242857143.00,249543691.54,161879611.37,244602232.37,100000000.00
Dec 05 2027,JTO,0,998882678.27,756025535.27,242857143.00,249543691.54,161879611.37,244602232.37,100000000.00
Dec 05 2027,JTO,0,998882678.27,756025535.27,242857143.00,249543691.54,161879611.37,244602232.37,100000000.00
Dec 05 2027,JTO,0,998882678.27,756025535.27,242857143.00,249543691.54,161879611.37,244602232.37,100000000.00
Dec 04 2027,JTO,0,998463682.63,755606539.63,242857143.00,249372575.86,161780894.25,244453069.51,100000000.00
Dec 04 2027,JTO,0,998463682.63,755606539.63,242857143.00,249372575.86,161780894.25,244453069.51,100000000.00
Dec 04 2027,JTO,0,998463682.63,755606539.63,242857143.00,249372575.86,161780894.25,244453069.51,100000000.00
Dec 04 2027,JTO,0,998463682.63,755606539.63,242857143.00,249372575.86,161780894.25,244453069.51,100000000.00
Dec 03 2027,JTO,0,998044686.98,755187543.98,242857143.00,249201460.19,161682177.14,244303906.65,100000000.00
Dec 03 2027,JTO,0,998044686.98,755187543.98,242857143.00,249201460.19,161682177.14,244303906.65,100000000.00
Dec 03 2027,JTO,0,998044686.98,755187543.98,242857143.00,249201460.19,161682177.14,244303906.65,100000000.00
Dec 03 2027,JTO,0,998044686.98,755187543.98,242857143.00,249201460.19,161682177.14,244303906.65,100000000.00
Dec 02 2027,JTO,0,997625691.33,754768548.33,242857143.00,249030344.51,161583460.03,244154743.79,100000000.00
Dec 02 2027,JTO,0,997625691.33,754768548.33,242857143.00,249030344.51,161583460.03,244154743.79,100000000.00
Dec 02 2027,JTO,0,997625691.33,754768548.33,242857143.00,249030344.51,161583460.03,244154743.79,100000000.00
Dec 01 2027,JTO,0,997206695.68,754349552.68,242857143.00,248859228.84,161484742.92,244005580.93,100000000.00
Dec 01 2027,JTO,0,997206695.68,754349552.68,242857143.00,248859228.84,161484742.92,244005580.93,100000000.00
Dec 01 2027,JTO,0,997206695.68,754349552.68,242857143.00,248859228.84,161484742.92,244005580.93,100000000.00
Dec 01 2027,JTO,0,997206695.68,754349552.68,242857143.00,248859228.84,161484742.92,244005580.93,100000000.00
Nov 30 2027,JTO,0,996787700.03,753930557.03,242857143.00,248688113.16,161386025.81,243856418.06,100000000.00
Nov 30 2027,JTO,0,996787700.03,753930557.03,242857143.00,248688113.16,161386025.81,243856418.06,100000000.00
Nov 30 2027,JTO,0,996787700.03,753930557.03,242857143.00,248688113.16,161386025.81,243856418.06,100000000.00
Nov 30 2027,JTO,0,996787700.03,753930557.03,242857143.00,248688113.16,161386025.81,243856418.06,100000000.00
Nov 29 2027,JTO,0,996368704.39,753511561.39,242857143.00,248516997.49,161287308.69,243707255.20,100000000.00
Nov 29 2027,JTO,0,996368704.39,753511561.39,242857143.00,248516997.49,161287308.69,243707255.20,100000000.00
Nov 29 2027,JTO,0,996368704.39,753511561.39,242857143.00,248516997.49,161287308.69,243707255.20,100000000.00
Nov 29 2027,JTO,0,996368704.39,753511561.39,242857143.00,248516997.49,161287308.69,243707255.20,100000000.00
Nov 28 2027,JTO,0,995949708.74,753092565.74,242857143.00,248345881.82,161188591.58,243558092.34,100000000.00
Nov 28 2027,JTO,0,995949708.74,753092565.74,242857143.00,248345881.82,161188591.58,243558092.34,100000000.00
Nov 28 2027,JTO,0,995949708.74,753092565.74,242857143.00,248345881.82,161188591.58,243558092.34,100000000.00
Nov 28 2027,JTO,0,995949708.74,753092565.74,242857143.00,248345881.82,161188591.58,243558092.34,100000000.00
Nov 27 2027,JTO,0,995530713.09,752673570.09,242857143.00,248174766.14,161089874.47,243408929.48,100000000.00
Nov 27 2027,JTO,0,995530713.09,752673570.09,242857143.00,248174766.14,161089874.47,243408929.48,100000000.00
Nov 27 2027,JTO,0,995530713.09,752673570.09,242857143.00,248174766.14,161089874.47,243408929.48,100000000.00
Nov 26 2027,JTO,0,995111717.44,752254574.44,242857143.00,248003650.47,160991157.36,243259766.62,100000000.00
Nov 26 2027,JTO,0,995111717.44,752254574.44,242857143.00,248003650.47,160991157.36,243259766.62,100000000.00
Nov 26 2027,JTO,0,995111717.44,752254574.44,242857143.00,248003650.47,160991157.36,243259766.62,100000000.00
Nov 26 2027,JTO,0,995111717.44,752254574.44,242857143.00,248003650.47,160991157.36,243259766.62,100000000.00
Nov 25 2027,JTO,0,994692721.80,751835578.80,242857143.00,247832534.79,160892440.24,243110603.76,100000000.00
Nov 25 2027,JTO,0,994692721.80,751835578.80,242857143.00,247832534.79,160892440.24,243110603.76,100000000.00
Nov 25 2027,JTO,0,994692721.80,751835578.80,242857143.00,247832534.79,160892440.24,243110603.76,100000000.00
Nov 25 2027,JTO,0,994692721.80,751835578.80,242857143.00,247832534.79,160892440.24,243110603.76,100000000.00
Nov 24 2027,JTO,0,994273726.15,751416583.15,242857143.00,247661419.12,160793723.13,242961440.90,100000000.00
Nov 24 2027,JTO,0,994273726.15,751416583.15,242857143.00,247661419.12,160793723.13,242961440.90,100000000.00
Nov 24 2027,JTO,0,994273726.15,751416583.15,242857143.00,247661419.12,160793723.13,242961440.90,100000000.00
Nov 24 2027,JTO,0,994273726.15,751416583.15,242857143.00,247661419.12,160793723.13,242961440.90,100000000.00
Nov 23 2027,JTO,0,993854730.50,750997587.50,242857143.00,247490303.45,160695006.02,242812278.04,100000000.00
Nov 23 2027,JTO,0,993854730.50,750997587.50,242857143.00,247490303.45,160695006.02,242812278.04,100000000.00
Nov 23 2027,JTO,0,993854730.50,750997587.50,242857143.00,247490303.45,160695006.02,242812278.04,100000000.00
Nov 23 2027,JTO,0,993854730.50,750997587.50,242857143.00,247490303.45,160695006.02,242812278.04,100000000.00
Nov 22 2027,JTO,0,993435734.85,750578591.85,242857143.00,247319187.77,160596288.91,242663115.17,100000000.00
Nov 22 2027,JTO,0,993435734.85,750578591.85,242857143.00,247319187.77,160596288.91,242663115.17,100000000.00
Nov 22 2027,JTO,0,993435734.85,750578591.85,242857143.00,247319187.77,160596288.91,242663115.17,100000000.00
Nov 21 2027,JTO,0,993016739.20,750159596.20,242857143.00,247148072.10,160497571.79,242513952.31,100000000.00
Nov 21 2027,JTO,0,993016739.20,750159596.20,242857143.00,247148072.10,160497571.79,242513952.31,100000000.00
Nov 21 2027,JTO,0,993016739.20,750159596.20,242857143.00,247148072.10,160497571.79,242513952.31,100000000.00
Nov 21 2027,JTO,0,993016739.20,750159596.20,242857143.00,247148072.10,160497571.79,242513952.31,100000000.00
Nov 20 2027,JTO,0,992597743.56,749740600.56,242857143.00,246976956.42,160398854.68,242364789.45,100000000.00
Nov 20 2027,JTO,0,992597743.56,749740600.56,242857143.00,246976956.42,160398854.68,242364789.45,100000000.00
Nov 20 2027,JTO,0,992597743.56,749740600.56,242857143.00,246976956.42,160398854.68,242364789.45,100000000.00
Nov 20 2027,JTO,0,992597743.56,749740600.56,242857143.00,246976956.42,160398854.68,242364789.45,100000000.00
Nov 19 2027,JTO,0,992178747.91,749321604.91,242857143.00,246805840.75,160300137.57,242215626.59,100000000.00
Nov 19 2027,JTO,0,992178747.91,749321604.91,242857143.00,246805840.75,160300137.57,242215626.59,100000000.00
Nov 19 2027,JTO,0,992178747.91,749321604.91,242857143.00,246805840.75,160300137.57,242215626.59,100000000.00
Nov 19 2027,JTO,0,992178747.91,749321604.91,242857143.00,246805840.75,160300137.57,242215626.59,100000000.00
Nov 18 2027,JTO,0,991759752.26,748902609.26,242857143.00,246634725.07,160201420.46,242066463.73,100000000.00
Nov 18 2027,JTO,0,991759752.26,748902609.26,242857143.00,246634725.07,160201420.46,242066463.73,100000000.00
Nov 18 2027,JTO,0,991759752.26,748902609.26,242857143.00,246634725.07,160201420.46,242066463.73,100000000.00
Nov 18 2027,JTO,0,991759752.26,748902609.26,242857143.00,246634725.07,160201420.46,242066463.73,100000000.00
Nov 17 2027,JTO,0,991340756.61,748483613.61,242857143.00,246463609.40,160102703.35,241917300.87,100000000.00
Nov 17 2027,JTO,0,991340756.61,748483613.61,242857143.00,246463609.40,160102703.35,241917300.87,100000000.00
Nov 17 2027,JTO,0,991340756.61,748483613.61,242857143.00,246463609.40,160102703.35,241917300.87,100000000.00
Nov 16 2027,JTO,0,990921760.97,748064617.97,242857143.00,246292493.73,160003986.23,241768138.01,100000000.00
Nov 16 2027,JTO,0,990921760.97,748064617.97,242857143.00,246292493.73,160003986.23,241768138.01,100000000.00
Nov 16 2027,JTO,0,990921760.97,748064617.97,242857143.00,246292493.73,160003986.23,241768138.01,100000000.00
Nov 16 2027,JTO,0,990921760.97,748064617.97,242857143.00,246292493.73,160003986.23,241768138.01,100000000.00
Nov 15 2027,JTO,0,990502765.32,747645622.32,242857143.00,246121378.05,159905269.12,241618975.15,100000000.00
Nov 15 2027,JTO,0,990502765.32,747645622.32,242857143.00,246121378.05,159905269.12,241618975.15,100000000.00
Nov 15 2027,JTO,0,990502765.32,747645622.32,242857143.00,246121378.05,159905269.12,241618975.15,100000000.00
Nov 15 2027,JTO,0,990502765.32,747645622.32,242857143.00,246121378.05,159905269.12,241618975.15,100000000.00
Nov 14 2027,JTO,0,990083769.67,747226626.67,242857143.00,245950262.38,159806552.01,241469812.29,100000000.00
Nov 14 2027,JTO,0,990083769.67,747226626.67,242857143.00,245950262.38,159806552.01,241469812.29,100000000.00
Nov 14 2027,JTO,0,990083769.67,747226626.67,242857143.00,245950262.38,159806552.01,241469812.29,100000000.00
Nov 14 2027,JTO,0,990083769.67,747226626.67,242857143.00,245950262.38,159806552.01,241469812.29,100000000.00
Nov 13 2027,JTO,0,989664774.02,746807631.02,242857143.00,245779146.70,159707834.90,241320649.42,100000000.00
Nov 13 2027,JTO,0,989664774.02,746807631.02,242857143.00,245779146.70,159707834.90,241320649.42,100000000.00
Nov 13 2027,JTO,0,989664774.02,746807631.02,242857143.00,245779146.70,159707834.90,241320649.42,100000000.00
Nov 13 2027,JTO,0,989664774.02,746807631.02,242857143.00,245779146.70,159707834.90,241320649.42,100000000.00
Nov 12 2027,JTO,0,989245778.38,746388635.38,242857143.00,245608031.03,159609117.78,241171486.56,100000000.00
Nov 12 2027,JTO,0,989245778.38,746388635.38,242857143.00,245608031.03,159609117.78,241171486.56,100000000.00
Nov 12 2027,JTO,0,989245778.38,746388635.38,242857143.00,245608031.03,159609117.78,241171486.56,100000000.00
Nov 11 2027,JTO,0,988826782.73,745969639.73,242857143.00,245436915.35,159510400.67,241022323.70,100000000.00
Nov 11 2027,JTO,0,988826782.73,745969639.73,242857143.00,245436915.35,159510400.67,241022323.70,100000000.00
Nov 11 2027,JTO,0,988826782.73,745969639.73,242857143.00,245436915.35,159510400.67,241022323.70,100000000.00
Nov 11 2027,JTO,0,988826782.73,745969639.73,242857143.00,245436915.35,159510400.67,241022323.70,100000000.00
Nov 10 2027,JTO,0,988407787.08,745550644.08,242857143.00,245265799.68,159411683.56,240873160.84,100000000.00
Nov 10 2027,JTO,0,988407787.08,745550644.08,242857143.00,245265799.68,159411683.56,240873160.84,100000000.00
Nov 10 2027,JTO,0,988407787.08,745550644.08,242857143.00,245265799.68,159411683.56,240873160.84,100000000.00
Nov 10 2027,JTO,0,988407787.08,745550644.08,242857143.00,245265799.68,159411683.56,240873160.84,100000000.00
Nov 09 2027,JTO,0,987988791.43,745131648.43,242857143.00,245094684.01,159312966.45,240723997.98,100000000.00
Nov 09 2027,JTO,0,987988791.43,745131648.43,242857143.00,245094684.01,159312966.45,240723997.98,100000000.00
Nov 09 2027,JTO,0,987988791.43,745131648.43,242857143.00,245094684.01,159312966.45,240723997.98,100000000.00
Nov 09 2027,JTO,0,987988791.43,745131648.43,242857143.00,245094684.01,159312966.45,240723997.98,100000000.00
Nov 08 2027,JTO,0,987569795.78,744712652.78,242857143.00,244923568.33,159214249.33,240574835.12,100000000.00
Nov 08 2027,JTO,0,987569795.78,744712652.78,242857143.00,244923568.33,159214249.33,240574835.12,100000000.00
Nov 08 2027,JTO,0,987569795.78,744712652.78,242857143.00,244923568.33,159214249.33,240574835.12,100000000.00
Nov 08 2027,JTO,0,987569795.78,744712652.78,242857143.00,244923568.33,159214249.33,240574835.12,100000000.00
Nov 07 2027,JTO,0,987150800.14,744293657.14,242857143.00,244752452.66,159115532.22,240425672.26,100000000.00
Nov 07 2027,JTO,0,987150800.14,744293657.14,242857143.00,244752452.66,159115532.22,240425672.26,100000000.00
Nov 07 2027,JTO,0,987150800.14,744293657.14,242857143.00,244752452.66,159115532.22,240425672.26,100000000.00
Nov 06 2027,JTO,0,986731804.49,743874661.49,242857143.00,244581336.98,159016815.11,240276509.40,100000000.00
Nov 06 2027,JTO,0,986731804.49,743874661.49,242857143.00,244581336.98,159016815.11,240276509.40,100000000.00
Nov 06 2027,JTO,0,986731804.49,743874661.49,242857143.00,244581336.98,159016815.11,240276509.40,100000000.00
Nov 06 2027,JTO,0,986731804.49,743874661.49,242857143.00,244581336.98,159016815.11,240276509.40,100000000.00
Nov 05 2027,JTO,0,986312808.84,743455665.84,242857143.00,244410221.31,158918098.00,240127346.53,100000000.00
Nov 05 2027,JTO,0,986312808.84,743455665.84,242857143.00,244410221.31,158918098.00,240127346.53,100000000.00
Nov 05 2027,JTO,0,986312808.84,743455665.84,242857143.00,244410221.31,158918098.00,240127346.53,100000000.00
Nov 05 2027,JTO,0,986312808.84,743455665.84,242857143.00,244410221.31,158918098.00,240127346.53,100000000.00
Nov 04 2027,JTO,0,985893813.19,743036670.19,242857143.00,244239105.64,158819380.88,239978183.67,100000000.00
Nov 04 2027,JTO,0,985893813.19,743036670.19,242857143.00,244239105.64,158819380.88,239978183.67,100000000.00
Nov 04 2027,JTO,0,985893813.19,743036670.19,242857143.00,244239105.64,158819380.88,239978183.67,100000000.00
Nov 04 2027,JTO,0,985893813.19,743036670.19,242857143.00,244239105.64,158819380.88,239978183.67,100000000.00
Nov 03 2027,JTO,0,985474817.55,742617674.55,242857143.00,244067989.96,158720663.77,239829020.81,100000000.00
Nov 03 2027,JTO,0,985474817.55,742617674.55,242857143.00,244067989.96,158720663.77,239829020.81,100000000.00
Nov 03 2027,JTO,0,985474817.55,742617674.55,242857143.00,244067989.96,158720663.77,239829020.81,100000000.00
Nov 03 2027,JTO,0,985474817.55,742617674.55,242857143.00,244067989.96,158720663.77,239829020.81,100000000.00
Nov 02 2027,JTO,0,985055821.90,742198678.90,242857143.00,243896874.29,158621946.66,239679857.95,100000000.00
Nov 02 2027,JTO,0,985055821.90,742198678.90,242857143.00,243896874.29,158621946.66,239679857.95,100000000.00
Nov 02 2027,JTO,0,985055821.90,742198678.90,242857143.00,243896874.29,158621946.66,239679857.95,100000000.00
Nov 01 2027,JTO,0,984636826.25,741779683.25,242857143.00,243725758.61,158523229.55,239530695.09,100000000.00
Nov 01 2027,JTO,0,984636826.25,741779683.25,242857143.00,243725758.61,158523229.55,239530695.09,100000000.00
Nov 01 2027,JTO,0,984636826.25,741779683.25,242857143.00,243725758.61,158523229.55,239530695.09,100000000.00
Nov 01 2027,JTO,0,984636826.25,741779683.25,242857143.00,243725758.61,158523229.55,239530695.09,100000000.00
Oct 31 2027,JTO,0,984217830.60,741360687.60,242857143.00,243554642.94,158424512.44,239381532.23,100000000.00
Oct 31 2027,JTO,0,984217830.60,741360687.60,242857143.00,243554642.94,158424512.44,239381532.23,100000000.00
Oct 31 2027,JTO,0,984217830.60,741360687.60,242857143.00,243554642.94,158424512.44,239381532.23,100000000.00
Oct 31 2027,JTO,0,984217830.60,741360687.60,242857143.00,243554642.94,158424512.44,239381532.23,100000000.00
Oct 30 2027,JTO,0,983798834.96,740941691.96,242857143.00,243383527.26,158325795.32,239232369.37,100000000.00
Oct 30 2027,JTO,0,983798834.96,740941691.96,242857143.00,243383527.26,158325795.32,239232369.37,100000000.00
Oct 30 2027,JTO,0,983798834.96,740941691.96,242857143.00,243383527.26,158325795.32,239232369.37,100000000.00
Oct 30 2027,JTO,0,983798834.96,740941691.96,242857143.00,243383527.26,158325795.32,239232369.37,100000000.00
Oct 29 2027,JTO,0,983379839.31,740522696.31,242857143.00,243212411.59,158227078.21,239083206.51,100000000.00
Oct 29 2027,JTO,0,983379839.31,740522696.31,242857143.00,243212411.59,158227078.21,239083206.51,100000000.00
Oct 29 2027,JTO,0,983379839.31,740522696.31,242857143.00,243212411.59,158227078.21,239083206.51,100000000.00
Oct 29 2027,JTO,0,983379839.31,740522696.31,242857143.00,243212411.59,158227078.21,239083206.51,100000000.00
Oct 28 2027,JTO,0,982960843.66,740103700.66,242857143.00,243041295.92,158128361.10,238934043.65,100000000.00
Oct 28 2027,JTO,0,982960843.66,740103700.66,242857143.00,243041295.92,158128361.10,238934043.65,100000000.00
Oct 28 2027,JTO,0,982960843.66,740103700.66,242857143.00,243041295.92,158128361.10,238934043.65,100000000.00
Oct 27 2027,JTO,0,982541848.01,739684705.01,242857143.00,242870180.24,158029643.99,238784880.78,100000000.00
Oct 27 2027,JTO,0,982541848.01,739684705.01,242857143.00,242870180.24,158029643.99,238784880.78,100000000.00
Oct 27 2027,JTO,0,982541848.01,739684705.01,242857143.00,242870180.24,158029643.99,238784880.78,100000000.00
Oct 27 2027,JTO,0,982541848.01,739684705.01,242857143.00,242870180.24,158029643.99,238784880.78,100000000.00
Oct 26 2027,JTO,0,982122852.36,739265709.36,242857143.00,242699064.57,157930926.87,238635717.92,100000000.00
Oct 26 2027,JTO,0,982122852.36,739265709.36,242857143.00,242699064.57,157930926.87,238635717.92,100000000.00
Oct 26 2027,JTO,0,982122852.36,739265709.36,242857143.00,242699064.57,157930926.87,238635717.92,100000000.00
Oct 26 2027,JTO,0,982122852.36,739265709.36,242857143.00,242699064.57,157930926.87,238635717.92,100000000.00
Oct 25 2027,JTO,0,981703856.72,738846713.72,242857143.00,242527948.89,157832209.76,238486555.06,100000000.00
Oct 25 2027,JTO,0,981703856.72,738846713.72,242857143.00,242527948.89,157832209.76,238486555.06,100000000.00
Oct 25 2027,JTO,0,981703856.72,738846713.72,242857143.00,242527948.89,157832209.76,238486555.06,100000000.00
Oct 25 2027,JTO,0,981703856.72,738846713.72,242857143.00,242527948.89,157832209.76,238486555.06,100000000.00
Oct 24 2027,JTO,0,981284861.07,738427718.07,242857143.00,242356833.22,157733492.65,238337392.20,100000000.00
Oct 24 2027,JTO,0,981284861.07,738427718.07,242857143.00,242356833.22,157733492.65,238337392.20,100000000.00
Oct 24 2027,JTO,0,981284861.07,738427718.07,242857143.00,242356833.22,157733492.65,238337392.20,100000000.00
Oct 24 2027,JTO,0,981284861.07,738427718.07,242857143.00,242356833.22,157733492.65,238337392.20,100000000.00
Oct 23 2027,JTO,0,980865865.42,738008722.42,242857143.00,242185717.55,157634775.54,238188229.34,100000000.00
Oct 23 2027,JTO,0,980865865.42,738008722.42,242857143.00,242185717.55,157634775.54,238188229.34,100000000.00
Oct 23 2027,JTO,0,980865865.42,738008722.42,242857143.00,242185717.55,157634775.54,238188229.34,100000000.00
Oct 22 2027,JTO,0,980446869.77,737589726.77,242857143.00,242014601.87,157536058.42,238039066.48,100000000.00
Oct 22 2027,JTO,0,980446869.77,737589726.77,242857143.00,242014601.87,157536058.42,238039066.48,100000000.00
Oct 22 2027,JTO,0,980446869.77,737589726.77,242857143.00,242014601.87,157536058.42,238039066.48,100000000.00
Oct 22 2027,JTO,0,980446869.77,737589726.77,242857143.00,242014601.87,157536058.42,238039066.48,100000000.00
Oct 21 2027,JTO,0,980027874.13,737170731.13,242857143.00,241843486.20,157437341.31,237889903.62,100000000.00
Oct 21 2027,JTO,0,980027874.13,737170731.13,242857143.00,241843486.20,157437341.31,237889903.62,100000000.00
Oct 21 2027,JTO,0,980027874.13,737170731.13,242857143.00,241843486.20,157437341.31,237889903.62,100000000.00
Oct 21 2027,JTO,0,980027874.13,737170731.13,242857143.00,241843486.20,157437341.31,237889903.62,100000000.00
Oct 20 2027,JTO,0,979608878.48,736751735.48,242857143.00,241672370.52,157338624.20,237740740.76,100000000.00
Oct 20 2027,JTO,0,979608878.48,736751735.48,242857143.00,241672370.52,157338624.20,237740740.76,100000000.00
Oct 20 2027,JTO,0,979608878.48,736751735.48,242857143.00,241672370.52,157338624.20,237740740.76,100000000.00
Oct 20 2027,JTO,0,979608878.48,736751735.48,242857143.00,241672370.52,157338624.20,237740740.76,100000000.00
Oct 19 2027,JTO,0,979189882.83,736332739.83,242857143.00,241501254.85,157239907.09,237591577.89,100000000.00
Oct 19 2027,JTO,0,979189882.83,736332739.83,242857143.00,241501254.85,157239907.09,237591577.89,100000000.00
Oct 19 2027,JTO,0,979189882.83,736332739.83,242857143.00,241501254.85,157239907.09,237591577.89,100000000.00
Oct 19 2027,JTO,0,979189882.83,736332739.83,242857143.00,241501254.85,157239907.09,237591577.89,100000000.00
Oct 18 2027,JTO,0,978770887.18,735913744.18,242857143.00,241330139.17,157141189.98,237442415.03,100000000.00
Oct 18 2027,JTO,0,978770887.18,735913744.18,242857143.00,241330139.17,157141189.98,237442415.03,100000000.00
Oct 18 2027,JTO,0,978770887.18,735913744.18,242857143.00,241330139.17,157141189.98,237442415.03,100000000.00
Oct 17 2027,JTO,0,978351891.53,735494748.53,242857143.00,241159023.50,157042472.86,237293252.17,100000000.00
Oct 17 2027,JTO,0,978351891.53,735494748.53,242857143.00,241159023.50,157042472.86,237293252.17,100000000.00
Oct 17 2027,JTO,0,978351891.53,735494748.53,242857143.00,241159023.50,157042472.86,237293252.17,100000000.00
Oct 17 2027,JTO,0,978351891.53,735494748.53,242857143.00,241159023.50,157042472.86,237293252.17,100000000.00
Oct 16 2027,JTO,0,977932895.89,735075752.89,242857143.00,240987907.83,156943755.75,237144089.31,100000000.00
Oct 16 2027,JTO,0,977932895.89,735075752.89,242857143.00,240987907.83,156943755.75,237144089.31,100000000.00
Oct 16 2027,JTO,0,977932895.89,735075752.89,242857143.00,240987907.83,156943755.75,237144089.31,100000000.00
Oct 16 2027,JTO,0,977932895.89,735075752.89,242857143.00,240987907.83,156943755.75,237144089.31,100000000.00
Oct 15 2027,JTO,0,977513900.24,734656757.24,242857143.00,240816792.15,156845038.64,236994926.45,100000000.00
Oct 15 2027,JTO,0,977513900.24,734656757.24,242857143.00,240816792.15,156845038.64,236994926.45,100000000.00
Oct 15 2027,JTO,0,977513900.24,734656757.24,242857143.00,240816792.15,156845038.64,236994926.45,100000000.00
Oct 15 2027,JTO,0,977513900.24,734656757.24,242857143.00,240816792.15,156845038.64,236994926.45,100000000.00
Oct 14 2027,JTO,0,977094904.59,734237761.59,242857143.00,240645676.48,156746321.53,236845763.59,100000000.00
Oct 14 2027,JTO,0,977094904.59,734237761.59,242857143.00,240645676.48,156746321.53,236845763.59,100000000.00
Oct 14 2027,JTO,0,977094904.59,734237761.59,242857143.00,240645676.48,156746321.53,236845763.59,100000000.00
Oct 14 2027,JTO,0,977094904.59,734237761.59,242857143.00,240645676.48,156746321.53,236845763.59,100000000.00
Oct 13 2027,JTO,0,976675908.94,733818765.94,242857143.00,240474560.80,156647604.41,236696600.73,100000000.00
Oct 13 2027,JTO,0,976675908.94,733818765.94,242857143.00,240474560.80,156647604.41,236696600.73,100000000.00
Oct 13 2027,JTO,0,976675908.94,733818765.94,242857143.00,240474560.80,156647604.41,236696600.73,100000000.00
Oct 12 2027,JTO,0,976256913.30,733399770.30,242857143.00,240303445.13,156548887.30,236547437.87,100000000.00
Oct 12 2027,JTO,0,976256913.30,733399770.30,242857143.00,240303445.13,156548887.30,236547437.87,100000000.00
Oct 12 2027,JTO,0,976256913.30,733399770.30,242857143.00,240303445.13,156548887.30,236547437.87,100000000.00
Oct 12 2027,JTO,0,976256913.30,733399770.30,242857143.00,240303445.13,156548887.30,236547437.87,100000000.00
Oct 11 2027,JTO,0,975837917.65,732980774.65,242857143.00,240132329.45,156450170.19,236398275.00,100000000.00
Oct 11 2027,JTO,0,975837917.65,732980774.65,242857143.00,240132329.45,156450170.19,236398275.00,100000000.00
Oct 11 2027,JTO,0,975837917.65,732980774.65,242857143.00,240132329.45,156450170.19,236398275.00,100000000.00
Oct 11 2027,JTO,0,975837917.65,732980774.65,242857143.00,240132329.45,156450170.19,236398275.00,100000000.00
Oct 10 2027,JTO,0,975418922.00,732561779.00,242857143.00,239961213.78,156351453.08,236249112.14,100000000.00
Oct 10 2027,JTO,0,975418922.00,732561779.00,242857143.00,239961213.78,156351453.08,236249112.14,100000000.00
Oct 10 2027,JTO,0,975418922.00,732561779.00,242857143.00,239961213.78,156351453.08,236249112.14,100000000.00
Oct 10 2027,JTO,0,975418922.00,732561779.00,242857143.00,239961213.78,156351453.08,236249112.14,100000000.00
Oct 09 2027,JTO,0,974999926.35,732142783.35,242857143.00,239790098.11,156252735.96,236099949.28,100000000.00
Oct 09 2027,JTO,0,974999926.35,732142783.35,242857143.00,239790098.11,156252735.96,236099949.28,100000000.00
Oct 09 2027,JTO,0,974999926.35,732142783.35,242857143.00,239790098.11,156252735.96,236099949.28,100000000.00
Oct 09 2027,JTO,0,974999926.35,732142783.35,242857143.00,239790098.11,156252735.96,236099949.28,100000000.00
Oct 08 2027,JTO,0,974580930.71,731723787.71,242857143.00,239618982.43,156154018.85,235950786.42,100000000.00
Oct 08 2027,JTO,0,974580930.71,731723787.71,242857143.00,239618982.43,156154018.85,235950786.42,100000000.00
Oct 08 2027,JTO,0,974580930.71,731723787.71,242857143.00,239618982.43,156154018.85,235950786.42,100000000.00
Oct 07 2027,JTO,0,974161935.06,731304792.06,242857143.00,239447866.76,156055301.74,235801623.56,100000000.00
Oct 07 2027,JTO,0,974161935.06,731304792.06,242857143.00,239447866.76,156055301.74,235801623.56,100000000.00
Oct 07 2027,JTO,0,974161935.06,731304792.06,242857143.00,239447866.76,156055301.74,235801623.56,100000000.00
Oct 07 2027,JTO,0,974161935.06,731304792.06,242857143.00,239447866.76,156055301.74,235801623.56,100000000.00
Oct 06 2027,JTO,0,973742939.41,730885796.41,242857143.00,239276751.08,155956584.63,235652460.70,100000000.00
Oct 06 2027,JTO,0,973742939.41,730885796.41,242857143.00,239276751.08,155956584.63,235652460.70,100000000.00
Oct 06 2027,JTO,0,973742939.41,730885796.41,242857143.00,239276751.08,155956584.63,235652460.70,100000000.00
Oct 06 2027,JTO,0,973742939.41,730885796.41,242857143.00,239276751.08,155956584.63,235652460.70,100000000.00
Oct 05 2027,JTO,0,973323943.76,730466800.76,242857143.00,239105635.41,155857867.52,235503297.84,100000000.00
Oct 05 2027,JTO,0,973323943.76,730466800.76,242857143.00,239105635.41,155857867.52,235503297.84,100000000.00
Oct 05 2027,JTO,0,973323943.76,730466800.76,242857143.00,239105635.41,155857867.52,235503297.84,100000000.00
Oct 05 2027,JTO,0,973323943.76,730466800.76,242857143.00,239105635.41,155857867.52,235503297.84,100000000.00
Oct 04 2027,JTO,0,972904948.11,730047805.11,242857143.00,238934519.74,155759150.40,235354134.98,100000000.00
Oct 04 2027,JTO,0,972904948.11,730047805.11,242857143.00,238934519.74,155759150.40,235354134.98,100000000.00
