Date,Symbol,Price,Available Supply,Unlocked Supply,Mining Reserve (TBD),Simple Minting,Baseline Minting,Protocol Labs Team and Contributors,Filecoin Foundation,Protocol Labs,Fundraising 36 months,Fundraising 24 months,Fundraising 12 months,Fundraising 6 months
Feb 21 2047,FIL,0,1993312642.63,1693312642.63,300000000.00,323312642.63,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 20 2047,FIL,0,1993307622.09,1693307622.09,300000000.00,323307622.09,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 19 2047,FIL,0,1993302601.55,1693302601.55,300000000.00,323302601.55,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 18 2047,FIL,0,1993297581.01,1693297581.01,300000000.00,323297581.01,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 18 2047,FIL,0,1993297581.01,1693297581.01,300000000.00,323297581.01,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 17 2047,FIL,0,1993292560.47,1693292560.47,300000000.00,323292560.47,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 16 2047,FIL,0,1993287539.94,1693287539.94,300000000.00,323287539.94,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 15 2047,FIL,0,1993282519.40,1693282519.40,300000000.00,323282519.40,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 15 2047,FIL,0,1993282519.40,1693282519.40,300000000.00,323282519.40,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 14 2047,FIL,0,1993277498.86,1693277498.86,300000000.00,323277498.86,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 13 2047,FIL,0,1993272478.32,1693272478.32,300000000.00,323272478.32,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 12 2047,FIL,0,1993267457.78,1693267457.78,300000000.00,323267457.78,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 12 2047,FIL,0,1993267457.78,1693267457.78,300000000.00,323267457.78,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 11 2047,FIL,0,1993262437.24,1693262437.24,300000000.00,323262437.24,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 10 2047,FIL,0,1993257416.70,1693257416.70,300000000.00,323257416.70,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 09 2047,FIL,0,1993252396.17,1693252396.17,300000000.00,323252396.17,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 09 2047,FIL,0,1993252396.17,1693252396.17,300000000.00,323252396.17,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 08 2047,FIL,0,1993247375.63,1693247375.63,300000000.00,323247375.63,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 07 2047,FIL,0,1993242355.09,1693242355.09,300000000.00,323242355.09,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 06 2047,FIL,0,1993237334.55,1693237334.55,300000000.00,323237334.55,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 06 2047,FIL,0,1993237334.55,1693237334.55,300000000.00,323237334.55,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 05 2047,FIL,0,1993232314.01,1693232314.01,300000000.00,323232314.01,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 04 2047,FIL,0,1993227293.47,1693227293.47,300000000.00,323227293.47,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 03 2047,FIL,0,1993222272.93,1693222272.93,300000000.00,323222272.93,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 03 2047,FIL,0,1993222272.93,1693222272.93,300000000.00,323222272.93,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 02 2047,FIL,0,1993217252.40,1693217252.40,300000000.00,323217252.40,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 01 2047,FIL,0,1993212231.86,1693212231.86,300000000.00,323212231.86,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 31 2047,FIL,0,1993207211.32,1693207211.32,300000000.00,323207211.32,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 31 2047,FIL,0,1993207211.32,1693207211.32,300000000.00,323207211.32,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 30 2047,FIL,0,1993202190.78,1693202190.78,300000000.00,323202190.78,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 29 2047,FIL,0,1993197170.24,1693197170.24,300000000.00,323197170.24,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 28 2047,FIL,0,1993192149.70,1693192149.70,300000000.00,323192149.70,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 28 2047,FIL,0,1993192149.70,1693192149.70,300000000.00,323192149.70,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 27 2047,FIL,0,1993187129.16,1693187129.16,300000000.00,323187129.16,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 26 2047,FIL,0,1993182108.63,1693182108.63,300000000.00,323182108.63,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 25 2047,FIL,0,1993177088.09,1693177088.09,300000000.00,323177088.09,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 25 2047,FIL,0,1993177088.09,1693177088.09,300000000.00,323177088.09,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 24 2047,FIL,0,1993172067.55,1693172067.55,300000000.00,323172067.55,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 23 2047,FIL,0,1993167047.01,1693167047.01,300000000.00,323167047.01,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 22 2047,FIL,0,1993162026.47,1693162026.47,300000000.00,323162026.47,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 22 2047,FIL,0,1993162026.47,1693162026.47,300000000.00,323162026.47,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 21 2047,FIL,0,1993157005.93,1693157005.93,300000000.00,323157005.93,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 20 2047,FIL,0,1993151985.39,1693151985.39,300000000.00,323151985.39,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 19 2047,FIL,0,1993146964.86,1693146964.86,300000000.00,323146964.86,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 19 2047,FIL,0,1993146964.86,1693146964.86,300000000.00,323146964.86,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 18 2047,FIL,0,1993141944.32,1693141944.32,300000000.00,323141944.32,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 17 2047,FIL,0,1993136923.78,1693136923.78,300000000.00,323136923.78,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 17 2047,FIL,0,1993136923.78,1693136923.78,300000000.00,323136923.78,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 16 2047,FIL,0,1993131903.24,1693131903.24,300000000.00,323131903.24,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 15 2047,FIL,0,1993126882.70,1693126882.70,300000000.00,323126882.70,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 14 2047,FIL,0,1993121862.16,1693121862.16,300000000.00,323121862.16,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 14 2047,FIL,0,1993121862.16,1693121862.16,300000000.00,323121862.16,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 13 2047,FIL,0,1993116841.62,1693116841.62,300000000.00,323116841.62,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 12 2047,FIL,0,1993111821.09,1693111821.09,300000000.00,323111821.09,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 11 2047,FIL,0,1993106800.55,1693106800.55,300000000.00,323106800.55,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 11 2047,FIL,0,1993106800.55,1693106800.55,300000000.00,323106800.55,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 10 2047,FIL,0,1993101780.01,1693101780.01,300000000.00,323101780.01,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 09 2047,FIL,0,1993096759.47,1693096759.47,300000000.00,323096759.47,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 08 2047,FIL,0,1993091738.93,1693091738.93,300000000.00,323091738.93,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 08 2047,FIL,0,1993091738.93,1693091738.93,300000000.00,323091738.93,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 07 2047,FIL,0,1993086718.39,1693086718.39,300000000.00,323086718.39,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 06 2047,FIL,0,1993081697.85,1693081697.85,300000000.00,323081697.85,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 05 2047,FIL,0,1993076677.32,1693076677.32,300000000.00,323076677.32,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 05 2047,FIL,0,1993076677.32,1693076677.32,300000000.00,323076677.32,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 04 2047,FIL,0,1993071656.78,1693071656.78,300000000.00,323071656.78,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 03 2047,FIL,0,1993066636.24,1693066636.24,300000000.00,323066636.24,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 02 2047,FIL,0,1993061615.70,1693061615.70,300000000.00,323061615.70,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 02 2047,FIL,0,1993061615.70,1693061615.70,300000000.00,323061615.70,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 01 2047,FIL,0,1993056595.16,1693056595.16,300000000.00,323056595.16,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 31 2046,FIL,0,1993051574.62,1693051574.62,300000000.00,323051574.62,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 30 2046,FIL,0,1993046554.08,1693046554.08,300000000.00,323046554.08,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 30 2046,FIL,0,1993046554.08,1693046554.08,300000000.00,323046554.08,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 29 2046,FIL,0,1993041533.55,1693041533.55,300000000.00,323041533.55,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 28 2046,FIL,0,1993036513.01,1693036513.01,300000000.00,323036513.01,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 27 2046,FIL,0,1993031492.47,1693031492.47,300000000.00,323031492.47,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 27 2046,FIL,0,1993031492.47,1693031492.47,300000000.00,323031492.47,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 26 2046,FIL,0,1993026471.93,1693026471.93,300000000.00,323026471.93,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 25 2046,FIL,0,1993021451.39,1693021451.39,300000000.00,323021451.39,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 24 2046,FIL,0,1993016430.85,1693016430.85,300000000.00,323016430.85,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 24 2046,FIL,0,1993016430.85,1693016430.85,300000000.00,323016430.85,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 23 2046,FIL,0,1993011410.31,1693011410.31,300000000.00,323011410.31,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 22 2046,FIL,0,1993006389.78,1693006389.78,300000000.00,323006389.78,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 21 2046,FIL,0,1993001369.24,1693001369.24,300000000.00,323001369.24,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 21 2046,FIL,0,1993001369.24,1693001369.24,300000000.00,323001369.24,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 20 2046,FIL,0,1992996348.70,1692996348.70,300000000.00,322996348.70,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 19 2046,FIL,0,1992991328.16,1692991328.16,300000000.00,322991328.16,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 18 2046,FIL,0,1992986307.62,1692986307.62,300000000.00,322986307.62,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 18 2046,FIL,0,1992986307.62,1692986307.62,300000000.00,322986307.62,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 17 2046,FIL,0,1992981287.08,1692981287.08,300000000.00,322981287.08,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 16 2046,FIL,0,1992976266.54,1692976266.54,300000000.00,322976266.54,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 15 2046,FIL,0,1992971246.01,1692971246.01,300000000.00,322971246.01,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 15 2046,FIL,0,1992971246.01,1692971246.01,300000000.00,322971246.01,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 14 2046,FIL,0,1992966225.47,1692966225.47,300000000.00,322966225.47,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 13 2046,FIL,0,1992961204.93,1692961204.93,300000000.00,322961204.93,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 13 2046,FIL,0,1992961204.93,1692961204.93,300000000.00,322961204.93,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 12 2046,FIL,0,1992956184.39,1692956184.39,300000000.00,322956184.39,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 11 2046,FIL,0,1992951163.85,1692951163.85,300000000.00,322951163.85,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 10 2046,FIL,0,1992946143.31,1692946143.31,300000000.00,322946143.31,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 10 2046,FIL,0,1992946143.31,1692946143.31,300000000.00,322946143.31,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 09 2046,FIL,0,1992941122.77,1692941122.77,300000000.00,322941122.78,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 08 2046,FIL,0,1992936102.24,1692936102.24,300000000.00,322936102.24,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 07 2046,FIL,0,1992931081.70,1692931081.70,300000000.00,322931081.70,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 07 2046,FIL,0,1992931081.70,1692931081.70,300000000.00,322931081.70,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 06 2046,FIL,0,1992926061.16,1692926061.16,300000000.00,322926061.16,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 05 2046,FIL,0,1992921040.62,1692921040.62,300000000.00,322921040.62,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 04 2046,FIL,0,1992916020.08,1692916020.08,300000000.00,322916020.08,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 04 2046,FIL,0,1992916020.08,1692916020.08,300000000.00,322916020.08,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 03 2046,FIL,0,1992910999.54,1692910999.54,300000000.00,322910999.54,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 02 2046,FIL,0,1992905979.00,1692905979.00,300000000.00,322905979.01,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 01 2046,FIL,0,1992900958.47,1692900958.47,300000000.00,322900958.47,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 01 2046,FIL,0,1992900958.47,1692900958.47,300000000.00,322900958.47,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 30 2046,FIL,0,1992895937.93,1692895937.93,300000000.00,322895937.93,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 29 2046,FIL,0,1992890917.39,1692890917.39,300000000.00,322890917.39,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 28 2046,FIL,0,1992885896.85,1692885896.85,300000000.00,322885896.85,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 28 2046,FIL,0,1992885896.85,1692885896.85,300000000.00,322885896.85,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 27 2046,FIL,0,1992880876.31,1692880876.31,300000000.00,322880876.31,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 26 2046,FIL,0,1992875855.77,1692875855.77,300000000.00,322875855.77,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 25 2046,FIL,0,1992870835.24,1692870835.24,300000000.00,322870835.24,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 25 2046,FIL,0,1992870835.24,1692870835.24,300000000.00,322870835.24,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 24 2046,FIL,0,1992865814.70,1692865814.70,300000000.00,322865814.70,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 23 2046,FIL,0,1992860794.16,1692860794.16,300000000.00,322860794.16,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 22 2046,FIL,0,1992855773.62,1692855773.62,300000000.00,322855773.62,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 22 2046,FIL,0,1992855773.62,1692855773.62,300000000.00,322855773.62,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 21 2046,FIL,0,1992850753.08,1692850753.08,300000000.00,322850753.08,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 20 2046,FIL,0,1992845732.54,1692845732.54,300000000.00,322845732.54,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 19 2046,FIL,0,1992840712.00,1692840712.00,300000000.00,322840712.00,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 19 2046,FIL,0,1992840712.00,1692840712.00,300000000.00,322840712.00,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 18 2046,FIL,0,1992835691.47,1692835691.47,300000000.00,322835691.47,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 17 2046,FIL,0,1992830670.93,1692830670.93,300000000.00,322830670.93,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 16 2046,FIL,0,1992825650.39,1692825650.39,300000000.00,322825650.39,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 16 2046,FIL,0,1992825650.39,1692825650.39,300000000.00,322825650.39,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 15 2046,FIL,0,1992820629.85,1692820629.85,300000000.00,322820629.85,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 14 2046,FIL,0,1992815609.31,1692815609.31,300000000.00,322815609.31,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 13 2046,FIL,0,1992810588.77,1692810588.77,300000000.00,322810588.77,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 13 2046,FIL,0,1992810588.77,1692810588.77,300000000.00,322810588.77,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 12 2046,FIL,0,1992805568.23,1692805568.23,300000000.00,322805568.23,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 11 2046,FIL,0,1992800547.70,1692800547.70,300000000.00,322800547.70,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 10 2046,FIL,0,1992795527.16,1692795527.16,300000000.00,322795527.16,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 10 2046,FIL,0,1992795527.16,1692795527.16,300000000.00,322795527.16,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 09 2046,FIL,0,1992790506.62,1692790506.62,300000000.00,322790506.62,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 08 2046,FIL,0,1992785486.08,1692785486.08,300000000.00,322785486.08,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 08 2046,FIL,0,1992785486.08,1692785486.08,300000000.00,322785486.08,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 07 2046,FIL,0,1992780465.54,1692780465.54,300000000.00,322780465.54,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 06 2046,FIL,0,1992775445.00,1692775445.00,300000000.00,322775445.00,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 05 2046,FIL,0,1992770424.46,1692770424.46,300000000.00,322770424.46,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 05 2046,FIL,0,1992770424.46,1692770424.46,300000000.00,322770424.46,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 04 2046,FIL,0,1992765403.93,1692765403.93,300000000.00,322765403.93,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 03 2046,FIL,0,1992760383.39,1692760383.39,300000000.00,322760383.39,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 02 2046,FIL,0,1992755362.85,1692755362.85,300000000.00,322755362.85,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 02 2046,FIL,0,1992755362.85,1692755362.85,300000000.00,322755362.85,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 01 2046,FIL,0,1992750342.31,1692750342.31,300000000.00,322750342.31,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Oct 31 2046,FIL,0,1992745321.77,1692745321.77,300000000.00,322745321.77,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Oct 30 2046,FIL,0,1992740301.23,1692740301.23,300000000.00,322740301.23,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Oct 30 2046,FIL,0,1992740301.23,1692740301.23,300000000.00,322740301.23,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Oct 29 2046,FIL,0,1992735280.69,1692735280.69,300000000.00,322735280.69,770000000.00,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
