Date,Symbol,Price,Available Supply,Unlocked Supply,Liquidity Mining,Founder advisors investor,Initial Liquidity Mining,Options,Ecosystem,Fundraising
Jan 06 2042,BAL,0,99607947.00,99607947.00,59172947.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jan 05 2042,BAL,0,99607177.20,99607177.20,59172177.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jan 04 2042,BAL,0,99606407.40,99606407.40,59171407.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jan 03 2042,BAL,0,99605637.60,99605637.60,59170637.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jan 02 2042,BAL,0,99604867.80,99604867.80,59169867.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jan 01 2042,BAL,0,99604098.00,99604098.00,59169098.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Dec 31 2041,BAL,0,99603328.20,99603328.20,59168328.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Dec 30 2041,BAL,0,99602558.40,99602558.40,59167558.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Dec 29 2041,BAL,0,99601788.60,99601788.60,59166788.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Dec 28 2041,BAL,0,99601018.80,99601018.80,59166018.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Dec 28 2041,BAL,0,99601018.80,99601018.80,59166018.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Dec 27 2041,BAL,0,99600249.00,99600249.00,59165249.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Dec 26 2041,BAL,0,99599479.20,99599479.20,59164479.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Dec 25 2041,BAL,0,99598709.40,99598709.40,59163709.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Dec 24 2041,BAL,0,99597939.60,99597939.60,59162939.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Dec 23 2041,BAL,0,99597169.80,99597169.80,59162169.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Dec 22 2041,BAL,0,99596400.00,99596400.00,59161400.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Dec 21 2041,BAL,0,99595630.20,99595630.20,59160630.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Dec 20 2041,BAL,0,99594860.40,99594860.40,59159860.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Dec 19 2041,BAL,0,99594090.60,99594090.60,59159090.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Dec 18 2041,BAL,0,99593320.80,99593320.80,59158320.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Dec 17 2041,BAL,0,99592551.00,99592551.00,59157551.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Dec 17 2041,BAL,0,99592551.00,99592551.00,59157551.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Dec 16 2041,BAL,0,99591781.20,99591781.20,59156781.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Dec 15 2041,BAL,0,99591011.40,99591011.40,59156011.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Dec 14 2041,BAL,0,99590241.60,99590241.60,59155241.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Dec 13 2041,BAL,0,99589471.80,99589471.80,59154471.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Dec 12 2041,BAL,0,99588702.00,99588702.00,59153702.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Dec 11 2041,BAL,0,99587932.20,99587932.20,59152932.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Dec 10 2041,BAL,0,99587162.40,99587162.40,59152162.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Dec 09 2041,BAL,0,99586392.60,99586392.60,59151392.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Dec 08 2041,BAL,0,99585622.80,99585622.80,59150622.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Dec 07 2041,BAL,0,99584853.00,99584853.00,59149853.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Dec 07 2041,BAL,0,99584853.00,99584853.00,59149853.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Dec 06 2041,BAL,0,99584083.20,99584083.20,59149083.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Dec 05 2041,BAL,0,99583313.40,99583313.40,59148313.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Dec 04 2041,BAL,0,99582543.60,99582543.60,59147543.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Dec 03 2041,BAL,0,99581773.80,99581773.80,59146773.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Dec 02 2041,BAL,0,99581004.00,99581004.00,59146004.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Dec 01 2041,BAL,0,99580234.20,99580234.20,59145234.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 30 2041,BAL,0,99579464.40,99579464.40,59144464.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 29 2041,BAL,0,99578694.60,99578694.60,59143694.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 28 2041,BAL,0,99577924.80,99577924.80,59142924.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 27 2041,BAL,0,99577155.00,99577155.00,59142155.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 26 2041,BAL,0,99576385.20,99576385.20,59141385.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 26 2041,BAL,0,99576385.20,99576385.20,59141385.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 25 2041,BAL,0,99575615.40,99575615.40,59140615.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 24 2041,BAL,0,99574845.60,99574845.60,59139845.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 23 2041,BAL,0,99574075.80,99574075.80,59139075.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 22 2041,BAL,0,99573306.00,99573306.00,59138306.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 21 2041,BAL,0,99572536.20,99572536.20,59137536.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 20 2041,BAL,0,99571766.40,99571766.40,59136766.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 19 2041,BAL,0,99570996.60,99570996.60,59135996.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 18 2041,BAL,0,99570226.80,99570226.80,59135226.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 17 2041,BAL,0,99569457.00,99569457.00,59134457.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 16 2041,BAL,0,99568687.20,99568687.20,59133687.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 16 2041,BAL,0,99568687.20,99568687.20,59133687.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 15 2041,BAL,0,99567917.40,99567917.40,59132917.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 14 2041,BAL,0,99567147.60,99567147.60,59132147.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 13 2041,BAL,0,99566377.80,99566377.80,59131377.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 12 2041,BAL,0,99565608.00,99565608.00,59130608.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 11 2041,BAL,0,99564838.20,99564838.20,59129838.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 10 2041,BAL,0,99564068.40,99564068.40,59129068.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 09 2041,BAL,0,99563298.60,99563298.60,59128298.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 08 2041,BAL,0,99562528.80,99562528.80,59127528.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 07 2041,BAL,0,99561759.00,99561759.00,59126759.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 06 2041,BAL,0,99560989.20,99560989.20,59125989.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 05 2041,BAL,0,99560219.40,99560219.40,59125219.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 05 2041,BAL,0,99560219.40,99560219.40,59125219.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 04 2041,BAL,0,99559449.60,99559449.60,59124449.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 03 2041,BAL,0,99558679.80,99558679.80,59123679.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 02 2041,BAL,0,99557910.00,99557910.00,59122910.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 01 2041,BAL,0,99557140.20,99557140.20,59122140.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 31 2041,BAL,0,99556370.40,99556370.40,59121370.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 30 2041,BAL,0,99555600.60,99555600.60,59120600.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 29 2041,BAL,0,99554830.80,99554830.80,59119830.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 28 2041,BAL,0,99554061.00,99554061.00,59119061.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 27 2041,BAL,0,99553291.20,99553291.20,59118291.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 26 2041,BAL,0,99552521.40,99552521.40,59117521.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 26 2041,BAL,0,99552521.40,99552521.40,59117521.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 25 2041,BAL,0,99551751.60,99551751.60,59116751.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 24 2041,BAL,0,99550981.80,99550981.80,59115981.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 23 2041,BAL,0,99550212.00,99550212.00,59115212.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 22 2041,BAL,0,99549442.20,99549442.20,59114442.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 21 2041,BAL,0,99548672.40,99548672.40,59113672.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 20 2041,BAL,0,99547902.60,99547902.60,59112902.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 19 2041,BAL,0,99547132.80,99547132.80,59112132.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 18 2041,BAL,0,99546363.00,99546363.00,59111363.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 17 2041,BAL,0,99545593.20,99545593.20,59110593.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 16 2041,BAL,0,99544823.40,99544823.40,59109823.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 15 2041,BAL,0,99544053.60,99544053.60,59109053.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 15 2041,BAL,0,99544053.60,99544053.60,59109053.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 14 2041,BAL,0,99543283.80,99543283.80,59108283.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 13 2041,BAL,0,99542514.00,99542514.00,59107514.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 12 2041,BAL,0,99541744.20,99541744.20,59106744.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 11 2041,BAL,0,99540974.40,99540974.40,59105974.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 10 2041,BAL,0,99540204.60,99540204.60,59105204.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 09 2041,BAL,0,99539434.80,99539434.80,59104434.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 08 2041,BAL,0,99538665.00,99538665.00,59103665.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 07 2041,BAL,0,99537895.20,99537895.20,59102895.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 06 2041,BAL,0,99537125.40,99537125.40,59102125.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 05 2041,BAL,0,99536355.60,99536355.60,59101355.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 05 2041,BAL,0,99536355.60,99536355.60,59101355.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 04 2041,BAL,0,99535585.80,99535585.80,59100585.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 03 2041,BAL,0,99534816.00,99534816.00,59099816.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 02 2041,BAL,0,99534046.20,99534046.20,59099046.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 01 2041,BAL,0,99533276.40,99533276.40,59098276.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 30 2041,BAL,0,99532506.60,99532506.60,59097506.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 29 2041,BAL,0,99531736.80,99531736.80,59096736.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 28 2041,BAL,0,99530967.00,99530967.00,59095967.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 27 2041,BAL,0,99530197.20,99530197.20,59095197.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 26 2041,BAL,0,99529427.40,99529427.40,59094427.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 25 2041,BAL,0,99528657.60,99528657.60,59093657.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 24 2041,BAL,0,99527887.80,99527887.80,59092887.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 24 2041,BAL,0,99527887.80,99527887.80,59092887.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 23 2041,BAL,0,99527118.00,99527118.00,59092118.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 22 2041,BAL,0,99526348.20,99526348.20,59091348.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 21 2041,BAL,0,99525578.40,99525578.40,59090578.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 20 2041,BAL,0,99524808.60,99524808.60,59089808.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 19 2041,BAL,0,99524038.80,99524038.80,59089038.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 18 2041,BAL,0,99523269.00,99523269.00,59088269.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 17 2041,BAL,0,99522499.20,99522499.20,59087499.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 16 2041,BAL,0,99521729.40,99521729.40,59086729.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 15 2041,BAL,0,99520959.60,99520959.60,59085959.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 14 2041,BAL,0,99520189.80,99520189.80,59085189.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 14 2041,BAL,0,99520189.80,99520189.80,59085189.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 13 2041,BAL,0,99519420.00,99519420.00,59084420.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 12 2041,BAL,0,99518650.20,99518650.20,59083650.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 11 2041,BAL,0,99517880.40,99517880.40,59082880.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 10 2041,BAL,0,99517110.60,99517110.60,59082110.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 09 2041,BAL,0,99516340.80,99516340.80,59081340.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 08 2041,BAL,0,99515571.00,99515571.00,59080571.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 07 2041,BAL,0,99514801.20,99514801.20,59079801.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 06 2041,BAL,0,99514031.40,99514031.40,59079031.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 05 2041,BAL,0,99513261.60,99513261.60,59078261.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 04 2041,BAL,0,99512491.80,99512491.80,59077491.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 03 2041,BAL,0,99511722.00,99511722.00,59076722.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 03 2041,BAL,0,99511722.00,99511722.00,59076722.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 02 2041,BAL,0,99510952.20,99510952.20,59075952.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 01 2041,BAL,0,99510182.40,99510182.40,59075182.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 31 2041,BAL,0,99509412.60,99509412.60,59074412.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 30 2041,BAL,0,99508642.80,99508642.80,59073642.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 29 2041,BAL,0,99507873.00,99507873.00,59072873.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 28 2041,BAL,0,99507103.20,99507103.20,59072103.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 27 2041,BAL,0,99506333.40,99506333.40,59071333.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 26 2041,BAL,0,99505563.60,99505563.60,59070563.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 25 2041,BAL,0,99504793.80,99504793.80,59069793.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 24 2041,BAL,0,99504024.00,99504024.00,59069024.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 24 2041,BAL,0,99504024.00,99504024.00,59069024.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 23 2041,BAL,0,99503254.20,99503254.20,59068254.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 22 2041,BAL,0,99502484.40,99502484.40,59067484.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 21 2041,BAL,0,99501714.60,99501714.60,59066714.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 20 2041,BAL,0,99500944.80,99500944.80,59065944.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 19 2041,BAL,0,99500175.00,99500175.00,59065175.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 18 2041,BAL,0,99499405.20,99499405.20,59064405.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 17 2041,BAL,0,99498635.40,99498635.40,59063635.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 16 2041,BAL,0,99497865.60,99497865.60,59062865.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 15 2041,BAL,0,99497095.80,99497095.80,59062095.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 14 2041,BAL,0,99496326.00,99496326.00,59061326.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 13 2041,BAL,0,99495556.20,99495556.20,59060556.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 13 2041,BAL,0,99495556.20,99495556.20,59060556.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 12 2041,BAL,0,99494786.40,99494786.40,59059786.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 11 2041,BAL,0,99494016.60,99494016.60,59059016.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 10 2041,BAL,0,99493246.80,99493246.80,59058246.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 09 2041,BAL,0,99492477.00,99492477.00,59057477.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 08 2041,BAL,0,99491707.20,99491707.20,59056707.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 07 2041,BAL,0,99490937.40,99490937.40,59055937.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 06 2041,BAL,0,99490167.60,99490167.60,59055167.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 05 2041,BAL,0,99489397.80,99489397.80,59054397.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 04 2041,BAL,0,99488628.00,99488628.00,59053628.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 03 2041,BAL,0,99487858.20,99487858.20,59052858.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 02 2041,BAL,0,99487088.40,99487088.40,59052088.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 02 2041,BAL,0,99487088.40,99487088.40,59052088.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 01 2041,BAL,0,99486318.60,99486318.60,59051318.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 31 2041,BAL,0,99485548.80,99485548.80,59050548.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 30 2041,BAL,0,99484779.00,99484779.00,59049779.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 29 2041,BAL,0,99484009.20,99484009.20,59049009.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 28 2041,BAL,0,99483239.40,99483239.40,59048239.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 27 2041,BAL,0,99482469.60,99482469.60,59047469.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 26 2041,BAL,0,99481699.80,99481699.80,59046699.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 25 2041,BAL,0,99480930.00,99480930.00,59045930.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 24 2041,BAL,0,99480160.20,99480160.20,59045160.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 23 2041,BAL,0,99479390.40,99479390.40,59044390.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 23 2041,BAL,0,99479390.40,99479390.40,59044390.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 22 2041,BAL,0,99478620.60,99478620.60,59043620.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 21 2041,BAL,0,99477850.80,99477850.80,59042850.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 20 2041,BAL,0,99477081.00,99477081.00,59042081.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 19 2041,BAL,0,99476311.20,99476311.20,59041311.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 18 2041,BAL,0,99475541.40,99475541.40,59040541.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 17 2041,BAL,0,99474771.60,99474771.60,59039771.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 16 2041,BAL,0,99474001.80,99474001.80,59039001.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 15 2041,BAL,0,99473232.00,99473232.00,59038232.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 14 2041,BAL,0,99472462.20,99472462.20,59037462.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 13 2041,BAL,0,99471692.40,99471692.40,59036692.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 12 2041,BAL,0,99470922.60,99470922.60,59035922.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 12 2041,BAL,0,99470922.60,99470922.60,59035922.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 11 2041,BAL,0,99470152.80,99470152.80,59035152.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 10 2041,BAL,0,99469383.00,99469383.00,59034383.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 09 2041,BAL,0,99468613.20,99468613.20,59033613.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 08 2041,BAL,0,99467843.40,99467843.40,59032843.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 07 2041,BAL,0,99467073.60,99467073.60,59032073.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 06 2041,BAL,0,99466303.80,99466303.80,59031303.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 05 2041,BAL,0,99465534.00,99465534.00,59030534.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 04 2041,BAL,0,99464764.20,99464764.20,59029764.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 03 2041,BAL,0,99463994.40,99463994.40,59028994.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 02 2041,BAL,0,99463224.60,99463224.60,59028224.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 02 2041,BAL,0,99463224.60,99463224.60,59028224.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 01 2041,BAL,0,99462454.80,99462454.80,59027454.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 30 2041,BAL,0,99461685.00,99461685.00,59026685.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 29 2041,BAL,0,99460915.20,99460915.20,59025915.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 28 2041,BAL,0,99460145.40,99460145.40,59025145.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 27 2041,BAL,0,99459375.60,99459375.60,59024375.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 26 2041,BAL,0,99458605.80,99458605.80,59023605.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 25 2041,BAL,0,99457836.00,99457836.00,59022836.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 24 2041,BAL,0,99457066.20,99457066.20,59022066.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 23 2041,BAL,0,99456296.40,99456296.40,59021296.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 22 2041,BAL,0,99455526.60,99455526.60,59020526.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 21 2041,BAL,0,99454756.80,99454756.80,59019756.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 21 2041,BAL,0,99454756.80,99454756.80,59019756.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 20 2041,BAL,0,99453987.00,99453987.00,59018987.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 19 2041,BAL,0,99453217.20,99453217.20,59018217.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 18 2041,BAL,0,99452447.40,99452447.40,59017447.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 17 2041,BAL,0,99451677.60,99451677.60,59016677.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 16 2041,BAL,0,99450907.80,99450907.80,59015907.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
