Date,Symbol,Price,Available Supply,Unlocked Supply,Company Tokens,Team Tokens,Round 1 (Seed),Round 2,Other Rounds,Round 3,Advisors Tokens,Backstop Fund,Safety Fund,User Acquisition Fund,Ecosystem Fund,FTT Liquidity Fund
Jun 12 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
Jun 12 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
Jun 11 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
Jun 11 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
Jun 10 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
Jun 10 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
Jun 10 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
Jun 09 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
Jun 09 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
Jun 09 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
Jun 08 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
Jun 08 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
Jun 08 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
Jun 07 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
Jun 07 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
Jun 07 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
Jun 06 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
Jun 06 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
Jun 06 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
Jun 05 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
Jun 05 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
Jun 05 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
Jun 04 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
Jun 04 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
Jun 04 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
Jun 03 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
Jun 03 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
Jun 03 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
Jun 02 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
Jun 02 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
Jun 02 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
Jun 01 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
Jun 01 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
Jun 01 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 31 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 31 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 31 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 30 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 30 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 30 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 29 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 29 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 29 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 28 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 28 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 28 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 27 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 27 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 27 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 26 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 26 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 25 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 25 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 25 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 24 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 24 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 24 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 23 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 23 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 23 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 22 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 22 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 22 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 21 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 21 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 21 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 20 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 20 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 20 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 19 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 19 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 19 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 18 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
May 18 2024,FTT,0,350000000.00,350000000.00,200384520.00,20307616.00,50000000.00,6500000.00,14161920.00,2800000.00,5076904.00,5076904.00,5076904.00,10153808.00,10153808.00,20307616.00
