Date,Symbol,Price,Available Supply,Unlocked Supply,Founder / Team,Public Investors,Reserved,Community & Other
Jun 08 2045,AGIX,0,1987511598.70,1987511598.70,180000000.00,500000000.00,80000000.00,1227511598.70
May 27 2045,AGIX,0,1987321420.00,1987321420.00,180000000.00,500000000.00,80000000.00,1227321420.00
May 15 2045,AGIX,0,1987321420.00,1987321420.00,180000000.00,500000000.00,80000000.00,1227321420.00
May 03 2045,AGIX,0,1987321420.00,1987321420.00,180000000.00,500000000.00,80000000.00,1227321420.00
Apr 22 2045,AGIX,0,1987128345.20,1987128345.20,180000000.00,500000000.00,80000000.00,1227128345.20
Apr 10 2045,AGIX,0,1987128345.20,1987128345.20,180000000.00,500000000.00,80000000.00,1227128345.20
Mar 29 2045,AGIX,0,1987128345.20,1987128345.20,180000000.00,500000000.00,80000000.00,1227128345.20
Mar 17 2045,AGIX,0,1986932330.20,1986932330.20,180000000.00,500000000.00,80000000.00,1226932330.20
Mar 05 2045,AGIX,0,1986932330.20,1986932330.20,180000000.00,500000000.00,80000000.00,1226932330.20
Feb 21 2045,AGIX,0,1986733330.10,1986733330.10,180000000.00,500000000.00,80000000.00,1226733330.10
Feb 09 2045,AGIX,0,1986733330.10,1986733330.10,180000000.00,500000000.00,80000000.00,1226733330.10
Jan 29 2045,AGIX,0,1986733330.10,1986733330.10,180000000.00,500000000.00,80000000.00,1226733330.10
Jan 17 2045,AGIX,0,1986531299.60,1986531299.60,180000000.00,500000000.00,80000000.00,1226531299.60
Jan 05 2045,AGIX,0,1986531299.60,1986531299.60,180000000.00,500000000.00,80000000.00,1226531299.60
Dec 24 2044,AGIX,0,1986326192.50,1986326192.50,180000000.00,500000000.00,80000000.00,1226326192.50
Dec 12 2044,AGIX,0,1986326192.50,1986326192.50,180000000.00,500000000.00,80000000.00,1226326192.50
Nov 30 2044,AGIX,0,1986326192.50,1986326192.50,180000000.00,500000000.00,80000000.00,1226326192.50
Nov 18 2044,AGIX,0,1986117961.90,1986117961.90,180000000.00,500000000.00,80000000.00,1226117961.90
Nov 07 2044,AGIX,0,1986117961.90,1986117961.90,180000000.00,500000000.00,80000000.00,1226117961.90
Oct 26 2044,AGIX,0,1985906560.30,1985906560.30,180000000.00,500000000.00,80000000.00,1225906560.30
Oct 14 2044,AGIX,0,1985906560.30,1985906560.30,180000000.00,500000000.00,80000000.00,1225906560.30
