Date,Symbol,Price,Available Supply,Unlocked Supply,Reserved (TBD),Founder / Team,Community & Other
Apr 01 2026,BONK,0,99999999999999.70,78899999999999.70,21100000000000.00,20999999999999.70,57900000000000.00
Apr 01 2026,BONK,0,99999999999999.70,78899999999999.70,21100000000000.00,20999999999999.70,57900000000000.00
Apr 01 2026,BONK,0,99999999999999.70,78899999999999.70,21100000000000.00,20999999999999.70,57900000000000.00
Mar 31 2026,BONK,0,99999999999999.70,78899999999999.70,21100000000000.00,20999999999999.70,57900000000000.00
Mar 31 2026,BONK,0,99999999999999.70,78899999999999.70,21100000000000.00,20999999999999.70,57900000000000.00
Mar 31 2026,BONK,0,99999999999999.70,78899999999999.70,21100000000000.00,20999999999999.70,57900000000000.00
Mar 31 2026,BONK,0,99999999999999.70,78899999999999.70,21100000000000.00,20999999999999.70,57900000000000.00
Mar 30 2026,BONK,0,99999999999999.70,78899999999999.70,21100000000000.00,20999999999999.70,57900000000000.00
Mar 30 2026,BONK,0,99999999999999.70,78899999999999.70,21100000000000.00,20999999999999.70,57900000000000.00
Mar 30 2026,BONK,0,99999999999999.70,78899999999999.70,21100000000000.00,20999999999999.70,57900000000000.00
Mar 30 2026,BONK,0,99999999999999.70,78899999999999.70,21100000000000.00,20999999999999.70,57900000000000.00
Mar 30 2026,BONK,0,99999999999999.70,78899999999999.70,21100000000000.00,20999999999999.70,57900000000000.00
Mar 29 2026,BONK,0,99999999999999.70,78899999999999.70,21100000000000.00,20999999999999.70,57900000000000.00
Mar 29 2026,BONK,0,99999999999999.70,78899999999999.70,21100000000000.00,20999999999999.70,57900000000000.00
Mar 29 2026,BONK,0,99999999999999.70,78899999999999.70,21100000000000.00,20999999999999.70,57900000000000.00
Mar 29 2026,BONK,0,99999999999999.70,78899999999999.70,21100000000000.00,20999999999999.70,57900000000000.00
Mar 28 2026,BONK,0,99999999999999.70,78899999999999.70,21100000000000.00,20999999999999.70,57900000000000.00
Mar 28 2026,BONK,0,99999999999999.70,78899999999999.70,21100000000000.00,20999999999999.70,57900000000000.00
Mar 28 2026,BONK,0,99999999999999.70,78899999999999.70,21100000000000.00,20999999999999.70,57900000000000.00
Mar 28 2026,BONK,0,99999999999999.70,78899999999999.70,21100000000000.00,20999999999999.70,57900000000000.00
Mar 28 2026,BONK,0,99999999999999.70,78899999999999.70,21100000000000.00,20999999999999.70,57900000000000.00
Mar 27 2026,BONK,0,99999999999999.70,78899999999999.70,21100000000000.00,20999999999999.70,57900000000000.00
Mar 27 2026,BONK,0,99999999999999.70,78899999999999.70,21100000000000.00,20999999999999.70,57900000000000.00
Mar 27 2026,BONK,0,99999999999999.70,78899999999999.70,21100000000000.00,20999999999999.70,57900000000000.00
Mar 27 2026,BONK,0,99999999999999.70,78899999999999.70,21100000000000.00,20999999999999.70,57900000000000.00
Mar 26 2026,BONK,0,99999999999999.70,78899999999999.70,21100000000000.00,20999999999999.70,57900000000000.00
Mar 26 2026,BONK,0,99999999999999.70,78899999999999.70,21100000000000.00,20999999999999.70,57900000000000.00
Mar 26 2026,BONK,0,99999999999999.70,78899999999999.70,21100000000000.00,20999999999999.70,57900000000000.00
Mar 26 2026,BONK,0,99999999999999.70,78899999999999.70,21100000000000.00,20999999999999.70,57900000000000.00
Mar 26 2026,BONK,0,99999999999999.70,78899999999999.70,21100000000000.00,20999999999999.70,57900000000000.00
Mar 25 2026,BONK,0,99999999999999.70,78899999999999.70,21100000000000.00,20999999999999.70,57900000000000.00
Mar 25 2026,BONK,0,99999999999999.70,78899999999999.70,21100000000000.00,20999999999999.70,57900000000000.00
Mar 25 2026,BONK,0,99999999999999.70,78899999999999.70,21100000000000.00,20999999999999.70,57900000000000.00
Mar 25 2026,BONK,0,99999999999999.70,78899999999999.70,21100000000000.00,20999999999999.70,57900000000000.00
Mar 24 2026,BONK,0,99999999999999.70,78899999999999.70,21100000000000.00,20999999999999.70,57900000000000.00
