Date,Symbol,Price,Available Supply,Unlocked Supply,Founder / Team,Private Investors,Public Investors,Reserved,Community & Other
Oct 23 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 23 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 22 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 22 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 22 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 22 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 21 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 21 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 21 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 20 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 20 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 20 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 20 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 19 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 19 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 19 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 18 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 18 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 18 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 17 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 17 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 17 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 17 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 16 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 16 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 16 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 15 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 15 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 15 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 15 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 14 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 14 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 14 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 13 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 13 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 13 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 13 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 12 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 12 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 12 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 11 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 11 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 11 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 11 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 10 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 10 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
Oct 10 2025,C98,0,1000000000.00,1000000000.00,220000000.00,200000000.00,50000000.00,120000000.00,410000000.00
