Date,Symbol,Price,Available Supply,Unlocked Supply,Founder / Team,Reserved,Community & Other
Apr 27 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 26 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 26 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 25 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 25 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 24 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 23 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 23 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 22 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 22 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 21 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 20 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 20 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 19 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 18 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 18 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 17 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 17 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 16 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 15 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 15 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 14 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 14 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 13 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 12 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 12 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 11 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 11 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 10 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 09 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 09 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 08 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 08 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 07 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 06 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 06 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 05 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 04 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 04 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 03 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 03 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 02 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 01 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Apr 01 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Mar 31 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Mar 31 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Mar 30 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Mar 29 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Mar 29 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Mar 28 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Mar 28 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Mar 27 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Mar 26 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Mar 26 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Mar 25 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Mar 25 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Mar 24 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Mar 23 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Mar 23 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Mar 22 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Mar 22 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Mar 21 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Mar 20 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Mar 20 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Mar 19 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Mar 18 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Mar 18 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Mar 17 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Mar 17 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Mar 16 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
Mar 15 2031,RON,0,1000000000.00,1000000000.00,300000000.00,150000000.00,550000000.00
