Date,Symbol,Price,Available Supply,Unlocked Supply,Reserved (TBD),Founder / Team,Private Investors,Public Investors,Reserved,Community & Other
Jan 11 2026,GLMR,0,717679464.00,708129464.00,9550000.00,185468300.00,274000000.00,150000000.00,450000.00,98211164.00
Jan 11 2026,GLMR,0,717679464.00,708129464.00,9550000.00,185468300.00,274000000.00,150000000.00,450000.00,98211164.00
Jan 10 2026,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Jan 10 2026,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Jan 10 2026,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Jan 10 2026,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Jan 09 2026,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Jan 09 2026,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Jan 09 2026,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Jan 09 2026,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Jan 08 2026,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Jan 08 2026,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Jan 08 2026,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Jan 08 2026,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Jan 07 2026,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Jan 07 2026,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Jan 07 2026,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Jan 07 2026,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Jan 06 2026,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Jan 06 2026,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Jan 06 2026,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Jan 05 2026,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Jan 05 2026,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Jan 05 2026,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Jan 05 2026,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Jan 04 2026,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Jan 04 2026,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Jan 04 2026,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Jan 04 2026,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Jan 03 2026,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Jan 03 2026,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Jan 03 2026,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Jan 03 2026,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Jan 02 2026,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Jan 02 2026,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Jan 02 2026,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Jan 02 2026,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Jan 01 2026,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Jan 01 2026,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Jan 01 2026,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Dec 31 2025,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Dec 31 2025,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Dec 31 2025,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Dec 31 2025,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Dec 30 2025,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Dec 30 2025,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Dec 30 2025,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Dec 30 2025,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Dec 29 2025,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Dec 29 2025,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Dec 29 2025,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Dec 29 2025,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Dec 28 2025,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Dec 28 2025,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Dec 28 2025,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Dec 28 2025,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Dec 27 2025,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Dec 27 2025,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Dec 27 2025,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Dec 26 2025,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Dec 26 2025,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Dec 26 2025,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Dec 26 2025,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Dec 25 2025,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Dec 25 2025,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Dec 25 2025,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Dec 25 2025,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Dec 24 2025,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Dec 24 2025,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Dec 24 2025,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Dec 24 2025,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
Dec 23 2025,GLMR,0,714637797.34,705087797.34,9550000.00,182426633.34,274000000.00,150000000.00,450000.00,98211164.00
