Date,Symbol,Price,Available Supply,Unlocked Supply,Community & Other (TBD),Founder / Team,Private Investors,Reserved,Community & Other
Dec 07 2027,JTO,0,1000000000.00,757142857.00,242857143.00,245000000.00,162142857.00,250000000.00,100000000.00
Dec 07 2027,JTO,0,1000000000.00,757142857.00,242857143.00,245000000.00,162142857.00,250000000.00,100000000.00
Dec 06 2027,JTO,0,999301673.92,756444530.92,242857143.00,244751395.23,161978328.48,249714807.21,100000000.00
Dec 06 2027,JTO,0,999301673.92,756444530.92,242857143.00,244751395.23,161978328.48,249714807.21,100000000.00
Dec 06 2027,JTO,0,999301673.92,756444530.92,242857143.00,244751395.23,161978328.48,249714807.21,100000000.00
Dec 06 2027,JTO,0,999301673.92,756444530.92,242857143.00,244751395.23,161978328.48,249714807.21,100000000.00
Dec 05 2027,JTO,0,998882678.27,756025535.27,242857143.00,244602232.37,161879611.37,249543691.54,100000000.00
Dec 05 2027,JTO,0,998882678.27,756025535.27,242857143.00,244602232.37,161879611.37,249543691.54,100000000.00
Dec 05 2027,JTO,0,998882678.27,756025535.27,242857143.00,244602232.37,161879611.37,249543691.54,100000000.00
Dec 05 2027,JTO,0,998882678.27,756025535.27,242857143.00,244602232.37,161879611.37,249543691.54,100000000.00
Dec 04 2027,JTO,0,998463682.63,755606539.63,242857143.00,244453069.51,161780894.25,249372575.86,100000000.00
Dec 04 2027,JTO,0,998463682.63,755606539.63,242857143.00,244453069.51,161780894.25,249372575.86,100000000.00
Dec 04 2027,JTO,0,998463682.63,755606539.63,242857143.00,244453069.51,161780894.25,249372575.86,100000000.00
Dec 04 2027,JTO,0,998463682.63,755606539.63,242857143.00,244453069.51,161780894.25,249372575.86,100000000.00
Dec 03 2027,JTO,0,998044686.98,755187543.98,242857143.00,244303906.65,161682177.14,249201460.19,100000000.00
Dec 03 2027,JTO,0,998044686.98,755187543.98,242857143.00,244303906.65,161682177.14,249201460.19,100000000.00
Dec 03 2027,JTO,0,998044686.98,755187543.98,242857143.00,244303906.65,161682177.14,249201460.19,100000000.00
Dec 03 2027,JTO,0,998044686.98,755187543.98,242857143.00,244303906.65,161682177.14,249201460.19,100000000.00
Dec 02 2027,JTO,0,997625691.33,754768548.33,242857143.00,244154743.79,161583460.03,249030344.51,100000000.00
Dec 02 2027,JTO,0,997625691.33,754768548.33,242857143.00,244154743.79,161583460.03,249030344.51,100000000.00
Dec 02 2027,JTO,0,997625691.33,754768548.33,242857143.00,244154743.79,161583460.03,249030344.51,100000000.00
Dec 01 2027,JTO,0,997206695.68,754349552.68,242857143.00,244005580.93,161484742.92,248859228.84,100000000.00
Dec 01 2027,JTO,0,997206695.68,754349552.68,242857143.00,244005580.93,161484742.92,248859228.84,100000000.00
Dec 01 2027,JTO,0,997206695.68,754349552.68,242857143.00,244005580.93,161484742.92,248859228.84,100000000.00
Dec 01 2027,JTO,0,997206695.68,754349552.68,242857143.00,244005580.93,161484742.92,248859228.84,100000000.00
Nov 30 2027,JTO,0,996787700.03,753930557.03,242857143.00,243856418.06,161386025.81,248688113.16,100000000.00
Nov 30 2027,JTO,0,996787700.03,753930557.03,242857143.00,243856418.06,161386025.81,248688113.16,100000000.00
Nov 30 2027,JTO,0,996787700.03,753930557.03,242857143.00,243856418.06,161386025.81,248688113.16,100000000.00
Nov 30 2027,JTO,0,996787700.03,753930557.03,242857143.00,243856418.06,161386025.81,248688113.16,100000000.00
Nov 29 2027,JTO,0,996368704.39,753511561.39,242857143.00,243707255.20,161287308.69,248516997.49,100000000.00
Nov 29 2027,JTO,0,996368704.39,753511561.39,242857143.00,243707255.20,161287308.69,248516997.49,100000000.00
Nov 29 2027,JTO,0,996368704.39,753511561.39,242857143.00,243707255.20,161287308.69,248516997.49,100000000.00
Nov 29 2027,JTO,0,996368704.39,753511561.39,242857143.00,243707255.20,161287308.69,248516997.49,100000000.00
Nov 28 2027,JTO,0,995949708.74,753092565.74,242857143.00,243558092.34,161188591.58,248345881.82,100000000.00
Nov 28 2027,JTO,0,995949708.74,753092565.74,242857143.00,243558092.34,161188591.58,248345881.82,100000000.00
Nov 28 2027,JTO,0,995949708.74,753092565.74,242857143.00,243558092.34,161188591.58,248345881.82,100000000.00
Nov 28 2027,JTO,0,995949708.74,753092565.74,242857143.00,243558092.34,161188591.58,248345881.82,100000000.00
Nov 27 2027,JTO,0,995530713.09,752673570.09,242857143.00,243408929.48,161089874.47,248174766.14,100000000.00
Nov 27 2027,JTO,0,995530713.09,752673570.09,242857143.00,243408929.48,161089874.47,248174766.14,100000000.00
Nov 27 2027,JTO,0,995530713.09,752673570.09,242857143.00,243408929.48,161089874.47,248174766.14,100000000.00
Nov 26 2027,JTO,0,995111717.44,752254574.44,242857143.00,243259766.62,160991157.36,248003650.47,100000000.00
Nov 26 2027,JTO,0,995111717.44,752254574.44,242857143.00,243259766.62,160991157.36,248003650.47,100000000.00
