Date,Symbol,Price,Available Supply,Unlocked Supply,Reserved (TBD),Founder / Team,Private Investors,Community & Other
Nov 30 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 30 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 30 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 29 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 29 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 29 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 29 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 28 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 28 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 28 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 28 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 27 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 27 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 27 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 27 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 26 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 26 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 26 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 26 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 25 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 25 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 25 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 25 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 24 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 24 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 24 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 24 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 23 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 23 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 23 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 23 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 22 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 22 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 22 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 22 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 21 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 21 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 21 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 21 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 20 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 20 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 20 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 20 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 19 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 19 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 19 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 19 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 18 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 18 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 18 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 18 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 17 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 17 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 17 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 17 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 16 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 16 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 16 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 16 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 15 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 15 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 15 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 15 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 14 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 14 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 14 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 14 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 13 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 13 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 13 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 13 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 12 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 12 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 12 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 12 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 11 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 11 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 11 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 11 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 10 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 10 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 10 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 10 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 09 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 09 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 09 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 09 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 08 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 08 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 08 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 08 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 07 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 07 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 07 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 07 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 06 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 06 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 06 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 06 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 05 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 05 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 05 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 05 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 04 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 04 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 04 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 04 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 03 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 03 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 03 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 03 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 02 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 02 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 02 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 02 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 01 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 01 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 01 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Nov 01 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Oct 31 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Oct 31 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Oct 31 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Oct 31 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Oct 30 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Oct 30 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Oct 30 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Oct 30 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Oct 29 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Oct 29 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Oct 29 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Oct 29 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Oct 28 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Oct 28 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Oct 28 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Oct 28 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Oct 27 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Oct 27 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Oct 27 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Oct 27 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Oct 26 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Oct 26 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
Oct 26 2025,PRIME,0,75883334.00,63450492.00,12432842.00,21888889.00,18000000.00,23561603.00
